property_name,refrigerated_warehouse_gross,courthouse_gross_floor_area,distribution_center_gross,weather_normalized_site_eui,hospital_general_medical_3,hospital_general_medical_4,largest_property_use_type_1,medical_office_percent_that_1,water_use_all_water_sources,electricity_use_grid_purchase,egrid_output_emissions_rate,fitness_center_health_club,hospital_general_medical_12,indoor_water_use_all_water,difference_from_national_1,nta,estimated_data_flag_1,property_gfa_calculated_2,energy_star_certification_2,district_hot_water_use_kbtu,propane_use_kbtu,avoided_emissions_onsite,multifamily_housing_percent_1,borough,data_center_cooling_equipment,electricity_use_generated_3,site_eui_kbtu_ft,electricity_use_generated_1,financial_office_gross_floor,green_power_onsite_and_offsite,address_2,senior_care_community_gross,energy_star_certification_1,_2nd_largest_property_use_1,alert_energy_meter_has_less,residence_hall_dormitory,multifamily_housing_resident,hospital_general_medical_1,property_gfa_self_reported,financial_office_number_of,office_percent_that_can_be_1,national_median_energy_star,multifamily_housing_number_6,third_party_certification_1,multifamily_housing_number_5,multifamily_housing_number_4,estimated_data_flag,green_power_offsite_kwh,indoor_water_use_intensity,energy_star_certification,alert_energy_meter_has_gaps,multifamily_housing_number,green_power_onsite_kwh,nyc_building_identification,food_service_gross_floor
Q075-0400067,Not Available,Not Available,Not Available,48.7,Not Available,Not Available,70860.0,Not Available,Not Available,1101393.6,79.5,Not Available,Not Available,Not Available,-45,Ridgewood,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,48.9,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,70860,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,4085584,Not Available
X036-0200073,Not Available,Not Available,Not Available,66.1,Not Available,Not Available,85260.0,Not Available,0,1277452.8,79.5,Not Available,Not Available,0,-32.3,Westchester-Unionport,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,Not Available,66.3,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,85260,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,0,Not Available,Ok,Not Available,Not Available,2026706,Not Available
K183-0300185,Not Available,Not Available,Not Available,103.7,Not Available,Not Available,93600.0,Not Available,9243.7,1779699.2,79.5,Not Available,Not Available,9243.7,10,Brownsville,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,104.2,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,93600,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,98.76,Not Available,Ok,Not Available,Not Available,3082253,Not Available
X859-0200057,Not Available,Not Available,Not Available,49.4,Not Available,Not Available,40310.0,Not Available,10707.3,958635.6,79.5,Not Available,Not Available,10707.3,-29.7,Fordham South,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,Not Available,50.5,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,40310,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,265.62,Not Available,Ok,Not Available,Not Available,2014062,Not Available
Q064-0400057,Not Available,Not Available,Not Available,68.6,Not Available,Not Available,68908.0,Not Available,Not Available,1377356.2,84.7,Not Available,Not Available,Not Available,-2.5,Woodhaven,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,69.1,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,68908,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,4188214,Not Available
K195-0300197,Not Available,Not Available,Not Available,71.2,Not Available,Not Available,56400.0,Not Available,Not Available,970099.8,79.5,Not Available,Not Available,Not Available,-4.8,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,71.2,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,56400,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,3246519,Not Available
X843-0200267,Not Available,Not Available,Not Available,72.2,Not Available,Not Available,74480.0,Not Available,Not Available,1465795.2,79.5,Not Available,Not Available,Not Available,-29.5,Bedford Park-Fordham North,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,Not Available,72.4,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,74480,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,2013830,Not Available
Q136-0400122,Not Available,Not Available,Not Available,59.3,Not Available,Not Available,85300.0,Not Available,1324.7,830890.2,84.7,Not Available,Not Available,1324.7,-12.2,St. Albans,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,59.6,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,85300,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,15.53,Not Available,Ok,Not Available,Not Available,4236757,Not Available
M199-0100166,Not Available,Not Available,Not Available,58.7,Not Available,Not Available,105700.0,Not Available,Not Available,1629571.3,84.7,Not Available,Not Available,Not Available,-18.1,Lincoln Square,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,59,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,105700,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,1030351,Not Available
M475-0100173,Not Available,Not Available,Not Available,52.7,Not Available,Not Available,218562.0,Not Available,Not Available,3350583.8,79.5,Not Available,Not Available,Not Available,-42.4,Gramercy,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,53.6,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,218562,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,1020419,Not Available
M485-0100994,Not Available,Not Available,Not Available,88.6,Not Available,Not Available,401020.0,Not Available,Not Available,13132106.3,79.5,Not Available,Not Available,Not Available,18.3,Lincoln Square,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,89.7,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,401020,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,1030341,Not Available
Q087-0400078,Not Available,Not Available,Not Available,73.4,Not Available,Not Available,96765.0,Not Available,Not Available,2754166.3,79.5,Not Available,Not Available,Not Available,6,Middle Village,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,73.5,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,96765,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,4091737,Not Available
X034-0201216,Not Available,Not Available,Not Available,25.3,Not Available,Not Available,117400.0,Not Available,Not Available,2313336,79.5,Not Available,Not Available,Not Available,-54.9,Belmont,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,Not Available,26,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,117400,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,2098380,Not Available
M175-0100151,Not Available,Not Available,Not Available,101.2,Not Available,Not Available,102175.0,Not Available,1.7,1653318.7,79.5,Not Available,Not Available,1.7,-8.1,Central Harlem North-Polo Grounds,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,100.1,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,102175,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,0.02,Not Available,Ok,Not Available,Not Available,1058248,Not Available
Zuckerman Research Center,Not Available,Not Available,Not Available,406.9,Not Available,Not Available,685314.0,Not Available,Not Available,153870512.9,84.7,Not Available,Not Available,Not Available,160.8,Lenox Hill-Roosevelt Island,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,409.4,Not Available,Not Available,0,Not Available,Not Available,Not Available,42925,Ok,Not Available,Not Available,Not Available,728239,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,1045575,Not Available
K001-0300029,Not Available,Not Available,Not Available,48.2,Not Available,Not Available,120000.0,Not Available,2110.1,2184225.9,79.5,Not Available,Not Available,2110.1,-35.1,Sunset Park West,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,47.2,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,120000,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,17.58,Not Available,Ok,Not Available,Not Available,3011821,Not Available
M153-0100135,Not Available,Not Available,Not Available,48.7,Not Available,Not Available,162125.0,Not Available,Not Available,2650441.6,79.5,Not Available,Not Available,Not Available,-31.7,Hamilton Heights,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,49.2,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,162125,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,1081834,Not Available
Q239-0401471,Not Available,Not Available,Not Available,56.2,Not Available,Not Available,117126.0,Not Available,11187.4,3641286.4,79.5,Not Available,Not Available,11187.4,1.3,Ridgewood,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,56.9,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,117126,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,95.52,Not Available,Ok,Not Available,Not Available,4435561,Not Available
Q185-0400196,Not Available,Not Available,Not Available,44.5,Not Available,Not Available,152525.0,Not Available,10330.7,2012390.8,79.5,Not Available,Not Available,10330.7,-47.6,Murray Hill,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,44.3,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,152525,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,67.73,Not Available,Ok,Not Available,Not Available,4108664,Not Available
K907-0301596,Not Available,Not Available,Not Available,51.3,Not Available,Not Available,95530.0,Not Available,2641.2,2906341.5,79.5,Not Available,Not Available,2641.2,-4.9,Brownsville,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,51.5,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,95530,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,27.65,Not Available,Ok,Not Available,Not Available,3080779,Not Available
CW/METLIFE 27-01 QPN,Not Available,Not Available,Not Available,52.1,Not Available,Not Available,767029.0,Not Available,9052.9,32693146.4,215.7,Not Available,Not Available,9052.9,-41.9,Queensbridge-Ravenswood-Long Island City,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,52.5,Not Available,Not Available,0,Not Available,Not Available,12/20/2019,8270,Ok,Not Available,Not Available,Not Available,782359,Not Available,100,50,Not Available,Not Available,Not Available,Not Available,No,0,11.57,"2019, 2018, 2017, 2016, 2015, 2014, 2013, 2012, 2011, 2010, 2009, 2008, 2007",Ok,Not Available,Not Available,4005016;4005018,Not Available
K229-0300234,Not Available,Not Available,Not Available,76.1,Not Available,Not Available,121200.0,Not Available,7364.6,4795907.2,79.5,Not Available,Not Available,7364.6,13.2,Bath Beach,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,75.1,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,121200,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,60.76,Not Available,Ok,Not Available,Not Available,3167212,Not Available
551 Madison,Not Available,Not Available,Not Available,64.6,Not Available,Not Available,127158.0,Not Available,2018.5,6598977.7,84.7,Not Available,Not Available,2018.5,-15.1,Midtown-Midtown South,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,65.4,Not Available,Not Available,0,Not Available,Not Available,12/09/2008,Not Available,Ok,Not Available,Not Available,Not Available,127158,Not Available,100,50,Not Available,Not Available,Not Available,Not Available,No,0,15.87,2008,Ok,Not Available,Not Available,1035770,Not Available
"M054-I.S. 54, Manhattan (0100067)",Not Available,Not Available,Not Available,51.4,Not Available,Not Available,136800.0,Not Available,0,1894478.8,79.5,Not Available,Not Available,0,-39.7,Morningside Heights,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,51.1,Not Available,Not Available,0,Not Available,Not Available,07/30/2018,Not Available,Ok,Not Available,Not Available,Not Available,136800,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,0,"2018, 2016, 2014",Ok,Not Available,Not Available,1055990,Not Available
M131-0101005,Not Available,Not Available,Not Available,57.8,Not Available,Not Available,207109.0,Not Available,4829.2,4902361.5,79.5,Not Available,Not Available,4829.2,-28.9,Chinatown,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,57.5,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,207109,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,23.32,Not Available,Ok,Not Available,Not Available,1082489,Not Available
X158-0200201,Not Available,Not Available,Not Available,66.8,Not Available,Not Available,224575.0,Not Available,Not Available,4539324.8,84.7,Not Available,Not Available,Not Available,-24,Longwood,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,Not Available,67.5,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,224575,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,2004868,Not Available
K214-0300218,Not Available,Not Available,Not Available,59.3,Not Available,Not Available,104400.0,Not Available,6518.8,1256980.8,79.5,Not Available,Not Available,6518.8,-31.1,Cypress Hills-City Line,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,59.6,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,104400,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,62.44,Not Available,Ok,Not Available,Not Available,3095254,Not Available
M501-0100190,Not Available,Not Available,Not Available,103.6,Not Available,Not Available,195675.0,Not Available,Not Available,5355475,79.5,Not Available,Not Available,Not Available,16.7,Central Harlem North-Polo Grounds,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,103.8,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,195675,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,1054156,Not Available
K034-0300057,Not Available,Not Available,Not Available,61.3,Not Available,Not Available,38400.0,Not Available,346.4,762377.3,79.5,Not Available,Not Available,346.4,-16.5,Greenpoint,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,60.9,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,38400,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,9.02,Not Available,Ok,Not Available,Not Available,3065733,Not Available
K149-0300151,Not Available,Not Available,Not Available,71.1,Not Available,Not Available,111600.0,Not Available,5824.4,1390731.2,79.5,Not Available,Not Available,5824.4,-6,East New York (Pennsylvania Ave),Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,71.3,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,111600,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,52.19,Not Available,Ok,Not Available,Not Available,3084348,Not Available
M025-0100029,Not Available,Not Available,Not Available,47.8,Not Available,Not Available,190975.0,Not Available,7882,3990675.1,79.5,Not Available,Not Available,7882,-38.8,Chinatown,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,47.8,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,190975,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,41.27,Not Available,Ok,Not Available,Not Available,1004323,Not Available
K450-0301161,Not Available,Not Available,Not Available,48,Not Available,Not Available,504000.0,Not Available,0,6946831.9,79.5,Not Available,Not Available,0,-43.5,Bushwick South,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,48.2,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,504000,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,0,Not Available,Ok,Not Available,Not Available,3325733,Not Available
K376-0301609,Not Available,Not Available,Not Available,63.9,Not Available,Not Available,90100.0,Not Available,Not Available,3249930.2,79.5,Not Available,Not Available,Not Available,5.8,Bushwick North,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,64.5,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,90100,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,3075074,Not Available
M045-0100061,Not Available,Not Available,Not Available,58.3,Not Available,Not Available,210000.0,Not Available,Not Available,3492523.1,79.5,Not Available,Not Available,Not Available,-45.9,East Harlem North,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,59.1,Not Available,Not Available,0,Not Available,Not Available,Not Available,0,Ok,Not Available,Not Available,Not Available,210000,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,1054786,Not Available
R003-0500343,Not Available,Not Available,Not Available,59.4,Not Available,Not Available,83850.0,Not Available,486.8,1496639.7,79.5,Not Available,Not Available,486.8,-30.2,Annadale-Huguenot-Prince's Bay-Eltingville,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,STATEN IS,Not Available,Not Available,57.8,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,83850,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,5.81,Not Available,Ok,Not Available,Not Available,5083311,Not Available
R032-0500055,Not Available,Not Available,Not Available,45.7,Not Available,Not Available,110400.0,Not Available,2672.2,1556144.9,79.5,Not Available,Not Available,2672.2,-37.7,Great Kills,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,STATEN IS,Not Available,Not Available,44.6,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,110400,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,24.2,Not Available,Ok,Not Available,Not Available,5070651,Not Available
X085-0200124,Not Available,Not Available,Not Available,66.7,Not Available,Not Available,131644.0,Not Available,Not Available,2235542.5,79.5,Not Available,Not Available,Not Available,-11.8,Fordham South,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,Not Available,66.9,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,131644,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,2011054,Not Available
K383-0300356,Not Available,Not Available,Not Available,52.5,Not Available,Not Available,211200.0,Not Available,13193.8,3788684.9,79.5,Not Available,Not Available,13193.8,-29.9,Bushwick North,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,52.6,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,211200,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,62.47,Not Available,Ok,Not Available,Not Available,3075413,Not Available
X445-0200227,Not Available,Not Available,Not Available,44.2,Not Available,Not Available,345850.0,Not Available,9640.7,5104352.4,84.7,Not Available,Not Available,9640.7,-48.8,Van Cortlandt Village,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,Not Available,44.1,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,345850,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,27.88,Not Available,Ok,Not Available,Not Available,2094706,Not Available
R024-0500089,Not Available,Not Available,Not Available,44.7,Not Available,Not Available,206951.0,Not Available,7213.8,2286040,79.5,Not Available,Not Available,7213.8,-46.2,Great Kills,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,STATEN IS,Not Available,Not Available,43.5,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,206951,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,34.86,Not Available,Ok,Not Available,Not Available,5065854,Not Available
K039-0300061,Not Available,Not Available,Not Available,69.8,Not Available,Not Available,31200.0,Not Available,Not Available,564754.3,79.5,Not Available,Not Available,Not Available,-23,Park Slope-Gowanus,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,70,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,31200,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,3021932,Not Available
Q096-0400088,Not Available,Not Available,Not Available,60,Not Available,Not Available,37360.0,Not Available,2539.4,790628.6,79.5,Not Available,Not Available,2539.4,-15.2,South Ozone Park,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,60.3,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,37360,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,67.97,Not Available,Ok,Not Available,Not Available,4253028,Not Available
M104-0100098,Not Available,Not Available,Not Available,37.7,Not Available,Not Available,146575.0,Not Available,4222.5,2120899.2,84.7,Not Available,Not Available,4222.5,-44.7,Gramercy,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,37.8,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,146575,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,28.81,Not Available,Ok,Not Available,Not Available,1081671,Not Available
M006-0100030,Not Available,Not Available,Not Available,52.1,Not Available,Not Available,91300.0,Not Available,677.1,1402195.5,79.5,Not Available,Not Available,677.1,-31.9,Upper East Side-Carnegie Hill,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,52.9,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,91300,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,7.42,Not Available,Ok,Not Available,Not Available,1046668,Not Available
Q067-0400059,Not Available,Not Available,Not Available,39.5,Not Available,Not Available,178860.0,Not Available,Not Available,1925732.8,84.7,Not Available,Not Available,Not Available,-43.9,Douglas Manor-Douglaston-Little Neck,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,39.7,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,178860,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,4170797,Not Available
M015-0100037,Not Available,Not Available,Not Available,73.8,Not Available,Not Available,72080.0,Not Available,3852.6,1020324.5,222.9,Not Available,Not Available,3852.6,-34.4,Lower East Side,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,73.8,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,72080,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,53.45,Not Available,Ok,Not Available,Not Available,1004415,Not Available
Q690-0401483,Not Available,Not Available,Not Available,80,Not Available,Not Available,197423.0,Not Available,8815.9,10814675.1,79.5,Not Available,Not Available,8815.9,61.4,Baisley Park,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,80.4,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,197423,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,44.65,Not Available,Ok,Not Available,Not Available,4464077,Not Available
330 Madison Avenue,Not Available,Not Available,Not Available,77,Not Available,Not Available,798718.4,Not Available,11013.1,48004166.7,84.7,Not Available,Not Available,Not Available,-31.4,Midtown-Midtown South,No,Not Available,No,Not Available,Not Available,Not Available,Not Available,MANHATTAN,N+1,Not Available,77.2,Not Available,Not Available,0,Not Available,Not Available,07/26/2018,5863,Ok,Not Available,Not Available,Not Available,810475,Not Available,100,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,"2018, 2017, 2016, 2015, 2013, 2008",Ok,Not Available,Not Available,1035348,Not Available
Q415-0400242,Not Available,Not Available,Not Available,67.9,Not Available,Not Available,348000.0,Not Available,22506.4,5382771.1,79.5,Not Available,Not Available,22506.4,-32.9,Oakland Gardens,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,67.8,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,348000,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,64.67,Not Available,Ok,Not Available,Not Available,4161735,Not Available
R002-0500060,Not Available,Not Available,Not Available,36.7,Not Available,Not Available,182575.0,Not Available,6094.4,1894342.4,79.5,Not Available,Not Available,6094.4,-56.9,New Dorp-Midland Beach,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,STATEN IS,Not Available,Not Available,35.7,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,182575,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,33.38,Not Available,Ok,Not Available,Not Available,5053571,Not Available
