property_id,property_name,non_refrigerated_warehouse_3,k_12_school_computer_density,parking_gross_floor_area,retail_store_open_or_closed,supermarket_grocery_number_2,onsite_renewable_system,retail_store_walk_in,parking_open_parking_lot,generation_date,council_district,retail_store_cash_register,bin,address_2,senior_care_community_number_4,data_center_it_energy,electricity_onsite_renewable,senior_care_community_number_5,latitude,green_power_offsite_kwh,retail_store_percent_that,hospital_general_medical_6,k_12_school_percent_that,national_median_source_eui,water_alerts,percent_better_than_national_1,residence_hall_dormitory_2,date_property_last_modified,diesel_2_use_kbtu,k_12_school_high_school,medical_office_weekly,non_refrigerated_warehouse_2,metered_areas_energy,residence_hall_dormitory_1,energy_star_score,district_chilled_water_use,indoor_water_intensity_all,estimated_data_flag_fuel_2,energy_star_certification_3,hotel_gross_floor_area_ft,onsite_renewable_system_1,senior_care_community_number_6,hotel_percent_that_can_be,weather_normalized_site_eui,hospital_general_medical_2,hospital_general_medical_1
2503329,Walter & Samuels 419 Park Ave South,Not Available,Not Available,Not Available,Not Available,3,Not Available,Not Available,Not Available,2013-04-27T09:51:21.000,2.0,Not Available,1018236.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.743799,Not Available,Not Available,Not Available,Not Available,308.3,Less than 1 year of data<br>,-29.9,Not Available,25-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,80,0,25.95,No,2012,Not Available,Not Available,Not Available,Not Available,94.9,Not Available,Not Available
2550559,30 Vesey Street,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,2013-05-07T16:15:58.000,1.0,0.3,1001237.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.711977,Not Available,100,Not Available,Not Available,164,Less than 1 year of data<br>,Not Available,Not Available,30-APR-12,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2563021,"1480 Popham Realty, L.L.C.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-21T13:51:51.000,13.0,Not Available,2048553.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.852799,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,09-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,134.3,Not Available,Not Available
2552853,Sisters of Charity (SEM),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-04T17:18:44.000,50.0,Not Available,5132507.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.598453,Not Available,Not Available,Not Available,Not Available,Not Available,Less than 1 year of data<br>,Not Available,Not Available,03-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,70.6,Not Available,Not Available
2600390,Hampton House Company LP,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-23T11:00:04.000,40.0,Not Available,3118790.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.640593,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,18-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,79.4,Not Available,Not Available
2594233,Pepsi Cola Avenue D,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-03-19T14:17:35.000,42.0,Not Available,3000000.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.649985,Not Available,Not Available,Not Available,Not Available,107.5,Not Available,427.4,Not Available,28-FEB-13,Not Available,Not Available,Not Available,0,No Selection Made,Not Available,1,0,58.94,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,299.9,Not Available,Not Available
2493544,120 Fifth,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,2013-04-29T13:48:48.000,3.0,0.21,1015419.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.738077,Not Available,100,Not Available,Not Available,247.4,Not Available,-8.7,Not Available,25-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,58,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,77.4,Not Available,Not Available
2038377,1544,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,2013-04-29T10:43:51.000,29.0,0.18,4050415.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.73017,Not Available,100,Not Available,Not Available,198.6,Not Available,-16.3,Not Available,10-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,63,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,51.6,Not Available,Not Available
1548267,STATEN ISLAND (2006),Not Available,Not Available,305427,0.31,Not Available,Not Available,0.05,0,2013-04-19T13:10:21.000,51.0,0.23,5149742.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.527705,Not Available,100,Not Available,Not Available,318.9,Less than 1 year of data<br>,-28.6,Not Available,14-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,75,0,11.87,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,82.4,Not Available,Not Available
2605879,Brush Ave,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-03-19T14:17:35.000,13.0,Not Available,2125844.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.819779,Not Available,Not Available,Not Available,Not Available,122.3,Not Available,50.3,Not Available,27-FEB-13,Not Available,Not Available,Not Available,10,No Selection Made,Not Available,21,0,3.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,87.3,Not Available,Not Available
2388507,201 West 72nd Street - The Alexandria House Condominium,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-24T12:31:46.000,6.0,Not Available,1077846.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.778954,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,57.65,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,102.9,Not Available,Not Available
1261461,300 Madison Avenue,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,2013-05-29T14:50:52.000,4.0,0.86,1085972.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,40.752236,Not Available,100,Not Available,Not Available,452.1,Not Available,-23.9,Not Available,28-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,80,0,14.9,Not Available,"2010, 2012, 2013",Not Available,Not Available,Not Available,Not Available,120.9,Not Available,Not Available
1513221,1177 Avenue of the Americas,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-31T10:02:20.000,4.0,Not Available,1076173.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,40.757256,Not Available,Not Available,Not Available,Not Available,281.2,Not Available,-5.8,Not Available,30-MAY-13,346726.25,Not Available,Not Available,Not Available,No Selection Made,Not Available,55,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,92.9,Not Available,Not Available
1423319,641 Lexington Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-07T10:00:27.000,4.0,Not Available,1036482.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.75903,Not Available,Not Available,Not Available,Not Available,275.4,Not Available,-2,Not Available,18-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,51,0,11.72,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,138.7,Not Available,Not Available
2430719,Trinity- 137 Varick,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-01T10:01:44.000,3.0,Not Available,1009745.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.725789,Not Available,Not Available,Not Available,Not Available,253.9,Not Available,-42.3,Not Available,28-MAR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,88,0,65.35,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,51.1,Not Available,Not Available
2563063,"1522 University Realty, L.L.C.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-17T12:09:15.000,13.0,Not Available,2048553.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.852799,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,09-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,103.9,Not Available,Not Available
2564808,891 Park Avenue Corp,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-28T08:40:20.000,4.0,Not Available,1043231.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.775292,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,23.39,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,68.2,Not Available,Not Available
2610494,"Atria 2000 Associates, LLC",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-31T15:08:32.000,24.0,Not Available,4467448.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.730344,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,23-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,0,0,0.22,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,85.2,Not Available,Not Available
2606050,1647-55 Macombs,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-14T09:12:08.000,14.0,Not Available,2008858.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.84754,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,0,0,75.18,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,77.9,Not Available,Not Available
1719778,Court Square Place,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-31T00:35:15.000,26.0,Not Available,4005157.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,40.748206,Not Available,Not Available,Not Available,Not Available,332.4,Not Available,-27.9,Not Available,19-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,79,0,14.29,Not Available,"2010, 2012",Not Available,Not Available,Not Available,Not Available,87.6,Not Available,Not Available
2612523,Walter & Samuels - 18 E 41st,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-27T09:51:21.000,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,245.8,Not Available,-29.8,Not Available,25-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,78,0,44.88,No,Not Available,Not Available,Not Available,Not Available,Not Available,74.9,Not Available,Not Available
1423551,560 Lexington Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-07T10:00:27.000,4.0,Not Available,1036451.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.756651,Not Available,Not Available,Not Available,Not Available,286.9,Not Available,-29.3,Not Available,18-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,78,0,13.86,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,66.4,Not Available,Not Available
2506102,1600 Sedgwick Riverview,Not Available,Not Available,67782,Not Available,Not Available,Not Available,Not Available,50836,2013-05-29T08:02:40.000,16.0,Not Available,2092067.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.847902,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,08-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,134.59,No,Not Available,Not Available,Not Available,Not Available,Not Available,121.8,Not Available,Not Available
2383984,25 East 83rd Street,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-24T12:31:46.000,4.0,Not Available,1046802.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.779135,Not Available,Not Available,Not Available,Not Available,Not Available,There is no water use for the time period specified.,Not Available,Not Available,15-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,51.1,Not Available,Not Available
2394929,Poly Prep Science Center,Not Available,4.49,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-24T22:58:08.000,43.0,Not Available,3336349.0,Poly Prep Country Da,Not Available,Not Available,Not Available,Not Available,40.612318,Not Available,Not Available,Not Available,100,145,Not Available,Not Available,Not Available,25-APR-13,Not Available,1,Not Available,Not Available,No Selection Made,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1479144,900 Third Ave,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,2013-05-13T12:18:13.000,4.0,0.43,1081162.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.75859,Not Available,100,Not Available,Not Available,276.3,Not Available,-36,Not Available,09-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,83,0,9.8,Not Available,"2009, 2010, 2012",Not Available,Not Available,Not Available,Not Available,59.5,Not Available,Not Available
2565227,FASHION ASSOCIATES,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,2013-04-24T13:22:08.000,3.0,0.64,1015249.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.752465,Not Available,100,Not Available,Not Available,231.9,Not Available,-45.4,Not Available,18-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,90,0,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,63.7,Not Available,Not Available
1747000,Main Hospital,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-07T17:29:22.000,20.0,Not Available,4439898.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.746817,Not Available,Not Available,2,Not Available,607.3,Not Available,-2.1,Not Available,12-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,53,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,306.5,0,1
2614192,8635 21 AVE PLPM,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-29T12:05:35.000,47.0,Not Available,3166996.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.602524,Not Available,Not Available,Not Available,Not Available,Not Available,There is no water use for the time period specified.,Not Available,Not Available,28-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,74.9,Not Available,Not Available
2546572,"Fifth Avenue Dev. Co., LLC",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-18T11:22:43.000,4.0,Not Available,1051459.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.788619,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,19-MAR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,294.63,No,Not Available,Not Available,Not Available,Not Available,Not Available,77.4,Not Available,Not Available
2563226,Eger Harbor House,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-02-08T09:39:23.000,50.0,Not Available,5150274.0,Not Available,3,Not Available,Not Available,85,40.579999,Not Available,Not Available,Not Available,Not Available,219.5,Not Available,-25.8,Not Available,15-JAN-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,85,0,36.18,Not Available,Not Available,Not Available,Not Available,25,Not Available,88.8,Not Available,Not Available
1421828,One Wall,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-03-27T10:38:47.000,,Not Available,1000000.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,154,Less than 1 year of data<br>,Not Available,Not Available,26-MAR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,0,0,Not Available,Not Available,"2009, 2012",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2054784,UNICEF HOUSE,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-19T14:49:53.000,4.0,Not Available,1038670.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,40.75062,Not Available,Not Available,Not Available,Not Available,164,Not Available,Not Available,Not Available,18-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2506976,Grand Slam Corp,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-19T09:06:52.000,17.0,Not Available,2010622.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.842378,Not Available,Not Available,Not Available,Not Available,Not Available,Less than 1 year of data<br>,Not Available,Not Available,05-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,91.4,Not Available,Not Available
1329076,599 Lexington,Not Available,Not Available,Not Available,2.24,Not Available,Not Available,0.48,Not Available,2013-04-29T08:43:41.000,,1.44,,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,,Not Available,100,Not Available,Not Available,309.5,Not Available,-16.8,Not Available,26-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,66,0,21.74,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,76,Not Available,Not Available
11809,Conde Nast Building,Not Available,Not Available,Not Available,0.08,Not Available,Not Available,0.03,Not Available,2013-05-29T16:04:21.000,4.0,0.24,1085682.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,40.756181,Not Available,100,Not Available,Not Available,362.4,Not Available,-22.2,Not Available,29-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,73,0,Not Available,Not Available,"2001, 2002, 2003, 2005, 2006, 2008, 2010",Not Available,Not Available,Not Available,Not Available,123.5,Not Available,Not Available
2550379,930 St. Nicholas Owners Corp.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-25T11:45:27.000,7.0,Not Available,1062488.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.832015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11-MAR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,0,0,64.18,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,91.4,Not Available,Not Available
1974028,399 Park Avenue,Not Available,Not Available,Not Available,0.29,Not Available,Not Available,2.45,Not Available,2013-04-29T08:43:41.000,4.0,1.37,1071457.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,40.759541,Not Available,100,Not Available,Not Available,324.5,Not Available,-17.9,Not Available,26-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,67,0,16.25,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,97.7,Not Available,Not Available
2564688,838 Fifth Avenue Condominium,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-28T08:40:20.000,4.0,Not Available,1041101.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.767925,Not Available,Not Available,Not Available,Not Available,Not Available,There is no water use for the time period specified.,Not Available,Not Available,16-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,117.7,Not Available,Not Available
1575697,866 UN Plaza,Not Available,Not Available,42674,Not Available,Not Available,Not Available,Not Available,0,2013-05-28T09:53:26.000,4.0,Not Available,1040072.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.752925,Not Available,Not Available,Not Available,Not Available,302.6,Not Available,-28.1,Not Available,19-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,77,0,74.48,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100.2,Not Available,Not Available
1463909,640 Fifth Avenue,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,2013-05-28T09:53:26.000,4.0,0.77,1034516.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,40.759432,Not Available,100,Not Available,Not Available,351,Not Available,-24.2,Not Available,18-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,73,0,21.55,Not Available,"2008, 2011",Not Available,Not Available,Not Available,Not Available,87.3,Not Available,Not Available
2610478,Boulevard Alp,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-31T15:08:32.000,24.0,Not Available,4531560.0,Not Available,10,Not Available,Not Available,204,40.728111,Not Available,Not Available,Not Available,Not Available,178.1,Not Available,25.5,Not Available,23-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,19,0,2.06,Not Available,Not Available,Not Available,Not Available,67,Not Available,148.7,Not Available,Not Available
2598352,327 Central Park West Condominium,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-10T09:43:41.000,6.0,Not Available,1031638.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.789792,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,20-APR-13,Not Available,Not Available,65,Not Available,No Selection Made,Not Available,0,0,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,73.5,Not Available,Not Available
2388677,520 East 72nd Street,Not Available,Not Available,8850,Not Available,Not Available,Not Available,Not Available,0,2013-05-24T12:31:46.000,5.0,Not Available,1078437.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.766611,Not Available,Not Available,1,Not Available,Not Available,There is no water use for the time period specified.,Not Available,Not Available,15-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,133.4,0,0
2367857,Mary Woodard Lasker Medical Research Center,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-22T10:40:50.000,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,164,Not Available,503,Not Available,17-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,485.2,Not Available,Not Available
2598343,Gotham Towne House Owners Corporation,Not Available,Not Available,11797,0,Not Available,Not Available,0,0,2013-05-10T09:43:41.000,4.0,0.3,1036911.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.760726,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,19-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,82.1,Not Available,Not Available
2605938,251 West 39th Street Realty Co. LLC,0,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,2013-05-31T12:13:57.000,3.0,0.33,1014498.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.754746,Not Available,30,Not Available,Not Available,127,Not Available,-31.4,Not Available,30-MAY-13,Not Available,Not Available,Not Available,53.53,Whole Facility Energy Consumption,Not Available,0,0,16.47,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27.7,Not Available,Not Available
2612583,394 ARGYLE RD HCM,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-29T12:05:35.000,40.0,Not Available,3118644.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.639656,Not Available,Not Available,Not Available,Not Available,Not Available,There is no water use for the time period specified.,Not Available,Not Available,28-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,69,Not Available,Not Available
2604541,Riverbridge Court Condominium,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-10T09:43:41.000,7.0,Not Available,1087550.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.828615,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,31.2,Not Available,Not Available
2604459,110 Post,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-31T11:17:44.000,10.0,Not Available,1064782.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.864395,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,30-MAY-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,0,0,69.06,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,94.7,Not Available,Not Available
2344723,9420,Not Available,Not Available,Not Available,0.02,Not Available,Not Available,0,Not Available,2013-04-29T10:52:17.000,18.0,0.15,2094839.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.825955,Not Available,100,Not Available,Not Available,213.4,Not Available,10.4,Not Available,10-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,41,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,70.2,Not Available,Not Available
2430753,Trinity- 225 Varick,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-11T12:13:34.000,3.0,Not Available,1009758.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,40.729165,Not Available,Not Available,Not Available,Not Available,258.9,Not Available,-39.5,Not Available,09-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,87,0,13.46,Not Available,"2010, 2012",Not Available,Not Available,Not Available,Not Available,60.3,Not Available,Not Available
2608476,3085-3097 Brighton 13th St.,Not Available,Not Available,Not Available,1.09,Not Available,Not Available,0.43,Not Available,2013-05-07T09:50:32.000,48.0,2.61,3245643.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.578455,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,24-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,116.4,Not Available,Not Available
1261456,245 Park Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-29T14:50:52.000,4.0,Not Available,1036205.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,40.754826,Not Available,Not Available,Not Available,Not Available,367.2,Not Available,-39.7,Not Available,11-MAR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,95,0,13.07,Not Available,"2010, 2011, 2012",Not Available,Not Available,Not Available,Not Available,90.6,Not Available,Not Available
