property_id,property_name,non_refrigerated_warehouse_3,k_12_school_computer_density,parking_gross_floor_area,retail_store_open_or_closed,supermarket_grocery_number_2,onsite_renewable_system,retail_store_walk_in,parking_open_parking_lot,generation_date,council_district,retail_store_cash_register,bin,address_2,senior_care_community_number_4,data_center_it_energy,electricity_onsite_renewable,senior_care_community_number_5,latitude,green_power_offsite_kwh,retail_store_percent_that,hospital_general_medical_6,k_12_school_percent_that,national_median_source_eui,water_alerts,percent_better_than_national_1,residence_hall_dormitory_2,date_property_last_modified,diesel_2_use_kbtu,k_12_school_high_school,medical_office_weekly,non_refrigerated_warehouse_2,metered_areas_energy,residence_hall_dormitory_1,energy_star_score,district_chilled_water_use,indoor_water_intensity_all,estimated_data_flag_fuel_2,energy_star_certification_3,hotel_gross_floor_area_ft,onsite_renewable_system_1,senior_care_community_number_6,hotel_percent_that_can_be,weather_normalized_site_eui,hospital_general_medical_2,hospital_general_medical_1
2597824,093 - HIE Manhattan,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-10T16:22:37.000,3.0,Not Available,1080553.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.748301,Not Available,Not Available,Not Available,Not Available,289,Not Available,-26.7,Not Available,22-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,79,0,110.18,Not Available,Not Available,62829,Not Available,Not Available,100,108.6,Not Available,Not Available
2564772,212 East 57th Street,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,2013-04-28T08:40:20.000,4.0,0.38,1038595.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.75999,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,35.05,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,75.4,Not Available,Not Available
2598358,Flushing,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,2013-05-28T09:53:26.000,20.0,0.3,4113546.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.759785,Not Available,100,Not Available,Not Available,239.1,Not Available,30.5,Not Available,22-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,28,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,165.5,Not Available,Not Available
2387307,196 East 75th Street,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,2013-05-24T12:31:46.000,4.0,0.25,1043090.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.771811,Not Available,100,Not Available,Not Available,Not Available,There is no water use for the time period specified.,Not Available,Not Available,15-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,126.8,Not Available,Not Available
2296730,112 West 34th,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,2013-05-31T00:35:15.000,3.0,0.75,1015201.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,40.750063,Not Available,100,Not Available,Not Available,276.4,Not Available,-39.3,Not Available,25-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,86,0,Not Available,Not Available,2010,Not Available,Not Available,Not Available,Not Available,60.7,Not Available,Not Available
2555712,129 STREET REALTY GROUP,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-02-28T13:26:35.000,9.0,Not Available,1059611.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.814014,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11-FEB-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2.4,Not Available,Not Available
2384015,8 Union Square South,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-24T12:31:46.000,2.0,Not Available,1087833.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.734871,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,0.26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,45.9,Not Available,Not Available
2408444,387 Park South L.L.C.,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,2013-04-26T16:54:29.000,2.0,0.1,1018162.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.742795,Not Available,81.53,Not Available,Not Available,285.1,Not Available,-28.3,Not Available,15-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,76,0,17.65,No,Not Available,Not Available,Not Available,Not Available,Not Available,70.3,Not Available,Not Available
2388489,129 East 82nd Street,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,2013-05-24T12:31:46.000,4.0,0.27,1073038.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.777114,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,34.97,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,70.2,Not Available,Not Available
2607212,1700 Broadway,Not Available,Not Available,32000,Not Available,Not Available,Not Available,Not Available,0,2013-04-26T14:34:29.000,4.0,Not Available,1024836.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.763342,Not Available,Not Available,Not Available,Not Available,299.7,Not Available,-5.7,Not Available,11-MAR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,55,0,59.29,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,129.8,Not Available,Not Available
2384020,175 West 13th Street - Cambridge,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,2013-05-24T12:31:46.000,3.0,0.52,1010632.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.737487,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,41.66,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,80.2,Not Available,Not Available
2605457,madison square garden,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-03-15T11:44:28.000,3.0,Not Available,1082908.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.750662,Not Available,Not Available,Not Available,Not Available,94,Not Available,284,Not Available,12-MAR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,0,0,54.06,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,166.1,Not Available,Not Available
1241665,0560 Smithtown,Not Available,Not Available,Not Available,Not Available,13,Not Available,Not Available,Not Available,2013-05-15T10:33:11.000,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,651.4,Not Available,-20.2,Not Available,11-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,80,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,183.2,Not Available,Not Available
2565314,452 Fifth Avenue,Not Available,Not Available,Not Available,0.43,Not Available,Not Available,0.21,Not Available,2013-05-10T08:46:19.000,4.0,0.86,1016047.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,40.752335,Not Available,90,Not Available,Not Available,502,Not Available,-18.2,Not Available,08-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,70,0,30.05,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,139.2,Not Available,Not Available
2596991,Rose Realty Associates LP,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-24T10:19:44.000,39.0,Not Available,3126163.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.639224,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,22-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2561172,2955 W29th (Oceangate 28),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-29T08:02:40.000,47.0,Not Available,3322028.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.573627,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,26-MAR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,97,Not Available,Not Available
2603249,240 Riverside Blvd,Not Available,Not Available,58919,Not Available,Not Available,Not Available,Not Available,0,2013-05-28T17:59:58.000,6.0,Not Available,1087072.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.780478,Not Available,Not Available,Not Available,Not Available,Not Available,There is no water use for the time period specified.,Not Available,Not Available,27-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.5,Not Available,Not Available
2381188,50 West 57th Street,Not Available,Not Available,Not Available,1.37,Not Available,Not Available,0.23,Not Available,2013-05-28T09:53:26.000,4.0,0.53,1035058.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.763639,Not Available,100,Not Available,Not Available,331.2,Not Available,-30.6,Not Available,22-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,77,0,149.09,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,88.3,Not Available,Not Available
1241637,0508 Glendale,Not Available,Not Available,Not Available,Not Available,5,Not Available,Not Available,Not Available,2013-05-15T10:33:11.000,30.0,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,40.701068,Not Available,Not Available,Not Available,Not Available,594.3,Not Available,25.7,Not Available,26-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,18,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,284.3,Not Available,Not Available
2612587,3280 NOSTRAND AVE ENTM,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-29T12:05:35.000,46.0,Not Available,3197604.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.60411,Not Available,Not Available,Not Available,Not Available,Not Available,There is no water use for the time period specified.,Not Available,Not Available,28-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,97,Not Available,Not Available
2563004,1266-68 Grand Concourse Realty. L.L.C.,Not Available,Not Available,Not Available,Not Available,1,Not Available,Not Available,Not Available,2013-04-17T12:09:15.000,13.0,Not Available,2048553.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.852799,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,08-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,82,Not Available,Not Available
1069082,51 Madison,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-26T16:32:52.000,2.0,Not Available,1016880.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,40.743023,Not Available,Not Available,Not Available,Not Available,332.4,Not Available,-30.4,Not Available,23-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,79,0,21.15,Not Available,"2007, 2008, 2009, 2010, 2011, 2012",Not Available,Not Available,Not Available,Not Available,106.2,Not Available,Not Available
1443214,River Place One,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-31T10:02:20.000,3.0,Not Available,1085803.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.761487,Not Available,Not Available,Not Available,Not Available,127,Not Available,16.4,Not Available,30-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,86.3,Not Available,Not Available
2597675,CBS-518,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-20T16:30:09.000,6.0,Not Available,1027069.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.769664,Not Available,Not Available,Not Available,Not Available,164,Not Available,1009.3,Not Available,14-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,654.3,Not Available,Not Available
1045358,320 Park Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-26T16:43:37.000,4.0,Not Available,1035464.0,Not Available,Not Available,Uninterruptible Power Supply (UPS) supports only IT equipment. (Preferred),Not Available,Not Available,40.75745,Not Available,Not Available,Not Available,Not Available,369.2,Not Available,-28.7,Not Available,23-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,79,0,21.79,Not Available,"2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012",Not Available,Not Available,Not Available,Not Available,90.1,Not Available,Not Available
2558998,"Rockaway One Company1, LLC",Not Available,Not Available,21162,Not Available,Not Available,Not Available,Not Available,0,2013-04-18T11:22:43.000,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,There is no water use for the time period specified.,Not Available,Not Available,14-MAR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,47.7,Not Available,Not Available
1241658,0542 Glen Cove,Not Available,Not Available,Not Available,Not Available,10,Not Available,Not Available,Not Available,2013-05-15T10:33:11.000,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,643.9,Not Available,-8.8,Not Available,26-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,63,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,249.9,Not Available,Not Available
2595443,1008-7501,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-30T15:21:17.000,22.0,Not Available,4449269.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.768051,Not Available,Not Available,Not Available,Not Available,Not Available,There is no water use for the time period specified.,Not Available,Not Available,20-APR-13,Not Available,Not Available,Not Available,Not Available,Default energy data,Not Available,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,91.8,Not Available,Not Available
2595892,202-214 West 85th Owners Corp.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-29T09:35:38.000,6.0,Not Available,1033114.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.787115,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,48.14,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,102.8,Not Available,Not Available
2528953,One Northside Piers,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-28T08:40:20.000,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,35.02,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,37.6,Not Available,Not Available
2559046,"Rockaway One Company11, LLC",Not Available,Not Available,26700,Not Available,Not Available,Not Available,Not Available,0,2013-04-21T13:51:51.000,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14-MAR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,55.9,Not Available,Not Available
2384123,32 West 82nd Street,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-24T12:31:46.000,6.0,Not Available,1031144.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.78314,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,2.43,No,Not Available,Not Available,Not Available,Not Available,Not Available,62.4,Not Available,Not Available
2612493,Walter & Samuels - 39 W 37th,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-29T11:17:31.000,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,285.3,Not Available,-41.1,Not Available,28-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,87,0,Not Available,Not Available,2011,Not Available,Not Available,Not Available,Not Available,60.7,Not Available,Not Available
