property_id,address_1,parking_partially_enclosed,hotel_cooking_facilities,parking_completely_enclosed,worship_facility_weekly,multifamily_housing_percent_1,direct_ghg_emissions_mtco2e,indoor_water_use_all_water,senior_care_community_number,data_center_pue,indirect_ghg_emissions_mtco2e,non_refrigerated_warehouse_1,year_ending,fuel_oil_5_6_use_kbtu,estimated_data_flag_district,other_use_kbtu,bank_branch_computer_density,retail_store_weekly_operating,data_center_it_source_energy,bank_branch_gross_floor_area,postcode,source_eui_kbtu_ft,senior_care_community_average,electricity_use_grid_purchase,target_energy_star_score,senior_care_community_percent,energy_star_certification_1,office_weekly_operating_hours,estimated_data_flag_district_1,medical_office_gross_floor,refrigerated_warehouse_worker,water_current_date,primary_property_type_self,estimated_data_flag_1,community_board,site_eui_kbtu_ft,estimated_data_flag_fuel,egrid_output_emissions_rate,service_and_product_provider,hotel_type_of_laundry_facility,office_worker_density_number,data_center_ups_output_site,multifamily_housing_resident,retail_store_computer_density,k_12_school_gross_floor_area
1463326,Eleven Penn Plaza,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,18161.4,Not Available,Not Available,8268.89,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,78,Not Available,Not Available,10001,207.6,Not Available,56742639.29,0,Not Available,ENERGY STAR Application In Process,65,Not Available,Not Available,Not Available,28-FEB-13,Office,Not Available,,83.2,Not Available,Not Available,,Not Available,2.49,Not Available,Not Available,0.39,Not Available
2364088,630 Fifth Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13292.22,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,70,Not Available,Not Available,10111,321.1,Not Available,88175765.68,0,Not Available,Not Eligible: Rating must be 75 or above,65,Not Available,Not Available,Not Available,01-JAN-00,Office,No,105.0,140.8,Not Available,Not Available,,Not Available,2.1,Not Available,Not Available,0.2,Not Available
1261466,200 Liberty Street,0,Not Available,50000,Not Available,Not Available,41.6,17126.9,Not Available,Not Available,14041.93,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,10281,246.6,Not Available,82473991.49,0,Not Available,Not Eligible: Less than one year since the period ending date of the last ENERGY STAR application.,65,Not Available,Not Available,Not Available,28-FEB-13,Office,Not Available,101.0,111.2,Not Available,125.77,,Not Available,2.54,Not Available,Not Available,Not Available,Not Available
2.49e+06,120 Fifth Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,49.85,Not Available,Not Available,Not Available,408.94,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,63,Not Available,Not Available,10011,225.8,Not Available,4355641.32,0,Not Available,Not Eligible: Rating must be 75 or above,49,Not Available,Not Available,Not Available,01-JAN-00,Office,Not Available,105.0,76.9,Not Available,Not Available,,Not Available,4.56,Not Available,Not Available,0,Not Available
2605938,251 West 39th Street,Not Available,Not Available,Not Available,Not Available,Not Available,18.96,1826.8,Not Available,Not Available,1048.51,85.9,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,60,Not Available,Not Available,10018,87.1,Not Available,2779121.66,0,Not Available,Not Eligible: Rating must be 75 or above,44,Not Available,Not Available,Not Available,31-DEC-12,Other,Not Available,105.0,28.3,Not Available,377.28,,Not Available,2.12,Not Available,Not Available,0.33,Not Available
2559044,20-41 thru 20-45 Seagirt Blvd,Not Available,Not Available,Not Available,Not Available,10,352.17,Not Available,Not Available,Not Available,28.36,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11691,73.8,Not Available,302077.3,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Multifamily Housing,Not Available,,64.4,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2558651,2 Wall Street,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4412.1,Not Available,Not Available,1729.06,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,1.16,Not Available,Not Available,17292,10005,277.7,Not Available,14183193.71,0,Not Available,Not Eligible: Rating must be 75 or above,60,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,101.0,99.8,Not Available,Not Available,"CodeGreen Solutions, Inc.",Not Available,2.07,Not Available,Not Available,Not Available,Not Available
1313050,460 Park Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3642,Not Available,Not Available,1786.94,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,10022,152.6,Not Available,12931934.66,0,Not Available,Not Eligible: Less than one year since the period ending date of the last ENERGY STAR application.,52,Not Available,Not Available,Not Available,31-AUG-12,Office,Not Available,105.0,59.3,Not Available,Not Available,"SCIenergy, Inc.",Not Available,2.24,Not Available,Not Available,Not Available,Not Available
2612560,15 W 36th,Not Available,Not Available,Not Available,Not Available,Not Available,224.98,519.1,Not Available,Not Available,210.12,Not Available,2012-12-31T00:00:00.000,2839988.04,Not Available,Not Available,Not Available,40,Not Available,Not Available,10018,125.8,Not Available,2238050.22,0,Not Available,Not Eligible: Current period ending over 120 days,35,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,,61.7,Not Available,Not Available,"Code Green Solutions, Inc.",Not Available,2.28,Not Available,Not Available,0.21,Not Available
2598293,61-35 Junction Blvd,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6550.73,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,83,Not Available,Not Available,11374,373.6,Not Available,69772126.79,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Retail,Not Available,406.0,111.9,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,0.2,Not Available
2560615,41 RIVER TERRACE,Not Available,Not Available,Not Available,Not Available,25,914.46,Not Available,Not Available,Not Available,859,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10282,134,Not Available,9149217.8,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,101.0,72.2,No,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1439342,120 Broadway,Not Available,Not Available,Not Available,Not Available,Not Available,130.75,Not Available,Not Available,Not Available,11440.63,Not Available,2012-12-31T00:00:00.000,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,10271,192.6,Not Available,97438531.2,0,Not Available,Not Eligible: Current period ending over 120 days,70,Not Available,Not Available,Not Available,28-FEB-13,Office,Not Available,101.0,68.4,Not Available,Not Available,,Not Available,4.44,Not Available,Not Available,Not Available,Not Available
1241549,65 Shore Rd.,Not Available,Not Available,Not Available,Not Available,Not Available,233.33,Not Available,Not Available,Not Available,1785.46,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11050,506.2,Not Available,9427981.53,75,Not Available,Eligible,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Supermarket/Grocery,Not Available,,193.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2551968,941 Jerome Ave,Not Available,Not Available,Not Available,Not Available,18,537.96,Not Available,Not Available,Not Available,129.41,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10452,105,Not Available,1378360.39,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Multifamily Housing,Not Available,204.0,76.3,Not Available,Not Available,,Not Available,Not Available,Not Available,No specific resident population,Not Available,Not Available
2430722,100 Avenue of Americas,Not Available,Not Available,Not Available,Not Available,Not Available,342.72,3657.3,Not Available,Not Available,2264.39,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10013,232.5,Not Available,24118067.6,0,Not Available,Not Eligible: Rating must be 75 or above,56,Not Available,Not Available,Not Available,31-DEC-12,Office,Not Available,102.0,81.4,No,Not Available,"CodeGreen Solutions, Inc.",Not Available,2.57,Not Available,Not Available,Not Available,Not Available
2383312,444 East 75th Street,Not Available,Not Available,Not Available,Not Available,10,917.71,9222.8,Not Available,Not Available,302.51,Not Available,2012-12-31T00:00:00.000,11274610.62,Not Available,Not Available,Not Available,65,Not Available,Not Available,10021,157.2,Not Available,3222064.4,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-DEC-12,Multifamily Housing,Not Available,108.0,103.9,Not Available,Not Available,Greenwich Energy Solutions,Not Available,Not Available,Not Available,No specific resident population,0,Not Available
2541638,105-145 West 168th Street,Not Available,Not Available,Not Available,Not Available,Not Available,13.96,Not Available,Not Available,Not Available,140.5,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,42,Not Available,Not Available,10452,15.4,Not Available,1496472.49,0,Not Available,Not Eligible: Rating must be 75 or above,40,Not Available,Not Available,Not Available,01-JAN-00,Multifamily Housing,Not Available,204.0,5.1,Not Available,Not Available,,Not Available,0.89,Not Available,Not Available,1.64,Not Available
2610560,28 Marine Avenue,Not Available,Not Available,Not Available,Not Available,15,Not Available,1231.1,Not Available,Not Available,17.35,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11209,9.5,Not Available,184793.73,0,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,31-JAN-13,Multifamily Housing,Not Available,310.0,2.9,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1241763,700 Patchogue Rd 35B,Not Available,Not Available,Not Available,Not Available,Not Available,267.07,Not Available,Not Available,Not Available,2172.8,Not Available,2012-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11763,617.3,Not Available,11473280.02,75,Not Available,Not Eligible: Rating must be 75 or above,Not Available,Not Available,Not Available,Not Available,01-JAN-00,Supermarket/Grocery,Not Available,,233.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
