site_id,ppt_id,latitude,longitude,address,city,active_date,cross_street_1
mn-04-108509,108509,40.74475,-73.998736,238 8 AVENUE,Manhattan,2016-04-06 20:00:00.000,WEST 22 STREET
mn-03-123816,123816,40.732039,-73.987938,91 3 AVENUE,Manhattan,2017-04-09 20:00:00.000,EAST 12 STREET
bk-03-145756,145756,40.68019738,-73.94490293,1407 FULTON STREET,Brooklyn,2017-03-19 20:00:00.000,MARCY AVENUE
bx-01-146066,146066,40.81737983,-73.91707813,610 MELROSE AVENUE,Bronx,2018-04-29 20:00:00.000,EAST 151 STREET
bk-16-160039,160039,40.6661916,-73.9177138,105 SUTTER AVENUE,Brooklyn,2024-06-26 20:00:00.000,SUTTER AVENUE
bk-01-145988,145988,40.71412964,-73.95028299,561 METROPOLITAN AVENUE,Brooklyn,2018-06-12 20:00:00.000,LORIMER STREET
mn-03-122371,122371,40.71709475,-73.99058102,323 GRAND STREET,Manhattan,2018-02-08 19:00:00.000,ORCHARD STREET
qu-13-gf44803,GF44803,40.738072,-73.7053516,83-59 263 STREET,Queens,,263rd ST
bk-02-126839,126839,40.68781362,-73.98128393,340 LIVINGSTON STREET,Brooklyn,2017-01-19 19:00:00.000,NEVINS STREET
mn-05-122053,122053,40.74813894,-73.9881009,1256 BROADWAY,Manhattan,2017-04-09 20:00:00.000,WEST 32 STREET
bx-02-gf22620,GF22620,40.8129428,-73.9041112,576 PROSPECT AVENUE,Bronx,,FOX STREET
mn-05-122270,122270,40.74208082,-73.99326129,688 6 AVENUE,Manhattan,2018-07-05 20:00:00.000,WEST 22 STREET
bx-01-123214,123214,40.81850954098598,-73.91461401256561,2969 3 AVENUE,Bronx,2016-12-27 19:00:00.000,EAST 153 STREET
bk-16-132774,132774,40.6628094,-73.9090579,702 ROCKAWAY AVENUE,Brooklyn,2024-04-21 20:00:00.000,LIVONIA AVENUE
mn-05-122522,122522,40.76617479,-73.98198781,1767 BROADWAY,Manhattan,2016-07-18 20:00:00.000,WEST 56 STREET
mn-04-107976,107976,40.748842,-74.0067043,184 11 AVENUE,Manhattan,2018-05-06 20:00:00.000,WEST 24 STREET
bx-02-100042,100042,40.8266802,-73.8877631,1102 LONGFELLOW AVENUE,Bronx,2022-10-17 20:00:00.000,LONGFELLOW AVENUE
mn-04-137007,137007,40.741123,-74.00137,126 8 AVENUE,Manhattan,2017-05-29 20:00:00.000,WEST 16 STREET
bx-01-145917,145917,40.81244091,-73.92925029,200 EAST 138 STREET,Bronx,2017-10-18 20:00:00.000,PARK AVENUE
mn-01-123002,123002,40.70331108,-74.00998457,55 WATER STREET,Manhattan,2018-02-26 19:00:00.000,COENTIES SLIP
bx-04-145851,145851,40.83513298,-73.91979703,84 EAST 167 STREET,Bronx,2017-07-19 20:00:00.000,GERARD AVENUE
bk-16-158588,158588,40.6663218,-73.9146879,155 HERZL STREET,Brooklyn,2023-01-02 19:00:00.000,AMBOY STREET
qu-10-gf44812,GF44812,40.6682571,-73.8079134,133-40 131 STREET,Queens,,135th Ave
bk-16-158984,158984,40.6670116,-73.9119235,177 BRISTOL STREET,Brooklyn,2022-11-29 19:00:00.000,SUTTER AVENUE
mn-03-133442,133442,40.73412708,-73.98977798,145 4 AVENUE,Manhattan,2016-11-09 19:00:00.000,EAST 14 STREET
bk-01-145861,145861,40.734684,-73.955096,1049 MANHATTAN AVENUE,Brooklyn,2017-08-22 20:00:00.000,FREEMAN STREET
bk-03-145830,145830,40.67948543,-73.9495225,517 NOSTRAND AVENUE,Brooklyn,2017-04-27 20:00:00.000,HERKIMER STREET
mn-04-122583,122583,40.75910666,-73.98857946,715 8 AVENUE,Manhattan,2016-04-10 20:00:00.000,WEST 45 STREET
bk-14-145755,145755,40.65245679,-73.95911529,827 FLATBUSH AVENUE,Brooklyn,2017-04-04 20:00:00.000,LINDEN BOULEVARD
bx-05-102420,102420,40.857756,-73.901091,126 EAST 183 STREET,Bronx,2016-06-28 20:00:00.000,CRESTON AVENUE
bx-06-119390,119390,40.84740591,-73.89994835,426 EAST TREMONT AVENUE,Bronx,2018-01-11 19:00:00.000,PARK AVENUE
