objectid,objectid_1,horz_plant,:@computed_region_efsh_h5xi,status,spc_latin,bbl,state,vert_wall,vert_pgrd,x_sp,borocode,horz_grate,tree_loc,location_1,vert_tgrd
592758,385,No,11728.0,Excellent,GLEDITSIA TRIACANTHOS,1001270018.0,New York,No,No,981096,1,No,Side,"{'latitude': '40.71423285', 'longitude': '-74.01137718'}",No
592912,539,No,12426.0,Excellent,QUERCUS PALUSTRIS,1017000001.0,New York,No,No,1001033,1,No,Side,"{'latitude': '40.78934943', 'longitude': '-73.93939168'}",No
592443,70,Yes,12077.0,Good,TILIA CORDATA,1005850051.0,New York,No,Yes,982662,1,No,Front,"{'latitude': '40.73289214', 'longitude': '-74.00572987'}",No
593133,760,No,12426.0,Excellent,PLATANUS ACERIFOLIA,,New York,Yes,No,1000948,1,No,Side,"{'latitude': '40.7894786', 'longitude': '-73.93969852'}",No
592554,181,No,11724.0,Poor,QUERCUS RUBRA,1004520036.0,New York,Yes,No,988588,1,No,Front,"{'latitude': '40.72893328', 'longitude': '-73.98434842'}",Yes
593279,906,No,10091.0,Good,GINKGO BILOBA,1011060001.0,New York,No,No,986775,1,No,Side,"{'latitude': '40.77178498', 'longitude': '-73.99088389'}",No
593043,670,Yes,12426.0,Excellent,PYRUS CALLERYANA,1016747501.0,New York,No,Yes,1000425,1,No,Front,"{'latitude': '40.78755551', 'longitude': '-73.94158892'}",No
592871,498,No,12421.0,Good,ROBINIA PSEUDOACACIA,1012037501.0,New York,No,Yes,992983,1,No,Front,"{'latitude': '40.78827414', 'longitude': '-73.9684631'}",No
592916,543,No,10099.0,Poor,ACER PSEUDOPLATANUS,1015730101.0,New York,No,No,999586,1,No,Front,"{'latitude': '40.78319837', 'longitude': '-73.94462234'}",No
592646,273,No,12426.0,Good,GLEDITSIA TRIACANTHOS,1016910001.0,New York,No,No,999912,1,No,Side,"{'latitude': '40.78498462', 'longitude': '-73.94344365'}",No
593328,955,No,12421.0,Good,GLEDITSIA TRIACANTHOS,1012210001.0,New York,No,No,991940,1,No,Front,"{'latitude': '40.7898698', 'longitude': '-73.97222895'}",No
592659,286,No,12081.0,Good,TILIA CORDATA,1010870025.0,New York,No,No,987659,1,Yes,Side,"{'latitude': '40.77032722', 'longitude': '-73.98769262'}",No
592402,29,No,11725.0,Excellent,GLEDITSIA TRIACANTHOS,1000157501.0,New York,No,No,979760,1,No,Side/Across,"{'latitude': '40.70505379', 'longitude': '-74.0161942'}",No
592395,22,No,11725.0,Excellent,GLEDITSIA TRIACANTHOS,1000157501.0,New York,No,No,979928,1,No,Across,"{'latitude': '40.70515268', 'longitude': '-74.01558829'}",No
593213,840,No,12081.0,Excellent,GLEDITSIA TRIACANTHOS,1010860001.0,New York,No,No,986805,1,No,Front,"{'latitude': '40.77006127', 'longitude': '-73.99077582'}",No
593102,729,No,12426.0,Good,GLEDITSIA TRIACANTHOS,1017010001.0,New York,No,No,1001315,1,No,Side,"{'latitude': '40.79192345', 'longitude': '-73.93837091'}",No
592838,465,No,12424.0,Poor,ACER RUBRUM,1019470052.0,New York,No,No,996819,1,No,Front,"{'latitude': '40.80809194', 'longitude': '-73.95459689'}",No
593182,809,No,13093.0,Poor,GLEDITSIA TRIACANTHOS,1018060111.0,New York,No,No,1002600,1,No,Front,"{'latitude': '40.7970096', 'longitude': '-73.93372516'}",No
593287,914,No,12081.0,Good,TILIA AMERICANA,1010850037.0,New York,No,No,987252,1,No,Front,"{'latitude': '40.76936122', 'longitude': '-73.98916216'}",No
592557,184,No,12421.0,Excellent,PYRUS CALLERYANA,1012150063.0,New York,No,Yes,990975,1,No,Front,"{'latitude': '40.78670591', 'longitude': '-73.97571503'}",No
592539,166,No,12421.0,Good,GLEDITSIA TRIACANTHOS,1012310036.0,New York,No,No,990870,1,No,Front,"{'latitude': '40.78622017', 'longitude': '-73.97609437'}",No
592708,335,No,11728.0,Excellent,ACER PLATANOIDES,1001420001.0,New York,No,No,981191,1,Yes,Front,"{'latitude': '40.71601698', 'longitude': '-74.01103479'}",No
592416,43,No,11725.0,Good,GLEDITSIA TRIACANTHOS,1000130027.0,New York,No,No,980540,1,No,Rear,"{'latitude': '40.70574309', 'longitude': '-74.01338109'}",No
592458,85,No,13090.0,Good,TILIA CORDATA,1021340053.0,New York,No,No,999354,1,No,Side,"{'latitude': '40.83334211', 'longitude': '-73.94541898'}",No
592930,557,No,12426.0,Good,PLATANUS ACERIFOLIA,1017010001.0,New York,No,No,1001151,1,No,Rear,"{'latitude': '40.79111407', 'longitude': '-73.93896393'}",No
593085,712,No,12426.0,Poor,PRUNUS CERASIFERA,1017080026.0,New York,No,No,1002600,1,No,Front,"{'latitude': '40.79428958', 'longitude': '-73.93372787'}",No
625159,32786,No,,Good,GLEDITSIA TRIACANTHOS,1000090001.0,New York,No,No,980655,1,No,Side,"{'latitude': '40.73613585', 'longitude': '-74.01297223'}",No
592914,541,No,12426.0,Poor,PLATANUS ACERIFOLIA,1017010001.0,New York,No,No,1001151,1,No,Rear,"{'latitude': '40.79111407', 'longitude': '-73.93896393'}",No
592803,430,No,12423.0,Good,PLATANUS ACERIFOLIA,1018470003.0,New York,No,No,995736,1,No,Across,"{'latitude': '40.80270826', 'longitude': '-73.95851237'}",No
592984,611,No,12421.0,Good,GLEDITSIA TRIACANTHOS,1012040001.0,New York,No,Yes,992786,1,No,Front,"{'latitude': '40.78858998', 'longitude': '-73.96917436'}",No
592725,352,Yes,11727.0,Good,GLEDITSIA TRIACANTHOS,1000170029.0,New York,Yes,No,980245,1,No,Side,"{'latitude': '40.7080815', 'longitude': '-74.01444559'}",No
592649,276,Yes,12426.0,Excellent,PYRUS CALLERYANA,1016747501.0,New York,No,Yes,1000425,1,No,Front,"{'latitude': '40.78755551', 'longitude': '-73.94158892'}",No
592394,21,No,11727.0,Excellent,PYRUS CALLERYANA,1000510007.0,New York,No,Yes,980761,1,No,Across,"{'latitude': '40.70835345', 'longitude': '-74.01258449'}",No
592601,228,No,12426.0,Dead,Unknown Dead,1016940007.0,New York,No,No,1000135,1,No,Front,"{'latitude': '40.78609035', 'longitude': '-73.94263743'}",No
592518,145,No,12421.0,Good,QUERCUS RUBRA,1012300008.0,New York,No,No,990251,1,No,Median,"{'latitude': '40.78608338', 'longitude': '-73.9783297'}",No
592869,496,No,12421.0,Excellent,ZELKOVA SERRATA,1012030001.0,New York,No,Yes,992418,1,No,Side,"{'latitude': '40.78875775', 'longitude': '-73.97050323'}",No
592745,372,No,11728.0,Excellent,GINKGO BILOBA,1001420100.0,New York,No,No,980851,1,No,Front,"{'latitude': '40.71506991', 'longitude': '-74.0122611'}",No
592796,423,Yes,11728.0,Excellent,GLEDITSIA TRIACANTHOS,1001377502.0,New York,No,Yes,981197,1,No,Front,"{'latitude': '40.71600875', 'longitude': '-74.01101314'}",No
592591,218,No,12426.0,Good,QUERCUS RUBRA,1016720017.0,New York,No,No,1000117,1,No,Front,"{'latitude': '40.78603274', 'longitude': '-73.94270248'}",No
592602,229,No,12426.0,Poor,ZELKOVA SERRATA,1016940007.0,New York,No,No,1000135,1,No,Front,"{'latitude': '40.78609035', 'longitude': '-73.94263743'}",No
593280,907,No,10091.0,Good,GINKGO BILOBA,1011060001.0,New York,No,No,986775,1,No,Side,"{'latitude': '40.77178498', 'longitude': '-73.99088389'}",No
592503,130,No,11724.0,Good,GLEDITSIA TRIACANTHOS,1004550033.0,New York,No,No,989059,1,No,Front,"{'latitude': '40.73126059', 'longitude': '-73.98264844'}",No
592927,554,No,12426.0,Good,QUERCUS PALUSTRIS,1017010001.0,New York,No,No,1001315,1,No,Rear,"{'latitude': '40.79192345', 'longitude': '-73.93837091'}",No
593304,931,No,12081.0,Good,QUERCUS PALUSTRIS,1010867501.0,New York,No,No,987045,1,No,Front,"{'latitude': '40.76969615', 'longitude': '-73.98990942'}",No
593294,921,No,12081.0,Good,TILIA AMERICANA,1010850037.0,New York,No,No,987252,1,No,Front,"{'latitude': '40.76936122', 'longitude': '-73.98916216'}",No
592695,322,No,12426.0,Good,PLATANUS ACERIFOLIA,1016990001.0,New York,No,No,1000970,1,No,Side,"{'latitude': '40.78856456', 'longitude': '-73.93961991'}",No
592750,377,No,11728.0,Excellent,GINKGO BILOBA,1001280002.0,New York,No,No,980946,1,No,Across,"{'latitude': '40.71376344', 'longitude': '-74.01191818'}",No
592390,17,No,11724.0,Poor,GLEDITSIA TRIACANTHOS,1004520035.0,New York,Yes,No,988600,1,No,Front,"{'latitude': '40.72899366', 'longitude': '-73.98430511'}",Yes
593130,757,No,12426.0,Good,TILIA AMERICANA,1017010001.0,New York,No,No,1001315,1,No,Side,"{'latitude': '40.79192345', 'longitude': '-73.93837091'}",No
592633,260,No,12426.0,Good,PLATANUS ACERIFOLIA,1016910001.0,New York,No,No,999912,1,No,Side,"{'latitude': '40.78498462', 'longitude': '-73.94344365'}",No
593118,745,No,12077.0,Good,GLEDITSIA TRIACANTHOS,1006300024.0,New York,No,Yes,982075,1,No,Front,"{'latitude': '40.73280143', 'longitude': '-74.00784789'}",Yes
593180,807,No,13093.0,Good,GINKGO BILOBA,1018060006.0,New York,No,No,1002529,1,No,Front,"{'latitude': '40.79711954', 'longitude': '-73.93398148'}",No
592589,216,No,12426.0,Excellent,PLATANUS ACERIFOLIA,1016690001.0,New York,No,No,999819,1,No,Front,"{'latitude': '40.78455661', 'longitude': '-73.94377984'}",No
592404,31,No,11725.0,Good,GLEDITSIA TRIACANTHOS,1000157501.0,New York,No,No,980008,1,No,Across,"{'latitude': '40.70588832', 'longitude': '-74.01529992'}",Yes
592491,118,Yes,12077.0,Excellent,GINKGO BILOBA,1005850041.0,New York,No,Yes,982458,1,No,Side,"{'latitude': '40.73259292', 'longitude': '-74.00646592'}",No
593176,803,No,12422.0,Good,POPLAR SPECIES,1012060017.0,New York,Yes,Yes,993205,1,No,Front,"{'latitude': '40.78958041', 'longitude': '-73.96766077'}",No
592542,169,No,12421.0,Excellent,TILIA TOMENTOSA,1012150064.0,New York,No,No,990965,1,No,Assigned,"{'latitude': '40.78665651', 'longitude': '-73.97575115'}",No
593265,892,No,12426.0,Good,PRUNUS CERASIFERA,1017090024.0,New York,No,No,1002693,1,No,Front,"{'latitude': '40.79474775', 'longitude': '-73.93339154'}",No
593013,640,No,11723.0,Dead,Unknown Dead,1003480056.0,New York,No,No,988585,1,No,Adjacent,"{'latitude': '40.71885727', 'longitude': '-73.98436161'}",No
592848,475,Yes,12421.0,Good,GLEDITSIA TRIACANTHOS,1011690001.0,New York,Yes,No,989426,1,No,Side,"{'latitude': '40.78269415', 'longitude': '-73.98130982'}",No
592643,270,No,12426.0,Excellent,PLATANUS ACERIFOLIA,1016910001.0,New York,No,No,999912,1,No,Side,"{'latitude': '40.78498462', 'longitude': '-73.94344365'}",Yes
592972,599,No,12426.0,Good,GLEDITSIA TRIACANTHOS,1017130001.0,New York,No,No,1002645,1,No,Front,"{'latitude': '40.79447612', 'longitude': '-73.93356516'}",No
593097,724,No,12426.0,Good,TILIA AMERICANA,1017080020.0,New York,No,No,1002273,1,No,Front,"{'latitude': '40.7941091', 'longitude': '-73.93490903'}",No
593143,770,No,10090.0,Poor,GLEDITSIA TRIACANTHOS,1014590001.0,New York,No,No,995515,1,No,Front,"{'latitude': '40.76321732', 'longitude': '-73.95933476'}",No
592679,306,No,12426.0,Excellent,ULMUS AMERICANA,1017010001.0,New York,No,No,1001824,1,No,Front,"{'latitude': '40.79226005', 'longitude': '-73.93653237'}",No
592521,148,No,12421.0,Poor,CRATAEGUS SPECIES,1012300008.0,New York,No,No,990302,1,No,Median,"{'latitude': '40.78633311', 'longitude': '-73.97814545'}",No
593052,679,Yes,12421.0,Excellent,TILIA CORDATA,1012170014.0,New York,No,Yes,991592,1,No,Front,"{'latitude': '40.78704851', 'longitude': '-73.97348681'}",No
592638,265,No,12426.0,Good,GLEDITSIA TRIACANTHOS,1016910001.0,New York,No,No,999912,1,No,Rear,"{'latitude': '40.78498462', 'longitude': '-73.94344365'}",No
592636,263,No,12426.0,Good,PLATANUS ACERIFOLIA,1016910001.0,New York,No,No,999912,1,No,Rear,"{'latitude': '40.78498462', 'longitude': '-73.94344365'}",No
593056,683,Yes,12421.0,Good,QUERCUS RUBRA,1012170064.0,New York,No,Yes,991249,1,No,Front,"{'latitude': '40.78806434', 'longitude': '-73.97472505'}",No
592383,10,No,17621.0,Good,PYRUS CALLERYANA,3056890068.0,New York,No,No,984138,3,No,Front,"{'latitude': '40.63274927', 'longitude': '-74.00040352'}",No
593070,697,No,12426.0,Good,PYRUS CALLERYANA,1017150002.0,New York,No,No,1002793,1,No,Front,"{'latitude': '40.7952114', 'longitude': '-73.93302991'}",No
592884,511,No,12426.0,Good,QUERCUS PHELLOS,1017000001.0,New York,No,No,1001033,1,No,Front,"{'latitude': '40.78934943', 'longitude': '-73.93939168'}",No
593106,733,No,12426.0,Good,GLEDITSIA TRIACANTHOS,1017010001.0,New York,No,No,1001315,1,No,Side,"{'latitude': '40.79192345', 'longitude': '-73.93837091'}",No
593121,748,No,12077.0,Excellent,PYRUS CALLERYANA,1006300024.0,New York,No,No,982118,1,No,Across,"{'latitude': '40.73282889', 'longitude': '-74.00769274'}",No
592875,502,No,12421.0,Good,ROBINIA PSEUDOACACIA,1012030001.0,New York,No,Yes,992418,1,No,Side,"{'latitude': '40.78875775', 'longitude': '-73.97050323'}",No
592847,474,No,12421.0,Good,ACER RUBRUM,1011680062.0,New York,No,No,989173,1,No,Front,"{'latitude': '40.78287819', 'longitude': '-73.98222334'}",No
592634,261,No,12426.0,Poor,PLATANUS ACERIFOLIA,1016910001.0,New York,No,No,999912,1,No,Side,"{'latitude': '40.78498462', 'longitude': '-73.94344365'}",No
592624,251,Yes,12426.0,Good,AILANTHUS ALTISSIMA,1016930001.0,New York,No,No,1000108,1,No,Side,"{'latitude': '40.78595316', 'longitude': '-73.94273505'}",No
592709,336,Yes,12420.0,Good,GLEDITSIA TRIACANTHOS,1011660001.0,New York,Yes,No,988838,1,No,Front,"{'latitude': '40.78121506', 'longitude': '-73.98343342'}",No
592508,135,No,11724.0,Good,PYRUS CALLERYANA,1004550039.0,New York,No,No,988992,1,No,Front,"{'latitude': '40.730934', 'longitude': '-73.98289027'}",No
640868,48495,No,12420.0,Good,PYRUS CALLERYANA,,New York,No,No,0,1,No,Across,"{'latitude': '40.77234', 'longitude': '-73.98257856'}",No
641366,48993,No,,Good,TILIA TOMENTOSA,,New York,No,No,0,1,No,Front,"{'latitude': '0.0', 'longitude': '0.0'}",No
592935,562,No,12426.0,Good,QUERCUS PALUSTRIS,1017010001.0,New York,No,No,1001315,1,No,Rear,"{'latitude': '40.79192345', 'longitude': '-73.93837091'}",No
592732,359,No,11728.0,Good,QUERCUS PALUSTRIS,1001280026.0,New York,No,No,980675,1,Yes,Rear,"{'latitude': '40.7142025', 'longitude': '-74.01289581'}",No
592621,248,Yes,12426.0,Good,GLEDITSIA TRIACANTHOS,1016930001.0,New York,No,No,1000108,1,No,Side,"{'latitude': '40.78595316', 'longitude': '-73.94273505'}",No
593039,666,No,10099.0,Excellent,PLATANUS ACERIFOLIA,1016900001.0,New York,No,No,999588,1,No,Assigned,"{'latitude': '40.78321209', 'longitude': '-73.94461511'}",No
593257,884,No,12426.0,Good,GLEDITSIA TRIACANTHOS,1017090045.0,New York,No,No,1002235,1,No,Front,"{'latitude': '40.7958411', 'longitude': '-73.93504457'}",No
593293,920,No,12081.0,Poor,CELTIS OCCIDENTALIS,1010850138.0,New York,No,No,987268,1,No,Front,"{'latitude': '40.76933652', 'longitude': '-73.9891044'}",No
592537,164,No,12421.0,Excellent,TILIA TOMENTOSA,1012150064.0,New York,No,No,990965,1,No,Assigned,"{'latitude': '40.78665651', 'longitude': '-73.97575115'}",No
593059,686,No,12421.0,Excellent,TILIA CORDATA,1012350029.0,New York,No,No,991321,1,No,Front,"{'latitude': '40.78845678', 'longitude': '-73.9744649'}",No
592449,76,Yes,12077.0,Excellent,SYRINGA RETICULATA,1005850052.0,New York,No,Yes,982670,1,No,Front,"{'latitude': '40.73284273', 'longitude': '-74.005701'}",No
593147,774,No,10090.0,Excellent,PYRUS CALLERYANA,1014590001.0,New York,No,No,995515,1,No,Front,"{'latitude': '40.76321732', 'longitude': '-73.95933476'}",No
592656,283,No,12081.0,Good,TILIA CORDATA,1010870025.0,New York,No,No,987659,1,Yes,Side,"{'latitude': '40.77032722', 'longitude': '-73.98769262'}",No
593089,716,No,12426.0,Excellent,ULMUS AMERICANA,1017080013.0,New York,No,No,1002145,1,No,Front,"{'latitude': '40.79429874', 'longitude': '-73.93537112'}",No
592894,521,No,12426.0,Excellent,PLATANUS ACERIFOLIA,1017000001.0,New York,No,No,1001033,1,No,Front,"{'latitude': '40.78934943', 'longitude': '-73.93939168'}",No
592722,349,Yes,11727.0,Good,STYPHNOLOBIUM JAPONICUM,1000550016.0,New York,No,No,980179,1,No,Median,"{'latitude': '40.70976675', 'longitude': '-74.01468402'}",No
592835,462,No,12424.0,Good,ACER RUBRUM,1019470045.0,New York,No,No,996826,1,No,Front,"{'latitude': '40.80809193', 'longitude': '-73.9545716'}",No
592504,131,No,11723.0,Dead,Unknown Dead,1003530059.0,New York,No,No,988003,1,No,Across,"{'latitude': '40.71949707', 'longitude': '-73.98646103'}",No
593288,915,No,12081.0,Good,TILIA AMERICANA,1010850039.0,New York,No,No,987218,1,No,Front,"{'latitude': '40.76941339', 'longitude': '-73.98928489'}",No
641265,48892,No,,Dead,Unknown Dead,,New York,No,Yes,0,1,Yes,Front,"{'latitude': '40.77426206', 'longitude': '-73.9773832'}",No
593099,726,No,12426.0,Good,CELTIS OCCIDENTALIS,1017080120.0,New York,Yes,No,1002388,1,No,Front,"{'latitude': '40.79393869', 'longitude': '-73.93449386'}",No
592730,357,No,11728.0,Excellent,GLEDITSIA TRIACANTHOS,1001280026.0,New York,No,No,980675,1,No,Side,"{'latitude': '40.7142025', 'longitude': '-74.01289581'}",No
592480,107,No,13090.0,Good,GLEDITSIA TRIACANTHOS,1021340022.0,New York,No,No,998644,1,No,Side,"{'latitude': '40.83430943', 'longitude': '-73.94798393'}",No
592410,37,No,11725.0,Poor,GLEDITSIA TRIACANTHOS,1000130027.0,New York,No,No,980540,1,No,Rear,"{'latitude': '40.70574309', 'longitude': '-74.01338109'}",No
592859,486,Yes,13093.0,Good,ACER RUBRUM,1018150107.0,New York,Yes,No,1003130,1,No,Front,"{'latitude': '40.79620153', 'longitude': '-73.93181178'}",No
593054,681,Yes,12421.0,Good,ACER PLATANOIDES,1012170006.0,New York,No,Yes,991502,1,No,Front,"{'latitude': '40.78718582', 'longitude': '-73.97381176'}",No
592881,508,No,12426.0,Excellent,GINKGO BILOBA,1016780001.0,New York,No,No,1000927,1,No,Front,"{'latitude': '40.79003856', 'longitude': '-73.93977386'}",No
593266,893,No,12426.0,Good,GINKGO BILOBA,1017090027.0,New York,No,No,1002724,1,No,Front,"{'latitude': '40.79490414', 'longitude': '-73.93327942'}",No
593124,751,No,12077.0,Excellent,PYRUS CALLERYANA,1006040033.0,New York,No,No,981772,1,No,Front,"{'latitude': '40.73258726', 'longitude': '-74.00894116'}",No
592872,499,No,12421.0,Good,ROBINIA PSEUDOACACIA,1012030013.0,New York,No,Yes,992937,1,No,Front,"{'latitude': '40.78834555', 'longitude': '-73.96862918'}",No
592627,254,No,12426.0,Excellent,PLATANUS ACERIFOLIA,1016910001.0,New York,No,No,999912,1,No,Side,"{'latitude': '40.78498462', 'longitude': '-73.94344365'}",No
593260,887,No,12426.0,Poor,GINKGO BILOBA,1017090016.0,New York,No,No,1002476,1,No,Side,"{'latitude': '40.79547556', 'longitude': '-73.93417453'}",No
592400,27,No,11727.0,Good,PYRUS CALLERYANA,1000510013.0,New York,No,Yes,980776,1,No,Across,"{'latitude': '40.70843579', 'longitude': '-74.0125304'}",No
592753,380,Yes,11728.0,Good,GLEDITSIA TRIACANTHOS,1001327501.0,New York,No,Yes,981137,1,No,Front,"{'latitude': '40.71521275', 'longitude': '-74.01122945'}",No
592578,205,Yes,11729.0,Excellent,TILIA AMERICANA,1004000044.0,New York,No,Yes,988919,1,No,Front,"{'latitude': '40.72355888', 'longitude': '-73.98315552'}",No
593116,743,No,12077.0,Good,FRAXINUS PENNSYLVANICA,1006300052.0,New York,No,Yes,982297,1,No,Across,"{'latitude': '40.73294696', 'longitude': '-74.00704688'}",Yes
592507,134,No,11724.0,Good,PYRUS CALLERYANA,1004550041.0,New York,No,No,988970,1,No,Front,"{'latitude': '40.73082422', 'longitude': '-73.98296967'}",No
592595,222,No,12426.0,Good,ZELKOVA SERRATA,1016940007.0,New York,No,No,1000135,1,No,Front,"{'latitude': '40.78609035', 'longitude': '-73.94263743'}",No
592728,355,Yes,11727.0,Excellent,STYPHNOLOBIUM JAPONICUM,1000550016.0,New York,No,No,980179,1,No,Median,"{'latitude': '40.70976675', 'longitude': '-74.01468402'}",No
593200,827,No,13093.0,Good,TILIA TOMENTOSA,1017110033.0,New York,No,No,1002624,1,No,Front,"{'latitude': '40.79695466', 'longitude': '-73.93363853'}",No
592799,426,Yes,11728.0,Good,GLEDITSIA TRIACANTHOS,1001377502.0,New York,No,Yes,981197,1,No,Front,"{'latitude': '40.71600875', 'longitude': '-74.01101314'}",No
592798,425,Yes,11728.0,Excellent,GLEDITSIA TRIACANTHOS,1001377502.0,New York,No,Yes,981197,1,No,Front,"{'latitude': '40.71600875', 'longitude': '-74.01101314'}",No
