lot,percent_4,pyexmptot,cbnexmptxbl,percent_3,bldg_class,j51_govt_financed,pyincrpct1,j51_vase_val_trn,enter_date,tenexmptxbl,prelimdate,cbnexmptot,gargcompct,baseyr,basetot
1486,0.0,167472,0,0.0,R4,N,0.0,0,,165649,0,0,0.0,0,14602
1471,0.0,202383,0,0.0,R4,N,0.0,0,,200180,0,0,0.0,0,17645
1429,0.0,194791,0,0.0,R4,N,0.0,0,,192671,0,0,0.0,0,16983
1630,0.0,234762,0,0.0,R4,N,0.0,0,,232206,0,0,0.0,0,20470
2093,0.0,130249,0,0.0,R4,N,0.0,0,,132790,0,0,0.0,0,23581
2240,0.0,77323,0,0.0,R4,N,0.0,0,,78806,0,0,0.0,0,13210
1068,0.0,115477,0,0.0,R4,N,0.0,0,,117691,0,0,0.0,0,18877
2048,0.0,117293,0,0.0,R4,N,0.0,0,,119540,0,0,0.0,0,20853
1,0.0,5942700,0,0.0,K2,N,0.0,0,,6234300,0,0,0.0,0,3253500
1437,0.0,160212,0,0.0,R4,N,0.0,0,,158468,0,0,0.0,0,13968
2022,0.0,115647,0,0.0,R4,N,0.0,0,,117863,0,0,0.0,0,20560
2109,0.0,137582,0,0.0,R4,N,0.0,0,,140218,0,0,0.0,0,24460
1517,0.0,314140,0,0.0,R4,N,0.0,0,,310720,0,0,0.0,0,27390
1004,0.0,129686,0,0.0,R4,N,0.0,0,,132172,0,0,0.0,0,21198
1746,0.0,201249,0,0.0,R4,N,0.0,0,,198693,0,0,0.0,0,18900
2025,0.0,87693,0,0.0,R4,N,0.0,0,,89372,0,0,0.0,0,15590
2216,0.0,75771,0,0.0,R4,N,0.0,0,,77223,0,0,0.0,0,12945
1805,0.0,189613,0,0.0,R4,N,0.0,0,,187203,0,0,0.0,0,17820
1878,0.0,215276,0,0.0,R4,N,0.0,0,,212574,0,0,0.0,0,19980
1839,0.0,232731,0,0.0,R4,N,0.0,0,,229810,0,0,0.0,0,21600
1507,0.0,170627,0,0.0,R4,N,0.0,0,,168769,0,0,0.0,0,14877
1411,0.0,227879,0,0.0,R4,N,0.0,0,,225399,0,0,0.0,0,19868
1776,0.0,145457,0,0.0,R4,N,0.0,0,,143631,0,0,0.0,0,13500
1078,0.0,75839,0,0.0,R4,N,0.0,0,,77292,0,0,0.0,0,12397
1721,0.0,232731,0,0.0,R4,N,0.0,0,,229810,0,0,0.0,0,21600
1769,0.0,267641,0,0.0,R4,N,0.0,0,,264281,0,0,0.0,0,24840
2076,0.0,161136,0,0.0,R4,N,0.0,0,,164223,0,0,0.0,0,28647
2017,0.0,127156,0,0.0,R4,N,0.0,0,,129592,0,0,0.0,0,22605
1702,0.0,607500,0,0.0,RK,N,0.0,0,,651663,0,0,0.0,0,29160
2073,0.0,235690,0,0.0,R4,N,0.0,0,,240205,0,0,0.0,0,41902
1709,0.0,209458,0,0.0,R4,N,0.0,0,,206829,0,0,0.0,0,19440
1413,0.0,251770,0,0.0,R4,N,0.0,0,,249029,0,0,0.0,0,21951
1216,0.0,133096,0,0.0,R4,N,0.0,0,,135647,0,0,0.0,0,21755
1586,0.0,333223,0,0.0,R4,N,0.0,0,,329595,0,0,0.0,0,29053
2105,0.0,135932,0,0.0,R4,N,0.0,0,,138536,0,0,0.0,0,24167
2011,0.0,90440,0,0.0,R4,N,0.0,0,,92173,0,0,0.0,0,16079
1469,0.0,169468,0,0.0,R4,N,0.0,0,,167623,0,0,0.0,0,14776
1155,0.0,83683,0,0.0,R4,N,0.0,0,,85287,0,0,0.0,0,13679
1531,0.0,317924,0,0.0,R4,N,0.0,0,,314463,0,0,0.0,0,27719
1134,0.0,100807,0,0.0,R4,N,0.0,0,,102739,0,0,0.0,0,16479
1026,0.0,142902,0,0.0,R4,N,0.0,0,,145641,0,0,0.0,0,23358
1608,0.0,275042,0,0.0,R4,N,0.0,0,,272048,0,0,0.0,0,23981
1235,0.0,135546,0,0.0,R4,N,0.0,0,,138144,0,0,0.0,0,22157
195,0.0,48760000,0,0.0,D8,N,0.0,0,,0,0,0,0.0,0,4500000
1066,0.0,110579,0,0.0,R4,N,0.0,0,,112698,0,0,0.0,0,18076
1467,0.0,216251,0,0.0,R4,N,0.0,0,,213896,0,0,0.0,0,18855
2257,0.0,104311,0,0.0,R4,N,0.0,0,,106311,0,0,0.0,0,17820
1817,0.0,128002,0,0.0,R4,N,0.0,0,,126395,0,0,0.0,0,11880
1140,0.0,137500,0,0.0,R4,N,0.0,0,,140136,0,0,0.0,0,22476
1874,0.0,238549,0,0.0,R4,N,0.0,0,,235555,0,0,0.0,0,22140
1024,0.0,139459,0,0.0,R4,N,0.0,0,,142132,0,0,0.0,0,22796
140,0.0,231263550,0,0.0,O4,N,0.0,0,,280800900,0,0,0.0,0,38520000
1754,0.0,192003,0,0.0,R4,N,0.0,0,,189593,0,0,0.0,0,17820
1202,0.0,114519,0,0.0,R4,N,0.0,0,,116714,0,0,0.0,0,18718
1705,0.0,128002,0,0.0,R4,N,0.0,0,,126395,0,0,0.0,0,11880
1625,0.0,146025,0,0.0,R4,N,0.0,0,,144435,0,0,0.0,0,12732
1944,0.0,279277,0,0.0,R4,N,0.0,0,,275771,0,0,0.0,0,25920
2113,0.0,317897,0,0.0,R4,N,0.0,0,,323987,0,0,0.0,0,56516
1788,0.0,215276,0,0.0,R4,N,0.0,0,,212574,0,0,0.0,0,19980
1071,0.0,123789,0,0.0,R4,N,0.0,0,,126162,0,0,0.0,0,20236
1744,0.0,215276,0,0.0,R4,N,0.0,0,,212574,0,0,0.0,0,19980
1950,0.0,290914,0,0.0,R4,N,0.0,0,,287262,0,0,0.0,0,27000
2079,0.0,238961,0,0.0,R4,N,0.0,0,,243538,0,0,0.0,0,42485
1783,0.0,215276,0,0.0,R4,N,0.0,0,,212574,0,0,0.0,0,19980
1074,0.0,125280,0,0.0,R4,N,0.0,0,,127682,0,0,0.0,0,20479
125,0.0,293717700,0,0.0,O4,N,0.0,0,,323649900,0,0,0.0,0,76950450
1168,0.0,184493,0,0.0,R4,N,0.0,0,,188029,0,0,0.0,0,30159
2044,0.0,94821,0,0.0,R4,N,0.0,0,,96637,0,0,0.0,0,16855
1850,0.0,215276,0,0.0,R4,N,0.0,0,,212574,0,0,0.0,0,19980
1925,0.0,221094,0,0.0,R4,N,0.0,0,,218319,0,0,0.0,0,20520
1938,0.0,273459,0,0.0,R4,N,0.0,0,,270026,0,0,0.0,0,25380
12,0.0,3909600,0,0.0,T2,N,0.0,0,,4027050,0,0,0.0,0,4027050
2205,0.0,92907,0,0.0,R4,N,0.0,0,,94688,0,0,0.0,0,15872
1415,0.0,232008,0,0.0,R4,N,0.0,0,,229483,0,0,0.0,0,20228
1616,0.0,232089,0,0.0,R4,N,0.0,0,,229563,0,0,0.0,0,20236
1919,0.0,221094,0,0.0,R4,N,0.0,0,,218319,0,0,0.0,0,20520
1226,0.0,123789,0,0.0,R4,N,0.0,0,,126162,0,0,0.0,0,20236
1597,0.0,184160,0,0.0,R4,N,0.0,0,,182155,0,0,0.0,0,16056
1564,0.0,235450,0,0.0,R4,N,0.0,0,,232887,0,0,0.0,0,20529
221,0.0,27323100,0,0.0,D8,N,0.0,0,,25304400,0,0,0.0,0,2250000
1926,0.0,273459,0,0.0,R4,N,0.0,0,,270026,0,0,0.0,0,25380
1555,0.0,217763,0,0.0,R4,N,0.0,0,,215392,0,0,0.0,0,18986
2064,0.0,155654,0,0.0,R4,N,0.0,0,,158635,0,0,0.0,0,27674
1537,0.0,229967,0,0.0,R4,N,0.0,0,,227464,0,0,0.0,0,20051
1004,0.0,8316356,0,0.0,RB,N,0.0,0,,8974234,0,0,0.0,0,2640126
1200,0.0,113030,0,0.0,R4,N,0.0,0,,115197,0,0,0.0,0,18476
2234,0.0,99639,0,0.0,R4,N,0.0,0,,101549,0,0,0.0,0,17022
1748,0.0,157093,0,0.0,R4,N,0.0,0,,155121,0,0,0.0,0,14580
1532,0.0,179159,0,0.0,R4,N,0.0,0,,177208,0,0,0.0,0,15620
1038,0.0,119939,0,0.0,R4,N,0.0,0,,122284,0,0,0.0,0,19996
1852,0.0,209458,0,0.0,R4,N,0.0,0,,206829,0,0,0.0,0,19440
1188,0.0,57155,0,0.0,R4,N,0.0,0,20220312.0,58381,0,0,0.0,0,0
1747,0.0,145457,0,0.0,R4,N,0.0,0,,143631,0,0,0.0,0,13500
1487,0.0,127238,0,0.0,R4,N,0.0,0,,125853,0,0,0.0,0,11093
1736,0.0,203639,0,0.0,R4,N,0.0,0,,201083,0,0,0.0,0,18900
1612,0.0,245071,0,0.0,R4,N,0.0,0,,242403,0,0,0.0,0,21367
1855,0.0,271069,0,0.0,R4,N,0.0,0,,267636,0,0,0.0,0,25380
1835,0.0,267641,0,0.0,R4,N,0.0,0,,264281,0,0,0.0,0,24840
1534,0.0,213934,0,0.0,R4,N,0.0,0,,211605,0,0,0.0,0,18653
2066,0.0,139222,0,0.0,R4,N,0.0,0,,141890,0,0,0.0,0,24751
1777,0.0,145457,0,0.0,R4,N,0.0,0,,143631,0,0,0.0,0,13500
1036,0.0,119884,0,0.0,R4,N,0.0,0,,122182,0,0,0.0,0,19597
1590,0.0,183126,0,0.0,R4,N,0.0,0,,181133,0,0,0.0,0,15966
1217,0.0,119884,0,0.0,R4,N,0.0,0,,122182,0,0,0.0,0,19597
2002,0.0,91192,0,0.0,RG,N,0.0,0,,92767,0,0,0.0,0,12900
1811,0.0,308368,0,0.0,R4,N,0.0,0,,304497,0,0,0.0,0,28620
2046,0.0,118944,0,0.0,R4,N,0.0,0,,121222,0,0,0.0,0,21146
28,0.0,5846400,0,0.0,Q1,N,0.0,0,,6021900,0,0,0.0,0,6021900
1528,0.0,173746,0,0.0,R4,N,0.0,0,,171854,0,0,0.0,0,15149
2233,0.0,111596,0,0.0,R4,N,0.0,0,,113735,0,0,0.0,0,19065
1494,0.0,128088,0,0.0,R4,N,0.0,0,,126694,0,0,0.0,0,11168
1465,0.0,164387,0,0.0,R4,N,0.0,0,,162597,0,0,0.0,0,14333
1509,0.0,224485,0,0.0,R4,N,0.0,0,,222041,0,0,0.0,0,19572
2012,0.0,111809,0,0.0,R4,N,0.0,0,,113951,0,0,0.0,0,19878
1766,0.0,192003,0,0.0,R4,N,0.0,0,,189593,0,0,0.0,0,17820
1872,0.0,128002,0,0.0,R4,N,0.0,0,,126395,0,0,0.0,0,11880
1042,0.0,133653,0,0.0,R4,N,0.0,0,,136261,0,0,0.0,0,22238
2208,0.0,75248,0,0.0,R4,N,0.0,0,,76690,0,0,0.0,0,12855
1059,0.0,163928,0,0.0,R4,N,0.0,0,,167070,0,0,0.0,0,26796
1144,0.0,141412,0,0.0,R4,N,0.0,0,,144123,0,0,0.0,0,23115
1020,0.0,135051,0,0.0,R4,N,0.0,0,,137640,0,0,0.0,0,22077
1484,0.0,247275,0,0.0,R4,N,0.0,0,,244583,0,0,0.0,0,21560
2042,0.0,130448,0,0.0,R4,N,0.0,0,,132947,0,0,0.0,0,23191
1190,0.0,123324,0,0.0,R4,N,0.0,0,,125688,0,0,0.0,0,20160
1548,0.0,216446,0,0.0,R4,N,0.0,0,,214089,0,0,0.0,0,18872
2126,0.0,112175,0,0.0,R4,N,0.0,0,,114370,0,0,0.0,0,20368
1635,0.0,198290,0,0.0,R4,N,0.0,0,,196131,0,0,0.0,0,17289
1822,0.0,267641,0,0.0,R4,N,0.0,0,,264281,0,0,0.0,0,24840
1760,0.0,145457,0,0.0,R4,N,0.0,0,,143631,0,0,0.0,0,13500
1132,0.0,100807,0,0.0,R4,N,0.0,0,,102739,0,0,0.0,0,16479
2070,0.0,158404,0,0.0,R4,N,0.0,0,,161438,0,0,0.0,0,28162
1028,0.0,112066,0,0.0,R4,N,0.0,0,,114214,0,0,0.0,0,18319
1707,0.0,145457,0,0.0,R4,N,0.0,0,,143631,0,0,0.0,0,13500
2221,0.0,94982,0,0.0,R4,N,0.0,0,,96803,0,0,0.0,0,16227
1130,0.0,99348,0,0.0,R4,N,0.0,0,,101252,0,0,0.0,0,16240
1157,0.0,84645,0,0.0,R4,N,0.0,0,,86267,0,0,0.0,0,13837
2230,0.0,115460,0,0.0,R4,N,0.0,0,,117719,0,0,0.0,0,20133
1457,0.0,199816,0,0.0,R4,N,0.0,0,,197640,0,0,0.0,0,17423
2018,0.0,125874,0,0.0,R4,N,0.0,0,,128331,0,0,0.0,0,22802
1188,0.0,121834,0,0.0,R4,N,0.0,0,,124170,0,0,0.0,0,19918
2104,0.0,107972,0,0.0,R4,N,0.0,0,,110040,0,0,0.0,0,19197
1842,0.0,267641,0,0.0,R4,N,0.0,0,,264281,0,0,0.0,0,24840
2054,0.0,135932,0,0.0,R4,N,0.0,0,,138536,0,0,0.0,0,24167
201,0.0,102049650,0,0.0,Z9,N,0.0,0,,105111000,0,0,0.0,0,14972400
1599,0.0,336975,0,0.0,R4,N,0.0,0,,333306,0,0,0.0,0,29380
1937,0.0,221094,0,0.0,R4,N,0.0,0,,218319,0,0,0.0,0,20520
1030,0.0,114019,0,0.0,R4,N,0.0,0,,116205,0,0,0.0,0,18637
1080,0.0,76830,0,0.0,R4,N,0.0,0,,78303,0,0,0.0,0,12557
2248,0.0,115730,0,0.0,R4,N,0.0,0,,117949,0,0,0.0,0,19771
2132,0.0,116193,0,0.0,R4,N,0.0,0,,118419,0,0,0.0,0,20656
1739,0.0,173458,0,0.0,R4,N,0.0,0,,170829,0,0,0.0,0,19440
2254,0.0,81473,0,0.0,R4,N,0.0,0,,83035,0,0,0.0,0,13919
1800,0.0,139639,0,0.0,R4,N,0.0,0,,137886,0,0,0.0,0,12960
1208,0.0,127236,0,0.0,R4,N,0.0,0,,129675,0,0,0.0,0,20798
1552,0.0,323692,0,0.0,R4,N,0.0,0,,320169,0,0,0.0,0,28222
1704,0.0,1589850,0,0.0,RG,N,0.0,0,,1617750,0,0,0.0,0,137160
1103,0.0,81235,0,0.0,R4,N,0.0,0,,82792,0,0,0.0,0,13277
2101,0.0,151274,0,0.0,R4,N,0.0,0,,154172,0,0,0.0,0,26895
1759,0.0,203639,0,0.0,R4,N,0.0,0,,201083,0,0,0.0,0,18900
1816,0.0,215276,0,0.0,R4,N,0.0,0,,212574,0,0,0.0,0,19980
1459,0.0,124165,0,0.0,R4,N,0.0,0,,122813,0,0,0.0,0,10826
2051,0.0,84216,0,0.0,R4,N,0.0,0,,85876,0,0,0.0,0,15398
1527,0.0,212649,0,0.0,R4,N,0.0,0,,210335,0,0,0.0,0,18540
1133,0.0,100807,0,0.0,R4,N,0.0,0,,102739,0,0,0.0,0,16479
1945,0.0,267641,0,0.0,R4,N,0.0,0,,264281,0,0,0.0,0,24840
1536,0.0,132869,0,0.0,R4,N,0.0,0,,131423,0,0,0.0,0,11585
1827,0.0,221094,0,0.0,R4,N,0.0,0,,218319,0,0,0.0,0,20520
1563,0.0,135979,0,0.0,R4,N,0.0,0,,134499,0,0,0.0,0,11856
1953,0.0,494553,0,0.0,R4,N,0.0,0,,488345,0,0,0.0,0,45900
1867,0.0,232731,0,0.0,R4,N,0.0,0,,229810,0,0,0.0,0,21600
1485,0.0,204988,0,0.0,R4,N,0.0,0,,202757,0,0,0.0,0,17873
1902,0.0,273459,0,0.0,R4,N,0.0,0,,270026,0,0,0.0,0,25380
1516,0.0,223482,0,0.0,R4,N,0.0,0,,221023,0,0,0.0,0,19693
1145,0.0,143861,0,0.0,R4,N,0.0,0,,146618,0,0,0.0,0,23517
1173,0.0,83191,0,0.0,R4,N,0.0,0,,84786,0,0,0.0,0,13600
1920,0.0,136730,0,0.0,R4,N,0.0,0,20211218.0,135013,0,0,0.0,0,0
1178,0.0,85641,0,0.0,R4,N,0.0,0,,87282,0,0,0.0,0,13998
1920,0.0,136729,0,0.0,R4,N,0.0,0,,135013,0,0,0.0,0,25380
1223,0.0,122827,0,0.0,R4,N,0.0,0,,125182,0,0,0.0,0,20078
1,0.0,53291250,0,0.0,P7,N,0.0,0,,55905300,0,0,0.0,0,25841250
2007,0.0,144148,0,0.0,R4,N,0.0,0,,146910,0,0,0.0,0,25627
2029,0.0,128264,0,0.0,R4,N,0.0,0,,130721,0,0,0.0,0,22802
1021,0.0,135609,0,0.0,R4,N,0.0,0,,138254,0,0,0.0,0,22558
1506,0.0,208840,0,0.0,R4,N,0.0,0,,206567,0,0,0.0,0,18208
1910,0.0,215276,0,0.0,R4,N,0.0,0,,212574,0,0,0.0,0,19980
2005,0.0,124969,0,0.0,R4,N,0.0,0,,127363,0,0,0.0,0,22218
2040,0.0,147438,0,0.0,R4,N,0.0,0,,150263,0,0,0.0,0,26210
1426,0.0,328132,0,0.0,R4,N,0.0,0,,324560,0,0,0.0,0,28609
1545,0.0,321765,0,0.0,R4,N,0.0,0,,318263,0,0,0.0,0,28054
1543,0.0,133638,0,0.0,R4,N,0.0,0,,132184,0,0,0.0,0,11651
2247,0.0,80443,0,0.0,R4,N,0.0,0,,81985,0,0,0.0,0,13743
1794,0.0,215276,0,0.0,R4,N,0.0,0,,212574,0,0,0.0,0,19980
1943,0.0,226913,0,0.0,R4,N,0.0,0,,224064,0,0,0.0,0,21060
1821,0.0,273459,0,0.0,R4,N,0.0,0,,270026,0,0,0.0,0,25380
1054,0.0,157570,0,0.0,R4,N,0.0,0,,160591,0,0,0.0,0,25756
2037,0.0,89333,0,0.0,R4,N,0.0,0,,91044,0,0,0.0,0,15883
1539,0.0,180250,0,0.0,R4,N,0.0,0,,178287,0,0,0.0,0,15716
1428,0.0,234955,0,0.0,R4,N,0.0,0,,232397,0,0,0.0,0,20485
2134,0.0,116193,0,0.0,R4,N,0.0,0,,118419,0,0,0.0,0,20656
2061,0.0,91520,0,0.0,R4,N,0.0,0,,93273,0,0,0.0,0,16272
1899,0.0,273459,0,0.0,R4,N,0.0,0,,270026,0,0,0.0,0,25380
2027,0.0,84417,0,0.0,R4,N,0.0,0,,86033,0,0,0.0,0,15009
1194,0.0,108625,0,0.0,R4,N,0.0,0,,110708,0,0,0.0,0,17756
1067,0.0,111071,0,0.0,R4,N,0.0,0,,113200,0,0,0.0,0,18155
1859,0.0,209458,0,0.0,R4,N,0.0,0,,206829,0,0,0.0,0,19440
1225,0.0,122827,0,0.0,R4,N,0.0,0,,125182,0,0,0.0,0,20078
23,0.0,16123500,0,0.0,T2,N,0.0,0,,16607250,0,0,0.0,0,15255450
1061,0.0,166375,0,0.0,R4,N,0.0,0,,169564,0,0,0.0,0,27195
1755,0.0,331641,0,0.0,R4,N,0.0,0,,327479,0,0,0.0,0,30780
1549,0.0,176855,0,0.0,R4,N,0.0,0,,174930,0,0,0.0,0,15420
1176,0.0,84645,0,0.0,R4,N,0.0,0,,86267,0,0,0.0,0,13837
1156,0.0,84182,0,0.0,R4,N,0.0,0,,85796,0,0,0.0,0,13760
1153,0.0,82693,0,0.0,R4,N,0.0,0,,84278,0,0,0.0,0,13517
1479,0.0,164050,0,0.0,R4,N,0.0,0,,162238,0,0,0.0,0,14512
1125,0.0,145354,0,0.0,R4,N,0.0,0,,148140,0,0,0.0,0,23762
1098,0.0,126738,0,0.0,R4,N,0.0,0,,129168,0,0,0.0,0,20717
1050,0.0,150221,0,0.0,R4,N,0.0,0,,153101,0,0,0.0,0,24556
1588,0.0,270373,0,0.0,R4,N,0.0,0,,267430,0,0,0.0,0,23573
