unique_id,job_filing_number,to_floor,sign_manufacturer,sign_transformers,floor_name,floor_heaters,sign_materials_guage,sign_total_watts_va
0041C378-C5AB-E811-811B-005056B627E4.0.0,Q00075192-I1-EL,,,0,,0,,0.0
01382DBC-FD10-E811-8117-005056B627E4.00382DBC-FD10-E811-8117-005056B627E4.0,X00019332-I1-EL,24.0,,0,Floor Number(s),0,,0.0
006762C4-185A-E811-8117-005056B627E4.0.0,B00045373-I1-EL,,,0,,0,,0.0
0055AF8D-EB5C-E811-8117-005056B627E4.0.0,B00045962-I1-EL,,,0,,0,,0.0
00412C64-36EC-E811-811A-005056B627E6.0.0,B00101421-I1-EL,,,0,,0,,0.0
00CE9A3E-5C6B-E911-8120-005056B627E6.FFCD9A3E-5C6B-E911-8120-005056B627E6.0,M00160876-I1-EL,1.0,,0,Floor Number(s),0,,0.0
011BF7D2-556F-E811-811A-005056B627E4.0.0,B00053119-I1-EL,,,0,,0,,0.0
01031CC3-658F-E811-811A-005056B627E4.0.0,B00064626-I1-EL,,,0,,0,,0.0
011DA4C7-666A-E811-8119-005056B627E6.5B86D2B3-666A-E811-8119-005056B627E6.0,B00051034-I1-EL,,,0,Ground Floor,0,,0.0
00ED62E0-AC33-E811-8117-005056B627E4.0.0,B00031336-I1-EL,,,0,,0,,0.0
00AAB65D-1A23-E911-811E-005056B627E6.0.0,B00124103-I1-EL,,,0,,0,,0.0
00864487-4BE8-E811-811A-005056B627E6.FE854487-4BE8-E811-811A-005056B627E6.0,M00099920-I1-EL,3.0,,0,Floor Number(s),0,,0.0
000C230E-B6E6-E811-811A-005056B627E6.0.0,B00098908-I1-EL,,,0,,0,,0.0
01143DB0-B174-E811-811A-005056B627E4.0.0,M00055015-I1-EL,,,0,,0,,0.0
00321C9F-285E-E811-8117-005056B627E4.B3C1124C-285E-E811-8117-005056B627E4.0,B00046749-I1-EL,,,0,Basement,0,,0.0
00F12EA4-0E67-E911-8120-005056B627E6.0.0,M00022675-P1,,,0,,0,,0.0
0015E899-DDE3-E811-811B-005056B627E4.8B9F11AA-DCE3-E811-811B-005056B627E4.0,Q00050149-P1,2.0,,0,Floor Number(s),8,,0.0
00B6973B-3352-E911-8120-005056B627E4.0.0,B00051576-P1,,,0,,0,,0.0
008A9464-2F34-E811-8117-005056B627E4.0.0,B00031480-I1-EL,,,0,,0,,0.0
0136C610-5317-E811-8117-005056B627E4.0.0,B00021512-I1-EL,,,0,,0,,0.0
003ECDB3-8D20-E811-8117-005056B627E4.0.0,M00024116-I1-EL,,,0,,0,,0.0
00C846DD-8DA0-E811-811B-005056B627E4.0.0,M00070928-I1-EL,,,0,,0,,0.0
00700EFA-CF49-E911-8120-005056B627E4.0.0,B00143341-I1-EL,,,0,,0,,0.0
0017299E-3F17-E811-8117-005056B627E4.FE16299E-3F17-E811-8117-005056B627E4.0,B00021428-I1-EL,4.0,,0,Floor Number(s),0,,0.0
00841CCB-16AA-E811-811B-005056B627E4.0.0,Q00074310-I1-EL,,,0,,0,,0.0
0084538A-F141-E911-811F-005056B627E6.AC84BB83-F141-E911-811F-005056B627E6.0,X00139785-I1-EL,,,0,Roof,0,,0.0
0027A672-9F04-E911-811C-005056B627E4.B53870DE-B203-E911-811C-005056B627E4.0,Q00111645-I1-EL,2.0,,0,Floor Number(s),0,,0.0
013A601D-56F2-E711-8116-005056B627E6.003A601D-56F2-E711-8116-005056B627E6.0,M00009561-S1-EL,3.0,,0,Floor Number(s),0,,0.0
00E48D63-FB31-E811-8117-005056B627E4.0.0,B00030500-I1-EL,,,0,,0,,0.0
0053EB8D-9050-E911-8120-005056B627E4.0.0,S00147020-I1-EL,,,0,,0,,0.0
0009C795-C9AA-E811-811B-005056B627E4.0.0,Q00074575-I1-EL,,,0,,0,,0.0
00D59687-CD94-E811-8119-005056B627E6.0.0,Q00066485-I1-EL,,,0,,0,,0.0
00570718-5581-E811-811A-005056B627E4.FF560718-5581-E811-811A-005056B627E4.0,B00059611-I1-EL,2.0,,0,Floor Number(s),0,,0.0
0062E6DD-7E37-E811-8117-005056B627E4.CB10DF61-7C37-E811-8117-005056B627E4.0,Q00032302-I1-EL,7.0,,0,Floor Number(s),0,,0.0
00FBD6C9-BC83-E811-811A-005056B627E4.FFFAD6C9-BC83-E811-811A-005056B627E4.0,M00060115-I1-EL,2.0,,0,Floor Number(s),0,,0.0
00483C18-F3FE-E811-811B-005056B627E4.FF473C18-F3FE-E811-811B-005056B627E4.0,B00109928-I1-EL,,,0,Ground Floor,0,,0.0
00B034E1-B72B-E811-8117-005056B627E4.0.0,B00027197-I1-EL,,,0,,0,,0.0
006C9CC9-903E-E811-8117-005056B627E4.0.0,B00034894-I1-EL,,,0,,0,,0.0
00EDA445-08A6-E811-811B-005056B627E4.FFECA445-08A6-E811-811B-005056B627E4.0,Q00072992-I1-EL,,,0,Ground Floor,0,,0.0
01127D6C-4EF3-E811-811A-005056B627E6.0.0,Q00104273-I1-EL,,,0,,0,,0.0
00358668-D0EC-E711-8116-005056B627E6.0.0,Q00008646-I1-EL,,,0,,0,,0.0
005728CD-A742-E811-8117-005056B627E4.02B49DED-8642-E811-8117-005056B627E4.0,B00036112-I1-EL,,,0,Roof,0,,0.0
0138C223-10E4-E711-8117-005056B627E4.0.0,Q00006402-I1-EL,,,0,,0,,0.0
00B47542-3191-E811-811A-005056B627E4.0.0,Q00065583-I1-EL,,,0,,0,,0.0
00AFFA40-B218-E911-811D-8CFAEDA547D3.0.0,M00085319-P1,,,0,,0,,0.0
012C4E99-A046-E911-8120-005056B627E4.0.0,Q00142090-I1-EL,,,0,,0,,0.0
005A7F6A-C323-E811-8117-005056B627E4.0.0,S00018097-P2,,,0,,0,,0.0
013B1279-1C85-E811-811A-005056B627E4.003B1279-1C85-E811-811A-005056B627E4.0,B00060759-I1-EL,,,0,Basement,0,,0.0
00A87151-072A-E811-8117-005056B627E4.0.0,Q00028060-I1-EL,,,0,,0,,0.0
00A79452-D223-E911-811E-005056B627E6.0.0,M00041059-P2,,,0,,0,,0.0
00040B0A-DE45-E911-8120-005056B627E4.FF030B0A-DE45-E911-8120-005056B627E4.0,M00141559-I1-EL,,,0,Ground Floor,0,,0.0
0035953F-DC94-E811-8119-005056B627E6.0.0,X00066552-I1-EL,,,0,,0,,0.0
000FAFFF-4A42-E811-8117-005056B627E4.8B02B280-4842-E811-8117-005056B627E4.0,M00035881-I1-EL,4.0,,0,Floor Number(s),0,,0.0
00BBDA63-3338-E811-8117-005056B627E4.0.0,M00032588-I1-EL,,,0,,0,,0.0
00337EDD-5ACD-E811-811A-005056B627E6.FF327EDD-5ACD-E811-811A-005056B627E6.0,M00030284-P1,12.0,,0,Floor Number(s),0,,0.0
00F0040F-7343-E811-8117-005056B627E4.0.0,Q00036538-I1-EL,,,0,,0,,0.0
010EA622-005B-E911-8120-005056B627E6.0.0,M00145335-P1,,,0,,0,,0.0
0019F1E1-33EB-E711-8116-005056B627E6.FF18F1E1-33EB-E711-8116-005056B627E6.0,M00007560-I1-EL,7.0,,0,Floor Number(s),0,,0.0
0070C99E-755C-E911-8120-005056B627E6.0.0,M00013817-P2,,,0,,0,,0.0
00C577E8-0E0A-E811-8117-005056B627E4.0.0,B00016661-I1-EL,,,0,,0,,0.0
000F9883-D628-E911-811E-005056B627E6.FF0E9883-D628-E911-811E-005056B627E6.0,B00127154-I1-EL,4.0,,0,Floor Number(s),0,,0.0
00D654BF-E0AE-E811-811B-005056B627E4.0.0,Q00076061-I1-EL,,,0,,0,,0.0
0133656B-F488-E811-811A-005056B627E4.EA014617-F388-E811-811A-005056B627E4.0,B00061923-I1-EL,2.0,,0,Floor Number(s),0,,0.0
00C08132-3D64-E811-8119-005056B627E4.0.0,Q00048832-I1-EL,,,0,,0,,0.0
00AC9C23-66F9-E811-811A-005056B627E6.0.0,M00107166-I1-EL,,,0,,0,,0.0
0131B4EE-4D0F-E911-811C-005056B627E4.D2B4A652-4C0F-E911-811C-005056B627E4.0,X00036485-P1,,,0,Roof,0,,0.0
003B046A-7D55-E811-8117-005056B627E4.0.0,M00043586-I1-EL,,,0,,0,,0.0
0027F199-5B81-E811-811A-005056B627E4.0.0,B00059627-I1-EL,,,0,,0,,0.0
00886345-C1BA-E811-811A-005056B627E6.0.0,Q00080095-I1-EL,,,0,,0,,0.0
0123D014-223F-E811-8117-005056B627E4.0023D014-223F-E811-8117-005056B627E4.0,Q00035069-I1-EL,,,0,Ground Floor,0,,0.0
00DB4180-453C-E911-811F-005056B627E6.0.E9373E34-443C-E911-811F-005056B627E6,B00136907-I1-EL,,EVERBRITE,3,,0,.063 ALUMINUM,2.4
011731A4-099C-E811-811B-005056B627E4.0.0,B00069475-I1-EL,,,0,,0,,0.0
0027A672-9F04-E911-811C-005056B627E4.76F4C0B9-B203-E911-811C-005056B627E4.0,Q00111645-I1-EL,,,0,Cellar,0,,0.0
009FA1B5-E07A-E811-811A-005056B627E4.0.0,Q00057354-I1-EL,,,0,,0,,0.0
00C8FA2B-8220-E811-8117-005056B627E4.0.0,Q00024246-I1-EL,,,0,,0,,0.0
00321C9F-285E-E811-8117-005056B627E4.685C1658-285E-E811-8117-005056B627E4.0,B00046749-I1-EL,,,0,Ground Floor,0,,0.0
011F35FC-9D57-E811-8117-005056B627E4.0.0,S00043150-I1-EL,,,0,,0,,0.0
00273736-9B3E-E911-811F-005056B627E6.0.0,B00137460-I1-EL,,,0,,0,,0.0
00EEEC7A-2A68-E811-8119-005056B627E6.0.0,Q00049989-I1-EL,,,0,,0,,0.0
001F7D28-EC3A-E911-811F-005056B627E6.FF1E7D28-EC3A-E911-811F-005056B627E6.0,M00136018-I1-EL,10.0,,0,Floor Number(s),0,,0.0
0021A570-A6EB-E811-811A-005056B627E6.FF20A570-A6EB-E811-811A-005056B627E6.0,M00101037-I1-EL,4.0,,0,Floor Number(s),0,,0.0
00C21273-8149-E811-8117-005056B627E4.0.D5B4E89A-D347-E811-8117-005056B627E4,M00037794-I1-EL,,TOWER SIGNS & AWNINGS,1,,0,ALUMINUM,500.0
0120FF32-E1E8-E711-8116-005056B627E6.0.0,Q00007790-I1-EL,,,0,,0,,0.0
0124B72F-49CD-E811-811A-005056B627E6.0.0,S00087007-I1-EL,,,0,,0,,0.0
00050F82-E005-E811-8117-005056B627E4.0.0,Q00015276-I1-EL,,,0,,0,,0.0
012613D0-6190-E811-811A-005056B627E4.0.0,M00065202-I1-EL,,,0,,0,,0.0
00EAB923-923B-E811-8117-005056B627E4.0.0,B00033446-I1-EL,,,0,,0,,0.0
00F1C649-3A61-E911-8120-005056B627E6.0.0,M00156098-I1-EL,,,0,,0,,0.0
0128D7EC-B6C6-E811-811B-005056B627E4.0.0,M00027232-P1,,,0,,0,,0.0
00512138-AAE6-E811-811A-005056B627E6.7B729724-AAE6-E811-811A-005056B627E6.0,B00098844-I1-EL,,,0,Cellar,0,,0.0
013AA19C-D93D-E811-8117-005056B627E4.003AA19C-D93D-E811-8117-005056B627E4.0,B00034555-I1-EL,,,0,Sidewalk,0,,0.0
00C4B116-C71C-E811-8117-005056B627E4.FFC3B116-C71C-E811-8117-005056B627E4.0,M00023272-S2-EL,2.0,,0,Floor Number(s),0,,0.0
0074B01C-A20F-E911-811C-005056B627E4.0.0,M00115637-I1-EL,,,0,,0,,0.0
00A0EB49-6E1E-E911-811E-005056B627E6.FF9FEB49-6E1E-E911-811E-005056B627E6.0,M00122131-I1-EL,,,0,Sidewalk,0,,0.0
00C8A7E8-790A-E811-8117-005056B627E4.0.0,Q00016383-P1,,,0,,0,,0.0
01169333-3614-E911-811D-8CFAEDA547D3.0.0,X00117199-I1-EL,,,0,,0,,0.0
00432AA5-E75B-E911-8120-005056B627E6.FF422AA5-E75B-E911-8120-005056B627E6.0,Q00153428-I1-EL,1.0,,0,Floor Number(s),0,,0.0
007820A2-0668-E811-8119-005056B627E6.44F15274-0668-E811-8119-005056B627E6.0,M00049832-I1-EL,30.0,,0,Floor Number(s),0,,0.0
00060C47-8116-E811-8117-005056B627E4.0.0,B00020290-S1-EL,,,0,,0,,0.0
002F575F-F1A6-E811-811B-005056B627E4.0.0,S00073523-I1-EL,,,0,,0,,0.0
0072A2EC-2EB1-E811-811B-005056B627E4.0.0,B00076664-P1,,,0,,0,,0.0
006674EB-C352-E811-8117-005056B627E4.0.0,X00041640-I1-EL,,,0,,0,,0.0
0080A8BC-C52F-E911-811F-005056B627E6.0.0,Q00130808-I1-EL,,,0,,0,,0.0
0081E2BE-8DC1-E811-811A-005056B627E6.0.0,Q00082667-I1-EL,,,0,,0,,0.0
00321C9F-285E-E811-8117-005056B627E4.FF311C9F-285E-E811-8117-005056B627E4.0,B00046749-I1-EL,,,0,Roof,0,,0.0
00C4AABE-8D55-E911-8120-005056B627E4.0364288E-4155-E911-8120-005056B627E4.0,M00149313-I1-EL,1.0,,0,Mezzanine,0,,0.0
00E46E68-7717-E811-8117-005056B627E4.0.0,B00021567-I1-EL,,,0,,0,,0.0
01073369-1E6F-E811-811A-005056B627E4.FD063369-1E6F-E811-811A-005056B627E4.0,M00052882-I1-EL,3.0,,0,Floor Number(s),0,,0.0
0136BAFC-9F78-E811-811A-005056B627E4.0.0,Q00056252-I1-EL,,,0,,0,,0.0
00495EB8-909A-E811-811B-005056B627E4.0.0,M00068771-I1-EL,,,0,,0,,0.0
009726C1-4EEB-E711-8116-005056B627E6.0.0,B00008213-I1-EL,,,0,,0,,0.0
00A3F9AD-FB95-E811-8119-005056B627E6.0.0,M00067210-I1-EL,,,0,,0,,0.0
0010AEB7-454A-E911-8120-005056B627E4.0.0,Q00143428-I1-EL,,,0,,0,,0.0
0017299E-3F17-E811-8117-005056B627E4.F0F2487D-3F17-E811-8117-005056B627E4.0,B00021428-I1-EL,2.0,,0,Floor Number(s),0,,0.0
0015E899-DDE3-E811-811B-005056B627E4.3C4A0CB0-DCE3-E811-811B-005056B627E4.0,Q00050149-P1,,,0,Roof,0,,0.0
00DAA25A-4023-E911-811E-005056B627E6.FCE34E35-4023-E911-811E-005056B627E6.0,Q00124328-I1-EL,1.0,,0,Floor Number(s),0,,0.0
01224D07-0C91-E811-811A-005056B627E4.0.0,B00065499-I1-EL,,,0,,0,,0.0
008711DE-8A12-E911-811D-8CFAEDA547D3.0.0,B00116224-I1-EL,,,0,,0,,0.0
0090C702-AAA7-E811-811B-005056B627E4.FF8FC702-AAA7-E811-811B-005056B627E4.0,B00073818-I1-EL,3.0,,0,Floor Number(s),0,,0.0
00AB08A3-D7A0-E811-811B-005056B627E4.FFAA08A3-D7A0-E811-811B-005056B627E4.0,B00071318-I1-EL,,,0,Ground Floor,2,,0.0
008DB9C8-0F64-E811-8116-005056B627E6.0.0,M00048577-I1-EL,,,0,,0,,0.0
00AB08A3-D7A0-E811-811B-005056B627E4.70BFE376-D7A0-E811-811B-005056B627E4.0,B00071318-I1-EL,,,0,Basement,0,,0.0
00B66083-4DFC-E811-811B-005056B627E4.0.0,Q00108134-I1-EL,,,0,,0,,0.0
00237F47-8C17-E911-811D-8CFAEDA547D3.0.0,Q00056673-P1,,,0,,0,,0.0
0078CD43-D495-E811-8119-005056B627E6.FF77CD43-D495-E811-8119-005056B627E6.0,M00067147-I1-EL,,,0,Ground Floor,0,,0.0
002ABEDB-7E28-E911-811E-005056B627E6.0.0,M00126679-I1-EL,,,0,,0,,0.0
0034A97D-E690-E811-811A-005056B627E4.0.0,M00065348-I1-EL,,,0,,0,,0.0
004846BC-40D2-E811-811B-005056B627E4.0.0,M00087115-I1-EL,,,0,,0,,0.0
006C8874-363C-E911-811F-005056B627E6.0.0,B00136797-I1-EL,,,0,,0,,0.0
0024FB26-419A-E811-811B-005056B627E4.C4C11860-409A-E811-811B-005056B627E4.0,M00068406-I1-EL,17.0,,0,Floor Number(s),0,,0.0
008ED8D4-CDE0-E711-8116-005056B627E6.0.0,S00005746-I1-EL,,,0,,0,,0.0
003EF2E1-2CBC-E811-811B-005056B627E4.0.0,B00023437-P2,,,0,,0,,0.0
00089C48-8E35-E911-811F-005056B627E6.0.937F889E-8D35-E911-811F-005056B627E6,S00133426-I1-EL,,Triangle Sign Services,1,,0,"3/16  Acrylic Face, .0638 Aluminum Back",18.0
000DDE22-713D-E811-8117-005056B627E4.0.0,B00034211-I1-EL,,,0,,0,,0.0
0020E065-6F7A-E811-811A-005056B627E4.0.0,M00057259-I1-EL,,,0,,0,,0.0
0029059A-A921-E811-8117-005056B627E4.0.0,Q00025078-I1-EL,,,0,,0,,0.0
0094CA44-FADD-E811-811A-005056B627E6.BC66968E-F9DD-E811-811A-005056B627E6.0,Q00095186-I1-EL,2.0,,0,Floor Number(s),0,,0.0
012F050B-5CEF-E811-811A-005056B627E6.0.0,Q00102733-I1-EL,,,0,,0,,0.0
010664C0-6EA1-E811-811B-005056B627E4.0.0,Q00071497-I1-EL,,,0,,0,,0.0
01041A12-4265-E911-8120-005056B627E6.6622E905-4265-E911-8120-005056B627E6.0,M00157828-I1-EL,11.0,,0,Floor Number(s),0,,0.0
005728CD-A742-E811-8117-005056B627E4.7CA00A07-8742-E811-8117-005056B627E4.0,B00036112-I1-EL,3.0,,0,Floor Number(s),0,,0.0
009543A6-964D-E811-8117-005056B627E4.FF9443A6-964D-E811-8117-005056B627E4.0,Q00040034-I1-EL,2.0,,0,Floor Number(s),0,,0.0
00BB2AC9-A65F-E911-8120-005056B627E6.0.0,S00154967-I1-EL,,,0,,0,,0.0
00A54F79-3BD6-E811-811A-005056B627E6.0.0,Q00091073-I1-EL,,,0,,0,,0.0
00FF3049-AAC6-E811-811A-005056B627E6.0.0,M00084551-I1-EL,,,0,,0,,0.0
01145C7D-25F7-E811-811A-005056B627E6.00145C7D-25F7-E811-811A-005056B627E6.0,M00105798-I1-EL,2.0,,0,Floor Number(s),0,,0.0
001BB419-42A9-E811-811B-005056B627E4.FF1AB419-42A9-E811-811B-005056B627E4.0,S00074145-I1-EL,2.0,,0,Floor Number(s),0,,0.0
002BD055-A799-E811-811A-005056B627E4.0.0,Q00068230-I1-EL,,,0,,0,,0.0
00626709-B774-E811-811A-005056B627E4.0.0,B00055047-I1-EL,,,0,,0,,0.0
0009637D-0991-E811-811A-005056B627E4.0.0,X00028052-S1-EL,,,0,,0,,0.0
013738C6-2181-E811-811A-005056B627E4.0.0,Q00059381-I1-EL,,,0,,0,,0.0
001FAA21-93B2-E811-811B-005056B627E4.0.0,S00077359-I1-EL,,,0,,0,,0.0
00259908-B1FB-E711-8116-005056B627E6.0.0,B00011889-I1-EL,,,0,,0,,0.0
0019F1E1-33EB-E711-8116-005056B627E6.8014C6B9-33EB-E711-8116-005056B627E6.0,M00007560-I1-EL,5.0,,0,Floor Number(s),0,,0.0
002A1E40-4110-E811-8117-005056B627E4.7E47C660-3F10-E811-8117-005056B627E4.0,Q00018983-I1-EL,,,0,Basement,0,,0.0
00C75E96-A4F1-E811-811A-005056B627E6.FFC65E96-A4F1-E811-811A-005056B627E6.0,M00102933-S2-EL,3.0,,0,Floor Number(s),2,,0.0
00BC3AF7-57EA-E711-8116-005056B627E6.F1FD83DD-57EA-E711-8116-005056B627E6.0,M00007880-I1-EL,5.0,,0,Floor Number(s),2,,0.0
01243095-2D14-E911-811D-8CFAEDA547D3.0.0,Q00117399-I1-EL,,,0,,0,,0.0
0117DFDE-263F-E811-8117-005056B627E4.0.0,X00034777-I1-EL,,,0,,0,,0.0
00D79708-4F55-E811-8117-005056B627E4.0.0,B00043526-I1-EL,,,0,,0,,0.0
000EB8C4-3958-E811-8117-005056B627E4.0.0,B00044169-I1-EL,,,0,,0,,0.0
0007F940-CEA3-E811-811B-005056B627E4.0.0,X00072190-I1-EL,,,0,,0,,0.0
0047EA88-1E8A-E811-811A-005056B627E4.7E256417-1D8A-E811-811A-005056B627E4.0,B00062735-I1-EL,,,0,Cellar,0,,0.0
0050E52B-ABD0-E811-811B-005056B627E4.0.0,M00088113-I1-EL,,,0,,0,,0.0
002F6A06-1DAD-E811-811B-005056B627E4.56B8F0B0-91AC-E811-811B-005056B627E4.0,B00075574-I1-EL,,,0,Ground Floor,0,,0.0
00A28E5D-693E-E811-8117-005056B627E4.1608B725-693E-E811-8117-005056B627E4.0,Q00034729-I1-EL,,,0,Basement,0,,0.0
007820A2-0668-E811-8119-005056B627E6.EDC5E187-0668-E811-8119-005056B627E6.0,M00049832-I1-EL,31.0,,0,Floor Number(s),0,,0.0
009137FE-AC9C-E811-811B-005056B627E4.0.0,M00069748-I1-EL,,,0,,0,,0.0
0088875C-F55A-E911-8120-005056B627E6.0.0,B00152700-I1-EL,,,0,,0,,0.0
008C714F-5534-E911-811F-005056B627E6.0.0,B00132422-I1-EL,,,0,,0,,0.0
00FF1418-60B1-E811-811B-005056B627E4.0.0,M00076891-I1-EL,,,0,,0,,0.0
