trip_id,uniqueid,qsunset,qgender,qday1triptravelcode25,qday1triptravelcode10,qday1triptravelcode16,qborough_end,qdisability7,qday1triptravelcode09,qdisability9,qday1tripstartnoon,qwelfare1,qtemphigh,qday1triptravelcode18,qday1triptransitto1,qdisability5,qday1triptravelcode15,qshare4,qshare6,qday1triptravelcode07,qage,job,qday1triptransitto4,qday1triptransitfrom5,qsustainablemode,qday1triptravelcode05,qntacode_start,qday1triptransitto2,qday1triptravelcode08,qday1tripendcode,qday1triptransitfrom3,qday1triptravelcode06,qday1trippark,qday,qshare2,qshare1,qday1triptravelcode24,qdisability3,qday1triplength_flt,qday1tripend,qdisability2,qday1triptransitto6,surveyzone_end,surveyzone_start,qday1triptravelcode26,qsmartphone
12202717,10202717,20.22,Male,No,No,No,Queens,Yes,No,No,Home,No,66.0,No,,No,No,No,Yes,No,28,Phone,,,Yes,No,,,No,Park/Recreational area/Gym,,No,,Saturday,No,No,No,No,18,Park/Recreational area/Gym,No,,,,No,Yes
11203597,10203597,20.25,Male,No,No,No,,Yes,No,No,,No,71.0,No,Yes,No,No,No,Yes,No,60,Phone,No,No,Yes,No,,No,No,Home,No,No,,Wednesday,No,No,No,No,100,Home,No,No,,,No,Yes
2100171,100171,19.58,Female,No,No,No,Queens,Yes,No,No,"Retail store (e.g. clothing, electronic, hardware, etc.)",No,77.0,No,,No,No,No,Yes,No,37,Online,,,No,No,QN70,,No,"Retail store (e.g. clothing, electronic, hardware, etc.)",,No,On the street,Sunday,No,No,No,No,25,"Retail store (e.g. clothing, electronic, hardware, etc.)",No,,Outer Queens,Inner Queens,No,Yes
11202760,10202760,20.22,Female,No,No,No,Manhattan,Yes,No,No,,No,66.0,No,Yes,No,No,No,Yes,No,52,Phone,No,No,Yes,No,,No,No,Work,No,No,,Saturday,No,No,No,No,60,Work,No,No,,,No,No
1100236,100236,19.59,Male,No,No,No,Manhattan,Yes,No,No,,No,74.0,No,Yes,No,No,No,Yes,No,38,Online,No,No,Yes,No,SI12,No,No,Work,No,No,,Monday,No,No,No,No,95,Work,No,No,Manhattan Core,Staten Island,No,Yes
1103127,103127,20.24,Male,No,No,No,Staten Island,Yes,No,No,,No,71.0,No,,No,No,No,Yes,No,56,Online,,,No,No,SI54,,No,"Grocery store or market (including deli, bodega, etc.)",,No,In another parking garage or lot,Tuesday,No,No,No,No,6,"Grocery store or market (including deli, bodega, etc.)",No,,Staten Island,Staten Island,No,Yes
1102309,102309,20.2,Female,No,No,No,Manhattan,Yes,No,No,,No,78.0,No,Yes,No,No,No,No,No,33,Online,No,No,Yes,No,BK75,No,No,Work,No,No,,Tuesday,Yes,No,No,No,45,Work,No,No,Manhattan Core,Inner Brooklyn,No,Yes
7102254,102254,20.19,Male,No,No,No,Queens,Yes,No,No,,No,89.0,No,,No,No,No,Yes,No,55,Online,,,Yes,No,QN29,,No,Restaurant or bar,,No,,Monday,No,No,No,No,10,Restaurant or bar,No,,Inner Queens,Inner Queens,No,Yes
52201394,50201394,20.15,Male,No,No,No,Brooklyn,No,No,No,,No,83.0,No,,No,No,No,No,No,40,Phone,,,Yes,No,,,No,Work,,No,,Wednesday,No,Yes,No,Yes,12,Work,No,,Inner Brooklyn,Inner Brooklyn,No,Yes
1100265,100265,20.0,Male,No,No,No,Manhattan,Yes,Yes,No,,No,77.0,No,No,No,No,No,Yes,No,52,Online,No,No,Yes,No,QN45,No,No,Penn Station,No,No,,Tuesday,No,No,No,No,60,Outside of New York City,No,No,Manhattan Core,Outer Queens,No,Yes
12203140,10203140,20.24,Female,No,No,No,,Yes,No,No,,No,75.0,No,Yes,No,No,No,No,No,50,Phone,No,No,Yes,No,,No,No,Home,No,No,,Monday,No,No,No,No,45,Home,No,No,,,No,No
2100178,100178,19.58,Male,No,No,No,Queens,Yes,No,No,,No,77.0,No,Yes,No,No,No,Yes,No,29,Online,No,No,Yes,No,QN66,No,No,Home,No,No,,Sunday,No,No,No,No,45,Home,No,No,Outer Queens,Outer Queens,No,Yes
11200380,10200380,19.59,Female,No,No,No,Manhattan,Yes,No,No,,No,74.0,No,,No,No,No,Yes,No,58,Phone,,,Yes,No,,,No,Work,,No,,Monday,No,No,No,No,90,Work,No,,,,No,Yes
1103589,103589,20.27,Male,No,No,No,Manhattan,No,No,No,,Yes,73.0,No,Yes,No,No,No,Yes,No,44,Online,No,No,Yes,No,MN34,No,No,Doctor's office or hospital,No,No,,Saturday,No,No,No,Yes,45,Doctor's office or hospital,No,No,Manhattan Core,Northern Manhattan,No,Yes
2105460,105460,,Male,No,No,No,Brooklyn,No,No,No,Home,Yes,,No,,No,No,No,Yes,No,26,Online,,,Yes,No,BK35,,No,Other,,No,,Sunday,No,No,No,No,5,Other,No,,Inner Brooklyn,Inner Brooklyn,No,Yes
1102887,102887,20.23,Female,No,No,No,Manhattan,Yes,No,No,,No,71.0,No,Yes,No,No,No,No,No,51,Online,No,No,Yes,No,QN31,No,No,School,No,No,,Sunday,No,No,No,No,45,School,No,No,Manhattan Core,Inner Queens,No,Yes
1100583,100583,20.06,Male,No,No,No,The Bronx,Yes,No,No,,No,88.0,No,,No,No,No,Yes,No,69,Online,,,Yes,No,BX27,,No,"Grocery store or market (including deli, bodega, etc.)",,No,,Monday,No,No,No,No,6,"Grocery store or market (including deli, bodega, etc.)",No,,Southern Bronx,Southern Bronx,No,Yes
1101000,101000,20.1,Female,No,No,No,Manhattan,Yes,No,No,,No,56.0,No,Yes,No,No,No,No,No,31,Online,No,No,Yes,No,QN72,No,No,Work,No,No,,Friday,Yes,No,No,No,40,Work,No,No,Manhattan Core,Inner Queens,No,Yes
1103071,103071,20.24,Female,No,No,No,Staten Island,Yes,No,No,,No,75.0,No,Yes,No,No,No,No,No,48,Online,No,No,Yes,No,SI24,No,No,Work,No,No,,Monday,No,No,No,No,20,Work,No,No,Staten Island,Staten Island,No,Yes
1100903,100903,20.1,Male,No,No,No,Staten Island,No,No,No,,No,56.0,No,,No,No,No,Yes,No,74,Online,,,No,No,SI24,,No,Home,,No,On the street,Friday,No,No,No,No,1,Home,No,,Staten Island,Staten Island,No,No
1102194,102194,20.19,Female,No,No,No,The Bronx,No,No,No,,No,89.0,No,,No,No,No,Yes,No,35,Online,,,Yes,No,BX43,,No,Work,,No,,Monday,No,No,No,Yes,90,Work,No,,Southern Bronx,Southern Bronx,No,Yes
11200839,10200839,20.09,Female,No,No,No,Manhattan,Yes,No,No,,No,67.0,No,Yes,No,No,No,No,No,51,Phone,No,No,Yes,No,,No,No,Work,No,No,,Thursday,No,Yes,No,No,30,Work,No,No,,,No,Yes
1103380,103380,20.26,Female,No,No,No,The Bronx,Yes,No,No,,No,82.0,No,,No,No,No,Yes,No,34,Online,,,Yes,No,BX06,,No,Home,,No,,Thursday,No,No,No,No,20,Home,No,,Southern Bronx,Southern Bronx,No,Yes
1100353,100353,20.02,Female,No,No,No,Manhattan,Yes,No,No,,No,73.0,No,,No,No,No,Yes,No,73,Online,,,Yes,No,MN13,,No,Other,,No,,Thursday,No,No,No,No,15,Other,No,,Manhattan Core,Manhattan Core,No,Yes
1104453,104453,,Male,No,No,No,Brooklyn,Yes,No,No,,No,,No,Yes,No,No,No,Yes,No,32,Online,No,No,Yes,No,BK90,No,No,Work,No,No,,Tuesday,No,No,No,No,42,Work,No,No,Outer Brooklyn,Inner Brooklyn,No,Yes
11201142,10201142,20.11,Male,No,No,No,Manhattan,Yes,No,No,,No,81.0,No,,No,No,No,Yes,No,999,Phone,,,Yes,No,,,No,Work,,No,,Saturday,No,No,No,No,35,Work,No,,,,No,Yes
1100158,100158,19.58,Female,No,No,No,Manhattan,Yes,No,No,Home,No,77.0,No,,No,No,No,Yes,No,68,Online,,,Yes,No,MN40,,No,Restaurant or bar,,No,,Sunday,No,No,No,No,10,Restaurant or bar,No,,Manhattan Core,Manhattan Core,No,Yes
1100838,100838,20.09,Female,No,No,No,Manhattan,Yes,No,No,,No,67.0,No,Yes,No,No,No,Yes,No,45,Online,No,No,Yes,No,QN03,No,No,Work,No,No,,Thursday,No,No,No,No,90,Work,No,No,Manhattan Core,Outer Queens,No,Yes
1103879,103879,,Male,No,No,No,Manhattan,Yes,No,No,,No,,No,,No,No,No,Yes,No,30,Online,,,Yes,No,MN36,,No,Work,,No,,Monday,No,No,No,No,15,Work,No,,Northern Manhattan,Northern Manhattan,No,Yes
1100093,100093,19.56,Female,No,No,No,Manhattan,No,No,No,,No,76.0,No,Yes,No,No,No,Yes,No,45,Online,No,No,Yes,No,BK69,No,No,Work,No,No,,Friday,No,No,No,Yes,40,Work,No,No,Manhattan Core,Inner Brooklyn,No,Yes
1104831,104831,,Female,No,No,No,Queens,Yes,No,No,,No,,No,Yes,No,No,No,Yes,No,22,Online,No,No,Yes,No,QN61,No,No,Work,No,No,,Thursday,No,No,No,No,15,Work,No,No,Outer Queens,Middle Queens,No,Yes
1105349,105349,,Female,No,No,No,Queens,Yes,No,No,,No,,No,,No,No,No,Yes,No,59,Online,,,No,No,QN47,,No,Home,,No,In another parking garage or lot,Sunday,No,No,No,No,30,Home,No,,Outer Queens,Outer Queens,No,Yes
1105376,105376,,Female,No,No,No,Staten Island,Yes,No,No,Home,No,,No,,No,No,No,No,No,64,Online,,,No,No,SI01,,No,"Grocery store or market (including deli, bodega, etc.)",,No,In another parking garage or lot,Sunday,No,No,No,No,15,"Grocery store or market (including deli, bodega, etc.)",No,,Staten Island,Staten Island,No,Yes
11200054,10200054,19.55,Male,No,No,No,Manhattan,Yes,No,No,,No,84.0,No,Yes,No,No,No,Yes,No,45,Phone,No,No,Yes,No,,No,No,Work,No,No,,Thursday,No,No,No,No,20,Work,No,No,,,No,Yes
11200646,10200646,20.07,Male,No,No,No,Queens,Yes,No,No,,No,64.0,No,,No,No,No,Yes,No,39,Phone,,,Yes,No,,,No,Other,,No,,Tuesday,No,No,No,No,15,Other,No,,,,No,Yes
1103633,103633,20.27,Female,No,No,No,Queens,No,No,No,,Yes,73.0,No,Yes,No,No,No,No,No,30,Online,No,No,Yes,No,MN06,No,No,Penn Station,Yes,No,,Saturday,Yes,No,No,Yes,60,Outside of New York City,No,No,Outer Queens,Northern Manhattan,No,Yes
1100175,100175,19.58,Male,No,No,No,Manhattan,Yes,No,No,,No,77.0,No,,No,No,No,No,No,32,Online,,,Yes,No,MN28,,No,Restaurant or bar,,No,,Sunday,No,No,No,No,5,Restaurant or bar,No,,Manhattan Core,Manhattan Core,No,Yes
11200044,10200044,19.55,Female,No,No,No,,No,No,No,,No,84.0,No,,No,No,No,Yes,No,80,Phone,,,No,No,,,No,Home,,No,In another parking garage or lot,Thursday,No,No,No,No,60,Home,Yes,,,,No,No
52201062,50201062,20.12,Female,No,No,No,Brooklyn,Yes,No,No,,No,79.0,No,,No,No,No,Yes,No,20,Phone,,,Yes,No,,,No,Other,,No,,Sunday,No,No,No,No,1,Other,No,,Outer Brooklyn,Outer Brooklyn,No,Yes
13200055,10200055,19.55,Male,No,No,No,The Bronx,Yes,No,No,Restaurant or bar,No,84.0,No,,No,No,No,Yes,No,50,Phone,,,Yes,No,,,No,Work,,No,,Thursday,No,No,No,No,5,Work,No,,Southern Bronx,Southern Bronx,No,Yes
1103557,103557,20.26,Female,No,No,No,Manhattan,No,No,No,,Yes,83.0,No,Yes,Yes,No,No,Yes,No,28,Online,No,No,Yes,No,BX01,No,No,"Entertainment event (i.e. sporting event, play, etc.)",No,No,,Friday,No,No,No,Yes,180,"Entertainment event (i.e. sporting event, play, etc.)",No,No,Manhattan Core,Southern Bronx,No,Yes
1101703,101703,20.12,Female,No,No,No,Manhattan,Yes,No,No,,No,79.0,Yes,,No,No,No,No,No,30,Online,,,No,No,MN17,,No,Friend or family member's home,,No,,Sunday,No,Yes,No,No,50,Friend or family member's home,No,,Manhattan Core,Manhattan Core,No,Yes
1105457,105457,,Male,No,No,No,Queens,Yes,No,No,,No,,No,,No,No,No,Yes,No,33,Online,,,No,No,QN03,,No,Friend or family member's home,,No,On the street,Sunday,No,No,No,No,25,Friend or family member's home,No,,Outer Queens,Outer Queens,No,Yes
2100020,100020,19.55,Female,No,No,No,Staten Island,Yes,No,No,,No,84.0,No,Yes,No,No,No,Yes,No,50,Online,No,No,Yes,Yes,MN24,No,No,Home,No,No,,Thursday,No,No,No,No,60,Home,No,No,Staten Island,Manhattan Core,No,Yes
1105501,105501,,Female,No,No,No,Brooklyn,Yes,No,No,Home,No,,No,,No,No,No,Yes,No,69,Online,,,Yes,No,BK46,,No,"Retail store (e.g. clothing, electronic, hardware, etc.)",,No,,Sunday,No,No,No,No,15,"Retail store (e.g. clothing, electronic, hardware, etc.)",No,,Outer Brooklyn,Outer Brooklyn,No,Yes
1102807,102807,20.23,Male,No,No,No,The Bronx,Yes,No,No,,No,71.0,No,Yes,No,No,No,Yes,No,31,Online,No,No,Yes,No,QN31,No,No,Work,No,No,,Saturday,No,No,No,No,50,Work,No,No,Northern Bronx,Inner Queens,No,Yes
1104511,104511,,Female,No,No,No,Manhattan,Yes,Yes,No,,No,,No,Yes,No,No,No,No,No,72,Online,No,No,Yes,No,MN01,No,No,Doctor's office or hospital,No,No,,Wednesday,No,Yes,No,No,45,Doctor's office or hospital,No,No,Manhattan Core,Northern Manhattan,No,Yes
1100171,100171,19.58,Female,No,No,No,Queens,Yes,No,No,Home,No,77.0,No,,No,No,No,Yes,No,37,Online,,,No,No,QN70,,No,Friend or family member's home,,No,In a single family home garage or driveway,Sunday,No,No,No,No,30,Friend or family member's home,No,,Outer Queens,Inner Queens,No,Yes
1100540,100540,20.05,Female,No,No,No,Staten Island,Yes,No,No,,No,71.0,No,,No,No,No,Yes,No,65,Online,,,No,No,SI54,,No,Work,,No,On the street,Sunday,No,No,No,No,25,Work,No,,Staten Island,Staten Island,No,Yes
55203033,50203033,,Male,No,No,No,Brooklyn,Yes,No,No,"Grocery store or market (including deli, bodega, etc.)",No,,No,,No,No,No,No,No,43,Phone,,,Yes,No,,,No,Home,,No,,Monday,No,Yes,No,No,30,Home,No,,Outer Brooklyn,Outer Brooklyn,No,Yes
14200820,10200820,20.09,Male,No,No,No,Brooklyn,Yes,No,No,,No,67.0,No,,No,No,No,Yes,No,18,Phone,,,Yes,No,,,No,Home,,No,,Thursday,No,No,No,No,20,Home,No,,Outer Brooklyn,Outer Brooklyn,No,Yes
1100600,100600,20.06,Female,No,No,No,Manhattan,Yes,No,No,,No,88.0,No,Yes,No,No,No,Yes,No,26,Online,No,No,Yes,No,BK60,No,No,School,No,No,,Monday,No,No,No,No,60,School,No,No,Northern Manhattan,Inner Brooklyn,No,Yes
1104329,104329,,Female,No,No,No,The Bronx,Yes,No,No,,No,,No,,No,No,No,Yes,No,47,Online,,,Yes,No,BX52,,No,Work,,No,,Tuesday,No,No,No,No,10,Work,No,,Northern Bronx,Northern Bronx,No,Yes
1102010,102010,20.17,Female,No,No,No,Manhattan,Yes,No,No,,No,80.0,No,Yes,No,No,No,Yes,No,53,Online,No,No,Yes,No,QN70,No,No,Work,No,No,,Friday,No,No,No,No,35,Work,No,No,Manhattan Core,Inner Queens,No,Yes
2105380,105380,,Male,No,No,No,Brooklyn,No,No,No,,No,,No,,No,No,No,Yes,No,69,Online,,,Yes,No,BK31,,No,Home,,No,,Sunday,No,No,No,Yes,2,Home,No,,Outer Brooklyn,Outer Brooklyn,No,No
2100146,100146,19.58,Male,No,No,No,Queens,Yes,No,No,,No,77.0,No,,No,No,No,Yes,No,21,Online,,,No,No,BK60,,No,Child's daycare facility or school,,No,In a shared driveway,Sunday,No,No,No,No,123,Child's daycare facility or school,No,,Outer Queens,Inner Brooklyn,No,Yes
1103877,103877,,Female,No,No,No,The Bronx,Yes,No,No,Home,No,,No,,No,No,No,Yes,No,22,Online,,,No,No,MN35,,No,Road/tunnel/bridge,,No,On the street,Monday,No,No,No,No,240,Outside of New York City,No,,Northern Bronx,Northern Manhattan,No,Yes
1103930,103930,,Male,No,No,No,Manhattan,Yes,No,No,,No,,No,,No,No,No,Yes,No,62,Online,,,Yes,No,MN35,,No,,,No,,Wednesday,No,No,No,No,2,,No,,Northern Manhattan,Northern Manhattan,No,Yes
1100401,100401,20.03,Male,No,No,No,Manhattan,Yes,No,No,,No,63.0,No,,No,No,No,Yes,No,72,Online,,,Yes,No,MN32,,No,Home,,No,,Friday,No,No,No,No,35,Home,No,,Manhattan Core,Manhattan Core,No,Yes
1100396,100396,20.03,Female,No,No,No,Manhattan,Yes,No,No,,No,63.0,No,,No,No,No,Yes,No,70,Online,,,Yes,No,MN09,,No,"Grocery store or market (including deli, bodega, etc.)",,No,,Friday,No,No,No,No,30,"Grocery store or market (including deli, bodega, etc.)",No,,Manhattan Core,Northern Manhattan,No,Yes
1104431,104431,,Male,No,No,No,Staten Island,Yes,No,No,Home,No,,No,,No,No,No,Yes,No,67,Online,,,No,No,SI24,,No,Road/tunnel/bridge,,No,In another parking garage or lot,Tuesday,No,No,No,No,75,Outside of New York City,No,,Staten Island,Staten Island,No,Yes
1102647,102647,20.22,Male,No,No,No,The Bronx,Yes,No,No,,Yes,66.0,No,Yes,No,No,No,Yes,No,58,Online,No,No,Yes,No,BX99,No,No,Home,No,No,,Saturday,No,No,No,No,25,Home,No,No,Southern Bronx,NOT CODED,No,Yes
1105230,105230,,Female,No,No,No,The Bronx,Yes,No,No,,No,,No,Yes,No,No,No,Yes,No,43,Online,No,No,Yes,No,BX49,No,No,"Grocery store or market (including deli, bodega, etc.)",No,No,,Saturday,No,No,No,No,60,"Grocery store or market (including deli, bodega, etc.)",No,No,Northern Bronx,Northern Bronx,No,Yes
1104476,104476,,Female,No,No,No,Manhattan,No,No,No,,No,,No,Yes,No,No,No,No,No,77,Online,No,No,Yes,No,MN31,No,No,Child's daycare facility or school,Yes,No,,Wednesday,No,No,Yes,No,8,Child's daycare facility or school,No,No,Manhattan Core,Manhattan Core,No,
1101911,101911,20.15,Male,No,No,No,Manhattan,Yes,No,No,,No,83.0,No,Yes,No,No,No,No,No,30,Online,No,No,Yes,No,MN35,No,No,Work,No,No,,Wednesday,No,Yes,No,No,50,Work,No,No,Manhattan Core,Northern Manhattan,No,Yes
1104927,104927,,Female,No,No,No,The Bronx,No,No,No,,Yes,,No,,No,No,No,Yes,No,49,Online,,,Yes,No,BX39,,No,,,No,,Friday,No,No,No,Yes,20,,No,,Southern Bronx,Southern Bronx,No,Yes
1105400,105400,,Female,No,No,No,Brooklyn,Yes,No,No,,No,,No,,No,No,No,Yes,No,52,Online,,,Yes,No,BK83,,No,Other,,No,,Sunday,No,No,No,No,10,Other,No,,Outer Brooklyn,Outer Brooklyn,No,No
1104797,104797,,Male,No,No,No,Queens,Yes,No,No,,No,,No,,No,No,No,Yes,No,40,Online,,,No,No,QN70,,No,Work,,No,On the street,Thursday,No,No,No,No,20,Work,No,,Outer Queens,Inner Queens,No,Yes
1101906,101906,20.15,Male,No,No,No,Brooklyn,Yes,No,No,,No,83.0,No,,No,No,No,Yes,No,67,Online,,,No,No,BK61,,No,Doctor's office or hospital,,No,On the street,Wednesday,No,No,No,No,15,Doctor's office or hospital,No,,Inner Brooklyn,Inner Brooklyn,No,Yes
1100602,100602,20.06,Male,No,No,No,Manhattan,Yes,No,No,,No,88.0,No,Yes,No,No,No,Yes,No,28,Online,No,No,Yes,No,MN15,No,No,Work,No,No,,Monday,No,No,No,No,30,Work,No,No,Manhattan Core,Manhattan Core,No,Yes
1103743,103743,20.27,Male,No,No,No,Queens,Yes,No,No,,No,73.0,No,,No,No,No,Yes,No,39,Online,,,Yes,No,QN17,,No,Home,,No,,Sunday,No,No,No,No,1,Home,No,,Middle Queens,Middle Queens,No,Yes
1101310,101310,20.11,Female,No,No,No,The Bronx,Yes,No,No,,No,81.0,No,,No,No,No,No,No,70,Online,,,Yes,No,BX44,,No,Home,,No,,Saturday,No,No,No,No,10,Home,No,,Northern Bronx,Northern Bronx,No,Yes
52200934,50200934,20.11,Male,No,No,No,The Bronx,Yes,No,No,,No,81.0,No,,No,No,No,Yes,No,42,Phone,,,Yes,No,,,No,Other,,No,,Saturday,No,No,No,No,20,Other,No,,,,No,No
1100050,100050,19.55,Female,No,No,No,Queens,Yes,No,No,,No,84.0,No,Yes,No,No,No,Yes,No,18,Online,No,No,Yes,No,QN61,No,No,School,No,No,,Thursday,No,No,No,No,45,School,No,No,Outer Queens,Middle Queens,No,Yes
1101817,101817,20.12,Female,No,No,No,Manhattan,Yes,No,No,Home,Yes,79.0,No,,No,No,No,Yes,No,19,Online,,,Yes,No,MN99,,No,"Grocery store or market (including deli, bodega, etc.)",,No,,Sunday,No,No,No,No,30,"Grocery store or market (including deli, bodega, etc.)",No,,Northern Manhattan,NOT CODED,No,Yes
1102549,102549,20.22,Male,No,No,No,Queens,Yes,No,No,,No,87.0,No,,No,No,No,Yes,No,62,Online,,,No,No,QN53,,No,Other,,No,Other,Thursday,No,No,No,No,4,Other,No,,Outer Queens,Middle Queens,No,Yes
1104568,104568,,Male,No,No,No,Manhattan,Yes,No,No,,No,,No,Yes,No,No,No,Yes,No,32,Online,No,No,Yes,No,BK61,No,No,Work,No,No,,Wednesday,No,No,No,No,60,Work,No,No,Manhattan Core,Inner Brooklyn,No,Yes
1105458,105458,,Female,Yes,No,No,Queens,Yes,No,No,,No,,No,,No,No,No,Yes,No,44,Online,,,No,No,QN15,,No,Home,,No,,Sunday,No,No,No,No,0,Home,No,,Outer Queens,Outer Queens,No,Yes
1103224,103224,20.24,Male,No,No,No,Manhattan,Yes,No,No,,No,71.0,No,,No,No,No,Yes,No,30,Online,,,Yes,No,MN21,,No,Work,,No,,Tuesday,No,No,No,No,20,Work,No,,Manhattan Core,Manhattan Core,No,Yes
13200998,10200998,20.1,Male,No,No,No,The Bronx,Yes,No,No,,No,56.0,No,,No,No,No,No,No,41,Phone,,,Yes,No,,,No,Park/Recreational area/Gym,,No,,Friday,No,Yes,No,No,10,Park/Recreational area/Gym,No,,,,No,Yes
1101296,101296,20.11,Male,No,No,No,Manhattan,Yes,No,No,"Retail store (e.g. clothing, electronic, hardware, etc.)",No,81.0,No,Yes,No,No,No,No,No,55,Online,No,No,Yes,No,MN36,No,No,"Retail store (e.g. clothing, electronic, hardware, etc.)",No,No,,Saturday,No,Yes,No,No,45,"Retail store (e.g. clothing, electronic, hardware, etc.)",No,No,Manhattan Core,Northern Manhattan,No,Yes
1102053,102053,20.17,Female,No,No,No,Brooklyn,Yes,No,No,,No,80.0,No,Yes,No,No,No,Yes,No,51,Online,No,No,Yes,No,SI05,No,No,"Entertainment event (i.e. sporting event, play, etc.)",No,No,,Saturday,No,No,No,No,59,"Entertainment event (i.e. sporting event, play, etc.)",No,No,Outer Brooklyn,Staten Island,No,Yes
1102276,102276,20.2,Male,No,No,No,Staten Island,No,No,No,,No,78.0,No,,No,No,No,No,No,69,Online,,,No,No,SI99,,No,"Retail store (e.g. clothing, electronic, hardware, etc.)",,No,In another parking garage or lot,Tuesday,No,Yes,No,Yes,20,"Retail store (e.g. clothing, electronic, hardware, etc.)",No,,Staten Island,NOT CODED,No,Yes
2100197,100197,19.59,Female,No,No,No,Manhattan,Yes,No,No,Home,No,74.0,No,,No,No,No,Yes,No,34,Online,,,No,No,QN35,,No,Work,,No,On the street,Sunday,No,No,No,No,50,Work,No,,Manhattan Core,Middle Queens,No,Yes
12202903,10202903,20.23,Male,No,No,No,,Yes,No,No,Home,No,71.0,No,,No,No,No,Yes,No,60,Phone,,,Yes,No,,,No,Home,,No,,Sunday,No,No,No,No,300,Home,No,,,,No,No
1100182,100182,19.58,Male,No,No,No,Queens,Yes,No,No,,No,77.0,No,,No,No,No,Yes,No,55,Online,,,No,No,QN42,,No,Friend or family member's home,,No,On the street,Sunday,No,No,No,No,5,Friend or family member's home,No,,Outer Queens,Outer Queens,No,Yes
1100654,100654,20.07,Female,No,No,No,Staten Island,Yes,No,No,Home,No,64.0,No,,No,No,No,Yes,No,67,Online,,,No,No,SI24,,No,"Retail store (e.g. clothing, electronic, hardware, etc.)",,No,In another parking garage or lot,Tuesday,No,No,No,No,20,"Retail store (e.g. clothing, electronic, hardware, etc.)",No,,Staten Island,Staten Island,No,Yes
1102957,102957,20.23,Female,No,No,No,Staten Island,No,No,No,,No,71.0,No,,No,No,No,Yes,No,49,Online,,,Yes,No,SI45,,No,Home,,No,,Sunday,No,No,No,Yes,40,Home,No,,Staten Island,Staten Island,No,Yes
13201610,10201610,20.16,Male,No,No,No,The Bronx,Yes,No,No,School,No,86.0,No,,No,No,No,Yes,No,27,Phone,,,No,No,,,No,Home,,No,On the street,Thursday,No,No,No,No,60,Home,No,,Southern Bronx,Southern Bronx,No,Yes
12200646,10200646,20.07,Male,No,No,No,,Yes,No,No,,No,64.0,No,,No,No,No,Yes,No,39,Phone,,,Yes,No,,,No,Home,,No,,Tuesday,No,No,No,No,15,Home,No,,,,No,Yes
1104309,104309,,Female,No,No,No,Manhattan,Yes,No,No,,No,,No,Yes,No,No,No,Yes,No,52,Online,No,No,Yes,No,BX34,No,No,Work,No,No,,Tuesday,No,No,No,No,40,Work,No,No,Northern Manhattan,Southern Bronx,No,Yes
1103254,103254,20.25,Female,No,No,No,Manhattan,Yes,No,No,,No,71.0,No,,No,No,No,Yes,No,35,Online,,,No,No,BX41,,No,Work,,No,In a garage or lot in your apartment building,Tuesday,No,No,No,No,30,Work,No,,Northern Manhattan,Southern Bronx,No,Yes
1103907,103907,,Female,No,No,No,The Bronx,Yes,No,No,,No,,No,,No,No,No,Yes,No,18,Online,,,Yes,No,BX27,,No,"Grocery store or market (including deli, bodega, etc.)",,No,,Tuesday,No,No,No,No,6,"Grocery store or market (including deli, bodega, etc.)",No,,Southern Bronx,Southern Bronx,No,Yes
1100307,100307,20.01,Female,No,No,No,Manhattan,Yes,No,No,,No,66.0,No,Yes,No,No,No,No,No,48,Online,No,No,Yes,No,MN15,No,No,Work,No,No,,Wednesday,No,No,No,No,30,Work,No,No,Manhattan Core,Manhattan Core,No,Yes
2100182,100182,19.58,Male,No,No,No,Queens,Yes,No,No,Friend or family member's home,No,77.0,No,,No,No,No,Yes,No,55,Online,,,No,No,QN42,,No,"Grocery store or market (including deli, bodega, etc.)",,No,On the street,Sunday,No,No,No,No,5,"Grocery store or market (including deli, bodega, etc.)",No,,Outer Queens,Outer Queens,No,Yes
1101812,101812,20.12,Male,No,No,No,Queens,Yes,No,No,,No,79.0,No,Yes,No,No,No,Yes,No,60,Online,No,No,Yes,No,QN17,No,No,Doctor's office or hospital,No,No,,Sunday,No,No,No,No,15,Doctor's office or hospital,No,No,Middle Queens,Middle Queens,No,Yes
2100067,100067,19.56,Female,No,No,No,Manhattan,Yes,No,No,,No,76.0,No,,No,No,No,Yes,No,35,Online,,,No,No,MN40,,No,Home,,No,,Friday,No,No,No,No,10,Home,No,,Manhattan Core,Manhattan Core,No,Yes
1100985,100985,20.1,Male,No,No,No,Queens,Yes,No,No,,No,56.0,No,,No,No,No,Yes,No,40,Online,,,No,No,QN54,,No,Work,,No,In another parking garage or lot,Friday,No,No,No,No,40,Work,No,,Outer Queens,Middle Queens,No,Yes
1100325,100325,20.01,Male,No,No,No,Brooklyn,Yes,No,No,,Yes,66.0,No,Yes,No,No,No,No,No,25,Online,No,No,Yes,No,BK37,No,No,Work,No,No,,Wednesday,No,Yes,No,No,20,Work,No,No,Inner Brooklyn,Inner Brooklyn,No,Yes
12201519,10201519,20.16,Female,No,No,No,,Yes,No,No,,No,86.0,No,,No,No,No,Yes,No,50,Phone,,,Yes,No,,,No,Home,,No,,Thursday,No,No,No,No,45,Home,No,,,,No,No
