day_id,hh_id,no_travel_5,no_travel_8,no_travel_7,no_travel_99
220015660106,22001566,995,995,995,995
220015180101,22001518,995,995,995,995
220052580103,22005258,995,995,995,995
220140460106,22014046,995,995,995,995
220132930105,22013293,995,995,995,995
220067850103,22006785,995,995,995,995
220059940103,22005994,995,995,995,995
220065390102,22006539,995,995,995,995
220085330104,22008533,995,995,995,995
220089170103,22008917,995,995,995,995
220029180101,22002918,995,995,995,995
220124910102,22012491,995,995,995,995
220140460103,22014046,1,0,0,0
220004300101,22000430,995,995,995,995
220097390103,22009739,995,995,995,995
220083910106,22008391,995,995,995,995
220029830102,22002983,0,0,0,0
220053590106,22005359,995,995,995,995
220023900106,22002390,0,0,0,0
220140460101,22014046,995,995,995,995
220156920104,22015692,995,995,995,995
220111490101,22011149,995,995,995,995
220062480102,22006248,0,0,0,0
220025700106,22002570,995,995,995,995
220046830102,22004683,0,0,0,0
220045450102,22004545,0,0,0,0
220027980106,22002798,995,995,995,995
220148690103,22014869,995,995,995,995
220087620103,22008762,995,995,995,995
220119740102,22011974,995,995,995,995
220151830107,22015183,995,995,995,995
220065770107,22006577,995,995,995,995
220040460102,22004046,995,995,995,995
220022870102,22002287,995,995,995,995
220050220107,22005022,995,995,995,995
220012230103,22001223,995,995,995,995
220156920105,22015692,995,995,995,995
220116190104,22011619,995,995,995,995
220040350103,22004035,995,995,995,995
220006550103,22000655,995,995,995,995
220156920106,22015692,995,995,995,995
220067850104,22006785,995,995,995,995
220001050104,22000105,995,995,995,995
220154120103,22015412,0,0,0,0
220036650101,22003665,995,995,995,995
220123720103,22012372,995,995,995,995
220023900102,22002390,0,0,0,1
220060630106,22006063,0,0,0,0
220001280107,22000128,995,995,995,995
220018170107,22001817,995,995,995,995
220009910106,22000991,0,0,0,0
220012760105,22001276,995,995,995,995
220053590102,22005359,995,995,995,995
220125260101,22012526,0,0,0,0
220009910103,22000991,995,995,995,995
220030580107,22003058,995,995,995,995
220018170103,22001817,995,995,995,995
220004300107,22000430,995,995,995,995
220001050107,22000105,0,0,0,0
220144480104,22014448,995,995,995,995
220110230101,22011023,995,995,995,995
220092210101,22009221,0,0,1,0
220025890104,22002589,995,995,995,995
220149260101,22014926,995,995,995,995
220011280106,22001128,995,995,995,995
220050220105,22005022,995,995,995,995
220075220101,22007522,995,995,995,995
220123720106,22012372,995,995,995,995
220142120101,22014212,995,995,995,995
220154120107,22015412,995,995,995,995
220120480104,22012048,0,0,0,0
220144480107,22014448,995,995,995,995
220015660103,22001566,995,995,995,995
220011280104,22001128,995,995,995,995
220051350102,22005135,0,0,0,0
220083910103,22008391,995,995,995,995
220030580105,22003058,995,995,995,995
220113300104,22011330,0,0,0,0
220067850105,22006785,995,995,995,995
220004300106,22000430,995,995,995,995
220111620103,22011162,995,995,995,995
220032230105,22003223,995,995,995,995
220134610106,22013461,995,995,995,995
220134480102,22013448,995,995,995,995
220097390102,22009739,995,995,995,995
220078890101,22007889,995,995,995,995
220032960102,22003296,995,995,995,995
220087780101,22008778,995,995,995,995
220022870103,22002287,995,995,995,995
220134530107,22013453,995,995,995,995
220089170101,22008917,995,995,995,995
220036490107,22003649,995,995,995,995
220040460103,22004046,995,995,995,995
220069540106,22006954,995,995,995,995
220080310102,22008031,995,995,995,995
220078890104,22007889,0,0,0,0
220069540107,22006954,995,995,995,995
220148690101,22014869,995,995,995,995
220052600101,22005260,995,995,995,995
220075220105,22007522,995,995,995,995
220151830104,22015183,995,995,995,995
220103060106,22010306,995,995,995,995
220103210101,22010321,995,995,995,995
220065390103,22006539,0,0,0,0
220071200104,22007120,995,995,995,995
220133970104,22013397,995,995,995,995
220048470105,22004847,995,995,995,995
220154120101,22015412,995,995,995,995
220156920103,22015692,995,995,995,995
220123720105,22012372,0,0,0,0
220055640107,22005564,995,995,995,995
220000500104,22000050,995,995,995,995
220000500101,22000050,995,995,995,995
220120480107,22012048,995,995,995,995
220025890101,22002589,995,995,995,995
220083960103,22008396,0,0,0,0
220052580101,22005258,995,995,995,995
220125220106,22012522,995,995,995,995
220142000106,22014200,995,995,995,995
220030590103,22003059,995,995,995,995
220064910104,22006491,995,995,995,995
220062480105,22006248,0,0,0,0
220116190101,22011619,995,995,995,995
220004600105,22000460,0,0,0,0
220092030105,22009203,0,0,0,0
220046830107,22004683,0,0,0,0
220015660105,22001566,995,995,995,995
220087780107,22008778,995,995,995,995
220040460105,22004046,995,995,995,995
220051350105,22005135,0,0,0,0
220037850107,22003785,995,995,995,995
220056660104,22005666,995,995,995,995
220065770103,22006577,995,995,995,995
220045450105,22004545,995,995,995,995
220071200106,22007120,995,995,995,995
220154590104,22015459,995,995,995,995
220006550107,22000655,0,0,0,0
220053590107,22005359,995,995,995,995
220031510106,22003151,995,995,995,995
220103060101,22010306,995,995,995,995
220092210105,22009221,995,995,995,995
220011280107,22001128,995,995,995,995
220050220104,22005022,995,995,995,995
220152270106,22015227,0,0,0,0
220089170106,22008917,995,995,995,995
220019890104,22001989,995,995,995,995
220048470107,22004847,995,995,995,995
220059940104,22005994,995,995,995,995
220080790104,22008079,995,995,995,995
220087620104,22008762,0,0,0,0
220040460106,22004046,995,995,995,995
220120960101,22012096,995,995,995,995
220140640103,22014064,995,995,995,995
220070180107,22007018,995,995,995,995
220116190102,22011619,995,995,995,995
220042930102,22004293,995,995,995,995
220018170105,22001817,995,995,995,995
220018170106,22001817,995,995,995,995
220084910102,22008491,0,0,0,0
220151460103,22015146,995,995,995,995
220046980106,22004698,995,995,995,995
220090190103,22009019,995,995,995,995
220058960106,22005896,0,1,0,0
220089370101,22008937,995,995,995,995
220007680106,22000768,995,995,995,995
