trip_id,bike_park_loc,transit_type,scooter_park_location,d_purpose_category_linked,mode_priority_nyc,distance_miles,r_timeofday,travel_date,ev_charge_station_level_997,park_location,duration_minutes,ev_charge_station_level_2,work_trip,d_county,person_num,ev_charge_station_level_1,r_d_purpose_category_linked,depart_minute,unlinked_trip
2200065501028,995,995,995,10,49,3.129846404,5,2022-10-29T00:00:00.000,995,995,8,995,0,36061,1,995,7,41,0
2200258901016,995,10,995,1,1,0.370520401,3,2022-10-07T00:00:00.000,995,995,7,995,0,36005,1,995,1,33,1
2200197701001,995,10,995,3,1,0.228419557,1,2022-10-23T00:00:00.000,995,995,10,995,0,36005,1,995,3,12,1
2200258901013,995,10,995,2,1,0.377215593,1,2022-10-07T00:00:00.000,995,995,8,995,1,36047,1,995,2,56,1
2200144001013,995,995,995,12,1,0.428647012,2,2022-10-16T00:00:00.000,995,995,17,995,0,36005,1,995,13,40,0
2200197701007,995,10,995,9,30,6.721608661,4,2022-10-23T00:00:00.000,995,995,36,995,0,36061,1,995,9,4,1
2200127601031,995,995,995,1,6,0.174338291,2,2022-10-09T00:00:00.000,995,3,2,995,0,36005,1,995,1,11,0
2200258301020,995,995,995,8,1,0.195383356,2,2022-10-09T00:00:00.000,995,995,3,995,0,36005,1,995,8,9,0
2200258901006,995,10,995,1,1,0.253231604,4,2022-10-04T00:00:00.000,995,995,6,995,0,36005,1,995,1,46,1
2200112801033,995,12,995,10,1,0.347258736,2,2022-11-01T00:00:00.000,995,995,6,995,0,36005,1,995,7,46,1
2200181701017,995,995,995,2,1,1.228738396,1,2022-10-20T00:00:00.000,995,995,32,995,1,36005,1,995,2,37,0
2200183001038,995,995,995,7,1,0.322927922,3,2022-10-15T00:00:00.000,995,995,9,995,0,36005,1,995,7,43,0
2200181701005,995,995,995,8,1,0.163971908,2,2022-10-16T00:00:00.000,995,995,3,995,0,36005,1,995,8,29,0
2200053301007,995,10,995,2,23,2.238252098,5,2022-10-06T00:00:00.000,995,995,34,995,1,36005,1,995,2,57,1
2200122301015,995,995,995,6,1,0.181359522,2,2022-10-06T00:00:00.000,995,995,5,995,0,36081,1,995,6,39,0
2200183001045,995,995,995,8,1,0.227907903,2,2022-10-17T00:00:00.000,995,995,2,995,0,36061,1,995,8,10,0
2200161101001,997,12,995,1,55,2.86039326,5,2022-10-18T00:00:00.000,995,995,0,995,0,36005,1,995,1,42,1
2200076801078,995,10,995,2,30,,2,2022-10-08T00:00:00.000,995,995,0,995,1,36061,1,995,2,24,1
2200053301011,995,10,995,1,23,2.254137789,3,2022-10-06T00:00:00.000,995,995,19,995,0,36005,1,995,1,44,1
2200122301016,995,995,995,6,1,0.200443,2,2022-10-06T00:00:00.000,995,995,5,995,0,36081,1,995,6,53,0
2200005001004,995,995,995,1,1,0.274326244,4,2022-10-18T00:00:00.000,995,995,26,995,0,36005,1,995,1,21,0
2200127601015,995,995,995,9,6,61.6232671,4,2022-10-07T00:00:00.000,995,1,96,995,0,36071,1,995,9,48,0
2200468301010,995,10,995,1,30,,4,2022-10-06T00:00:00.000,995,995,0,995,0,36005,1,995,1,1,1
2200065501023,995,995,995,6,6,8.22652208,2,2022-10-28T00:00:00.000,995,4,41,995,0,36005,1,995,6,27,0
2200112801031,995,12,995,10,30,1.482753804,2,2022-11-01T00:00:00.000,995,995,6,995,0,36005,1,995,7,19,1
2200060701051,995,11,995,2,1,0.189341818,2,2022-10-20T00:00:00.000,995,995,2,995,1,36061,1,995,2,30,1
2200112801026,995,12,995,8,61,1.630386035,4,2022-10-31T00:00:00.000,995,995,24,995,0,36005,1,995,8,0,1
2200053301009,995,995,995,2,1,0.134343222,2,2022-10-06T00:00:00.000,995,995,2,995,1,36005,1,995,2,59,0
