cfmc_case_id,qsharetravelcode06,qtripplanning7,gfocusaa1_qfocusaa5_ma5,gcarreduce1_qcarreduce2_ma,gfocusaa1_qfocusaa1_ma4,qtemphigh_append,qsharetravelcode02,qtripplanning2,qusetravelcode15,qagegender,qusetravelcode25,qagecode_final2,qridehail8,qdisability3,qtimehome4,qschooltravelcode02,qziptravel8,qschooltravelcode18,qemployment,qsharepurpose08,qridehail7,qzipwork3,qschooltransitfrom7,gfocusaa1_qfocusaa1_ma8,qshare5,qpreridehailcode09,qbenefits10,gfocusaa1_qfocusaa5b_ma6,weekend_number_of_trips,qschooltransitfrom5,gfocusaa1_qfocusaa5b_ma3,gfreight1_qfreight4_ma,qbikestore1,qschooltransitfrom4,qpreridehailcode12,qschooltravelcode03,qsharetravelcode08,gfocusaa1_qfocusaa6_ma1,qtimehome5,agegenwt,qpreridehailcode20,qbiketype2,qbiketype5,qtemplow_append,qridehailpurpose02,qschooltravelcode22,gfocusaa1_qfocusaa4_ma7,qreachtravel4,qziptravel_other7,qusetravelcode18,gfocusaa1_qfocusaa2_ma2,qbikestore5,qridehailpurpose10,qbikestore9,qwpsurveyzone06,qshare3,qbenefits01,qbikestore_other7,qsharetravelcode03,qwpsurveyzone02,qpreridehailcode10,gfocusaa1_qfocusaa2_ma4,qborough2,qnocitibike5,gimprove1_qimprove5_ma,qshare4,qbenefits08,filt_number_of_trips,gcarincrease1_qcarincrease2_ma,qpreridehailcode21,gfocusaa1_qfocusaa5b_ma4,gcarreduce1_qcarreduce5_ma,qsharetravelcode07,gcarincrease1_qcarincrease6_ma,qschooltravelcode26,qsharepurpose04,qtimehome2,qdisability2,qridehailpurpose_other9,qschooltravelcode04,gfocusaa1_qfocusaa2_ma8,eduwt,qpreridehailcode23,starttime_est,qcarmiles,qbenefits_other11,qcarpark2,gfocusaa1_qfocusaa2_ma6,qpreridehailcode03,weekday_filt_trips,qchildrenschoolzip4,gfocusaa1_qfocusaa4_ma2,qlanguageoe,qborough3,gfocusaa1_qfocusaa1_ma3,qsharepurpose05,qtripplanning1,qtripplanning5,qrace_other6,qpreridehailcode06,qsharepurpose06,qusetravelcode10,qschooltravelcode23,qbikestore2,qusetravelcode04,qnumber_of_trips_taken,qsharetravelcode04,gfocusaa1_qfocusaa5_ma3,qridehail_freq,gfocusaa1_qfocusaa3_ma2,qprecipitation_append,qtimehome6,qridehailpurpose01,qnocitibike6,qsharetravelcode25,qridehailpurpose03,gfocusaa1_qfocusaa4_ma5,qridehailpurpose08,gfreight1_qfreight2_ma,qbiketype1,qbenefits06,gfocusaa1_qfocusaa2_ma3,qnocitibike7,qschooltravelcode09,qsafety6,qbenefits12,qnocitibike4,gfocusaa1_qfocusaa3_ma8,qschooltransitfrom3,qbikestore3,qziptravel6,qusetravelcode13,boroughwt,qtimework3,qage,qborough4,qwelfare2,qemployment_other10,gfocusaa1_qfocusaa1_ma1,qpreridehailcode24,qbikestore7,qschooltravelcode25,qziptravel3,gfocusaa1_qfocusaa6_ma3,qrent,qsharepurpose03,qschooltransitto_other5,qusetravelcode23,qtimehome1,qusetravelcode02,qsharetravelcode10,qagecode_final5,gcarincrease1_qcarincrease5_ma,gcarreduce1_qcarreduce6_ma,qpreridehailcode15,qzipcmb,gfocusaa1_qfocusaa5b_ma1
10001837, ,0,0, ,0,84, ,0,0,10,0,0,0,1, ,1, ,0,8, ,0, ,0,0,0, , ,0, ,0,0,4,0,0, ,0, ,1, ,5, ,0,0,71, ,0,0, , ,0,0,0, ,0, ,0, , , , , ,0,0,1,4,0, , , , ,0, , , ,0, , ,0, ,0,0,2, ,2017-06-24T00:00:00.000,2, ,0,0, , , ,0,1,0,0, ,0,1, , , ,0,0,0,0,0.0, ,0, ,0,1.29, , ,0, , ,0, ,3,1, ,1,0,0,2, ,0,0,0,1, ,0,2, ,42,0,0, ,1, ,0,0, ,0,2.0, , ,0, ,0, ,0, , , ,11215,1
10002211, ,0,1, ,1,78, ,0,1,9,0,1,0,0, , , , ,1, ,0, , ,0,0,0,0,1, , ,1,5,0, ,0, , ,0, ,4,0,0,0,61,0, ,0, , ,0,0,0,0,0, ,0,0, , , ,0,0,0,0,3,0,0, , ,0,0, , , , , , ,0, , ,0,2,0,2017-06-28T00:00:00.000, , , ,0,1, , ,0,1,0,0, ,1,0, ,0, ,0, ,0,0,0.0, ,0,3,1,0.0, ,1,0, ,0,0,0,4,1,0,0,0, , ,0,1,0, ,0, ,0,2, ,33,0,0, ,0,0,0, , ,0,1.0, , ,0,6pm,1, ,0, , ,0,11210,0
10000784, ,0,1, ,0,70, ,0,0,12,0,0,0,1, ,0, ,0,8, ,0, ,0,0,0, , ,1,1,0,1,4,0,0, ,0, ,1, ,6, ,0,0,56,0,0,0, , ,0,0,0,0,0, ,0, , , , , ,1,0,0,4,0, ,1,5, ,0, , ,2,0, , ,0, ,1,0,2, ,2017-06-05T00:00:00.000,3, ,0,0, , , ,1,1,1,0, ,1,0, , , ,0,0,0,0,1.0, ,1,6,0,0.09, ,0,0, ,0,1,0,4,1, ,1,0,0,2, ,0,0,0,0, ,0,3, ,60,0,0, ,0, ,0,0, ,0,2.0, , ,0, ,0, ,1,1, , ,11414,1
10000774, ,0,0,5,0,70, ,0,0,13,0,0,0,0, , , , ,8, ,0, , ,1,0, , ,0,1, ,0,5,0, , , , ,0, ,6, ,0,0,56, , ,0, , ,0,0,0, ,0, ,0, , , , , ,0,0,1,3,0, ,1, , ,0,5, , , , , ,0, , ,1,2, ,2017-06-05T00:00:00.000,2, ,1,0, , , ,1,1,0,0, ,0,1, , , ,0, ,0,0,1.0, ,0, ,0,0.09, , ,0, , ,1, ,3,1, ,0,0, ,6, ,0,1, ,0, ,0,5, ,67,1,0, ,0, ,0, , ,0,1.0, , ,0, ,0, ,0, ,5, ,10308,0
10001658, ,0,0, ,1,83, ,0,0,10,0,0,0,0, ,0, ,0,4, ,0, ,0,0,0,0, ,1, ,0,1,4, ,0,0,0, ,0, ,5,0, , ,71,0,0,1, , ,0,0, ,0, , ,0, , , , ,0,0,1,1,1,0, , , ,0,0, , , ,0, , ,0, ,1,0,2,0,2017-06-21T00:00:00.000, , , ,0,0, , ,0,1,0,1, ,0,1, ,0, ,0,0, ,0,0.0, ,0,5,0,0.0, ,0,0, ,0,0,0,6, , ,0,0,0, , ,0,0,0, , ,0,1, ,42,0,1, ,1,0, ,0, ,0,1.0, , ,0, ,1, ,0, , ,0,10035,1
10001431, ,0,0, ,0,76, ,0,0,6,0,0,0,0,5 30, , , ,2, ,0, , ,0,0,0,0,0, , ,0,3,0, ,0, , ,0, ,3,0,0,0,64,1, ,1, , ,0,0,0,0,0,0,0,0, , ,0,0,0,1,0,2,0,0,2, ,0,1, , , , , , ,0, , ,0,2,0,2017-06-16T00:00:00.000, , , ,0,0,2, ,0,1,0,0, ,0,1, ,0, ,0, ,0,1,2.0, ,0,3,0,0.0, ,0,0, ,0,0,0,3,1,0,0,0, , ,0,0,0, ,1, ,0,1, ,78,0,0, ,1,0,0, , ,0,2.0, , ,0, ,1, ,0, , ,0,10028,0
10002047, ,0,0, ,1,77, ,0,0,11,0,0,0,0, ,0, ,0,1, ,0, , ,0,0,0,0,1, , ,0,3,0, ,0,0, ,1, ,5,0,0,0,60,0,0,0, , ,0,1,0,0,0,0,0,0, , ,0,0,1,0,0,1,0,0, , ,0,0, , , ,0, , ,0, ,0,0,2,0,2017-06-27T00:00:00.000,7, ,0,0,1, , ,1,1,1,0, ,1,0, ,0, ,0,0,1,0,0.0, ,0,1,0,0.18, ,1,0, ,0,0,0,4,1,0,0,0,0,1,0,0,0, ,0, ,0,3, ,45,0,0, ,0,0,0,0, ,0,2.0, , ,0,4 pm,1, ,0, , ,0,11434,0
10000779, ,0,1, ,1,70, ,0,1,12,0,0,0,0, , , , ,8, ,0, , ,0,0, , ,0,3, ,0,5,0, , , , ,0, ,6, ,0,0,56, , ,0, , ,0,1,0, ,0, ,0, , , , , ,0,0,0,2,0, ,3, , ,0, , , , , , ,0, , ,0,2, ,2017-06-05T00:00:00.000,3, ,1,1, , , ,1,1,0,0, ,0,0, , , ,0, ,0,0,3.0, ,1, ,0,0.09, , ,0, , ,1, ,4,1, ,1,0, ,1, ,0,0, ,0, ,0,5, ,62,1,0, ,1, ,0, , ,0,2.0, , ,0, ,1, ,1, , , ,10314,0
10000350, ,0,0, ,1,61, ,0,0,14,0,0,0,1, , , , ,10, ,0, , ,0,0, , ,0, , ,0,5, , , , , ,0, ,7, , , ,53, , ,1, , ,0,0, , , , ,0, , , , , ,0,0,0,3,0, , , , ,0, , , , , , ,0, , ,0,1, ,2017-05-23T00:00:00.000, , , ,0, , , ,0,1,0,0, ,0,1, , , ,0, , ,0,0.0, ,0, ,0,0.59, , ,0, , ,0, ,3, , ,0,1, , , ,0,0, , , ,0,2, ,999,0,0, ,0, , , , ,0,2.0, , ,0, ,0, ,0, , , ,11215,0
10001736, ,0,0, ,1,83, ,0,0,6,0,0,0,0, , , , ,10, ,0, , ,0,0, , ,0, , ,0,6,0, , , , ,0, ,3, ,0,0,68, , ,1, , ,0,1,0, ,0, ,0, , , , , ,1,0,0,2,0, ,2, , ,0, , , , , , ,0, , ,0,1, ,2017-06-22T00:00:00.000, , , ,0, ,2, ,0,2,1,1, ,0,1, , , ,0, ,1,0,2.0, ,0, ,0,0.0, , ,0, , ,0, ,6,1, ,1,0, , , ,1,0, ,0, ,0,3, ,81,0,0, ,1, ,0, , ,0,1.0, , ,0, ,0, ,0, , , ,11372,0
10001063, ,0,0, ,0,69, ,0,0,13,0,0,0,1, ,0, ,0,8, ,0, ,0,0,0,0, ,1, ,0,0,5,0,0,0,0, ,0, ,6,0,0,0,55,0,0,0, , ,0,0,0,0,0, ,0, , , , ,0,0,0,1,2,0, ,3, ,0,0, , , ,0, , ,0, ,1,0,2,0,2017-06-09T00:00:00.000,7, ,0,0,1,3, ,0,1,1,0, ,0,1, ,0, ,0,0,1,0,3.0, ,0,5,0,0.0, ,0,1, ,0,0,0,5,1, ,0,0,0,3, ,0,0,0,0, ,0,3, ,75,0,0, ,1,0,0,0, ,0,1.0, , ,0, ,1, ,0, , ,0,11355,0
10000763, ,0,0, ,0,73, ,0,0,9,0,1,0,0, ,0, ,0,1, ,0, , ,0,0, ,0,0,2, ,0,4,0, , ,0, ,0, ,4, ,0,0,55, ,0,1, , ,0,1,0, ,0,0,0,0, , ,0, ,0,0,0,1,0,0,2, , ,0, , , ,0, , ,0, ,0,0,2, ,2017-06-04T00:00:00.000, , , ,0, , , ,0,1,0,0, ,1,0, , , ,0,0,1,0,2.0, ,0, ,0,0.01, , ,0, , ,0, ,6,1,0,0,0,0, ,0,0,0, ,0, ,0,4, ,34,0,0, ,1, ,0,0, ,0,1.0, , ,0,6pm,1, ,0, , , ,10466,0
10000573, ,0,0, ,0,79, ,0,0,6,0,0,0,1, , , , ,8, ,0, , ,0,0, , ,0, , ,0,4, , , , , ,0, ,3, , , ,59, , ,0, , ,0,0, , , , ,0, , , , , ,0,0,0,4,0, ,3, , ,0, , , , , , ,0, , ,0,2, ,2017-06-02T00:00:00.000,5, ,1,0, ,3, ,1,1,0,0, ,0,1, , , ,0, , ,0,3.0, ,0, ,0,0.01, , ,0, , ,1, ,5, , ,0,1, ,1, ,0,0, , , ,0,5, ,70,1,0, ,0, , , , ,0,2.0, , ,0, ,0, ,0, , , ,10314,0
10001046, ,0,0, ,0,69, ,0,0,8,0,0,0,0,5 pm,0, ,0,2, ,0, ,0,0,0,0,0,0, ,0,0,4, ,0,0,0, ,1, ,4,0, , ,55,0,0,0, , ,0,0, ,0, ,0,0,0, , ,0,0,0,1,1,2,0,0,3,2,0,0, , ,1,0, , ,0, ,1,0,2,0,2017-06-09T00:00:00.000,7, ,0,0,0,3, ,0,1,0,0, ,1,0, ,0, ,0,0, ,0,3.0, ,0,5,0,0.0, ,0,0, ,0,0,1,4, ,0,0,0,0,2,0,0,0,0, , ,0,1, ,22,0,1, ,0,0, ,0, ,0,1.0, , ,0, ,1, ,0,3, ,1,10035,1
10001402, ,0,0, ,0,84, ,0,0,11,0,0,0,0, ,0, ,0,1, ,0, , ,0,0,0,0,0, , ,0,5,0, ,0,0, ,0, ,5,0,0,0,69,0,0,0, , ,0,0,0,0,0, ,0,0, , , ,0,0,0,0,2,0,0,6, ,0,0, , , ,0, , ,0, ,0,1,2,0,2017-06-15T00:00:00.000,4, ,0,0,0,6, ,0,1,1,1, ,0,1, ,0, ,0,0,1,0,6.0, ,0,3,0,0.29, ,0,0, ,0,0,0,6,1,0,0,0,0,1,0,0,0, ,0, ,0,3, ,52,0,0, ,0,0,0,0, ,0,2.0, , ,0,3-6 pm,0, ,0, , ,0,11378,1
10000537, ,0,1, ,1,79, ,0,1,12,0,0,0,0, , , , ,1, ,0, , ,0,0, ,0,0, , ,0,4,0, , , , ,0, ,6, ,0,0,59, , ,0, , ,0,1,0, ,0,0,0,0, , ,0, ,0,1,0,2,0,0,3, , ,0, , , , , , ,0, , ,0,2, ,2017-06-02T00:00:00.000,4, ,0,0, ,3, ,1,1,0,0, ,1,0, , , ,0, ,0,1,3.0, ,0, ,1,0.01, , ,0, , ,1, ,4,1,0,0,0, ,1,0,1,0, ,1, ,0,1, ,56,0,0, ,0, ,0, , ,0,2.0, , ,0,6 o'clock pm,1, ,1, , , ,10075,1
10001552, ,0,0, ,0,74, ,0,0,13,0,0,0,0, , , , ,8, ,0, , ,0,0, , ,0,2, ,0,5, , , , , ,1, ,6, , , ,66, , ,0, , ,0,0, , , , ,0, , , , , ,0,1,1,1,0, ,2, , ,0, , , , , , ,0, , ,0,1, ,2017-06-18T00:00:00.000, , , ,1, , , ,0,2,0,0, ,0,1, , , ,0, , ,0,2.0, ,0, ,0,1.39, , ,1, , ,0, ,6, , ,1,0, , , ,0,0, , , ,0,1, ,71,0,0, ,1, , , , ,0,1.0, , ,0, ,0, ,0, , , ,10032,0
10000556, ,0,0, ,0,79, ,0,0,4,0,0,0,0, , , , ,1, ,0, , ,0,0, ,0,1, , ,0,4, , , , , ,0, ,2, , , ,59, , ,0, , ,0,0, , , , ,0,1, , , , ,0,1,0,2,0,0,1, , ,0, , , , , , ,0, , ,0,1, ,2017-06-02T00:00:00.000, , , ,0, ,1, ,0,1,0,1, ,0,1, , , ,0, , ,1,1.0, ,0, ,0,0.01, , ,0, , ,0, ,3, ,1,0,0, , ,0,0,0, , , ,0,1, ,45,0,0, ,1, , , , ,0,2.0, , ,0,5 am,1, ,0, , , ,10031,0
10000118, ,0,1, ,1,92, ,0,1,12,0,0,0,0,10:, , , ,2, ,0, , ,0,0, ,0,0, , ,0,6,0, , , , ,1,1:00,6, ,0,0,75, , ,0, , ,0,1,0, ,0,0,0,0, , ,0, ,0,1,1,2,0,0,7, , ,0, , , , , , ,0, , ,0,2, ,2017-05-19T00:00:00.000, , , ,0, ,7, ,0,1,0,1, ,1,0, , , ,0, ,1,1,7.0, ,0, ,1,0.0, , ,0, , ,0, ,6,1,0,1,0, , ,0,0,0, ,0, ,0,1, ,58,0,0, ,1, ,0, , ,1,1.0, , ,0, ,1, ,1, , , ,10003,0
10000965, ,0,0, ,1,58, ,0,0,11,0,0,0,0, ,0, ,0,4, ,0, ,0,0,0, , ,0, ,0,0,4,0,0, ,1, ,1, ,5, ,0,0,52, ,0,0, , ,0,1,0, ,0, ,0, , , , , ,0,0,0,2,0, ,2, , ,0, , , ,0, , ,0, ,0,0,1, ,2017-06-07T00:00:00.000,6, ,0,0, ,2, ,1,1,0,0, ,1,0, , , ,0,0,1,0,2.0, ,1, ,0,0.06, , ,0, , ,1, ,6,1, ,1,0,0,3, ,1,0,0,0, ,0,2, ,45,0,0, ,1, ,0,0, ,1,1.0, , ,0, ,1, ,0, , , ,11230,0
10000112, ,0,0, ,1,92, ,0,0,9,0,1,0,0, , , , ,1, ,0, , ,0,0,0,0,0, , ,0,4, , ,0, , ,0, ,4,0, , ,75,0, ,0, , ,0,0, ,0, ,0,0,0, , ,0,0,1,1,0,1,0,0,2, ,0,0, , , , , , ,0, , ,0,2,1,2017-05-19T00:00:00.000, , , ,0,1,2, ,0,2,0,0, ,1,0, ,0, ,0, , ,0,2.0, ,1,1,0,0.0, ,0,0, ,0,0,0,5, ,0,0,0, , ,0,1,0, , , ,0,1, ,33,0,0, ,0,0, , , ,0,1.0, , ,0,5PM,1, ,0, , ,0,10031,1
10001083, ,0,0, ,1,80, ,0,0,12,0,0,0,0, , , , ,8, ,0, , ,0,0, , ,0, , ,0,6, , , , , ,0, ,6, , , ,53, , ,0, , ,0,0, , , , ,0, , , , , ,0,0,1,2,0, ,1, , ,0, , , , , , ,0, , ,0,2, ,2017-06-10T00:00:00.000,1, ,0,0, ,1, ,0,1,0,0, ,0,1, , , ,0, , ,0,1.0, ,0, ,0,0.0, , ,0, , ,1, ,4, , ,0,0, ,1, ,0,0, , , ,0,4, ,59,0,0, ,0, , , , ,0,1.0, , ,0, ,0, ,1, , , ,10462,1
10000569, ,0,0, ,0,79, ,0,0,13,0,0,0,0, , , , ,8, ,0, , ,0,0, , ,0, , ,0,4,0, , , , ,1, ,6, ,0,0,59, , ,0, , ,0,0,0, ,0, ,0, , , , , ,0,1,0,1,0, ,2, , ,0, , , , , , ,0, , ,0,1, ,2017-06-02T00:00:00.000,2, ,0,0, ,2, ,0,1,0,0, ,0,1, , , ,0, ,1,0,2.0, ,0, ,1,0.01, , ,0, , ,0, ,6,1, ,1,0, ,1, ,0,0, ,0, ,0,1, ,77,0,0, ,1, ,0, , ,1,2.0, , ,0, ,1, ,0, , , ,10128,0
