property_id,address_1,natural_gas_use_therms,last_modified_date_gas_meters,data_center_energy_estimates_applied,supermarket_grocery_number_of_open_or_closed_refrigeration_freezer_units,district_chilled_water_use_kbtu,hospital_general_medical_surgical_licensed_bed_capacity,data_center_pdu_input_meter_kwh,estimated_data_flag_district_steam,multifamily_housing_government_subsidized_housing,hospital_general_medical_surgical_number_of_staffed_beds,third_party_certification_date_anticipated,hospital_general_medical_surgical_mri_density_number_per_1_000_sq_ft,social_meeting_hall_gross_floor_area_ft,office_gross_floor_area_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,property_gfa_self_reported_ft,office_percent_that_can_be_heated,senior_living_community_gross_floor_area_ft,fuel_oil_4_use_kbtu,nyc_borough_block_and_lot_bbl,number_of_active_it_meters,weather_normalized_source_eui_kbtu_ft,generation_date,food_service_gross_floor_area_ft,data_center_gross_floor_area_ft,medical_office_weekly_operating_hours,hotel_gross_floor_area_ft,green_power_onsite_and_offsite_kwh,energy_star_score,data_center_ups_system_redundancy,other_gross_floor_area_ft,hospital_general_medical_surgical_laboratory,multifamily_housing_gross_floor_area_ft,municipally_supplied_potable_water_total_use_all_meter_types_kgal,site_eui_kbtu_ft,weather_normalized_site_eui_kbtu_ft,financial_office_number_of_workers_on_main_shift,estimated_values_energy,weather_normalized_site_electricity_kwh,occupancy,electricity_use_generated_from_onsite_renewable_systems_kwh,multifamily_housing_number_of_laundry_hookups_in_common_area_s,restaurant_gross_floor_area_ft,fuel_oil_1_use_kbtu,outdoor_water_use_all_water_sources_kgal,latitude,weather_normalized_source_energy_use_kbtu,ambulatory_surgical_center_gross_floor_area_ft,_3rd_largest_property_use_type,source_energy_use_kbtu,data_center_it_equipment_input_meter_kwh,electricity_use_generated_from_onsite_renewable_systems_and_used_onsite_kwh,construction_status,property_gfa_calculated_buildings_ft,district_steam_use_kbtu,medical_office_number_of_computers,estimated_data_flag_electricity_grid_purchase,third_party_certification,longitude,retail_store_number_of_walk_in_refrigeration_freezer_units
1836384,425 West 130th Street,2931.999849,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,102125,Not Available,Not Available,3539186.1,1019570010,0,69.6,2021-05-28T17:13:07.000,Not Available,Not Available,Not Available,Not Available,0.0,89,Not Available,Not Available,Not Available,Not Available,Not Available,47.3,51.5,Not Available,No,292960.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.814637,7112708.1,Not Available,Not Available,6681260.6,Not Available,Not Available,Existing,102125.0,Not Available,Not Available,No,Not Available,-73.951912,Not Available
1836731,180 Chauncey Street,1450.999902,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,109200,Not Available,Not Available,9471020.4,3016920017,0,143.9,2021-05-28T17:12:05.000,Not Available,Not Available,Not Available,Not Available,0.0,30,Not Available,Not Available,Not Available,Not Available,Not Available,103.2,115.5,Not Available,No,486079.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.680727,15717819.2,Not Available,Not Available,14361899.4,Not Available,Not Available,Existing,109200.0,Not Available,Not Available,No,Not Available,-73.926597,Not Available
1633950,1980 Lafayette Avenue,3448.999937,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,446400,Not Available,Not Available,Not Available,2036040039,0,78.4,2021-05-28T17:12:46.000,Not Available,Not Available,Not Available,Not Available,0.0,92,Not Available,Not Available,Not Available,Not Available,1506.6,48.4,55.4,Not Available,No,1636919.6,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.82229,34998982.9,Not Available,Not Available,31831402.6,Not Available,Not Available,Existing,446400.0,Not Available,Not Available,No,Not Available,-73.856167,Not Available
1836560,1166 Neil Avenue,36723.00013,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,42060,Not Available,Not Available,Not Available,2042750001,0,190.6,2021-05-28T17:12:09.000,Not Available,Not Available,Not Available,Not Available,0.0,27,Not Available,Not Available,Not Available,Not Available,Not Available,117.1,131.8,Not Available,No,367200.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,,8014824.7,Not Available,Not Available,7363997.0,Not Available,Not Available,Existing,42060.0,Not Available,Not Available,No,Not Available,,Not Available
1296056,2239 Forrest Avenue,9532.000004,04/28/2021 04:58 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,91047,Not Available,Not Available,Not Available,5012500090,0,78.6,2021-04-30T16:17:54.000,Not Available,Not Available,Not Available,Not Available,0.0,93,Not Available,Not Available,Not Available,Not Available,1030.9,43.1,44.4,Not Available,No,498235.9,100,372731,Not Available,Not Available,Not Available,Not Available,,7153850.4,Not Available,Not Available,7032565.6,Not Available,372731,Existing,91047.0,Not Available,Not Available,No,Not Available,,0
1747000,56-45 Main Street,1410309.266,03/28/2021 05:49 PM EDT,Not Available,Not Available,Not Available,455,Not Available,Not Available,Not Available,439,Not Available,0.00339,Not Available,Not Available,Not Available,589161,Not Available,Not Available,Not Available,4-05165-0001,0,681.9,2021-04-19T12:34:05.000,Not Available,Not Available,Not Available,Not Available,0.0,6,Not Available,Not Available,100% Yes,Not Available,99591.7,395.2,392.8,Not Available,No,26579505.7,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.746817,401723519.7,Not Available,Not Available,405216917.5,Not Available,Not Available,Existing,589161.0,Not Available,Not Available,No,Not Available,-73.826155,Not Available
1634502,88 Woodbine Street,26610.00064,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,97200,Not Available,Not Available,Not Available,3033580001,0,71.1,2021-05-28T17:12:07.000,Not Available,Not Available,Not Available,Not Available,0.0,85,Not Available,Not Available,Not Available,Not Available,476.3,45.1,48.8,Not Available,No,326720.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.691077,6908539.7,Not Available,Not Available,6528674.4,Not Available,Not Available,Existing,97200.0,Not Available,Not Available,No,Not Available,-73.918152,Not Available
163411300.00%,757 Cauldwell Avenue,24155.00229,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,98400,Not Available,Not Available,Not Available,2026250001,0,53,2021-05-28T17:12:38.000,Not Available,Not Available,Not Available,Not Available,0.0,93,Not Available,Not Available,Not Available,Not Available,48.2,33.2,36,Not Available,No,249200.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.819258,5211957.2,Not Available,Not Available,4917032.2,Not Available,Not Available,Existing,98400.0,Not Available,Not Available,No,Not Available,-73.908553,Not Available
1634375,370 West 120th Street,24315.00253,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,99680,Not Available,Not Available,Not Available,1019460001,0,82.2,2021-05-28T17:12:38.000,Not Available,Not Available,Not Available,Not Available,0.0,88,Not Available,Not Available,Not Available,Not Available,Not Available,42.7,47.9,Not Available,No,533439.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.807843,8198633.9,Not Available,Not Available,7649347.6,Not Available,Not Available,Existing,99680.0,Not Available,Not Available,No,Not Available,-73.955569,Not Available
1634433,71 Sullivan Street,36461.99751,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,96000,Not Available,Not Available,Not Available,3005660001,0,82.1,2021-05-28T17:12:34.000,Not Available,Not Available,Not Available,Not Available,0.0,90,Not Available,Not Available,Not Available,Not Available,44.9,51.5,55.6,Not Available,No,381600.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.677343,7878399,Not Available,Not Available,7474163.6,Not Available,Not Available,Existing,96000.0,Not Available,Not Available,No,Not Available,-74.011558,Not Available
1634560,103-22 99th Street,16675.00107,04/12/2021 02:53 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,57560,Not Available,Not Available,Not Available,4091210011,0,145,2021-05-28T17:13:20.000,Not Available,Not Available,Not Available,Not Available,0.0,28,Not Available,Not Available,Not Available,Not Available,59.8,69.2,71.5,Not Available,No,674025.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.68259,8344009,Not Available,Not Available,8235381.2,Not Available,Not Available,Existing,57560.0,Not Available,Not Available,No,Not Available,-73.841202,Not Available
1836510,229-02 137th Avenue,51367.0002,04/12/2021 02:53 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,99090,Not Available,Not Available,Not Available,4131700012,0,106.4,2021-05-28T17:12:47.000,Not Available,Not Available,Not Available,Not Available,0.0,36,Not Available,Not Available,Not Available,Not Available,Not Available,70.9,76.2,Not Available,No,441759.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.673069,10547860.5,Not Available,Not Available,10004197.5,Not Available,Not Available,Existing,99090.0,Not Available,Not Available,No,Not Available,-73.743173,Not Available
1719778,24-01 44th Road,57042.17682,04/06/2021 09:29 AM EDT,100% Yes,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,271937,Not Available,275252,100,Not Available,Not Available,4004350001,1,148.3,2021-04-06T15:54:19.000,Not Available,3315,Not Available,Not Available,3399340.0,78,N+1,Not Available,Not Available,Not Available,2612.7,65.2,67.3,Not Available,Yes,3580726.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.748206,40822221.5,Not Available,Not Available,40253800.1,0,Not Available,Existing,275252.0,Not Available,Not Available,Yes,Not Available,-73.943731,Not Available
1633427,108-35 167th Street,4324.000168,04/12/2021 02:53 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,187375,Not Available,Not Available,7067714.3,4101780001,0,95.5,2021-05-28T17:12:23.000,Not Available,Not Available,Not Available,Not Available,0.0,78,Not Available,Not Available,Not Available,Not Available,0,58.3,62.1,Not Available,No,1001599.8,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.69719,17886781.6,Not Available,Not Available,17161296.6,Not Available,Not Available,Existing,187375.0,Not Available,Not Available,No,Not Available,-73.787192,Not Available
1633860,58 Lawrence Avenue,48797.00131,04/12/2021 02:53 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,87680,Not Available,Not Available,Not Available,5002760007,0,104.7,2021-05-28T17:12:58.000,Not Available,Not Available,Not Available,Not Available,0.0,70,Not Available,Not Available,Not Available,Not Available,Not Available,71.5,78.3,Not Available,No,332000.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.628558,9177910.4,Not Available,Not Available,8551382.1,Not Available,Not Available,Existing,87680.0,Not Available,Not Available,No,Not Available,-74.107148,Not Available
1633138,4011 Fillmore Avenue,30160.00248,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,84000,Not Available,Not Available,Not Available,3084840001,0,67.1,2021-05-28T17:13:21.000,Not Available,Not Available,Not Available,Not Available,0.0,93,Not Available,Not Available,Not Available,Not Available,Not Available,44.8,49,Not Available,No,220160.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.613353,5639850.8,Not Available,Not Available,5270120.8,Not Available,Not Available,Existing,84000.0,Not Available,Not Available,No,Not Available,-73.930129,Not Available
1634263,145 Pennsylvania Avenue,63075.99949,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,180000,Not Available,Not Available,Not Available,3037040001,0,97.4,2021-05-28T17:13:13.000,Not Available,Not Available,Not Available,Not Available,0.0,78,Not Available,Not Available,Not Available,Not Available,555.7,57.6,61.8,Not Available,No,982799.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.674135,17524132.5,Not Available,Not Available,16723096.6,Not Available,Not Available,Existing,180000.0,Not Available,Not Available,No,Not Available,-73.89643,Not Available
1463980,350 Park Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,49600,Not Available,570778,100,Not Available,Not Available,1012870033,0,158.3,2021-05-17T12:17:24.000,Not Available,Not Available,Not Available,Not Available,0.0,58,Not Available,Not Available,Not Available,Not Available,5785.7,72.3,73.1,384.92,No,7369085.4,95,Not Available,Not Available,Not Available,Not Available,Not Available,40.758224,90339216.5,Not Available,Bank Branch,89819184.8,Not Available,Not Available,Existing,570778.0,16140663.9,Not Available,No,Not Available,-73.973231,Not Available
1633316,272 McDonough Street,67019.99994,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,135600,Not Available,Not Available,Not Available,3016740011,0,83.3,2021-05-28T17:11:46.000,Not Available,Not Available,Not Available,Not Available,0.0,93,Not Available,Not Available,Not Available,Not Available,0,58.2,64.8,Not Available,No,347200.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.681896,11302159.6,Not Available,Not Available,10354110.0,Not Available,Not Available,Existing,135600.0,Not Available,Not Available,No,Not Available,-73.935963,Not Available
1633531,2151 Washington Avenue,61678.00261,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90031,Not Available,Not Available,Not Available,2030370079,0,167,2021-05-28T17:13:02.000,Not Available,Not Available,Not Available,Not Available,0.0,33,Not Available,Not Available,Not Available,Not Available,707.4,100.1,112.1,Not Available,No,745019.1,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.85294,15036233.4,Not Available,Not Available,13939257.7,Not Available,Not Available,Existing,90031.0,Not Available,Not Available,No,Not Available,-73.894742,Not Available
1634323,50-40 Jacobus Street,55336.00071,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,180166,Not Available,Not Available,Not Available,4024500017,0,132,2021-05-28T17:12:43.000,Not Available,Not Available,Not Available,Not Available,0.0,57,Not Available,Not Available,Not Available,Not Available,Not Available,64.8,70.7,Not Available,No,1745599.6,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.737718,23781750.6,Not Available,Not Available,22668236.9,Not Available,Not Available,Existing,180166.0,Not Available,Not Available,No,Not Available,-73.887429,Not Available
1836652,99 Terrace View Avenue,0,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,575872,Not Available,Not Available,11375881.4,1022150080,0,59.3,2021-05-28T17:12:59.000,Not Available,Not Available,Not Available,Not Available,133762.8,98,Not Available,Not Available,Not Available,Not Available,Not Available,31.5,39.4,Not Available,No,1841982.0,100,134945,Not Available,Not Available,Not Available,Not Available,40.877105,34135926,Not Available,Not Available,29543600.2,Not Available,133762.8,Existing,575872.0,Not Available,Not Available,No,Not Available,-73.912256,Not Available
1633012,1619 Boston Road,64773.99915,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,171725,Not Available,Not Available,Not Available,2029390093,0,82.1,2021-05-28T17:13:06.000,Not Available,Not Available,Not Available,Not Available,0.0,91,Not Available,Not Available,Not Available,Not Available,196,50.9,56.2,Not Available,No,663199.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.8359,14090349.8,Not Available,Not Available,13137217.4,Not Available,Not Available,Existing,171725.0,Not Available,Not Available,No,Not Available,-73.890458,Not Available
1633881,333 East 4th Street,4.99999952,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,72080,Not Available,Not Available,2204366.3,1003740020,0,63.5,2021-05-28T17:12:40.000,Not Available,Not Available,Not Available,Not Available,0.0,97,Not Available,Not Available,Not Available,Not Available,475.9,42.2,42.2,Not Available,No,245760.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.721791,4574827.7,Not Available,Not Available,4574827.7,Not Available,Not Available,Existing,72080.0,Not Available,Not Available,No,Not Available,-73.978986,Not Available
1634203,850 Kent Avenue,60310.9979,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,122400,Not Available,Not Available,Not Available,3018970013,0,92.4,2021-05-28T17:11:20.000,Not Available,Not Available,Not Available,Not Available,0.0,61,Not Available,Not Available,Not Available,Not Available,3476.9,63.1,69.6,Not Available,No,398400.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.695417,11304977.7,Not Available,Not Available,10473321.0,Not Available,Not Available,Existing,122400.0,Not Available,Not Available,No,Not Available,-73.959571,Not Available
1633441,84-40 101st Street,35560.99622,04/12/2021 02:53 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,98346,Not Available,Not Available,Not Available,4091770023,0,128.6,2021-05-28T17:12:59.000,Not Available,Not Available,Not Available,Not Available,0.0,56,Not Available,Not Available,Not Available,Not Available,Not Available,66.8,71.4,Not Available,No,883999.8,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.697961,12649010.7,Not Available,Not Available,12179286.6,Not Available,Not Available,Existing,98346.0,Not Available,Not Available,No,Not Available,-73.84796,Not Available
1634702,133 East 53rd Street,39285.00334,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,87600,Not Available,Not Available,Not Available,3046230028,0,98,2021-05-28T17:12:04.000,Not Available,Not Available,Not Available,Not Available,0.0,42,Not Available,Not Available,Not Available,Not Available,568.2,67.4,71.3,Not Available,No,345240.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.657131,8586160.5,Not Available,Not Available,8231614.1,Not Available,Not Available,Existing,87600.0,Not Available,Not Available,No,Not Available,-73.928018,Not Available
1836518,each 51st S,34578.99941,04/12/2021 02:53 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,103325,Not Available,Not Available,Not Available,4159740003,0,78.6,2021-05-28T17:12:09.000,Not Available,Not Available,Not Available,Not Available,0.0,84,Not Available,Not Available,Not Available,Not Available,299.2,47.4,51.6,Not Available,No,421920.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.595779,8121642.4,Not Available,Not Available,7661649.9,Not Available,Not Available,Existing,103325.0,Not Available,Not Available,No,Not Available,-73.781876,Not Available
1634363,223 East 23 Street,32.00000175,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,141660,Not Available,Not Available,Not Available,1009040024,0,115.7,2021-05-28T17:11:30.000,Not Available,Not Available,Not Available,Not Available,0.0,74,Not Available,Not Available,Not Available,Not Available,Not Available,66.1,71.3,Not Available,No,779909.5,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.738548,16393892.7,Not Available,Not Available,15662311.4,Not Available,Not Available,Existing,141660.0,6602820.1,Not Available,No,Not Available,-73.982455,Not Available
1633306,2452 Washington Avenue,18901.00181,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,82880,Not Available,Not Available,Not Available,2030580003,0,132,2021-05-28T17:12:56.000,Not Available,Not Available,Not Available,Not Available,0.0,41,Not Available,Not Available,Not Available,Not Available,204.2,60.1,64.1,Not Available,No,897805.4,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.858815,10936936.1,Not Available,Not Available,10634434.6,Not Available,Not Available,Existing,82880.0,Not Available,Not Available,No,Not Available,-73.890232,Not Available
1633948,445 Southern Boulevard,58855.00236,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,196860,Not Available,Not Available,Not Available,2025760026,0,74.4,2021-05-28T17:12:24.000,Not Available,Not Available,Not Available,Not Available,0.0,95,Not Available,Not Available,Not Available,Not Available,22.4,42.4,50,Not Available,No,722399.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.809714,14648082.5,Not Available,Not Available,13081296.1,Not Available,Not Available,Existing,196860.0,Not Available,Not Available,No,Not Available,-73.907324,Not Available
1634622,163 West 97th Street,200.0000186,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,85750,Not Available,Not Available,Not Available,1018520099,0,66.6,2021-05-28T17:12:39.000,Not Available,Not Available,Not Available,Not Available,0.0,93,Not Available,Not Available,Not Available,Not Available,Not Available,44.4,44.4,Not Available,No,304800.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.794264,5707435.4,Not Available,Not Available,5707435.4,Not Available,Not Available,Existing,85750.0,Not Available,Not Available,No,Not Available,-73.968706,Not Available
1634687,1075 Ocean View Avenue,73694.9984,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,122400,Not Available,Not Available,Not Available,3087120056,0,104.7,2021-05-28T17:13:33.000,Not Available,Not Available,Not Available,Not Available,0.0,88,Not Available,Not Available,Not Available,Not Available,933.3,72.3,79.5,Not Available,No,435199.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.579737,12809550.6,Not Available,Not Available,11895701.6,Not Available,Not Available,Existing,122400.0,Not Available,Not Available,No,Not Available,-73.956329,Not Available
1633292,500 Fordham Road,178297.0192,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,382925,Not Available,Not Available,Not Available,2030590001,0,87.5,2021-05-28T17:12:14.000,Not Available,Not Available,Not Available,Not Available,0.0,93,Not Available,Not Available,Not Available,Not Available,Not Available,57.7,64.3,Not Available,No,1281924.6,100,Not Available,Not Available,Not Available,Not Available,Not Available,,33519451.6,Not Available,Not Available,30697579.2,Not Available,Not Available,Existing,382925.0,Not Available,Not Available,No,Not Available,,Not Available
1633551,3000 West 1st Street,18309.99963,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,52800,Not Available,Not Available,Not Available,3072740107,0,134.7,2021-05-28T17:13:08.000,Not Available,Not Available,Not Available,Not Available,0.0,55,Not Available,Not Available,Not Available,Not Available,Not Available,71.3,74.9,Not Available,No,497399.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.57752,7114448.6,Not Available,Not Available,6911456.7,Not Available,Not Available,Existing,52800.0,Not Available,Not Available,No,Not Available,-73.969517,Not Available
1203624,27-01 queens plaza north,57527.75841,07/06/2021 02:03 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,767029,Not Available,337400,100,Not Available,Not Available,4004160010,0,Not Available,2021-07-30T10:11:41.000,Not Available,Not Available,Not Available,Not Available,0.0,81,Not Available,8270,Not Available,Not Available,6028.5,44.7,Not Available,Not Available,No,8542142.5,20,Not Available,Not Available,7060,Not Available,Not Available,40.750561,Not Available,Not Available,Restaurant,87917151.8,Not Available,Not Available,Existing,782359.0,Not Available,Not Available,No,Not Available,-73.939315,Not Available
1634373,132 West 89th Street,41137.99863,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,87680,Not Available,Not Available,Not Available,1012190047,0,104.2,2021-05-28T17:12:44.000,Not Available,Not Available,Not Available,Not Available,0.0,59,Not Available,Not Available,Not Available,Not Available,478,63.5,71.7,Not Available,No,425199.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.788865,9139218.7,Not Available,Not Available,8381680.5,Not Available,Not Available,Existing,87680.0,Not Available,Not Available,No,Not Available,-73.971847,Not Available
1634578,2750 Lafayette Avenue,452.0000212,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,182525,Not Available,Not Available,Not Available,2055470001,0,70.4,2021-05-28T17:12:07.000,Not Available,Not Available,Not Available,Not Available,0.0,96,Not Available,Not Available,Not Available,Not Available,Not Available,42.9,48.4,Not Available,No,639999.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.827471,12841809.3,Not Available,Not Available,11819769.3,Not Available,Not Available,Existing,182525.0,Not Available,Not Available,No,Not Available,-73.829753,Not Available
1634755,58-20 Utopia Parkway,7612.99988,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,364800,Not Available,Not Available,12896471.4,4068820001,0,89.4,2021-05-28T17:13:01.000,Not Available,Not Available,Not Available,Not Available,0.0,90,Not Available,Not Available,Not Available,Not Available,1030.8,54.0,59.1,Not Available,No,1770499.5,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.740724,32611915.7,Not Available,Not Available,30739447.6,Not Available,Not Available,Existing,364800.0,Not Available,Not Available,No,Not Available,-73.79283,Not Available
1634343,725 Brady Avenue,2802.999981,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,112900,Not Available,Not Available,Not Available,2042880001,0,109.1,2021-05-28T17:13:26.000,Not Available,Not Available,Not Available,Not Available,0.0,63,Not Available,Not Available,Not Available,Not Available,Not Available,65.3,76.7,Not Available,No,583252.5,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.852398,12319207.4,Not Available,Not Available,10871527.1,Not Available,Not Available,Existing,112900.0,Not Available,Not Available,No,Not Available,-73.866617,Not Available
1633322,2840 West 12th Street,39134.00071,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,88800,Not Available,Not Available,Not Available,3072660040,0,79.7,2021-05-28T17:12:59.000,Not Available,Not Available,Not Available,Not Available,0.0,71,Not Available,Not Available,Not Available,Not Available,Not Available,54.3,58.9,Not Available,No,265600.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.578255,7080404.5,Not Available,Not Available,6646506.4,Not Available,Not Available,Existing,88800.0,Not Available,Not Available,No,Not Available,-73.979628,Not Available
