global_id,nys_assemb,permit
{E1D7DBB1-012A-45E2-9A2C-FF7B7B6B2EB9},56,N
{073781C1-34E3-4B29-96E2-1D155B432BA8},70,Y
{2E313F13-E826-45C6-8E10-C342CDE4D9A9},44,Y
{0B75DEC0-20AD-4F74-A927-B6EB8A964978},41,Y
{34DEA123-AB39-4800-AECC-DFE2EF99C915},65,Y
{9EC86FAE-13E4-484E-9326-FE19FA03C5DC},32,Y
{FDF87D75-4AC9-4A80-ABF4-EE4F81DEF678},53,N
{82870A96-2C94-43C8-AE4B-52AC3CE9144C},86,Y
{B326938F-8A08-4CEA-B001-529F3CCE201C},"24, 25, 26, 27",N
{6C9E1F87-5377-4034-B444-BA65DB1206DB},67,Y
{172AEE6C-9FBC-42A8-9B5B-54DFB9126F98},58,Y
{4476A962-DE7C-4E4A-ABF5-E268D1ECC7F9},63,Y
{DDB3387A-5277-4A5A-BC94-72101397D58F},76,Y
{5DF951F4-D174-4AD7-8B60-9B44ED3F84E1},53,N
{AF394D01-4282-480D-A3DD-62FFEA2B9242},41,
{5407EF6B-C9A6-45A2-82D9-1F80341BEEE0},39,Y
{82CC7375-BA6D-4E85-8A2D-0E4D71AA67DD},80,Y
{0716223C-DB65-4FE2-BE0D-91F57B099EF8},50,
{97131B0D-C5EE-42A3-B639-0C8C074B9AA0},72,Y
{A4E2561A-1677-4E60-9BD3-FA8829AD5976},49,Y
{FE1C43F0-54E6-470C-BA9D-6CDEC3963B3C},57,N
{CB50B9B3-EEFF-42B6-9493-D7092FDEC7CC},58,Y
{00A5BB03-3D44-4B0C-8831-A8BB478BC661},61,N
{0027751E-6A06-43DC-8CC6-B143744C64DA},23,N
{95E5ED60-FFC1-49E9-B73A-291CEF25934D},34,N
{EB3A9287-2B74-40C5-B20F-23A3E893E749},82,Y
{08281F0C-4311-46FD-84E3-1ED55833A778},66,Y
{B5ED62D4-0372-4681-B78D-20A0AA424B2A},85,Y
{385179D7-E7F1-4A5F-9CDC-011BCC4FE13F},64,Y
{DD571D1C-CB51-4FD2-947F-4619889C6CA4},50,Y
{0E51279E-DB81-4E09-A440-E1FCD91ABC53},29,Y
{44996AE1-6EF5-4E30-A925-51326D9FD2A2},87,Y
{BF42B58C-35BE-4CF9-9F00-E572198E49A2},85,Y
{00973A5B-719F-46E2-B0F7-8B1D460C81A7},74,N
{F9A74B6F-C6B9-4332-81A8-ED8126BC829C},"23, 31",N
{1DCDBEA8-6803-4E48-8AA6-55FFF8962B2E},71,N
{76A074E7-7618-4831-8082-F45ACFF0C028},51,Y
{80620C21-5CDD-478B-A5FA-7D885FCB0B44},63,N
{F30E1E00-B68D-451F-95C5-B7E74BBF3DAE},39,Y
{ED70220C-95BB-4569-A622-BEA6F2EB5192},63,Y
{07A80CCF-B95B-47EC-865B-E4A59A53AA50},81,Y
{6B050B6F-1604-4B94-8328-EE9B325EE2D9},61,N
{A68955EE-E765-43FE-8522-EBFAC8EEA0E8},65,Y
{DA15E3BE-EA30-48CD-811E-1B26B53C001A},37,Y
{2AB5315D-ADB5-4778-8B02-5DBEE062AB57},35,N
{F520D054-04E0-430A-B139-3AC0A52E02F8},50,Y
{E854984B-BF3F-4235-A517-41B6C8099F0D},36,Y
{19948AB3-5609-46BE-A897-BF0673700216},71,N
{C886422D-1B36-4E4E-A45B-C7D36AF292FE},"44, 45, 46, 48",Y
{9802D77D-D467-497E-8D92-67B8C379E635},84,Y
{739ACFEB-7CA1-484F-BF29-58E062CA50DB},61,Y
{61424935-18EA-4BEE-85CD-1764DCDB6CE1},46,Y
{702906D1-602D-4272-8F25-BC338BB83270},46,Y
{B4BF4AEF-D440-4068-8633-C416A1C2269D},38,Y
{9783C70B-86AB-4939-9F9A-CE22377569AB},34,N
{4C9BCEF6-EFBE-4DA6-8A38-A57929AA93BC},77,N
{FE9906A1-65CE-49D8-B543-C2921705632B},61,N
{02844FAC-9759-4DC4-92B3-7161E9F40605},85,Y
{89955BC8-61D4-4528-B0E3-58C5CAE00730},30,N
{5B63B5F3-C463-4288-B5E3-12A7E4DC95A2},51,Y
{EB748464-89E5-462F-9B1A-891DC89DE1A9},63,N
{05247BC9-D000-4EA6-A99C-FB66DFA983C9},53,Y
{CAE11DE6-F5C1-4155-B3F9-836BD18CFEDA},37,Y
{522529C1-59F3-4F58-A66C-2BE097DA671B},53,Y
{2E450CBC-47F7-4089-9ECD-E96FE776EE5C},65,Y
{0CB7737A-02AD-44D5-9F79-8C8EA6EA1022},"65, 74",Y
{5DCD7975-4A83-4371-90B5-8AAB3D03CB5D},74,N
{07629159-F005-4B5F-B074-102DBDF6768B},26,Y
{44045102-1F6B-4604-9D3D-C31E2D3DC59B},65,N
{A2315AF9-FF34-48F8-9ECB-88F1014F59FA},26,Y
{8D4F35F8-7397-41BC-A1B2-A7AF3A243B3D},57,N
{AB33C121-71AB-49AB-9248-A6CD18A30007},77,Y
{0E838AB5-4164-4484-8C2B-96B789F535F4},84,Y
{79D85696-71F2-4548-9FBE-87C6A87654AD},82,Y
{D68A3EE7-86C4-497D-A78B-249E432E6A7A},57,N
{694C7473-101B-4CE9-8511-98D450B2BBF0},87,Y
{43F019E1-39AD-42DA-BDC1-4DED9E37C378},81,Y
{FD5A843E-021A-4477-990A-B2C8DE6BF194},81,Y
{1B378E77-A53D-4431-B76A-5E4C6B337651},53,Y
{D53F2F05-12E5-46E2-94BF-3D7C3C42E48E},74,N
{7E4BBA5E-8BFD-4BAF-A95D-26EA35185F64},60,Y
{FD5DD63B-D1C4-479F-8884-95E9EEB41CE6},33,Y
{3B4B83B0-9A5D-4FF9-A23D-A6EEBB69DBAE},26,Y
{F38E48EF-D68D-4F14-8069-CF3EE388BB5C},74,N
{FE5BA39D-4F64-4AA9-92F8-044EB95F2588},23,Y
{480530E3-64D2-453B-8579-AF47C40A0D3D},46,Y
{21C98C25-5C41-40EC-811E-7C3736FD5138},53,Y
{35A8085C-2B75-410A-BCE6-960AB499A9C0},65,N
{AAE1A3DE-69EC-481F-BB39-9486AFEC4808},61,Y
{BF5780E2-A921-4BEE-8F48-E6B26BE6860E},52,Y
{8EFFE0EB-DC3B-4954-9AB2-2E976C8DDF28},52,N
{9D10BA6C-54D2-4598-BA04-DF1783A3A71A},85,Y
{2C63C401-A3FB-4CF8-B173-312DCF71B61A},82,Y
{CB7EE2A2-9F32-4C61-A4DA-4CDD3C9DCD0A},25,Y
{07994A1D-F2A5-48C7-8471-43C849E974B2},81,Y
{F396E629-825D-4C05-AA0A-9A0A2DAFE276},27,Y
{DCBD0EF1-E011-47F3-9C36-3F057BF46655},78,Y
{7A6260F9-CB4B-43DD-AAB7-7854099B1AB2},32,N
{323479BA-DE23-4C9C-9937-69F3885ECA31},24,Y
{B775B0B1-F026-469B-A7F4-FD038C1AC907},61,N
{05043508-D2A2-41B5-95BA-2F5CD278E54C},55,N
{721EAD98-9CDE-4470-A2E0-C4200280DAF0},75,Y
{22218E41-8FA1-4666-8059-F85E4D7630DF},"35, 25, 40",Y
{892B19AF-5825-429D-89BE-3105CF435043},68,N
{D49F9277-EC5B-4CE9-BC0C-F7BEFDC221AF},34,Y
{89045893-3F6F-4783-8147-D96DB6633A09},50,Y
{1066BC40-BD3B-4A4D-9308-C264AC788225},28,Y
{73A0C6B5-D12C-40CD-A8F1-45DFC24E9BE1},75,Y
{86508025-B561-4001-8AB8-D635CD365EF3},50,Y
{09457B1B-734A-45D2-ADE2-0046A6D3CAE2},77,Y
{EB0864FC-F726-47CF-873E-30E00ECBBEF6},23,N
{EADBFC13-8229-44D0-8C58-4071C89D2007},51,Y
{3C8AFF20-2431-4AA5-928E-2EE6ACDE3322},52,N
{B0C84DAF-E3B7-48B4-B45D-2EF93840EF0F},53,
{48C2373B-17CF-480E-BD59-BC7D9B4A055E},66,Y
{946F22A2-4408-4724-8526-86F08FA40179},79,Y
{7DE29D05-C675-42E1-93C0-F33E0BF2B595},75,Y
{BC847290-BAC8-4C43-AAEE-EF5C8D387296},61,Y
{13EADA90-05FC-4CB2-BF40-B3D831DE6200},83,Y
{9536F4C8-C75F-4354-B08C-122C6F0C6DA3},62,N
{0454330A-8609-4DB7-9EEB-324884A9F7B5},62,N
{588C8880-476E-419B-928B-1C62DF66B350},65,Y
{34FCB677-8521-4D58-92E0-3A0173D76042},55,Y
{B6268748-E5C4-4F4A-A528-EDD0C616A68D},79,
{F214D6FC-E805-4ECF-A07D-0C8B2B252CBC},67,Y
