objectid,globalid,location,zipcode,:@computed_region_f5dn_yrer,updateddate,bbl,parkname,psstatus,createddate,statesenate,jurisdiction
122427,F31930BA-47FD-4D9F-B8A2-7A4FA4707D16,"{'type': 'Point', 'coordinates': [-73.73589054380587, 40.73590388589216]}",11427.0,63,2017-04-12T09:35:49,4079210044.0,,Empty,2015-03-04T05:00:00,11.0,
142834,F2053940-4F9E-455C-AFE2-898D81C9A6BF,"{'type': 'Point', 'coordinates': [-74.11100563704552, 40.572091402030225]}",10306.0,30,2017-05-03T12:53:00,5036480026.0,,Empty,2015-03-18T04:00:00,24.0,
146441,4DB3262D-6A84-4913-A7AD-C4417BFDCCC5,"{'type': 'Point', 'coordinates': [-73.98780431459126, 40.617985455244984]}",11204.0,1,2016-10-25T19:06:38,3055480002.0,,Empty,2015-03-20T04:00:00,22.0,
142034,ED6BA151-0589-412B-8659-71227089E542,"{'type': 'Point', 'coordinates': [-74.00188361721563, 40.75101831631283]}",10001.0,12,2019-09-09T22:05:04,1007000030.0,,Populated,2015-03-18T04:00:00,27.0,
146045,124A7D3F-1D1C-4CED-88DE-5C03127C4673,"{'type': 'Point', 'coordinates': [-74.11546985348026, 40.562703643438425]}",10306.0,15,,5040020001.0,,Populated,2015-03-20T04:00:00,24.0,
150426,44EC7C21-3C35-4C19-85FC-0766701801C4,"{'type': 'Point', 'coordinates': [-74.16939196218948, 40.55320890817574]}",10312.0,15,2017-12-11T14:21:50,5056060042.0,,Empty,2015-03-24T04:00:00,24.0,
144030,A3BCEA33-E9B0-4EF1-B2E3-34704D597895,"{'type': 'Point', 'coordinates': [-74.08954714556309, 40.58270122017954]}",,30,2015-03-19T13:49:49,,Dongan Playground,Populated,2015-03-19T04:00:00,,
135640,1CAF7E57-3ED1-42F4-AE58-C2865BCF0C24,"{'type': 'Point', 'coordinates': [-73.80553447311532, 40.76905209595379]}",11358.0,22,,4048750019.0,,Populated,2015-03-13T04:00:00,11.0,
142841,ADD09946-36B0-4DEC-8950-526257F6F751,"{'type': 'Point', 'coordinates': [-74.12512039583524, 40.60097014713797]}",10314.0,30,,5008040300.0,,Empty,2015-03-18T04:00:00,24.0,
148443,89C5DE84-B067-44C7-BC08-C7579628C7EB,"{'type': 'Point', 'coordinates': [-74.11572449355207, 40.56261765704847]}",10306.0,15,2016-10-13T15:15:05,5040010001.0,,Populated,2015-03-23T04:00:00,24.0,
138039,30C990C8-3AE6-499F-92D3-7C267949F528,"{'type': 'Point', 'coordinates': [-74.09179344982898, 40.625001487409556]}",10301.0,4,2016-10-17T15:24:40,5005900074.0,,Populated,2015-03-16T04:00:00,23.0,
151238,82BCDA05-D5F1-44A1-B905-70DBFDAA8AFC,"{'type': 'Point', 'coordinates': [-73.79509723833358, 40.685232123479516]}",11436.0,41,2016-10-14T16:10:54,4119790055.0,,Populated,2015-03-25T04:00:00,10.0,
145241,10D22F55-1EC9-4C87-9F8F-DE8AB4228A70,"{'type': 'Point', 'coordinates': [-74.11670041381744, 40.563206377589566]}",10306.0,15,2021-08-23T12:15:00,5040010001.0,,Populated,2015-03-20T04:00:00,24.0,
139628,925C1CB2-EF49-4A29-AD02-C4A7CE5FE193,"{'type': 'Point', 'coordinates': [-74.08986874988162, 40.622476629250336]}",10301.0,4,,5005930340.0,,Populated,2015-03-17T04:00:00,23.0,
140844,E039417C-98D6-4F4F-B961-A8A4D0292CE4,"{'type': 'Point', 'coordinates': [-74.09237613137506, 40.622665380329835]}",10301.0,4,,5005930175.0,,Populated,2015-03-17T04:00:00,23.0,
150839,CC4099AB-F6E1-4747-AB1F-CA9866D50D34,"{'type': 'Point', 'coordinates': [-74.11300944364623, 40.560451257701004]}",10306.0,15,2016-10-13T15:35:50,5040070126.0,,Populated,2015-03-24T04:00:00,24.0,
145655,704CB3DD-9EF7-4D0D-9529-573EAEDB3718,"{'type': 'Point', 'coordinates': [-74.11203791530718, 40.56141599046057]}",10306.0,15,2017-03-07T16:54:28,5040580022.0,,Populated,2015-03-20T04:00:00,24.0,
146439,F848A475-7AF9-42B1-A22D-ADB1FC0351A7,"{'type': 'Point', 'coordinates': [-74.11692184202273, 40.56298396981829]}",10306.0,15,2021-08-23T12:08:59,5040010001.0,,Populated,2015-03-20T04:00:00,24.0,
138048,CFA96998-26E4-4C55-ACE5-04512A03C48D,"{'type': 'Point', 'coordinates': [-74.09272059290349, 40.624100744962696]}",10301.0,4,,5005930041.0,,Empty,2015-03-16T04:00:00,23.0,
146453,AA434AC5-6149-459F-AB30-31EECE954421,"{'type': 'Point', 'coordinates': [-74.11320004371044, 40.560931173800505]}",10306.0,15,2016-10-13T15:38:49,5040070191.0,,Populated,2015-03-20T04:00:00,24.0,
151629,0EB79DAD-DB12-4FF8-A28C-B232A6AFD6AC,"{'type': 'Point', 'coordinates': [-74.11460618907317, 40.55860580427512]}",10306.0,15,2018-04-19T13:25:58,5040240009.0,,Empty,2015-03-25T04:00:00,24.0,
129624,DDC385AF-B0F2-43FF-B54A-B7F922F0A5F1,"{'type': 'Point', 'coordinates': [-73.99341545235835, 40.664141800522316]}",11215.0,9,2016-02-10T12:24:33,3006310078.0,,Empty,2015-03-10T04:00:00,20.0,
146043,34B7FC66-9CB3-43F9-8B25-DBB45CA87BC5,"{'type': 'Point', 'coordinates': [-74.08795211608313, 40.58237984523297]}",10305.0,30,2021-11-30T20:45:37,5037040047.0,,Populated,2015-03-20T04:00:00,24.0,
131232,C338E864-C9B0-4CC5-9FD6-407FEC433652,"{'type': 'Point', 'coordinates': [-74.14110858926308, 40.6350245049403]}",10302.0,4,2022-06-28T16:55:18,5011200036.0,,Populated,2015-03-11T04:00:00,23.0,
146461,7648AE15-9318-4E1D-AB2F-9C5EAE762F9C,"{'type': 'Point', 'coordinates': [-73.98949890099153, 40.613244484813265]}",11204.0,1,,3061730047.0,,Empty,2015-03-20T04:00:00,22.0,
150422,7F549925-2D28-4D82-96ED-796AAD07B05F,"{'type': 'Point', 'coordinates': [-74.09535897420095, 40.59577826105645]}",10304.0,30,2015-03-24T04:00:00,5032890094.0,,Empty,2015-03-24T04:00:00,24.0,
145633,1EAEAFCD-5F4E-4155-9A7F-7E6F35C06767,"{'type': 'Point', 'coordinates': [-74.11636624024028, 40.563680810347144]}",10306.0,15,2021-08-23T18:55:17,5040010001.0,,Empty,2015-03-20T04:00:00,24.0,
138471,EA812E96-76E2-46E4-96DC-5230A1DF2663,"{'type': 'Point', 'coordinates': [-73.77491518824061, 40.77470875375952]}",11360.0,26,2020-01-24T18:49:59,4060540021.0,,Populated,2015-03-16T04:00:00,11.0,
135622,CC2D8ABA-E165-4E7A-9F25-0D59DF6BA985,"{'type': 'Point', 'coordinates': [-74.07554085238299, 40.6242760367827]}",10304.0,4,,5005300037.0,,Populated,2015-03-13T04:00:00,23.0,
145237,D066C441-6619-44E1-96A4-B937C31B8493,"{'type': 'Point', 'coordinates': [-74.08968230414602, 40.58322203095742]}",10305.0,30,2022-05-19T19:19:39,,,Populated,2015-03-20T04:00:00,24.0,DPR
131631,DADC40C1-669C-4778-9862-ED93B881F4BD,"{'type': 'Point', 'coordinates': [-73.80443500167148, 40.68793926064319]}",11435.0,41,2016-10-19T17:01:21,4119280051.0,,Populated,2015-03-11T04:00:00,10.0,
138461,894338B5-E8A4-40BB-9273-4D9B17B220D3,"{'type': 'Point', 'coordinates': [-74.0923247397991, 40.62357208088692]}",10301.0,4,2016-05-20T13:11:23,5005930095.0,,Populated,2015-03-16T04:00:00,23.0,
148451,9858C20A-11B6-47FD-8C18-6C3B264233D3,"{'type': 'Point', 'coordinates': [-74.11411110469766, 40.56161647463358]}",10306.0,15,2016-10-13T15:41:17,5040070229.0,,Populated,2015-03-23T04:00:00,24.0,
150059,B58A680E-2C2C-439C-A6A5-0ECD05C04E4F,"{'type': 'Point', 'coordinates': [-73.8912710526004, 40.695872704201236]}",11385.0,54,2020-01-30T18:11:57,4037160040.0,,Populated,2015-03-24T04:00:00,12.0,
138849,2731188E-0B82-4064-B86A-F294BEEC5994,"{'type': 'Point', 'coordinates': [-74.09241380035266, 40.62437470780306]}",10301.0,4,,5005900089.0,,Empty,2015-03-16T04:00:00,23.0,
150049,8F4991D6-286E-4739-A6B9-2ECFC71867C6,"{'type': 'Point', 'coordinates': [-74.11378468837698, 40.560502017521635]}",10306.0,15,2016-10-13T15:33:38,5040070187.0,,Populated,2015-03-24T04:00:00,24.0,
140854,C81D647E-7BF7-450F-992B-AF9F1C546A63,"{'type': 'Point', 'coordinates': [-74.13094788083646, 40.6363702182618]}",10302.0,4,2022-03-16T02:06:12,5010160009.0,,Populated,2015-03-17T04:00:00,23.0,
148822,6735F16F-E05B-4A79-862A-0F909970A81E,"{'type': 'Point', 'coordinates': [-74.13691467421206, 40.60639239068375]}",10314.0,30,2021-10-27T13:49:16,5007780060.0,,Populated,2015-03-23T04:00:00,24.0,
138036,E96D4D1D-78B8-4A5D-9C05-CF6E17C7A3DD,"{'type': 'Point', 'coordinates': [-74.0253864743827, 40.615749923411904]}",11228.0,10,,3061420042.0,,Empty,2015-03-16T04:00:00,22.0,
139640,A4437875-C119-4CB3-8028-BEAD5EC925B3,"{'type': 'Point', 'coordinates': [-73.82497001129444, 40.84023717439188]}",10465.0,43,2018-04-11T13:59:55,2054070060.0,,Populated,2015-03-17T04:00:00,34.0,
140457,E138B1AF-8974-48BC-9290-19447B1C06B7,"{'type': 'Point', 'coordinates': [-74.09278608873053, 40.6218056841735]}",10301.0,4,2016-10-17T16:07:54,5005930195.0,,Populated,2015-03-17T04:00:00,23.0,
150430,9EFBA137-1C8C-4400-9AA1-C3B5CF625BF2,"{'type': 'Point', 'coordinates': [-74.11227287520187, 40.560641996377036]}",10306.0,15,2017-03-06T12:59:16,5040580334.0,,Populated,2015-03-24T04:00:00,24.0,
141625,CF71F076-B07C-40C8-9ED9-982A19A8E071,"{'type': 'Point', 'coordinates': [-74.01717589044773, 40.61876678976371]}",11228.0,10,2018-10-29T17:54:01,3060220033.0,,Empty,2015-03-18T04:00:00,22.0,
139634,3E00D8E9-EC25-41F3-AE4E-B2CD916FD597,"{'type': 'Point', 'coordinates': [-73.87028679287607, 40.76864518395947]}",11369.0,65,2019-03-21T16:33:56,4016370001.0,,Populated,2015-03-17T04:00:00,13.0,
138876,4EFC5793-B92A-4654-98E8-25AEE89568C6,"{'type': 'Point', 'coordinates': [-73.9797458648968, 40.62761920079936]}",11204.0,2,2018-08-27T16:04:35,3054500065.0,,Populated,2015-03-16T04:00:00,17.0,
144822,204A9A10-F698-4DC5-A07F-E90BD3E4EC56,"{'type': 'Point', 'coordinates': [-73.98279455987743, 40.769957097500594]}",10023.0,20,2022-04-22T16:49:13,1011130051.0,,Empty,2015-03-19T04:00:00,27.0,
145250,01F45F3C-B80F-4ECE-978D-397274EB20BB,"{'type': 'Point', 'coordinates': [-74.08858145459249, 40.58269208290616]}",10305.0,30,2021-11-30T20:44:07,5037040060.0,,Populated,2015-03-20T04:00:00,24.0,
147222,DCC8792A-F3FC-4C01-BD85-1AB66B7DEAE6,"{'type': 'Point', 'coordinates': [-73.9566764398376, 40.77534324528371]}",10028.0,23,2019-12-23T17:44:00,1015090038.0,,Retired,2015-03-22T04:00:00,28.0,
146023,D3436E52-AF7A-4622-ACD2-1208A7FEE662,"{'type': 'Point', 'coordinates': [-74.12864830347293, 40.5680900045415]}",10306.0,15,2018-11-20T13:09:23,5043690061.0,,Retired,2015-03-20T04:00:00,24.0,
138838,23B6AB31-3FFD-48F5-8A77-49613D080944,"{'type': 'Point', 'coordinates': [-74.09098260650238, 40.62626900885751]}",10301.0,4,,5005890025.0,,Populated,2015-03-16T04:00:00,23.0,
128822,624FD0B1-4440-4F0A-894A-6A9B1A692964,"{'type': 'Point', 'coordinates': [-73.85752339157239, 40.8806620092064]}",10469.0,29,2021-09-14T18:49:34,2046880028.0,,Populated,2015-03-10T04:00:00,36.0,
141622,720E8A27-8AA0-4019-87E4-DB031A35AFB9,"{'type': 'Point', 'coordinates': [-73.94826157284865, 40.804201664712934]}",10026.0,18,2017-06-19T08:59:58,1019040130.0,,Empty,2015-03-18T04:00:00,30.0,
130824,270BAE85-D920-4B1E-800F-EB240240ED43,"{'type': 'Point', 'coordinates': [-73.93035609641824, 40.61448425898328]}",11234.0,5,2016-10-27T14:34:52,3084850026.0,,Populated,2015-03-11T04:00:00,22.0,
138032,6B00504C-806E-4332-8057-66C2E9C8716A,"{'type': 'Point', 'coordinates': [-74.08859473994156, 40.625265258728014]}",10301.0,4,2017-02-21T10:01:50,5006140024.0,,Populated,2015-03-16T04:00:00,23.0,
126022,FAD30141-44AD-4A95-BA52-F06FE2387F97,"{'type': 'Point', 'coordinates': [-73.98771383177144, 40.76290197374873]}",10019.0,12,2023-02-03T14:05:00,1010400050.0,,Empty,2015-03-08T05:00:00,47.0,
134838,FDF354D0-8AC1-4649-996F-98753D8358E2,"{'type': 'Point', 'coordinates': [-74.07795851426806, 40.62364688503908]}",10304.0,4,2016-10-12T15:58:13,5005330018.0,,Populated,2015-03-13T04:00:00,23.0,
148431,A4BECF2C-A448-46B8-A071-227F88E8C79D,"{'type': 'Point', 'coordinates': [-73.75710267934589, 40.66410193589256]}",11413.0,63,2023-03-23T03:13:10,4134780019.0,,Populated,2015-03-23T04:00:00,10.0,
150051,61A94C1D-E21C-49E1-8AA4-94976E9AFA82,"{'type': 'Point', 'coordinates': [-73.98917012997482, 40.726930357923024]}",10003.0,70,2019-08-13T16:20:54,1004610035.0,,Populated,2015-03-24T04:00:00,27.0,
148834,332E056B-17A7-4F92-9547-2D998316BD05,"{'type': 'Point', 'coordinates': [-73.79562703262792, 40.67246838644856]}",11436.0,41,,4120610030.0,,Populated,2015-03-23T04:00:00,10.0,
140451,408ACB97-485B-4B32-8A1B-7A63A6521FEA,"{'type': 'Point', 'coordinates': [-74.09041426374962, 40.62328353189894]}",10301.0,4,2016-10-17T15:22:54,5005930320.0,,Populated,2015-03-17T04:00:00,23.0,
145246,3AC54FB6-268F-4A55-95DE-B8B73420E02A,"{'type': 'Point', 'coordinates': [-73.90413353758314, 40.87874684408221]}",10463.0,48,2015-06-15T13:04:06,2032670076.0,,Empty,2015-03-20T04:00:00,33.0,
133624,BBB2EB70-F1DD-4DCE-B202-16F6F1E184A2,"{'type': 'Point', 'coordinates': [-73.88465671816513, 40.73665940890174]}",11373.0,66,2017-08-23T08:48:35,4024710082.0,,Populated,2015-03-12T04:00:00,16.0,
146457,C4720199-BB08-4ECF-8023-661E9F5AB3DC,"{'type': 'Point', 'coordinates': [-74.11116547355154, 40.560926013076404]}",10306.0,15,2016-10-13T16:00:05,5040580212.0,,Populated,2015-03-20T04:00:00,24.0,
140839,B742846B-6D35-4C88-ACB9-4B843DC5CB31,"{'type': 'Point', 'coordinates': [-74.09036352016605, 40.623407839409076]}",10301.0,4,2019-05-06T19:42:13,5005920335.0,,Populated,2015-03-17T04:00:00,23.0,
145238,E194EE23-6E82-4C32-B0E2-36C62EFA384D,"{'type': 'Point', 'coordinates': [-73.84546869953584, 40.81415767691216]}",10473.0,58,,2034860007.0,,Empty,2015-03-20T04:00:00,34.0,
148824,DBA896F0-1FA3-474C-9AB2-377B91483E12,"{'type': 'Point', 'coordinates': [-74.11666070444087, 40.56224650609643]}",10306.0,15,2016-10-13T15:09:30,5040010001.0,,Populated,2015-03-23T04:00:00,24.0,
150022,F479785B-AA18-447A-A03A-2014115B2905,"{'type': 'Point', 'coordinates': [-74.11369803405759, 40.57174226835438]}",10306.0,30,2018-10-29T15:26:31,5042190020.0,,Populated,2015-03-24T04:00:00,24.0,
140448,1F0077EB-82DE-4313-8F50-1CF4C20886BC,"{'type': 'Point', 'coordinates': [-74.08969939399105, 40.62345786583541]}",10301.0,4,,5005920330.0,,Populated,2015-03-17T04:00:00,23.0,
138847,E243157C-6742-4AF4-8C68-4CC8D2A61BBD,"{'type': 'Point', 'coordinates': [-74.0916873284628, 40.62496552268082]}",10301.0,4,2016-10-17T14:29:48,5005910013.0,,Populated,2015-03-16T04:00:00,23.0,
139236,8B8D11CF-98B8-4C04-A18E-EC7342340B1B,"{'type': 'Point', 'coordinates': [-73.92226676068525, 40.671494637006866]}",11233.0,55,2018-12-03T18:49:12,3014660108.0,,Populated,2015-03-16T04:00:00,25.0,
138823,123144C0-A3B3-4FCF-B52A-5BA902F05A08,"{'type': 'Point', 'coordinates': [-74.07695710911621, 40.6246322869285]}",10304.0,4,,5005290050.0,,Populated,2015-03-16T04:00:00,23.0,
138464,78858A79-C7E6-4434-871C-398D6BEB9695,"{'type': 'Point', 'coordinates': [-74.09300123781118, 40.62327603698885]}",10301.0,4,,5005930155.0,,Populated,2015-03-16T04:00:00,23.0,
131231,2B19D148-AF75-4D9B-B39E-BDE9490FE2FD,"{'type': 'Point', 'coordinates': [-74.15756855106804, 40.54443862144906]}",10308.0,15,2017-04-13T20:29:18,5052300068.0,,Populated,2015-03-11T04:00:00,24.0,
148830,22930109-7063-43A9-BAA2-A6C2659B4AE2,"{'type': 'Point', 'coordinates': [-74.11587658048602, 40.561817827530795]}",10306.0,15,2016-10-13T14:55:02,5040000039.0,,Populated,2015-03-23T04:00:00,24.0,
151222,13231BF0-7A38-4F21-8935-E9C6E07BD308,"{'type': 'Point', 'coordinates': [-74.14773987091003, 40.54517950417397]}",10308.0,15,,5051560012.0,,Empty,2015-03-25T04:00:00,24.0,
148038,2977EB57-FCF7-4825-81D8-939ACC0FC824,"{'type': 'Point', 'coordinates': [-73.95009350532807, 40.68632012921085]}",11216.0,69,2019-06-21T20:55:13,3018080088.0,,Populated,2015-03-23T04:00:00,25.0,
138840,88BBC6D6-41A1-475A-9F86-31EA89C3DA1F,"{'type': 'Point', 'coordinates': [-74.09095900146899, 40.62576468066033]}",10301.0,4,,5005910032.0,,Populated,2015-03-16T04:00:00,23.0,
140856,B603A89F-56EC-41E7-BB00-5EC03C6B8BF7,"{'type': 'Point', 'coordinates': [-74.13074441048983, 40.63628110058737]}",10302.0,4,2022-03-16T02:07:37,5010160014.0,,Populated,2015-03-17T04:00:00,23.0,
142425,D3BFE07D-E9E1-46FB-9844-1DF7694953C0,"{'type': 'Point', 'coordinates': [-73.95592452110004, 40.718615174782016]}",11211.0,36,2023-02-10T13:01:05,3023050032.0,,Empty,2015-03-18T04:00:00,26.0,
149659,97493AB7-1B17-4633-B056-689EFC51DA11,"{'type': 'Point', 'coordinates': [-74.07546337628251, 40.6029264607805]}",10305.0,30,2016-10-12T19:39:27,5030350074.0,,Empty,2015-03-24T04:00:00,24.0,
131626,E41F7509-8FFB-4533-8AD0-BB53FD9024BA,"{'type': 'Point', 'coordinates': [-73.93297668034027, 40.68069033526952]}",11233.0,69,2017-08-14T10:05:37,3016850022.0,,Populated,2015-03-11T04:00:00,25.0,
138059,958480A5-76A7-4574-8BB4-0ED17AB5E22F,"{'type': 'Point', 'coordinates': [-74.09074416253532, 40.62370478744055]}",10301.0,4,,5005920340.0,,Populated,2015-03-16T04:00:00,23.0,
132023,E7C101AF-A22E-40E5-A8D2-BE9163E434CB,"{'type': 'Point', 'coordinates': [-73.79102844997146, 40.724669215950875]}",11432.0,25,2019-12-20T21:08:19,4072280007.0,,Populated,2015-03-11T04:00:00,11.0,
138454,F2050712-C976-4FD2-8DC5-35A0E778DDBD,"{'type': 'Point', 'coordinates': [-74.09087927415446, 40.62392869521547]}",10301.0,4,,5005930070.0,,Populated,2015-03-16T04:00:00,23.0,
130832,B24CCE71-476C-471F-8E70-BE4F05A2CDBB,"{'type': 'Point', 'coordinates': [-73.76467331997455, 40.67714172631665]}",11434.0,41,2019-12-03T19:28:00,4125470198.0,,Empty,2015-03-11T04:00:00,10.0,
127228,F2FAA9DF-F587-44C8-8B86-25D72AE4E287,"{'type': 'Point', 'coordinates': [-73.8455160751631, 40.681614444541275]}",11417.0,62,,4091160053.0,,Populated,2015-03-09T04:00:00,15.0,
148024,6AD76745-F0D1-4FD2-BA01-9DB13D548347,"{'type': 'Point', 'coordinates': [-73.82605843226538, 40.82651106449692]}",10465.0,43,,2055450042.0,,Empty,2015-03-23T04:00:00,34.0,
127224,79123103-653D-40CC-9ED9-6C6438CC4BE5,"{'type': 'Point', 'coordinates': [-73.76125373382968, 40.74286388681046]}",11364.0,26,,4076260057.0,,Empty,2015-03-09T04:00:00,16.0,
138424,2985E708-DD94-4DF4-8E07-7CA1CC16D198,"{'type': 'Point', 'coordinates': [-74.07753266924617, 40.62442573720155]}",10304.0,4,2016-10-17T19:33:55,5005290057.0,,Populated,2015-03-16T04:00:00,23.0,
