block,block_1,fact_column,total_dimension1,average_dimension2
11655.0,11655.0,FAILURE TO CORRECT ECB#34650712Y FOR ILLEGAL CLASS A APT IN CELLAR LVLRESPONDENT HAS A HISTORY OF NON-COMPLIANCE W/ DOB REM; COMPLY W/ ORDER,25000.0,0.0
8075.0,8075.0,WORK W/O A PERMIT WORK NOTED REMOVED GARAGE DOOR ERECTED A MASONRY WALL INSTALL A DOOR APPROX 3X7 AND ALSO A WINDOW REMEDY: OBTAIN A PERMIT OR RESTORE TO PRIOR LEGAL CONDITION,8000.0,0.0
8172.0,8172.0,UNLAWFUL ACTS.FAILURE TO COMPLY W/AN ORDER OF THE COMMISSIONER.RESPONDENT FAILED TO COMPLY W/THE COMMISSIONER ORDER TO CORRECT THE CONDITIONCITED IN PRIOR NOT W/ECB #34612046Y FOR CREATED A CLASS A APT W/ECB,12000.0,0.0
5691.0,5691.0,WORK W/ O PERMIT WORK NOTED SCREEN ROOM CONSTRUCTED AND WOOD DECK AT REAR OF HOUSE SCREEN ROOM APPROX 25X15 DECK APPROX 25X25 REMEDY OBTAIN A PERMIT OR RESTORE PREMISE TO PRIOR LEGAL CONDITION,250.0,0.0
1705.0,1705.0,67X10.67X CAR PHONE,250.0,0.0
7970.0,7970.0,FAILURE TO COMPLY W/COMMISSIONER'S ORDER TO CORRECT VIO # 34734734N   FOR WORK W/O PERMIT AT BSMT INSTALLED 1 ILLEGAL CLASS 'A'APT NO RECORDOF CORRECTION REMEDY:COMPLY W/COMM'S ORDER AND OBTAIN PERMIT,2400.0,0.0
1542.0,1542.0,"UNLAWFUL ACTS.FAILURE TO COMPLY WITH AN ORDER OF THE COMMISSIONER     NOTED: RESPONDENT FAILED TO CORRECT THE CONDITIONS CITED IN THE PRIOR NOV 34711295Z HAVING CONSTRUCTED FULL HEIGHT PARTITIONS ON EACH FL 1,2",24000.0,0.0
13463.0,13463.0,UNLAWFUL ACTS. FAIL TO COMPLY W.COMM ORDER. RESPONDENT FAILED TO CORRECT THE CONDITION CITED IN THE PRIOR NOV 34682594Z- FOR WORK W.O A PERMIT. INSTALLED 3 PC BATHROOM & GAS LINE AT CELLAR LEVEL. NO RECORD OF C,12000.0,0.0
4944.0,4944.0,FAILURE TO COMPLY W/ COMMS ORDER TOCORRECT ECB #34776482L FOR CLASS A  APT IN CELLAR NO RECORD OF CORRECTION W/ DOB REM: COMPLY W/ ORDER,12000.0,0.0
511.0,511.0,"FAILURE TO COMPLY WITH THE COMMISSIONERS ORDER TO OBTAIN A PERMIT PER VIOLATION #34583945H,ISSUED 6/26/07 FOR ""WORK W/O PERMIT"" CELLAR LEVEL. SEE PRIOR NOV #34770603L ISSUED 3/28/09. REMEDY: OBTAIN PERMIT.",12000.0,0.0
2145.0,2145.0,"WORK WITHOUT A PERMIT! ILLEGAL WORK NOTED; AT BUILDING SIDE YARD SETBACK FOUND WITH STEEL STRUCTURE WITH IRON COLUMN AND PLATFORM WITH IRON FENCE AND ENCLOSURE @ 9'-6"" HEIGHT ADJACENT AND 1 TO RAMP 2 LEFT OF EN",2000.0,0.0
2007.0,2007.0,WORK W/O PERMIT. NOTED: CREATED 2 CURB CUT AND 2 OFF STREET PARKING AT BACK YARD ON 52 AVE. CONTRUCT 2 CURB CUT. 10' WIDE EACH. 2 OFF STREETPARKING. APPROX 20' X 20'. REMEDY: OBTAIN PERMIT.,1600.0,0.0
655.0,655.0,RESIDENCE IS ALTERED FOR OCCUPANCY AS A DWELLING FOR MORE THAN LEGALLY APPROVED NUMBER OF FAMILY AS PER C OF O #172457 RESIDENCE LEGALLY APPROVED TWO FAMILY RESIDENCE IS NOW ALTERED FOR OCCUPANCY BY THREE FAMIL,3050.0,0.0
4095.0,4095.0,UNLAWFUL ACTS. FAILURE TO COMPLY WITH AN ORDER OF THE COMMISSIONER TO FILE A CERTIFICATE OF CORRECTION WITH DEPT OF BLDG FOR NOTICE OF VIOLATION #34620815J/103107C07SA03 COMP STATUS OVER DUE COMP.,2400.0,0.0
1283.0,1283.0,FAILURE TO SUBMIT A THIRD ROUND TECHNICAL REPORT PERIODIE INSPECTION OF EXTERIOR WALL AND APPARTENANCES AS REQUIRED BY LOCAL LAW 10OF80 OF 1980 AND THE DEPARTMENT OF BUILDINGS RULES AND REGULATIONS REMEDY FILE,400.0,0.0
10715.0,10715.0,"UNLAWFUL ACTS.FAILURE TO COMPLY WITH AN ORDER OF THE COMMISSIONER     TO FILE A CERTIFICATE OF CORRECTION W/DOB FOR NOV 34229827P ISSUED ON 12/3/99. AT TIME OF INSPECTION, CERTIFICATION STATUS WITH ""OVERDUE COM",48000.0,0.0
2215.0,2215.0,FAILURE TO COMPLY WITH AN ORDER OF THE COMMISSIONER'S TO OBTAIN PERMITS FOR PARTITIONS AND WORK IN BASEMENT OF ABOVE PREMISES US PER N.O.V #34700528R. REM: COMPLY WITH COMMISSIONER'S ORDER.,12000.0,0.0
9057.0,9057.0,"UNLAWFUL ACTS. FAILURE TO COMPLY WITH AN ORDER OF THE COMMISSIONER. NOTED: RESPONDENT FAILED TO CORRECT THE CONDITIONS CITED IN THE PRIOR NOV #34791734Y,HAVING CONSTRUCTED IN THE CELLAR FULL HEIGHT PARTITIONS",24000.0,0.0
15817.0,15817.0,SEC. 3307.5.1 27-1009 WATCH PERSON AT THE TIME OF INSPECTION NO CONSTRUCTION ACTIVITY IN PROGRESS GATE LOCKED NO WATCH PERSON PRESENT. TIME OF INSP. 9:45 - 10:10. REMEDY: PROVIDE WATCH PERSON AS PER N.Y.C. BUIL,0.0,0.0
1542.0,1542.0,FAILURE TO COMPLY W/COMM'S ORDER TO CORRECT VIO#34711295Z FOR WORK W/OPERMIT.NO RECORD OF CORRECTION.REM:COMPLY W/COMM'S ORDER & OBTAIN PERMIT,12000.0,0.0
