latitude,longitude,overlevel,boro,ycoord,cd,facsubgrp
40.8066,-73.920296,City,BRONX,233153.215462,201,DSNY DROP-OFF FACILITY
40.76880091,-73.95866268,City,MANHATTAN,219374.374862,108,DSNY DROP-OFF FACILITY
40.79530362,-73.97107264,City,MANHATTAN,229028.832697,107,DSNY DROP-OFF FACILITY
40.808761484,-73.9489296715,City,MANHATTAN,233934.803456,110,LEGAL AND INTERVENTION SERVICES
40.79466,-73.963231,City,MANHATTAN,228795.153824,107,PARKING LOTS AND GARAGES
40.6991086198,-73.8345342229,City,QUEENS,194023.915902,409,MUSEUMS
40.8162822988,-73.9055670024,City,BRONX,236684.872811,201,DOE UNIVERSAL PRE-KINDERGARTEN
40.7495864337,-73.9998368242,State,MANHATTAN,212371.211144,104,HOSPITALS AND CLINICS
40.7225530039,-73.9813758493,City,MANHATTAN,202522.629871,103,GARDENS
0.0,0.0,City,MANHATTAN,0.0,0,OTHER CULTURAL INSTITUTIONS
40.79405,-73.968962,City,MANHATTAN,228572.295538,107,PARKING LOTS AND GARAGES
40.7142168889,-73.9899426168,City,MANHATTAN,199485.139192,103,"STREETSCAPES, PLAZAS, AND MALLS"
40.8227509894,-73.9124243131,City,BRONX,239039.677344,203,GARDENS
40.7351359526,-73.9832532636,City,MANHATTAN,207106.884694,106,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES
40.6951194333,-73.9465765638,,BROOKLYN,192531.721357,303,SOUP KITCHENS AND FOOD PANTRIES
40.6695503559,-73.8791957334,City,BROOKLYN,183234.757191,305,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES"
40.7087862583,-74.0067419391,City,MANHATTAN,197506.507885,101,WORKFORCE DEVELOPMENT
40.7056122728,-73.9030655279,City,QUEENS,196364.92785,405,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES"
40.6757758719,-73.9352215728,State,BROOKLYN,185486.42594,308,HOSPITALS AND CLINICS
40.7711240524,-73.9805186045,City,MANHATTAN,220218.671313,107,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES"
40.7083682544,-73.818738292,State,QUEENS,197406.13897,408,SUBSTANCE USE DISORDER TREATMENT PROGRAMS
40.7241287506,-74.0051444575,City,MANHATTAN,203096.216077,102,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES"
40.85521,-73.89441,City,BRONX,250871.194616,206,PARKING LOTS AND GARAGES
40.8090199777,-73.9355509829,City,MANHATTAN,234031.423924,111,DAY CARE
40.6897322561,-73.9610974842,City,BROOKLYN,190566.89258,302,DOE UNIVERSAL PRE-KINDERGARTEN
40.581450636,-73.964250456,City,BROOKLYN,151116.604155,313,NON-PUBLIC K-12 SCHOOLS
40.815877241,-73.8853095481,City,BRONX,236543.988987,202,AFTER-SCHOOL PROGRAMS
40.6581929722,-73.9529979084,City,BROOKLYN,179077.333594,309,NON-PUBLIC K-12 SCHOOLS
40.734757,-73.980454,City,MANHATTAN,206968.981044,106,DSNY DROP-OFF FACILITY
40.7724410621,-73.9513852524,City,MANHATTAN,220701.638359,108,CAMPS
40.7030553698,-73.9053776702,State,QUEENS,195432.671132,405,HOSPITALS AND CLINICS
40.8153105625,-73.9429781224,State,MANHATTAN,236321.882377,110,HISTORICAL SITES
40.8313792641,-73.8866022574,City,BRONX,242191.469119,203,AFTER-SCHOOL PROGRAMS
40.6044610957,-74.1806879622,State,STATEN ISLAND,159549.618431,502,HOSPITALS AND CLINICS
40.7875559823,-73.9787930215,City,MANHATTAN,226205.489542,107,CHILD NUTRITION
40.6921288514,-73.8637307991,State,QUEENS,191467.040008,409,MENTAL HEALTH
40.61258951,-74.06930957,City,STATEN ISLAND,162466.877149,501,DSNY DROP-OFF FACILITY
40.8257092159,-73.9480046394,State,MANHATTAN,240109.621537,109,HISTORICAL SITES
40.7167944396,-73.9800050325,State,MANHATTAN,200424.69201,103,HOSPITALS AND CLINICS
40.7536251811,-73.9919065887,City,MANHATTAN,213842.760813,105,SENIOR SERVICES
40.6762023934,-73.8872116361,City,BROOKLYN,185655.317195,305,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES"
40.8502609621,-73.9388766342,City,MANHATTAN,249056.366077,112,OTHER CULTURAL INSTITUTIONS
40.756394,-73.966944,City,MANHATTAN,214853.155842,106,PARKING LOTS AND GARAGES
40.7190503998,-73.7575306841,City,QUEENS,201338.997395,413,NON-PUBLIC K-12 SCHOOLS
40.8109451565,-73.9521651959,City,MANHATTAN,234729.887194,110,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES
40.680303,-73.882594,State,BROOKLYN,187150.967684,305,RAIL YARDS AND MAINTENANCE
40.6974602017,-73.913753662,City,BROOKLYN,193391.788298,304,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES"
40.715777,-73.952192,City,BROOKLYN,200056.991704,301,PARKING LOTS AND GARAGES
40.7724769107,-73.9576877812,City,MANHATTAN,220713.793177,108,NON-PUBLIC K-12 SCHOOLS
40.6429379616,-73.9201050499,City,BROOKLYN,173526.125419,317,BUS DEPOTS AND TERMINALS
40.545607086,-74.1398811664,State,STATEN ISLAND,138086.938163,503,HISTORICAL SITES
40.68062258,-73.8872297457,City,BROOKLYN,187265.710497,305,CHILD NUTRITION
40.8040978889,-73.9531408157,City,MANHATTAN,232235.039557,110,DOE UNIVERSAL PRE-KINDERGARTEN
40.8106662976,-73.9438451129,City,MANHATTAN,234629.656068,110,DOE UNIVERSAL PRE-KINDERGARTEN
40.6639412095,-73.9360579735,City,BROOKLYN,181174.553249,309,PUBLIC K-12 SCHOOLS
40.5760818128,-74.1179205304,City,STATEN ISLAND,149180.630705,502,DAY CARE
40.7877548782,-73.974497253,City,MANHATTAN,226278.271272,107,OTHER CULTURAL INSTITUTIONS
40.7445746195,-73.9369219624,City,QUEENS,210551.539621,402,PUBLIC K-12 SCHOOLS
40.6693160231,-73.9786969019,City,BROOKLYN,183126.99369,306,PUBLIC K-12 SCHOOLS
40.8539651258,-73.9001193438,City,BRONX,250415.78722,205,LEGAL AND INTERVENTION SERVICES
40.752024,-73.907126,State,QUEENS,213272.936221,402,RAIL YARDS AND MAINTENANCE
40.5834805067,-73.8201554156,City,QUEENS,151905.390982,414,DOE UNIVERSAL PRE-KINDERGARTEN
40.6467614994,-73.8818459225,City,BROOKLYN,174931.146152,305,AFTER-SCHOOL PROGRAMS
40.8549198138,-73.9043647381,City,BRONX,250762.305739,205,SENIOR SERVICES
40.739041,-73.994118,City,MANHATTAN,208529.227734,105,PARKING LOTS AND GARAGES
40.6940640613,-73.9936213401,City,BROOKLYN,192142.765173,302,DAY CARE
40.781977,-73.902968,City,QUEENS,224187.048344,401,STORAGE
40.8206636393,-73.9153770464,State,BRONX,238278.377164,201,MENTAL HEALTH
40.6650120702,-73.7826952545,City,QUEENS,181633.0,413,BUS DEPOTS AND TERMINALS
40.692072,-73.990473,State,BROOKLYN,191417.077898,302,RAIL YARDS AND MAINTENANCE
40.5843500569,-73.934568487,State,BROOKLYN,152177.697143,315,OTHER HEALTH CARE
40.78468357,-73.94989274,City,MANHATTAN,225162.229417,108,DSNY DROP-OFF FACILITY
40.6227828082,-73.9633021597,City,BROOKLYN,166175.084391,314,DAY CARE
40.7829854193,-73.9467726386,City,MANHATTAN,224544.04506,108,CAMPS
40.7539641548,-73.9892772718,City,MANHATTAN,213966.338162,105,OTHER CULTURAL INSTITUTIONS
40.8102158703,-73.918450963,City,BRONX,234471.074761,201,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES"
40.6445589042,-73.9505507667,City,BROOKLYN,174110.440947,317,CHILD NUTRITION
40.6729666523,-74.011446992,City,BROOKLYN,184456.510626,306,BUS DEPOTS AND TERMINALS
40.8272680871,-73.9038547968,City,BRONX,240687.906923,203,LEGAL AND INTERVENTION SERVICES
40.780072,-73.955714,City,MANHATTAN,223481.209476,108,PARKING LOTS AND GARAGES
0.0,0.0,City,BROOKLYN,0.0,0,OTHER CULTURAL INSTITUTIONS
40.8521990179,-73.8819910545,City,BRONX,249778.564434,206,HISTORICAL SOCIETIES
40.7354160776,-73.9826940092,City,MANHATTAN,207208.973153,106,CHILD NUTRITION
40.736894,-73.881148,City,QUEENS,207769.297646,404,DSNY DROP-OFF FACILITY
40.6693198862,-73.7359994634,City,QUEENS,183238.041759,413,CHILD NUTRITION
40.6308186326,-73.9755331483,City,BROOKLYN,169101.563571,314,NON-PUBLIC K-12 SCHOOLS
40.7636065808,-73.8203185287,State,QUEENS,217530.256703,407,RESIDENTIAL HEALTH CARE
40.7195551871,-73.84214241,City,QUEENS,201469.312047,406,PROPRIETARY SCHOOLS
40.748677,-73.929788,,QUEENS,212047.671753,402,RAIL YARDS AND MAINTENANCE
40.709790874,-74.0078720553,City,MANHATTAN,197872.545847,101,OTHER CULTURAL INSTITUTIONS
40.7161117834,-73.9908784902,City,MANHATTAN,200175.478569,103,DOE UNIVERSAL PRE-KINDERGARTEN
40.7695700437,-73.9554930253,City,MANHATTAN,219655.025998,108,DAY CARE
40.7135734884,-73.8313351974,City,QUEENS,199295.584056,409,SENIOR SERVICES
40.837968,-73.878019,State,BRONX,244595.178591,206,CITY AGENCY PARKING
40.857051,-73.882517,City,BRONX,251546.130128,206,PARKING LOTS AND GARAGES
0.0,0.0,City,QUEENS,0.0,0,OTHER CULTURAL INSTITUTIONS
40.5865819497,-73.8235947535,City,QUEENS,153033.379617,414,DOE UNIVERSAL PRE-KINDERGARTEN
40.8440772881,-73.8980707251,City,BRONX,246813.928137,206,UNDEVELOPED
40.6969779113,-73.8973451625,City,QUEENS,193220.981667,405,PUBLIC K-12 SCHOOLS
40.6650120702,-73.7826952545,City,QUEENS,181633.0,413,BUS DEPOTS AND TERMINALS
40.8769581665,-73.8727439268,City,BRONX,258802.858088,207,DOE UNIVERSAL PRE-KINDERGARTEN
40.8406024484,-73.8836493153,,BRONX,245552.886216,206,SOUP KITCHENS AND FOOD PANTRIES
40.716817,-74.001432,City,MANHATTAN,200432.282107,101,CUSTODIAL
40.63393393,-73.96692926,City,BROOKLYN,170237.334252,314,NON-PUBLIC K-12 SCHOOLS
40.8310571088,-73.8452177573,City,BRONX,242091.627298,209,BUS DEPOTS AND TERMINALS
40.6890723813,-73.8452363666,City,QUEENS,190362.0,409,BUS DEPOTS AND TERMINALS
40.754862,-73.965891,City,MANHATTAN,214295.110319,106,PARKING LOTS AND GARAGES
40.684466,-73.83249,City,QUEENS,188690.266695,410,DSNY DROP-OFF FACILITY
40.824615,-73.941412,City,MANHATTAN,239712.110569,110,PARKING LOTS AND GARAGES
40.7697947645,-73.9856269685,,MANHATTAN,219734.094018,107,SOUP KITCHENS AND FOOD PANTRIES
40.7488904481,-73.9863537301,City,MANHATTAN,212117.935695,105,PROPRIETARY SCHOOLS
40.703183,-74.009154,City,MANHATTAN,195465.133356,101,PARKING LOTS AND GARAGES
40.7916415681,-73.9459060421,City,MANHATTAN,227697.922892,111,RECREATION AND WATERFRONT SITES
40.6116611412,-74.0704061896,City,STATEN ISLAND,162128.891111,501,FIRE SERVICES
40.7891715121,-73.9459510044,City,MANHATTAN,226797.988962,111,CHILD NUTRITION
40.7448491975,-73.9958680497,City,MANHATTAN,210645.311048,104,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES
40.7456567192,-73.9870932589,State,MANHATTAN,210939.753483,105,HISTORICAL SITES
0.0,0.0,City,MANHATTAN,0.0,0,OTHER CULTURAL INSTITUTIONS
40.7035423481,-73.8840514954,City,QUEENS,195617.198828,405,CHILD NUTRITION
40.7091607279,-73.9547732258,City,BROOKLYN,197646.103427,301,GARDENS
40.7097654946,-73.9444965213,City,BROOKLYN,197868.076304,301,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES"
0.0,0.0,City,QUEENS,0.0,0,DOE UNIVERSAL PRE-KINDERGARTEN
40.7142559212,-73.9923164354,City,MANHATTAN,199499.293214,103,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES"
40.805634,-73.939088,City,MANHATTAN,232797.092091,111,PARKING LOTS AND GARAGES
0.0,0.0,State,QUEENS,0.0,0,SUBSTANCE USE DISORDER TREATMENT PROGRAMS
40.8350442651,-73.9005772717,City,BRONX,243522.06562,203,PUBLIC K-12 SCHOOLS
40.7539937432,-73.991230039,City,MANHATTAN,213977.057998,105,OTHER CULTURAL INSTITUTIONS
40.6897322561,-73.9610974842,City,BROOKLYN,190566.89258,302,DOE UNIVERSAL PRE-KINDERGARTEN
40.813789,-73.930692,City,BRONX,235769.975109,201,DSNY DROP-OFF FACILITY
40.8132140441,-73.8521892558,City,BRONX,235587.428598,209,PRESERVES AND CONSERVATION AREAS
40.6806147076,-73.9049903843,City,BROOKLYN,187257.0,304,BUS DEPOTS AND TERMINALS
40.8527944854,-73.8369947403,State,BRONX,250015.482541,211,OTHER HEALTH CARE
40.7108425389,-73.9862167451,City,MANHATTAN,198255.901711,103,CAMPS
40.8197457427,-73.9391100008,State,MANHATTAN,237938.498415,110,HOSPITALS AND CLINICS
40.75371215,-73.7777231172,City,QUEENS,213952.476421,411,OTHER CULTURAL INSTITUTIONS
40.7661267014,-73.9585272321,State,MANHATTAN,218400.089871,108,HISTORICAL SITES
40.6845417823,-73.7922769737,City,QUEENS,188741.76367,412,OTHER HEALTH CARE
40.6786910535,-73.8369196203,City,QUEENS,186583.97222,410,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES"
40.8655488069,-73.9216200087,City,MANHATTAN,254630.115874,112,PUBLIC K-12 SCHOOLS
40.8885524241,-73.866984781,City,BRONX,263029.472631,212,BUS DEPOTS AND TERMINALS
40.7518718386,-73.9917079967,State,MANHATTAN,213203.966554,105,HOSPITALS AND CLINICS
40.7566325129,-73.9145598694,,QUEENS,214949.869852,401,SOUP KITCHENS AND FOOD PANTRIES
40.6345914931,-74.0978001451,City,STATEN ISLAND,170490.322705,501,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES"
40.705683,-73.936755,State,BROOKLYN,196382.155769,301,OTHER TRANSPORTATION
40.670862,-73.91486,City,BROOKLYN,183700.996129,316,CITY AGENCY PARKING
40.6753768156,-73.9783505326,City,BROOKLYN,185335.136573,306,OTHER CULTURAL INSTITUTIONS
40.7991849014,-73.9383478179,City,MANHATTAN,230447.603009,111,NON-RESIDENTIAL HOUSING AND HOMELESS SERVICES
40.762409,-73.908137,City,QUEENS,217056.232772,401,PARKING LOTS AND GARAGES
0.0,0.0,City,QUEENS,0.0,0,DOE UNIVERSAL PRE-KINDERGARTEN
40.6349675557,-73.9822191676,City,BROOKLYN,170612.680115,312,PUBLIC K-12 SCHOOLS
40.6092863828,-74.1039770326,City,STATEN ISLAND,161272.983233,502,CHARTER K-12 SCHOOLS
40.6000962148,-73.750916758,City,QUEENS,158005.97568,414,OTHER CULTURAL INSTITUTIONS
40.8626353967,-73.8592464489,City,BRONX,253590.227472,211,AFTER-SCHOOL PROGRAMS
40.5776789002,-73.9486041994,City,BROOKLYN,149744.628917,315,DOE UNIVERSAL PRE-KINDERGARTEN
40.67261,-73.95181,State,BROOKLYN,184330.041522,308,MENTAL HEALTH
40.742191,-73.986565,City,MANHATTAN,209677.10345,105,CUSTODIAL
40.7109073323,-74.0056120276,City,MANHATTAN,198279.257128,101,"YOUTH CENTERS, LITERACY PROGRAMS, AND JOB TRAINING SERVICES"
40.7656808022,-73.9931686802,City,MANHATTAN,218234.988305,104,PUBLIC K-12 SCHOOLS
40.8819290292,-73.8395861624,State,BRONX,260628.995245,212,OTHER HEALTH CARE
40.7304876116,-73.7197936521,City,QUEENS,205537.114728,413,DOE UNIVERSAL PRE-KINDERGARTEN
