system_code,location_code,location_name,nta,grades_text,state_code,location_type_description,administrative_district_name,council_district,y_coordinate
300000010013,K03P,Impact Ii Program,MN24,,NY,General Academic,DEPUTY CHANCELLOR FOR TEACHING & LEARNING,1,199047.0
310200011376,M376,NYC iSchool,MN24,"09,10,11,12,SE",NY,General Academic,,3,203279.0
310200010003,M003,P.S. 003 Charrette School,MN23,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 02,3,206184.0
310200010002,M002,P.S. 002 Meyer London,MN28,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 02,1,199008.0
321100010019,X019,P.S. 019 Judith K. Weiss,BX62,"0K,01,02,03,04,05,06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 11,11,266964.0
310200011420,M420,High School for Health Professions and Human Servi,MN21,"09,10,11,12,SE",NY,General Academic,,2,206207.0
310300010191,M191,The Riverside School for Makers and Artists,MN14,"PK,0K,01,02,03,04,05,06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 03,6,220799.0
310300011541,M541,Manhattan / Hunter Science High School,MN14,"09,10,11,12,SE",NY,General Academic,,6,221591.0
321100861126,X606,Emblaze Academy Charter School,BX37,5,NY,General Academic,OFFICE OF CHARTER SCHOOLS,13,249023.0
320900010454,X454,Science and Technology Academy: A Mott Hall School,BX14,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 09,16,240954.0
321000010037,X037,P.S. X037 - Multiple Intelligence School,BX29,"0K,01,02,03,04,05,06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 10,11,259145.0
331400011454,K454,The Williamsburg High School of Art and Technology,BK90,"09,10,11,12,SE",NY,General Academic,,34,197868.0
332100860949,K744,Coney Island Preparatory Public Charter School,BK23,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",NY,General Academic,OFFICE OF CHARTER SCHOOLS,47,151505.0
331600010025,K025,P.S. 025 Eubie Blake School,BK35,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 16,36,191204.0
310600010349,M349,Harbor Heights,MN36,"06,07,08",NY,General Academic,COMMUNITY SCHOOL DISTRICT 06,10,247307.0
331600010267,K267,"M.S. 267 Math, Science & Technology",BK35,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 16,36,189930.0
332100010188,K188,P.S. 188 Michael E. Berdy,BK21,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 21,47,149396.0
310400860806,M705,Amber Charter School,MN33,"0K,01,02,03,04,05",NY,General Academic,OFFICE OF CHARTER SCHOOLS,8,227440.0
320700860703,X256,Heketi Community Charter School,BX39,"0K,01,02,03,04,05",NY,General Academic,OFFICE OF CHARTER SCHOOLS,8,234064.0
321200010314,X314,Fairmont Neighborhood School,BX75,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 12,17,243215.0
307500011138,M138,P.S. 138,MN34,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",NY,Special Education,CITYWIDE SPECIAL EDUCATION,9,232805.0
310400011495,M495,Park East High School,MN33,"09,10,11,12,SE",NY,General Academic,,8,227170.0
310600010189,M189,P.S. 189,MN35,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 06,10,250073.0
310200011542,M542,Manhattan Bridges High School,MN15,"09,10,11,12,SE",NY,General Academic,,3,218160.0
320700011600,x600,Alfred E. Smith Career and Technical Education Hig,BX34,"09,10,11,12,SE",NY,Career Technical,,17,237542.0
332000010170,K170,Ralph A. Fabrizio School,BK31,"0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 20,43,168939.0
310400860849,M335,Harlem Village Academy East Charter School,MN34,"0K,01,02,03,04,05,06,07,08,09,10,11,12",NY,General Academic,OFFICE OF CHARTER SCHOOLS,8,230478.0
332000011609,K609,Urban Assembly School for Criminal Justice,BK88,"06,07,08,09,10,11,12,SE",NY,General Academic,,44,170661.0
310500010161,M161,P.S. 161 Pedro Albizu Campos,MN06,"0K,01,02,03,04,05,06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 05,9,237198.0
321000011284,X284,Bronx School of Law and Finance,MN01,"09,10,11,12,SE",NY,General Academic,,10,258943.0
320700861080,X497,Storefront Academy Charter School,BX34,"0K,01,02,03,04,SE",NY,General Academic,OFFICE OF CHARTER SCHOOLS,8,236199.0
320700860889,X309,South Bronx Charter School for International Cultu,BX39,"0K,01,02,03,04,05,06",NY,General Academic,OFFICE OF CHARTER SCHOOLS,8,231858.0
320700010584,X584,I.S. 584,BX34,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 07,17,236164.0
310500860894,M350,Democracy Prep Charter School,MN03,"06,07,08,09,10,11,12,SE",NY,General Academic,OFFICE OF CHARTER SCHOOLS,9,235675.0
310600010128,M128,P.S. 128 Audubon,MN36,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 06,10,245694.0
310300010084,M084,P.S. 084 Lillian Weber,MN12,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 03,6,226907.0
310400010171,M171,P.S. 171 Patrick Henry,MN33,"PK,0K,01,02,03,04,05,06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 04,8,227938.0
310100010064,M064,P.S. 064 Robert Simon,MN28,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 01,2,202733.0
320900011350,X350,New Directions Secondary School,BX14,"06,07,08,09,10,11,12,SE",NY,General Academic,,16,245072.0
321100010189,X189,Cornerstone Academy for Social Action,BX13,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 11,12,260943.0
332100010226,K226,P.S. 226 Alfred De B. Mason,BK88,"PK,0K,01,02,03,04,05,06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 21,44,163486.0
310200010418,M418,Millennium High School,MN25,"09,10,11,12,SE",NY,General Academic,,1,196017.0
321000860904,X347,International Leadership Charter High School,BX29,"09,10,11,12",NY,General Academic,OFFICE OF CHARTER SCHOOLS,11,260209.0
320800861068,X492,South Bronx Early College Academy Charter School,BX34,"06,07,08",NY,General Academic,OFFICE OF CHARTER SCHOOLS,17,237336.0
332000010220,K220,J.H.S. 220 John J. Pershing,BK34,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 20,38,172809.0
310200011655,M655,Life Sciences Secondary School,MN32,"09,10,11,12,SE",NY,General Academic,,5,224654.0
321000010368,X368,In-Tech Academy (M.S. / High School 368),BX29,"06,07,08,09,10,11,12,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 10,11,259145.0
331700011122,K122,Pathways in Technology Early College High School (,BK61,"09,10,11,12,SE",NY,Career Technical,,36,185533.0
310200011225,M225,Ella Baker School,MN31,"PK,0K,01,02,03,04,05,06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 02,5,218222.0
321000010246,X246,P.S. 246 Poe Center,BX05,"0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 10,14,254792.0
331300011616,K616,Brooklyn High School for Leadership and Community,BK69,"09,10,11,12,SE",NY,Transfer School,,33,191399.0
310100010140,M140,P.S. 140 Nathan Straus,MN28,"PK,0K,01,02,03,04,05,06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 01,1,201282.0
310400861046,M168,East Harlem Scholars Academy Charter School II,MN33,"PK,0K,01,02,03,04,05,06,SE",NY,General Academic,OFFICE OF CHARTER SCHOOLS,8,228429.0
310600011348,M348,Washington Heights Expeditionary Learning School,MN35,"PK,0K,01,02,03,04,06,07,08,09,10,11,12,SE",NY,General Academic,,10,248712.0
332200011555,K555,Brooklyn College Academy,BK40,"09,10,11,12",NY,General Academic,,39,175746.0
310200011394,M394,Emma Lazarus High School,MN27,"09,10,11,12",NY,Transfer School,,1,200219.0
321100010468,X468,Pelham Academy of Academics and Community Engageme,BX07,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 11,13,253392.0
310200860992,M522,Broome Street Academy Charter School,MN24,"09,10,11,12,SE",NY,General Academic,OFFICE OF CHARTER SCHOOLS,3,203014.0
321000010279,X279,"P.S. 279 Captain Manuel Rivera, Jr.",BX41,"0K,01,02,03,04,05,06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 10,14,250670.0
310400861081,M204,Capital Preparatory (CP) Harlem Charter School,MN33,"06,07,08,09",NY,General Academic,OFFICE OF CHARTER SCHOOLS,8,228228.0
310300011479,M479,Beacon High School,MN15,"09,10,11,12,SE",NY,General Academic,,3,216595.0
331400010034,K034,P.S. 034 Oliver H. Perry,BK76,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 14,33,203920.0
320700010018,X018,P.S. 018 John Peter Zenger,BX39,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 07,8,236712.0
310200011313,M313,"James Baldwin School, The: A School for Expedition",MN13,"09,10,11,12,SE",NY,Transfer School,,3,210120.0
321000010023,X023,P.S. 023 The New Children's School,BX01,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 10,15,250173.0
310500011499,M499,Frederick Douglass Academy,MN03,"06,07,08,09,10,11,12,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 05,9,239485.0
320900011260,X260,Bronx Center for Science and Mathematics,BX01,"09,10,11,12,SE",NY,General Academic,,16,243099.0
331300861110,K911,Edmund W. Gordon Brooklyn Laboratory Charter Schoo,BK38,6,NY,General Academic,OFFICE OF CHARTER SCHOOLS,33,193237.0
320800010304,X304,P.S. 304 Early Childhood School,BX52,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 08,13,240651.0
331700011539,K539,High School for Service & Learning at Erasmus,BK95,"09,10,11,12,SE",NY,General Academic,,40,175947.0
310600010018,M018,P.S. 018 Park Terrace,MN01,"0K,01,02,03,04,05,06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 06,10,256785.0
310500010092,M092,P.S. 092 Mary McLeod Bethune,MN03,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 05,9,236178.0
320700010043,X 043,P.S. 043 Jonas Bronck,BX39,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 07,8,233099.0
320700011473,X473,Mott Haven Village Preparatory High School,BX34,"09,10,11,12,SE",NY,General Academic,,17,237324.0
310600010178,M178,Professor Juan Bosch Public School,MN35,"0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 06,10,252330.0
320900010568,X568,Young Women's Leadership School of the Bronx,BX41,"06,07,08,09,10,11,12,SE",NY,General Academic,,14,248441.0
331500010230,K230,P.S. 230 Doris L. Cohen,BK41,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 15,39,174490.0
310300011291,M291,West End Secondary School,MN14,"06,07,08,09,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 03,6,220759.0
331800010115,k115,P.S. 115 Daniel Mucatel School,BK50,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 18,46,170590.0
310400860919,M382,DREAM Charter School,MN33,"PK,0K,01,02,03,04,05,06,07,08,09,10",NY,General Academic,OFFICE OF CHARTER SCHOOLS,8,226799.0
320700011381,X381,Bronx Haven High School,BX34,"09,10,11,12,SE",NY,Transfer School,,17,237542.0
320900010457,X457,Sheridan Academy for Young Leaders,BX14,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 09,16,242362.0
310600010115,M11,P.S. 115 Alexander Humboldt,MN36,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 06,10,247547.0
320700860981,X493,Success Academy Charter School - Bronx 1,BX39,"0K,01,02,03,04,05,06,SE",NY,General Academic,OFFICE OF CHARTER SCHOOLS,8,235732.0
310300011505,M505,Edward A. Reynolds West Side High School,MN12,"09,10,11,12,SE",NY,Transfer School,,7,229697.0
310500011369,M369,Urban Assembly School for the Performing Arts,MN06,"09,10,11,12,SE",NY,General Academic,,7,236479.0
331400010582,K582,M.S. 582,BK78,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 14,34,197519.0
320800010562,X562,Blueprint Middle School,BX55,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 08,18,241392.0
320700861139,X610,Urban Dove Team Charter School II,BX34,10,NY,General Academic,OFFICE OF CHARTER SCHOOLS,17,238352.0
310200010255,M255,M.S. 255 Salk School of Science,MN21,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 02,2,207177.0
332000010223,K223,J.H.S. 223 The Montauk,BK88,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 20,44,170661.0
331700011382,K382,Academy for College Preparation and Career Explora,BK95,"06,07,08,09,10,11,12,SE",NY,General Academic,,40,175947.0
321100011513,X513,New World High School,BX44,"09,10,11,12,SE",NY,General Academic,,12,262923.0
320700011259,X259,"H.E.R.O. High (Health, Education, and Research Occ",BX39,"09,10,11,12,SE",NY,Career Technical,,8,234640.0
332100010329,K329,P.S. 329 Surfside,BK21,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 21,47,148643.0
310200011294,M294,Essex Street Academy,MN27,"09,10,11,12,SE",NY,General Academic,,1,200619.0
320800010424,X424,The Hunts Point School,BX27,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 08,17,236526.0
331300010113,K113,M.S. 113 Ronald Edmonds Learning Center,BK68,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 13,35,190215.0
331400011477,K477,East Williamsburg Scholars Academy,BK78,"09,10,11,12,SE",NY,General Academic,,34,198368.0
321000010008,z008,P.S. 008 Isaac Varian,BX05,"0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 10,11,257087.0
342500861133,Q385,Elm Community Charter School,QN51,"0K,01",NY,General Academic,OFFICE OF CHARTER SCHOOLS,20,218579.0
331900010218,K218,J.H.S. 218 James P. Sinnott,BK82,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 19,42,183408.0
310600010528,M528,I.S. 528 Bea Fuller Rodgers School,MN35,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 06,10,249211.0
331700861040,K756,Success Academy Prospect Heights (Brooklyn 6),BK61,"0K,01,02,03,04,05,06,07",NY,General Academic,OFFICE OF CHARTER SCHOOLS,36,184816.0
331800011567,K56,Brooklyn Theatre Arts High School,BK50,"09,10,11,12,SE",NY,General Academic,,46,170435.0
310200010343,M343,The Peck Slip School,MN25,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 02,1,197443.0
320700861028,X233,Family Life Academy Charter School II,BX39,"0K,01,02,03,04,05,06,07,08",NY,General Academic,OFFICE OF CHARTER SCHOOLS,8,234960.0
310200011439,M439,Manhattan Village Academy,MN13,"09,10,11,12,SE",NY,General Academic,,3,209594.0
321200861108,X587,New York Center for Autism Charter School Bronx,BX35,"0K,01,02,03,SE",NY,Special Education,OFFICE OF CHARTER SCHOOLS,17,241104.0
310200010077,M07,P.S. 77 Lower Lab School,MN40,"0K,01,02,03,04,05",NY,General Academic,COMMUNITY SCHOOL DISTRICT 02,5,225284.0
310200011392,M392,Manhattan Business Academy,MN13,"09,10,11,12,SE",NY,General Academic,,3,210120.0
310200011407,M407,Institute for Collaborative Education,MN21,"06,07,08,09,10,11,12",NY,General Academic,,2,206207.0
310300860875,M329,Harlem Link Charter School,MN11,"PK,0K,01,02,03,04,05",NY,General Academic,OFFICE OF CHARTER SCHOOLS,9,230182.0
331700010397,K397,P.S. 397 Foster-Laurie,BK60,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 17,40,179250.0
320800861074,X464,Success Academy Charter School - Bronx 4 - New Yor,BX09,"0K,01,02,03,04,05,SE",NY,General Academic,OFFICE OF CHARTER SCHOOLS,18,239122.0
310500010125,M125,P.S. 125 Ralph Bunche,MN09,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 05,7,234674.0
332000010160,K160,P.S. 160 William T. Sampson,BK88,"0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 20,44,171328.0
331500860935,K707,Brooklyn Prospect Charter School,BK40,"06,07,08,09,10,11,12,SE",NY,General Academic,OFFICE OF CHARTER SCHOOLS,39,175322.0
331300011499,K499,ACORN Community High School,BK61,"09,10,11,12,SE",NY,General Academic,,35,186508.0
320700010223,X223,The Laboratory School of Finance and Technology: X,BX39,"06,07,08,09,10,11,12,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 07,8,235708.0
320900010073,X073,P.S. 073 Bronx,BX26,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 09,8,242628.0
310700010000,X807,District 7 Superintendent Office,BX34,,NY,General Academic,THE CHANCELLOR'S DISTRICT 85,8,236376.0
320900860835,X717,Icahn Charter School,BX01,"0K,01,02,03,04,05,06,07,08",NY,General Academic,OFFICE OF CHARTER SCHOOLS,16,244836.0
