global_id,shape_stle,councildis,precinct,gstype,propname,borough,location,organizati
{6D7B08D1-47CB-4F91-A1D0-587045ECF2DB},864.602718768,24,107,Greenstreet,,Q,73 Av Bet Main St & 141 St,NYCPARKS
{12E77913-1F69-4F94-8723-9A1AE311AF02},158.782063197,23,111,Greenstreet,,Q,86 Rd & Bell Blvd & 86 Av,NYCPARKS
{86516A8B-56CE-41A3-B8B1-6B6EB74527AE},93.9600354777,21,110,Greenstreet,,Q,Entrance To Grand Bay Restaurant In Fmcp,NYCPARKS
{C210476D-8DFB-427F-928F-0F091ADFC6EF},417.036548509,9,32,Greenstreet,,M,Adam C Powell Blvd betw W 139-140 Sts,NYCPARKS
{BF98E539-CF07-46BC-9CD5-7B0609D12BEB},200.024085281,3,6,,,M,"Christopher St, Greenwich Ave, and Avenue of the Americas",NYCPARKS
{2BA0F50C-A6A2-48FC-8946-700061BC5F07},123.137096998,49,120,,,R,Castleton Ave & Forest Ave (haven Esplanade),NYCPARKS
{473EBDBB-9DEA-4EC8-8C17-50AE6DE9BD79},307.792210132,1,1,SA_Tri,,M,"Edgar St, Greenwich St, and Trinity Pl",NYCPARKS
{02AC937F-81AA-49A3-AC92-FE466E55E53B},229.747046723,17,42,SA_Tri,,X,"West Farms Rd, Freeman St.",NYCPARKS
{E37A5931-D437-4A80-98C1-02A78E8109CB},604.857645317,23,105,Greenstreet,,Q,253 st bet 87 Av & 86 ave  1,NYCPARKS
{C5D77937-6CC0-43D5-B2B9-1CE0470426F6},458.985934242,1,5,Greenstreet,,M,Delancey St Bet. Forsythe & Eldridge,NYCPARKS
{01CE7157-7C55-43CB-A186-F643C8D5DAD3},270.255690957,"3, 1",1,,,M,6th Ave And Thompson St  And Canal St,NYCPARKS
{3ED10140-33E7-444B-8903-E208B95E9D55},224.934097578,13,45,,,X,Orchard Beach Steps (4),NYCPARKS
{E6A2C97E-FAE4-428D-8517-8C74EE24D26D},210.751807731,29,102,Greenstreet,,Q,Queens Bl Malls & 80th Rd  2,NYCPARKS
{F6F5E306-27A5-4639-9482-05C7BBB7D416},203.975554222,26,104,Greenstreet,,Q,52 Av & 62 St & 65 Pl,NYCPARKS
{98A204D2-E958-4217-9E73-F9BC90458758},209.54613323,32,102,Greenstreet,,Q,WoodhAvn Bl 94 St 95 Ave,NYCPARKS
{74BF3376-B4DF-4021-9E42-BD9A2B8E8A42},946.3691657,27,103,Greenstreet,,Q,Merrick Bl Bet 109 Av & 110 Ave,NYCPARKS
{E5C0C82E-4C08-4B40-BB69-93C5FF6E777B},62.4922476072,11,52,SA_Tri,,X,Mosholu Pkwy South at 204 St,NYCPARKS
{76AC5969-99E1-4B3D-8341-B48AE815F9F9},1124.36074642,32,100,,,Q,Shorefront Pkwy & Bch 77th St,NYCPARKS
{F49EAE88-BC60-4888-9414-50B9193D7C53},428.232776455,25,115,Greenstreet,,Q,34 Av Bet 69 St & 70 St,NYCPARKS
{7B9FEECA-FD25-433D-A712-157729103C89},676.117722187,51,123,Greenstreet,,R,Woodrow Rd & Arthur Kills Rd,NYCPARKS
{4357AC01-9B6F-49FF-AC0B-EFF629C49EC3},380.897540064,"4, 2",13,TreeOnlyMed,,M,1st Av Bet. E 16 Av & E 17 Av,NYCPARKS
{BD04862C-4572-4327-B9A6-D248F2B0C2B6},386.889233178,24,107,TreeOnlyMed,,Q,75 Av Bet 177 St & Utopia Pkwy,NYCPARKS
{611E180E-8DB3-46CD-A121-F266C6F63709},146.299846132,11,47,Greenstreet,,X,Jerome Av & Bainbridge Av,NYCPARKS
{5A7505A5-1A85-41F7-BDFA-1063A96C81CA},409.679787284,19,111,Greenstreet,,Q,Alameda Av bet. 244 St & 245 St (6),NYCPARKS
{B59144F5-D4F9-4A0D-B5B9-BBBB0FF3F071},367.228989571,31,105,,,Q,135 Av Bet 230 St & Francis Lewis Bl,NYCPARKS
{A9FF6AC4-DB7A-40EC-9549-8F2B47C1638B},262.054664814,31,101,Greenstreet,,Q,"rockaway beach bl & seagirt bl & bch 34 st, N triangle",NYCPARKS
{D7D1B98B-0461-48FF-872F-4B7F18159299},170.373382806,31,113,Greenstreet,,Q,Francis Lewis Blvd & Farmers Blvd & Merrick Blvd,NYCPARKS
{360F6BAF-B95D-4F83-AC50-CBFAE5D9B23C},590.435534432,23,107,,,Q,FL Blvd bet 73 Av & Horace Harding Expwy (6),NYCPARKS
{9A95B411-E294-4ADD-95E9-FF9F9B132DE2},436.541434175,19,111,Greenstreet,,Q,47 Av & 202 St,NYCPARKS
{60CC5211-22E7-41FB-9DEA-FEB6A5C23AD2},428.232685142,25,115,Greenstreet,,Q,34 Av Bet 72 St $ 73 St,NYCPARKS
{360BE2CE-CE77-480C-B8C2-177B155E685A},243.705959692,13,45,Greenstreet,,X,E tremont av & hutch Rvr Py Sr,NYCPARKS
{4FB25CB6-B188-45CC-8709-AF7B58C29B72},223.809559225,1,1,Greenstreet,,M,Park Row And Broadway At Barclay St (1),NYCPARKS
{758C3C2B-2FC7-4B6D-B621-4AE503E94FB7},122.547937695,"24, 27",107,Ped_Ref,,Q,Hillside Ave & Midland Py,NYCPARKS
{270794D2-0F5C-4A04-B174-C70D50250DC4},314.708257836,32,100,Greenstreet,,Q,Shorefront Pkwy & Cross Bay Pkwy,NYCPARKS
{458D7C0A-D86C-424E-8E77-BDEC65543034},156.655824278,9,24,SW_Greenstreet,,M,Riverside Dr & W 104 st N median,NYCPARKS
{6767E3F9-E81B-43FA-9F09-DA1E315FB1C3},31.7906509634,3,10,Ped_Ref,,M,9th Av And W 17th St (south),NYCPARKS
{2F01AFA6-44BE-4300-9D1C-C4C32DB19908},231.598015408,13,45,,,X,Orchard Beach Steps (1),NYCPARKS
{F8127680-9324-4226-8174-F44F19A7E2D8},428.232910305,25,115,Greenstreet,,Q,34th Av Btw 8485 Streets,NYCPARKS
{6B3F1D21-6E11-44DF-B60E-9181DA37604A},759.629769254,21,115,Greenstreet,,Q,Ditmars Bl At 23 Av Bet 102 St & 25 Ave,NYCPARKS
{36CBB619-0C0C-4BDD-AFB8-1CA10426C9B3},180.658251454,1,1,,,M,"Pier A, Marginal St, Battery Pl",NYCPARKS
{5F2D6B1D-9141-418E-9B90-32E8382152C7},75.8880385701,31,105,Greenstreet,,Q,Huxley St & 253 St,NYCPARKS
{705AD470-20A5-414E-8DAC-545947344DB0},458.601393586,21,115,,,Q,23 Av Bet 94 St & 95 St,NYCPARKS
{FC48D8BD-9127-4200-9667-5CEAE0D5C5DD},375.436505361,31,105,,,Q,137 Av Bet 233 St & 234 St,NYCPARKS
{DFEC3F2C-5B97-40C4-AC05-5713935B17D5},179.626274401,3,6,Greenstreet,,M,Christopher St & Waverly Pl,NYCPARKS
{71DA6B16-09C6-41EF-9D6A-E317A91E649A},90.9177790217,13,45,Greenstreet,,X,"E Tremont Ave & Williamsbridge Rd, N Median",NYCPARKS
{F266F601-1EA8-4CE6-9B7B-099685437564},286.603732943,21,110,TreeOnlyMed,,Q,Northern Bl SR S & GCP EB exit 9E,NYCPARKS
{B7C63AD7-83F6-4ED3-97C2-B6C4A8CBBDDF},211.240016338,24,112,Greenstreet,,Q,63 Rd & 102 St,NYCPARKS
{ADB57B48-F3A7-4B46-A7F4-9D0FD9215E57},76.6048155358,31,101,Greenstreet,,Q,B4 St & Seagirt Blvd & Atlantic Ocean,NYCPARKS
{2B3EDE97-7DE3-4946-9F0F-8D5FEEF0A00A},115.537728254,21,110,Greenstreet,,Q,GCP (Westbound) & Perimeter Rd & Van Wyck Expwy Entrance,NYCPARKS
{86FF3CC5-B307-4C9B-931A-AF34531E0F4D},1020.20503745,30,104,Greenstreet,,Q,Union Tp Btw 87 St & 88 St,NYCPARKS
{3B5A94F0-5EE6-426B-AB8C-19D6CE3676B1},437.88485892,9,32,Greenstreet,,M,Macombs Place Bet W 151 St And W 152 St,NYCPARKS
{02DB3B38-6867-4C5E-87F2-34D8A91ECEF4},171.513317572,18,43,,,X,"Cross Bronx Expy, Castle Hill Ave, and Watson Ave",NYCPARKS
{C774A905-3EE8-4DF5-ACAA-E0BD24EB96DE},1548.11713171,4,13,Greenstreet,,M,Av C Bet. 20 St & 23 St,NYCPARKS
{FA7287E2-898E-4836-A1F9-F5777FE99B43},194.912073955,29,112,Greenstreet,,Q,Ingram St & Selfridge St & Yellowstone Blvd,NYCPARKS
{C7A701FB-9740-4F2B-A1C8-E36F4D7F0023},411.528023586,32,100,,,Q,Rockaway Beach Blvd bet. B 134 St & B 135 St,NYCPARKS
{D60E4699-D26E-49CD-875A-E11971043BAE},343.13732606,23,103,,,Q,193 St bet. Jamaica Av & Hillside Av     (2),NYCPARKS
{6F3EB552-8FEB-4BBC-8169-A9BA145B4D2E},564.462037395,32,100,,,Q,Beach 142 St Bet. Rockaway Beach Blvd & Neponsit Ave,NYCPARKS
{2CA15DF3-B122-4FD5-ADD1-4CE10053A4E1},36.7834644049,16,44,,,X,Grand Concourse And East 165th St.,NYCPARKS
