activityid,inspectionrequestid,coordinatey,noofaddresses,total_hrs,phone,used_block_loc,act_old_lot_id,abandonedcars,bin,startdate,notes,dupccu,overriteind,requeststatusid,block_loc,fieldnotes,assignedtoinspector
19001,96980,,0.0,0.0,,ADJ 1973A FULTON ST,LOT201438,0.0,,2010-06-28T00:00:00.000,,,1.0,1048,,,N
50996,133674,193499.0,1.0,0.0,__________,AT 107-58 164 STREET betw 108 AVENUE & 107 AVENUE,,,4216457.0,2016-01-12T00:00:00.000,,,0.0,1048,AT 107-58 164 STREET betw 108 AVENUE & 107 AVENUE,,N
18306,1870,,0.0,0.0,,ADJ.  417 HERKIMER ST.,LOT2192,0.0,,1998-04-30T00:00:00.000,,,1.0,1048,,,N
14802,86854,,0.0,0.0,,R/O 2728 MERMAID AVE,LOT188327,0.0,,2009-06-02T00:00:00.000,,,1.0,1048,,,N
50692,133367,192512.0,,0.0,__________,ADJ. 774 MYRTLE AVENUE betw MARCY AVENUE & NOSTRAND AVENUE,,,3399618.0,2015-12-07T00:00:00.000,,,0.0,1048,ADJ. 774 MYRTLE AVENUE betw MARCY AVENUE & NOSTRAND AVENUE,pics on lot 19,N
20562,10050,,,0.0,,NR. 1592 PACIFIC ST.,LOT30709,0.0,,2000-04-05T00:00:00.000,,,1.0,1048,,,N
9487,66183,,0.0,0.0,,ADJ 39 LYNCH ST,LOT158144,0.0,,2007-04-13T00:00:00.000,,,1.0,1048,ADJ 39 LYNCH ST,,N
8166,61742,,0.0,0.0,,OPP. 858 HORNADAY PLACE,LOT150651,0.0,,2006-09-15T00:00:00.000,,,1.0,1048,,,N
24430,8641,,0.0,0.0,,REAR 05 FOUNTAIN AVE.,LOT52263,0.0,,2001-07-17T00:00:00.000,,,1.0,1048,,,N
41554,109510,250289.0,,0.0,__________,NEAR 2127 VALENTINE AVENUE betw EAST 181 STREET & EAST 180 STREET,,,2013538.0,2012-02-29T00:00:00.000,,,0.0,1048,NEAR 2127 VALENTINE AVENUE betw EAST 181 STREET & EAST 180 STREET,,N
23741,1747,,0.0,0.0,,REAR 8 EAST 169 ST,LOT1407,0.0,,1998-02-02T00:00:00.000,,,1.0,1048,,,N
28779,24229,,0.0,0.0,,ADJ. 459 EAST 135 ST,LOT71299,0.0,,2002-06-03T00:00:00.000,,,1.0,1048,,,N
41660,109079,132617.0,,0.0,__________,ADJ. 28 ANDROVETTE AVENUE betw BILLIOU STREET & AMBOY ROAD,,,5082637.0,2012-03-15T00:00:00.000,,,0.0,1048,ADJ. 28 ANDROVETTE AVENUE betw BILLIOU STREET & AMBOY ROAD,,N
41808,109990,194231.0,,0.0,__________,ADJ. 104-59 164 STREET betw 107 AVENUE & 104 ROAD,,,4216339.0,2012-04-09T00:00:00.000,,,0.0,1048,ADJ. 104-59 164 STREET betw 107 AVENUE & 104 ROAD,no compliance inspection needed as per dc barry email 3/26/2012,N
36125,19895,,0.0,0.0,,OPP 455 EAST 164 ST,LOT56321,0.0,,2001-06-07T00:00:00.000,,,1.0,1048,,,N
48782,128240,0.0,,0.0,__________,EDGEMERE AVENUE betw BEACH 39 STREET & BEACH 38 STREET,,,0.0,2015-01-07T00:00:00.000,,,0.0,1048,EDGEMERE AVENUE betw BEACH 39 STREET & BEACH 38 STREET,,N
6121,55547,,0.0,0.0,,ADJ 2012 FULTON ST,LOT140174,0.0,,2005-11-28T00:00:00.000,,,1.0,1048,,,N
29660,26940,,0.0,0.0,,B/T 1159 & 1177 E. TREMONT AVE.,LOT77847,0.0,,2002-10-03T00:00:00.000,,,1.0,1048,,,N
1735,4332,,0.0,0.0,,ADJ.  455  BEACH  37  ST.,LOT11369,0.0,,1998-08-21T00:00:00.000,,,1.0,1048,,,N
15715,40125,,0.0,0.0,,ADJ. 2159 CLINTON AVE,LOT112495,0.0,,2004-08-02T00:00:00.000,,,1.0,1048,,,N
33080,7804,,0.0,0.0,,ADJ. 2178 FREDERICK DOUGLASS BLVD.,LOT18313,0.0,,1999-03-11T00:00:00.000,,,1.0,1048,,,N
17702,44331,,0.0,0.0,,ADJ. 153-16 SOUTH RD.,LOT121856,0.0,,2004-10-01T00:00:00.000,,,1.0,1048,,,N
49734,130187,171128.0,,0.0,__________,BETWEEN 8515 & 8523 AVENUE J,,,3225105.0,2015-07-14T00:00:00.000,This lot was formally lot 8900 see attached email from DOF....MJK,,0.0,1048,BETWEEN 8515 & 8525 AVENUE J,,N
50550,132645,186534.0,,0.0,__________,ADJ. 2012 FULTON STREET betw SARATOGA AVENUE & HULL STREET,,,3042112.0,2015-11-10T00:00:00.000,,,0.0,1048,ADJ. 2012 FULTON STREET betw SARATOGA AVENUE & HULL STREET,PICTURES ATTACHED TO LOT#18,N
36088,19547,,0.0,0.0,,NR.- 420 EAST 163 ST,LOT55603,0.0,,2001-07-16T00:00:00.000,,,1.0,1048,,,N
31267,30505,,0.0,0.0,,B/T 310 & 314 WEST 112 ST.,LOT90540,0.0,,2003-08-07T00:00:00.000,,,1.0,1048,,,N
7819,60794,,0.0,0.0,,ADJ 11 ELDERT ST.,LOT149113,0.0,,2006-08-07T00:00:00.000,,,1.0,1048,,,N
10909,309,,0.0,0.0,,ADJ. 210 PUTNAM AVE,LOT1648,0.0,,1998-02-24T00:00:00.000,,,1.0,1048,,,N
8979,64175,,0.0,0.0,,R/O 2367 FREDRICK DOUGLAS BLVD,LOT154645,0.0,,2007-01-17T00:00:00.000,,,1.0,1048,,,N
27051,67133,,0.0,0.0,,NR. 1289 DEKALB AVE,LOT159950,0.0,,2007-05-10T00:00:00.000,,,1.0,1048,NR 1289 DEKALB AVE,,N
15895,41956,,0.0,0.0,,B/T 1638 & 1644 MADISON AVE,LOT116929,0.0,,2004-08-20T00:00:00.000,,,1.0,1048,,,N
20779,2990,,0.0,0.0,,ADJ. 2301 BATHGATE AVE,LOT3275,0.0,,1998-04-01T00:00:00.000,,,1.0,1048,,,N
13877,82912,,0.0,0.0,,ADJ 424 E 160 ST,LOT183478,0.0,,2008-12-15T00:00:00.000,,,1.0,1048,,,N
30991,27571,,0.0,0.0,,ADJ. 2067 VALENTINE AVE,LOT88267,0.0,,2004-02-02T00:00:00.000,,,1.0,1048,,,N
11944,76632,,0.0,0.0,,ADJ. 158 E. 122 ST.,LOT174337,0.0,,2008-04-22T00:00:00.000,,,1.0,1048,,,N
21438,54179,,0.0,0.0,,OPP. 404 SMITH ST.,LOT137869,0.0,,2005-09-29T00:00:00.000,,,1.0,1048,,,N
40077,105445,0.0,,0.0,__________,OPPOSITE OF 16 BEACH 32 STREET,,,0.0,2011-08-24T00:00:00.000,,,0.0,1048,OPPOSITE OF 16 BEACH 32 STREET,,N
27207,68844,,0.0,0.0,,ADJ 1911 ATLANTIC AVENUE,LOT162341,0.0,,2007-11-13T00:00:00.000,,,1.0,1048,,,N
2760,44357,,0.0,0.0,,B/T 111 & 115 WEST 136 ST,LOT121325,0.0,,2004-09-24T00:00:00.000,,,1.0,1048,,,N
20666,13737,,0.0,0.0,,B/T 2302 & 2324 MERMAID AVE,LOT31974,0.0,,2000-02-10T00:00:00.000,,,1.0,1048,,,N
28712,4265,,0.0,0.0,,OPP.  437 MANHATTAN AVE,LOT7099,0.0,,1998-06-08T00:00:00.000,,,1.0,1048,,,N
46736,122167,160030.0,1.0,0.0,3472682877,ADJ. 1604 AVENUE R betw EAST 17 STREET & EAST 16 STREET,,,3184018.0,2014-03-21T00:00:00.000,,13-07217,0.0,1048,1604 AVENUE R betw EAST   16 STREET & EAST   17 STREET,,N
25675,4059,,0.0,0.0,,ADJ.  61  EAST  117  ST,LOT5841,16.0,,1998-04-23T00:00:00.000,,,1.0,1048,,,N
14281,84095,,0.0,0.0,,B/T 22-12 & 20-48 129 ST,LOT185426,0.0,,2009-02-26T00:00:00.000,,,1.0,1048,B/T 22-12 & 20-48 129 ST,,N
37338,29162,,0.0,0.0,,ADJ. 1921 WALTON AVE,LOT83674,0.0,,2003-01-13T00:00:00.000,,,1.0,1048,,,N
11785,74779,,0.0,0.0,,ADJ 421 E 161 ST,LOT171059,0.0,,2008-01-16T00:00:00.000,,,1.0,1048,,,N
15823,41401,,0.0,0.0,,NR. 911 .,LOT115667,0.0,,2004-07-14T00:00:00.000,,,1.0,1048,,,N
23986,13352,,0.0,0.0,,B/T  718 & 706 ESSEX ST.,LOT48894,0.0,,2001-03-13T00:00:00.000,,,1.0,1048,,,N
30030,1256,,0.0,0.0,,ADJ. 1103 SUTTER AVE,LOT808,0.0,,1998-01-21T00:00:00.000,,,1.0,1048,,,N
4257,49825,,0.0,0.0,,ADJ 1386 STEBBINS AVE.,LOT131462,0.0,,2005-06-06T00:00:00.000,,,1.0,1048,,,N
30272,29223,,0.0,0.0,,OPP 5803 EDGEMERE B/T B.59 & B. 56 STS.,LOT82618,0.0,,2002-12-02T00:00:00.000,,,1.0,1048,,,N
5506,53464,,0.0,0.0,,ADJ 644 SAPPHIRE ST. B/T 155 AVE. & 151 AVE.,LOT137511,0.0,,2005-10-05T00:00:00.000,,,1.0,1048,78 ST 149 & 155 AV,,N
10437,68860,,0.0,0.0,,ADJ 1810 ST JOHNS PL.,LOT162245,0.0,,2007-07-23T00:00:00.000,,,1.0,1048,,,N
6681,58815,,0.0,0.0,,ADJ. 722 LAFAYETTE AVE .,LOT145928,0.0,,2006-05-04T00:00:00.000,,,1.0,1048,LAFAYETTE AVE & TOMPKIN AVE.,,N
23916,57241,,0.0,0.0,,ADJ. 331 BEACH 39 ST.,LOT143165,0.0,,2006-03-31T00:00:00.000,,,1.0,1048,,,N
11511,73019,,0.0,0.0,,ADJ 153-16 SOUTH RD,LOT168465,0.0,,2007-11-16T00:00:00.000,,,1.0,1048,,,N
46586,122191,239727.0,,0.0,__________,ADJ. 415 EAST 162 STREET betw DEAD END & MELROSE AVENUE,,,2001531.0,2013-12-26T00:00:00.000,,,0.0,1048,ADJ. 415 EAST 162 STREET betw DEAD END & MELROSE AVENUE,,N
21235,52075,,0.0,0.0,,NR 655 MOTHER GASTON BLVD.,LOT134933,0.0,,2005-10-18T00:00:00.000,,,1.0,1048,,,N
18362,8449,,0.0,0.0,,NR.  619  HINSDALE  ST.,LOT21813,0.0,,1999-12-07T00:00:00.000,,,1.0,1048,,,N
14929,87795,,0.0,0.0,,REAR OF 2929 SURF AVE,LOT189193,0.0,,2009-06-10T00:00:00.000,,,1.0,1048,,,N
424,36259,,0.0,0.0,,OPP. 343 ROCKAWAY AVE,LOT100803,0.0,,2003-12-23T00:00:00.000,,,1.0,1048,,,N
15394,89878,,0.0,0.0,,OPP 922 FORBELL ST,LOT192110,0.0,,2009-08-31T00:00:00.000,,,1.0,1048,922 FORBELL ST,,N
26830,64809,,0.0,0.0,,OPP 2930 W. 30 ST,LOT155965,0.0,,2007-03-05T00:00:00.000,,,1.0,1048,,,N
7819,60794,,0.0,0.0,,ADJ 11 ELDERT ST.,LOT149113,0.0,,2006-08-07T00:00:00.000,,,1.0,1048,,,N
43863,114553,140737.0,2.0,0.0,__________,OPPOSITE OF 315 GENESEE AVENUE betw BEND & ELTINGVILLE BOULEVARD,,,5073557.0,2012-12-19T00:00:00.000,,,0.0,1048,OPPOSITE OF 315 GENESEE AVENUE betw BEND & ELTINGVILLE BOULEVARD,,N
9804,66337,,0.0,0.0,,OPP 180 TENNYSON DR,LOT158663,0.0,,2007-04-10T00:00:00.000,,,1.0,1048,OPP 180 TENNYSON DR,,N
47767,125377,185131.0,2.0,0.0,__________,ADJ. 142-39 123 AVENUE betw BEND & 142 PLACE,,,4261333.0,2014-08-25T00:00:00.000,,,0.0,1048,ADJ. 142-39 123 AVENUE betw BEND & 142 PLACE,,N
19638,46398,,0.0,0.0,,ADJ. 109-36 127 ST.,LOT126188,0.0,,2004-12-07T00:00:00.000,,,1.0,1048,,,N
41354,108790,0.0,,0.0,__________,ADJ. 160 GLENMORE AVENUE,,,0.0,2012-01-24T00:00:00.000,,,0.0,1048,ADJ. 160 GLENMORE AVENUE,,N
42245,110665,239244.0,,0.0,__________,ADJ. 424 EAST 160 STREET betw ELTON AVENUE & MELROSE AVENUE,,,2092352.0,2012-05-21T00:00:00.000,,,0.0,1048,ADJ. 424 EAST 160 STREET betw ELTON AVENUE & MELROSE AVENUE,,N
2078,2976,,0.0,0.0,,A/F 21 EAST 118 ST,LOT1167,0.0,,1998-02-05T00:00:00.000,,,1.0,1048,,,N
41487,109082,229648.0,,0.0,__________,OPPOSITE OF 65 EAST 112 STREET betw PARK AVENUE & MADISON AVENUE,,,1080641.0,2012-02-06T00:00:00.000,,,0.0,1048,OPPOSITE OF 65 EAST 112 STREET betw PARK AVENUE & MADISON AVENUE,,N
36010,19095,,,0.0,,OPP. 1460  BEACH CHANNEL DRIVE.,LOT53448,0.0,,2001-05-30T00:00:00.000,,,1.0,1048,,,N
14423,85262,,2.0,0.0,,ADJ. 17-28 BROOKHAVEN AVE.,LOT186520,0.0,,2009-04-14T00:00:00.000,,,1.0,1048,,,N
25325,19548,,0.0,0.0,,ADJ. 440 EAST 162  ST,LOT55482,0.0,,2001-05-24T00:00:00.000,,,1.0,1048,,,N
31205,32247,,0.0,0.0,,ADJ. 935 WASHINGTON AVE.,LOT89796,0.0,,2003-08-26T00:00:00.000,,,1.0,1048,,,N
42774,112103,184858.0,,0.0,__________,ADJ. 400 HOWARD AVENUE betw ST MARK'S AVENUE & BERGEN STREET,,,3039001.0,2012-07-09T00:00:00.000,,,0.0,1048,ADJ. 400 HOWARD AVENUE betw ST MARK'S AVENUE & BERGEN STREET,,N
35690,17108,,0.0,0.0,,ADJ. 1545 ST. MARKS AVE.,LOT46891,0.0,,2000-12-22T00:00:00.000,,,1.0,1048,,,N
17010,96433,,0.0,0.0,,ADJ 1457 EAST NEW YORK AVE,LOT200623,0.0,,2010-05-18T00:00:00.000,,,1.0,1048,,,N
29837,27306,,,0.0,,ADJ. 12-31 BEACH 95 ST,LOT79608,0.0,,2002-10-16T00:00:00.000,,,1.0,1048,,,N
33000,81813,,0.0,0.0,,ADJ 108-39 UNION HALL ST,LOT181871,0.0,,2008-10-24T00:00:00.000,,,1.0,1048,,,N
36566,22618,,0.0,0.0,,ADJ. 76 CRYSTAL ST,LOT64830,0.0,,2002-01-10T00:00:00.000,,,1.0,1048,,,N
1633,4327,,0.0,0.0,,ADJ.  214  BEACH  31  ST.,LOT11324,0.0,,1998-10-27T00:00:00.000,,,1.0,1048,,,N
4529,51618,,0.0,0.0,,ADJ. 2055 FULTON ST.,LOT134244,0.0,,2005-08-29T00:00:00.000,,,1.0,1048,,,N
33622,89970,,0.0,0.0,,OPP. 1302 DEKALB AVE.,LOT192502,0.0,,2009-08-26T00:00:00.000,,,1.0,1048,,,N
13986,83301,,2.0,0.0,,ADJ 1036 42 ST,LOT184109,0.0,,2009-02-17T00:00:00.000,,,1.0,1048,,,N
16248,4630,,,0.0,,ADJ.  22  LAUREL  AVE,LOT19390,0.0,,1999-05-12T00:00:00.000,,,1.0,1048,,,N
23214,17919,,,0.0,,ADJ. 53-08 ROCKAWAY BEACH BLVD.,LOT45412,0.0,,2000-12-05T00:00:00.000,,,1.0,1048,,,N
380,39061,,,0.0,,B/T T  455 & 465  BCH   69  ST,LOT108789,0.0,,2004-03-31T00:00:00.000,,,1.0,1048,,,N
8169,61750,,0.0,0.0,,ADJ. 2055 FULTON STREET,LOT150699,0.0,,2006-09-15T00:00:00.000,,,1.0,1048,,,N
5689,55724,,0.0,0.0,,OPP 2930  W. 30 ST,LOT140565,0.0,,2005-12-07T00:00:00.000,,,1.0,1048,,,N
19435,9878,,0.0,0.0,,ADJ.  330  KEAP  ST.,LOT22697,0.0,,1999-06-21T00:00:00.000,,,1.0,1048,,,N
38497,99408,,1.0,0.0,,ADJACENT TO 172-56 125 AVENUE,,,,2011-01-20T00:00:00.000,TO INTAKE 101310 FOR 5DL FOR PERS.SVCE,,0.0,1048,,,N
39363,103844,148841.0,,0.0,__________,ADJ. 2902 WEST 29 STREET betw SURF AVENUE & MERMAID AVENUE,,,3189517.0,2011-05-26T00:00:00.000,,,0.0,1048,ADJ. 2902 WEST 29 STREET betw SURF AVENUE & MERMAID AVENUE,,N
2592,44609,,0.0,0.0,,NR 110-18 UNION HALL ST.,LOT122265,0.0,,2004-10-08T00:00:00.000,,,1.0,1048,,,N
37069,4197,,0.0,0.0,,B/T 685 & 695 SHEPHERD AVE,LOT7736,0.0,,1998-07-03T00:00:00.000,,,1.0,1048,,,N
38408,101259,185896.0,,0.0,__________,ADJ. 1911 ATLANTIC AVENUE betw BANCROFT PLACE & PRESCOTT PLACE,,,3042334.0,2010-12-17T00:00:00.000,,10-11302,0.0,1048,ADJ. 1911 ATLANTIC AVENUE betw BANCROFT PLACE & PRESCOTT PLACE,,N
7017,58498,,,0.0,,ADJ. 12 CASTLETON AVE.,LOT145390,0.0,,2006-05-03T00:00:00.000,,,1.0,1048,CASTLETON AVE & JERESEY ST,,N
26747,64520,,0.0,0.0,,OPP 69 CRYSTAL ST,LOT155192,0.0,,2007-01-15T00:00:00.000,,,1.0,1048,,,N
21340,52994,,,0.0,,ADJ 2260 WASHINGTON AVE.,LOT136360,0.0,,2005-12-14T00:00:00.000,,,1.0,1048,,,N
7859,62732,,0.0,0.0,,OPP 412 E. 159 ST,LOT152120,0.0,,2006-10-23T00:00:00.000,,,1.0,1048,OPP 412 E. 159 ST,,N
34271,98312,,0.0,0.0,,OPPOSITE 2322 3 AVE,LOT203059,0.0,,2010-08-02T00:00:00.000,,,1.0,1048,,,N
12688,6936,,0.0,0.0,,ADJ.  447 CENTRAL AVE,LOT17838,0.0,,1999-06-10T00:00:00.000,,,1.0,1048,,,N
42720,111835,186252.0,,0.0,__________,ADJ. 16 SUYDAM PLACE betw LONG ISLAND RAILROAD & HERKIMER STREET,,,3048183.0,2012-06-26T00:00:00.000,,,0.0,1048,ADJ. 16 SUYDAM PLACE betw LONG ISLAND RAILROAD & HERKIMER STREET,,N
33251,85216,,0.0,0.0,,ADJ L/S 45 CHESTER ST,LOT186397,0.0,,2009-03-31T00:00:00.000,,,1.0,1048,,,N
11920,75055,,0.0,0.0,,B/T 725 & 715 E 9 ST,LOT171743,0.0,,2008-02-15T00:00:00.000,,,1.0,1048,,,N
13785,84599,,0.0,0.0,,OPP 149 BUFFALO AVE,LOT185561,0.0,,2009-03-11T00:00:00.000,,,1.0,1048,,,N
22382,1264,,0.0,0.0,,ADJ.  1447  SUTTER AVE,LOT4012,0.0,,1998-04-27T00:00:00.000,,,1.0,1048,,,N
5930,56512,,0.0,0.0,,R/O 40-13 ROCKAWAY BEACH BLVD,LOT141926,0.0,,2006-01-26T00:00:00.000,,,1.0,1048,,,N
42293,111043,184318.0,,0.0,__________,ADJ. 289 NEW JERSEY AVENUE betw PITKIN AVENUE & GLENMORE AVENUE,,,3083822.0,2012-05-16T00:00:00.000,,,0.0,1048,ADJ. 289 NEW JERSEY AVENUE betw PITKIN AVENUE & GLENMORE AVENUE,No compliance inspection required as per DC Barry's email dated 3/26/12,N
22413,14314,,0.0,0.0,,ADJ  10 COVERT ST,LOT40827,0.0,,2000-09-13T00:00:00.000,,,1.0,1048,,,N
5452,54821,,0.0,0.0,,ADJ. 135 LIBERTY AVE.,LOT139310,0.0,,2005-12-05T00:00:00.000,,,1.0,1048,,,N
2596,44698,,0.0,0.0,,ADJ. N/S 183 OXFORD STREET,LOT122455,0.0,,2005-03-03T00:00:00.000,,,1.0,1048,,,N
12988,78766,,0.0,0.0,,BEHIND 1702 MERMAID AVE,LOT177787,0.0,,2008-09-23T00:00:00.000,,08 08730,1.0,1048,,,N
29369,25873,,0.0,0.0,,ADJ. 407 EAST 160 ST,LOT75393,0.0,,2002-08-26T00:00:00.000,,,1.0,1048,,,N
24555,19277,,0.0,0.0,,NR.- 716 ROCKAWAY AVE,LOT53924,0.0,,2001-05-09T00:00:00.000,,,1.0,1048,,,N
13886,84915,,0.0,0.0,,ADJ 383 CHRISTOPHER AVE,LOT186074,0.0,,2009-03-27T00:00:00.000,,,1.0,1048,,,N
1940,41295,,0.0,0.0,,ADJ 44 CHRISTOPHER AVE.,LOT115757,0.0,,2004-06-25T00:00:00.000,,,1.0,1048,,,N
48311,127031,184747.0,,0.0,__________,ADJ. 1119 PROSPECT PLACE betw ALBANY AVENUE & KINGSTON AVENUE,,,3031083.0,2014-10-10T00:00:00.000,,,0.0,1048,ADJ. 1119 PROSPECT PLACE betw ALBANY AVENUE & KINGSTON AVENUE,pics on lot 51,N
6040,55546,,0.0,0.0,,ADJ 802 MYRTLE AVE,LOT140161,0.0,,2006-01-20T00:00:00.000,,,1.0,1048,,,N
25841,20212,,0.0,0.0,,ADJ.  962 WASHINGTON AVE.,LOT58303,0.0,,2001-07-24T00:00:00.000,,,1.0,1048,,,N
45358,118484,186518.0,,0.0,9178421667,OPPOSITE OF 1961 FULTON STREET betw SARATOGA AVENUE & HULL STREET,,,3041785.0,2013-07-11T00:00:00.000,,,0.0,1048,FULTON STREET betw HOWARD AVENUE & SARATOGA AVENUE,,N
19998,12107,,0.0,0.0,,ADJ.  27-29  WEST 115 ST.,LOT28971,0.0,,1999-11-22T00:00:00.000,,,1.0,1048,,,N
10675,69822,,0.0,0.0,,B/T 4003 & 4013 ROCKAWAY BEACH BLVD,LOT163712,0.0,,2007-09-25T00:00:00.000,,,1.0,1048,,,N
30731,31386,,0.0,0.0,,REAR -10 ROCKAWAY BEACH BLVD/B.79 ST.,LOT86664,0.0,,2003-03-05T00:00:00.000,,,1.0,1048,,,N
47139,123813,236537.0,,0.0,__________,ADJ. 138 WEST 137 STREET betw 7 AVENUE & LENOX AVENUE,,,1058349.0,2014-05-13T00:00:00.000,,,0.0,1048,ADJ. 138 WEST 137 STREET betw 7 AVENUE & LENOX AVENUE,,N
45609,119050,184922.0,2.0,0.0,__________,ADJ. 385 WARWICK STREET betw PITKIN AVENUE & GLENMORE AVENUE,,,3088867.0,2013-08-28T00:00:00.000,,,0.0,1048,ADJ. 385 WARWICK STREET betw PITKIN AVENUE & GLENMORE AVENUE,,N
10798,70150,,0.0,0.0,,R/O 439 E. 162 ST,LOT164369,0.0,,2007-08-20T00:00:00.000,,,1.0,1048,911-925 BROOK AVE,,N
33253,85217,,0.0,0.0,,OPP 367 ROCKKAWAY AVE,LOT186414,0.0,,2009-03-26T00:00:00.000,,,1.0,1048,,,N
4780,51074,,,0.0,,OPP. 3001 SEAGIRT AVE.,LOT133573,0.0,,2005-08-19T00:00:00.000,,,1.0,1048,,,N
46508,122188,240416.0,,0.0,__________,ADJ. 3339 THIRD AVENUE betw FRANKLIN AVENUE & EAST 165 STREET,,,2001277.0,2013-12-27T00:00:00.000,,,0.0,1048,ADJ. 3339 THIRD AVENUE betw FRANKLIN AVENUE & EAST 165 STREET,,N
18306,1870,,0.0,0.0,,ADJ.  417 HERKIMER ST.,LOT2192,0.0,,1998-04-30T00:00:00.000,,,1.0,1048,,,N
16274,91746,,0.0,0.0,,ADJ 1501 EAST NEW YORK AVE,LOT194288,0.0,,2009-10-20T00:00:00.000,,,1.0,1048,,,N
5552,53810,,0.0,0.0,,ADJ 210 W 146 ST,LOT137400,0.0,,2005-10-04T00:00:00.000,,,1.0,1048,,,N
40563,107072,184929.0,,0.0,__________,ADJ. 1965 BERGEN STREET betw THOMAS S BOYLAND STREET & SARATOGA AVENUE,,,3038938.0,2011-10-17T00:00:00.000,,,0.0,1048,ADJ. 1965 BERGEN STREET betw THOMAS S BOYLAND STREET & SARATOGA AVENUE,,N
3119,45293,,0.0,0.0,,S/S EDGEMERE AVE. B/T BEACH 51 ST & BEACH  52 ST.,LOT123944,0.0,,2004-12-14T00:00:00.000,,,1.0,1048,,,N
6309,57985,,0.0,0.0,,OPP. 868 GLENMORE AVE.,LOT144458,0.0,,2006-05-02T00:00:00.000,,,1.0,1048,,,N
24741,19211,,0.0,0.0,,NR BUSHWICK AVE.,LOT53090,0.0,,2001-04-30T00:00:00.000,,,1.0,1048,,,N
28403,24315,,0.0,0.0,,B/T 85 & 117 PULASKI ST,LOT68627,0.0,,2002-03-04T00:00:00.000,,,1.0,1048,,,N
5088,53670,,0.0,0.0,,OPP.76-02 156 AVE,LOT137231,0.0,,2005-10-17T00:00:00.000,,,1.0,1048,,,N
10239,68864,,0.0,0.0,,NR 1905 STERLING PL,LOT162229,0.0,,2007-10-03T00:00:00.000,,,1.0,1048,,,N
43788,114434,183346.0,,0.0,__________,AT 130-16 149 STREET betw 133 AVENUE & 130 AVENUE,,,4262951.0,2012-12-18T00:00:00.000,,,0.0,1048,AT 130-16 149 STREET betw 133 AVENUE & 130 AVENUE,no compliace inspection required as per chief bary,N
37289,29299,,0.0,0.0,,ADJ. 59-14 BEACH CHANNEL DR.,LOT82710,0.0,,2002-11-25T00:00:00.000,,,1.0,1048,,,N
8914,64568,,0.0,0.0,,ADJ N/R L/S 1904 SURF AVE.,LOT155259,0.0,,2007-01-22T00:00:00.000,,,1.0,1048,,,N
34640,8590,,0.0,0.0,,REAR 10- 01  159  ST.,LOT23900,0.0,,1999-08-16T00:00:00.000,,,1.0,1048,,,N
3365,46486,,0.0,0.0,,ADJ. 2055 FULTON ST.,LOT126301,0.0,,2005-01-10T00:00:00.000,,,1.0,1048,,,N
11259,72121,,0.0,0.0,,R/O 1346 SHERIDAN AVE,LOT166995,0.0,,2007-10-16T00:00:00.000,,,1.0,1048,,,N
