bin,existing_meters,const_bis_job_number,auth_rep_last_name,disability_company_name,gis_latitude,temp_light_power,city,_4_wire,new_meters,total_meters,gis_nta_name,nogood_check_fee,street_name
1028837,0,,RASIZZI,SHELTERPOINT LIFE INS CO,40.774452,No,ASTORIA,0,0,0,Lincoln Square,0,WEST 66 STREET
1045286,0,,,SHELTERPOINT LIFE INS CO,40.760698,No,BROOKLYN,0,0,0,Lenox Hill-Roosevelt Island,0,EAST 62 STREET
4029674,97,,,NYS WORKERS COMP BOARD,40.751344,No,MIDDLE VILLAGE,3,1,98,Jackson Heights,0,81 STREET
3035761,0,,,E.E.S.I.P,40.676094,No,WOODSIDE,0,0,0,Crown Heights North,0,DEAN STREET
1024932,18,,,STANDARD SEC LIFE INS NY,40.757559,No,OZONE PARK,1,1,19,Clinton,0,WEST   41 STREET
3076587,0,,,SHELTER POINT LIFE INS,40.692362,No,BROOKLYN,0,0,0,Bushwick South,0,PALMETTO STREET
3428667,0,,,SHELTERPOINT LIFE INS CO,40.677572,No,BROOKLYN,0,1,1,Carroll Gardens-Columbia Street-Red Hook,0,HUNTINGTON STREET
3071861,0,,,Waived,40.702872,No,BROOKLYN,0,0,0,Bushwick South,0,NOLL STREET
1008968,0,,,FIRST UNUM LIFE INSURANCE,40.731704,No,STATEN ISLAND,0,0,0,East Village,0,4 AVENUE
3168084,3,,,STANDARD SECURITY LIFE,40.597839,No,BROOKLYN,0,0,3,Bensonhurst West,0,BAY   32 STREET
2115914,0,,,STANDARD SECURITY LIFE,40.841222,No,BROOKLYN,0,0,0,East Tremont,0,EAST 176 STREET
1045170,17,,,SHELTERPOINT LIFE INS CO,40.770932,No,NEW YORK,7,3,20,Lenox Hill-Roosevelt Island,0,EAST   76 STREET
3203146,1,,,NY STATE INSURANCE FUND,40.59236,No,BROOKLYN,1,1,1,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,0,OCEAN AVENUE
4203623,7,,,NYS WORKERS COMP BOARD,40.686651,No,BROOKLYN,1,0,7,South Ozone Park,0,116 STREET
3051470,0,,,SHELTERPOINT LIFE INS,40.68599,No,MASPETH,0,0,0,Bedford,0,TOMPKINS AVENUE
1040884,0,,,NYS INSURANCE FUND,40.766378,No,LONG ISLAND CITY,0,0,0,Upper East Side-Carnegie Hill,0,FIFTH AVENUE
3001707,0,,Owens,SHELTERPOINT LIFE INS COM,40.698281,No,LONG ISLAND CITY,0,0,0,Brooklyn Heights-Cobble Hill,0,PINEAPPLE STREET
1042123,0,,,SHELTERPOINT LIFE INS COM,40.765784,No,BRONX,0,0,0,Upper East Side-Carnegie Hill,0,EAST 64 STREET
1080611,0,,,SHELTERPOINT LIFE INS CO,40.753711,No,BRONX,0,0,0,Midtown-Midtown South,0,BROADWAY
1048515,0,,,METROPOLITAN LIFE INS CO,40.773891,No,BROOKLYN,0,0,0,Yorkville,0,EAST 79 STREET
3063485,4,,,SHELTERPOINT LIFE INS COM,40.708423,No,LONG ISLAND CITY,0,8,8,North Side-South Side,0,SOUTH    5 STREET
3161174,0,,,SHELTERPOINT LIFE INS,40.619634,No,BROOKLYN,0,0,0,Dyker Heights,0,78 STREET
5081127,0,,,STANDARD SECURITY LIFE,40.538153,No,BROOKLYN,0,0,0,Arden Heights,0,EDGEGROVE AVENUE
2101851,0,,,STANDARD SECURITY LIFE,40.814177,No,BROOKLYN,0,0,0,Soundview-Castle Hill-Clason Point-Harding Park,0,OLMSTEAD AVENUE
3010656,1,,,SHELTERPOINT LIFE INS CO,40.654202,No,NEW YORK,3,4,4,Sunset Park West,0,42 STREET
1057060,0,,,THE GUARDIAN LIFE INS CO,40.795686,No,LONG ISLAND CITY,0,0,0,Upper West Side,0,WEST END AVENUE
1080687,2,,Doran,SHELTERPOINT INS COMPANY,40.743416,No,NEW YORK,2,2,2,Hudson Yards-Chelsea-Flatiron-Union Square,0,WEST   25 STREET
3137105,0,,MILLER,SHELTERPOINT LIFE INS CO,40.639776,No,BROOKLYN,0,0,0,Borough Park,0,10 AVENUE
4077993,0,,BAPTIST,SHELTERPOINT LIFE INS CO,40.721168,No,BROOKLYN,0,0,0,Forest Hills,0,QUEENS BOULEVARD
3051203,4,,,SHELTERPOINT LIFE INS CO,40.685926,No,BROOKLYN,0,1,4,Bedford,0,MONROE STREET
3042522,0,,PETERS,SHELTERPOINT INS COMPANY,40.676927,No,SPRINGFIELD GARDENS,0,0,0,Ocean Hill,0,MARCONI PLACE
3426518,0,,,SHELTERPOINTLIFE INS COMP,40.684141,No,BROOKLYN,0,0,0,Clinton Hill,0,FULTON STREET
1015582,0,,Kellman,EESISP,40.741975,No,NEW YORK,0,0,0,Hudson Yards-Chelsea-Flatiron-Union Square,0,WEST 23 STREET
4243490,0,,,STANDARD SECURITY LIFE,40.697776,No,BROOKLYN,0,0,0,Cambria Heights,0,227 STREET
3076796,2,,Tavarez,GUARDIAN LIFE INS CO AME,40.695211,No,BRONX,0,3,3,Bushwick North,0,WOODBINE STREET
2048935,0,,,SHELTERPOINT LIFE INSURAN,40.853431,No,STATEN ISLAND,0,0,0,Pelham Parkway,0,MATTHEWS AVENUE
3146374,2,,,SHELTERPOINT LIFE INS CO,40.636353,No,FLUSHING,0,0,2,Bay Ridge,0,71 STREET
3075912,0,,,GUARDIAN LIFE INS CO AME,40.698696,No,NEW YORK,0,0,0,Bushwick North,0,MENAHAN STREET
3122552,2,,,SHELTERPOINT LIFE INS CO,40.653511,No,STATEN ISLAND,0,1,1,Windsor Terrace,0,REEVE PLACE
1042508,0,,,NEW YORK STATE INS FUND,40.768868,No,WHITESTONE,0,0,0,Upper East Side-Carnegie Hill,0,LEXINGTON AVENUE
3214729,0,,,SHELTERPOINT LIFE INS CO,40.632524,No,LONG ISLAND CITY,0,0,0,Flatlands,0,EAST 54 STREET
3000483,0,,degaltini,SELF INSURED,40.688127,No,NEW YORK,0,0,0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,0,FLATBUSH AVENUE
