latitude,longitude,non_refrigerated_warehouse,distribution_center_gross,release_date,electricity_use_grid_purchase_2,retail_store_open_or_closed,convention_center_gross_floor,occupancy,office_percent_that_can_be_1,museum_gross_floor_area_ft,data_center_it_site_energy,third_party_certification,percent_of_electricity_that,office_percent_that_can_be,estimated_values_water,multifamily_housing_number,weather_normalized_source,national_median_reference,data_center_gross_floor_area,data_center_national_median,office_worker_density_number,hospital_general_medical_4,number_of_buildings,electricity_use_generated_1,largest_property_use_type_1,water_current_date,food_sales_gross_floor_area,estimated_data_flag_district,multifamily_housing_percent_1,repair_services_vehicle_shoe,property_gfa_self_reported,nta,financial_office_computer,retail_store_percent_that,natural_gas_use_kbtu,courthouse_gross_floor_area,parking_gross_floor_area,alert_energy_meter_has_less,leed_us_project_id,total_ghg_emissions_metric,multifamily_housing_government,hospital_general_medical_8,alert_data_center_issue_with,wholesale_club_supercenter,energy_star_certification_1,supermarket_grocery_open,property_gfa_calculated_1,alert_energy_meter_has,percent_of_total_electricity,last_modified_date_non,parent_property_name,enclosed_mall_gross_floor
40.718903,-73.998438,Not Available,Not Available,2019-05-01T15:32:48.000,2987547.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,136.8,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,95145.0,Not Available,Not Available,Not Available,Not Available,Not Available,95145,SoHo-TriBeCa-Civic Center-Little Italy,Not Available,Not Available,4470700.4,Not Available,Not Available,Ok,Not Available,490.5,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,95145.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.685491,-73.966291,Not Available,Not Available,2019-05-01T15:32:48.000,1756770.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,112.8,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,99600.0,Not Available,Not Available,Not Available,Not Available,Not Available,99600,Clinton Hill,Not Available,Not Available,410900,Not Available,Not Available,Ok,Not Available,588.2,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,99600.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.760753,-73.983525,Not Available,Not Available,2019-03-29T12:57:14.000,27957986,Not Available,Not Available,100,100,Not Available,675503.8,Not Available,0,99.84,No,Not Available,149.9,CBECS - Office & Bank/Financial,11750,Not Available,3.14147,Not Available,1,Not Available,631551.0,12/31/2018,Not Available,No,Not Available,Not Available,643301,Midtown-Midtown South,Not Available,Not Available,315300,Not Available,Not Available,Ok,Not Available,3380.3,Not Available,Not Available,Ok,Not Available,08/21/2018,Not Available,643301.0,Ok,Not Available,03/18/2019 02:23 PM EDT,Not Applicable: Standalone Property,Not Available
40.765012,-73.957301,Not Available,Not Available,2019-04-05T16:13:03.000,156214086.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,852.9,CBECS - Laboratory,Not Available,Not Available,Not Available,Not Available,1,Not Available,685314.0,Not Available,Not Available,No,Not Available,Not Available,743935,Lenox Hill-Roosevelt Island,Not Available,Not Available,16166.7,Not Available,Not Available,Ok,Not Available,23676,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,728239.0,Ok,Not Available,04/04/2019 11:47 AM EDT,Not Applicable: Standalone Property,Not Available
40.75859,-73.968759,Not Available,Not Available,2019-03-15T11:55:15.000,25351784.4,0,Not Available,100,100,Not Available,Not Available,Not Available,0,100,No,Not Available,138.6,CBECS - Office & Bank/Financial,5190,Not Available,2.33389,Not Available,1,Not Available,556582.0,12/31/2018,Not Available,No,Not Available,Not Available,591315,Turtle Bay-East Midtown,Not Available,100,Not Available,Not Available,Not Available,Ok,1000019934,2759.2,Not Available,Not Available,Ok,Not Available,08/09/2018,Not Available,591315.0,Ok,Not Available,02/20/2019 09:34 AM EST,Not Applicable: Standalone Property,Not Available
40.681896,-73.935963,Not Available,Not Available,2019-05-01T15:32:48.000,1658505,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,109.1,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,135600.0,Not Available,Not Available,Not Available,Not Available,Not Available,135600,Stuyvesant Heights,Not Available,Not Available,8487099.9,Not Available,Not Available,Ok,Not Available,667.5,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,135600.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.706041,-73.902584,Not Available,Not Available,2019-05-01T15:32:48.000,2971169.9,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,115.8,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,150000.0,Not Available,Not Available,Not Available,Not Available,Not Available,150000,Ridgewood,Not Available,Not Available,1307100.1,Not Available,Not Available,Ok,Not Available,864.9,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,150000.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.872385,-73.912668,Not Available,Not Available,2019-04-30T17:31:57.000,35029639.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,No,Not Available,451.5,ASHE Survey,Not Available,Not Available,Not Available,206.9,1,Not Available,308789.0,12/31/2016,Not Available,Not Available,Not Available,Not Available,308789,park-cemetery-etc-Manhattan,Not Available,Not Available,40387452.5,Not Available,Not Available,Ok,Not Available,5129.9,Not Available,206,Ok,Not Available,02/19/2014,Not Available,308789.0,Ok,Not Available,02/11/2019 08:19 AM EST,Not Applicable: Standalone Property,Not Available
40.749545,-73.822073,Not Available,Not Available,2019-05-01T15:32:48.000,3107602.9,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,24.82398,Not Available,Unable to Check (not enough data),Not Available,80.3,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,261986.4,184975.0,Not Available,Not Available,Not Available,Not Available,Not Available,184975,Flushing,Not Available,Not Available,106000,Not Available,Not Available,Ok,Not Available,758,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,184975.0,Ok,24.82398,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.72154,-73.986648,Not Available,Not Available,2019-05-01T15:32:48.000,1338049.9,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,69.4,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,110400.0,Not Available,Not Available,Not Available,Not Available,Not Available,110400,Chinatown,Not Available,Not Available,3659600.1,Not Available,Not Available,Ok,Not Available,307.7,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,110400.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.65843,-73.929076,Not Available,Not Available,2019-05-01T15:32:48.000,2631334.4,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,106.3,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,146400.0,Not Available,Not Available,Not Available,Not Available,Not Available,146400,Prospect Lefferts Gardens-Wingate,Not Available,Not Available,7123800.1,Not Available,Not Available,Ok,Not Available,660.6,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,146400.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.730941,-73.853164,Not Available,Not Available,2019-05-01T15:32:48.000,1093730.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,96.1,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,98500.0,Not Available,Not Available,Not Available,Not Available,Not Available,98500,Forest Hills,Not Available,Not Available,145200,Not Available,Not Available,Ok,Not Available,549.7,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,98500.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.704406,-73.875183,Not Available,Not Available,2019-05-01T15:32:48.000,2243731.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,99.6,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,121375.0,Not Available,Not Available,Not Available,Not Available,Not Available,121375,Glendale,Not Available,Not Available,4790800.2,Not Available,Not Available,Ok,Not Available,496.5,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,121375.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.679802,-73.980899,Not Available,Not Available,2019-05-01T15:32:48.000,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Unable to Check (not enough data),Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,51660.0,Not Available,Not Available,Not Available,Not Available,Not Available,51660,Park Slope-Gowanus,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,0,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,51660.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,Not Available
40.784826,-73.949611,Not Available,Not Available,2019-05-01T15:32:48.000,1491044,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,40.5,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,109325.0,Not Available,Not Available,Not Available,Not Available,Not Available,109325,Upper East Side-Carnegie Hill,Not Available,Not Available,241100,Not Available,Not Available,Ok,Not Available,139.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,109325.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.840891,-73.898166,Not Available,Not Available,2019-05-01T15:32:48.000,2034097.9,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,95.9,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,127325.0,Not Available,Not Available,Not Available,Not Available,Not Available,127325,Claremont-Bathgate,Not Available,Not Available,5476299.7,Not Available,Not Available,Ok,Not Available,504.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,127325.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.528092,-74.192032,Not Available,Not Available,2019-05-01T15:32:48.000,8789580.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,10.29959,Not Available,Unable to Check (not enough data),Not Available,81.7,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,427394,512650.0,Not Available,Not Available,Not Available,Not Available,Not Available,512650,Annadale-Huguenot-Prince's Bay-Eltingville,Not Available,Not Available,359000,Not Available,Not Available,Ok,Not Available,2048.8,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,512650.0,Ok,10.29959,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.635015,-73.897262,Not Available,Not Available,2019-05-01T15:32:48.000,3083124.1,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,107,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,147600.0,Not Available,Not Available,Not Available,Not Available,Not Available,147600,Canarsie,Not Available,Not Available,6161599.8,Not Available,Not Available,Ok,Not Available,646.7,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,147600.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.685004,-73.947152,Not Available,Not Available,2019-05-01T15:32:48.000,5229913.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,124.1,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,213600.0,Not Available,Not Available,Not Available,Not Available,Not Available,213600,Bedford,Not Available,Not Available,9962100,Not Available,Not Available,Ok,Not Available,1055.9,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,213600.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.822474,-73.907194,Not Available,Not Available,2019-05-01T15:32:48.000,1845209.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,100.5,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,138175.0,Not Available,Not Available,Not Available,Not Available,Not Available,138175,Morrisania-Melrose,Not Available,Not Available,49600,Not Available,Not Available,Ok,Not Available,784.7,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,138175.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.660134,-73.887023,Not Available,Not Available,2019-05-01T15:32:48.000,1355246.4,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,111.7,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,48360.0,Not Available,Not Available,Not Available,Not Available,Not Available,48360,East New York,Not Available,Not Available,1557899.9,Not Available,Not Available,Ok,Not Available,197.5,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,48360.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,Not Available
40.697185,-73.91117,Not Available,Not Available,2019-05-01T15:32:48.000,5251750.4,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,130.6,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,242400.0,Not Available,Not Available,Not Available,Not Available,Not Available,242400,Bushwick North,Not Available,Not Available,14056499.9,Not Available,Not Available,Ok,Not Available,1326.8,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,242400.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.757004,-73.982526,Not Available,Not Available,2019-04-05T21:56:06.000,74830380.4,Not Available,Not Available,100,100,Not Available,Not Available,Not Available,0,100,No,Not Available,189.6,CBECS - Office & Bank/Financial,Not Available,Not Available,2.13619,Not Available,1,Not Available,1779804.0,05/31/2018,Not Available,No,Not Available,Not Available,1797825,Midtown-Midtown South,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,13866.9,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,1797825.0,Ok,Not Available,01/30/2019 02:20 PM EST,Not Applicable: Standalone Property,Not Available
40.661061,-73.986534,Not Available,Not Available,2019-05-01T15:32:48.000,1509468.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,107.6,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,92400.0,Not Available,Not Available,Not Available,Not Available,Not Available,92400,Park Slope-Gowanus,Not Available,Not Available,4851300.2,Not Available,Not Available,Ok,Not Available,436.8,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,92400.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.676094,-73.97038,Not Available,Not Available,2019-05-01T15:32:48.000,668752,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,150.9,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,25715.0,Not Available,Not Available,Not Available,Not Available,Not Available,25715,Prospect Heights,Not Available,Not Available,1647000.2,Not Available,Not Available,Ok,Not Available,161.5,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,25715.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.86455,-73.82977,Not Available,Not Available,2019-04-30T12:56:12.000,9701544.3,0,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,No,Not Available,175.7,CBECS - Retail Store,Not Available,Not Available,Not Available,Not Available,1,Not Available,166320.0,02/28/2019,Not Available,Not Available,Not Available,Not Available,166320,Co-op City,Not Available,100,2463551,Not Available,Not Available,Ok,Not Available,952.5,Not Available,Not Available,Ok,Not Available,08/10/2013,Not Available,166320.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,Not Available
40.75146,-73.817849,Not Available,Not Available,2019-05-01T15:32:48.000,1285641.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,82.3,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,107034.7,Not Available,Not Available,Not Available,Not Available,Not Available,162476,East Flushing,Not Available,Not Available,4119799.8,Not Available,Not Available,Ok,Not Available,389.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,107034.7,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.806768,-73.951061,Not Available,Not Available,2019-05-01T15:32:48.000,2231721,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,104.2,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,105680.0,Not Available,Not Available,Not Available,Not Available,Not Available,105680,Central Harlem South,Not Available,Not Available,4557499.9,Not Available,Not Available,Ok,Not Available,431.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,105680.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,Not Available
40.635553,-73.91079,Not Available,Not Available,2019-05-01T15:32:48.000,2557635.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,81.3,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,184800.0,Not Available,Not Available,Not Available,Not Available,Not Available,184800,Canarsie,Not Available,Not Available,52400,Not Available,Not Available,Ok,Not Available,800.5,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,184800.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.821776,-73.876918,Not Available,Not Available,2019-05-01T15:32:48.000,1167995.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,92.2,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,108329.0,Not Available,Not Available,Not Available,Not Available,Not Available,108329,Soundview-Castle Hill-Clason Point-Harding Park,Not Available,Not Available,6246600.2,Not Available,Not Available,Ok,Not Available,430.7,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,108329.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.665798,-73.897723,Not Available,Not Available,2019-05-01T15:32:48.000,1065908.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,88.3,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,96000.0,Not Available,Not Available,Not Available,Not Available,Not Available,96000,East New York (Pennsylvania Ave),Not Available,Not Available,4697800.2,Not Available,Not Available,Ok,Not Available,385.9,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,96000.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.637282,-74.023849,Not Available,Not Available,2019-05-01T15:32:48.000,5063408,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,173.9,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,144300.0,Not Available,Not Available,Not Available,Not Available,Not Available,144300,Bay Ridge,Not Available,Not Available,9166699.9,Not Available,Not Available,Ok,Not Available,990.5,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,144300.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.663701,-73.936049,Not Available,Not Available,2019-05-01T15:32:48.000,1534581.1,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,117.7,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,96000.0,Not Available,Not Available,Not Available,Not Available,Not Available,96000,Crown Heights South,Not Available,Not Available,598600,Not Available,Not Available,Ok,Not Available,619.8,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,96000.0,Ok,Not Available,04/11/2019 11:57 AM EDT,Not Applicable: Standalone Property,Not Available
40.742633,-73.892805,Not Available,Not Available,2019-05-01T15:32:48.000,4159910.4,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,166.6,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,116105.0,Not Available,Not Available,Not Available,Not Available,Not Available,116105,Elmhurst-Maspeth,Not Available,Not Available,2368300.1,Not Available,Not Available,Ok,Not Available,844.3,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,116105.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.859243,-73.927792,Not Available,Not Available,2019-05-01T15:32:48.000,1761956.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,104.5,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,66266.0,Not Available,Not Available,Not Available,Not Available,Not Available,66266,Washington Heights North,Not Available,Not Available,1905400,Not Available,Not Available,Ok,Not Available,250.4,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,66266.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.775253,-73.819347,Not Available,Not Available,2019-05-01T15:32:48.000,2104671.7,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,76.1,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,152525.0,Not Available,Not Available,Not Available,Not Available,Not Available,152525,Murray Hill,Not Available,Not Available,152900,Not Available,Not Available,Ok,Not Available,580.7,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,152525.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.697779,-73.916521,Not Available,Not Available,2019-05-01T15:32:48.000,801410.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,79.3,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,60000.0,Not Available,Not Available,Not Available,Not Available,Not Available,60000,Bushwick North,Not Available,Not Available,34600,Not Available,Not Available,Ok,Not Available,248.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,60000.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.760492,-73.977937,Not Available,Not Available,2019-03-20T12:05:36.000,47037013.1,Not Available,Not Available,100,100,Not Available,Not Available,Not Available,0,100,No,Not Available,172.5,CBECS - Office & Bank/Financial,8645,Not Available,2.39797,Not Available,1,Not Available,761476.0,12/31/2018,Not Available,No,Not Available,Not Available,814121,Midtown-Midtown South,13.63636,Not Available,Not Available,Not Available,24008,Ok,1000085245,4472.8,Not Available,Not Available,Ok,Not Available,08/14/2018,Not Available,814121.0,Ok,Not Available,03/15/2019 03:40 PM EDT,Not Applicable: Standalone Property,Not Available
40.63228,-73.973898,Not Available,Not Available,2019-05-01T15:32:48.000,1029332.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,95.2,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,57180.0,Not Available,Not Available,Not Available,Not Available,Not Available,57180,Flatbush,Not Available,Not Available,1916000.1,Not Available,Not Available,Ok,Not Available,223.9,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,57180.0,Ok,Not Available,04/11/2019 11:57 AM EDT,Not Applicable: Standalone Property,Not Available
40.694119,-73.797003,Not Available,Not Available,2019-05-01T15:32:48.000,706966.4,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,117.9,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,44460.0,Not Available,Not Available,Not Available,Not Available,Not Available,44460,South Jamaica,Not Available,Not Available,2133800.2,Not Available,Not Available,Ok,Not Available,250.8,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,44460.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.818816,-73.91901,Not Available,Not Available,2019-05-01T15:32:48.000,1439591,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,93.2,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,115375.0,Not Available,Not Available,Not Available,Not Available,Not Available,115375,Melrose South-Mott Haven North,Not Available,Not Available,22600,Not Available,Not Available,Ok,Not Available,607,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,115375.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.730842,-73.991402,Not Available,Not Available,2019-04-26T17:17:04.000,51233261.3,0,Not Available,100,100,Not Available,Not Available,Not Available,0,100,No,Not Available,155.5,CBECS - Office & Bank/Financial,Not Available,Not Available,4.52078,Not Available,1,Not Available,971293.0,02/28/2019,Not Available,No,Not Available,Not Available,1137698,West Village,Not Available,80,11431475.3,Not Available,Not Available,Ok,Not Available,6225.4,Not Available,Not Available,Ok,Not Available,08/01/2018,Not Available,1137698.0,Ok,Not Available,04/22/2019 08:14 PM EDT,Not Applicable: Standalone Property,Not Available
40.765826,-73.9328,Not Available,Not Available,2019-05-01T15:32:48.000,21097078.4,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,214.9,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,345250.0,Not Available,Not Available,Not Available,Not Available,Not Available,345250,Astoria,Not Available,Not Available,14550502,Not Available,Not Available,Ok,Not Available,2559.6,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,345250.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.685695,-73.922463,Not Available,Not Available,2019-05-01T15:32:48.000,1625476.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,109.9,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,108000.0,Not Available,Not Available,Not Available,Not Available,Not Available,108000,Stuyvesant Heights,Not Available,Not Available,484900,Not Available,Not Available,Ok,Not Available,668.8,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,108000.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
