latitude,longitude,non_refrigerated_warehouse,distribution_center_gross,release_date,electricity_use_grid_purchase_2,retail_store_open_or_closed,convention_center_gross_floor,occupancy,office_percent_that_can_be_1,museum_gross_floor_area_ft,data_center_it_site_energy,third_party_certification,percent_of_electricity_that,office_percent_that_can_be,estimated_values_water,multifamily_housing_number,weather_normalized_source,national_median_reference,data_center_gross_floor_area,data_center_national_median,office_worker_density_number,hospital_general_medical_4,number_of_buildings,electricity_use_generated_1,largest_property_use_type_1,water_current_date,food_sales_gross_floor_area,estimated_data_flag_district,multifamily_housing_percent_1,repair_services_vehicle_shoe,property_gfa_self_reported,nta,financial_office_computer,retail_store_percent_that,natural_gas_use_kbtu,courthouse_gross_floor_area,parking_gross_floor_area,alert_energy_meter_has_less,leed_us_project_id,total_ghg_emissions_metric,multifamily_housing_government,hospital_general_medical_8,alert_data_center_issue_with,wholesale_club_supercenter,energy_star_certification_1,supermarket_grocery_open,property_gfa_calculated_1,alert_energy_meter_has,percent_of_total_electricity,last_modified_date_non,parent_property_name,enclosed_mall_gross_floor
40.764763,-73.794683,Not Available,Not Available,2019-05-01T15:32:48.000,1061179.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,90.4,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,86580.0,Not Available,Not Available,Not Available,Not Available,Not Available,86580,Murray Hill,Not Available,Not Available,131700,Not Available,Not Available,Ok,Not Available,436,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,86580.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.740565,-73.809131,Not Available,Not Available,2019-05-01T15:32:48.000,3171795.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,112.7,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,129600.0,Not Available,Not Available,Not Available,Not Available,Not Available,129600,Queensboro Hill,Not Available,Not Available,5351599.8,Not Available,Not Available,Ok,Not Available,552.9,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,129600.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.629303,-73.979995,Not Available,Not Available,2019-05-01T15:32:48.000,1658505,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,111.8,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,91200.0,Not Available,Not Available,Not Available,Not Available,Not Available,91200,Borough Park,Not Available,Not Available,4522700.1,Not Available,Not Available,Ok,Not Available,426.8,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,91200.0,Ok,Not Available,04/11/2019 11:57 AM EDT,Not Applicable: Standalone Property,Not Available
40.578188,-73.99203,Not Available,Not Available,2019-05-01T15:32:48.000,2176856,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,108.5,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,186000.0,Not Available,Not Available,Not Available,Not Available,Not Available,186000,Seagate-Coney Island,Not Available,Not Available,11732499.9,Not Available,Not Available,Ok,Not Available,901.4,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,186000.0,Ok,Not Available,04/11/2019 11:57 AM EDT,Not Applicable: Standalone Property,Not Available
40.86079,-73.930672,Not Available,Not Available,2019-05-01T15:32:48.000,3534832,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,85.3,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,210000.0,Not Available,Not Available,Not Available,Not Available,Not Available,210000,Washington Heights North,Not Available,Not Available,54400,Not Available,Not Available,Ok,Not Available,901.8,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,210000.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.660204,-73.913933,Not Available,Not Available,2019-05-01T15:32:48.000,1758954.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,165.3,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,93600.0,Not Available,Not Available,Not Available,Not Available,Not Available,93600,Brownsville,Not Available,Not Available,9178400.1,Not Available,Not Available,Ok,Not Available,714.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,93600.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.648215,-73.946374,Not Available,Not Available,2019-05-01T15:32:48.000,3500712,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,130.1,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,153600.0,Not Available,Not Available,Not Available,Not Available,Not Available,153600,East Flatbush-Farragut,Not Available,Not Available,8966499.8,Not Available,Not Available,Ok,Not Available,839.3,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,153600.0,Ok,Not Available,04/11/2019 11:57 AM EDT,Not Applicable: Standalone Property,Not Available
40.841596,-73.897767,Not Available,Not Available,2019-05-01T15:32:48.000,1573614.4,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,172.1,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,40375.0,Not Available,Not Available,Not Available,Not Available,Not Available,40375,Claremont-Bathgate,Not Available,Not Available,2343599.9,Not Available,Not Available,Ok,Not Available,271.6,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,40375.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.702392,-73.941801,Not Available,Not Available,2019-05-01T15:32:48.000,1496912.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,67,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,106800.0,Not Available,Not Available,Not Available,Not Available,Not Available,106800,East Williamsburg,Not Available,Not Available,365500,Not Available,Not Available,Ok,Not Available,334.5,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,106800.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.742302,-73.945605,Not Available,Not Available,2019-05-01T15:32:48.000,3338300.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,173.5,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,63600.0,Not Available,Not Available,Not Available,Not Available,Not Available,63600,Hunters Point-Sunnyside-West Maspeth,Not Available,Not Available,1621600,Not Available,Not Available,Ok,Not Available,368.9,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,63600.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,Not Available
40.648608,-73.952821,Not Available,Not Available,2019-05-01T15:32:48.000,5027923.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,175.3,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,129665.0,Not Available,Not Available,Not Available,Not Available,Not Available,129665,Erasmus,Not Available,Not Available,7331000.3,Not Available,Not Available,Ok,Not Available,897.3,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,129665.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.726473,-73.975181,Not Available,Not Available,2019-05-01T15:32:48.000,1369167.4,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,114.7,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,66080.0,Not Available,Not Available,Not Available,Not Available,Not Available,66080,Lower East Side,Not Available,Not Available,143900,Not Available,Not Available,Ok,Not Available,382,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,66080.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.632936,-74.00374,Not Available,Not Available,2019-05-01T15:32:48.000,2393859.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,137.2,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,130800.0,Not Available,Not Available,Not Available,Not Available,Not Available,130800,Borough Park,Not Available,Not Available,9145499.9,Not Available,Not Available,Ok,Not Available,782.3,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,130800.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.720713,-73.747001,Not Available,Not Available,2019-05-01T15:32:48.000,1677339.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,90.7,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,128777.0,Not Available,Not Available,Not Available,Not Available,Not Available,128777,Queens Village,Not Available,Not Available,5511100.2,Not Available,Not Available,Ok,Not Available,528.5,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,128777.0,Ok,Not Available,04/11/2019 11:57 AM EDT,Not Applicable: Standalone Property,Not Available
40.858815,-73.890232,Not Available,Not Available,2019-05-01T15:32:48.000,3703384.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,152.9,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,82880.0,Not Available,Not Available,Not Available,Not Available,Not Available,82880,Belmont,Not Available,Not Available,2475300,Not Available,Not Available,Ok,Not Available,445.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,82880.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,Not Available
40.688387,-73.910276,Not Available,Not Available,2019-05-01T15:32:48.000,2458004.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,92,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,188400.0,Not Available,Not Available,Not Available,Not Available,Not Available,188400,Bushwick South,Not Available,Not Available,262200,Not Available,Not Available,Ok,Not Available,1001.5,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,188400.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.734294,-73.897557,Not Available,Not Available,2019-05-01T15:32:48.000,3942361.3,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,147.5,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,132175.0,Not Available,Not Available,Not Available,Not Available,Not Available,132175,Maspeth,Not Available,Not Available,7913299.7,Not Available,Not Available,Ok,Not Available,754.2,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,132175.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.649404,-73.971736,Not Available,Not Available,2019-05-01T15:32:48.000,1909355.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,119.5,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,63425.0,Not Available,Not Available,Not Available,Not Available,Not Available,63425,Windsor Terrace,Not Available,Not Available,2055200,Not Available,Not Available,Ok,Not Available,270.9,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,63425.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,Not Available
40.811162,-73.909804,Not Available,Not Available,2019-05-01T15:32:48.000,2860620.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,96.4,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,201775.0,Not Available,Not Available,Not Available,Not Available,Not Available,201775,Mott Haven-Port Morris,Not Available,Not Available,118800,Not Available,Not Available,Ok,Not Available,1064.5,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,201775.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.720924,-73.823362,Not Available,Not Available,2019-05-01T15:32:48.000,1276961.5,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,106.5,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,90060.0,Not Available,Not Available,Not Available,Not Available,Not Available,90060,Kew Gardens Hills,Not Available,Not Available,565300,Not Available,Not Available,Ok,Not Available,542.7,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,90060.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.755418,-73.869017,Not Available,Not Available,2019-05-01T15:32:48.000,3641286.4,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,103.6,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,159600.0,Not Available,Not Available,Not Available,Not Available,Not Available,159600,North Corona,Not Available,Not Available,4500900.2,Not Available,Not Available,Ok,Not Available,655,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,159600.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.846542,-73.935205,Not Available,Not Available,2019-05-01T15:32:48.000,2252465.9,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,103.7,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,124900.0,Not Available,Not Available,Not Available,Not Available,Not Available,124900,Washington Heights South,Not Available,Not Available,5485100,Not Available,Not Available,Ok,Not Available,540.5,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,124900.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.595341,-73.993457,Not Available,Not Available,2019-05-01T15:32:48.000,2655900.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,80.2,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,183600.0,Not Available,Not Available,Not Available,Not Available,Not Available,183600,Bensonhurst East,Not Available,Not Available,368000,Not Available,Not Available,Ok,Not Available,738.5,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,183600.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.748206,-73.943731,Not Available,Not Available,2019-04-19T09:13:06.000,14465856.4,Not Available,Not Available,100,100,Not Available,802361.3,Not Available,100,100,No,Not Available,175.1,CBECS - Office & Bank/Financial,3315,Not Available,3.7199,Not Available,1,Not Available,271937.0,12/31/2018,Not Available,Not Available,Not Available,Not Available,275252,Hunters Point-Sunnyside-West Maspeth,Not Available,Not Available,7281269.3,Not Available,Not Available,Ok,Not Available,1611.9,Not Available,Not Available,Ok,Not Available,04/27/2018,Not Available,275252.0,Ok,Not Available,04/15/2019 02:57 PM EDT,Not Applicable: Standalone Property,Not Available
40.675766,-73.869469,Not Available,Not Available,2019-05-01T15:32:48.000,1090065.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,97.4,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,66000.0,Not Available,Not Available,Not Available,Not Available,Not Available,66000,East New York,Not Available,Not Available,2714900.4,Not Available,Not Available,Ok,Not Available,278.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,66000.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.667382,-73.908214,Not Available,Not Available,2019-05-01T15:32:48.000,1961217.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,91,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,110400.0,Not Available,Not Available,Not Available,Not Available,Not Available,110400,Brownsville,Not Available,Not Available,3782499.8,Not Available,Not Available,Ok,Not Available,413.6,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,110400.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.812619,-73.906063,Not Available,Not Available,2019-05-01T15:32:48.000,1586443.5,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,99.5,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,84080.0,Not Available,Not Available,Not Available,Not Available,Not Available,84080,Melrose South-Mott Haven North,Not Available,Not Available,3327299.8,Not Available,Not Available,Ok,Not Available,336.7,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,84080.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.783399,-73.827742,Not Available,Not Available,2019-04-08T22:48:26.000,3521368.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,No,Not Available,144.5,CBECS - Education,Not Available,Not Available,Not Available,Not Available,1,Not Available,92705.0,12/31/2018,Not Available,Not Available,Not Available,Not Available,92705,Whitestone,Not Available,Not Available,3404324.9,Not Available,Not Available,Ok,Not Available,479,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,92705.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,Not Available
40.613604,-74.115988,Not Available,Not Available,2019-05-01T15:32:48.000,1615377.3,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,123.5,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,74400.0,Not Available,Not Available,Not Available,Not Available,Not Available,74400,Westerleigh,Not Available,Not Available,4218800.1,Not Available,Not Available,Ok,Not Available,360.9,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,74400.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.646877,-73.921006,Not Available,Not Available,2019-05-01T15:32:48.000,1820779.7,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,84.7,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,144000.0,Not Available,Not Available,Not Available,Not Available,Not Available,144000,Rugby-Remsen Village,Not Available,Not Available,6849499.9,Not Available,Not Available,Ok,Not Available,518,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,144000.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,Not Available
40.715389,-73.800369,Not Available,Not Available,2019-05-01T15:32:48.000,3414729.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,63.5,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,287195.0,Not Available,Not Available,Not Available,Not Available,Not Available,287195,Briarwood-Jamaica Hills,Not Available,Not Available,240700,Not Available,Not Available,Ok,Not Available,971.7,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,287195.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.850592,-73.933043,Not Available,Not Available,2019-05-01T15:32:48.000,998760.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,62.1,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,0,Not Available,45060.0,Not Available,Not Available,Not Available,Not Available,Not Available,45060,Washington Heights North,Not Available,Not Available,0,Not Available,Not Available,Ok,Not Available,84.6,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,45060.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.657131,-73.928018,Not Available,Not Available,2019-05-01T15:32:48.000,1363162.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,95.2,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,87600.0,Not Available,Not Available,Not Available,Not Available,Not Available,87600,Rugby-Remsen Village,Not Available,Not Available,3734600.3,Not Available,Not Available,Ok,Not Available,358,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,87600.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.872614,-73.833698,Not Available,Not Available,2019-05-01T15:32:48.000,42303340.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,136.5,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,5,Not Available,1219200.0,Not Available,Not Available,Not Available,Not Available,Not Available,1219200,Co-op City,Not Available,Not Available,385200,Not Available,Not Available,Ok,Not Available,6228.4,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,1219200.0,Ok,Not Available,04/11/2019 01:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.79564,-73.94441,Not Available,Not Available,2019-05-01T15:32:48.000,2369292.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,89.4,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,142925.0,Not Available,Not Available,Not Available,Not Available,Not Available,142925,East Harlem South,Not Available,Not Available,5675099.6,Not Available,Not Available,Ok,Not Available,502.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,142925.0,Ok,Not Available,08/03/2018 12:06 PM EDT,Not Applicable: Standalone Property,Not Available
40.798511,-73.949251,Not Available,Not Available,2019-05-01T15:32:48.000,2355644.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,85.6,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,2,Not Available,162000.0,Not Available,Not Available,Not Available,Not Available,Not Available,162000,Central Harlem South,Not Available,Not Available,370700,Not Available,Not Available,Ok,Not Available,726,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,162000.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.668916,-73.983195,Not Available,Not Available,2019-05-01T15:32:48.000,593961,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,108.3,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,31200.0,Not Available,Not Available,Not Available,Not Available,Not Available,31200,Park Slope-Gowanus,Not Available,Not Available,1518900.1,Not Available,Not Available,Ok,Not Available,138.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,31200.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.75823,-73.910514,Not Available,Not Available,2019-05-01T15:32:48.000,4008781,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,15.57495,Not Available,Unable to Check (not enough data),Not Available,97.1,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,210282.5,334220.0,Not Available,Not Available,Not Available,Not Available,Not Available,334220,Astoria,Not Available,Not Available,145900,Not Available,Not Available,Ok,Not Available,1926.3,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,334220.0,Ok,15.57495,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.747621,-73.990454,Not Available,Not Available,2019-05-01T15:32:48.000,1283437.4,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,175,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,0,Not Available,27660.0,Not Available,Not Available,Not Available,Not Available,Not Available,27660,Midtown-Midtown South,Not Available,Not Available,1276499.9,Not Available,Not Available,Ok,Not Available,176.5,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,27660.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,Not Available
40.545281,-74.14632,Not Available,Not Available,2019-05-01T15:32:48.000,2373387.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,73.9,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,206951.0,Not Available,Not Available,Not Available,Not Available,Not Available,206951,Great Kills,Not Available,Not Available,186000,Not Available,Not Available,Ok,Not Available,817.9,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,206951.0,Ok,Not Available,04/11/2019 11:57 AM EDT,Not Applicable: Standalone Property,Not Available
40.674135,-73.89643,Not Available,Not Available,2019-05-01T15:32:48.000,4690817.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,133.2,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,180000.0,Not Available,Not Available,Not Available,Not Available,Not Available,180000,East New York (Pennsylvania Ave),Not Available,Not Available,9456000.2,Not Available,Not Available,Ok,Not Available,959,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,180000.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.771512,-73.90633,Not Available,Not Available,2019-05-01T15:32:48.000,824339.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,80.6,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,58880.0,Not Available,Not Available,Not Available,Not Available,Not Available,58880,Steinway,Not Available,Not Available,1836200.1,Not Available,Not Available,Ok,Not Available,198.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,58880.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.685264,-73.982639,Not Available,Not Available,2019-05-01T15:32:48.000,1359340.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,86.8,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,104400.0,Not Available,Not Available,Not Available,Not Available,Not Available,104400,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Not Available,Not Available,431000,Not Available,Not Available,Ok,Not Available,490,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,104400.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.714978,-73.853372,Not Available,Not Available,2019-05-01T15:32:48.000,365902.9,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,96.6,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,80480.0,Not Available,Not Available,Not Available,Not Available,Not Available,80480,Forest Hills,Not Available,Not Available,5266900.2,Not Available,Not Available,Ok,Not Available,389.6,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,80480.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
