school_name,q117_in_planning_my_last_1,q69_the_principal_assistant_1,q75_the_performance_of_the_1,q154_how_many_adults_at_this,q106_in_planning_my_last,q100_in_planning_my_last_1,q10_i_am_able_to_empower_1,q4_how_many_teachers_at_this,q36_the_principal_school,q80_in_planning_my_last_1,q128_in_planning_my_last,q169_it_s_a_priority_at_this_1,q88_in_planning_my_last,q125_in_planning_my_last_1,q47_at_this_school_once_we,q46_at_this_school_the_1,q81_in_planning_my_last_1,q29_i_would_recommend_this_1,q8_i_am_able_to_ensure_1,q52_at_this_school_teachers_1,q49_at_this_school_teachers,q134_in_planning_my_last_1,q142_how_many_students_in_1,q46_at_this_school_the,q135_how_many_students_in_1,q8_i_am_able_to_ensure,q121_in_planning_my_last_1,q130_in_planning_my_last_1,q136_how_many_students_in_1,q57_overall_my_professional_1,q131_in_planning_my_last_1,q135_how_many_students_in,q111_in_planning_my_last,q108_in_planning_my_last,q30_i_feel_respected_by_the_1,q123_in_planning_my_last_1,q106_in_planning_my_last_1,q43_at_this_school_there_1,q115_in_planning_my_last,q70_the_principal_school_1,q48_at_this_school_it_is,q31_the_principal_school_1,q87_in_planning_my_last_1,q127_in_planning_my_last_1,q48_at_this_school_it_is_1,q34_at_this_school_it_s_ok,q43_at_this_school_there,q17_central_doe_employees,q165_my_students_are_safe_1,q100_in_planning_my_last,q125_in_planning_my_last,q7_i_am_able_to_modify,q165_my_students_are_safe,q90_in_planning_my_last,q61_the_principal_school_1,q117_in_planning_my_last,q38_the_principal_and,q101_in_planning_my_last,q1_how_many_teachers_at_this,q126_in_planning_my_last,q130_in_planning_my_last,q57_overall_my_professional,q145_how_many_students_in_1,q61_the_principal_school,q14_i_am_able_to_monitor,q103_in_planning_my_last_1,q45_at_this_school_students_1,q44_this_school_has_well_1,q85_in_planning_my_last_1,q129_in_planning_my_last,q169_it_s_a_priority_at_this,q38_the_principal_and_1,q173_adults_at_this_school,q15_i_am_able_to_distinguish,q112_in_planning_my_last_1,q86_in_planning_my_last,q131_in_planning_my_last,q79_in_planning_my_last,q114_in_planning_my_last,q91_in_planning_my_last,q60_overall_my_professional,q122_in_planning_my_last,q143_how_many_students_in,q101_in_planning_my_last_1,q72_how_much_influence_do_1,q147_how_many_students_in_1,q2_how_many_teachers_at_this_1,q40_i_feel_respected_by_1,q140_discipline_is_applied,q146_how_many_students_in,q150_how_many_adults_at_this,q110_in_planning_my_last_1,q171_adults_at_this_school_1,q33_i_trust_the_principal_1,q105_in_planning_my_last,q132_in_planning_my_last_1,total_teacher_response_rate,q56_at_this_school_school_1,q86_in_planning_my_last_1,q23_teachers_in_this_school,q34_at_this_school_it_s_ok_1,q63_the_principal_school_1,q21_i_usually_look_forward,q62_the_principal_school,q12_i_am_able_to_apply_my,q23_teachers_in_this_school_1,q154_how_many_adults_at_this_1,q114_in_planning_my_last_1,q14_i_am_able_to_monitor_1,q27_i_feel_respected_by_other_1,q40_i_feel_respected_by,q175_adults_at_this_school_1,q11_i_am_able_to_design_1,q78_in_planning_my_last_1,q110_in_planning_my_last,q167_my_students_are_safe_1,q45_at_this_school_students,q88_in_planning_my_last_1,q3_how_many_teachers_at_this,q11_i_am_able_to_design,q65_the_principal_assistant,q129_in_planning_my_last_1,q32_the_principal_school_1,q104_in_planning_my_last_1
Sunset Park Avenues Elementary School,0.0,0.28,0.35,0.8,,,0.04,0.92,0.88,,0.79,0.06,0.0,0.11,0.6,0.24,0.0,0.12,0.04,0.0,0.96,0.11,0.32,0.76,0.6,0.96,0.0,0.32,0.72,0.44,0.21,0.4,,,0.04,0.0,,0.0,0.0,0.28,0.64,0.24,0.0,0.11,0.36,0.84,1.0,,0.0,,0.89,1.0,1.0,0.0,0.24,0.0,0.96,,0.87,0.79,0.68,0.56,0.16,0.76,0.96,,0.08,0.2,0.0,0.84,0.94,0.04,0.0,1.0,,0.0,0.79,,0.0,0.0,0.68,0.0,0.76,,0.28,0.24,0.36,0.0,0.77,0.73,0.88,,0.0,0.12,,0.11,0.57,0.0,0.0,0.84,0.16,0.04,0.92,0.72,0.96,0.16,0.2,0.0,0.04,0.04,1.0,0.0,0.08,,,0.0,0.92,0.0,0.76,0.92,0.8,0.16,0.12,
P.S. 039 Henry Bristow,,0.27,0.31,0.91,,,0.0,0.96,0.77,,1.0,0.0,,0.0,0.46,0.27,,0.12,0.0,0.0,1.0,0.0,0.12,0.73,0.25,1.0,,0.0,0.21,0.35,0.0,0.75,,,0.15,,,0.04,,0.12,0.62,0.42,,0.0,0.38,0.77,0.96,,0.0,,1.0,1.0,1.0,,0.54,,0.84,,0.96,1.0,1.0,0.65,0.12,0.46,1.0,,0.35,0.08,,1.0,1.0,0.16,0.0,1.0,,,1.0,,,,0.77,,0.79,,0.31,0.12,0.04,0.27,0.64,0.77,1.0,,0.0,0.31,,0.06,0.93,0.0,,0.88,0.23,0.16,0.92,0.69,1.0,0.12,0.09,,0.0,0.12,0.73,0.0,0.12,,,0.0,0.65,,0.88,0.88,0.85,0.0,0.27,
Liberty High School Academy For Newcomers,,0.0,0.31,0.83,1.0,,0.05,1.0,1.0,0.0,1.0,0.0,,0.0,1.0,0.06,,0.0,0.05,0.0,0.89,0.0,0.06,0.94,0.18,0.95,,0.0,0.18,0.0,0.0,0.82,1.0,1.0,0.0,,0.0,0.0,,0.0,1.0,0.0,,0.0,0.0,0.89,1.0,,0.0,,1.0,0.95,0.0,,0.0,,1.0,,0.95,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.11,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,,1.0,0.0,,,1.0,,1.0,,0.0,0.0,0.1,0.0,1.0,0.88,1.0,0.0,0.0,0.0,1.0,0.0,0.75,0.0,,1.0,0.11,0.0,0.89,1.0,0.95,0.0,0.17,,0.0,0.0,1.0,0.0,0.05,0.0,1.0,0.0,0.89,,0.95,0.95,1.0,0.0,0.0,0.0
Morris Academy For Collaborative Studies,0.0,0.23,0.39,0.79,1.0,0.14,0.0,0.89,0.81,0.0,0.94,0.0,1.0,0.0,0.84,0.19,0.12,0.27,0.0,0.14,0.86,0.07,0.31,0.81,0.37,1.0,0.0,0.06,0.31,0.14,0.06,0.63,1.0,0.88,0.27,0.0,0.0,0.08,1.0,0.22,0.89,0.08,0.25,0.0,0.11,0.7,0.92,,0.0,0.86,1.0,0.97,0.0,0.75,0.11,1.0,0.92,0.71,0.83,0.94,0.94,0.86,0.17,0.89,0.89,0.0,0.19,0.19,0.25,1.0,0.0,0.08,1.0,1.0,0.12,0.75,0.94,0.0,1.0,0.88,0.81,1.0,0.63,0.29,0.14,0.34,0.22,0.3,0.74,0.6,0.82,0.0,0.0,0.22,1.0,0.06,0.97,0.08,0.25,0.73,0.3,0.22,0.76,0.97,0.97,0.27,0.21,0.0,0.11,0.16,0.7,0.06,0.06,0.0,1.0,0.0,0.81,0.0,0.76,0.94,0.81,0.0,0.3,0.0
Belmont Preparatory High School,,0.09,0.21,0.91,1.0,0.0,0.1,0.91,0.96,0.0,,0.0,1.0,,0.95,0.04,0.0,0.04,0.09,0.0,0.96,,0.17,0.96,0.18,0.91,,,0.17,0.17,,0.82,1.0,1.0,0.04,,0.0,0.04,,0.13,0.96,0.04,0.0,,0.04,0.96,0.96,,0.0,1.0,,0.91,0.0,1.0,0.09,,0.91,1.0,0.86,,,0.83,0.0,0.91,0.83,0.0,0.13,0.04,0.0,,0.0,0.09,1.0,0.86,0.0,1.0,,0.0,,1.0,0.87,,0.91,0.0,0.0,0.09,0.17,0.04,0.96,0.86,0.91,0.0,0.0,0.04,1.0,,0.72,0.0,0.0,1.0,0.04,0.09,0.96,0.91,0.91,0.0,0.09,,0.17,0.0,0.96,0.0,0.09,0.0,1.0,0.0,0.87,0.0,0.83,0.91,0.91,,0.04,0.0
Academy Of Hospitality And Tourism,,0.12,0.1,0.79,,,0.12,0.78,0.81,0.0,,0.0,,,0.88,0.19,,0.19,0.0,0.06,0.81,0.0,0.19,0.81,0.19,1.0,,0.17,0.31,0.12,0.0,0.81,,,0.12,,,0.12,,0.25,0.88,0.19,,,0.12,0.81,0.88,,0.0,,,0.94,0.0,,0.12,,1.0,,0.94,,0.83,0.88,0.25,0.88,0.93,,0.0,0.19,,0.83,0.0,0.0,1.0,0.94,,,1.0,0.0,,,0.94,,0.75,,0.12,0.25,0.22,0.0,0.87,0.73,0.8,,0.0,0.12,,0.0,0.95,0.0,,0.8,0.19,0.19,0.81,0.81,0.94,0.2,0.21,,0.07,0.06,1.0,0.0,0.06,0.0,,0.0,1.0,,0.82,0.94,0.88,0.17,0.25,
Young Women'S Leadership School Of Brooklyn,,0.27,0.38,0.62,0.8,,0.0,0.76,0.75,0.0,,,,,0.4,0.27,,0.31,0.0,0.2,0.6,,0.2,0.73,0.53,1.0,,,0.4,0.33,,0.47,0.8,0.8,0.31,,0.2,0.13,,0.47,0.47,0.38,,,0.53,0.62,0.87,,0.0,,,1.0,0.0,,0.33,,0.5,,0.73,,,0.67,0.27,0.67,0.88,0.0,0.6,0.33,,,,0.5,1.0,0.88,0.4,,,0.0,,,0.87,,0.53,,0.0,0.53,0.59,0.07,0.73,0.67,0.79,0.8,0.11,0.31,0.8,,0.59,0.0,,0.5,0.38,0.13,0.94,0.53,0.88,0.5,0.38,,0.12,0.25,0.93,0.0,0.12,0.0,0.2,0.0,0.4,,0.35,0.88,0.67,,0.19,0.0
Infant & Child Learning Ctr. - Stanley S Lamm Institute - Preschool,0.0,,,,0.0,0.0,,,,,,0.0,0.0,,,,0.0,,,,,0.0,,,,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,0.0,,0.0,,,0.0,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,0.0,,0.5,,0.0,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0
P.S. 328 Phyllis Wheatley,0.0,0.3,0.25,0.89,,0.0,0.08,1.0,0.7,,1.0,0.17,0.0,0.0,0.78,0.33,0.0,0.45,0.0,0.09,0.9,0.0,0.5,0.67,0.4,1.0,0.0,0.0,0.4,0.33,0.0,0.6,,,0.18,0.0,,0.1,0.0,0.3,0.78,0.36,0.0,0.0,0.22,0.73,0.9,,0.4,0.0,1.0,0.92,0.6,0.0,0.33,0.0,0.88,0.0,0.85,1.0,1.0,0.67,0.1,0.67,1.0,,0.6,0.2,0.0,1.0,0.83,0.12,0.0,1.0,,0.0,1.0,,0.0,0.0,0.78,0.0,0.56,0.0,0.4,0.3,0.15,0.11,0.75,0.5,1.0,,0.0,0.3,,0.0,0.54,0.0,0.0,0.7,0.27,0.33,0.73,0.78,0.92,0.3,0.11,0.0,0.0,0.0,0.89,0.0,0.0,,,0.0,0.4,0.0,0.85,1.0,0.6,0.0,0.27,
Bronx Alliance Middle School,0.33,0.05,0.25,0.72,1.0,,0.0,0.87,0.81,0.0,,0.0,,,0.95,0.05,,0.1,0.05,0.05,0.95,,0.16,0.95,0.37,0.95,0.0,,0.37,0.0,,0.63,1.0,1.0,0.0,0.0,0.0,0.0,0.83,0.05,1.0,0.0,,,0.0,0.9,1.0,,0.0,,,1.0,0.0,,0.05,0.67,0.95,,0.95,,,1.0,0.16,0.95,0.87,0.0,0.4,0.1,,,1.0,0.05,0.0,0.91,0.0,,,0.0,0.83,,0.95,1.0,0.53,,0.05,0.37,0.17,0.0,0.74,0.58,0.82,0.0,0.0,0.05,1.0,,0.92,0.0,,0.71,0.1,0.0,0.9,1.0,0.95,0.29,0.28,0.17,0.13,0.05,1.0,0.0,0.04,0.0,1.0,0.0,0.6,,0.78,0.96,0.95,,0.05,0.0
Cornerstone Academy For Social Action,,0.17,0.64,0.94,,,0.04,0.72,0.92,,0.71,0.08,,0.31,0.6,0.08,,0.2,0.08,0.04,0.79,0.29,0.09,0.92,0.32,0.92,,0.38,0.45,0.35,0.29,0.68,,,0.08,,,0.08,,0.26,0.6,0.16,,0.31,0.4,0.88,0.92,,0.08,,0.69,1.0,0.92,,0.12,,,,0.9,0.76,0.62,0.65,0.14,0.88,0.68,,0.32,0.2,,0.71,0.92,,0.0,0.96,,,0.71,,,,0.74,,0.64,,0.42,0.32,0.28,,0.67,0.32,0.94,,0.0,0.12,,0.29,0.86,0.0,,0.52,0.12,0.17,0.88,0.92,0.91,0.48,0.06,,0.32,0.2,,0.0,0.13,,,0.08,0.68,,0.6,0.87,0.88,0.29,0.12,
"Giocare, Llc",0.0,,,,0.0,0.0,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,0.0,,,,,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,,,,,,0.0,0.0,,,0.0,0.0,,0.0,,0.0,,,,,,,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,0.0,,1.0,,0.0,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,0.0,,,,,,0.0
Lafayette Academy,,0.0,0.38,1.0,,,0.0,1.0,1.0,0.0,1.0,0.06,,0.0,0.94,0.0,,0.0,0.0,0.0,0.94,0.0,0.12,1.0,0.12,1.0,,0.0,0.0,0.12,0.0,0.88,,,0.06,,,0.0,,0.12,0.94,0.0,,0.0,0.06,0.94,1.0,,0.0,,1.0,1.0,0.0,,0.0,,1.0,,1.0,,1.0,0.88,0.0,1.0,1.0,,0.07,0.0,,1.0,0.94,0.0,0.0,0.93,,,1.0,0.0,,,0.93,,0.88,,0.0,0.0,0.0,0.0,0.94,0.94,1.0,,0.0,0.06,,0.0,0.8,0.06,,0.94,0.06,0.0,1.0,1.0,0.93,0.06,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.93,,0.94,1.0,0.94,0.0,0.06,
Sunny Skies Preschool,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,,,,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,,0.0,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0
Validus Preparatory Academy,0.0,0.17,0.22,0.67,,,0.0,0.92,0.75,0.0,1.0,0.0,,0.0,0.67,0.17,,0.17,0.0,0.08,0.92,0.0,0.17,0.83,0.5,1.0,0.0,0.0,0.5,0.25,0.0,0.5,,,0.08,0.0,,0.08,0.0,0.25,0.67,0.17,,0.2,0.33,0.92,0.92,,0.0,,1.0,1.0,0.0,,0.17,0.0,0.64,,0.91,0.8,1.0,0.75,0.33,0.83,0.92,,0.17,0.0,,1.0,0.0,0.36,1.0,0.91,,,1.0,0.0,0.0,,0.91,0.0,0.5,,0.08,0.5,0.08,0.0,1.0,0.55,0.92,,0.0,0.08,,0.0,0.46,0.0,,0.92,0.08,0.17,0.92,0.83,0.82,0.08,0.33,0.0,0.08,0.08,1.0,0.0,0.09,0.0,,0.0,0.83,,0.83,0.91,0.83,0.0,0.08,
Battalion Christian Academy,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,,,,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,,0.0,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0
Theatre Arts Production Company School,0.14,0.22,0.27,0.62,0.86,0.0,0.05,0.7,0.85,0.0,1.0,0.0,1.0,0.0,0.67,0.18,0.0,0.13,0.03,0.11,0.82,0.07,0.17,0.82,0.53,0.97,0.0,0.0,0.66,0.18,0.0,0.47,0.86,0.71,0.1,0.0,0.14,0.16,0.86,0.27,0.76,0.1,0.0,0.0,0.24,0.85,0.84,,0.0,1.0,1.0,0.97,0.0,1.0,0.13,0.86,0.71,1.0,0.74,1.0,1.0,0.82,0.14,0.87,0.92,0.14,0.46,0.13,0.14,1.0,1.0,0.29,1.0,0.97,0.29,1.0,1.0,0.0,1.0,1.0,0.84,0.86,0.56,0.0,0.11,0.47,0.4,0.18,0.81,0.4,0.85,0.29,0.0,0.15,0.71,0.07,0.85,0.08,0.0,0.76,0.15,0.18,0.76,0.85,0.89,0.24,0.38,0.0,0.08,0.11,0.82,0.05,0.03,0.0,0.71,0.0,0.54,0.0,0.55,0.97,0.82,0.0,0.08,0.14
P.S. 067 Charles A. Dorsey,,0.0,0.22,0.89,,,0.0,0.94,1.0,,1.0,0.0,,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.11,1.0,0.35,1.0,,0.0,0.39,0.0,0.0,0.65,,,0.0,,,0.0,,0.0,0.94,0.0,,0.0,0.06,1.0,1.0,,0.46,,1.0,1.0,0.54,,0.0,,1.0,,1.0,1.0,1.0,1.0,0.17,1.0,1.0,,0.61,0.0,,1.0,1.0,0.0,0.0,1.0,,,1.0,,,,1.0,,0.5,,0.0,0.33,0.17,,0.88,0.31,0.94,,0.0,0.0,,0.0,0.78,0.0,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.11,,0.0,0.0,,0.0,0.0,,,0.0,0.39,,0.89,1.0,1.0,0.0,0.0,
"New Generation Learning Center, Inc",0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,,,,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,,0.0,,,,,,,,,0.0,,,,0.0,,,0.0,0.0,,0.0,,,,0.0,,0.0
P.S. 159 Isaac Pitkin,,0.0,0.07,0.95,,,0.02,1.0,1.0,0.0,0.96,0.0,0.0,0.04,1.0,0.0,0.0,0.0,0.02,0.0,1.0,0.0,0.15,1.0,0.28,0.98,,0.0,0.31,0.02,0.04,0.72,,,0.02,,,0.0,,0.0,0.95,0.02,0.0,0.04,0.05,1.0,1.0,,0.04,,0.96,0.98,0.96,0.0,0.0,,0.98,,0.98,0.96,1.0,0.98,0.1,1.0,0.97,,0.07,0.0,0.0,1.0,1.0,0.02,0.0,0.98,,0.0,0.96,1.0,,0.0,0.98,,0.85,,0.17,0.18,0.07,0.0,0.93,0.62,0.95,,0.0,0.02,,0.0,0.73,0.0,0.0,1.0,0.0,0.02,1.0,1.0,0.98,0.0,0.05,,0.03,0.02,1.0,0.0,0.02,0.0,,0.0,0.93,0.0,0.93,0.98,1.0,0.0,0.02,
West Brooklyn Community High School,,0.0,0.62,1.0,,,0.0,1.0,1.0,0.0,,0.0,,,0.94,0.0,,0.0,0.06,0.0,1.0,,0.07,1.0,0.6,0.94,,,0.4,0.29,,0.4,,,0.06,,,0.0,,0.06,0.94,0.0,,,0.06,0.88,1.0,,0.0,,,1.0,0.0,,0.0,,0.4,,1.0,,,0.71,0.14,1.0,0.93,,0.0,0.0,,,0.0,0.6,0.94,1.0,,,,0.0,,,0.71,,0.53,,0.0,0.33,0.16,0.24,0.93,0.57,1.0,,0.06,0.0,,,1.0,0.0,,0.88,0.12,0.0,1.0,0.94,0.94,0.12,0.0,,0.07,0.0,0.76,0.06,0.0,0.0,,0.0,1.0,,0.89,1.0,1.0,,0.0,
P.S. 173,,0.08,0.38,0.92,,,0.04,0.93,0.96,,0.89,0.06,,0.0,0.81,0.08,,0.04,0.04,0.0,0.85,0.06,0.08,0.92,0.28,0.96,,0.06,0.28,0.16,0.0,0.72,,,0.04,,,0.04,,0.12,0.84,0.08,,0.0,0.16,0.88,0.96,,0.06,,1.0,0.96,0.94,,0.04,,0.96,,0.89,1.0,0.94,0.84,0.04,0.96,0.93,,0.12,0.04,,1.0,0.94,0.04,0.0,0.93,,,1.0,,,,0.88,,0.84,,0.16,0.12,0.11,0.04,0.95,0.65,0.92,,0.0,0.08,,0.0,0.63,0.04,,0.92,0.12,0.04,0.96,0.92,0.93,0.08,0.08,,0.07,0.04,0.96,0.0,0.07,,,0.06,0.88,,0.85,0.93,0.96,0.0,0.04,
P.S. 163 Alfred E. Smith,,0.23,0.14,0.97,,,0.03,0.97,0.94,,0.96,0.04,,0.0,0.8,0.03,,0.03,0.0,0.11,0.94,0.04,0.14,0.97,0.26,1.0,,0.04,0.38,0.31,0.0,0.74,,,0.06,,,0.03,,0.17,0.83,0.08,,0.08,0.17,0.78,0.97,,0.0,,1.0,1.0,1.0,,0.09,,0.8,,0.86,0.92,0.96,0.69,0.11,0.91,0.94,,0.17,0.03,,1.0,0.96,0.2,0.0,1.0,,,1.0,,,,0.63,,0.74,,0.14,0.17,0.25,0.15,0.88,0.75,0.97,,0.0,0.17,,0.0,0.82,0.03,,0.94,0.22,0.23,0.94,0.89,0.89,0.06,0.03,,0.06,0.03,0.85,0.0,0.03,,,0.0,0.83,,0.75,0.97,0.82,0.0,0.06,
East New York Elementary School Of Excellence,,0.15,0.3,0.81,,,0.06,0.86,0.85,,0.89,0.04,,0.04,0.91,0.06,,0.21,0.06,0.03,0.97,0.04,0.27,0.94,0.41,0.94,,0.04,0.45,0.0,0.07,0.59,,,0.18,,,0.0,,0.09,0.85,0.15,,0.0,0.15,0.76,1.0,,0.16,,0.96,0.94,0.84,,0.06,,0.97,,0.91,0.88,0.96,1.0,0.18,0.94,0.97,,0.45,0.03,,1.0,0.96,0.03,0.0,0.94,,,0.93,,,,0.97,,0.76,,0.28,0.3,0.14,0.03,0.9,0.63,0.9,,0.0,0.18,,0.04,0.83,0.06,,0.82,0.24,0.09,0.79,0.91,0.97,0.18,0.19,,0.03,0.09,0.97,0.0,0.06,,,0.0,0.55,,0.83,0.94,0.91,0.0,0.21,
Brooklyn Preparatory High School,0.33,0.08,0.18,1.0,1.0,0.0,0.0,1.0,0.96,0.0,1.0,0.0,1.0,0.0,0.88,0.0,0.0,0.04,0.03,0.0,0.96,0.0,0.19,1.0,0.41,0.97,0.0,0.0,0.26,0.08,0.0,0.59,1.0,1.0,0.04,0.0,0.0,0.0,1.0,0.15,0.96,0.04,0.0,0.0,0.04,0.96,1.0,,0.0,1.0,1.0,1.0,0.0,0.83,0.0,0.67,1.0,1.0,1.0,1.0,1.0,0.92,0.07,1.0,0.93,0.0,0.22,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.96,1.0,0.78,0.0,0.04,0.15,0.0,0.0,0.92,0.78,1.0,0.0,0.0,0.0,1.0,0.0,0.76,0.0,0.0,0.93,0.04,0.04,1.0,1.0,0.97,0.07,0.0,0.0,0.07,0.04,1.0,0.0,0.03,0.0,1.0,0.0,0.78,0.0,0.72,0.97,0.96,0.0,0.0,0.0
P.S. 272 Curtis Estabrook,,0.17,0.53,0.71,,,0.09,0.79,0.78,,0.94,0.08,,0.12,0.83,0.17,,0.09,0.09,0.04,0.92,0.12,0.14,0.83,0.48,0.91,,0.06,0.52,0.17,0.06,0.52,,,0.22,,,0.08,,0.21,0.83,0.22,,0.12,0.17,0.7,0.92,,0.19,,0.88,0.92,0.81,,0.12,,0.65,,0.8,0.88,0.94,0.83,0.14,0.88,0.91,,0.25,0.08,,0.88,0.92,0.35,0.0,0.91,,,0.94,,,,0.87,,0.55,,0.33,0.5,0.29,0.17,0.67,0.42,0.75,,0.0,0.22,,0.12,0.55,0.08,,0.71,0.3,0.04,0.92,0.92,0.91,0.29,0.29,,0.09,0.08,0.83,0.0,0.08,,,0.06,0.75,,0.75,0.92,0.83,0.12,0.09,
Performing Arts And Technology High School,,0.06,0.2,0.81,0.8,,0.0,0.82,0.78,0.0,1.0,0.0,0.8,0.0,0.94,0.11,0.2,0.22,0.0,0.0,0.89,0.0,0.24,0.89,0.38,1.0,,0.0,0.38,0.22,0.0,0.62,0.8,0.8,0.17,,0.2,0.06,,0.28,0.89,0.22,0.2,0.0,0.11,0.78,0.94,,0.0,,1.0,1.0,0.0,0.8,0.17,,0.89,,0.81,1.0,1.0,0.78,0.18,0.83,1.0,0.2,0.22,0.12,0.2,1.0,0.0,0.11,0.93,1.0,0.2,0.8,1.0,0.0,,0.8,0.78,,0.76,,0.06,0.24,0.28,0.06,0.88,0.71,0.81,0.2,0.0,0.17,0.8,0.0,0.64,0.0,0.2,0.83,0.22,0.22,0.89,0.78,1.0,0.17,0.19,,0.0,0.06,0.94,0.06,0.0,0.0,0.8,0.0,0.78,0.2,0.76,1.0,0.83,0.0,0.17,0.2
P.S. 076 A. Philip Randolph,,0.33,0.17,0.75,,,0.0,0.82,0.89,0.0,,0.0,,,0.78,0.33,,0.11,0.0,0.11,0.89,0.0,0.0,0.67,0.38,1.0,,0.0,0.38,0.33,0.0,0.62,,,0.11,,,0.11,,0.33,0.89,0.22,,,0.11,0.78,0.89,,,,,1.0,,,0.22,,0.78,,0.73,,1.0,0.67,0.0,0.78,0.8,,0.67,0.22,,0.8,1.0,0.22,0.0,0.9,,,1.0,0.0,,,0.78,,1.0,,0.33,0.0,0.45,0.22,0.75,0.75,0.75,,0.0,0.22,,0.2,0.39,0.0,,0.78,0.22,0.11,0.89,0.78,1.0,0.22,0.25,,0.2,0.22,0.78,0.0,0.18,0.0,,,0.33,,0.55,0.82,0.89,0.2,0.11,
Washington Heights Academy,0.09,0.09,0.27,0.9,1.0,,0.0,0.97,1.0,,1.0,0.04,,0.06,0.91,0.0,,0.03,0.0,0.0,0.91,0.0,0.06,1.0,0.16,1.0,0.0,0.12,0.19,0.03,0.0,0.84,1.0,1.0,0.0,0.0,0.0,0.03,1.0,0.12,0.94,0.0,,0.0,0.06,1.0,0.97,,0.12,,0.94,0.97,0.88,,0.0,0.91,0.91,,0.94,1.0,0.88,0.97,0.03,1.0,0.97,0.17,0.06,0.0,,0.88,0.96,0.09,0.0,0.97,0.0,,1.0,,1.0,,0.91,1.0,0.91,,0.3,0.06,0.09,0.03,0.9,0.93,0.9,0.0,0.0,0.03,0.83,0.0,0.92,0.0,,0.94,0.0,0.0,0.97,1.0,1.0,0.06,0.1,0.0,0.03,0.0,0.97,0.0,0.03,,1.0,0.06,0.94,,0.84,0.97,0.94,0.12,0.0,0.17
Emma Lazarus High School,,0.14,0.43,0.93,,,0.07,1.0,0.93,0.0,1.0,0.0,,0.0,0.79,0.0,,0.14,0.0,0.0,0.86,0.0,0.0,1.0,0.15,1.0,,0.0,0.15,0.0,0.0,0.85,,,0.0,,,0.0,,0.23,1.0,0.14,,0.0,0.0,0.79,1.0,,0.0,,1.0,1.0,0.0,,0.0,,0.77,,1.0,1.0,1.0,1.0,0.0,1.0,0.56,,0.0,0.0,,1.0,0.0,0.23,1.0,0.71,,,1.0,0.0,,,1.0,,1.0,,0.0,0.0,0.07,0.14,1.0,0.92,1.0,,0.0,0.14,,0.0,0.75,0.0,,1.0,0.21,0.21,0.93,0.79,0.87,0.0,0.07,,0.44,0.0,0.86,0.07,0.0,0.0,,0.0,1.0,,1.0,1.0,0.93,0.0,0.07,
