num_vehicles,res_type,reduced_vehicle_nyc_driving,increased_vehicle_flexibility,rent_own,num_days_complete,missing_home_location,bicycle_store_docking_station,first_travel_date
1,5,995,995,2,6,0.0,995,2019-06-18T00:00:00.000
0,6,995,995,2,5,0.0,1,2019-06-05T00:00:00.000
0,4,995,995,2,7,0.0,995,2019-06-16T00:00:00.000
0,4,0,995,2,3,0.0,995,2019-05-24T00:00:00.000
1,5,0,995,2,6,0.0,0,2019-06-16T00:00:00.000
1,3,0,995,2,7,0.0,995,2019-05-29T00:00:00.000
0,3,0,995,1,7,0.0,0,2019-05-24T00:00:00.000
2,3,995,1,2,5,0.0,995,2019-06-10T00:00:00.000
0,5,995,995,2,5,0.0,1,2019-06-01T00:00:00.000
0,6,995,995,2,5,0.0,0,2019-06-07T00:00:00.000
0,6,1,995,2,5,0.0,0,2019-06-02T00:00:00.000
1,6,995,995,1,7,0.0,995,2019-05-31T00:00:00.000
1,6,995,995,1,3,0.0,0,2019-06-12T00:00:00.000
0,3,995,995,2,6,0.0,0,2019-06-02T00:00:00.000
1,-9998,995,995,-9998,1,0.0,-9998,2019-06-15T00:00:00.000
0,-9998,995,995,-9998,2,0.0,-9998,2019-06-02T00:00:00.000
0,3,995,995,1,7,0.0,0,2019-06-22T00:00:00.000
0,6,0,995,999,6,1.0,995,2019-06-01T00:00:00.000
0,6,995,995,2,1,0.0,995,2019-05-30T00:00:00.000
0,6,1,995,1,6,0.0,995,2019-06-08T00:00:00.000
