property_id,multifamily_housing_percent,alert_no_meters_are_associated,multifamily_housing_resident,office_number_of_workers,strip_mall_gross_floor_area,multifamily_housing_percent_1,data_center_ups_system,total_ghg_emissions_metric,urgent_care_clinic_other,largest_property_use_type_1,restaurant_gross_floor_area,municipally_supplied_potable_2,non_refrigerated_warehouse,hospital_general_medical_5,repair_services_vehicle_shoe,_2nd_largest_property_use,estimated_data_flag_natural,percent_of_electricity_that,electricity_use_generated,_3rd_largest_property_use_1,data_center_gross_floor_area,electricity_use_grid_purchase_1,site_eui_kbtu_ft,mailing_center_post_office,occupancy,hotel_room_density_number,source_energy_use_kbtu,nyc_borough_block_and_lot,hospital_general_medical_12,city,hospital_general_medical_6,generation_date,borough,hospital_general_medical_17,electricity_use_generated_1,medical_office_gross_floor,food_sales_gross_floor_area,electricity_use_grid_purchase,community_board,alert_property_has_no_uses,national_median_source_energy,estimated_data_flag_fuel_2,pre_school_daycare_gross,other_number_of_workers_on,hospital_general_medical_16,hotel_worker_density_number,property_gfa_epa_calculated,hospital_general_medical_9,date_property_last_modified,data_center_it_energy,data_quality_checker_run,k_12_school_gross_floor_area,nyc_building_identification,data_center_it_equipment,electricity_use_generated_2,largest_property_use_type,retail_store_number_of_walk,social_meeting_hall_gross,multifamily_housing_number_1,alert_individual_monthly
2665710,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,857,Not Available,71615.0,Not Available,Not Available,Not Available,Not Available,Not Available,Retail Store,No,0,Not Available,Not Available,Not Available,2917109.9,154.5,Not Available,100,1.67563,18905575.7,1-01001-0055,Not Available,New York,Not Available,2016-03-21T13:06:55.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,2917109.8,105.0,Ok,18190001.9,Not Available,Not Available,Not Available,Not Available,0.41891,80269.0,Not Available,03/12/2015 12:02 PM EDT,Not Available,True,Not Available,1022694,Not Available,Not Available,Hotel,1,Not Available,Not Available,Ok
2910150,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,236.2,Not Available,116445.0,Not Available,Not Available,116445,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,801410.6,34.3,Not Available,100,Not Available,5872228.9,4001150249,Not Available,Queens,Not Available,2016-03-09T14:53:02.000,QUEENS,Not Available,Not Available,Not Available,Not Available,801410.6,402.0,Ok,12749378.7,Not Available,Not Available,Not Available,Not Available,Not Available,116445.0,Not Available,09/03/2014 11:22 PM EDT,Not Available,False,Not Available,4802217,Not Available,Not Available,Non-Refrigerated Warehouse,Not Available,Not Available,Not Available,Ok
2869789,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,4543.1,Not Available,700000.0,Not Available,Not Available,Not Available,0.69,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,54386938.8,78.6,Not Available,100,Not Available,171417981.7,3020880004,No,Brooklyn,14,2016-03-03T11:16:48.000,BROOKLYN,No,Not Available,Not Available,Not Available,54386938,302.0,Ok,324086753.2,Not Available,Not Available,Not Available,0.66286,Not Available,700000.0,464,04/24/2015 10:53 AM EDT,Not Available,False,Not Available,3058410,Not Available,Not Available,Hospital (General Medical & Surgical),Not Available,Not Available,Not Available,Ok
2774227,0,Ok,Not Available,Not Available,Not Available,90,Not Available,471.8,Not Available,105792.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1119073.6,78,Not Available,100,Not Available,11005857,2-02505-0006,Not Available,New York,Not Available,2016-03-23T11:11:42.000,BRONX,Not Available,Not Available,Not Available,Not Available,1119073.4,204.0,Ok,12756819.1,Not Available,Not Available,Not Available,Not Available,Not Available,105792.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,True,Not Available,2003056,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
4025723,0,Ok,No specific resident population,Not Available,Not Available,90,Not Available,573.7,Not Available,135505.0,Not Available,63.74,Not Available,Not Available,Not Available,Parking,No,0,Not Available,Not Available,Not Available,1953346.5,65,Not Available,80,Not Available,13242795.2,3-04647-0034,Not Available,Brooklyn,Not Available,2016-03-27T12:55:45.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,1953346.6,317.0,Ok,18705969.1,Not Available,Not Available,Not Available,Not Available,Not Available,172105.0,Not Available,04/19/2015 12:55 PM EDT,Not Available,True,Not Available,3101145,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2774270,0,Ok,Not Available,Not Available,Not Available,90,Not Available,320.7,Not Available,62130.0,Not Available,123.23,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,918189.3,88.9,Not Available,100,Not Available,7717272.8,2-02827-0060,Not Available,New York,Not Available,2016-03-23T11:11:43.000,BRONX,Not Available,Not Available,Not Available,Not Available,918189.4,205.0,Ok,8198952.9,Not Available,Not Available,Not Available,Not Available,Not Available,62130.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,True,Not Available,2007909,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2738953,0,Ok,No specific resident population,Not Available,Not Available,100,Not Available,1037.7,Not Available,111015.0,Not Available,33.92,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1509390.7,123.8,Not Available,100,Not Available,17108498.3,2-05736-0006,Not Available,Bronx,Not Available,2016-03-31T16:33:31.000,BRONX,Not Available,Not Available,Not Available,Not Available,1509390.6,208.0,Ok,13854671,No,Not Available,Not Available,Not Available,Not Available,111015.0,Not Available,04/22/2015 11:30 AM EDT,Not Available,True,Not Available,2083403,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2662279,Not Available,Ok,Not Available,64,Not Available,Not Available,Not Available,550.8,Not Available,168600.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,2996458.7,19.6,Not Available,100,Not Available,9736015.3,3000180001,Not Available,Brooklyn,Not Available,2016-03-28T12:38:58.000,,Not Available,Not Available,Not Available,Not Available,2996458.7,,Ok,33119963,Not Available,Not Available,Not Available,Not Available,Not Available,168600.0,Not Available,09/03/2014 11:20 PM EDT,Not Available,True,Not Available,3329396,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Ok
2790308,0,Ok,Not Available,Not Available,Not Available,100,Not Available,3020.8,Not Available,490635.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,9683842.9,80.8,Not Available,100,Not Available,60674446.9,1-00944-0010,Not Available,New York,Not Available,2016-03-23T12:28:19.000,,Not Available,Not Available,Not Available,Not Available,9683844.1,,Ok,78446283.4,No,Not Available,Not Available,Not Available,Not Available,490635.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,True,Not Available,1021923,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,10,Ok
1357969,Not Available,Ok,Not Available,275,Not Available,Not Available,Not Available,1822.6,Not Available,286300.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,13664575.5,84.3,Not Available,100,Not Available,55439504.7,1-01335-0005,Not Available,New York,Not Available,2016-03-03T13:26:14.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,13664575.6,106.0,Ok,65747350,Not Available,Not Available,Not Available,Not Available,Not Available,286300.0,Not Available,03/03/2016 01:14 PM EST,Not Available,True,Not Available,1357969,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Ok
2661807,0,Ok,No specific resident population,Not Available,Not Available,0,Not Available,311.7,Not Available,84000.0,Not Available,32.81,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,764801.2,64.7,Not Available,100,Not Available,7308965.9,3-07380-0071,Not Available,Brooklyn,Not Available,2016-03-15T16:16:16.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,764801.3,315.0,Ok,9678695.8,Not Available,Not Available,Not Available,Not Available,Not Available,84000.0,Not Available,03/03/2016 11:10 AM EST,Not Available,True,Not Available,3200966,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2652133,100,Ok,Not Available,Not Available,Not Available,100,Not Available,654.5,Not Available,103750.0,Not Available,Not Available,Not Available,Not Available,Not Available,Retail Store,No,0,Not Available,Not Available,Not Available,2040044.7,102.8,Not Available,100,Not Available,15999346.8,3002210020,Not Available,Brooklyn,Not Available,2016-03-17T12:10:02.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,2040044.9,302.0,Ok,13912408,Not Available,Not Available,Not Available,Not Available,Not Available,108750.0,Not Available,09/03/2014 11:20 PM EDT,Not Available,False,Not Available,3001646,Not Available,Not Available,Multifamily Housing,0,Not Available,Not Available,Possible Issue
3204896,90,Ok,No specific resident population,Not Available,Not Available,90,Not Available,831.8,Not Available,103846.0,Not Available,Not Available,Not Available,Not Available,Not Available,Supermarket/Grocery Store,No,0,Not Available,Not Available,Not Available,1712851.3,94.8,Not Available,100,Not Available,14740528,1-01583-7501,Not Available,New York,Not Available,2016-03-07T10:16:42.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,1712851.4,108.0,Ok,18802967.6,Not Available,Not Available,Not Available,Not Available,Not Available,115664.0,Not Available,02/25/2016 11:16 AM EST,Not Available,True,Not Available,1051311,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2973521,0,Ok,No specific resident population,Not Available,Not Available,100,Not Available,448,Not Available,80117.0,Not Available,28.7,Not Available,Not Available,Not Available,Parking,No,0,Not Available,Not Available,Not Available,1567406.3,74.2,Not Available,100,Not Available,9353153.4,2-05716-0265,Not Available,New York,Not Available,2016-03-22T10:39:04.000,BRONX,Not Available,Not Available,Not Available,Not Available,1567406.4,208.0,Ok,10388537.9,Not Available,Not Available,Not Available,Not Available,Not Available,90117.0,Not Available,09/03/2014 11:22 PM EDT,Not Available,True,Not Available,2083231,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2812251,0,Ok,Other dedicated housing,3,Not Available,100,Not Available,371.6,Not Available,73533.0,Not Available,73.83,Not Available,Not Available,Not Available,Medical Office,No,0,Not Available,842,Not Available,1690741.5,74.9,Not Available,100,Not Available,9881992.9,2-03043-0001,Not Available,BRONX,Not Available,2016-04-01T09:43:19.000,BRONX,Not Available,Not Available,5682,Not Available,1690741.4,206.0,Ok,10327676.2,Not Available,Not Available,0,Not Available,Not Available,80729.0,Not Available,04/22/2015 04:26 PM EDT,Not Available,False,Not Available,2115978,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Ok
2671358,10,Ok,No specific resident population,Not Available,Not Available,100,Not Available,756.8,Not Available,183653.0,Not Available,Not Available,Not Available,Not Available,Not Available,Retail Store,No,0,Not Available,750,Not Available,2522414.1,57.3,Not Available,100,Not Available,17876516.9,1-01467-0001,Not Available,New York,Not Available,2016-03-28T16:39:09.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,2522414.2,108.0,Ok,26724490.7,Not Available,Not Available,Not Available,Not Available,Not Available,189403.0,Not Available,06/02/2015 09:17 AM EDT,Not Available,False,Not Available,1045843,Not Available,Not Available,Multifamily Housing,0,Not Available,0,Ok
4404852,0,Ok,No specific resident population,Not Available,Not Available,80,Not Available,496.7,Not Available,63000.0,Not Available,14.27,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1138847.1,138.3,Not Available,80,Not Available,11527944.9,3-05121-0018,Not Available,Brooklyn,Not Available,2016-04-01T10:13:57.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,1138847.1,314.0,Ok,9206346.7,Not Available,Not Available,Not Available,Not Available,Not Available,63000.0,Not Available,03/30/2016 03:58 PM EDT,Not Available,True,Not Available,3117582,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2679532,90,Ok,Not Available,Not Available,Not Available,90,Not Available,610.7,Not Available,108700.0,Not Available,156.31,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1798139,96.5,Not Available,100,Not Available,14770523.5,2-05742-0120,Not Available,Bronx,Not Available,2016-03-22T10:38:59.000,BRONX,Not Available,Not Available,Not Available,Not Available,1798139.1,208.0,Ok,15561576.7,Not Available,Not Available,Not Available,Not Available,Not Available,108700.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,True,Not Available,2083458,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,1,Ok
2617091,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,639.5,Not Available,93500.0,Not Available,72.46,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,4370635.5,102.5,Not Available,100,1.02674,19200505.5,1-01855-0050,Not Available,New York,Not Available,2016-03-29T08:57:13.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,4370635.2,107.0,Ok,17936046.2,Not Available,Not Available,Not Available,Not Available,0.23529,93500.0,Not Available,08/03/2015 11:25 AM EDT,Not Available,False,Not Available,1055912,Not Available,Not Available,Hotel,Not Available,Not Available,Not Available,Ok
3110394,90,Ok,No specific resident population,Not Available,Not Available,100,Not Available,421.7,Not Available,107918.0,Not Available,41.42,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1678199.7,64.8,Not Available,100,Not Available,10854508.5,1-01796-0020,Not Available,New York,Not Available,2016-03-14T10:05:02.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,1678199.6,111.0,Ok,12846390.1,Not Available,Not Available,Not Available,Not Available,Not Available,107918.0,Not Available,09/03/2014 11:23 PM EDT,Not Available,False,Not Available,1087273,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
3541258,60,Ok,No specific resident population,Not Available,Not Available,100,Not Available,269.3,Not Available,60000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1029815.6,74.9,Not Available,100,Not Available,6867985.5,4-01453-0010,Not Available,Jackson Heights,Not Available,2016-03-29T13:18:46.000,QUEENS,Not Available,Not Available,Not Available,Not Available,1029815.5,403.0,Ok,9714963.4,Not Available,Not Available,Not Available,Not Available,Not Available,60000.0,Not Available,04/15/2015 11:45 AM EDT,Not Available,False,Not Available,4035763,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
3433064,0,Ok,No specific resident population,Not Available,Not Available,90,Not Available,407.1,Not Available,59717.0,Not Available,87.25,Not Available,Not Available,Not Available,Supermarket/Grocery Store,No,0,Not Available,1580,Not Available,1161100.9,110.5,Not Available,100,Not Available,9790229.9,2-02878-0100,Not Available,Bronx,Not Available,2016-03-14T11:52:25.000,BRONX,Not Available,Not Available,Not Available,Not Available,1161100.9,205.0,Ok,8116274.9,Not Available,Not Available,Not Available,Not Available,Not Available,63443.0,Not Available,09/03/2014 11:25 PM EDT,Not Available,False,Not Available,2009005,Not Available,Not Available,Multifamily Housing,0,Not Available,0,Ok
3072363,0,Ok,No specific resident population,Not Available,Not Available,90,Not Available,375.1,Not Available,85330.0,Not Available,0,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1376012.2,69.4,Not Available,100,Not Available,9055233.2,3013220001,Not Available,Brooklyn,Not Available,2016-03-27T12:55:43.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,1376012.3,309.0,Ok,11119239.4,Not Available,Not Available,Not Available,Not Available,Not Available,85330.0,Not Available,03/27/2016 12:49 PM EDT,Not Available,True,Not Available,3035102,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
4381418,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,21.9,Not Available,60714.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,239192.2,4.6,Not Available,100,Not Available,790986.6,2031620001,Not Available,Bronx,Not Available,2016-03-22T18:54:11.000,BRONX,Not Available,Not Available,Not Available,Not Available,239192.2,205.0,Ok,7350357.8,Not Available,Not Available,Not Available,Not Available,Not Available,60714.0,Not Available,04/03/2015 12:24 PM EDT,Not Available,False,Not Available,2013753,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Ok
4036554,100,Ok,No specific resident population,Not Available,Not Available,100,Not Available,260.1,Not Available,59000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Parking,No,0,Not Available,Not Available,Not Available,1735560.2,66.5,Not Available,100,Not Available,7746480.4,3-03206-0001,Not Available,Brooklyn,Not Available,2016-03-22T14:41:19.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,1735560.4,304.0,Ok,10263572,Not Available,Not Available,Not Available,Not Available,Not Available,77616.0,Not Available,09/03/2014 11:30 PM EDT,Not Available,True,Not Available,3413844,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2710985,100,Ok,Not Available,Not Available,Not Available,100,Not Available,411.4,Not Available,55316.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,1088428,96.8,Not Available,100,Not Available,7726002.8,4083050010,Not Available,Douglaston,Not Available,2016-03-24T15:51:29.000,QUEENS,Not Available,Not Available,Not Available,Not Available,1088428,411.0,Ok,7029778.8,Not Available,Not Available,Not Available,Not Available,Not Available,55316.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,True,Not Available,4455900;4455849;4455850;4455851;4455852;4455853;4455854;4455855;4455856;4455857;4455858;4455859;4455894;4455895;4455896;4455897;4455898;4455899;4455860;4455861;4455862;4455863;4455864;4455865;4455866;4455867;4455868;4455869;4455870;4455871,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,94,Ok
3110396,90,Ok,No specific resident population,Not Available,Not Available,100,Not Available,266.9,Not Available,65352.0,Not Available,44.55,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1144447.2,67,Not Available,100,Not Available,6992579.4,1-01795-0035,Not Available,New York,Not Available,2016-03-14T10:05:02.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,1144447.1,111.0,Ok,7727066.4,Not Available,Not Available,Not Available,Not Available,Not Available,65352.0,Not Available,09/03/2014 11:23 PM EDT,Not Available,False,Not Available,1076488,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2649702,100,Ok,No specific resident population,Not Available,Not Available,100,Not Available,2163.1,Not Available,488895.0,Not Available,34.22,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,15027024.6,63.5,Not Available,100,Not Available,63855379.5,1-00026-0021,Not Available,New York,Not Available,2016-03-24T11:33:27.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,15027025.3,101.0,Ok,59673977.5,Not Available,Not Available,Not Available,Not Available,Not Available,488895.0,Not Available,09/03/2014 11:20 PM EDT,Not Available,True,Not Available,1000826,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2704413,0,Ok,No specific resident population,Not Available,Not Available,80,Not Available,448,Not Available,59934.0,Not Available,Not Available,Not Available,Not Available,Not Available,Medical Office,No,0,Not Available,Not Available,Not Available,1147723.4,91.2,Not Available,100,Not Available,8540699.1,1-02142-0090,Not Available,New York,Not Available,2016-04-01T09:10:26.000,,Not Available,Not Available,6066,Not Available,1147723.6,,Ok,13085125.7,Not Available,Not Available,Not Available,Not Available,Not Available,66000.0,Not Available,04/01/2016 09:01 AM EDT,Not Available,True,Not Available,1063492,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
3980172,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,693.9,Not Available,50000.0,Not Available,34.71,Not Available,Not Available,Not Available,Not Available,Yes,0,Not Available,Not Available,Not Available,6975612.2,182.9,Not Available,100,Not Available,24183498.6,4-00115-0187,Not Available,Long Island City,Not Available,2016-02-23T16:48:08.000,QUEENS,Not Available,Not Available,Not Available,Not Available,6975612.6,402.0,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,50000.0,Not Available,08/07/2015 12:36 PM EDT,Not Available,False,Not Available,4436656,Not Available,Not Available,Manufacturing/Industrial Plant,Not Available,Not Available,Not Available,Ok
