property_id,multifamily_housing_percent,alert_no_meters_are_associated,multifamily_housing_resident,office_number_of_workers,strip_mall_gross_floor_area,multifamily_housing_percent_1,data_center_ups_system,total_ghg_emissions_metric,urgent_care_clinic_other,largest_property_use_type_1,restaurant_gross_floor_area,municipally_supplied_potable_2,non_refrigerated_warehouse,hospital_general_medical_5,repair_services_vehicle_shoe,_2nd_largest_property_use,estimated_data_flag_natural,percent_of_electricity_that,electricity_use_generated,_3rd_largest_property_use_1,data_center_gross_floor_area,electricity_use_grid_purchase_1,site_eui_kbtu_ft,mailing_center_post_office,occupancy,hotel_room_density_number,source_energy_use_kbtu,nyc_borough_block_and_lot,hospital_general_medical_12,city,hospital_general_medical_6,generation_date,borough,hospital_general_medical_17,electricity_use_generated_1,medical_office_gross_floor,food_sales_gross_floor_area,electricity_use_grid_purchase,community_board,alert_property_has_no_uses,national_median_source_energy,estimated_data_flag_fuel_2,pre_school_daycare_gross,other_number_of_workers_on,hospital_general_medical_16,hotel_worker_density_number,property_gfa_epa_calculated,hospital_general_medical_9,date_property_last_modified,data_center_it_energy,data_quality_checker_run,k_12_school_gross_floor_area,nyc_building_identification,data_center_it_equipment,electricity_use_generated_2,largest_property_use_type,retail_store_number_of_walk,social_meeting_hall_gross,multifamily_housing_number_1,alert_individual_monthly
2563600,Not Available,Ok,Not Available,350,Not Available,Not Available,Not Available,1089.4,Not Available,185789.0,Not Available,Not Available,Not Available,Not Available,Not Available,Other,No,0,Not Available,Not Available,Not Available,10286589.7,72.6,Not Available,100,Not Available,36971547.4,1008340022,Not Available,NEW YORK,Not Available,2016-03-30T16:54:03.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,10286588.4,105.0,Ok,48859724.4,Not Available,Not Available,Not Available,Not Available,Not Available,203096.0,Not Available,09/03/2014 11:19 PM EDT,Not Available,True,Not Available,1015846,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Ok
3495579,0,Ok,No specific resident population,Not Available,Not Available,90,Not Available,287.3,Not Available,70900.0,Not Available,0,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,658958.9,71.1,Not Available,100,Not Available,6668934.3,4022140040,Not Available,Queens,Not Available,2016-03-27T15:57:35.000,QUEENS,Not Available,Not Available,Not Available,Not Available,658958.9,406.0,Ok,8975348,Not Available,Not Available,Not Available,Not Available,Not Available,70900.0,Not Available,09/03/2014 11:25 PM EDT,Not Available,True,Not Available,4052240,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
4037246,90,Ok,No specific resident population,Not Available,Not Available,90,Not Available,1742.7,Not Available,226980.0,Not Available,68.8,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,4127974.1,101.4,Not Available,100,Not Available,32084549.8,1-02218-0025,Not Available,New York,Not Available,2016-03-31T11:34:15.000,,Not Available,Not Available,Not Available,Not Available,4127974.2,,Ok,29037594.1,Not Available,Not Available,Not Available,Not Available,Not Available,226980.0,Not Available,03/31/2016 11:12 AM EDT,Not Available,False,Not Available,1064728,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
1582252,Not Available,Ok,Not Available,1900,Not Available,Not Available,Not Available,3883.6,Not Available,373000.0,Not Available,26.4,Not Available,Not Available,Not Available,Hotel,Not Available,0,Not Available,Not Available,Not Available,25662682.4,92.2,Not Available,100,0.81771,112384826.1,1013370014,Not Available,New York,Not Available,2016-02-24T14:54:22.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,25662683.7,106.0,Ok,137339877.9,Not Available,Not Available,Not Available,Not Available,0.31771,565000.0,Not Available,09/03/2014 11:17 PM EDT,Not Available,False,Not Available,1038757,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Ok
4442424,80,Ok,No specific resident population,Not Available,Not Available,100,Not Available,490.5,Not Available,70000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,94.4,Not Available,100,Not Available,6676190.1,4-06792-0600,Not Available,Flushing,Not Available,2016-03-09T09:42:35.000,,Not Available,Not Available,Not Available,Not Available,Not Available,,Ok,10487599.5,Not Available,Not Available,Not Available,Not Available,Not Available,70000.0,Not Available,06/05/2015 02:27 PM EDT,Not Available,False,Not Available,4455438,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,35,Ok
2774276,0,Ok,Not Available,Not Available,Not Available,90,Not Available,201.6,Not Available,51900.0,Not Available,56.03,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,562670.9,67,Not Available,100,Not Available,4829354.8,3-03620-0038,Not Available,Brooklyn,Not Available,2016-03-23T11:11:44.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,562670.7,316.0,Ok,5450789.4,Not Available,Not Available,Not Available,Not Available,Not Available,51900.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,True,Not Available,3082699,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
3494791,0,Ok,No specific resident population,Not Available,Not Available,90,Not Available,274.1,Not Available,62100.0,Not Available,56.18,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,558430.8,78,Not Available,100,Not Available,6256298,3073800034,Not Available,Brooklyn,Not Available,2016-03-27T15:57:35.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,558430.7,315.0,Ok,7268215.1,Not Available,Not Available,Not Available,Not Available,Not Available,62100.0,Not Available,09/03/2014 11:25 PM EDT,Not Available,True,Not Available,3200951,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
4312804,10,Ok,No specific resident population,Not Available,Not Available,90,Not Available,1860.5,Not Available,323329.0,2325,Not Available,Not Available,Not Available,Not Available,Parking,No,0,Not Available,8876,Not Available,8689255.1,73.5,Not Available,100,Not Available,43706390.7,1-01044-7501,Not Available,New York,Not Available,2016-04-01T13:59:37.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,8689256.3,104.0,Ok,61170269.4,Not Available,Not Available,Not Available,Not Available,Not Available,348080.0,Not Available,04/17/2015 12:34 PM EDT,Not Available,True,Not Available,1025400,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2559288,Not Available,Ok,Not Available,12,Not Available,Not Available,Not Available,168.5,Not Available,207171.0,Not Available,1.1,207171,Not Available,Not Available,Office,No,0,Not Available,Not Available,Not Available,670749.7,11.9,Not Available,100,Not Available,4336525.9,2-02599-0146,Not Available,Bronx,Not Available,2016-03-23T09:24:54.000,BRONX,Not Available,Not Available,Not Available,Not Available,670749.7,201.0,Ok,11469301.4,Not Available,Not Available,Not Available,Not Available,Not Available,235584.0,Not Available,09/03/2014 11:19 PM EDT,Not Available,True,Not Available,2804750,Not Available,Not Available,Non-Refrigerated Warehouse,Not Available,Not Available,Not Available,Ok
2675438,10,Ok,No specific resident population,Not Available,Not Available,90,Not Available,1623.7,Not Available,436154.0,Not Available,Not Available,Not Available,Not Available,Not Available,Retail Store,No,0,Not Available,7588,Not Available,7510723,55.6,Not Available,100,Not Available,43367842.4,1005660018,Not Available,New York,Not Available,2016-03-31T12:51:13.000,MANHATTAN,Not Available,Not Available,2350,Not Available,7510724.5,102.0,Ok,60612811.5,No,Not Available,Not Available,Not Available,Not Available,473796.0,Not Available,01/29/2016 04:06 PM EST,Not Available,False,Not Available,1009223,Not Available,Not Available,Multifamily Housing,0,Not Available,0,Ok
4040931,10,Ok,No specific resident population,Not Available,Not Available,10,Not Available,898.6,Not Available,92249.0,Not Available,Not Available,Not Available,Not Available,Not Available,Retail Store,No,0,Not Available,13729,Not Available,6976714.3,101.4,Not Available,100,Not Available,28233177.3,1018337507,Not Available,New York,Not Available,2016-03-31T15:19:50.000,MANHATTAN,Not Available,Not Available,Not Available,1200,6976714.6,107.0,Ok,17014309.7,Not Available,Not Available,Not Available,Not Available,Not Available,128196.0,Not Available,09/03/2014 11:30 PM EDT,Not Available,False,13729,1088152,Not Available,Not Available,Multifamily Housing,0,Not Available,56,Ok
2945698,0,Ok,No specific resident population,Not Available,Not Available,100,Not Available,2617.6,Not Available,387600.0,Not Available,Not Available,Not Available,Not Available,Not Available,Parking,No,0,Not Available,Not Available,Not Available,7913905.4,115.7,Not Available,100,Not Available,63620599.5,3-03078-0001,Not Available,New York,Not Available,2016-03-22T15:37:12.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,7913906.8,301.0,Ok,51750679.7,Not Available,Not Available,Not Available,Not Available,Not Available,407600.0,Not Available,04/20/2015 03:31 PM EDT,Not Available,True,Not Available,3338423,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
3993307,Not Available,Ok,No specific resident population,Not Available,Not Available,100,Not Available,474.1,Not Available,86124.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,630510.3,99.5,Not Available,100,Not Available,10318476.6,1018260008,Not Available,New York,Not Available,2016-03-30T11:30:47.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,630510.4,110.0,Ok,10964035.3,Not Available,Not Available,Not Available,Not Available,Not Available,86124.0,Not Available,09/03/2014 11:29 PM EDT,Not Available,False,Not Available,1055062;1085303;1085302,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2563179,Not Available,Ok,Not Available,200,Not Available,Not Available,Not Available,826.2,Not Available,173748.0,Not Available,Not Available,Not Available,Not Available,Not Available,Retail Store,No,0,Not Available,Not Available,Not Available,6535334.6,59.2,Not Available,100,Not Available,26012588,1008190010,Not Available,NEW YORK,Not Available,2016-03-30T17:09:43.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,6535335.8,105.0,Ok,43709596.5,Not Available,Not Available,Not Available,Not Available,Not Available,199086.0,Not Available,03/30/2016 04:56 PM EDT,Not Available,True,Not Available,1015409,Not Available,Not Available,Office,0,Not Available,Not Available,Ok
2586293,Not Available,Ok,Not Available,260,Not Available,Not Available,Not Available,985.7,Not Available,172177.0,Not Available,23.06,Not Available,Not Available,Not Available,Other,No,0,Not Available,Not Available,Not Available,8860738.8,65.4,Not Available,100,Not Available,31188872.1,1009930036,Not Available,NEW YORK,Not Available,2016-03-30T16:50:00.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,8860737.6,105.0,Ok,44205841.3,No,Not Available,Not Available,Not Available,Not Available,186371.0,Not Available,09/03/2014 11:20 PM EDT,Not Available,True,Not Available,1022566,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Ok
3015494,0,Ok,No specific resident population,Not Available,Not Available,90,Not Available,614.9,Not Available,67228.0,Not Available,0,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1026285.6,128.2,Not Available,100,Not Available,10951520.3,2025120045,Not Available,Bronx,Not Available,2016-03-27T01:05:04.000,BRONX,Not Available,Not Available,Not Available,Not Available,1026285.8,204.0,Ok,8600490.7,No,Not Available,Not Available,Not Available,Not Available,67228.0,Not Available,03/26/2016 10:11 PM EDT,Not Available,True,Not Available,2003224,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,25,Ok
3433036,0,Ok,No specific resident population,Not Available,Not Available,90,Not Available,397.2,Not Available,71373.0,Not Available,143.32,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1191014.2,95.4,Not Available,100,Not Available,9639573.8,1-02008-0006,Not Available,New York,Not Available,2016-03-14T11:52:23.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,1191014.1,110.0,Ok,11647252.9,Not Available,Not Available,Not Available,Not Available,Not Available,71373.0,Not Available,03/20/2015 12:42 PM EDT,Not Available,True,Not Available,1060053,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
4004561,0,Ok,No specific resident population,Not Available,Not Available,100,Not Available,416.3,Not Available,59238.0,Not Available,65.71,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1249580.2,100,Not Available,100,Not Available,8717284.5,1-02163-0044,Not Available,New York,Not Available,2016-03-24T10:26:10.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,1249580.2,112.0,Ok,7373519.5,No,Not Available,Not Available,Not Available,Not Available,59238.0,Not Available,03/10/2016 12:12 PM EST,Not Available,False,Not Available,1063921,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
4415006,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,143,Not Available,268200.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,1724593,6.4,Not Available,100,Not Available,5415222.5,2-02539-0504,Not Available,Bronx,Not Available,2016-02-22T11:40:33.000,BRONX,Not Available,Not Available,Not Available,Not Available,1724593.2,204.0,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,268200.0,Not Available,05/01/2015 06:49 PM EDT,Not Available,False,Not Available,2127032,Not Available,Not Available,Parking,Not Available,Not Available,Not Available,Ok
2791442,0,Ok,No specific resident population,Not Available,Not Available,100,Not Available,470.6,Not Available,88946.0,Not Available,50.58,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1089880.8,92.7,Not Available,100,Not Available,10939350.2,3-05320-0001,Not Available,Brooklyn,Not Available,2016-03-29T15:10:34.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,1089880.8,307.0,Ok,11210476.7,Not Available,Not Available,Not Available,Not Available,Not Available,88946.0,Not Available,04/22/2015 11:30 AM EDT,Not Available,True,Not Available,3124031,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Possible Issue
4382978,100,Ok,Not Available,Not Available,Not Available,100,Not Available,327.8,Not Available,65000.0,Not Available,36.17,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,706279.2,88.8,Not Available,100,Not Available,7539621.3,4033400044,Not Available,Queens,Not Available,2016-03-24T12:17:27.000,QUEENS,Not Available,Not Available,Not Available,Not Available,706279.2,406.0,Ok,7238534.2,No,Not Available,Not Available,Not Available,Not Available,65000.0,Not Available,04/13/2015 11:41 AM EDT,Not Available,True,Not Available,4079815,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,4,Ok
4398121,0,Ok,Not Available,Not Available,Not Available,100,Not Available,358.7,Not Available,69000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,977374.2,89.9,Not Available,100,Not Available,8556990.4,4-03083-0069,Not Available,Queens,Not Available,2016-03-31T12:47:01.000,QUEENS,Not Available,Not Available,Not Available,Not Available,977374.2,406.0,Ok,8353491.2,Not Available,Not Available,Not Available,Not Available,Not Available,69000.0,Not Available,04/21/2015 11:42 AM EDT,Not Available,False,Not Available,4072135,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Ok
