wpaa_id,a_playgrnd,f_shade,a_basketct,a_otherrec,a_boating,f_pier,the_geom,hours_open,cpc_approv,f_promenad,shore_area,a_splash,f_edu_intp,zap_link,f_seatlawn,a_fishing,chair_cert
3060014,0,0,0,0,0,0,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98823881141462, 40.68175364106567], [-73.98728418792176, 40.68137733442404], [-73.98761195518264, 40.68088654940253], [-73.98825486179659, 40.68113742084467], [-73.98811666961518, 40.68134101652151], [-73.98827961186792, 40.68140305975149], [-73.98827075156255, 40.68142598143742], [-73.98842306685086, 40.68148263020034], [-73.98823881141462, 40.68175364106567]]]]}",6:00 am to 1:00 am,,0,0.0,0,0,https://zap.planning.nyc.gov/projects/2023K0194,0,0,2023-06-20T00:00:00.000
3010016,0,0,0,0,0,0,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96209405443415, 40.73241035178288], [-73.96210935923455, 40.73245694641669], [-73.96187920241108, 40.73248004233399], [-73.9618713395419, 40.732486444145636], [-73.96190828234373, 40.7326829121546], [-73.96217431535946, 40.73265469687376], [-73.9621828086319, 40.73268055415564], [-73.95987475722886, 40.732904012210575], [-73.95982879935922, 40.73262966535486], [-73.96209405443415, 40.73241035178288]]]]}",From 6AM To 10PM From April 15 to Oct. 31 and from 7AM To 8PM from Nov. 1 to April 14,,1,0.0,0,0,https://zap.planning.nyc.gov/projects/2019K0238,0,0,2019-10-29T00:00:00.000
3010013,0,0,0,0,0,0,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96140241382886, 40.72697482218822], [-73.96136643692476, 40.726978305898534], [-73.9602297497252, 40.72708836362508], [-73.96027900011822, 40.72738578720718], [-73.95897122846225, 40.72751239585544], [-73.95876266021706, 40.72625267047587], [-73.96164217734048, 40.72598977246092], [-73.96164298797763, 40.725934563419756], [-73.96164115094648, 40.72593450067264], [-73.96164227200958, 40.72586642706161], [-73.96166487206906, 40.72587443110895], [-73.96165832673942, 40.72605889641357], [-73.96166843004659, 40.72606402367406], [-73.9616830215772, 40.726071717077104], [-73.96169084889141, 40.726123821335015], [-73.96169419898861, 40.726156281298586], [-73.96169530630229, 40.72618617676658], [-73.96169416609452, 40.72621350773746], [-73.96167950478585, 40.72632710567676], [-73.96166823057725, 40.726410809641514], [-73.96166372788156, 40.72643130732985], [-73.96164573554982, 40.72647913457615], [-73.96164010972494, 40.72650133835383], [-73.96163109504806, 40.72655429338471], [-73.96162095409964, 40.72662262332976], [-73.96161419272454, 40.72666191118394], [-73.96160631825923, 40.72668753344245], [-73.96159957449407, 40.726700342735015], [-73.96158946194024, 40.72671315360499], [-73.96155351208301, 40.726754139079546], [-73.9615164394474, 40.72679000297287], [-73.96150969693782, 40.726798541146366], [-73.96150295728704, 40.72680622563786], [-73.96148834537684, 40.726833554801075], [-73.96147035459154, 40.72687625451982], [-73.96145910887437, 40.72691212613297], [-73.96145138098558, 40.726927711356225], [-73.96144113109226, 40.72693432936664], [-73.96141979290888, 40.72694200896353], [-73.9614133356247, 40.726946488632876], [-73.96140799707067, 40.7269548165516], [-73.96140293714404, 40.72696848097957], [-73.96140241382886, 40.72697482218822]]]]}",6:00 am- 10:00 pm between April 15 and October 31 and 7:00 am - 8:00 pm between November 1- April 14,,0,17265.0,0,0,https://zap.planning.nyc.gov/projects/P2014K0438,0,0,2015-12-29T00:00:00.000
4020004,0,0,0,0,0,0,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96093984367637, 40.738166157715234], [-73.96036348659659, 40.7384316006122], [-73.9604189161505, 40.73824530286364], [-73.96063734857273, 40.73814903963004], [-73.96072497124788, 40.73814052282853], [-73.96093984367637, 40.738166157715234]]]]}",,,0,0.0,0,0,https://zap.planning.nyc.gov/projects/2020Q0197,0,0,
2090001,0,0,0,0,0,0,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8455672826761, 40.81374279241767], [-73.84549158312198, 40.81372364815377], [-73.8454196469115, 40.813705454409266], [-73.84534492824444, 40.813686558100585], [-73.8452711513317, 40.81366789983837], [-73.84519846424014, 40.813649516743624], [-73.84512483192232, 40.81363089550211], [-73.84505127664183, 40.813612293227465], [-73.84497494365755, 40.81359298748355], [-73.84481786896441, 40.813553262296566], [-73.8446833918823, 40.81351925218676], [-73.84456387800368, 40.81348902617777], [-73.84477257759418, 40.812957646632995], [-73.84479056013402, 40.812939231330546], [-73.84482212291392, 40.8129025469762], [-73.84485369959764, 40.81285988332031], [-73.8448729040581, 40.8128206186012], [-73.84489323569092, 40.81277879077464], [-73.844911335237, 40.812730982431155], [-73.8449271720806, 40.812688298481], [-73.84494301445255, 40.81264475906199], [-73.84495660091663, 40.81260292305204], [-73.84497018973198, 40.812561087943884], [-73.84498490490157, 40.81251754880359], [-73.84500299238006, 40.81247486336519], [-73.84502781095148, 40.81243817168637], [-73.84505489418679, 40.81239293641164], [-73.84507636899205, 40.812345134376585], [-73.84508545464054, 40.81230500144829], [-73.84509456134084, 40.81225632821675], [-73.84510365411603, 40.81221363247643], [-73.84511725945804, 40.81216411251388], [-73.84512410386601, 40.81212141375093], [-73.84512983581232, 40.81207444242704], [-73.8451343996765, 40.81204455559836], [-73.84513917243325, 40.81202421793959], [-73.84520965948164, 40.811844741419556], [-73.8452293577848, 40.81181918829397], [-73.8452564132041, 40.81178676883043], [-73.845273310821, 40.81177141639121], [-73.84530707862238, 40.81175352376646], [-73.84532169837162, 40.81174832048809], [-73.84572463153476, 40.81185462575821], [-73.84574488500726, 40.81185996940324], [-73.8461717597675, 40.811802605254655], [-73.84629254226734, 40.8123248152199], [-73.8456542082201, 40.81376477562393], [-73.8455672826761, 40.81374279241767]]]]}",Dawn to Dusk,,0,19800.0,0,0,https://zap.planning.nyc.gov/projects/P2002X0078,0,0,2002-10-11T00:00:00.000
3060016,0,0,0,0,0,0,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98765200237776, 40.67960418709098], [-73.98724968118448, 40.67944486022433], [-73.98739725249555, 40.67922024766195], [-73.98779957231287, 40.67938161548311], [-73.98765200237776, 40.67960418709098]]]]}",6:00 am to 1:00 am,,0,0.0,0,0,https://zap.planning.nyc.gov/projects/2022K0439,0,0,2023-03-15T00:00:00.000
4070005,0,0,0,0,0,0,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.83628510222555, 40.75588580681936], [-73.83666894121212, 40.755655234826094], [-73.8382590805972, 40.75595815947462], [-73.83834951746192, 40.75647992383027], [-73.83832962604345, 40.756517510078545], [-73.8383295472522, 40.756549973232715], [-73.83832951409866, 40.75656363297155], [-73.83832498649679, 40.75657986365258], [-73.83832151403303, 40.756620002464594], [-73.83829433515403, 40.75671306769651], [-73.8382130061421, 40.75690171769992], [-73.83818365227431, 40.75695890456533], [-73.8381847357933, 40.75697598779697], [-73.83820041254135, 40.75699650534696], [-73.83820056622842, 40.75699661362362], [-73.83817171356571, 40.757008333711056], [-73.83820268510894, 40.757061336008185], [-73.83691192741139, 40.75757500365238], [-73.8343909675736, 40.75800066325198], [-73.8341305549285, 40.75717452404229], [-73.83466437251323, 40.75686146936997], [-73.83480213528934, 40.756779720903765], [-73.83550914375009, 40.75635732337906], [-73.83558166643584, 40.75631371721729], [-73.83628510222555, 40.75588580681936]]]]}",Dawn to Dusk,,1,12800.0,0,0,https://zap.planning.nyc.gov/projects/P2006Q0416,0,0,2006-11-09T00:00:00.000
3060002,0,0,0,0,0,1,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00972295554669, 40.67180200296901], [-74.01035862796995, 40.670393961175684], [-74.00933003697449, 40.67012779650257], [-74.01011172146247, 40.66840776743589], [-74.01088792128313, 40.66861044948004], [-74.010797582013, 40.66862131911295], [-74.0104278383082, 40.66861889031178], [-74.01041644866643, 40.66863003522392], [-74.01040729019175, 40.668645494303256], [-74.01038554194928, 40.66868156461909], [-74.01039334283755, 40.66869709600725], [-74.01033706771004, 40.66881567556449], [-74.01034013710425, 40.66923772350841], [-74.01087116484027, 40.66923856516388], [-74.01087110583842, 40.669246629285915], [-74.01087512449018, 40.669282497339545], [-74.01086693122343, 40.669378607432314], [-74.01086975461939, 40.66943157998981], [-74.0108588366529, 40.669754189790716], [-74.01151990245803, 40.6697517760499], [-74.01152016047905, 40.669752915176126], [-74.01159851666101, 40.67020898415311], [-74.01151739769821, 40.670375943356156], [-74.01189900029931, 40.67048293617776], [-74.01192256279485, 40.670474638190576], [-74.01252156918139, 40.670264457296504], [-74.01348064999064, 40.669926098207455], [-74.01408300344553, 40.66971248681754], [-74.01420303558855, 40.66972187344289], [-74.01422323611973, 40.669723572020935], [-74.01424118657873, 40.66976115731594], [-74.01416042613914, 40.669789353418786], [-74.01227817107066, 40.670460075475056], [-74.01197642634274, 40.670567736881175], [-74.01168866561977, 40.67067306914279], [-74.01186179468495, 40.67093260155905], [-74.01239091849169, 40.67107196267028], [-74.01259768164147, 40.67089322034056], [-74.0126784412263, 40.67094957022143], [-74.01282234476173, 40.670910157627425], [-74.01300182058422, 40.67086059923466], [-74.01313084764477, 40.67095283337208], [-74.01328452303079, 40.67086911372928], [-74.01343148948033, 40.67094255080099], [-74.01332718934059, 40.67107239112628], [-74.01330700485158, 40.67109375278564], [-74.0133002651413, 40.67110229045025], [-74.01329690779473, 40.67110998123916], [-74.01329466248575, 40.67111915774972], [-74.01329817705717, 40.67112888380949], [-74.01330701303178, 40.67113475324718], [-74.01331710117249, 40.671139020522496], [-74.01332832555214, 40.671141577586674], [-74.01336702603503, 40.67114755161788], [-74.01338021308382, 40.671152891041274], [-74.01345285277688, 40.671201356408986], [-74.01346856169874, 40.67121416890384], [-74.01348034399398, 40.67122089437322], [-74.01349100037024, 40.67122184767034], [-74.01351134285387, 40.67122153010271], [-74.01352690819955, 40.67122612090173], [-74.01366191090361, 40.671141082796105], [-74.01371207157776, 40.6711688550245], [-74.01375642437213, 40.67112949811089], [-74.01383946903262, 40.67118017635718], [-74.01392977506556, 40.67109787276669], [-74.01396271075107, 40.67111358997065], [-74.01400656795907, 40.67114253440601], [-74.01401587963191, 40.671160548080856], [-74.01400142215518, 40.671171394747226], [-74.01401121508644, 40.67117764673333], [-74.01392237471423, 40.67125002833194], [-74.01389732476542, 40.67123194811277], [-74.0136169798437, 40.67147657149537], [-74.01392239943388, 40.67168007390462], [-74.01416703726595, 40.67147619079607], [-74.01415764046766, 40.671469860429916], [-74.01418745474152, 40.67142774506035], [-74.0142791226694, 40.67134867207902], [-74.01429918625122, 40.67133265572358], [-74.01439387498759, 40.671398101471944], [-74.01437727752119, 40.67141221732345], [-74.01438962666887, 40.671419906180084], [-74.01389162691908, 40.67183594240605], [-74.01388826767321, 40.67188548015496], [-74.01423720862611, 40.67212972927285], [-74.01432989549282, 40.67219243144567], [-74.01431283663703, 40.67220693906806], [-74.01427649859406, 40.67223991144454], [-74.01422713751164, 40.67226724819547], [-74.01356313513111, 40.67286353246484], [-74.01300791152933, 40.67334106769834], [-74.0131838190507, 40.67345673684672], [-74.01310045541337, 40.673528192333755], [-74.01111134962012, 40.672182684430844], [-74.00972295554669, 40.67180200296901]], [[-74.01162680035405, 40.670580424987385], [-74.01184824389361, 40.670503216520096], [-74.01150312672328, 40.67040662444293], [-74.01162680035405, 40.670580424987385]]]]}",Dawn to Dusk,,1,0.0,0,1,https://zap.planning.nyc.gov/projects/P2003K0344,1,0,2006-09-08T00:00:00.000
3130004,0,0,0,0,0,0,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98651065023472, 40.582870089763794], [-73.98640563619277, 40.58252733353777], [-73.98640863701824, 40.582529496050405], [-73.98641298424323, 40.582532126994565], [-73.98641738825559, 40.58253430318071], [-73.98642130457965, 40.58253588676445], [-73.98642921416668, 40.582538244369736], [-73.98643348025543, 40.58253909947059], [-73.986438331048, 40.58253975022145], [-73.98644670404853, 40.58254010151319], [-73.98645599973638, 40.58253936688145], [-73.9864608850925, 40.58253848674499], [-73.9864660906295, 40.582537146478394], [-73.98647010676373, 40.58253580066837], [-73.98647329845234, 40.58253451779776], [-73.98647703120018, 40.58253274510585], [-73.98648119636593, 40.582530367312714], [-73.98648530965818, 40.58252751133517], [-73.98648839057878, 40.582524946105295], [-73.98659596823289, 40.58230217002079], [-73.98690910623576, 40.58226635177124], [-73.98715476326063, 40.582238251637754], [-73.98711944538906, 40.58205913529846], [-73.98701066618906, 40.58199098041406], [-73.98685149295959, 40.58200872964333], [-73.98670037955289, 40.581327100342605], [-73.98674897864555, 40.581298444984455], [-73.98682404989135, 40.581252328784885], [-73.9868677483476, 40.58122414648976], [-73.98690696309833, 40.581196817363725], [-73.98693945813898, 40.581171197555385], [-73.98697419320824, 40.58114215870263], [-73.9870234943275, 40.58109774774135], [-73.98705262866487, 40.581067855435776], [-73.98707055732059, 40.58104650243097], [-73.98711538300172, 40.5809841542909], [-73.9871467584064, 40.58093888756774], [-73.98717477502903, 40.580891913067596], [-73.98721736158717, 40.58082102046593], [-73.9872509810284, 40.58076294130881], [-73.98725994585556, 40.58074927415111], [-73.98728347747257, 40.580721944956316], [-73.98729356417303, 40.58070913341779], [-73.98730925055226, 40.580683509842544], [-73.98731709713097, 40.58066215658492], [-73.98732606813674, 40.58062201131726], [-73.98733839980257, 40.580573325850104], [-73.9873496083701, 40.580542576893635], [-73.98735745679608, 40.580523788325415], [-73.98738210981027, 40.580474247809995], [-73.98741125047732, 40.580408479438695], [-73.98743590839804, 40.580351253840284], [-73.98744823527856, 40.58032733907227], [-73.98747737261334, 40.58027865362263], [-73.9874975455183, 40.58024192794957], [-73.98749978733488, 40.580235094117064], [-73.98750090624931, 40.58022655276896], [-73.98750539473629, 40.58019324107437], [-73.98751436722614, 40.58015053289917], [-73.9875222135484, 40.580117222469084], [-73.98753006015205, 40.5800950145986], [-73.98754687031096, 40.580065121727245], [-73.98756704279587, 40.58003010073315], [-73.98758721264905, 40.580002771110514], [-73.98759505652049, 40.579995085084946], [-73.9876253062454, 40.57997159907933], [-73.98763203035635, 40.57996433887839], [-73.98766228517815, 40.5799259032647], [-73.98767069028732, 40.57991053042131], [-73.98768357849183, 40.57989686455095], [-73.9876992626427, 40.57988149158504], [-73.98773675333233, 40.579833365286596], [-73.98856294567881, 40.580191621312736], [-73.98860117795743, 40.58040464675764], [-73.98870713017725, 40.58039388695435], [-73.98872055141702, 40.58046130689909], [-73.98958508669845, 40.58064870650825], [-73.98979612790563, 40.580737182110106], [-73.98933367951886, 40.58197309201667], [-73.9888773116026, 40.58270244419891], [-73.98869893943682, 40.58263349980283], [-73.98780944269026, 40.58272967395789], [-73.98775226016767, 40.58244646035339], [-73.9876384993168, 40.58245876013125], [-73.98756720461088, 40.58246646812623], [-73.98749591106963, 40.58247417607711], [-73.98738896895526, 40.582485737920294], [-73.98728517695578, 40.58249695961457], [-73.9872138821683, 40.58250466739026], [-73.9871390332542, 40.58251275924761], [-73.98706888652056, 40.58252034369012], [-73.98699759286428, 40.5825280513317], [-73.98690036680662, 40.58253856200743], [-73.98678276686788, 40.58255127564159], [-73.98677711594915, 40.58252328581175], [-73.98661689859051, 40.58285860340114], [-73.98651065023472, 40.582870089763794]], [[-73.98842833422569, 40.58051072290714], [-73.98853515619118, 40.58024387054584], [-73.98847649845044, 40.58022918523617], [-73.98849917486697, 40.580170976738295], [-73.98803664296686, 40.58003344560945], [-73.98789806974031, 40.580355526909116], [-73.98842833422569, 40.58051072290714]]], [[[-73.98664926094816, 40.581356518131074], [-73.98667172949779, 40.581343672965616], [-73.98664208068605, 40.581369652337784], [-73.98664028827142, 40.58136115748763], [-73.98664926094816, 40.581356518131074]]]]}",Dawn to Dusk,,1,0.0,0,0,https://zap.planning.nyc.gov/projects/P1998K0194,0,0,1999-09-08T00:00:00.000
3180008,0,0,0,0,0,0,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.919531625957, 40.61156733691012], [-73.91787851290199, 40.612657754774595], [-73.91644100257528, 40.61136746811042], [-73.91673719353193, 40.61117840960233], [-73.91672040220088, 40.61115961255555], [-73.91669242278601, 40.611129695860996], [-73.91677094551714, 40.61108021414715], [-73.9168056527447, 40.61110671551113], [-73.91682580420044, 40.611122101099305], [-73.9171466258542, 40.61090793659929], [-73.91720438355424, 40.61086092595925], [-73.91754715483718, 40.61058193948293], [-73.91801490420774, 40.6102739165163], [-73.91803172608715, 40.61026794904933], [-73.91804630601317, 40.61025942340021], [-73.91805977625961, 40.610250039661395], [-73.91807154968961, 40.610236802279545], [-73.91807549445895, 40.61022869139026], [-73.91808111003705, 40.610216736463805], [-73.91808448261452, 40.61020307795244], [-73.91808675286237, 40.610182573789565], [-73.9180867633373, 40.610174036850765], [-73.9180867738222, 40.61016549180734], [-73.91808453921169, 40.61015695326857], [-73.9180837868962, 40.61015375497966], [-73.919531625957, 40.61156733691012]]]]}","Dawn to Dusk or
business
closing,
whichever is
later",,1,25605.0,0,0,https://zap.planning.nyc.gov/projects/P2008K0333,0,0,2008-10-15T00:00:00.000
4010001,0,0,0,0,0,0,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93876529121145, 40.76686187117323], [-73.94052498544892, 40.767502325466936], [-73.94049131154637, 40.76755110458289], [-73.94046878753116, 40.76758285371828], [-73.9404435786245, 40.767609074168604], [-73.94042939856287, 40.76762387112125], [-73.94035743715344, 40.76769891790318], [-73.9403158396208, 40.76772878498535], [-73.94026805626238, 40.76775419765508], [-73.94021132224239, 40.76778087807248], [-73.94015528658026, 40.76780141918941], [-73.94005737055159, 40.76783288142034], [-73.94000900365265, 40.76785505006398], [-73.93998088426979, 40.76787214229042], [-73.93995844943214, 40.767892607157755], [-73.93992805899259, 40.76792337143773], [-73.93990218094615, 40.767958334411105], [-73.9398448585711, 40.76798825705471], [-73.93980444245025, 40.768005278881155], [-73.93975065744922, 40.768026502658024], [-73.93965944212634, 40.768055632146904], [-73.93960213625226, 40.76806584084886], [-73.9395560486835, 40.76806492698209], [-73.93953806941553, 40.768060656364554], [-73.93949829674737, 40.76807981081414], [-73.9393538043989, 40.768149399623205], [-73.9390545312287, 40.767980102777955], [-73.93904499023358, 40.76797412739036], [-73.93901917164376, 40.76796044408014], [-73.93900679333822, 40.767973251697285], [-73.93899105479811, 40.76798349109799], [-73.93897981863392, 40.76799202192387], [-73.93893822105323, 40.76801848370282], [-73.93889438801517, 40.76804152236663], [-73.93885279751773, 40.76807309897997], [-73.93880557231677, 40.768114073845204], [-73.93873586039555, 40.768174685729036], [-73.93869650673433, 40.768207974431974], [-73.93866165465148, 40.76824041003937], [-73.93863129309062, 40.76827114607585], [-73.93859192829345, 40.768316393426886], [-73.93852670144025, 40.768394936602895], [-73.93845883924736, 40.7684784130941], [-73.93836471834462, 40.768592185555775], [-73.93834671769876, 40.768610936119366], [-73.93832654117499, 40.768629749451144], [-73.9383028544368, 40.768646779703346], [-73.93827816481667, 40.76866215608855], [-73.93825121805666, 40.76867581399812], [-73.93822310265406, 40.768687754914716], [-73.93819390152186, 40.76869797798138], [-73.93817264747153, 40.76867938108162], [-73.93644573923153, 40.76770616208784], [-73.93876529121145, 40.76686187117323]]]]}",Dawn to Dusk,,1,0.0,0,0,https://zap.planning.nyc.gov/projects/P1997Q0045,0,0,1996-09-06T00:00:00.000
4010006,0,0,0,1,0,1,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93341711051802, 40.776492438186544], [-73.93260085110339, 40.777997399595954], [-73.93184571102921, 40.7778568102378], [-73.9316317412506, 40.777734621267925], [-73.93246589684897, 40.77619350934975], [-73.93341711051802, 40.776492438186544]]]]}",,2022-03-28T00:00:00.000,1,14197.0,0,0,https://zap.planning.nyc.gov/projects/2018Q0491,1,0,
2100013,0,0,0,0,0,0,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.78880350853632, 40.8503393448693], [-73.78989129634847, 40.85013849489641], [-73.78991379633331, 40.85013434047167], [-73.7899156220043, 40.850140162790254], [-73.78990829770375, 40.850143992760955], [-73.78989591609025, 40.850146533918135], [-73.78989252218247, 40.850152505217565], [-73.78989472172357, 40.85016873973188], [-73.78988453307079, 40.850189220926104], [-73.7898609114277, 40.85018917789932], [-73.78980239033397, 40.85019846613883], [-73.78978099704307, 40.85020440643774], [-73.78976073508007, 40.85021034969496], [-73.78974718366909, 40.850226551903305], [-73.78975273273218, 40.85025047734267], [-73.78977625872662, 40.85028041572518], [-73.7897841180093, 40.85028555295881], [-73.78980546188299, 40.8502941330387], [-73.78980990834073, 40.850311224416345], [-73.79000574008518, 40.850276562644034], [-73.79001910303293, 40.85031929200623], [-73.7900268979471, 40.85034407608877], [-73.79003914596383, 40.850384244214226], [-73.79004248206941, 40.85039620884906], [-73.79005807431355, 40.850445776113546], [-73.78992076914832, 40.85046858870915], [-73.78990387893319, 40.850473682662034], [-73.78987794247544, 40.85049498794142], [-73.78987717110671, 40.85049778527237], [-73.78986338768365, 40.85050033017612], [-73.78969136771498, 40.85053209320498], [-73.7889152764191, 40.85067538965276], [-73.78880350853632, 40.8503393448693]]]]}",Dawn to Dusk,,0,0.0,0,0,https://zap.planning.nyc.gov/projects/P2006X0241,0,0,2009-06-09T00:00:00.000
4010005,0,0,0,0,0,0,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9366115872648, 40.7749266606982], [-73.93683699686606, 40.77449007117671], [-73.93687049544587, 40.774500309342464], [-73.93771390090592, 40.77475807173563], [-73.93770521354769, 40.77481494910658], [-73.93768124387945, 40.774878635019206], [-73.93756891892792, 40.77517706660576], [-73.93755808882405, 40.77520584170915], [-73.93753853270837, 40.77523144501321], [-73.93748213311466, 40.77530528357597], [-73.93740113317467, 40.775413716873295], [-73.93732125952988, 40.77551958699322], [-73.9373021379952, 40.77554264116899], [-73.93723803847747, 40.77560239335636], [-73.93722228942963, 40.77562032099203], [-73.93720991679585, 40.775636543112036], [-73.9371896573946, 40.77567155262432], [-73.93714800621817, 40.77575523705016], [-73.93713450336857, 40.77577658330663], [-73.93712212826615, 40.77579536644544], [-73.93711362519275, 40.77580569147253], [-73.9370996289134, 40.775822688027084], [-73.93704788589234, 40.77588415690553], [-73.93702651063157, 40.775911479086695], [-73.93699961851652, 40.77594664252717], [-73.93699959360907, 40.775946675832145], [-73.93693313886584, 40.77603356951269], [-73.93687463390425, 40.77611638913232], [-73.93683074988348, 40.77618555070807], [-73.93677335428531, 40.776281183235255], [-73.93668297998812, 40.776439094392565], [-73.93666193419891, 40.77647586746069], [-73.93664393144967, 40.776504045098854], [-73.93659892609224, 40.776567228429265], [-73.93657979469086, 40.77659882014218], [-73.93656628497895, 40.77662699934], [-73.93653475168921, 40.77670385608803], [-73.93651222980368, 40.7767542367105], [-73.93649759667774, 40.776781562504674], [-73.936481844557, 40.77680717762554], [-73.93646609212841, 40.77682937803796], [-73.93644247036129, 40.776856695266495], [-73.93641660141817, 40.77688401485214], [-73.93638848648685, 40.77691133049055], [-73.9363592461772, 40.776938646401], [-73.93631876516116, 40.77697108265383], [-73.93631313279184, 40.776985599245286], [-73.93630525407784, 40.77699926271928], [-73.93629513020687, 40.77701206857358], [-73.93628275798942, 40.77702487318373], [-73.93627488698814, 40.777031703646024], [-73.93622316353542, 40.777070964859874], [-73.93619955303726, 40.77708632697133], [-73.93617706751976, 40.7771008351241], [-73.93609162878658, 40.777146909713125], [-73.93601406134218, 40.77718701287431], [-73.93600619275792, 40.77719127958858], [-73.93599607746803, 40.777193835000034], [-73.9359747227074, 40.77719894969812], [-73.93595112643823, 40.77720064303753], [-73.93588707719974, 40.77720402572737], [-73.9358690974214, 40.77720657675171], [-73.93585942441948, 40.77720867133995], [-73.93584322446307, 40.777203252102005], [-73.93548097257049, 40.77708207362327], [-73.93551931860657, 40.77701012601745], [-73.93595150208976, 40.77619921765041], [-73.93622069751672, 40.77569411557516], [-73.93629250331018, 40.77554799918942], [-73.9366115872648, 40.7749266606982]]]]}","Dawn to Dusk or
business
closing,
whichever is
later",,0,4840.0,0,0,https://zap.planning.nyc.gov/projects/P2012Q0062,0,0,2013-04-22T00:00:00.000
5030011,0,0,0,0,1,1,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.14238745094013, 40.53775203227055], [-74.1424954923039, 40.5378354321505], [-74.14278892600277, 40.537717463091646], [-74.14367480138048, 40.538357252341136], [-74.14351670697566, 40.53852608120769], [-74.14343983657875, 40.53860056361277], [-74.14312122220896, 40.53885099111135], [-74.14333357771474, 40.53900157191587], [-74.14333692726497, 40.53925677296344], [-74.14321734887628, 40.53925641698394], [-74.14321844049407, 40.53958072828855], [-74.14321742744306, 40.53961419318399], [-74.14314593849369, 40.539558855715555], [-74.14306690503582, 40.539608439150925], [-74.14226311477488, 40.53901141503689], [-74.14232802093636, 40.538947716773585], [-74.14176736816385, 40.53854609845154], [-74.14225425752566, 40.538142027113466], [-74.14207858292541, 40.53800417021806], [-74.14238745094013, 40.53775203227055]]]]}",Dawn to Dusk,1986-06-18T00:00:00.000,1,0.0,0,0,https://zap.planning.nyc.gov/projects/P1986R0211,1,1,
