inspectionrequestid,areaid,detailentrydate,activitystatusid,lastname,program,requestsourceid,hours,lotstatusreason,activityentrydate,used_house2,used_prefix,indexno,prefix,ownerlotlcd,flp,lotstatusid,fel_tires,loc_id,requeststatusdate,old_status_dd,crossstreetone,lotissysflagednjoverridden,ccuyear,requestdate,isbillgenerated,userid,importfromscan,s_tires,titleid,note
61742,39,2006-09-19T09:34:40.000,750,,,504,0.5,,2006-09-19T09:33:54.000,,,,,,0.0,702,0,LOC65935,2011-03-29T16:02:34.000,MST117,,,6,,0,666.0,0,0,49,
8641,39,2001-07-23T10:15:21.000,750,,,502,5.5,,2001-07-23T00:00:00.000,,,,,,0.0,702,0,LOC8829,2011-03-29T16:02:34.000,MST117,,,99,,0,608.0,0,129,49,
109510,39,2012-03-12T10:05:10.000,750,,0.0,502,5.5,,2012-03-12T10:05:10.000,,609.0,,609.0,,0.0,702,0,,2012-03-08T00:03:51.000,,EAST 181 STREET,0.0,2012,,0,665.0,0,0,47,FENCED & OPEN
1747,39,1998-04-09T12:45:39.000,750,,,502,2.5,,1998-04-09T12:41:36.000,,,,,,0.0,702,0,LOC711,2011-03-29T16:02:34.000,MST117,,,97,,0,623.0,0,0,49,
24229,39,2002-06-11T08:22:45.000,750,,395.0,504,6.5,,2002-06-11T00:00:00.000,,,,,,,702,0,LOC32168,2011-03-29T16:02:34.000,MST117,,,2,,0,337.0,0,0,49,
109079,40,2012-03-27T09:15:08.000,750,,0.0,502,6.5,,2012-03-27T09:15:08.000,,600.0,,600.0,,0.0,702,0,,2012-03-17T00:02:04.000,,BILLIOU STREET,0.0,2012,,0,665.0,0,0,49,OPEN ACCESS
109990,39,2012-04-16T11:23:02.000,750,,0.0,502,3.5,,2012-04-16T11:23:02.000,,600.0,,600.0,,0.0,702,0,,2012-04-13T00:02:04.000,,107 AVENUE,0.0,2012,,0,665.0,0,0,49,OPEN
19895,39,2001-06-12T08:57:44.000,750,,395.0,502,6.5,,2001-06-15T00:00:00.000,,,,,,0.0,702,0,LOC26507,2011-03-29T16:02:34.000,MST117,,,1,,0,623.0,0,0,49,
128240,39,2015-03-16T11:39:00.000,750,,0.0,504,6.5,,2015-03-16T11:38:58.000,,678.0,,678.0,,0.0,702,0,,2015-01-09T00:02:05.000,,BEACH 39 STREET,0.0,2014,,0,664.0,0,0,49,
55547,39,2005-12-05T11:52:15.000,750,,,504,3.5,,2005-12-05T11:51:03.000,,,,,,0.0,702,0,LOC60612,2011-03-29T16:02:34.000,MST117,,,5,,0,555.0,0,0,49,
26940,39,2002-10-07T09:52:43.000,750,,395.0,502,6.5,,2002-10-07T00:00:00.000,,,,,,1.0,702,0,LOC35064,2011-03-29T16:02:34.000,MST117,,,2,,0,,0,0,49,
4332,39,1998-08-31T09:21:07.000,750,,370.0,502,4.0,,1998-11-25T10:00:18.000,,,,,,0.0,702,0,LOC4712,2011-03-29T16:02:34.000,MST117,,,98,,0,680.0,0,0,49,
40125,39,2004-09-07T08:58:42.000,750,,,502,6.5,,2004-09-07T00:00:00.000,,,,,,1.0,702,0,LOC48382,2011-03-29T16:02:34.000,MST117,,,4,,0,336.0,0,0,49,
7804,39,1999-04-06T10:21:48.000,750,,,504,3.5,,1999-04-06T10:21:29.000,,,,,,0.0,702,0,LOC8440,2011-03-29T16:02:34.000,MST117,,,99,,0,340.0,0,0,49,
44331,39,2004-10-07T11:24:01.000,750,,,504,5.5,,2004-10-07T00:00:00.000,,,,,,0.0,702,0,LOC51700,2011-03-29T16:02:34.000,MST117,,,4,,0,666.0,0,139,49,
130187,40,2015-07-21T09:07:56.000,750,,0.0,502,3.5,,2015-07-21T09:07:56.000,8523,605.0,,605.0,,0.0,702,0,,2015-07-17T00:02:06.000,,EAST   86 STREET,0.0,2015,,0,665.0,0,0,49,
132645,39,2015-11-23T12:42:55.000,750,,0.0,504,6.5,,2015-11-23T12:42:55.000,,600.0,,600.0,,0.0,702,0,,2015-11-21T00:02:09.000,,SARATOGA AVENUE,0.0,2015,,0,665.0,0,0,49,
19547,39,2001-07-17T08:14:05.000,750,,395.0,502,6.5,,2001-07-18T00:00:00.000,,,,,,0.0,702,0,LOC26117,2011-03-29T16:02:34.000,MST117,,,1,,0,678.0,0,0,49,
30505,39,2003-08-12T10:22:42.000,750,,,502,6.5,,2003-08-12T00:00:00.000,,,,,,0.0,702,0,LOC38953,2011-03-29T16:02:34.000,MST117,,,3,,0,669.0,0,0,49,
60794,39,2006-08-14T14:17:19.000,750,,,504,6.5,,2006-08-14T14:18:43.000,,,,,,1.0,702,0,LOC65137,2011-03-29T16:02:34.000,MST117,,,6,,0,336.0,0,3,49,
309,39,1998-03-09T15:53:11.000,750,,,502,2.0,,1998-03-09T15:53:51.000,,,,,,0.0,702,0,LOC856,2011-03-29T16:02:34.000,MST117,,,97,,0,623.0,0,0,49,
64175,39,2007-01-18T08:48:45.000,750,,,504,6.5,,2007-01-18T08:48:17.000,,,,,,0.0,702,0,LOC68100,2011-03-29T16:02:34.000,MST117,,,6,,0,681.0,0,0,49,
67133,39,2007-06-06T10:57:44.000,750,,,467,6.5,,2007-06-06T00:00:00.000,,,,,,0.0,702,0,LOC70410,2011-03-29T16:02:34.000,MST117,,,7,04/12/2007 09:31:02,0,664.0,0,0,49,
41956,39,2004-08-31T14:40:50.000,750,,,502,6.5,,2004-08-24T00:00:00.000,,,,,,1.0,702,0,LOC49864,2011-03-29T16:02:34.000,MST117,,,4,,0,664.0,0,0,49,
2990,39,1998-04-14T11:03:03.000,750,,,504,5.5,,1998-05-07T12:43:43.000,,,,,,0.0,702,0,LOC1617,2011-03-29T16:02:34.000,MST117,,,98,,0,680.0,0,0,49,
82912,39,2008-12-26T22:44:46.000,750,,,504,3.5,,2008-12-26T00:00:00.000,,,,,,0.0,702,0,LOC84280,2011-03-29T16:02:34.000,MST117,,,8,,0,336.0,0,0,49,
27571,39,2004-02-03T10:28:53.000,750,,,502,6.5,,2004-02-03T00:00:00.000,,,,,,0.0,702,0,LOC35704,2011-03-29T16:02:34.000,MST117,,,2,,0,,0,0,47,
76632,39,2008-04-23T14:29:57.000,750,,,504,6.5,,2008-04-23T00:00:00.000,,,,,,0.0,702,0,LOC78855,2011-03-29T16:02:34.000,MST117,,,8,,0,666.0,0,0,49,
54179,40,2005-10-07T09:11:03.000,750,,,504,6.5,,2005-10-07T09:10:26.000,,,,,,0.0,702,0,LOC59416,2011-03-29T16:02:34.000,MST117,,,5,,0,664.0,0,0,49,
105445,39,2011-08-30T12:48:19.000,750,,0.0,502,4.5,,2011-08-30T12:48:19.000,,611.0,,611.0,,0.0,702,0,,2011-08-27T00:02:01.000,,,0.0,2011,,0,665.0,0,0,49,OPEN
59650,39,2006-07-28T09:10:13.000,750,,,504,6.5,,2006-07-28T10:40:17.000,,,,,,0.0,702,0,LOC64199,2011-03-29T16:02:34.000,MST117,,,6,,0,555.0,0,120,49,
4217,40,1999-07-13T14:32:06.000,750,,,502,2.5,,1999-08-11T09:47:11.000,,,,,,,702,0,LOC11550,2011-03-29T16:02:34.000,MST117,,,98,,0,680.0,0,0,49,
64508,39,2007-02-02T09:44:10.000,750,,,504,5.5,,2007-02-02T09:45:02.000,,,,,,0.0,702,0,LOC68386,2011-03-29T16:02:34.000,MST117,,,6,,0,336.0,0,0,46,
124206,39,2014-06-12T11:07:55.000,750,,0.0,504,6.5,,2014-06-12T11:07:55.000,,600.0,,600.0,,0.0,702,0,,2014-06-11T00:02:08.000,,,0.0,2014,,0,664.0,0,0,49,
783,39,1998-03-10T11:35:08.000,750,,,502,6.5,,1998-03-10T11:35:41.000,,,,,,0.0,702,0,LOC1433,2011-03-29T16:02:34.000,MST117,,,97,,0,623.0,0,0,49,
68393,39,2007-08-22T11:56:23.000,750,,,504,6.5,,2007-08-22T00:00:00.000,,,,,,0.0,702,0,LOC71527,2011-03-29T16:02:34.000,MST117,,,7,,0,336.0,0,0,49,
17037,39,2000-10-17T14:22:56.000,750,,395.0,502,5.5,,2000-10-17T14:24:44.000,,,,,,1.0,702,0,LOC22159,2011-03-29T16:02:34.000,MST117,,,0,,0,608.0,0,0,49,
80051,39,2008-09-03T11:53:45.000,750,,,504,6.5,,2008-09-03T00:00:00.000,,,,,,0.0,702,0,LOC81716,2011-03-29T16:02:34.000,MST117,,,8,,0,336.0,0,0,49,
4842,39,1999-01-29T09:46:18.000,750,,,502,4.5,,1999-01-29T09:43:27.000,,,,,,0.0,702,0,LOC4569,2011-03-29T16:02:34.000,MST117,,,98,,1,336.0,0,46,47,
98167,39,2010-07-28T10:36:30.000,750,,,504,6.5,,2010-07-28T00:00:00.000,,,,611.0,,0.0,702,0,LOC96359,2011-03-29T16:02:34.000,MST117,,,10,,0,671.0,0,0,49,
64139,39,2007-02-05T08:28:20.000,750,,,502,6.5,,2007-02-05T08:33:21.000,,,,,,0.0,702,0,LOC68065,2011-03-29T16:02:34.000,MST117,,,6,,0,336.0,0,0,49,
61093,39,2006-08-28T08:43:47.000,750,,,463,6.5,,2006-08-28T08:47:45.000,,,,,,0.0,702,0,LOC65427,2011-03-29T16:02:34.000,MST117,,,6,07/31/2006 06:50:24,0,336.0,0,0,49,
106409,39,2011-10-03T09:08:56.000,750,LEWIS,,463,6.5,,2011-10-03T09:08:56.000,,611.0,,,,0.0,702,0,,2011-09-24T00:02:01.000,,,0.0,2011,09/02/2011 00:00:00,0,665.0,1,0,49,"CLR STS THAT THERE IS A D IRTY LOT WITH OVERGROWN G RASS, STRAY CATS AND LOOS E TRASH ALONG WITH A FUNK Y SMELL IN THE AREA._CHRO NIC CONDTION"
132667,39,2015-10-22T09:16:11.000,750,,0.0,504,6.5,,2015-10-22T09:16:11.000,,600.0,,600.0,,0.0,702,0,,2015-10-22T00:02:07.000,,ALBANY AVENUE,0.0,2015,,0,665.0,0,0,49,
19329,39,2001-07-24T10:57:24.000,750,,395.0,502,1.0,,2001-07-24T00:00:00.000,,,,,,,702,0,LOC26006,2011-03-29T16:02:34.000,MST117,,,1,,1,722.0,0,0,47,
12787,39,2000-04-27T11:32:33.000,750,,,468,6.5,,2000-04-27T11:32:19.000,,,,,,0.0,702,0,LOC16628,2011-03-29T16:02:34.000,MST117,,,99,,0,469.0,0,86,49,
78222,39,2008-07-16T08:59:24.000,750,,,504,4.0,,2008-07-16T00:00:00.000,,,,,,0.0,702,0,LOC80261,2011-03-29T16:02:34.000,MST117,,,8,,0,664.0,0,0,49,
70415,40,2007-09-14T14:26:37.000,750,,,504,6.5,,2007-09-14T00:00:00.000,,,,,,0.0,702,0,LOC73299,2011-03-29T16:02:34.000,MST117,,,7,,0,336.0,0,0,49,
59590,39,2006-07-20T11:52:33.000,750,,,504,6.5,,2006-07-20T12:00:42.000,,,,,,0.0,702,0,LOC64142,2011-03-29T16:02:34.000,MST117,,,6,,0,336.0,0,4,49,
135000,39,2016-03-24T12:21:08.000,750,,0.0,504,6.5,,2016-03-24T10:00:33.000,,609.0,,609.0,,0.0,702,0,,2016-03-17T00:02:03.000,,BEND,0.0,2016,,0,665.0,0,0,49,
5045,39,1999-04-26T13:42:58.000,750,,,502,6.5,,1999-05-03T11:20:08.000,,,,,,0.0,702,0,LOC5841,2011-03-29T16:02:34.000,MST117,,,98,,0,680.0,0,0,49,
13487,39,2000-10-26T11:15:31.000,750,,395.0,465,6.5,,2000-11-01T14:30:57.000,,,,,,,702,0,LOC22022,2011-03-29T16:02:34.000,MST117,,,0,,0,608.0,0,0,49,
133208,39,2016-01-06T11:49:39.000,751,,0.0,504,6.5,,2016-01-06T11:49:38.000,,600.0,,600.0,,0.0,702,0,,2015-12-15T00:02:07.000,,HEGEMAN AVENUE,0.0,2015,,0,665.0,0,0,49,
103616,39,2011-06-01T09:19:12.000,750,,0.0,504,6.5,,2011-06-01T09:19:12.000,,611.0,,611.0,,0.0,702,0,,2011-05-25T00:02:01.000,,GLENMORE AVENUE,0.0,2011,,0,665.0,0,5,49,
88647,39,2009-07-16T14:50:57.000,750,,,502,6.5,,2009-07-16T00:00:00.000,,,,,,0.0,702,0,LOC88351,2011-03-29T16:02:34.000,MST117,,,9,,0,336.0,0,0,49,
13653,39,2000-06-15T14:52:23.000,750,,395.0,502,6.5,,2000-06-15T14:52:10.000,,,,,,1.0,702,0,LOC18084,2011-03-29T16:02:34.000,MST117,,,0,,0,478.0,0,68,49,
68557,39,2007-07-06T13:06:51.000,750,,,463,6.5,,2007-07-06T00:00:00.000,,,,,,0.0,702,0,LOC71721,2011-03-29T16:02:34.000,MST117,,,7,06/04/2007 06:51:46,0,336.0,0,0,49,
41040,40,2004-05-26T11:44:24.000,750,,,504,6.5,,2004-05-26T00:00:00.000,,,,,,,702,0,LOC49104,2011-03-29T16:02:34.000,MST117,,,4,,0,542.0,0,0,49,
3720,39,1998-09-30T14:44:36.000,750,,,504,5.5,,1998-10-05T11:12:32.000,,,,,,0.0,702,0,LOC2625,2011-03-29T16:02:34.000,MST117,,,98,,0,680.0,0,0,49,
17106,39,2000-10-30T11:19:01.000,750,,395.0,502,3.0,,2000-10-30T11:18:27.000,,,,,,1.0,702,0,LOC22279,2011-03-29T16:02:34.000,MST117,,,0,,0,608.0,0,0,49,
92278,40,2009-11-04T14:50:16.000,750,,,504,6.5,,2009-11-04T00:00:00.000,,,,,,0.0,702,0,LOC91465,2011-03-29T16:02:34.000,MST117,,,9,,0,664.0,0,0,46,
18193,39,2001-02-09T09:07:26.000,750,,,502,6.5,,2001-02-13T22:04:27.000,,,,,,,702,0,LOC23662,2011-03-29T16:02:34.000,MST117,,,0,,1,678.0,0,0,49,
79013,39,2008-08-20T09:32:58.000,750,,,504,6.5,,2008-08-20T00:00:00.000,,,,,,0.0,702,0,LOC80859,2011-03-29T16:02:34.000,MST117,,,8,,0,,0,0,49,
65927,39,2007-03-20T14:12:59.000,750,,,467,6.5,,2007-03-20T14:13:21.000,,,,,,0.0,702,0,LOC69551,2011-03-29T16:02:34.000,MST117,,,7,02/21/2007 12:15:45,0,336.0,0,0,49,
121463,40,2013-12-02T14:17:06.000,750,,0.0,502,5.5,,2013-12-02T14:17:06.000,,611.0,,611.0,,0.0,702,0,,2013-11-22T00:02:13.000,,WIELAND AVENUE,0.0,2013,,0,665.0,0,0,49,
50133,39,2005-06-07T09:12:52.000,750,,,463,5.5,,2005-06-07T09:11:48.000,,,,,,1.0,702,0,LOC56398,2011-03-29T16:02:34.000,MST117,,,5,05/10/2005 07:05:59,0,555.0,0,0,49,
7034,39,1999-02-10T14:30:58.000,750,,,465,6.5,,1999-02-10T14:29:40.000,,,,,,0.0,702,0,LOC7077,2011-03-29T16:02:34.000,MST117,,,98,,0,680.0,0,0,49,
97261,40,2010-07-21T08:10:38.000,750,,,463,6.5,,2010-07-21T00:00:00.000,,,,600.0,,0.0,702,0,LOC95650,2011-03-29T16:02:34.000,MST117,,,10,06/01/2010 13:08:17,1,671.0,0,0,49,
67133,39,2007-06-06T10:57:04.000,750,,,467,6.5,,2007-06-06T00:00:00.000,,,,,,0.0,702,0,LOC70410,2011-03-29T16:02:34.000,MST117,,,7,04/12/2007 09:31:02,0,664.0,0,0,49,
19317,40,2001-08-27T14:48:13.000,750,,,502,6.5,,2001-08-27T00:00:00.000,,,,,,,702,0,LOC25935,2011-03-29T16:02:34.000,MST117,,,1,,1,678.0,0,0,49,
67816,39,2007-06-08T14:22:28.000,750,,,502,6.5,,2007-06-08T00:00:00.000,,,,,,0.0,702,0,LOC71096,2011-03-29T16:02:34.000,MST117,,,7,,0,336.0,0,0,49,
9295,39,1999-08-26T14:23:35.000,750,,,502,6.5,,1999-09-10T11:25:14.000,,,,,,,702,0,LOC11674,2011-03-29T16:02:34.000,MST117,,,99,,0,608.0,0,0,49,
63156,39,2006-12-01T09:21:52.000,750,,,504,6.5,,2006-12-01T09:20:52.000,,,,,,0.0,702,0,LOC67198,2011-03-29T16:02:34.000,MST117,,,6,,0,681.0,0,0,49,
104803,39,2011-08-05T13:41:17.000,750,TUCKER,,463,3.0,,2011-08-05T13:41:17.000,,600.0,,,,0.0,702,0,,2011-07-20T00:02:01.000,,CASTLETON AVENUE,0.0,2011,06/25/2011 00:00:00,1,665.0,1,0,49,CLR STS DIRTY LOT AT THE MENTIONED LOCATION. CLR S TS THERE IS HIGH GRASS & WEEDS ON THE PROPERTY. PR OBLEM FOR THE PAST 5 MONT HS
91831,39,2009-10-30T11:09:18.000,750,,,504,6.5,,2009-10-30T00:00:00.000,,,,,,0.0,702,0,LOC91135,2011-03-29T16:02:34.000,MST117,,,9,,0,666.0,0,0,49,
61337,39,2006-09-27T11:09:48.000,750,,,463,6.5,,2006-09-27T11:08:36.000,,,,,,0.0,702,0,LOC65620,2011-03-29T16:02:34.000,MST117,,,6,08/09/2006 07:14:05,0,681.0,0,0,49,
60012,39,2006-07-07T09:50:08.000,750,,,514,6.5,,2006-07-07T09:49:12.000,,,,,,0.0,702,0,LOC64501,2011-03-29T16:02:34.000,MST117,,,6,06/15/2006 10:49:01,0,664.0,0,0,49,
51012,39,2005-07-01T08:55:44.000,750,,,463,4.0,,2005-07-01T08:54:24.000,,,,,,1.0,702,0,LOC57015,2011-03-29T16:02:34.000,MST117,,,5,06/09/2005 13:53:26,0,555.0,0,0,49,
2250,39,1998-02-13T15:59:04.000,750,,,504,6.5,,1998-02-13T16:00:35.000,,,,,,0.0,702,0,LOC429,2011-03-29T16:02:34.000,MST117,,,97,,0,623.0,0,35,49,
26205,39,2002-08-09T11:04:53.000,750,,,504,4.0,,2002-08-09T00:00:00.000,,,,,,,702,0,LOC34258,2011-03-29T16:02:34.000,MST117,,,2,,0,623.0,0,1,47,
93422,39,2010-01-12T15:26:47.000,750,,,504,6.5,,2010-01-12T00:00:00.000,,,,,,0.0,702,0,LOC92537,2011-03-29T16:02:34.000,MST117,,,9,,0,336.0,0,0,49,
9629,39,1999-07-06T06:34:27.000,750,,,504,3.5,,1999-07-06T06:36:25.000,,,,,,,702,0,LOC10700,2011-03-29T16:02:34.000,MST117,,,99,,0,608.0,0,0,49,
58040,39,2006-06-27T12:29:41.000,750,,,504,6.5,,2006-06-27T12:32:48.000,,,,,,0.0,702,0,LOC62742,2011-03-29T16:02:34.000,MST117,,,6,,0,555.0,0,0,49,
15996,39,2000-09-29T09:34:25.000,750,,,502,4.5,,2000-09-29T09:33:50.000,,,,,,0.0,702,0,LOC20312,2011-03-29T16:02:34.000,MST117,,,0,,0,478.0,0,0,49,
11079,39,2001-02-15T02:16:45.000,750,,,502,6.5,,2001-02-15T02:16:17.000,,,,,,0.0,702,0,LOC13716,2011-03-29T16:02:34.000,MST117,,,99,,0,469.0,0,0,49,
53360,40,2005-10-05T09:42:55.000,750,,,463,2.5,,2005-10-05T09:42:31.000,,,,,,0.0,702,0,LOC58864,2011-03-29T16:02:34.000,MST117,,,5,09/01/2005 07:27:23,1,664.0,0,0,49,
40279,39,2004-05-27T15:02:04.000,750,,,504,6.5,,2004-05-27T00:00:00.000,,,,,,1.0,702,0,LOC48499,2011-03-29T16:02:34.000,MST117,,,4,,1,542.0,0,0,49,
10461,39,1999-08-12T08:48:35.000,750,,,504,4.5,,1999-08-12T08:52:57.000,,,,,,,702,0,LOC13493,2011-03-29T16:02:34.000,MST117,,,99,,0,340.0,0,0,49,
2507,39,1998-06-22T14:31:57.000,750,,,465,5.5,,1998-06-22T14:31:39.000,,,,,,0.0,702,0,LOC1915,2011-03-29T16:02:34.000,MST117,,,98,,0,680.0,0,0,49,
36449,39,2004-01-06T14:28:14.000,750,,,502,5.5,,2004-01-06T00:00:00.000,,,,,,0.0,702,0,LOC45098,2011-03-29T16:02:34.000,MST117,,,3,,0,664.0,0,0,47,
81888,39,2008-10-24T10:42:35.000,750,,,504,4.5,,2008-10-24T00:00:00.000,,,,,,0.0,702,0,LOC83325,2011-03-29T16:02:34.000,MST117,,,8,,0,336.0,0,0,49,
23474,39,2002-05-21T11:50:16.000,750,,,502,5.5,,2002-05-21T00:00:00.000,,,,,,0.0,702,0,LOC31341,2011-03-29T16:02:34.000,MST117,,,2,,1,741.0,0,2,381,
6933,39,1999-05-10T11:46:28.000,750,,,502,5.5,,1999-05-19T14:05:41.000,,,,,,0.0,702,0,LOC7319,2011-03-29T16:02:34.000,MST117,,,98,,0,680.0,0,37,49,
44346,39,2005-04-12T15:02:13.000,750,,,504,1.0,,2005-04-12T00:00:00.000,,,,,,1.0,702,0,LOC51610,2011-03-29T16:02:34.000,MST117,,,4,,0,623.0,0,0,49,
49886,39,2005-07-15T09:14:53.000,750,,,504,6.5,,2005-07-15T09:15:58.000,,,,,,1.0,702,0,LOC56115,2011-03-29T16:02:34.000,MST117,,,5,,0,555.0,0,0,49,
126962,40,2014-11-20T12:05:36.000,750,,0.0,504,5.5,,2014-11-20T12:05:36.000,,611.0,,611.0,,0.0,702,0,,2014-11-20T00:02:04.000,,SEDGWICK STREET,0.0,2014,,0,664.0,0,0,49,
45380,39,2004-11-23T12:05:05.000,750,,,502,2.5,,2004-11-23T00:00:00.000,,,,,,1.0,702,0,LOC52513,2011-03-29T16:02:34.000,MST117,,,4,,1,336.0,0,0,49,
102432,39,2011-04-25T14:30:02.000,750,,0.0,504,1.5,,2011-04-25T14:30:02.000,,600.0,,600.0,,0.0,702,0,,2011-04-23T00:02:01.000,,SEAGIRT AVENUE,0.0,2011,,1,665.0,0,0,49,FENCED & ACCESSIBLE
64566,40,2007-01-30T08:48:53.000,750,,,504,6.5,,2007-01-30T08:52:53.000,,,,,,0.0,702,0,LOC68478,2011-03-29T16:02:34.000,MST117,,,6,,0,336.0,0,0,49,
30776,40,2003-11-28T11:25:10.000,750,,370.0,502,3.5,,2003-11-28T00:00:00.000,,,,,,0.0,702,0,LOC39163,2011-03-29T16:02:34.000,MST117,,,3,,0,336.0,0,0,49,
129699,39,2015-05-22T12:34:56.000,750,,0.0,504,3.5,,2015-05-22T12:34:56.000,,600.0,,600.0,,0.0,702,0,,2015-05-19T00:02:07.000,,SARATOGA AVENUE,0.0,2015,,0,665.0,0,0,49,
8664,39,1999-12-17T10:17:21.000,750,,,502,6.5,,1999-12-30T10:33:26.000,,,,,,1.0,702,0,LOC8861,2011-03-29T16:02:34.000,MST117,,,99,,0,608.0,0,70,49,
96278,39,2010-06-04T10:55:34.000,750,,,467,6.5,,2010-06-04T00:00:00.000,,,,,,0.0,702,0,LOC94779,2011-03-29T16:02:34.000,MST117,,,10,04/30/2010 11:03:02,0,664.0,0,0,46,
6283,39,1999-09-07T09:26:39.000,750,,,502,6.5,,1999-09-10T08:50:59.000,,,,,,,702,0,LOC12386,2011-03-29T16:02:34.000,MST117,,,98,,0,673.0,0,535,49,
76505,39,2008-04-16T14:36:49.000,750,,,502,5.5,,2008-04-16T00:00:00.000,,,,,,0.0,702,0,LOC78728,2011-03-29T16:02:34.000,MST117,,,8,,0,664.0,0,0,49,
120908,39,2013-11-08T09:20:07.000,750,UDOH,,463,6.5,,2013-11-08T09:20:07.000,,600.0,,,,0.0,702,0,,2013-10-31T00:02:05.000,,INWOOD STREET,0.0,2013,09/22/2013 00:00:00,1,669.0,1,0,49,VACANT LOT HAS A COUPLE O F LARGE BLACK GARBAGE BAG S
