payment_id,vendor_name,estimated_start_date,contract_status,payment_date,contract_end_date,payment_value
9888.0,ACTION PRESS OF PARK SLOPE CORP.,2009-09-09T00:00:00.000,Authorized to Start Work,2010-05-11T00:00:00.000,2010-08-31T00:00:00.000,76.29
,"Power Concrete CO., Inc.",2009-10-01T00:00:00.000,Authorized to Start Work,,2011-11-18T00:00:00.000,
13829.0,INGRAM LIBRARY SERVS INC.,2009-09-09T00:00:00.000,Authorized to Start Work,2010-04-24T00:00:00.000,2011-08-31T00:00:00.000,245.8
10918.0,B & H FOTO & ELECTRONICS CORP.,2009-09-09T00:00:00.000,Authorized to Start Work,2010-04-21T00:00:00.000,2011-06-30T00:00:00.000,512.96
,"PEARSON EDUCATION, INC.",2009-09-09T00:00:00.000,Authorized to Start Work,,2020-06-30T00:00:00.000,
,"Zoria Housing, LLC",2009-10-30T00:00:00.000,Authorized to Start Work,,2012-02-28T00:00:00.000,
12314.0,NYC OUTWARD BOUND CENTER,2009-09-09T00:00:00.000,Authorized to Start Work,2010-05-24T00:00:00.000,2012-06-30T00:00:00.000,1500.0
2861.0,Rockaway Development & Revitalization Corporation,2009-04-01T00:00:00.000,Contract Change Registered/Filed,2009-10-01T00:00:00.000,2012-03-31T00:00:00.000,2732.37
14819.0,,2009-09-09T00:00:00.000,,2009-07-31T00:00:00.000,,695.97
9223.0,P. C. Richards & Co.,2009-07-30T00:00:00.000,Authorized to Start Work,2010-06-24T00:00:00.000,2012-02-28T00:00:00.000,34715.34
9411.0,,2009-07-01T00:00:00.000,,2010-06-05T00:00:00.000,,7241.5
10149.0,"SCHOLASTIC, INCORPORATED",2009-09-09T00:00:00.000,Authorized to Start Work,2010-02-17T00:00:00.000,2017-09-30T00:00:00.000,484.5
,,2010-03-16T00:00:00.000,,,,
11424.0,"SCHOOL PROFESSIONALS,DIV.OF TEMPOSITIONS",2009-09-09T00:00:00.000,Authorized to Start Work,2010-05-01T00:00:00.000,2012-08-31T00:00:00.000,8364.36
10531.0,INGRAM LIBRARY SERVS INC.,2009-09-09T00:00:00.000,Authorized to Start Work,2009-11-04T00:00:00.000,2011-08-31T00:00:00.000,350.4
,TBD,2010-08-02T00:00:00.000,Pre-Solicitation,,2010-07-01T00:00:00.000,
42.0,Pyceco Distributor Corporation,2009-10-13T00:00:00.000,Contract Registered,2009-12-14T00:00:00.000,2010-06-30T00:00:00.000,809.0
,,2009-05-15T00:00:00.000,,,,
486.0,,2009-08-01T00:00:00.000,,2009-10-24T00:00:00.000,,7752.59
2685.0,"Alianza Dominicana, Inc.",2009-04-01T00:00:00.000,Contract Change Registered/Filed,2009-08-19T00:00:00.000,2012-03-31T00:00:00.000,522.5
3236.0,"Danco, Inc.",2009-07-30T00:00:00.000,Contract Registered,2010-01-07T00:00:00.000,2012-02-28T00:00:00.000,49444.0
12915.0,TEACHERS COLLEGE COLUMBIA UNIVERSITY,2009-09-09T00:00:00.000,Authorized to Start Work,2010-04-26T00:00:00.000,2014-06-30T00:00:00.000,10582.0
,Cooperative Home Care Associates,2009-08-01T00:00:00.000,Authorized to Start Work,,2010-11-01T00:00:00.000,
254.0,HELP Social Service,2009-07-21T00:00:00.000,Vendor Selected/Registration Pending,2009-12-15T00:00:00.000,2010-06-30T00:00:00.000,146969.0
11186.0,"FRANCIS SCHOOL, INC.",2009-09-09T00:00:00.000,Authorized to Start Work,2010-06-04T00:00:00.000,2012-08-31T00:00:00.000,646.55
,Carp Construction,2010-03-15T00:00:00.000,Authorized to Start Work,,2012-03-14T00:00:00.000,
,AWARD PUBLISHING LTD,2009-09-09T00:00:00.000,Authorized to Start Work,,2014-07-31T00:00:00.000,
,,2009-09-15T00:00:00.000,,,,
3129.0,P. C. Richards & Co.,2009-07-30T00:00:00.000,Authorized to Start Work,2010-02-11T00:00:00.000,2012-02-28T00:00:00.000,23403.6
4520.0,Visiting Nurse Service of New York,2009-07-01T00:00:00.000,Contract Change Registered/Filed,2010-03-29T00:00:00.000,2011-06-30T00:00:00.000,11598.05
8925.0,,2009-07-01T00:00:00.000,,2010-05-31T00:00:00.000,,60052.66
8064.0,Linear Environmental Corp.,2009-08-01T00:00:00.000,Authorized to Start Work,2010-04-12T00:00:00.000,2010-08-20T00:00:00.000,50.0
,,2009-06-20T00:00:00.000,,,,
8652.0,Electronics Interface Associates,2009-07-15T00:00:00.000,Authorized to Start Work,2010-05-11T00:00:00.000,2012-02-28T00:00:00.000,32464.72
,,2009-07-21T00:00:00.000,,,,
3039.0,"Force Mechanical, Inc. F/K/A Jamestone, Inc.",2009-07-30T00:00:00.000,Authorized to Start Work,2010-02-11T00:00:00.000,2009-11-23T00:00:00.000,31908.6
2684.0,"Alianza Dominicana, Inc.",2009-04-01T00:00:00.000,Contract Change Registered/Filed,2009-12-09T00:00:00.000,2012-03-31T00:00:00.000,956.66
11893.0,BINET INC,2009-09-09T00:00:00.000,Authorized to Start Work,2010-04-30T00:00:00.000,2012-08-31T00:00:00.000,7800.8
16047.0,"CORPORATE STAFF SERVICES, INC.",2009-04-01T00:00:00.000,Contract Registered,2010-05-25T00:00:00.000,2010-03-30T00:00:00.000,32059.14
,Good Shepherd Services,2009-07-01T00:00:00.000,Contract Change Registered/Filed,,2011-08-31T00:00:00.000,
3738.0,,2009-08-01T00:00:00.000,,2010-01-02T00:00:00.000,,390.81
,"Isseks Brothers, Inc.",2009-10-30T00:00:00.000,Authorized to Start Work,,2012-02-28T00:00:00.000,
3612.0,,2009-07-01T00:00:00.000,,2009-12-31T00:00:00.000,,16.5
,,2009-10-30T00:00:00.000,,,,
2893.0,"St. Mary`s Community Services, Inc.",2009-04-01T00:00:00.000,Contract Change Registered/Filed,2009-12-17T00:00:00.000,2012-03-31T00:00:00.000,7589.24
8106.0,Linear Environmental Corp.,2009-08-01T00:00:00.000,Authorized to Start Work,2010-04-19T00:00:00.000,2010-08-20T00:00:00.000,2164.0
10493.0,INGRAM LIBRARY SERVS INC.,2009-09-09T00:00:00.000,Authorized to Start Work,2010-06-08T00:00:00.000,2011-08-31T00:00:00.000,388.22
9788.0,,2009-10-14T00:00:00.000,,2010-01-30T00:00:00.000,,5105.23
9811.0,,2010-03-19T00:00:00.000,Authorized to Start Work,2010-06-30T00:00:00.000,2010-06-30T00:00:00.000,28758.74
15277.0,"SAM TELL & SON, INC.",2009-09-15T00:00:00.000,Authorized to Start Work,2009-11-05T00:00:00.000,2011-06-30T00:00:00.000,6037.51
3783.0,,2009-09-01T00:00:00.000,,2010-02-27T00:00:00.000,,8.25
11107.0,"FRANCIS SCHOOL, INC.",2009-09-09T00:00:00.000,Authorized to Start Work,2010-06-09T00:00:00.000,2012-08-31T00:00:00.000,11854.25
1401.0,Kordun Construction Corp.,2009-06-01T00:00:00.000,Authorized to Start Work,2009-11-24T00:00:00.000,2010-08-30T00:00:00.000,291207.3
3774.0,,2009-08-01T00:00:00.000,,2010-03-27T00:00:00.000,,24.89
3868.0,,2009-10-01T00:00:00.000,,2009-12-29T00:00:00.000,,73180.8
251.0,HELP Social Service,2009-07-21T00:00:00.000,Vendor Selected/Registration Pending,2009-12-15T00:00:00.000,2010-06-30T00:00:00.000,21363.0
4961.0,Madison Square Boys & Girls Club,2009-07-01T00:00:00.000,Contract Change Registered/Filed,2010-03-19T00:00:00.000,2011-08-31T00:00:00.000,19509.99
,JETT INDUSTRIES,2010-01-08T00:00:00.000,Vendor Selected - Registration Pending,,2013-02-01T00:00:00.000,
13066.0,"SUSSMAN SALES COMPANY, INC.",2009-09-09T00:00:00.000,Authorized to Start Work,2010-05-19T00:00:00.000,2011-08-31T00:00:00.000,71.75
3052.0,P.C.Richard & Son,2009-07-30T00:00:00.000,Authorized to Start Work,2009-08-27T00:00:00.000,,23640.0
3553.0,P. C. Richards & Co.,2009-07-30T00:00:00.000,Authorized to Start Work,2010-03-18T00:00:00.000,2012-02-28T00:00:00.000,27304.2
13863.0,INGRAM LIBRARY SERVS INC.,2009-09-09T00:00:00.000,Authorized to Start Work,2010-04-30T00:00:00.000,2011-08-31T00:00:00.000,2029.64
8296.0,Pacific Energy Corp.,2009-07-01T00:00:00.000,Authorized to Start Work,2010-04-12T00:00:00.000,2010-05-06T00:00:00.000,150.0
13405.0,"AMERICA'S CHOICE, INC.",2009-09-09T00:00:00.000,Authorized to Start Work,2010-03-15T00:00:00.000,2021-11-30T00:00:00.000,572.0
141.0,,2009-07-01T00:00:00.000,,2009-11-21T00:00:00.000,,1917.81
3209.0,AKRO GENERAL CONTRACTING INC.,2009-06-08T00:00:00.000,Authorized to Start Work,2010-01-26T00:00:00.000,2010-12-30T00:00:00.000,260940.52
9555.0,,2009-07-21T00:00:00.000,,2010-06-11T00:00:00.000,,21003.77
7639.0,,2008-10-01T00:00:00.000,,2009-12-31T00:00:00.000,,192534421.0
,,2009-10-20T00:00:00.000,,,,
,,2010-03-01T00:00:00.000,,,,
51.0,,2009-07-01T00:00:00.000,,2009-07-31T00:00:00.000,,151563.31
9502.0,Joan McCroud,2009-05-18T00:00:00.000,Authorized to Start Work,2010-06-08T00:00:00.000,2010-06-30T00:00:00.000,1750.0
,,2010-01-01T00:00:00.000,,,,
10106.0,TEACHER CREATED MATERIALS,2009-09-09T00:00:00.000,Authorized to Start Work,2010-06-16T00:00:00.000,2015-12-31T00:00:00.000,3157.0
7636.0,,2008-10-01T00:00:00.000,,2009-04-07T00:00:00.000,,135140762.0
10671.0,LEARNER FIRST LLC,2009-09-09T00:00:00.000,Authorized to Start Work,2010-06-11T00:00:00.000,2010-08-31T00:00:00.000,35029.16
,,2009-07-21T00:00:00.000,,,,
9466.0,TBD,2009-08-01T00:00:00.000,Competition/Solicitation in Progress,2010-05-04T00:00:00.000,,30693.96
9771.0,,2009-07-01T00:00:00.000,,2010-06-30T00:00:00.000,,227143.79
,,2009-10-30T00:00:00.000,,,,
9164.0,"Centennial Elevator Industires, Inc.",2009-12-31T00:00:00.000,Authorized to Start Work,2010-06-08T00:00:00.000,2011-12-31T00:00:00.000,40077.65
9793.0,Unique Woodworking Inc,2009-10-20T00:00:00.000,,2010-02-16T00:00:00.000,,1800.0
,,2009-08-01T00:00:00.000,,,,
7922.0,"Volmar Construction, Inc.",2009-08-01T00:00:00.000,Authorized to Start Work,2010-04-21T00:00:00.000,2010-01-15T00:00:00.000,12578.64
,,2009-10-20T00:00:00.000,,,,
9412.0,,2009-07-01T00:00:00.000,,2010-06-20T00:00:00.000,,2569.86
11151.0,"FRANCIS SCHOOL, INC.",2009-09-09T00:00:00.000,Authorized to Start Work,2010-05-11T00:00:00.000,2012-08-31T00:00:00.000,891.8
,,2009-06-01T00:00:00.000,,,,
12232.0,SCAN SUPPORTIVE CHILDRENS,2009-09-09T00:00:00.000,Authorized to Start Work,2010-05-21T00:00:00.000,2012-08-31T00:00:00.000,25951.38
10908.0,B & H FOTO & ELECTRONICS CORP.,2009-09-09T00:00:00.000,Authorized to Start Work,2010-04-20T00:00:00.000,2011-06-30T00:00:00.000,49.9
13492.0,"CURRICULUM ASSOCIATES, INC",2009-09-09T00:00:00.000,Authorized to Start Work,2010-05-07T00:00:00.000,2014-10-31T00:00:00.000,1357.0
52.0,,2009-07-01T00:00:00.000,,2009-07-31T00:00:00.000,,77297.29
,,2009-12-31T00:00:00.000,,,,
12963.0,,2009-09-09T00:00:00.000,,2010-01-31T00:00:00.000,,23614856.05
1822.0,JAMAICA SERVICE PROGRAM FOR OLDER ADULTS INC,2009-07-01T00:00:00.000,,2009-09-28T00:00:00.000,2010-06-30T00:00:00.000,4358.93
8773.0,CAMBA,2009-07-21T00:00:00.000,Vendor Selected/Registration Pending,2010-06-15T00:00:00.000,2010-06-30T00:00:00.000,29692.0
1167.0,"LAKHI GENERAL CONTRACTOR, INC.",2009-07-15T00:00:00.000,Authorized to Start Work,2009-11-19T00:00:00.000,2010-05-30T00:00:00.000,100225.0
13713.0,INGRAM LIBRARY SERVS INC.,2009-09-09T00:00:00.000,Authorized to Start Work,2010-05-11T00:00:00.000,2011-08-31T00:00:00.000,38.28
,,2009-11-15T00:00:00.000,,,,
88.0,,2009-07-01T00:00:00.000,,2009-09-26T00:00:00.000,,49.5
,"Urban Engineers of New York, P.C. ",2009-10-01T00:00:00.000,Contract Registered,,2013-01-01T00:00:00.000,
9630.0,Claremont Neighborh'd Centers,2009-07-01T00:00:00.000,Authorized to Start Work,2010-01-01T00:00:00.000,2010-06-30T00:00:00.000,25459.67
10614.0,"LEGAL INTERPRETING SERVICES, INC.",2009-09-09T00:00:00.000,Authorized to Start Work,2010-06-02T00:00:00.000,2010-08-31T00:00:00.000,168.0
10632.0,THE ACADEMIC ADVANTAGE INC.,2009-09-09T00:00:00.000,Authorized to Start Work,2010-05-01T00:00:00.000,2010-08-31T00:00:00.000,103803.55
,"Centennial Elevator Industries, Inc.",2010-03-16T00:00:00.000,Authorized to Start Work,,2011-12-31T00:00:00.000,
16245.0,,2009-04-01T00:00:00.000,,2010-06-30T00:00:00.000,,34369.59
13134.0,"SUSSMAN SALES COMPANY, INC.",2009-09-09T00:00:00.000,Authorized to Start Work,2010-03-26T00:00:00.000,2011-08-31T00:00:00.000,1960.0
3894.0,Superstructures Engineers & Architects,2010-03-16T00:00:00.000,Authorized to Start Work,2010-02-09T00:00:00.000,2010-11-17T00:00:00.000,30495.0
8356.0,Pacific Energy Corp,2009-07-19T00:00:00.000,Authorized to Start Work,2010-04-05T00:00:00.000,2010-05-06T00:00:00.000,105.48
13916.0,INGRAM LIBRARY SERVS INC.,2009-09-09T00:00:00.000,Authorized to Start Work,2010-04-26T00:00:00.000,2011-08-31T00:00:00.000,9.84
8497.0,Pacific Energy Corp,2009-07-19T00:00:00.000,Authorized to Start Work,2010-05-27T00:00:00.000,2010-05-06T00:00:00.000,590.25
,,2009-04-01T00:00:00.000,,,,
3123.0,P. C. Richards & Co.,2009-07-30T00:00:00.000,Authorized to Start Work,2010-02-11T00:00:00.000,2012-02-28T00:00:00.000,27304.2
3686.0,,2009-07-01T00:00:00.000,,2010-02-27T00:00:00.000,,2569.86
1864.0,JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,2009-07-01T00:00:00.000,,2009-10-07T00:00:00.000,2010-06-30T00:00:00.000,41196.0
3682.0,,2009-07-01T00:00:00.000,,2010-02-13T00:00:00.000,,2569.86
3328.0,HAKS Engineering,2010-03-16T00:00:00.000,Authorized to Start Work,2010-03-09T00:00:00.000,2011-08-31T00:00:00.000,32960.1
7786.0,National Insulation of General Contractor Corp.,2009-08-01T00:00:00.000,Authorized to Start Work,2010-03-23T00:00:00.000,2011-01-19T00:00:00.000,16204.45
13131.0,"SUSSMAN SALES COMPANY, INC.",2009-09-09T00:00:00.000,Authorized to Start Work,2010-05-10T00:00:00.000,2011-08-31T00:00:00.000,1881.6
,,2009-08-14T00:00:00.000,,,,
9438.0,,2009-08-01T00:00:00.000,,2010-06-05T00:00:00.000,,2393.42
3677.0,,2009-07-01T00:00:00.000,,2010-01-16T00:00:00.000,,6958.0
15461.0,The Children`s Aid Society,2009-04-01T00:00:00.000,Contract Change Registered/Filed,2010-04-20T00:00:00.000,2012-03-31T00:00:00.000,19429.52
9552.0,,2009-07-21T00:00:00.000,,2010-04-30T00:00:00.000,,25124.24
4869.0,Staples,2009-11-15T00:00:00.000,Contract Registered,2010-03-08T00:00:00.000,2010-06-30T00:00:00.000,264.31
8145.0,Linear Environmental Corp.,2009-08-01T00:00:00.000,Authorized to Start Work,2010-04-26T00:00:00.000,2010-08-20T00:00:00.000,11032.0
,,2009-11-30T00:00:00.000,,,,
502.0,,2009-08-01T00:00:00.000,,2009-12-05T00:00:00.000,,7542.47
136.0,,2009-07-01T00:00:00.000,,2009-10-24T00:00:00.000,,3716.51
1661.0,HAMILTON MADISON HOUSE,2009-07-01T00:00:00.000,,2009-09-30T00:00:00.000,2010-06-30T00:00:00.000,16626.0
9951.0,"SCHOOL SPECIALTY, INC.",2009-09-09T00:00:00.000,Authorized to Start Work,2010-05-07T00:00:00.000,2010-06-30T00:00:00.000,100.41
10506.0,INGRAM LIBRARY SERVS INC.,2009-09-09T00:00:00.000,Authorized to Start Work,2010-05-11T00:00:00.000,2011-08-31T00:00:00.000,8.62
,,2010-03-16T00:00:00.000,,,,
57.0,,2009-07-01T00:00:00.000,,2009-09-30T00:00:00.000,,82207.77
8784.0,Central Nissan LTD DBA LIA Nissan,2009-10-13T00:00:00.000,Contract Registered,2010-05-26T00:00:00.000,2010-06-30T00:00:00.000,8103.68
,,2009-07-10T00:00:00.000,,,,
9885.0,ACTION PRESS OF PARK SLOPE CORP.,2009-09-09T00:00:00.000,Authorized to Start Work,2010-05-20T00:00:00.000,2010-08-31T00:00:00.000,185.95
1310.0,"AMIT Construction, Corp.",2009-10-30T00:00:00.000,Authorized to Start Work,2009-12-08T00:00:00.000,2012-02-28T00:00:00.000,2007.36
447.0,,2009-08-01T00:00:00.000,,2009-07-04T00:00:00.000,,1852.05
,,2010-03-16T00:00:00.000,,,,
8802.0,Goddard Riverside Community Center,2009-07-01T00:00:00.000,Vendor Selected/Registration Pending,2010-06-03T00:00:00.000,2010-06-30T00:00:00.000,114110.0
9519.0,CUNY John Jay College,2009-07-01T00:00:00.000,,2010-06-30T00:00:00.000,2011-09-30T00:00:00.000,77000.0
4537.0,YMCA of Greater New York - Virtual Y,2009-07-01T00:00:00.000,Contract Change Registered/Filed,2010-02-16T00:00:00.000,2010-08-31T00:00:00.000,3776.39
13055.0,"SUSSMAN SALES COMPANY, INC.",2009-09-09T00:00:00.000,Authorized to Start Work,2010-05-18T00:00:00.000,2011-08-31T00:00:00.000,1293.6
13101.0,"SUSSMAN SALES COMPANY, INC.",2009-09-09T00:00:00.000,Authorized to Start Work,2010-04-13T00:00:00.000,2011-08-31T00:00:00.000,173.76
13222.0,"BOOKSOURCE, INCORPORATED",2009-09-09T00:00:00.000,Authorized to Start Work,2010-06-30T00:00:00.000,2014-12-31T00:00:00.000,3602.27
205.0,,2009-09-01T00:00:00.000,,2009-11-21T00:00:00.000,,8.25
,"CDW GOVERNMENT, INC.",2009-09-09T00:00:00.000,Authorized to Start Work,,2011-06-30T00:00:00.000,
13000.0,BARCLAY SCHOOL SUPPLIES,2009-09-09T00:00:00.000,Authorized to Start Work,2010-02-02T00:00:00.000,2010-06-30T00:00:00.000,460.31
8381.0,Pacific Energy Corp,2009-07-19T00:00:00.000,Authorized to Start Work,2010-04-12T00:00:00.000,2010-05-06T00:00:00.000,755.99
9879.0,"ACADEMIC SOFTWARE, INC.",2009-09-09T00:00:00.000,Authorized to Start Work,2010-05-21T00:00:00.000,2010-07-31T00:00:00.000,755.44
10604.0,"BOOKSOURCE, INCORPORATED",2009-09-09T00:00:00.000,Authorized to Start Work,2010-05-04T00:00:00.000,2011-08-31T00:00:00.000,848.83
3759.0,,2009-08-01T00:00:00.000,,2010-02-13T00:00:00.000,,41.25
15597.0,SCO Family of Services,2009-09-01T00:00:00.000,Contract Change Registered/Filed,2010-06-08T00:00:00.000,2011-08-31T00:00:00.000,3240.06
14828.0,,2009-09-09T00:00:00.000,,2010-04-30T00:00:00.000,,30086998.38
,,2009-07-01T00:00:00.000,,,,
3681.0,,2009-07-01T00:00:00.000,,2010-01-30T00:00:00.000,,76.75
10379.0,INGRAM LIBRARY SERVS INC.,2009-09-09T00:00:00.000,Authorized to Start Work,2010-05-25T00:00:00.000,2011-08-31T00:00:00.000,10.98
4497.0,Turning Point,2009-07-01T00:00:00.000,Contract Change Registered/Filed,2010-03-24T00:00:00.000,2011-06-30T00:00:00.000,25894.74
116.0,,2009-07-01T00:00:00.000,,2009-12-05T00:00:00.000,,6958.0
13058.0,"SUSSMAN SALES COMPANY, INC.",2009-09-09T00:00:00.000,Authorized to Start Work,2010-06-01T00:00:00.000,2011-08-31T00:00:00.000,565.9
3534.0,P.C. RICHARD & SON,2009-07-30T00:00:00.000,Pre-Solicitation,2010-03-18T00:00:00.000,,742.5
3880.0,,2009-10-01T00:00:00.000,,2010-01-30T00:00:00.000,,5380.86
,"TR Pipe, Inc.",2009-10-30T00:00:00.000,Authorized to Start Work,,2012-02-28T00:00:00.000,
7760.0,"Charles A. Dimino, Inc.",2009-08-01T00:00:00.000,Authorized to Start Work,2010-03-12T00:00:00.000,2011-04-17T00:00:00.000,13512.5
,,2010-03-16T00:00:00.000,,,,
7936.0,,2009-08-01T00:00:00.000,,2010-03-12T00:00:00.000,,74247.0
472.0,,2009-08-01T00:00:00.000,,2009-09-12T00:00:00.000,,2301.37
12168.0,SCAN SUPPORTIVE CHILDRENS,2009-09-09T00:00:00.000,Authorized to Start Work,2010-05-11T00:00:00.000,2012-08-31T00:00:00.000,1304.26
13487.0,"CURRICULUM ASSOCIATES, INC",2009-09-09T00:00:00.000,Authorized to Start Work,2010-04-07T00:00:00.000,2014-10-31T00:00:00.000,5310.75
,,2010-08-16T00:00:00.000,,,,
9136.0,,2009-10-01T00:00:00.000,,2010-06-30T00:00:00.000,,25641.0
10201.0,MCDOUGAL LIT./HOUGHTON MI,2009-09-09T00:00:00.000,Authorized to Start Work,2010-04-21T00:00:00.000,2014-10-31T00:00:00.000,4794.0
4966.0,"Mosholu Montefiore Community Center, Inc.",2009-07-01T00:00:00.000,Contract Change Registered/Filed,2010-02-10T00:00:00.000,2011-08-31T00:00:00.000,20444.89
13399.0,"AMERICA'S CHOICE, INC.",2009-09-09T00:00:00.000,Authorized to Start Work,2010-04-27T00:00:00.000,2021-11-30T00:00:00.000,1490.0
,Alliance Elevator Co.,2009-07-30T00:00:00.000,Authorized to Start Work,,2011-08-30T00:00:00.000,
9778.0,,2009-07-21T00:00:00.000,,2010-05-28T00:00:00.000,,26780.16
,,2009-07-15T00:00:00.000,,,,
9406.0,,2009-07-01T00:00:00.000,,2010-05-22T00:00:00.000,,2569.86
9264.0,CBS Radio Inc,2009-10-20T00:00:00.000,,2010-02-22T00:00:00.000,,24400.0
1888.0,Cypress Hills Local Development Corporation,2009-07-01T00:00:00.000,Contract Change Registered/Filed,2009-10-07T00:00:00.000,2010-08-31T00:00:00.000,2557.85
10226.0,"CURRICULUM ASSOCIATES, INC",2009-09-09T00:00:00.000,Authorized to Start Work,2010-04-20T00:00:00.000,2014-10-31T00:00:00.000,723.8
,,2009-07-01T00:00:00.000,,,,
97.0,,2009-07-01T00:00:00.000,,2009-10-10T00:00:00.000,,33.0
,,2010-04-30T00:00:00.000,Competition/Solicitation in Progress,,,
1787.0,CHINESE-AMERICAN PLANNING COUNCIL,2009-07-01T00:00:00.000,,2009-10-22T00:00:00.000,2010-06-30T00:00:00.000,8468.32
74.0,,2009-10-01T00:00:00.000,,2009-12-31T00:00:00.000,,582894.24
13851.0,INGRAM LIBRARY SERVS INC.,2009-09-09T00:00:00.000,Authorized to Start Work,2010-04-27T00:00:00.000,2011-08-31T00:00:00.000,789.87
,,2009-10-30T00:00:00.000,,,,
,,2009-08-01T00:00:00.000,,,,
,,2009-10-01T00:00:00.000,,,,
,,2010-03-15T00:00:00.000,,,,
,Tully Construction/Poscillo Civil JV,2010-01-08T00:00:00.000,Contract Registered,,2012-11-01T00:00:00.000,
9429.0,,2009-08-01T00:00:00.000,,2010-05-08T00:00:00.000,,8397.9
14853.0,,2009-09-09T00:00:00.000,,2010-01-31T00:00:00.000,,7805592.54
7680.0,"Precision Environmental, Inc.",2009-08-01T00:00:00.000,Authorized to Start Work,2010-03-12T00:00:00.000,2011-08-15T00:00:00.000,3794.76
3606.0,,2009-07-21T00:00:00.000,,2010-03-19T00:00:00.000,,32526.2
