dbn,location,p_q11b,p_q11f_1,p_q8f_1,p_q9,p_q10b,p_q2d_1,p_q7c_1,p_q7d_5,p_q8b_5,p_q10l,p_q2g_5,p_q11b_1,nr_p,p_q2i_4,p_q11a_3,p_q12aa_3,p_q5b,p_q8c_2,p_q1_4,p_q2h_3,aca_p_10,p_q8f_5,aca_tot_10,p_q4a_5,p_q8e_5,p_q12bb,p_q2i_3,p_q8e_4,p_q4e_5,p_q6_4,p_q4e_1,com_p_10,p_q5h,p_q3c_1,p_q11f_2,p_q2f_2,p_q3b,p_q2g_1,p_q2a_5,p_q4d_3,p_q8d_4,p_q1_12,p_q7b,p_q3d,p_q5g,sch_type,p_q2c_1,p_q3a_5,p_q2b_2,p_q11d_2,p_q7a_2,p_q7b_2,p_q8b_3,p_q9_3,p_q2a_2,p_q10k,p_q2a_4,p_q7a_5,p_q2c_5,p_q7b_4,p_q8e_3,borough,saf_tot_10,rr_t,p_q7d_1,p_q2g_4,p_q10i,p_q2g,p_q3a_1,p_q1_10,p_q3c_2,p_q8d_5,p_q2f_5,p_q8a_3,p_q4e_3,p_q3d_3,p_q5j,p_q2e_3,p_q10d,p_q11d_1,p_q4c_5,p_q2d_3,com_t_10,saf_p_10,p_q7d,p_q7d_2,p_q1_1,p_q8c_1,p_q7b_3,rr_p,p_q12aa,p_q2e_5,p_q9_9,p_q10,p_q4b_4,com_tot_10,p_q12ab,eng_p_10
12X262,Performance Conservatory High School,6.5,23.0,38.0,,39.0,37.0,23.0,16.0,35.0,3.0,4.0,26.0,379,5.0,20.0,24.0,31.0,11.0,0.0,21.0,6.7,38.0,6.2,15.0,43.0,,3.0,6.0,19.0,6.0,19.0,6.4,46.0,22.0,49.0,49.0,5.1,27.0,0.0,12.0,8.0,24.0,7.8,,10.0,High School,27.0,27.0,51.0,52.0,48.0,66.0,0.0,11.0,63.0,3.0,4.0,12.0,3.0,3.0,1.0,BRONX,6.4,59,21.0,6.0,0.0,6.8,16.0,0.0,39.0,29.0,0.0,12.0,15.0,21.0,10.0,3.0,29.0,23.0,7.0,0.0,3.4,7.5,6.7,47.0,0.0,45.0,0.0,18,,35.0,11.0,,8.0,5.4,,7.0
13K350,Urban Assembly School of Music and Art,7.6,40.0,28.0,,49.0,52.0,32.0,13.0,36.0,3.0,8.0,41.0,377,1.0,4.0,12.0,59.0,5.0,0.0,11.0,7.8,58.0,7.2,0.0,44.0,,3.0,0.0,10.0,5.0,30.0,7.4,32.0,19.0,49.0,51.0,5.7,34.0,0.0,5.0,0.0,23.0,8.3,,11.0,High School,37.0,10.0,53.0,64.0,59.0,57.0,5.0,22.0,53.0,1.0,1.0,3.0,1.0,0.0,3.0,BROOKLYN,6.9,84,37.0,1.0,8.0,7.6,21.0,0.0,33.0,44.0,0.0,8.0,5.0,26.0,19.0,4.0,34.0,32.0,4.0,1.0,5.3,8.3,7.8,46.0,0.0,51.0,1.0,21,,38.0,16.0,,4.0,6.2,,7.4
10X254,I.S. 254,7.9,56.0,54.0,,23.0,62.0,44.0,8.0,15.0,3.0,5.0,49.0,408,0.0,2.0,9.0,23.0,4.0,0.0,12.0,8.3,39.0,7.4,5.0,30.0,,7.0,0.0,,2.0,,7.9,54.0,27.0,37.0,36.0,6.6,55.0,0.0,4.0,2.0,0.0,8.7,,8.0,Middle School,52.0,12.0,38.0,31.0,45.0,44.0,5.0,10.0,30.0,2.0,0.0,3.0,2.0,2.0,2.0,BRONX,6.9,29,63.0,0.0,3.0,8.4,32.0,26.0,25.0,23.0,2.0,14.0,,29.0,41.0,4.0,51.0,59.0,2.0,2.0,5.1,8.6,8.7,25.0,0.0,67.0,0.0,15,,23.0,23.0,,2.0,6.3,,7.9
10X374,Knowledge and Power Preparatory Academy International High School (Kappa),8.3,53.0,50.0,,50.0,60.0,53.0,7.0,21.0,3.0,2.0,52.0,273,1.0,2.0,14.0,57.0,9.0,0.0,7.0,8.5,31.0,8.6,0.0,30.0,,6.0,1.0,9.0,4.0,45.0,8.1,64.0,24.0,44.0,33.0,6.5,63.0,0.0,1.0,2.0,30.0,8.3,,26.0,High School,57.0,4.0,40.0,45.0,47.0,43.0,5.0,14.0,35.0,4.0,0.0,1.0,0.0,1.0,2.0,BRONX,8.0,100,43.0,0.0,5.0,8.8,33.0,0.0,30.0,22.0,1.0,7.0,6.0,27.0,27.0,3.0,42.0,47.0,1.0,3.0,7.5,8.5,8.0,44.0,0.0,68.0,5.0,77,,32.0,15.0,,0.0,7.4,,8.1
03M185,P.S. 185 John M. Langston,8.7,69.0,87.0,,38.0,69.0,55.0,3.0,19.0,0.0,7.0,65.0,207,1.0,2.0,6.0,67.0,2.0,32.0,9.0,8.8,12.0,8.3,2.0,11.0,,4.0,0.0,,1.0,,8.5,19.0,70.0,25.0,30.0,8.0,59.0,0.0,2.0,0.0,0.0,9.1,,9.0,Early Childhood School,52.0,2.0,40.0,29.0,32.0,33.0,2.0,26.0,25.0,2.0,1.0,2.0,1.0,0.0,0.0,MANHATTAN,8.8,100,65.0,0.0,11.0,8.7,52.0,0.0,22.0,23.0,1.0,4.0,,12.0,21.0,3.0,69.0,67.0,1.0,0.0,7.2,9.2,8.8,30.0,15.0,72.0,1.0,63,,22.0,9.0,,1.0,7.8,,8.7
14K488,Brooklyn Preparatory High School,7.5,37.0,36.0,,55.0,47.0,30.0,3.0,27.0,2.0,3.0,32.0,331,0.0,4.0,18.0,12.0,7.0,0.0,14.0,7.8,45.0,7.8,4.0,40.0,,2.0,2.0,11.0,1.0,31.0,7.7,50.0,36.0,57.0,48.0,6.7,48.0,0.0,4.0,1.0,16.0,8.2,,13.0,High School,31.0,8.0,58.0,57.0,59.0,60.0,1.0,15.0,46.0,1.0,0.0,5.0,0.0,0.0,0.0,BROOKLYN,7.4,78,32.0,0.0,4.0,8.2,39.0,0.0,32.0,35.0,1.0,11.0,7.0,20.0,30.0,5.0,22.0,33.0,3.0,1.0,7.2,8.3,7.4,58.0,0.0,61.0,3.0,37,,34.0,16.0,,2.0,7.0,,7.7
02M459,Manhattan International High School,7.9,41.0,66.0,,36.0,62.0,54.0,16.0,16.0,3.0,8.0,42.0,283,0.0,0.0,2.0,6.0,3.0,0.0,2.0,7.9,32.0,7.9,6.0,33.0,,2.0,0.0,20.0,5.0,30.0,8.1,19.0,26.0,55.0,34.0,7.1,49.0,0.0,5.0,0.0,23.0,8.8,,15.0,High School,59.0,2.0,37.0,51.0,39.0,38.0,2.0,8.0,45.0,4.0,0.0,2.0,0.0,0.0,0.0,MANHATTAN,8.5,91,39.0,2.0,9.0,8.3,29.0,0.0,31.0,27.0,0.0,0.0,8.0,29.0,51.0,2.0,39.0,45.0,5.0,0.0,6.4,9.1,7.9,42.0,0.0,73.0,2.0,24,,34.0,22.0,,2.0,7.1,,7.8
07X277,P.S. 277,8.3,58.0,77.0,,27.0,55.0,40.0,1.0,18.0,3.0,4.0,53.0,399,2.0,3.0,7.0,60.0,4.0,12.0,9.0,8.5,18.0,8.6,3.0,17.0,,2.0,2.0,,1.0,,8.1,48.0,44.0,39.0,45.0,7.6,42.0,1.0,4.0,2.0,0.0,8.5,,8.0,Elementary School,43.0,1.0,48.0,45.0,42.0,48.0,2.0,15.0,36.0,4.0,2.0,3.0,1.0,1.0,1.0,BRONX,8.3,69,49.0,1.0,10.0,7.9,45.0,0.0,36.0,21.0,1.0,8.0,,20.0,32.0,1.0,62.0,50.0,1.0,1.0,7.6,8.7,8.0,44.0,12.0,71.0,2.0,48,,18.0,23.0,,1.0,7.9,,8.2
20K609,Urban Assembly School for Criminal Justice,7.9,48.0,63.0,,58.0,48.0,37.0,6.0,5.0,2.0,3.0,43.0,200,2.0,5.0,3.0,12.0,7.0,0.0,12.0,8.1,23.0,7.8,5.0,19.0,,7.0,0.0,,2.0,,7.6,72.0,19.0,45.0,34.0,6.8,45.0,0.0,10.0,17.0,0.0,7.9,,49.0,Middle School,36.0,7.0,48.0,49.0,49.0,53.0,5.0,12.0,48.0,0.0,5.0,2.0,0.0,2.0,0.0,BROOKLYN,7.1,94,52.0,0.0,12.0,8.1,31.0,44.0,28.0,19.0,0.0,12.0,,43.0,37.0,5.0,63.0,38.0,0.0,5.0,6.9,8.0,8.3,39.0,0.0,71.0,7.0,22,,21.0,27.0,,0.0,7.0,,7.6
02M124,P.S. 124 Yung Wing,7.5,33.0,79.0,,42.0,55.0,31.0,6.0,22.0,2.0,12.0,31.0,766,0.0,2.0,13.0,56.0,6.0,14.0,7.0,7.6,20.0,7.5,9.0,16.0,,6.0,0.0,,1.0,,7.6,58.0,24.0,63.0,63.0,6.9,30.0,0.0,7.0,0.0,0.0,8.2,,17.0,Elementary School,39.0,2.0,64.0,67.0,57.0,61.0,1.0,19.0,64.0,3.0,0.0,1.0,1.0,0.0,0.0,MANHATTAN,8.3,62,37.0,0.0,22.0,7.8,29.0,0.0,47.0,27.0,1.0,3.0,,35.0,32.0,3.0,78.0,27.0,5.0,1.0,6.0,8.8,7.9,56.0,3.0,67.0,3.0,94,,24.0,11.0,,0.0,6.8,,7.8
17K354,The School of Integrated Learning,8.0,50.0,53.0,,28.0,53.0,37.0,5.0,22.0,4.0,5.0,43.0,210,1.0,3.0,8.0,50.0,9.0,0.0,12.0,8.3,36.0,8.1,3.0,29.0,,3.0,1.0,,3.0,,7.9,52.0,42.0,44.0,49.0,7.6,48.0,2.0,4.0,3.0,1.0,8.1,,13.0,Middle School,38.0,12.0,53.0,48.0,55.0,56.0,2.0,23.0,39.0,1.0,0.0,1.0,3.0,2.0,1.0,BROOKLYN,7.3,97,43.0,0.0,4.0,8.3,39.0,35.0,33.0,24.0,1.0,11.0,,20.0,25.0,4.0,43.0,47.0,2.0,1.0,7.4,8.4,8.1,49.0,0.0,64.0,3.0,77,,26.0,17.0,,0.0,7.1,,8.0
04M096,P.S. 096 Joseph Lanzetta,7.3,36.0,62.0,,28.0,36.0,29.0,3.0,20.0,3.0,7.0,31.0,450,1.0,6.0,15.0,37.0,10.0,13.0,14.0,7.7,33.0,6.8,5.0,29.0,,5.0,0.0,,8.0,,7.3,46.0,35.0,57.0,61.0,6.5,29.0,0.0,7.0,3.0,0.0,8.0,,10.0,Elementary / Middle School,29.0,9.0,63.0,61.0,54.0,59.0,3.0,20.0,56.0,2.0,1.0,1.0,1.0,2.0,0.0,MANHATTAN,6.6,82,42.0,1.0,7.0,7.6,32.0,9.0,34.0,28.0,1.0,12.0,,25.0,23.0,2.0,47.0,28.0,3.0,2.0,4.3,8.3,7.9,52.0,3.0,61.0,3.0,44,,27.0,24.0,,1.0,5.7,,7.4
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),7.2,46.0,74.0,,48.0,52.0,62.0,22.0,19.0,7.0,11.0,33.0,123,4.0,7.0,20.0,28.0,0.0,0.0,19.0,7.8,26.0,7.8,0.0,19.0,,4.0,0.0,,0.0,,7.8,48.0,36.0,50.0,41.0,7.2,57.0,0.0,7.0,0.0,0.0,8.9,,24.0,Middle School,43.0,7.0,59.0,50.0,54.0,37.0,4.0,36.0,43.0,3.0,0.0,0.0,4.0,0.0,0.0,BRONX,7.6,88,35.0,0.0,14.0,8.4,45.0,0.0,46.0,30.0,0.0,4.0,,14.0,38.0,8.0,48.0,38.0,7.0,0.0,7.0,8.9,8.0,39.0,0.0,65.0,0.0,24,,31.0,5.0,,3.0,7.2,,7.8
05M685,Bread & Roses Integrated Arts High School,6.5,27.0,42.0,,46.0,46.0,32.0,5.0,22.0,3.0,9.0,22.0,463,4.0,13.0,23.0,8.0,7.0,0.0,18.0,7.0,42.0,7.1,9.0,41.0,,10.0,0.0,16.0,10.0,22.0,6.8,46.0,20.0,63.0,43.0,5.3,41.0,1.0,6.0,6.0,30.0,7.7,,21.0,High School,40.0,23.0,47.0,57.0,52.0,61.0,1.0,18.0,51.0,3.0,3.0,6.0,0.0,3.0,0.0,MANHATTAN,6.8,57,33.0,4.0,3.0,7.8,14.0,2.0,22.0,35.0,0.0,6.0,8.0,28.0,41.0,5.0,42.0,27.0,13.0,1.0,6.2,7.8,6.9,44.0,0.0,60.0,6.0,15,,40.0,12.0,,6.0,6.1,,7.1
02M042,P.S. 042 Benjamin Altman,7.3,31.0,81.0,,14.0,42.0,28.0,4.0,21.0,1.0,7.0,24.0,618,1.0,1.0,6.0,51.0,7.0,18.0,3.0,7.6,16.0,8.0,9.0,16.0,,5.0,0.0,,1.0,,7.4,54.0,17.0,67.0,66.0,6.2,24.0,1.0,8.0,0.0,0.0,8.1,,21.0,Elementary School,32.0,2.0,70.0,69.0,63.0,68.0,1.0,32.0,68.0,2.0,0.0,2.0,1.0,0.0,1.0,MANHATTAN,8.7,65,33.0,0.0,14.0,7.5,18.0,0.0,37.0,23.0,0.0,1.0,,28.0,30.0,5.0,67.0,27.0,4.0,1.0,7.1,8.8,7.8,62.0,4.0,70.0,1.0,88,,17.0,8.0,,0.0,7.3,,7.6
09X263,Validus Preparatory Academy: An Expeditionary Learning School,8.1,43.0,59.0,,29.0,63.0,51.0,6.0,18.0,1.0,3.0,44.0,374,1.0,2.0,3.0,11.0,8.0,1.0,11.0,8.2,24.0,8.0,2.0,20.0,,1.0,0.0,11.0,1.0,37.0,8.0,43.0,38.0,55.0,39.0,6.8,56.0,0.0,3.0,1.0,28.0,8.9,,43.0,High School,47.0,8.0,45.0,57.0,43.0,42.0,2.0,14.0,33.0,2.0,1.0,1.0,0.0,0.0,2.0,BRONX,7.7,96,42.0,0.0,4.0,8.5,31.0,0.0,43.0,18.0,1.0,7.0,6.0,24.0,23.0,4.0,34.0,39.0,2.0,1.0,6.9,8.8,7.9,46.0,1.0,72.0,1.0,42,,20.0,23.0,,0.0,7.2,,8.2
15K497,School for International Studies,7.2,40.0,42.0,,47.0,61.0,30.0,5.0,26.0,4.0,10.0,34.0,398,1.0,2.0,16.0,19.0,11.0,0.0,15.0,7.8,42.0,6.8,4.0,34.0,,4.0,1.0,11.0,9.0,39.0,7.4,57.0,22.0,52.0,48.0,6.2,41.0,0.0,8.0,2.0,24.0,7.2,,18.0,Middle / High School,45.0,17.0,54.0,51.0,50.0,48.0,4.0,15.0,42.0,2.0,2.0,5.0,2.0,3.0,3.0,BROOKLYN,6.8,61,41.0,0.0,3.0,8.0,23.0,15.0,29.0,29.0,1.0,12.0,6.0,31.0,27.0,1.0,39.0,33.0,2.0,2.0,4.1,8.0,7.9,49.0,0.0,54.0,15.0,25,,31.0,13.0,,1.0,5.7,,7.4
12X383,Emolior Academy,7.7,52.0,60.0,,39.0,57.0,45.0,3.0,15.0,7.0,2.0,42.0,148,2.0,7.0,9.0,6.0,11.0,0.0,9.0,8.2,31.0,7.6,3.0,28.0,,5.0,1.0,,3.0,,7.9,23.0,29.0,40.0,42.0,6.6,55.0,0.0,1.0,2.0,0.0,8.7,,24.0,Middle School,47.0,13.0,43.0,44.0,43.0,52.0,2.0,16.0,40.0,2.0,0.0,0.0,1.0,0.0,2.0,BRONX,7.3,80,45.0,0.0,9.0,8.4,35.0,0.0,37.0,17.0,0.0,8.0,,13.0,19.0,1.0,37.0,43.0,3.0,0.0,6.4,8.5,8.1,48.0,0.0,70.0,0.0,61,,22.0,20.0,,1.0,6.9,,7.7
18K219,P.S. 219 Kennedy-King,7.6,48.0,62.0,,33.0,52.0,38.0,5.0,30.0,2.0,4.0,42.0,684,1.0,2.0,9.0,42.0,4.0,20.0,8.0,8.2,33.0,8.0,3.0,29.0,,7.0,1.0,,4.0,,7.8,48.0,41.0,44.0,51.0,6.8,45.0,0.0,3.0,3.0,0.0,8.2,,6.0,Elementary School,35.0,6.0,58.0,52.0,50.0,55.0,4.0,17.0,48.0,3.0,1.0,1.0,1.0,1.0,1.0,BROOKLYN,7.8,54,44.0,1.0,5.0,8.1,43.0,0.0,36.0,33.0,1.0,11.0,,17.0,17.0,3.0,61.0,40.0,1.0,2.0,6.7,8.4,8.0,48.0,5.0,55.0,4.0,77,,22.0,12.0,,1.0,7.3,,7.9
10X291,P.S. 291,8.6,62.0,72.0,,14.0,80.0,59.0,3.0,7.0,1.0,2.0,60.0,454,0.0,0.0,3.0,12.0,5.0,19.0,3.0,8.9,6.0,8.8,1.0,6.0,,2.0,0.0,,1.0,,8.8,37.0,45.0,36.0,20.0,7.9,77.0,0.0,2.0,0.0,0.0,9.0,,4.0,Elementary School,76.0,2.0,26.0,23.0,25.0,39.0,1.0,11.0,20.0,1.0,0.0,1.0,1.0,0.0,0.0,BRONX,8.7,62,48.0,0.0,5.0,9.2,49.0,0.0,44.0,6.0,0.0,3.0,,7.0,35.0,1.0,46.0,76.0,0.0,1.0,7.1,9.2,7.1,30.0,0.0,88.0,0.0,67,,10.0,12.0,,1.0,8.0,,8.9
84K711,Leadership Preparatory Brownsville Charter School,9.1,78.0,89.0,,49.0,76.0,77.0,10.0,15.0,2.0,2.0,72.0,113,0.0,0.0,3.0,79.0,0.0,0.0,2.0,9.4,11.0,9.3,0.0,7.0,,0.0,0.0,,0.0,,9.3,53.0,82.0,22.0,21.0,8.5,79.0,0.0,0.0,0.0,0.0,9.1,,9.0,Early Childhood School,47.0,0.0,30.0,24.0,20.0,33.0,0.0,30.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,BROOKLYN,9.1,83,63.0,0.0,6.0,9.3,91.0,0.0,13.0,11.0,0.0,2.0,,2.0,34.0,5.0,89.0,76.0,0.0,0.0,9.1,9.5,9.0,27.0,0.0,85.0,0.0,42,,45.0,6.0,,0.0,9.2,,8.8
11X178,P.S. 178 - Dr. Selman Waksman,7.7,45.0,63.0,,50.0,47.0,27.0,4.0,36.0,2.0,10.0,44.0,400,2.0,3.0,9.0,22.0,6.0,12.0,15.0,8.0,33.0,7.5,4.0,31.0,,7.0,0.0,,5.0,,7.7,54.0,31.0,48.0,51.0,6.8,33.0,0.0,4.0,3.0,1.0,8.0,,16.0,Elementary School,38.0,4.0,57.0,51.0,61.0,62.0,3.0,23.0,53.0,4.0,1.0,4.0,2.0,2.0,0.0,BRONX,7.9,88,40.0,1.0,8.0,7.8,41.0,0.0,36.0,35.0,1.0,10.0,,32.0,21.0,2.0,72.0,40.0,1.0,1.0,5.7,8.3,8.0,53.0,0.0,54.0,2.0,47,,34.0,9.0,,1.0,6.7,,7.9
11X545,Bronx Aerospace High School,7.1,35.0,33.0,,42.0,40.0,26.0,9.0,31.0,4.0,6.0,32.0,362,3.0,7.0,12.0,8.0,12.0,0.0,7.0,7.4,41.0,6.8,4.0,39.0,,5.0,2.0,18.0,9.0,29.0,7.4,53.0,27.0,57.0,46.0,6.1,44.0,0.0,7.0,6.0,42.0,7.4,,8.0,High School,33.0,9.0,53.0,57.0,64.0,61.0,4.0,18.0,62.0,0.0,2.0,2.0,1.0,2.0,3.0,BRONX,6.4,89,33.0,2.0,1.0,7.9,23.0,0.0,42.0,33.0,1.0,10.0,14.0,27.0,17.0,6.0,36.0,34.0,0.0,4.0,5.6,7.7,7.3,46.0,0.0,52.0,7.0,28,,28.0,14.0,,2.0,6.1,,7.2
15K015,P.S. 015 Patrick F. Daly,8.3,66.0,88.0,,36.0,70.0,51.0,5.0,16.0,3.0,7.0,55.0,317,0.0,2.0,9.0,74.0,3.0,12.0,6.0,8.7,11.0,8.8,2.0,9.0,,3.0,0.0,,0.0,,8.5,62.0,62.0,33.0,34.0,7.9,54.0,0.0,2.0,1.0,0.0,8.9,,16.0,Elementary School,54.0,3.0,32.0,35.0,34.0,35.0,1.0,17.0,27.0,9.0,0.0,0.0,0.0,1.0,0.0,BROOKLYN,8.6,86,56.0,0.0,16.0,8.5,52.0,0.0,30.0,17.0,0.0,5.0,,19.0,26.0,3.0,72.0,62.0,2.0,0.0,8.1,9.0,8.6,39.0,12.0,79.0,2.0,86,,19.0,15.0,,0.0,8.3,,8.6
05M286,I.S. M286 Renaissance Military Leadership Academy,8.3,47.0,61.0,,58.0,66.0,58.0,2.0,19.0,2.0,9.0,51.0,237,0.0,2.0,7.0,40.0,2.0,0.0,12.0,8.5,28.0,7.9,2.0,22.0,,2.0,0.0,,2.0,,8.4,53.0,63.0,51.0,41.0,8.2,54.0,0.0,0.0,4.0,0.0,8.9,,21.0,Middle School,56.0,0.0,40.0,38.0,44.0,44.0,0.0,18.0,28.0,3.0,0.0,0.0,2.0,0.0,0.0,MANHATTAN,7.7,65,60.0,0.0,10.0,8.6,44.0,36.0,20.0,26.0,0.0,10.0,,13.0,35.0,0.0,39.0,53.0,5.0,0.0,6.5,8.8,8.7,38.0,0.0,71.0,0.0,26,,39.0,21.0,,0.0,7.1,,8.5
11X541,Global Enterprise High School,7.4,34.0,24.0,,28.0,47.0,30.0,15.0,13.0,1.0,0.0,33.0,414,2.0,2.0,1.0,3.0,20.0,0.0,8.0,7.7,44.0,7.5,4.0,39.0,,0.0,2.0,6.0,1.0,27.0,7.7,53.0,41.0,59.0,53.0,7.1,46.0,0.0,0.0,6.0,21.0,8.0,,27.0,High School,42.0,9.0,58.0,61.0,57.0,55.0,4.0,9.0,51.0,0.0,0.0,6.0,0.0,1.0,3.0,BRONX,7.0,84,29.0,0.0,6.0,8.2,30.0,1.0,37.0,35.0,0.0,1.0,4.0,13.0,34.0,4.0,19.0,33.0,4.0,1.0,7.0,7.9,7.7,53.0,0.0,56.0,4.0,21,,21.0,17.0,,1.0,6.7,,7.7
11X105,P.S. 105 Sen Abraham Bernstein,7.7,48.0,73.0,,30.0,48.0,40.0,5.0,22.0,2.0,7.0,40.0,1189,1.0,3.0,8.0,39.0,7.0,16.0,12.0,8.1,25.0,7.6,5.0,21.0,,8.0,0.0,,4.0,,7.7,50.0,29.0,45.0,51.0,6.2,38.0,0.0,5.0,1.0,0.0,8.4,,7.0,Elementary School,42.0,5.0,56.0,49.0,50.0,53.0,3.0,17.0,51.0,2.0,0.0,1.0,1.0,0.0,1.0,BRONX,7.9,42,44.0,0.0,6.0,7.9,32.0,0.0,33.0,27.0,0.0,6.0,,32.0,17.0,3.0,66.0,42.0,2.0,2.0,5.8,8.7,8.1,48.0,0.0,63.0,2.0,56,,26.0,12.0,,1.0,6.8,,7.7
12X129,P.S. 129 Twin Parks Upper,7.2,38.0,47.0,,25.0,49.0,38.0,7.0,17.0,1.0,2.0,33.0,530,2.0,5.0,8.0,31.0,9.0,0.0,17.0,7.7,31.0,7.8,4.0,26.0,,9.0,1.0,,3.0,,7.4,46.0,36.0,51.0,48.0,6.5,45.0,1.0,4.0,4.0,0.0,7.7,,29.0,Middle School,37.0,13.0,57.0,52.0,55.0,56.0,5.0,9.0,55.0,3.0,1.0,5.0,3.0,2.0,2.0,BRONX,7.1,100,36.0,1.0,8.0,7.9,26.0,31.0,30.0,20.0,0.0,12.0,,25.0,23.0,6.0,43.0,33.0,4.0,3.0,7.4,8.0,7.6,50.0,0.0,63.0,6.0,81,,23.0,17.0,,1.0,6.9,,7.5
07X001,P.S. 001 Courtlandt School,8.0,56.0,73.0,,21.0,62.0,47.0,3.0,16.0,2.0,3.0,49.0,523,0.0,3.0,6.0,36.0,6.0,17.0,9.0,8.3,23.0,8.0,3.0,18.0,,4.0,0.0,,2.0,,8.2,39.0,55.0,39.0,38.0,7.7,53.0,0.0,3.0,2.0,0.0,8.6,,6.0,Elementary School,48.0,4.0,44.0,45.0,41.0,44.0,3.0,16.0,38.0,3.0,1.0,2.0,0.0,1.0,0.0,BRONX,8.1,68,52.0,0.0,6.0,8.3,48.0,0.0,28.0,21.0,1.0,6.0,,15.0,25.0,3.0,57.0,49.0,1.0,2.0,6.1,8.8,8.3,41.0,6.0,69.0,1.0,86,,17.0,10.0,,1.0,7.2,,8.1
04M037,River East Elementary,8.7,69.0,89.0,,38.0,74.0,57.0,3.0,15.0,3.0,6.0,63.0,166,1.0,2.0,13.0,56.0,4.0,16.0,3.0,9.0,7.0,8.6,1.0,5.0,,2.0,0.0,,1.0,,8.7,49.0,54.0,31.0,27.0,7.5,67.0,0.0,1.0,1.0,0.0,9.0,,9.0,Elementary School,62.0,0.0,31.0,31.0,39.0,37.0,1.0,26.0,27.0,4.0,0.0,0.0,1.0,1.0,1.0,MANHATTAN,8.6,89,54.0,1.0,8.0,8.9,59.0,0.0,32.0,16.0,0.0,4.0,,17.0,30.0,1.0,66.0,68.0,0.0,0.0,7.4,9.1,8.5,42.0,0.0,81.0,1.0,93,,21.0,12.0,,0.0,8.1,,8.7
07X548,Urban Assembly School for Careers in Sports,8.1,48.0,56.0,,26.0,57.0,42.0,5.0,15.0,0.0,3.0,48.0,322,1.0,2.0,6.0,2.0,11.0,1.0,12.0,8.3,28.0,8.1,0.0,24.0,,3.0,1.0,12.0,1.0,38.0,8.1,49.0,30.0,51.0,40.0,7.6,54.0,0.0,2.0,1.0,23.0,8.1,,11.0,High School,47.0,4.0,49.0,53.0,45.0,48.0,4.0,20.0,47.0,0.0,0.0,3.0,1.0,2.0,2.0,BRONX,8.0,100,41.0,1.0,1.0,8.4,31.0,0.0,49.0,17.0,0.0,5.0,5.0,24.0,26.0,4.0,27.0,42.0,2.0,1.0,7.4,8.6,7.8,49.0,0.0,72.0,5.0,64,,25.0,20.0,,1.0,7.3,,8.0
17K394,M.S. K394,7.3,43.0,43.0,,32.0,62.0,38.0,5.0,40.0,2.0,11.0,40.0,589,4.0,6.0,21.0,10.0,5.0,10.0,16.0,7.9,49.0,7.9,4.0,43.0,,4.0,0.0,,7.0,,7.7,59.0,57.0,45.0,42.0,6.8,42.0,0.0,6.0,2.0,0.0,8.3,,9.0,Elementary / Middle School,38.0,13.0,51.0,51.0,45.0,56.0,2.0,19.0,45.0,3.0,0.0,3.0,1.0,1.0,0.0,BROOKLYN,7.3,62,39.0,2.0,13.0,7.9,39.0,6.0,25.0,44.0,1.0,13.0,,17.0,27.0,2.0,72.0,36.0,3.0,1.0,8.0,8.3,7.5,45.0,10.0,54.0,2.0,31,,33.0,14.0,,2.0,7.1,,7.7
10X696,High School of American Studies at Lehman College,8.0,65.0,76.0,,87.0,72.0,60.0,15.0,17.0,0.0,36.0,47.0,343,0.0,3.0,11.0,26.0,5.0,0.0,18.0,8.6,22.0,8.7,1.0,37.0,,6.0,1.0,14.0,1.0,48.0,7.9,70.0,21.0,32.0,34.0,6.4,37.0,1.0,2.0,0.0,28.0,9.3,,34.0,High School,47.0,4.0,37.0,48.0,25.0,24.0,1.0,18.0,27.0,5.0,0.0,1.0,2.0,0.0,1.0,BRONX,8.6,93,53.0,0.0,2.0,8.6,22.0,0.0,39.0,27.0,0.0,0.0,4.0,44.0,66.0,1.0,32.0,38.0,4.0,2.0,7.6,9.1,8.6,30.0,0.0,73.0,1.0,49,,59.0,8.0,,1.0,7.4,,8.1
16K393,Frederick Douglass Academy IV Secondary School,7.2,24.0,39.0,,41.0,44.0,19.0,4.0,32.0,5.0,6.0,26.0,472,2.0,4.0,20.0,39.0,9.0,0.0,23.0,7.2,36.0,6.9,3.0,32.0,,11.0,5.0,8.0,8.0,22.0,6.7,39.0,20.0,65.0,51.0,5.3,35.0,0.0,10.0,1.0,4.0,7.6,,16.0,Middle / High School,24.0,18.0,52.0,56.0,60.0,62.0,5.0,19.0,56.0,5.0,3.0,1.0,4.0,1.0,5.0,BROOKLYN,6.5,68,43.0,6.0,6.0,7.1,18.0,15.0,29.0,33.0,1.0,14.0,16.0,25.0,25.0,9.0,43.0,23.0,7.0,3.0,6.2,7.6,7.7,44.0,0.0,56.0,8.0,31,,28.0,12.0,,3.0,6.1,,6.8
