asset_id,gi_id,:@computed_region_f5dn_yrer,construc_1,:@computed_region_yeji_bk3q,outfall,nyc_waters,community_,gi_feature,secondary_,status,:@computed_region_sbqj_enih
181513.0,RG02,62,,3,26W-005,Jamaica Bay and Tributaries,410.0,,,Constructed,64
158674.0,656D,53,1,3,BB-005,East River / Open Waters,402.0,Standard,,Constructed (Full Maintenance),66
151083.0,242a,61,1,2,26W-003,Jamaica Bay and Tributaries,317.0,Type C - SW Chamber,,Constructed (Full Maintenance),40
149587.0,BKNY_1,68,,2,NCB-014,East River / Open Waters,302.0,,,Constructed,55
183109.0,2-IB630f,36,Package_3,2,NCB-014,East River / Open Waters,301.0,Standard,3022740005.0,Constructed (Full Maintenance),56
142340.0,1050A,22,2,3,TI-011,Flushing Creek,407.0,Standard,,Constructed (Full Maintenance),67
106946.0,1629a,22,Package-1,3,TI-010,Flushing Creek,407.0,Standard,,Constructed (Full Maintenance),67
140142.0,1438A,25,Package-2,3,TI-010,Flushing Creek,408.0,,,Constructed (Full Maintenance),65
171116.0,PG_3,8,,5,HP-002,East River / Open Waters,202.0,,,Constructed,24
173681.0,IB125C,54,1,3,BB-005,East River / Open Waters,405.0,Type C - SW Chamber,,Constructed (Full Maintenance),62
103262.0,1804B,26,Package-3,3,TI-010,Flushing Creek,411.0,Standard,,Constructed (Full Maintenance),69
188354.0,RG-B,66,,3,BB-008,Flushing Bay,404.0,,,Constructed,68
174449.0,IB4129A,5,3,2,CI-005,Jamaica Bay and Tributaries,318.0,Type A - Stone Columns,,Constructed (In Guarantee),42
182156.0,IB2780b,45,4,2,26W-005,Jamaica Bay and Tributaries,305.0,Standard,,Constructed (Full Maintenance),47
172271.0,IB4026D,61,3,2,CI-005,Jamaica Bay and Tributaries,317.0,Standard,,Constructed (Full Maintenance),40
158154.0,99AV-1,41,,3,JAM-006,Jamaica Bay and Tributaries,412.0,Type B - Stormwater Inlet,,Constructed (Full Maintenance),61
143080.0,1437B,22,3,3,TI-011,Flushing Creek,407.0,Standard,,Constructed (Full Maintenance),67
112795.0,IB1043B,45,2,2,26W-005,Jamaica Bay and Tributaries,305.0,Type C - SW Chamber,3041050132.0,Constructed (Full Maintenance),47
174692.0,IB5062B,5,1,2,CI-005,Jamaica Bay and Tributaries,318.0,Standard,,Constructed (In Guarantee),42
159022.0,GI-7,55,1,2,26W-003,Jamaica Bay and Tributaries,316.0,Standard,,Constructed (Full Maintenance),46
106085.0,MVP-US-2,54,1,3,NCB-083,Newtown Creek,405.0,,,In Construction,62
103403.0,1977H,26,Package-3,3,TI-010,Flushing Creek,411.0,Standard,,Constructed (Full Maintenance),69
114512.0,2530A,46,5,3,26W-005,Jamaica Bay and Tributaries,409.0,Standard,,Constructed (Full Maintenance),60
113743.0,1755A,45,4,2,26W-005,Jamaica Bay and Tributaries,305.0,Type D,,Constructed (Full Maintenance),47
171363.0,X384-01PPc,8,,5,HP-002,East River / Open Waters,202.0,,,Constructed,24
143197.0,1489A,22,3,3,TI-011,Flushing Creek,407.0,Standard,,Constructed (Full Maintenance),67
95441.0,1099A,46,Package-1,3,JAM-003,Jamaica Bay and Tributaries,409.0,Standard,,Constructed (Full Maintenance),60
154800.0,1107a,66,Work-Order-4,3,BB-008,Flushing Bay,404.0,Type A - Stone Columns,,Constructed (Full Maintenance),68
125462.0,4366a,40,5,3,BB-006,Flushing Bay,406.0,Type A - Stone Columns,,Constructed (Full Maintenance),70
104303.0,502A,54,1,3,BB-005,East River / Open Waters,405.0,Type C - SW Chamber,,Constructed (Full Maintenance),62
94935.0,747G,46,Package-1,3,JAM-003,Jamaica Bay and Tributaries,409.0,Standard,4094130022.0,Constructed (Full Maintenance),60
142744.0,1238D,22,2,3,TI-011,Flushing Creek,407.0,Type A - Stone Columns,,Constructed (Full Maintenance),67
172818.0,GS4057B,61,3,2,CI-005,Jamaica Bay and Tributaries,317.0,,,Constructed (Full Maintenance),40
188803.0,PP8116.1,1,1,2,OH-015,East River / Open Waters,311.0,,,90% Design Submitted,37
173357.0,IB6014F,61,2,2,CI-005,Jamaica Bay and Tributaries,317.0,Type C - SW Chamber,,Constructed (Full Maintenance),40
190941.0,Q293-01SPa,26,,3,TI-010,Flushing Creek,411.0,,,100% Design Accepted,69
187829.0,IB962c,25,Package-2,3,TI-010,Flushing Creek,408.0,Standard,,Constructed (Full Maintenance),65
182637.0,IB516A,65,1,3,BB-005,East River / Open Waters,403.0,Standard,,Constructed (Full Maintenance),73
141250.0,6016A,53,Stage-2,3,BB-009,Newtown Creek,402.0,Standard,,Constructed (Full Maintenance),66
173153.0,IB5096D,61,2,2,CI-005,Jamaica Bay and Tributaries,317.0,Standard,,Constructed (Full Maintenance),40
187638.0,IB208a,25,Package-1,3,TI-010,Flushing Creek,408.0,Type A - Stone Columns,,Constructed (Full Maintenance),65
149324.0,5196A,53,Stage-2,3,BB-026,Newtown Creek,402.0,Standard,,Constructed (Full Maintenance),66
113319.0,IB1341B,46,3,3,26W-005,Jamaica Bay and Tributaries,409.0,Type A - Stone Columns,,Constructed (Full Maintenance),60
181822.0,IB2035C,17,1,2,CI-005,Jamaica Bay and Tributaries,309.0,Standard,3047920021.0,Constructed (Full Maintenance),44
181621.0,IB713a,62,1,3,26W-005,Jamaica Bay and Tributaries,410.0,Standard,4091230053.0,Constructed (Full Maintenance),64
182802.0,IB2129d,61,1,2,CI-005,Jamaica Bay and Tributaries,317.0,Type C - SW Chamber,,Constructed (In Guarantee),40
121326.0,2218a,62,2,3,JAM-003a,Jamaica Bay and Tributaries,410.0,Standard,,Constructed (Full Maintenance),64
113887.0,IB1867AB,45,5,2,26W-005,Jamaica Bay and Tributaries,305.0,Type C - SW Chamber,3041840017.0,Constructed (Full Maintenance),47
171486.0,IB1857a,45,3,2,26W-005,Jamaica Bay and Tributaries,305.0,Standard,3040190023.0,Constructed (Full Maintenance),47
187791.0,IB853a,25,Package-1,3,TI-010,Flushing Creek,408.0,Standard,,Constructed (Full Maintenance),65
182448.0,IB430A,54,1,3,NCB-083,Newtown Creek,405.0,Type A - Stone Columns,,Constructed (Full Maintenance),62
182913.0,1-IB180f,16,Package_3,2,NCB-014,East River / Open Waters,308.0,Standard,,Constructed (Full Maintenance),49
103773.0,1347C,63,,3,JAM-005,Jamaica Bay and Tributaries,413.0,Standard,,Constructed (Full Maintenance),63
114274.0,GS2279A,46,5,3,26W-005,Jamaica Bay and Tributaries,409.0,,,Constructed (Full Maintenance),60
121513.0,3012b,62,3,3,JAM-003,Jamaica Bay and Tributaries,410.0,Standard,,Constructed (Full Maintenance),64
132950.0,364A,55,2,2,26W-003,Jamaica Bay and Tributaries,316.0,Type A - Stone Columns,,Constructed (Full Maintenance),46
187650.0,IB330d,25,Package-1,3,TI-010,Flushing Creek,408.0,Standard,,Constructed (Full Maintenance),65
132197.0,355A,29,Stage-1,5,HP-014,Westchester Creek,212.0,Standard,,Constructed (Full Maintenance),30
158892.0,853B,53,1,3,BB-005,East River / Open Waters,402.0,Standard,,Constructed (Full Maintenance),66
185545.0,IB1040A,62,Package-2,3,JAM-003,Jamaica Bay and Tributaries,410.0,Standard,,Constructed (Full Maintenance),64
153524.0,642b,65,Stage-1,3,BB-008,Flushing Bay,403.0,Standard,,Constructed (Full Maintenance),73
149797.0,079b,42,Phase-3-Stage-1,2,NCB-015,Newtown Creek,304.0,Standard,,Constructed (Full Maintenance),53
181659.0,IB35A,25,Package-1,3,TI-010,Flushing Creek,408.0,Standard,,Constructed (Full Maintenance),65
106975.0,1639a,22,Package-1,3,TI-010,Flushing Creek,407.0,Standard,,Constructed (Full Maintenance),67
112872.0,GS1192D,46,1,3,26W-005,Jamaica Bay and Tributaries,409.0,,,Constructed (Full Maintenance),60
114360.0,2373B,46,5,3,26W-005,Jamaica Bay and Tributaries,409.0,Type C - SW Chamber,,Constructed (Full Maintenance),60
185502.0,IB4103C,5,3,2,CI-005,Jamaica Bay and Tributaries,318.0,Type A - Stone Columns,,Constructed (In Guarantee),42
165284.0,IB1347a,62,1,3,JAM-003,Jamaica Bay and Tributaries,410.0,Standard,,Constructed (Full Maintenance),64
184446.0,IB6080E,5,2,2,CI-005,Jamaica Bay and Tributaries,318.0,Type C - SW Chamber,,Constructed (In Guarantee),42
104544.0,206C,14,Stage-1,2,RH-034,Gowanus Canal,306.0,Type A - Stone Columns,,Constructed (Full Maintenance),48
188033.0,IB1655b,22,Package-2,3,TI-010,Flushing Creek,407.0,Standard,,Constructed (Full Maintenance),67
182662.0,IB1009e,17,1,2,CI-005,Jamaica Bay and Tributaries,309.0,Type C - SW Chamber,,Constructed (In Guarantee),44
188388.0,RG-2,22,,3,OVERLAND FLOW ER,East River / Open Waters,407.0,,,Constructed,67
138122.0,DA7-D,29,,5,HP-024,Hutchinson River,212.0,,,Constructed,30
185888.0,IB52577D,22,1,3,TI-023,East River / Open Waters,407.0,Type A - Stone Columns,,Constructed (Full Maintenance),67
132805.0,249B,55,2,2,26W-003,Jamaica Bay and Tributaries,316.0,Standard,,Constructed (Full Maintenance),46
148064.0,C-104a,46,Stage-1,3,JAM-003,Jamaica Bay and Tributaries,409.0,Standard,,Constructed (Full Maintenance),60
102323.0,722D,25,Package-1,3,TI-010,Flushing Creek,408.0,Standard,,Constructed (Full Maintenance),65
107035.0,1665a,22,Package-1,3,TI-010,Flushing Creek,407.0,Type C - SW Chamber,,Constructed (Full Maintenance),67
182049.0,IB2010g,45,4,2,26W-004,Jamaica Bay and Tributaries,305.0,Standard,,Constructed (Full Maintenance),47
182862.0,IB036e,53,1,3,BB-005,East River / Open Waters,402.0,Type C - SW Chamber,1000000000.0,Constructed (Full Maintenance),66
185403.0,IB4017-1B,61,3,2,CI-005,Jamaica Bay and Tributaries,317.0,Type C - SW Chamber,,Constructed (Full Maintenance),40
150046.0,243gs,42,Phase-3-Stage-1,2,NCB-015,Newtown Creek,304.0,Type A - Stone Columns,,Constructed (Full Maintenance),53
182618.0,IB368A,65,1,3,BB-005,East River / Open Waters,403.0,Standard,,Constructed (Full Maintenance),73
182332.0,IB4142A,5,3,2,CI-005,Jamaica Bay and Tributaries,318.0,Type A - Stone Columns,3079670009.0,Constructed (In Guarantee),42
181525.0,01SP,29,1,5,HP-007,Bronx River,212.0,,,Constructed,30
99546.0,1355a,45,2,2,26W-005,Jamaica Bay and Tributaries,305.0,Type C - SW Chamber,,Constructed (Full Maintenance),47
172852.0,IB4052A,61,3,2,CI-005,Jamaica Bay and Tributaries,317.0,Type C - SW Chamber,,Constructed (Full Maintenance),40
132469.0,35D,16,1,2,26W-003,Jamaica Bay and Tributaries,308.0,Type A - Stone Columns,,Constructed (Full Maintenance),49
171470.0,IB1706a,45,3,2,26W-005,Jamaica Bay and Tributaries,305.0,Type C - SW Chamber,,Constructed (Full Maintenance),47
122662.0,476,40,1,3,BB-006,Flushing Bay,406.0,Standard,,Constructed (Full Maintenance),70
182208.0,IB1727C,45,4,2,26W-005,Jamaica Bay and Tributaries,305.0,Type C - SW Chamber,,Constructed (Full Maintenance),47
137668.0,1136a,54,Phase-2,3,NCQ-077,Newtown Creek,405.0,Standard,,Constructed (Full Maintenance),62
108615.0,3002a,22,Package-1,3,TI-010,Flushing Creek,407.0,Standard,,Constructed (Full Maintenance),67
193930.0,IB2005B,5,3,2,CI-005,Jamaica Bay and Tributaries,318.0,Standard,,Constructed (In Guarantee),38
186020.0,IB2050a,62,2,3,JAM-003,Jamaica Bay and Tributaries,410.0,Standard,,Constructed (Full Maintenance),64
152801.0,373a,66,Stage-1,3,BB-008,Flushing Bay,404.0,Standard,,Constructed (Full Maintenance),68
146938.0,1401f,22,Package-2,3,TI-010,Flushing Creek,407.0,Standard,,Constructed (Full Maintenance),67
187310.0,COOP-03SP,36,1,2,NCB-006,East River / Open Waters,301.0,,,In Construction,57
