asset_id,assembly_d,asset_widt,dep_cont_1,borough,asset_x_co,the_geom,city_counc,project_na,tree_commo
100443.0,60.0,4.0,1,Brooklyn,1017343.2,"{'type': 'Point', 'coordinates': [-73.88070433617598, 40.67015183719379]}",42.0,EDC 26W-005 Phase 1,
177620.0,54.0,3.0,1,Brooklyn,1017989.15,"{'type': 'Point', 'coordinates': [-73.87836499074281, 40.676072590804395]}",37.0,EDC 26W-005 Phase 1,
95126.0,24.0,4.5,2,Queens,1030923.24,"{'type': 'Point', 'coordinates': [-73.83172139888597, 40.68165601982826]}",28.0,DDC JAM-003 Phase 2,
182020.0,54.0,4.5,1,Brooklyn,1015351.02,"{'type': 'Point', 'coordinates': [-73.8878734528869, 40.67751299262063]}",37.0,EDC 26W-005 Phase 1,
173230.0,58.0,4.0,1,Brooklyn,1002181.92424,"{'type': 'Point', 'coordinates': [-73.93537535299164, 40.65256351764516]}",41.0,EDC CI005 Phase 1,
94688.0,31.0,5.0,2,Queens,1033484.7449,"{'type': 'Point', 'coordinates': [-73.82248976017473, 40.68023478511252]}",28.0,DDC JAM-003 Phase 2,
185765.0,40.0,5.5,1,Queens,1037755.31,"{'type': 'Point', 'coordinates': [-73.80683381877098, 40.769609902466456]}",19.0,DDC TI-03-23 Phase 1,
106046.0,52.0,0.0,1,Brooklyn,987029.53382,"{'type': 'Point', 'coordinates': [-73.98997802752723, 40.68481433934637]}",39.0,Boerum Park,
153104.0,39.0,4.5,1,Queens,1018237.32,"{'type': 'Point', 'coordinates': [-73.87734151700535, 40.74609268049502]}",25.0,OGI Design Area 3 (BB-008),Japanese Zelkova
175410.0,43.0,6.0,2,Brooklyn,1003037.09,"{'type': 'Point', 'coordinates': [-73.93227792282262, 40.667840273463085]}",35.0,EDC CI005 Phase 2,City Sprite Zelkova
161063.0,80.0,5.0,3,Bronx,1025307.84,"{'type': 'Point', 'coordinates': [-73.85159119917664, 40.8507554296409]}",13.0,EDC HP-014 Phase 3,
118428.0,60.0,5.0,2,Brooklyn,1011991.75,"{'type': 'Point', 'coordinates': [-73.90000212290629, 40.66570891980425]}",42.0,EDC 26W-003 (Fresh Creek) Phase 2,Japanese Zelkova
102950.0,25.0,4.5,2,Queens,1043327.95623,"{'type': 'Point', 'coordinates': [-73.78677299645044, 40.751582177212036]}",20.0,DDC TI-010 Phase 2,Pin Oak
127230.0,87.0,5.0,1,Bronx,1025832.727,"{'type': 'Point', 'coordinates': [-73.84971541377597, 40.8412455571121]}",18.0,EDC HP-033,
184061.0,27.0,5.0,3,Queens,1037409.5,"{'type': 'Point', 'coordinates': [-73.80820178661081, 40.72811135991206]}",24.0,DDC TI-010 Phase 3,
150117.0,53.0,5.0,3,Brooklyn,1007587.86,"{'type': 'Point', 'coordinates': [-73.91584129742299, 40.69351765543353]}",37.0,EDC NCB-015 (English Kills) Phase 3,
154212.0,39.0,5.0,1,Queens,1022429.51,"{'type': 'Point', 'coordinates': [-73.8622171701674, 40.74364540305875]}",21.0,OGI Design Area 3 (BB-008),
119563.0,53.0,5.0,4,Brooklyn,1005521.3,"{'type': 'Point', 'coordinates': [-73.92328302676565, 40.702642513143694]}",34.0,EDC NCB-015 (English Kills) Phase 4,
163297.0,31.0,3.0,3,Queens,1036739.3146,"{'type': 'Point', 'coordinates': [-73.81074664945093, 40.68344654811478]}",28.0,DDC JAM-003 Phase 3,
182729.0,43.0,6.0,2,Brooklyn,1003311.33,"{'type': 'Point', 'coordinates': [-73.9312982665297, 40.65919926390243]}",41.0,EDC CI005 Phase 2,
134230.0,60.0,5.0,3,Brooklyn,1022179.94,"{'type': 'Point', 'coordinates': [-73.86326382294719, 40.6725078719207]}",42.0,EDC 26W-005 Phase 3,
106030.0,52.0,0.0,1,Brooklyn,987644.28,"{'type': 'Point', 'coordinates': [-73.98776166047654, 40.68383054859859]}",39.0,Gowanus Houses,
133823.0,23.0,5.0,3,Queens,1025743.37,"{'type': 'Point', 'coordinates': [-73.85041737254214, 40.6726820172358]}",32.0,EDC 26W-005 Phase 3,
158383.0,30.0,4.5,2,Queens,1014370.58,"{'type': 'Point', 'coordinates': [-73.89131722368401, 40.73332228357703]}",30.0,OGI BB-005 (GI-DCM-TOC) Phase 2,Mushashino Zelkova
135938.0,37.0,5.0,1,Queens,1005717.14997,"{'type': 'Point', 'coordinates': [-73.92254281841862, 40.731781664926785]}",26.0,DDC NCQ-077,
187913.0,27.0,4.0,4,Queens,1033512.99,"{'type': 'Point', 'coordinates': [-73.82224523795932, 40.733766254837114]}",24.0,DDC TI-010 Phase 4,
107056.0,26.0,4.5,1,Queens,1040389.64006,"{'type': 'Point', 'coordinates': [-73.7973650673567, 40.755875978833515]}",19.0,DDC TI-010 Phase 1,Red Maple
156561.0,35.0,5.0,1,Queens,1020400.55,"{'type': 'Point', 'coordinates': [-73.86951317678064, 40.756992867050236]}",21.0,OGI Design Area 3 (BB-008),
176730.0,58.0,4.0,2,Brooklyn,1005064.33958,"{'type': 'Point', 'coordinates': [-73.92499194623504, 40.64856246464103]}",45.0,EDC CI005 Phase 2,
103432.0,26.0,4.5,2,Queens,1044071.85,"{'type': 'Point', 'coordinates': [-73.78405622167568, 40.7614141810375]}",19.0,DDC TI-010 Phase 2,
175323.0,38.0,3.5,2,Queens,1023456.8289,"{'type': 'Point', 'coordinates': [-73.85862398817183, 40.6898155744759]}",32.0,EDC 26W-005 Phase 2,
152416.0,39.0,4.0,1,Queens,1019990.79,"{'type': 'Point', 'coordinates': [-73.87102687858045, 40.739094236631864]}",25.0,OGI Design Area 3 (BB-008),European Hornbeam
171268.0,60.0,5.0,3,Brooklyn,1020180.32,"{'type': 'Point', 'coordinates': [-73.87047100563242, 40.67322186713703]}",42.0,EDC 26W-005 Phase 3,
143808.0,40.0,5.0,1,Queens,1030547.4305,"{'type': 'Point', 'coordinates': [-73.83289403195708, 40.754419554328486]}",20.0,DDC TI-022,American Hornbeam
151376.0,55.0,5.0,3,Brooklyn,1009689.2,"{'type': 'Point', 'coordinates': [-73.90830991108449, 40.65987698041646]}",41.0,EDC 26W-003 (Fresh Creek) Phase 3,Swamp White Oak
132668.0,55.0,5.0,1,Brooklyn,1005389.25,"{'type': 'Point', 'coordinates': [-73.92379948888893, 40.66746302535085]}",41.0,EDC 26W-003 (Fresh Creek) Phase 1,Ginkgo Tree
183382.0,43.0,4.0,1,Brooklyn,999292.9718,"{'type': 'Point', 'coordinates': [-73.94576928841717, 40.674124818869096]}",36.0,DDC NCB-014,
150629.0,58.0,5.0,3,Brooklyn,1008218.74,"{'type': 'Point', 'coordinates': [-73.91361604777529, 40.6551043986728]}",42.0,EDC 26W-003 (Fresh Creek) Phase 3,Swamp White Oak
157691.0,56.0,5.0,2,Brooklyn,1005736.48,"{'type': 'Point', 'coordinates': [-73.92252409782543, 40.68789545910681]}",41.0,EDC NCB-015 (English Kills) Phase 2,Ginkgo Tree
184466.0,58.0,5.0,2,Brooklyn,1005538.08,"{'type': 'Point', 'coordinates': [-73.92328494097124, 40.64838796193029]}",45.0,EDC CI005 Phase 2,
103036.0,25.0,5.0,2,Queens,1044832.30492,"{'type': 'Point', 'coordinates': [-73.7813382997807, 40.753141321847]}",20.0,DDC TI-010 Phase 2,Starburst Amur Maackia
115308.0,30.0,4.0,3,Queens,1011843.81494,"{'type': 'Point', 'coordinates': [-73.90041367688704, 40.74721755078451]}",26.0,OGI BB-005 (GI-DCM-TOC) Phase 3,
158163.0,52.0,8.5,GR,Brooklyn,987627.1098,"{'type': 'Point', 'coordinates': [-73.98782563738325, 40.672501768964935]}",39.0,Flushing-Gowanus EBP 2010,Blackgum
174246.0,59.0,5.0,3,Brooklyn,1010194.5731,"{'type': 'Point', 'coordinates': [-73.90651680710533, 40.63960810407557]}",46.0,EDC CI005 Phase 3,
138164.0,83.0,0.0,OS,Bronx,1026518.765,"{'type': 'Point', 'coordinates': [-73.84713731579374, 40.88418955373333]}",12.0,Edenwald Houses South,
103231.0,26.0,4.0,2,Queens,1043698.35,"{'type': 'Point', 'coordinates': [-73.78542143761592, 40.75615001826478]}",19.0,DDC TI-010 Phase 2,
108360.0,40.0,4.0,1,Queens,1036838.88956,"{'type': 'Point', 'coordinates': [-73.81017455262338, 40.75829715657266]}",20.0,DDC TI-010 Phase 1,Japanese Zelkova
103794.0,33.0,4.0,1,Queens,1054773.0809,"{'type': 'Point', 'coordinates': [-73.74562953000098, 40.708388123791444]}",27.0,South East Queens Demonstration Area 1,
159182.0,83.0,5.0,1,Bronx,1027973.48,"{'type': 'Point', 'coordinates': [-73.8418784204597, 40.88334498120734]}",12.0,DDC HP-024,
184597.0,26.0,4.5,1,Queens,1040212.62956,"{'type': 'Point', 'coordinates': [-73.7980029174349, 40.75622780176374]}",19.0,DDC TI-010 Phase 1,
110327.0,34.0,4.5,5,Queens,1013411.34651,"{'type': 'Point', 'coordinates': [-73.89473642982034, 40.75988086243881]}",25.0,OGI BB-005 (GI-DCM-TOC) Phase 5,
181922.0,54.0,5.0,1,Brooklyn,1013514.92,"{'type': 'Point', 'coordinates': [-73.89449252110289, 40.67783578015838]}",37.0,EDC 26W-004,
183191.0,43.0,6.0,1,Brooklyn,1001863.43521,"{'type': 'Point', 'coordinates': [-73.9365143868561, 40.66177397188959]}",41.0,EDC CI005 Phase 1,
183294.0,83.0,6.0,1,Bronx,1022378.12,"{'type': 'Point', 'coordinates': [-73.86210812812718, 40.88593361309443]}",12.0,EDC HP-007 Phase 1,
150379.0,54.0,4.0,3,Brooklyn,1006153.15,"{'type': 'Point', 'coordinates': [-73.92101576782039, 40.69287759204883]}",37.0,EDC NCB-015 (English Kills) Phase 3,
123146.0,28.0,4.0,1,Queens,1026318.84411,"{'type': 'Point', 'coordinates': [-73.84821226675521, 40.730038049542785]}",29.0,DPR BB-006 Phase 1,Green Hawthorn
164313.0,27.0,5.0,1,Queens,1036313.3,"{'type': 'Point', 'coordinates': [-73.81199659444339, 40.78491706315255]}",19.0,DDC TI-03-23 Phase 1,Swamp White Oak
183170.0,59.0,4.5,3,Brooklyn,1010990.1385,"{'type': 'Point', 'coordinates': [-73.90364594781587, 40.64257638252827]}",46.0,EDC CI005 Phase 3,
171385.0,80.0,5.0,2,Bronx,1022251.5587,"{'type': 'Point', 'coordinates': [-73.86261388368773, 40.862686557430735]}",13.0,EDC HP-007 Phase 2,
185276.0,54.0,4.0,3,Brooklyn,1019390.44,"{'type': 'Point', 'coordinates': [-73.87331607767096, 40.67451250092177]}",42.0,EDC 26W-005 Phase 3,
181518.0,23.0,4.5,3,Queens,1024450.57,"{'type': 'Point', 'coordinates': [-73.85508639646798, 40.66876765165067]}",32.0,EDC 26W-005 Phase 3,
189450.0,47.0,4.0,4,Brooklyn,985018.0731,"{'type': 'Point', 'coordinates': [-73.99723388789198, 40.60582898901235]}",38.0,DDC OH15 Phase 4,
103746.0,33.0,4.0,1,Queens,1055114.74,"{'type': 'Point', 'coordinates': [-73.74440614735921, 40.70605271603285]}",27.0,South East Queens Demonstration Area 1,
186095.0,24.0,4.0,3,Queens,1043780.55,"{'type': 'Point', 'coordinates': [-73.78524353449197, 40.71930242841561]}",24.0,DDC TI-010 Phase 3,
184623.0,29.0,4.0,2,Queens,1057931.37,"{'type': 'Point', 'coordinates': [-73.73441653572263, 40.663534200426035]}",31.0,Idlewild,
104615.0,44.0,6.0,1,Brooklyn,993365.4613,"{'type': 'Point', 'coordinates': [-73.9671353520505, 40.68006537271896]}",35.0,OGI Design Area 1 (RH-034),
187720.0,27.0,4.0,4,Queens,1036565.93,"{'type': 'Point', 'coordinates': [-73.81126002467906, 40.722937621564284]}",24.0,DDC TI-010 Phase 4,
174813.0,59.0,6.0,3,Brooklyn,1011734.5298,"{'type': 'Point', 'coordinates': [-73.90096177664137, 40.64383534538088]}",46.0,EDC CI005 Phase 3,
125463.0,35.0,4.0,1,Queens,1025214.52084,"{'type': 'Point', 'coordinates': [-73.85219363198047, 40.731446786677274]}",29.0,DPR BB-006 Phase 1,Chinese Fringetree
172965.0,58.0,4.5,1,Brooklyn,1000088.68267,"{'type': 'Point', 'coordinates': [-73.94291921907052, 40.65249720740248]}",40.0,EDC CI005 Phase 1,
183893.0,24.0,4.0,2,Queens,1029798.74,"{'type': 'Point', 'coordinates': [-73.83578063402116, 40.67967112512239]}",28.0,DDC JAM-003 Phase 2,
187670.0,27.0,4.5,4,Queens,1034586.64,"{'type': 'Point', 'coordinates': [-73.81841277493477, 40.71851034552214]}",24.0,DDC TI-010 Phase 4,
187263.0,64.0,0.0,1,Staten Island,961712.21181,"{'type': 'Point', 'coordinates': [-74.08115398804807, 40.59527870367849]}",50.0,Reconstruction at Various Locations,
94002.0,24.0,5.0,2,Queens,1036475.27735,"{'type': 'Point', 'coordinates': [-73.81167623024226, 40.69138622900597]}",28.0,DDC JAM-003 Phase 2,Chinese Fringetree
134071.0,60.0,5.0,3,Brooklyn,1021348.22,"{'type': 'Point', 'coordinates': [-73.86625626896787, 40.6754394363703]}",42.0,EDC 26W-005 Phase 3,
182115.0,60.0,4.0,1,Brooklyn,1019557.27,"{'type': 'Point', 'coordinates': [-73.87273588290418, 40.66338131199507]}",42.0,EDC 26W-005 Phase 1,
160976.0,38.0,4.0,2,Queens,1022208.19,"{'type': 'Point', 'coordinates': [-73.86311807185476, 40.69390274556107]}",32.0,EDC 26W-005 Phase 2,
138107.0,83.0,0.0,OS,Bronx,1027508.4143,"{'type': 'Point', 'coordinates': [-73.84355512696982, 40.885537178904194]}",12.0,Edenwald Houses North,
132945.0,55.0,5.0,1,Brooklyn,1008358.3,"{'type': 'Point', 'coordinates': [-73.91309737173269, 40.66715606569474]}",41.0,EDC 26W-003 (Fresh Creek) Phase 1,Swamp White Oak
115746.0,30.0,4.0,3,Queens,1009982.02839,"{'type': 'Point', 'coordinates': [-73.90712069582541, 40.755959817687355]}",25.0,OGI BB-005 (GI-DCM-TOC) Phase 3,London Planetree
183156.0,57.0,5.0,3,Brooklyn,997107.9962,"{'type': 'Point', 'coordinates': [-73.95363406819494, 40.69163619368194]}",33.0,DDC NCB-014,
117983.0,55.0,5.0,2,Brooklyn,1011530.18295,"{'type': 'Point', 'coordinates': [-73.90164929517975, 40.67696189727275]}",37.0,EDC 26W-003 (Fresh Creek) Phase 2,Thornless Common Honeylocust
176500.0,58.0,5.5,2,Brooklyn,1004586.03,"{'type': 'Point', 'coordinates': [-73.92671033181723, 40.6533748325808]}",41.0,EDC CI005 Phase 2,
136708.0,37.0,4.0,1,Queens,1012945.58584,"{'type': 'Point', 'coordinates': [-73.89649050033279, 40.71302430182956]}",30.0,DDC NCQ-077,
109887.0,35.0,4.5,5,Queens,1020778.77011,"{'type': 'Point', 'coordinates': [-73.86814031819087, 40.76086114111608]}",21.0,OGI BB-005 (GI-DCM-TOC) Phase 5,Sweetgum
188431.0,30.0,5.0,3,Queens,1012592.31394,"{'type': 'Point', 'coordinates': [-73.89771759355818, 40.74379283410233]}",26.0,OGI BB-005 (GI-DCM-TOC) Phase 3,Swamp White Oak
133263.0,55.0,5.0,1,Brooklyn,1009302.88,"{'type': 'Point', 'coordinates': [-73.90969942154013, 40.66201722412221]}",41.0,EDC 26W-003 (Fresh Creek) Phase 1,Bur Oak
108450.0,40.0,6.0,1,Queens,1036196.45482,"{'type': 'Point', 'coordinates': [-73.81248586596644, 40.761007442999905]}",20.0,DDC TI-010 Phase 1,
148068.0,24.0,4.0,1,Queens,1031563.918,"{'type': 'Point', 'coordinates': [-73.8293558939908, 40.7033687331164]}",29.0,DDC JAM-003 Phase 1,
149611.0,65.0,0.0,GR,Manhattan,986997.708,"{'type': 'Point', 'coordinates': [-73.99008899901293, 40.71024899932059]}",1.0,Two Bridges Neighborhood Council,
149292.0,37.0,5.0,1,Queens,1002850.67,"{'type': 'Point', 'coordinates': [-73.93287353045001, 40.7437376258916]}",26.0,DDC BB Cluster (BB-026),
181568.0,33.0,4.0,1,Queens,1054357.415,"{'type': 'Point', 'coordinates': [-73.7471472335004, 40.70352985195821]}",27.0,South East Queens Demonstration Area 1,
140531.0,25.0,5.0,3,Queens,1042754.34,"{'type': 'Point', 'coordinates': [-73.78888532462932, 40.73832922414575]}",24.0,DDC TI-010 Phase 3,
173753.0,26.0,4.0,2,Queens,1044090.19,"{'type': 'Point', 'coordinates': [-73.78399693647656, 40.75928104082883]}",19.0,DDC TI-010 Phase 2,
183185.0,43.0,5.0,1,Brooklyn,1000252.2205,"{'type': 'Point', 'coordinates': [-73.9423233999715, 40.6599542865731]}",40.0,EDC CI005 Phase 1,
103686.0,33.0,4.0,1,Queens,1057876.0258,"{'type': 'Point', 'coordinates': [-73.73444910065291, 40.70546400561963]}",27.0,South East Queens Demonstration Area 1,Pin Oak
187810.0,27.0,4.0,4,Queens,1032463.7,"{'type': 'Point', 'coordinates': [-73.82603959899258, 40.730616864873994]}",24.0,DDC TI-010 Phase 4,
189471.0,47.0,4.0,4,Brooklyn,984421.4686,"{'type': 'Point', 'coordinates': [-73.99938251215711, 40.60229101323289]}",43.0,DDC OH15 Phase 4,
171522.0,38.0,5.0,2,Queens,1022645.048,"{'type': 'Point', 'coordinates': [-73.86157093608139, 40.680306585910316]}",32.0,EDC 26W-005 Phase 2,
94355.0,24.0,5.0,2,Queens,1034021.72,"{'type': 'Point', 'coordinates': [-73.82052359719903, 40.691440668652916]}",29.0,DDC JAM-003 Phase 2,
148537.0,38.0,6.0,1,Queens,1029787.918,"{'type': 'Point', 'coordinates': [-73.83578489436496, 40.69378570069455]}",29.0,DDC JAM-003 Phase 1,
158410.0,30.0,4.0,2,Queens,1013857.66,"{'type': 'Point', 'coordinates': [-73.89316634605251, 40.734335895723824]}",30.0,OGI BB-005 (GI-DCM-TOC) Phase 2,
188176.0,56.0,0.0,1,Brooklyn,1003090.0,"{'type': 'Point', 'coordinates': [-73.93206322434244, 40.691376914468776]}",36.0,Jesse Owens Playground,
173438.0,58.0,6.0,1,Brooklyn,1002222.25931,"{'type': 'Point', 'coordinates': [-73.93523126619377, 40.651248288314704]}",45.0,EDC CI005 Phase 1,
188250.0,64.0,0.0,1,Staten Island,964536.888,"{'type': 'Point', 'coordinates': [-74.07098578349807, 40.59798925005714]}",50.0,Arrochar Playground,
117844.0,55.0,5.0,2,Brooklyn,1010555.90285,"{'type': 'Point', 'coordinates': [-73.90515831184426, 40.679399462298754]}",37.0,EDC 26W-003 (Fresh Creek) Phase 2,
183604.0,54.0,5.5,1,Brooklyn,1016071.92,"{'type': 'Point', 'coordinates': [-73.88527300114933, 40.678347530990415]}",37.0,EDC 26W-005 Phase 1,
127685.0,43.0,5.0,1,Brooklyn,1000834.6221,"{'type': 'Point', 'coordinates': [-73.94021352066491, 40.67193438379477]}",35.0,DDC NCB-014,Red Maple
158434.0,30.0,5.0,2,Queens,1013771.48,"{'type': 'Point', 'coordinates': [-73.89348536256237, 40.72929857495166]}",30.0,OGI BB-005 (GI-DCM-TOC) Phase 2,
187214.0,85.0,0.0,1,Bronx,1021912.17802,"{'type': 'Point', 'coordinates': [-73.86394708527898, 40.81075320606917]}",18.0,Soundview Park Performance Lawn and Overlook Construction,
185344.0,58.0,4.5,2,Brooklyn,1004297.11,"{'type': 'Point', 'coordinates': [-73.92774953748554, 40.65525991996258]}",41.0,EDC CI005 Phase 2,
100577.0,60.0,5.0,1,Brooklyn,1016312.98,"{'type': 'Point', 'coordinates': [-73.88443054469319, 40.662978259741315]}",42.0,EDC 26W-005 Phase 1,
181688.0,25.0,0.0,OS,Queens,1051165.75086,"{'type': 'Point', 'coordinates': [-73.75850351414127, 40.74630498190114]}",23.0,Tall Oak Playground,
99864.0,54.0,4.0,1,Brooklyn,1017332.07,"{'type': 'Point', 'coordinates': [-73.88072116307113, 40.68317760480918]}",37.0,EDC 26W-005 Phase 1,
156985.0,55.0,5.0,2,Brooklyn,1007436.7,"{'type': 'Point', 'coordinates': [-73.91640277914853, 40.680451357448185]}",41.0,EDC NCB-015 (English Kills) Phase 2,
120840.0,31.0,3.0,3,Queens,1036315.2919,"{'type': 'Point', 'coordinates': [-73.81228426757478, 40.680328809650945]}",28.0,DDC JAM-003 Phase 3,
118654.0,55.0,0.0,2,Brooklyn,1010519.1949,"{'type': 'Point', 'coordinates': [-73.90530957756283, 40.666073691340976]}",41.0,Van Dyke I,
95851.0,80.0,5.83,2,Bronx,1023149.41,"{'type': 'Point', 'coordinates': [-73.85936291425723, 40.86504470686293]}",13.0,EDC HP-007 Phase 2,
184566.0,38.0,4.0,2,Queens,1022405.672,"{'type': 'Point', 'coordinates': [-73.8624065928078, 40.69358019034661]}",32.0,EDC 26W-005 Phase 2,
117036.0,80.0,4.0,3,Bronx,1029277.85,"{'type': 'Point', 'coordinates': [-73.8372201619846, 40.859301589145645]}",13.0,EDC HP-014 Phase 3,
183478.0,47.0,3.5,3,Brooklyn,990761.2237,"{'type': 'Point', 'coordinates': [-73.97655045562415, 40.6065427673549]}",44.0,Gravesend,
142210.0,54.0,0.0,1,Brooklyn,1018091.42352,"{'type': 'Point', 'coordinates': [-73.8779767034831, 40.686771329627284]}",37.0,P.S. 65 K,
187660.0,27.0,4.5,4,Queens,1033339.43,"{'type': 'Point', 'coordinates': [-73.8229085726938, 40.7198141404386]}",24.0,DDC TI-010 Phase 4,
141539.0,37.0,4.0,1,Queens,1004457.486,"{'type': 'Point', 'coordinates': [-73.92708002595924, 40.73898070418051]}",26.0,DDC BB Cluster (BB-009),
134525.0,23.0,5.0,3,Queens,1024462.48,"{'type': 'Point', 'coordinates': [-73.85504969941965, 40.66589812888111]}",32.0,EDC 26W-005 Phase 3,Wireless Zelkova
184500.0,31.0,5.0,3,Queens,1036993.3883,"{'type': 'Point', 'coordinates': [-73.80985294149883, 40.67560102299685]}",28.0,DDC JAM-003 Phase 3,
173919.0,58.0,4.0,3,Brooklyn,1006590.28,"{'type': 'Point', 'coordinates': [-73.9195064312074, 40.63739274867565]}",45.0,EDC CI005 Phase 3,
107115.0,26.0,4.5,1,Queens,1039871.11176,"{'type': 'Point', 'coordinates': [-73.79923624251245, 40.756023756905584]}",19.0,DDC TI-010 Phase 1,
175282.0,23.0,6.0,3,Queens,1027426.11,"{'type': 'Point', 'coordinates': [-73.844340714086, 40.677143939055696]}",32.0,EDC 26W-005 Phase 3,
138293.0,56.0,0.0,2,Brooklyn,1001386.08,"{'type': 'Point', 'coordinates': [-73.93820555446554, 40.69351666667066]}",36.0,Roosevelt I Houses,
143576.0,40.0,4.0,1,Queens,1034706.3139,"{'type': 'Point', 'coordinates': [-73.81786456603606, 40.7611377981855]}",20.0,DDC TI-022,
140175.0,25.0,4.0,3,Queens,1039926.72,"{'type': 'Point', 'coordinates': [-73.7990999731667, 40.73465513492209]}",24.0,DDC TI-010 Phase 3,Pin Oak
182170.0,43.0,6.0,1,Brooklyn,1000891.9284,"{'type': 'Point', 'coordinates': [-73.94001429484275, 40.66375134641435]}",40.0,EDC CI005 Phase 1,
147970.0,39.0,0.0,OA,Queens,1021482.571,"{'type': 'Point', 'coordinates': [-73.8656585542742, 40.73171709215357]}",24.0,DPR Green Roof,
113953.0,38.0,5.0,2,Queens,1022226.787,"{'type': 'Point', 'coordinates': [-73.86307418279927, 40.68261893661734]}",32.0,EDC 26W-005 Phase 2,American Hornbeam
113005.0,38.0,5.0,2,Queens,1021811.8322,"{'type': 'Point', 'coordinates': [-73.86455302384198, 40.691128626868014]}",32.0,EDC 26W-005 Phase 2,Panicled Goldenraintree
148487.0,38.0,4.0,1,Queens,1027934.971,"{'type': 'Point', 'coordinates': [-73.84246731664061, 40.69358715262163]}",29.0,DDC JAM-003 Phase 1,
188203.0,85.0,0.0,1,Bronx,1015360.0,"{'type': 'Point', 'coordinates': [-73.88759130134011, 40.825700126746035]}",17.0,Longfellow Garden,
181939.0,54.0,6.0,1,Brooklyn,1013922.39,"{'type': 'Point', 'coordinates': [-73.89302684573718, 40.67574213879904]}",37.0,EDC 26W-004,
133285.0,55.0,5.0,1,Brooklyn,1007776.06,"{'type': 'Point', 'coordinates': [-73.9152042335575, 40.660804817391195]}",41.0,EDC 26W-003 (Fresh Creek) Phase 1,
150223.0,53.0,5.0,3,Brooklyn,1007234.7,"{'type': 'Point', 'coordinates': [-73.91711050351007, 40.69699694053212]}",37.0,EDC NCB-015 (English Kills) Phase 3,
175618.0,58.0,5.0,2,Brooklyn,1003637.91,"{'type': 'Point', 'coordinates': [-73.93011960490949, 40.66071359051816]}",41.0,EDC CI005 Phase 2,
115150.0,30.0,4.5,3,Queens,1012530.89126,"{'type': 'Point', 'coordinates': [-73.89793662270158, 40.745512816282904]}",26.0,OGI BB-005 (GI-DCM-TOC) Phase 3,
173535.0,58.0,5.0,1,Brooklyn,1002050.41207,"{'type': 'Point', 'coordinates': [-73.93585256768044, 40.64917245955006]}",45.0,EDC CI005 Phase 1,
182709.0,43.0,6.0,2,Brooklyn,1002606.19,"{'type': 'Point', 'coordinates': [-73.9338384860803, 40.66048920432692]}",41.0,EDC CI005 Phase 2,
151555.0,55.0,5.0,3,Brooklyn,1009659.93,"{'type': 'Point', 'coordinates': [-73.90841608376805, 40.65938500809192]}",41.0,EDC 26W-003 (Fresh Creek) Phase 3,Willow Oak
157362.0,56.0,5.0,2,Brooklyn,1004444.03,"{'type': 'Point', 'coordinates': [-73.92718581454889, 40.68661082064773]}",36.0,EDC NCB-015 (English Kills) Phase 2,Dawn Redwood
188186.0,68.0,0.0,1,Manhattan,1000240.0,"{'type': 'Point', 'coordinates': [-73.94224844035965, 40.797414917079585]}",8.0,James Weldon Johnson Playground,
136965.0,37.0,4.5,1,Queens,1011452.58667,"{'type': 'Point', 'coordinates': [-73.90186945694758, 40.71745938106232]}",30.0,DDC NCQ-077,
182241.0,38.0,5.0,2,Queens,1024698.052,"{'type': 'Point', 'coordinates': [-73.85416532917954, 40.682008992917076]}",32.0,EDC 26W-005 Phase 2,
113797.0,54.0,4.0,2,Brooklyn,1020187.16,"{'type': 'Point', 'coordinates': [-73.87043519120857, 40.67896421676021]}",37.0,EDC 26W-005 Phase 2,American Hornbeam
102895.0,25.0,4.0,2,Queens,1043192.04854,"{'type': 'Point', 'coordinates': [-73.78727970815262, 40.746513511003194]}",20.0,DDC TI-010 Phase 2,Willow Oak
127310.0,82.0,4.0,1,Bronx,1026128.9071,"{'type': 'Point', 'coordinates': [-73.84864265789342, 40.84226823794788]}",18.0,EDC HP-033,
126316.0,54.0,5.0,1,Brooklyn,1009077.01,"{'type': 'Point', 'coordinates': [-73.91047835238282, 40.68824224886525]}",37.0,EDC NCB-015 (English Kills) Phase 1,Downy Serviceberry
102681.0,25.0,4.0,2,Queens,1048010.1764,"{'type': 'Point', 'coordinates': [-73.76988823916662, 40.74736316531678]}",23.0,DDC TI-010 Phase 2,Pin Oak
149226.0,37.0,5.0,1,Queens,1002961.996,"{'type': 'Point', 'coordinates': [-73.93247455456381, 40.74099544905855]}",26.0,DDC BB Cluster (BB-026),
134023.0,54.0,4.5,3,Brooklyn,1019983.69,"{'type': 'Point', 'coordinates': [-73.87117439561267, 40.67604972300796]}",42.0,EDC 26W-005 Phase 3,
108696.0,25.0,4.5,1,Queens,1039897.40743,"{'type': 'Point', 'coordinates': [-73.79915891689039, 40.750190498243946]}",20.0,DDC TI-010 Phase 1,
187685.0,24.0,4.0,4,Queens,1036879.93,"{'type': 'Point', 'coordinates': [-73.81015042257695, 40.71478779476698]}",24.0,DDC TI-010 Phase 4,
185850.0,27.0,6.0,1,Queens,1035227.159,"{'type': 'Point', 'coordinates': [-73.81592428333057, 40.782903008008994]}",19.0,DDC TI-03-23 Phase 1,
184271.0,38.0,4.5,2,Queens,1027852.72,"{'type': 'Point', 'coordinates': [-73.8427770791044, 40.68800816433324]}",29.0,DDC JAM-003 Phase 2,
