location_code,primary_address_line_1,school_support_team_name,open_date,beds_number,nta_name,longitude,principal_title
K004,530 STANLEY AVENUE,Children First Network 752,1999-07-01T00:00:00.000,307500013004,East New York,40.656599,Principal
X048,1290 SPOFFORD AVENUE,School Support Team 7- Bronx,1916-07-01T00:00:00.000,320800010048,Hunts Point,40.814034,Principal
X382,125 EAST 181 STREET,School Support Team 3- Bronx,2008-07-01T00:00:00.000,321000010382,Fordham South,40.855337,Principal
X602,1230 ZEREGA AVENUE,,2003-05-01T00:00:00.000,300000010602,Westchester-Unionport,40.833936,
K898,130 ROCHESTER AVENUE,School Support Team 4- Brooklyn North,2018-07-01T00:00:00.000,331600010898,Crown Heights North,40.674491,I.A. Principal
K682,50 AVENUE P,School Support Team 4- Brooklyn South,2009-07-01T00:00:00.000,332000010682,Bensonhurst East,40.606994,Principal
M114,331 EAST 91ST STREET,School Support Team 4- Manhattan,1999-07-01T00:00:00.000,310200010114,Yorkville,40.780452,Principal
M492,122 AMSTERDAM AVENUE,School Support Team 2- Manhattan,1997-12-04T00:00:00.000,310300011492,Lincoln Square,40.774891,Principal
M057,176 EAST 115 STREET,School Support Team 6- Manhattan,1964-07-01T00:00:00.000,310400010057,East Harlem North,40.797205,I.A. Principal
X107,1695 SEWARD AVENUE,School Support Team 7- Bronx,1937-07-01T00:00:00.000,320800010107,Soundview-Castle Hill-Clason Point-Harding Park,40.819221,Principal
X221,360 EAST 145 STREET,School Support Team 1- Bronx,2004-09-08T00:00:00.000,320700011221,Mott Haven-Port Morris,40.813612,Principal
K053,544 7TH AVENUE,Children First Network 755,1989-06-26T00:00:00.000,307500013053,Sunset Park West,40.660805,Principal
Q825,30-48 LINDEN PLACE,,1999-07-01T00:00:00.000,342500010000,Flushing,40.769649,CSD Superintendent
M094,55 BATTERY PLACE,Children First Network 752,1999-07-01T00:00:00.000,307500011094,Battery Park City-Lower Manhattan,40.706384,Principal
X112,1925 SCHIEFFELIN AVENUE,School Support Team 9- Bronx,1953-07-01T00:00:00.000,321100010112,Eastchester-Edenwald-Baychester,40.88494,Principal
X302,681 KELLY STREET,School Support Team 7- Bronx,2001-07-01T00:00:00.000,320800010302,Longwood,40.816078,Principal
M140,123 RIDGE STREET,School Support Team 3- Manhattan,1959-07-01T00:00:00.000,310100010140,Lower East Side,40.719148,Principal
X609,222 ALEXANDER AVENUE,,2018-07-01T00:00:00.000,320700861141,Mott Haven-Port Morris,40.809462,PRINCIPAL
M811,466 WEST END AVENUE,Children First Network 751,1996-06-05T00:00:00.000,307500011811,Upper West Side,40.78633,Principal
X424,730 BRYANT AVENUE,School Support Team 7- Bronx,2008-07-01T00:00:00.000,320800010424,Hunts Point,40.815827,I.A. Principal
X225,2225 WEBSTER AVENUE,School Support Team 1- Bronx,1999-07-01T00:00:00.000,321000010225,Mount Hope,40.854257,Principal
X280,3202 STEUBEN AVENUE,School Support Team 4- Bronx,1988-06-10T00:00:00.000,321000010280,Norwood,40.876819,Principal
K356,790 EAST NEW YORK AVENUE,,2005-07-01T00:00:00.000,331700860879,Prospect Lefferts Gardens-Wingate,40.662092,PRINCIPAL
X089,980 MACE AVENUE,School Support Team 10- Bronx,1927-07-01T00:00:00.000,321100010089,Bronxdale,40.862481,Principal
X131,885 BOLTON AVENUE,School Support Team 7- Bronx,1966-07-01T00:00:00.000,320800010131,Soundview-Castle Hill-Clason Point-Harding Park,40.822925,Principal
K488,257 NORTH  6 STREET,School Support Team 1- Brooklyn North,2004-09-08T00:00:00.000,331400011488,North Side-South Side,40.715561,Principal
X274,275 HARLEM RIVER PARK BRIDGE,School Support Team 10- Bronx,2013-07-01T00:00:00.000,320900010274,University Heights-Morris Heights,40.8524,I.A. Principal
X433,2780 RESERVOIR AVENUE,School Support Team 1- Bronx,2001-07-01T00:00:00.000,321000011433,Van Cortlandt Village,40.869061,I.A. Principal
X486,116-118 EAST 169 STREET,,2015-07-01T00:00:00.000,320900861073,West Concourse,40.836679,PRINCIPAL
K614,325 BUSHWICK AVENUE,School Support Team 3- Affinity Group,2008-07-01T00:00:00.000,331400011614,Bushwick South,40.705005,Principal
X313,1600 WEBSTER AVENUE,School Support Team 8- Bronx,1999-07-01T00:00:00.000,320900010313,Claremont-Bathgate,40.840536,Principal
M304,6 EDGECOMBE AVENUE,School Support Team 2- Manhattan,2004-09-08T00:00:00.000,310500011304,Central Harlem North-Polo Grounds,40.817228,Principal
M393,439 WEST 49TH STREET,School Support Team 3- Affinity Group,2009-07-01T00:00:00.000,310200011393,Clinton,40.763655,Principal
M338,401 WEST 164 STREET,,2017-04-26T00:00:00.000,310600861111,Washington Heights South,40.836982,PRINCIPAL
X670,350 GERARD AVENUE,School Support Team 1- Bronx,1996-06-05T00:00:00.000,320700011670,West Concourse,40.815712,I.A. Principal
X165,925 HUTCHINSON RIVER PARKWAY,,2004-08-31T00:00:00.000,320800860872,Soundview-Castle Hill-Clason Point-Harding Park,40.825715,PRINCIPAL
M123,301 WEST 140 STREET,School Support Team 5- Manhattan,1959-07-01T00:00:00.000,310500010123,Central Harlem North-Polo Grounds,40.820216,Principal
K748,1664 BENSON AVENUE,School Support Team 4- Brooklyn South,2010-07-01T00:00:00.000,332000010748,Bath Beach,40.606739,Principal
M316,26 BROADWAY,School Support Team 4- Affinity Group,2005-07-01T00:00:00.000,310200011316,Battery Park City-Lower Manhattan,40.705688,Principal
K01C,52 CHAMBERS STREET,,2001-07-01T00:00:00.000,300000010002,SoHo-TriBeCa-Civic Center-Little Italy,40.713014,
Q00J,4360-78 BROADWAY,,1994-01-10T00:00:00.000,307900010000,Washington Heights North,40.853193,
X215,3630 THIRD AVENUE,School Support Team 10- Bronx,2000-07-01T00:00:00.000,320900010215,Claremont-Bathgate,40.833493,Principal
X121,2750 THROOP AVENUE,School Support Team 10- Bronx,1953-07-01T00:00:00.000,321100010121,Allerton-Pelham Gardens,40.866474,Principal
K297,700 PARK AVENUE,School Support Team 4- Brooklyn North,1959-07-01T00:00:00.000,331400010297,Bedford,40.697377,Principal
K524,883 CLASSON AVENUE,School Support Team 4- Affinity Group,2004-09-08T00:00:00.000,331700011524,Crown Heights South,40.669805,Principal
X706,3565 THIRD AVENUE,,2000-07-01T00:00:00.000,320900860823,Claremont-Bathgate,40.832328,PRINCIPAL
X031,250 EAST 156 STREET,School Support Team 6- Bronx,1899-09-01 00:00:00.000,320700010031,East Concourse-Concourse Village,40.822574,I.A. Principal
X448,885 BOLTON AVENUE,School Support Team 7- Bronx,2009-07-01T00:00:00.000,320800010448,Soundview-Castle Hill-Clason Point-Harding Park,40.822925,Principal
X370,3710 BARNES AVENUE,School Support Team 9- Bronx,2007-07-01T00:00:00.000,321100010370,Williamsbridge-Olinville,40.880649,Principal
X309,164 bruckner boulevard,,2005-07-01T00:00:00.000,320700860889,Mott Haven-Port Morris,40.803052,PRINCIPAL
M467,549 AUDUBON AVENUE,School Support Team 2- Manhattan,1999-05-11T00:00:00.000,310600011467,Washington Heights North,40.856532,Principal
M933,425 WEST 33RD STREET,School Support Team 4- Manhattan,2014-07-01T00:00:00.000,310200010933,Hudson Yards-Chelsea-Flatiron-Union Square,40.753099,Principal
X259,455 SOUTHERN BLVD,School Support Team 1- Affinity Group,2013-07-01T00:00:00.000,320700011259,Mott Haven-Port Morris,40.810671,Principal
z008,3010 BRIGGS AVENUE,School Support Team 3- Bronx,1958-07-01T00:00:00.000,321000010008,Bedford Park-Fordham North,40.872259,Principal
K244,5404 TILDEN AVENUE,School Support Team 3- Brooklyn South,1939-07-01T00:00:00.000,331800010244,Rugby-Remsen Village,40.647851,Principal
X100,800 TAYLOR AVENUE,School Support Team 7- Bronx,1961-07-01T00:00:00.000,320800010100,Soundview-Castle Hill-Clason Point-Harding Park,40.822552,Principal
K051,350 5 AVENUE,School Support Team 5- Brooklyn North,1951-07-01T00:00:00.000,331500010051,Park Slope-Gowanus,40.672358,Principal
M825,260 PLEASANT AVENUE,School Support Team 6- Manhattan,1999-07-01T00:00:00.000,310400010825,East Harlem North,40.794184,Principal
X057,2111 CROTONA AVENUE,School Support Team 5- Bronx,1921-07-01T00:00:00.000,321200010057,East Tremont,40.848748,Principal
K359,800 VAN SICLEN AVE,,2005-07-01T00:00:00.000,331900860891,East New York,40.659934,PRINCIPAL
X260,1363 FULTON AVENUE,School Support Team 2- Affinity Group,2005-07-01T00:00:00.000,320900011260,Claremont-Bathgate,40.833884,Principal
M265,701 FORT WASHINGTON AVENUE,,2014-07-01T00:00:00.000,310600861073,Washington Heights North,40.85765,PRINCIPAL
X055,450 SAINT PAUL'S PLACE,School Support Team 8- Bronx,1916-07-01T00:00:00.000,320900010055,Claremont-Bathgate,40.835934,Principal
X087,1935 BUSSING AVENUE,School Support Team 9- Bronx,1931-07-01T00:00:00.000,321100010087,Woodlawn-Wakefield,40.895741,Principal
K667,153 35TH STREET,School Support Team 1- Brooklyn North,2009-07-01T00:00:00.000,331500011667,Sunset Park West,40.655583,Principal
M726,433 WEST 123 STREET,,2003-07-01T00:00:00.000,310500860858,Morningside Heights,40.810793,PRINCIPAL
X467,650 HOLLYWOOD AVENUE,School Support Team 7- Bronx,2009-07-01T00:00:00.000,320800010467,Schuylerville-Throgs Neck-Edgewater Park,40.826794,Principal
X110,580 CROTONA PARK SOUTH,School Support Team 8- Bronx,1964-07-01T00:00:00.000,320900010110,Morrisania-Melrose,40.83447,Principal
M318,276 WEST 151ST STREET,School Support Team 6- Manhattan,2005-07-01T00:00:00.000,310500010318,Central Harlem North-Polo Grounds,40.825831,Principal
X589,3956 CARPENTER AVENUE,,2017-07-06T00:00:00.000,321100861115,Williamsbridge-Olinville,40.888351,PRINCIPAL
M382,1991 SECOND AVENUE,,2008-07-01T00:00:00.000,310400860919,East Harlem South,40.789174,Principal
X360,2880 KINGSBRIDGE TERRACE,School Support Team 3- Bronx,1999-07-01T00:00:00.000,321000010360,Van Cortlandt Village,40.874717,Principal
K228,228 AVENUE S,School Support Team 5- Brooklyn South,1930-07-01T00:00:00.000,332100010228,Bensonhurst East,40.60066,Principal
x114,1155 CROMWELL AVENUE,School Support Team 8- Bronx,1941-07-01T00:00:00.000,320900010114,West Concourse,40.834979,Principal
M680,1680 LEXINGTON AVENUE,School Support Team 3- Affinity Group,1999-07-01T00:00:00.000,310400011680,East Harlem South,40.791966,Principal
X243,500 EAST FORDHAM ROAD,School Support Team 2- Affinity Group,2004-09-08T00:00:00.000,321000011243,Belmont,40.859466,Principal
M263,26 Broadway,,2016-07-01T00:00:00.000,310200861104,Battery Park City-Lower Manhattan,40.705688,PRINCIPAL
X228,400 EAST FORDHAM ROAD,School Support Team 4- Bronx,2000-07-01T00:00:00.000,321000010228,Fordham South,40.860987,Principal
M311,4862 BROADWAY,School Support Team 7- Manhattan,2004-09-08T00:00:00.000,310600010311,Marble Hill-Inwood,40.866381,Principal
X377,1980 LAFAYETTE AVENUE,School Support Team 2- Affinity Group,2007-07-01T00:00:00.000,320800011377,Soundview-Castle Hill-Clason Point-Harding Park,40.821218,I.A. Principal
M020,166 ESSEX STREET,School Support Team 3- Manhattan,1963-07-01T00:00:00.000,310100010020,Chinatown,40.721305,Principal
M129,425 WEST 130 STREET,School Support Team 5- Manhattan,1958-07-01T00:00:00.000,310500010129,Manhattanville,40.814914,Principal
M068,21 JUMEL PLACE,,2012-07-01T00:00:00.000,310600861013,Washington Heights South,40.839139,PRINCIPAL
K225,1075 OCEAN VIEW AVENUE,School Support Team 5- Brooklyn South,1928-07-01T00:00:00.000,332100010225,Brighton Beach,40.58026,Principal
M416,411 EAST 76 STREET,School Support Team 1- Manhattan,2002-07-01T00:00:00.000,310200010416,Lenox Hill-Roosevelt Island,40.770288,Principal
X062,660 FOX STREET,School Support Team 7- Bronx,1922-07-01T00:00:00.000,320800010062,Longwood,40.813736,Principal
X199,1449 SHAKESPEARE AVENUE,School Support Team 8- Bronx,2000-08-21T00:00:00.000,320900010199,Highbridge,40.843453,Principal
M077$,1700 3 AVENUE,School Support Team 4- Manhattan,1999-07-01T00:00:00.000,310200010077,Upper East Side-Carnegie Hill,40.785018,Principal
X498,1640 BRONXDALE AVE,School Support Team 10- Bronx,2010-07-01T00:00:00.000,321100010498,Van Nest-Morris Park-Westchester Square,40.845023,Principal
X419,1349 INWOOD AVENUE,,2008-07-01T00:00:00.000,320900860913,Highbridge,40.839503,Principal
K815,131 LIVINGSTON STREET,,1999-07-01T00:00:00.000,331500010000,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,40.691075,CSD Superintendent
K071,215 HEYWARD STREET,School Support Team 4- Brooklyn North,1970-07-01T00:00:00.000,331400011071,Williamsburg,40.703996,Principal
M414,333 WEST  17 STREET,School Support Team 1- Manhattan,1999-07-01T00:00:00.000,310200010414,Hudson Yards-Chelsea-Flatiron-Union Square,40.742512,Principal
M098,512 WEST 212 STREET,School Support Team 7- Manhattan,1924-07-01T00:00:00.000,310600010098,Marble Hill-Inwood,40.867741,Principal
o115,1500 EAST  92 STREET,School Support Team 3- Brooklyn South,1922-07-01T00:00:00.000,331800010115,Canarsie,40.634861,Principal
X364,333 EAST 135 STREET,,2013-07-01T00:00:00.000,320700861035,Mott Haven-Port Morris,40.808194,Principal
K00D,52 CHAMBERS STREET,,1999-07-01T00:00:00.000,300000010001,SoHo-TriBeCa-Civic Center-Little Italy,40.713014,
X168,3050 WEBSTER AVENUE,Children First Network 752,1997-05-30T00:00:00.000,307500012168,Norwood,40.869482,Principal
M420,345 EAST  15TH STREET,School Support Team 1- Manhattan,1996-06-05T00:00:00.000,310200011420,Gramercy,40.732665,Principal
X427,350 GERARD AVENUE,School Support Team 5- Affinity Group,2001-07-01T00:00:00.000,320700011427,West Concourse,40.815712,Principal
M138,144-176 EAST 128 STREET,Children First Network 751,1989-06-26T00:00:00.000,307500011138,East Harlem North,40.805653,Principal
M448,200 MONROE STREET,School Support Team 1- Manhattan,1999-06-04T00:00:00.000,310100011448,Lower East Side,40.712269,Principal
M151,421 EAST  88 STREET,School Support Team 4- Manhattan,2009-07-01T00:00:00.000,310200010151,Yorkville,40.777948,Principal
X144,2545 GUNTHER AVENUE,School Support Team 9- Bronx,1968-07-01T00:00:00.000,321100010144,Allerton-Pelham Gardens,40.863842,Principal
X303,1700 MACOMBS ROAD,School Support Team 8- Bronx,1999-07-01T00:00:00.000,320900010303,University Heights-Morris Heights,40.849416,I.A. Principal
X301,890 CAULDWELL AVENUE,School Support Team 7- Bronx,2001-07-01T00:00:00.000,320800010301,Morrisania-Melrose,40.822291,Principal
X126,175 WEST 166 STREET,School Support Team 8- Bronx,1971-07-01T00:00:00.000,320900010126,Highbridge,40.835866,I.A. Principal
K468,2630 BENSON AVENUE,School Support Team 1- Affinity Group,2006-07-01T00:00:00.000,332100011468,Gravesend,40.593028,Principal
X514,921 EAST 228TH STREET,School Support Team 2- Bronx,2004-09-08T00:00:00.000,321100011514,Williamsbridge-Olinville,40.888242,Principal
X123,1025 MORRISON AVENUE,School Support Team 7- Bronx,1953-07-01T00:00:00.000,320800010123,Soundview-Bruckner,40.824989,Principal
M289,201 WARREN STREET,School Support Team 4- Manhattan,1998-05-27T00:00:00.000,310200010289,Battery Park City-Lower Manhattan,40.71701,Principal
K639,999 JAMAICA AVENUE,School Support Team 1- Brooklyn North,2008-07-01T00:00:00.000,331900011639,park-cemetery-etc-Brooklyn,40.693002,Principal
M377,319 EAST 117 STREET,School Support Team 6- Manhattan,2008-07-01T00:00:00.000,310400010377,East Harlem North,40.797507,Principal
M128,560 WEST 169 STREET,School Support Team 7- Manhattan,1961-07-01T00:00:00.000,310600010128,Washington Heights South,40.841032,Principal
M104,330 EAST  21 STREET,School Support Team 4- Manhattan,1956-07-01T00:00:00.000,310200010104,Gramercy,40.735879,Principal
M463,549 AUDUBON AVENUE,School Support Team 2- Manhattan,1999-05-11T00:00:00.000,310600011463,Washington Heights North,40.856532,Principal
n580,7 BEAVER STREET,School Support Team 2- Manhattan,1996-06-05T00:00:00.000,310200011580,Battery Park City-Lower Manhattan,40.705688,Principal
M699,333 7 AVENUE,,2003-05-01T00:00:00.000,300000010681,Midtown-Midtown South,40.747398,
M192,500 WEST 138 STREET,School Support Team 7- Manhattan,1952-07-01T00:00:00.000,310600010192,Manhattanville,40.82051,Principal
M322,4600 BROADWAY,School Support Team 7- Manhattan,2005-07-01T00:00:00.000,310600010322,Washington Heights North,40.860951,Principal
X223,360 EAST 145 STREET,School Support Team 6- Bronx,2003-07-01T00:00:00.000,320700010223,Mott Haven-Port Morris,40.813612,Principal
M540,443 WEST 135 STREET,School Support Team 2- Manhattan,1926-07-01T00:00:00.000,310600011540,Manhattanville,40.8185,Principal
M386,240 WEST 113 STREET,,2008-07-01T00:00:00.000,310300860923,Central Harlem South,40.801573,Principal
K119,3829 AVENUE K,School Support Team 6- Brooklyn South,1904-07-01T00:00:00.000,332200010119,Flatlands,40.626038,Principal
M241,240 WEST 113 STREET,School Support Team 5- Manhattan,1999-07-01T00:00:00.000,310300010241,Central Harlem South,40.801573,Principal
X397,99 TERRACE VIEW AVENUE,School Support Team 4- Affinity Group,2008-07-01T00:00:00.000,321000011397,Marble Hill-Inwood,40.877379,Principal
K025,787 LAFAYETTE AVENUE,School Support Team 7- Brooklyn North,1942-07-01T00:00:00.000,331600010025,Stuyvesant Heights,40.691472,Principal
M155,319 EAST 117 STREET,School Support Team 6- Manhattan,1961-07-01T00:00:00.000,310400010155,East Harlem North,40.797507,Principal
M600,225 WEST  24 STREET,School Support Team 1- Manhattan,1940-07-01T00:00:00.000,310200011600,Hudson Yards-Chelsea-Flatiron-Union Square,40.745677,Principal
M188,442 EAST HOUSTON STREET,School Support Team 3- Manhattan,1904-07-01T00:00:00.000,310100010188,Lower East Side,40.719888,Principal
K099,1120 EAST  10 STREET,School Support Team 5- Brooklyn South,1914-07-01T00:00:00.000,332100010099,Ocean Parkway South,40.621474,Principal
X346,977 FOX STREET,,2006-07-01T00:00:00.000,321200860898,Hunts Point,40.822056,PRINCIPAL
X440,100 WEST MOSHOLU PARKWAY SOUTH,School Support Team 1- Bronx,1929-07-01T00:00:00.000,321000011440,Van Cortlandt Village,40.879958,Principal
M046,2987 FREDERICK DOUGLASS BOULEVARD,School Support Team 5- Manhattan,1968-07-01T00:00:00.000,310500010046,Central Harlem North-Polo Grounds,40.8304,Principal
M539,111 COLUMBIA STREET,School Support Team 1- Manhattan,2000-07-01T00:00:00.000,310100011539,Lower East Side,40.719416,Principal
K503,330 59 STREET,School Support Team 4- Brooklyn South,2006-04-27T00:00:00.000,332000010503,Sunset Park West,40.64195,Principal
K176,1225 69 STREET,School Support Team 4- Brooklyn South,1914-07-01T00:00:00.000,332000010176,Dyker Heights,40.624835,Principal
K673,9517 KINGS HIGHWAY,School Support Team 3- Affinity Group,2009-07-01T00:00:00.000,331800011673,Rugby-Remsen Village,40.659914,Principal
K507,400 PENNSYLVANIA AVENUE,School Support Team 1- Brooklyn North,2004-09-08T00:00:00.000,331900011507,East New York (Pennsylvania Ave),40.666868,Principal
M363,121 EAST  3 STREET,School Support Team 3- Manhattan,1999-07-01T00:00:00.000,310100010363,East Village,40.72444,Principal
M362,425 WEST 123 STREET,School Support Team 6- Manhattan,2007-07-01T00:00:00.000,310500011362,Morningside Heights,40.810793,Principal
M054,103 WEST 107 STREET,School Support Team 5- Manhattan,1950-07-01T00:00:00.000,310300010054,Morningside Heights,40.8007,Principal
M112,535 EAST 119 STREET,School Support Team 6- Manhattan,1968-07-01T00:00:00.000,310400010112,East Harlem North,40.796889,Principal
M292,220 HENRY STREET,School Support Team 3- Manhattan,2004-09-08T00:00:00.000,310100011292,Lower East Side,40.713362,Principal
K56,6565 FLATLANDS AVENUE,School Support Team 1- Brooklyn South,2007-07-01T00:00:00.000,331800011567,Canarsie,40.634451,Principal
M299,122 AMSTERDAM AVENUE,School Support Team 1- Affinity Group,2005-07-01T00:00:00.000,310300011299,Lincoln Square,40.774891,Principal
M200,2589 7 AVENUE,School Support Team 6- Manhattan,1969-07-01T00:00:00.000,310500010200,Central Harlem North-Polo Grounds,40.823988,Principal
K600,901 CLASSON AVENUE,School Support Team 1- Brooklyn South,1940-07-01T00:00:00.000,331700011600,Crown Heights South,40.669805,Principal
X464,885 BOLTON AVENUE,,2014-07-01T00:00:00.000,320800861074,Soundview-Castle Hill-Clason Point-Harding Park,40.822925,Principal
X157,757 CAULDWELL AVENUE,School Support Team 6- Bronx,1967-07-01T00:00:00.000,320700010157,Melrose South-Mott Haven North,40.819419,Principal
X554,423 East 138th Street,,2011-07-01T00:00:00.000,320700861005,Mott Haven-Port Morris,40.808703,PRINCIPAL
X432,1980 LAFAYETTE AVENUE,School Support Team 1- Bronx,2010-07-01T00:00:00.000,320800011432,Soundview-Castle Hill-Clason Point-Harding Park,40.821218,Principal
M483,311 WEST 120TH STREET,,2010-06-01T00:00:00.000,310300860963,Central Harlem South,40.807537,PRINCIPAL
X594,1000 TELLER AVENUE,School Support Team 10- Bronx,2018-07-01T00:00:00.000,320900010594,East Concourse-Concourse Village,40.827438,Principal
K321,180 7 AVENUE,School Support Team 5- Brooklyn North,1966-07-01T00:00:00.000,331500010321,Park Slope-Gowanus,40.671816,Principal
K062,700 CORTELYOU ROAD,School Support Team 4- Brooklyn South,1957-07-01T00:00:00.000,332000010062,Kensington-Ocean Parkway,40.638087,Principal
X091,2200 AQUEDUCT AVENUE,School Support Team 3- Bronx,1929-07-01T00:00:00.000,321000010091,University Heights-Morris Heights,40.858286,Principal
K335,130 ROCHESTER AVENUE,School Support Team 4- Brooklyn North,1968-07-01T00:00:00.000,331600010335,Crown Heights North,40.674491,I.A. Principal
M223,71-111 CONVENT AVE,School Support Team 7- Manhattan,1999-07-01T00:00:00.000,310600010223,Manhattanville,40.816626,Principal
K024,427 38 STREET,School Support Team 5- Brooklyn North,1997-07-01T00:00:00.000,331500010024,Sunset Park West,40.652832,Principal
X559,900 TINTON AVENUE,School Support Team 2- Bronx,2012-07-01T00:00:00.000,320800011559,Morrisania-Melrose,40.821723,I.A. Principal
K262,500 MACON STREET,School Support Team 7- Brooklyn North,1961-07-01T00:00:00.000,331600010262,Crown Heights North,40.682949,Principal
X248,1180 REV. J.A. POLITE AVE.,School Support Team 2- Bronx,2005-07-01T00:00:00.000,321200011248,Longwood,40.827539,I.A. Principal
X043_,165 BROWN PLACE,School Support Team 6- Bronx,1906-07-01T00:00:00.000,320700010043,Mott Haven-Port Morris,40.806452,Principal
K886,15 SNYDER AVENUE,,2016-07-01T00:00:00.000,331700861094,Erasmus,40.64879,PRINCIPAL
M178,12-18 ELLWOOD STREET,School Support Team 7- Manhattan,2001-07-01T00:00:00.000,310600010178,Washington Heights North,40.85924,Principal
M001,8 HENRY STREET,School Support Team 3- Manhattan,1898-07-01 00:00:00.000,310200010001,Chinatown,40.71255,Principal
X392,650 HOLLYWOOD AVENUE,School Support Team 7- Bronx,2014-07-01T00:00:00.000,320800010392,Schuylerville-Throgs Neck-Edgewater Park,40.826794,Principal
M388,222 WEST 134 STREET,,2008-07-01T00:00:00.000,310500860928,Central Harlem North-Polo Grounds,40.814917,PRINCIPAL
M397,12 SPRUCE STREET,School Support Team 3- Manhattan,2009-07-01T00:00:00.000,310200010397,Battery Park City-Lower Manhattan,40.711321,Principal
M839,600 EAST  6 STREET,School Support Team 3- Manhattan,2001-07-01T00:00:00.000,310100010839,Lower East Side,40.72313,Principal
M199,270 WEST  70 STREET,School Support Team 5- Manhattan,1963-07-01T00:00:00.000,310300010199,Lincoln Square,40.777603,Principal
X349,3000 EAST TREMONT AVENUE,School Support Team 2- Bronx,2013-07-01T00:00:00.000,320800011349,Schuylerville-Throgs Neck-Edgewater Park,40.839775,Principal
