hh_id,sustainable_mode,d_location_type,hh_member_10,d_distance_home,travel_date,hh_member_7,mode_1
19004442,0,4,995,72401.8,2019-06-09T00:00:00.000,995,7
19009040,1,4,995,104.7,2019-06-06T00:00:00.000,995,1
19008458,0,4,995,13461.7,2019-06-01T00:00:00.000,995,6
19004226,0,4,995,1999.3,2019-06-16T00:00:00.000,995,7
19001583,1,4,995,19689.7,2019-06-11T00:00:00.000,995,110
19002301,0,2,995,6468.9,2019-06-11T00:00:00.000,995,49
19001694,0,4,995,6199.9,2019-06-07T00:00:00.000,995,6
19004226,0,4,995,443.3,2019-06-15T00:00:00.000,995,6
19008458,995,2,995,319.3,2019-06-03T00:00:00.000,995,-9998
19007283,0,1,995,11.3,2019-06-09T00:00:00.000,995,6
19002962,1,4,995,297.8,2019-06-11T00:00:00.000,995,1
19008896,0,1,995,97.9,2019-06-07T00:00:00.000,995,22
19009609,1,1,995,10.1,2019-05-24T00:00:00.000,995,30
19005267,0,2,995,3688.8,2019-06-12T00:00:00.000,995,60
19009482,0,4,995,282970.8,2019-06-13T00:00:00.000,995,49
19008167,1,4,995,3371.6,2019-06-13T00:00:00.000,995,1
19003307,1,4,995,1257.2,2019-06-17T00:00:00.000,995,1
19007854,1,4,995,5576.3,2019-06-08T00:00:00.000,995,30
19012804,1,4,995,6316.0,2019-06-17T00:00:00.000,995,1
19009870,1,4,995,1656.3,2019-06-07T00:00:00.000,995,1
19006107,1,1,995,0.3,2019-06-07T00:00:00.000,995,1
19009040,0,4,995,10642.2,2019-06-05T00:00:00.000,995,37
19008808,1,1,995,14.4,2019-06-10T00:00:00.000,995,1
19012804,1,2,995,0.3,2019-06-18T00:00:00.000,995,61
19009040,1,1,995,1.3,2019-06-07T00:00:00.000,995,30
19012428,0,1,995,12.9,2019-06-17T00:00:00.000,995,6
19006107,995,1,995,14.4,2019-06-07T00:00:00.000,995,-9998
19007650,0,4,995,4087.8,2019-06-05T00:00:00.000,995,7
19002962,1,1,995,0.1,2019-06-17T00:00:00.000,995,30
19007854,0,1,995,0.3,2019-06-05T00:00:00.000,995,34
19008896,1,4,995,3898.7,2019-06-10T00:00:00.000,995,1
19009040,1,4,995,10964.1,2019-06-10T00:00:00.000,995,23
19004474,1,1,995,58.9,2019-05-29T00:00:00.000,995,1
19008896,1,4,995,1898.2,2019-06-08T00:00:00.000,995,30
19004474,1,4,995,7609.7,2019-06-01T00:00:00.000,995,1
19001694,0,4,995,1577.2,2019-06-10T00:00:00.000,995,7
19009870,995,4,995,3404.6,2019-06-06T00:00:00.000,995,-9998
19002301,1,3,995,19489.8,2019-06-11T00:00:00.000,995,30
19004442,0,2,995,11808.7,2019-06-07T00:00:00.000,995,7
19004226,0,1,995,0.1,2019-06-14T00:00:00.000,995,7
19008896,0,1,995,11.4,2019-06-10T00:00:00.000,995,997
19007511,1,4,995,481.7,2019-06-05T00:00:00.000,995,23
19004474,1,1,995,16.4,2019-06-02T00:00:00.000,995,30
19007283,0,1,995,11.3,2019-06-11T00:00:00.000,995,6
19012428,0,1,995,19.5,2019-06-11T00:00:00.000,995,6
19012312,0,1,995,43.6,2019-06-09T00:00:00.000,995,37
19004226,0,1,995,3.3,2019-06-12T00:00:00.000,995,7
19005267,1,4,995,7459.2,2019-06-08T00:00:00.000,995,1
19001583,1,4,995,693.3,2019-06-13T00:00:00.000,995,1
