est_incometax,est_housing,schl,nycgov_pov_stat,nycgov_threshold,wgtp
10851.85578872,3307.78536611891,8.0,2,32997.6460477441,244
152556.548165647,0.0,13.0,2,17630.3152665703,119
50434.52587791,0.0,13.0,2,17630.3152665703,51
-215.0056573,0.0,10.0,2,17630.3152665703,168
8780.68218226,0.0,10.0,2,17630.3152665703,98
-6868.89042510766,0.0,9.0,1,30053.0529711553,191
13105.205766485,0.0,1.0,2,32997.6460477441,142
14178.0562216,0.0,4.0,2,26978.9997496069,80
4953.127816896,0.0,13.0,2,12503.769692603,77
8649.81932618,0.0,12.0,2,17630.3152665703,289
7138.944742276,0.0,14.0,2,17630.3152665703,82
379412.308692004,0.0,9.0,2,26978.9997496069,102
-90.7458989,0.0,15.0,1,26978.9997496069,251
-145.0,0.0,9.0,2,12503.769692603,100
7235.8042268,6786.73727841426,14.0,2,12503.769692603,268
232558.102122634,0.0,10.0,2,17630.3152665703,63
-2132.53043571579,10007.2839721277,,2,35833.5409198588,98
0.0,9969.18811836225,7.0,2,26978.9997496069,72
-6903.10541,4480.3710284689,4.0,2,32997.6460477441,200
30779.35069936,0.0,1.0,2,26978.9997496069,354
6339.78850844,0.0,9.0,2,35833.5409198588,77
10839.3990335,0.0,13.0,2,12503.769692603,120
-290.0,6199.9395625641,14.0,2,17630.3152665703,73
-1482.76123575,0.0,11.0,1,25707.0112577017,151
166.981162979,0.0,13.0,2,12503.769692603,114
16265.136775115,3394.999854,10.0,2,26978.9997496069,124
11986.753238395,0.0,3.0,2,17630.3152665703,84
2156.654279184,6860.37890710411,15.0,2,30053.0529711553,92
19179.24702834,0.0,11.0,2,26978.9997496069,120
-4136.329952,13474.8975798231,10.0,2,26978.9997496069,216
-7473.38158,4398.84650132143,7.0,1,32997.6460477441,90
17157.7012300216,0.0,13.0,2,23746.4652200438,145
-5695.6880988,0.0,2.0,2,23746.4652200438,150
219057.88048391,0.0,14.0,2,17630.3152665703,132
149.226712602,0.0,7.0,2,18868.2542340739,106
-260.890020050389,9954.44903030076,8.0,1,32997.6460477441,108
-3667.77664844,3573.65032232086,12.0,2,26978.9997496069,140
0.0,0.0,14.0,1,26978.9997496069,75
17993.390820608,0.0,3.0,2,26978.9997496069,207
3463.59471668,0.0,9.0,2,23746.4652200438,62
0.0,3810.73727841426,3.0,2,12503.769692603,66
8463.87918221,0.0,14.0,2,23746.4652200438,66
1171.34880944,0.0,13.0,1,12503.769692603,88
274081.793830684,0.0,13.0,2,35833.5409198588,76
-1482.89199143649,0.0,9.0,2,30053.0529711553,146
3442.44154288,0.0,13.0,2,17630.3152665703,100
-4241.55,12390.1046173914,9.0,1,23746.4652200438,385
7260.78840154,878.982015413165,5.0,2,26978.9997496069,218
-2838.9018856,417.286189538846,9.0,2,18868.2542340739,66
8463.87918221,0.0,,2,23746.4652200438,66
-3523.950892,16333.9335116312,2.0,2,35833.5409198588,112
13636.76015964,12245.5289684735,10.0,2,30053.0529711553,121
-9672.0442985,17507.4737515291,9.0,2,43827.514395825,344
-145.0,1362.73727841426,5.0,2,12503.769692603,65
10839.3990335,0.0,14.0,2,12503.769692603,152
-1875.787269008,0.0,9.0,2,30053.0529711553,246
6917.537200646,0.0,14.0,2,26978.9997496069,52
5159.20998144,0.0,13.0,1,12503.769692603,155
24998.3167062358,0.0,1.0,2,30053.0529711553,75
785.89706380032,14770.999854,4.0,2,26978.9997496069,144
253750.120783217,0.0,15.0,2,26978.9997496069,90
10904.557736149,8848.3710284689,2.0,2,32997.6460477441,78
7655.38387648,0.0,12.0,2,26978.9997496069,65
2319.737874664,0.0,9.0,2,17630.3152665703,229
-36.6441633200005,0.0,3.0,2,30053.0529711553,195
0.0,0.0,11.0,1,12503.769692603,126
-7082.447776,6746.23164253035,5.0,2,28840.3630911293,290
-145.0,1890.73727841426,3.0,2,12503.769692603,72
-2838.9018856,417.286189538846,13.0,2,18868.2542340739,66
32167.2393692,0.0,16.0,2,41237.7392715547,148
-10450.4004326694,15349.9335116312,6.0,2,35833.5409198588,79
8660.2346469,0.0,15.0,2,26978.9997496069,153
0.0,12829.3248117019,,1,25707.0112577017,155
6359.350040924,787.939562564099,11.0,2,17630.3152665703,65
9725.16889479733,0.0,13.0,2,35833.5409198588,189
-145.0,0.0,6.0,1,30053.0529711553,140
7273.545903362,0.0,5.0,2,17630.3152665703,101
-3697.29765356428,0.0,7.0,1,18868.2542340739,44
26592.2116129264,0.0,11.0,2,12503.769692603,382
-5069.04476038,1339.80678484737,,2,38576.2465599412,108
3038.891330897,12349.3248117019,3.0,2,25707.0112577017,75
5092.42074355,4923.4284550667,2.0,2,30053.0529711553,73
-4241.55,12390.1046173914,9.0,1,23746.4652200438,385
23354.002337014,10299.4284550667,10.0,2,30053.0529711553,70
12541.576908059,13210.1634744249,4.0,2,23746.4652200438,82
14367.90533762,0.0,9.0,2,23746.4652200438,72
-2748.6948473,10443.4284550667,9.0,2,30053.0529711553,92
7235.8042268,0.0,14.0,2,12503.769692603,123
-2892.40135025195,1570.999854,9.0,1,26978.9997496069,155
0.0,0.0,11.0,1,30053.0529711553,245
22383.533534994,0.0,8.0,2,26978.9997496069,67
0.0,11703.4903000626,6.0,1,26978.9997496069,94
4584.05308556,0.0,2.0,2,32997.6460477441,347
1611.69133562,0.0,13.0,2,12503.769692603,40
20225.08739638,6982.10950415947,9.0,2,32997.6460477441,108
5687.912228525,0.0,9.0,2,32997.6460477441,292
34472.747269804,0.0,6.0,2,17630.3152665703,167
0.0,4770.73727841426,7.0,1,12503.769692603,62
54743.96787844,0.0,1.0,2,32997.6460477441,76
159252.89893402,0.0,15.0,2,26978.9997496069,90
-145.0,7039.9395625641,10.0,1,17630.3152665703,99
1800.676875,0.0,10.0,2,12503.769692603,84
-3667.77664844,3573.65032232086,4.0,2,26978.9997496069,140
13326.3043848185,0.0,2.0,2,30053.0529711553,81
913.70896853,1639.9395625641,13.0,2,17630.3152665703,85
24998.3167062358,0.0,16.0,2,30053.0529711553,75
19498.38964524,0.0,12.0,2,12503.769692603,64
20307.8867510962,0.0,4.0,2,32997.6460477441,93
94138.91531608,6954.73727841426,14.0,2,12503.769692603,102
6911.91385708278,0.0,9.0,2,41237.7392715547,75
-666.38252584,0.0,13.0,2,17630.3152665703,62
30570.57450232,0.0,14.0,2,23746.4652200438,70
-4695.307615232,0.0,4.0,2,30053.0529711553,197
