ev_typical_charge_5,num_adults,signup_platform,bike_store_5,bicycle_type_997,scooter_typical_charge_2,bike_change,num_trips,increased_veh_3,reduced_veh_8,increased_veh_4,increased_bike_5,num_days_complete,reduced_veh_6,residence_type,increased_veh_2,bike_store_997,increased_bike_8,reduced_veh_4
995,2,rmove,0,0,0,3,27,0,995,0,995,7,995,1,0,0,995,995
995,1,rmove,1,0,995,3,35,995,995,995,995,5,995,4,995,0,995,995
995,2,rmove,995,995,995,3,10,995,995,995,995,7,995,5,995,995,995,995
995,2,browser,0,0,995,3,4,995,995,995,995,1,995,3,995,0,995,995
995,2,browser,1,0,995,3,52,995,995,995,995,7,995,5,995,0,995,995
995,2,browser,0,0,995,3,40,995,995,995,995,7,995,5,995,0,995,995
995,2,browser,995,995,995,3,0,0,995,1,995,1,995,4,0,995,995,995
995,1,browser,995,995,995,3,3,995,995,995,995,1,995,4,995,995,995,995
995,2,rmove,995,995,995,1,32,0,995,0,995,7,995,1,0,995,995,995
995,3,rmove,995,995,995,1,29,995,995,995,995,6,995,4,995,995,995,995
995,2,browser,0,0,995,2,2,995,995,995,0,1,995,3,995,0,0,995
995,2,rmove,995,995,995,1,27,995,995,995,995,7,995,1,995,995,995,995
995,2,rmove,995,995,995,3,31,995,995,995,995,7,995,4,995,995,995,995
995,4,rmove,995,995,995,3,45,995,995,995,995,5,995,4,995,995,995,995
995,2,rmove,0,0,995,3,14,995,995,995,995,3,995,2,995,0,995,995
995,2,rmove,995,995,995,3,38,995,995,995,995,7,995,4,995,995,995,995
995,2,rmove,995,995,995,3,50,995,995,995,995,7,995,5,995,995,995,995
995,2,browser,995,995,995,3,2,995,995,995,995,1,995,3,995,995,995,995
995,1,browser,995,995,995,3,2,995,995,995,995,1,995,5,995,995,995,995
995,1,rmove,0,0,995,2,5,995,995,995,0,7,995,4,995,0,0,995
995,1,browser,0,0,995,3,1,995,995,995,995,1,995,4,995,0,995,995
995,1,browser,0,0,995,3,25,995,995,995,995,6,995,4,995,1,995,995
995,3,rmove,0,0,995,2,9,995,0,995,0,5,0,3,995,0,0,0
995,1,rmove,995,995,995,3,46,995,995,995,995,7,995,4,995,995,995,995
995,2,rmove,995,995,995,1,61,995,995,995,995,7,995,2,995,995,995,995
995,2,rmove,995,995,995,3,45,995,995,995,995,5,995,4,995,995,995,995
995,1,rmove,0,0,995,3,67,995,995,995,995,6,995,4,995,0,995,995
995,2,rmove,995,995,995,3,51,995,995,995,995,4,995,3,995,995,995,995
995,1,rmove,995,995,995,2,50,995,995,995,0,7,995,3,995,995,0,995
995,7,browser,0,0,995,1,26,995,0,995,995,6,0,1,995,0,995,0
995,5,rmove,995,995,995,3,35,0,995,0,995,4,995,3,1,995,995,995
995,2,rmove,0,0,995,3,31,995,995,995,995,7,995,4,995,0,995,995
995,1,browser,1,0,995,3,12,995,995,995,995,7,995,4,995,0,995,995
995,2,browser,995,995,995,3,2,995,995,995,995,1,995,5,995,995,995,995
995,2,browser,0,0,995,3,5,995,995,995,995,1,995,4,995,0,995,995
995,2,call,995,995,995,3,5,995,995,995,995,1,995,5,995,995,995,995
995,4,rmove,995,995,995,3,4,995,995,995,995,5,995,1,995,995,995,995
995,2,browser,995,995,995,3,50,995,995,995,995,7,995,5,995,995,995,995
995,6,rmove,0,0,995,3,27,995,995,995,995,7,995,1,995,0,995,995
995,4,browser,995,995,995,3,2,995,995,995,995,1,995,2,995,995,995,995
995,1,rmove,995,995,995,3,59,995,995,995,995,5,995,3,995,995,995,995
995,3,rmove,995,995,995,1,50,995,995,995,995,5,995,3,995,995,995,995
995,2,rmove,995,995,995,3,34,995,995,995,995,6,995,5,995,995,995,995
995,1,rmove,995,995,995,1,64,995,995,995,995,6,995,3,995,995,995,995
995,2,rmove,995,995,995,3,20,995,995,995,995,7,995,5,995,995,995,995
995,2,rmove,0,0,995,3,27,995,995,995,995,7,995,1,995,0,995,995
995,3,browser,995,995,995,3,153,995,995,995,995,7,995,3,995,995,995,995
995,2,rmove,0,0,995,3,17,995,995,995,995,7,995,3,995,0,995,995
995,1,rmove,995,995,995,3,29,995,995,995,995,4,995,4,995,995,995,995
995,2,rmove,0,0,995,3,31,995,995,995,995,1,995,4,995,0,995,995
995,2,browser,995,995,995,3,0,995,995,995,995,1,995,3,995,995,995,995
995,1,browser,995,995,995,3,2,995,995,995,995,1,995,3,995,995,995,995
995,1,rmove,995,995,995,3,3,995,995,995,995,7,995,5,995,995,995,995
995,1,browser,995,995,995,3,0,995,995,995,995,1,995,5,995,995,995,995
995,4,rmove,0,0,995,3,27,995,995,995,995,5,995,1,995,0,995,995
995,2,rmove,995,995,995,3,62,995,995,995,995,7,995,5,995,995,995,995
995,2,browser,1,0,995,2,3,995,995,995,0,1,995,4,995,0,1,995
995,2,rmove,995,995,995,3,36,995,995,995,995,7,995,2,995,995,995,995
995,1,browser,995,995,995,3,47,995,995,995,995,3,995,4,995,995,995,995
995,2,rmove,995,995,995,1,52,995,995,995,995,4,995,5,995,995,995,995
995,2,browser,995,995,995,3,25,995,995,995,995,7,995,6,995,995,995,995
995,1,browser,0,0,995,3,2,995,995,995,995,1,995,1,995,0,995,995
995,1,browser,995,995,995,3,6,995,995,995,995,6,995,4,995,995,995,995
995,2,rmove,995,995,995,3,103,995,995,995,995,6,995,1,995,995,995,995
995,1,rmove,995,995,995,3,54,995,995,995,995,6,995,3,995,995,995,995
995,3,rmove,995,995,995,3,54,995,995,995,995,3,995,3,995,995,995,995
995,1,rmove,995,995,995,3,52,995,995,995,995,4,995,5,995,995,995,995
995,1,rmove,995,995,995,3,28,995,995,995,995,5,995,4,995,995,995,995
995,1,rmove,995,995,995,995,16,995,995,995,995,2,995,995,995,995,995,995
995,2,rmove,0,0,995,3,41,995,995,995,995,7,995,4,995,0,995,995
995,4,rmove,0,0,995,3,40,995,0,995,995,5,0,2,995,0,995,0
995,3,rmove,0,0,1,2,46,995,995,995,0,7,995,5,995,0,1,995
995,1,rmove,995,995,995,3,2,995,995,995,995,5,995,5,995,995,995,995
995,2,rmove,995,995,995,3,19,995,995,995,995,7,995,1,995,995,995,995
995,2,rmove,0,0,995,1,31,995,995,995,995,7,995,3,995,1,995,995
995,2,browser,995,995,995,3,14,995,995,995,995,4,995,5,995,995,995,995
995,2,rmove,995,995,995,3,48,995,995,995,995,7,995,3,995,995,995,995
995,2,rmove,995,995,995,3,53,995,995,995,995,6,995,4,995,995,995,995
995,1,call,995,995,995,3,3,995,995,995,995,1,995,1,995,995,995,995
995,1,rmove,995,995,995,3,36,995,995,995,995,7,995,4,995,995,995,995
995,3,browser,0,0,995,2,1,995,995,995,0,1,995,5,995,0,0,995
995,3,rmove,995,995,995,3,66,995,995,995,995,7,995,4,995,995,995,995
995,1,rmove,995,995,995,3,25,995,995,995,995,7,995,5,995,995,995,995
995,3,rmove,0,0,995,3,13,995,995,995,995,7,995,4,995,0,995,995
995,1,rmove,995,995,995,2,29,995,995,995,0,3,995,4,995,995,1,995
995,2,browser,995,995,995,3,3,995,995,995,995,1,995,5,995,995,995,995
995,2,rmove,0,0,995,3,38,995,0,995,995,7,0,2,995,0,995,0
995,3,rmove,1,0,995,3,69,995,995,995,995,7,995,4,995,0,995,995
995,2,rmove,0,0,995,3,26,0,995,0,995,5,995,5,0,0,995,995
995,2,rmove,0,1,995,3,51,995,995,995,995,7,995,5,995,0,995,995
995,2,rmove,995,995,995,2,38,995,995,995,0,7,995,4,995,995,1,995
995,1,browser,0,0,995,1,0,995,995,995,995,1,995,2,995,0,995,995
995,2,browser,0,0,995,3,58,995,995,995,995,6,995,4,995,0,995,995
995,2,rmove,0,0,0,1,36,995,0,995,995,4,0,1,995,0,995,0
995,1,rmove,995,995,995,3,0,995,995,995,995,6,995,997,995,995,995,995
995,3,rmove,995,995,995,3,31,995,995,995,995,7,995,4,995,995,995,995
995,1,call,995,995,995,3,0,995,995,995,995,1,995,1,995,995,995,995
995,3,rmove,995,995,995,3,20,995,995,995,995,7,995,1,995,995,995,995
995,2,browser,995,995,995,1,66,995,995,995,995,3,995,5,995,995,995,995
995,1,call,995,995,995,3,3,995,995,995,995,1,995,5,995,995,995,995
995,2,rmove,0,0,995,3,31,995,995,995,995,7,995,3,995,0,995,995
995,2,rmove,0,0,995,3,22,995,995,995,995,6,995,3,995,0,995,995
995,1,browser,0,0,995,2,26,995,995,995,0,7,995,3,995,0,1,995
995,1,browser,995,995,995,3,2,995,995,995,995,1,995,5,995,995,995,995
995,1,browser,995,995,995,3,38,995,995,995,995,7,995,5,995,995,995,995
995,2,browser,995,995,995,3,58,995,995,995,995,5,995,5,995,995,995,995
995,2,rmove,995,995,995,3,16,995,995,995,995,7,995,4,995,995,995,995
995,2,rmove,995,995,995,1,35,995,995,995,995,6,995,5,995,995,995,995
995,1,browser,995,995,995,3,50,995,995,995,995,6,995,4,995,995,995,995
995,2,rmove,0,0,995,3,78,995,995,995,995,7,995,2,995,0,995,995
995,3,browser,0,0,995,3,6,995,995,995,995,1,995,3,995,0,995,995
995,2,rmove,995,995,995,3,56,0,995,0,995,7,995,4,0,995,995,995
995,1,rmove,0,0,995,3,39,995,995,995,995,4,995,5,995,0,995,995
995,2,rmove,995,995,995,3,15,995,995,995,995,6,995,5,995,995,995,995
995,4,rmove,0,0,995,1,39,995,995,995,995,7,995,4,995,0,995,995
995,2,rmove,995,995,995,3,21,995,995,995,995,7,995,1,995,995,995,995
995,2,rmove,995,995,995,1,35,995,995,995,995,7,995,3,995,995,995,995
995,2,rmove,0,0,995,1,42,995,995,995,995,6,995,3,995,0,995,995
995,2,browser,995,995,995,3,6,995,995,995,995,1,995,3,995,995,995,995
995,3,rmove,995,995,995,3,54,995,995,995,995,4,995,4,995,995,995,995
995,2,rmove,0,0,995,3,79,995,995,995,995,7,995,4,995,0,995,995
995,2,browser,0,0,995,3,19,995,995,995,995,7,995,1,995,0,995,995
995,2,rmove,995,995,995,1,7,995,995,995,995,4,995,4,995,995,995,995
995,2,rmove,0,0,995,3,20,995,995,995,995,7,995,4,995,0,995,995
995,2,rmove,995,995,995,3,40,995,995,995,995,7,995,5,995,995,995,995
995,2,rmove,995,995,995,3,86,995,995,995,995,6,995,4,995,995,995,995
995,3,browser,0,0,995,1,1,995,995,995,995,1,995,2,995,0,995,995
995,1,rmove,995,995,995,3,6,995,995,995,995,7,995,4,995,995,995,995
995,2,browser,0,0,995,2,77,0,995,0,0,7,995,4,0,1,1,995
995,2,browser,995,995,995,3,2,995,995,995,995,1,995,5,995,995,995,995
995,1,browser,995,995,995,3,1,995,995,995,995,1,995,4,995,995,995,995
995,2,browser,1,0,995,2,2,995,995,995,0,1,995,5,995,0,1,995
995,1,rmove,995,995,995,3,39,995,995,995,995,7,995,5,995,995,995,995
995,2,browser,995,995,995,3,3,995,995,995,995,1,995,4,995,995,995,995
995,2,call,995,995,995,3,2,995,995,995,995,1,995,4,995,995,995,995
995,3,browser,995,995,995,1,7,995,995,995,995,1,995,4,995,995,995,995
995,3,rmove,995,995,995,3,45,995,995,995,995,6,995,2,995,995,995,995
995,2,browser,0,0,0,3,3,995,995,995,995,1,995,3,995,0,995,995
995,1,browser,995,995,995,1,5,995,995,995,995,1,995,5,995,995,995,995
995,2,rmove,995,995,995,3,44,995,995,995,995,5,995,5,995,995,995,995
995,1,rmove,995,995,995,3,34,995,995,995,995,7,995,5,995,995,995,995
995,5,rmove,995,995,995,1,73,0,995,0,995,6,995,4,0,995,995,995
995,1,browser,0,0,995,3,2,995,995,995,995,1,995,5,995,0,995,995
995,1,rmove,995,995,995,995,14,995,995,995,995,2,995,2,995,995,995,995
995,1,rmove,995,995,995,3,39,995,995,995,995,6,995,3,995,995,995,995
995,2,browser,0,0,995,3,32,995,995,995,995,7,995,3,995,0,995,995
995,4,rmove,995,995,995,3,9,995,995,995,995,7,995,5,995,995,995,995
995,4,rmove,0,0,995,3,14,995,995,995,995,4,995,2,995,0,995,995
995,1,rmove,0,0,995,3,36,995,995,995,995,7,995,4,995,0,995,995
995,2,rmove,0,0,995,2,56,995,995,995,0,7,995,4,995,0,1,995
995,4,browser,995,995,995,3,28,995,995,995,995,7,995,2,995,995,995,995
995,3,rmove,995,995,995,3,20,995,995,995,995,7,995,3,995,995,995,995
995,2,rmove,995,995,995,3,26,995,995,995,995,6,995,5,995,995,995,995
995,1,rmove,995,995,995,3,37,995,995,995,995,7,995,4,995,995,995,995
995,1,browser,995,995,995,3,3,995,995,995,995,1,995,2,995,995,995,995
995,2,rmove,0,0,995,2,13,995,0,995,0,6,0,5,995,0,0,0
995,2,rmove,1,0,995,3,30,995,995,995,995,4,995,5,995,0,995,995
1,3,rmove,0,0,995,3,31,0,995,0,995,7,995,1,1,0,995,995
995,4,rmove,995,995,995,3,50,995,995,995,995,6,995,5,995,995,995,995
995,1,rmove,0,0,995,3,44,995,995,995,995,7,995,5,995,0,995,995
995,2,browser,995,995,995,3,2,995,995,995,995,1,995,4,995,995,995,995
995,2,rmove,1,0,995,2,40,995,995,995,1,7,995,3,995,0,1,995
995,1,call,0,0,995,3,0,995,995,995,995,1,995,1,995,0,995,995
995,2,rmove,995,995,995,3,50,995,995,995,995,5,995,997,995,995,995,995
995,2,rmove,995,995,995,3,23,995,995,995,995,6,995,4,995,995,995,995
995,2,rmove,995,995,995,1,25,995,995,995,995,7,995,4,995,995,995,995
995,2,rmove,0,0,995,3,34,995,995,995,995,7,995,2,995,0,995,995
995,2,browser,995,995,995,3,42,995,995,995,995,6,995,4,995,995,995,995
995,1,rmove,995,995,995,3,32,995,995,995,995,7,995,5,995,995,995,995
995,4,rmove,995,995,995,3,35,995,0,995,995,5,0,4,995,995,995,0
995,1,rmove,995,995,995,3,7,995,995,995,995,6,995,5,995,995,995,995
995,1,browser,0,0,0,3,1,995,995,995,995,1,995,5,995,0,995,995
995,2,rmove,995,995,995,3,47,995,995,995,995,6,995,4,995,995,995,995
995,1,browser,995,995,995,3,3,995,995,995,995,1,995,5,995,995,995,995
995,4,rmove,995,995,995,3,38,995,995,995,995,7,995,4,995,995,995,995
995,4,browser,0,0,995,2,2,995,995,995,0,1,995,3,995,0,1,995
995,1,rmove,995,995,995,3,5,995,995,995,995,5,995,2,995,995,995,995
