violationid,novdescription,longitude,approveddate,newcertifybydate,bbl,boroid,buildingid,story,apartment,currentstatusdate
10183481,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE MORTISE DOOR LOCKS IN THE ENTRANCE LOCATED AT APT 4B, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",-73.884848,2014-03-24T00:00:00.000,,2031030026.0,2,49163,2,4B,2014-05-15T00:00:00.000
10139790,"§ 27-2024 ADMIN. CODE: PROVIDE ADEQUATE SUPPLY OF HOT WATER FOR THE FIXTURES ... IN THE ENTIRE APARTMENT LOCATED AT APT 2, 2nd STORY",-73.807817,2014-02-16T00:00:00.000,,4100440031.0,4,821542,2,2,2014-06-06T00:00:00.000
10032649,"§ 27-2033 ADM CODE POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM ON WALL AT PUBLIC HALL, 1st STORY",-73.797069,2013-11-12T00:00:00.000,,4052960040.0,4,812281,1,,2024-11-22T00:00:00.000
10001927,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT THE CEILING IN THE 1st ROOM FROM NORTH LOCATED AT APT 4C, 4th STORY, 2nd APARTMENT FROM SOUTH AT WEST",-73.958469,2013-10-11T00:00:00.000,,3050420035.0,3,291510,4,4C,2014-01-17T00:00:00.000
10262012,"§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF ROACHES LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",-73.894768,2014-06-01T00:00:00.000,,3038210051.0,3,369279,3,6,2015-06-23T00:00:00.000
10020934,"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 0; WG TO REPLACE = 0; WG TO REPAIR = 2; IN THE ENTIRE APARTMENT LOCATED AT APT 6F, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST",-73.9068,2013-10-30T00:00:00.000,,2027910005.0,2,96768,6,6F,2014-02-07T00:00:00.000
10471490,"§ 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE GLASS IN UPPER WINDOW SASH AT SOUTH AT PUBLIC HALL, 1st STORY",-73.904652,2014-12-10T00:00:00.000,,2028910059.0,2,56981,1,,2015-03-04T00:00:00.000
10171017,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK ABOVE CEILING IN THE BATHROOM LOCATED AT APT 25, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH",-73.952457,2014-03-15T00:00:00.000,,1018220024.0,1,28108,2,25,2015-11-06T00:00:00.000
10099032,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE SOUTH WALL IN THE 3rd ROOM FROM EAST AT NORTH LOCATED AT APT 1A, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",-73.904652,2014-01-16T00:00:00.000,,2028910059.0,2,56981,2,1A,2021-04-22T00:00:00.000
10179598,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 2C, 2nd STORY, 2nd APARTMENT FROM WEST AT NORTH",-73.940928,2014-03-20T00:00:00.000,,1021390204.0,1,21790,2,2C,2016-07-18T00:00:00.000
10315190,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARD CEILING AND EAST WALL AT PUBLIC HALL, 2nd STORY",-73.740966,2014-07-18T00:00:00.000,,4111040083.0,4,605016,2,,2014-09-17T00:00:00.000
10616511,"§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 2AB, 2nd STORY, 3rd APARTMENT FROM EAST AT SOUTH",-73.917891,2015-03-06T00:00:00.000,,2028770516.0,2,122162,2,2AB,2015-05-29T00:00:00.000
10135942,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT 32, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST",-73.914238,2014-02-13T00:00:00.000,,2024330054.0,2,78266,3,32,2014-10-30T00:00:00.000
10286404,"§ 27-2005, 2007 ADM CODE REMOVE THE ILLEGAL FASTENING CONSISTING OF KEY OPERATED LOCK INSTALLED ON DOOR LEADING TO FIRE ESCAPE WINDOW. IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 11, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST",-73.891,2014-06-25T00:00:00.000,,2032750046.0,2,60797,3,11,2015-03-02T00:00:00.000
11130460,"§ 27-2033 ADM CODE POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM MISSING AT WALL AT PUBLIC HALL, 1st STORY",,2016-02-25T00:00:00.000,,,3,375411,1,,2017-02-15T00:00:00.000
11289123,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING LOCATED AT APT 2, 2nd STORY, APARTMENT AT SOUTH",-73.842201,2016-06-26T00:00:00.000,,4091200019.0,4,508953,2,2,2018-03-23T00:00:00.000
10092589,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE NORTH WALL IN THE 1st ROOM FROM NORTH LOCATED AT APT 4D, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST",-73.889927,2014-01-10T00:00:00.000,,2030540012.0,2,92622,4,4D,2014-04-29T00:00:00.000
10033340,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE INTERCOM SYSTEM LOCATED AT APT 2R, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",-73.90978,2013-11-13T00:00:00.000,,3036120045.0,3,213522,2,2R,2024-11-04T00:00:00.000
10046664,"§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... EAST WALL AND WITHIN EAST WALL CABINET IN THE KITCHEN LOCATED AT APT 2, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST",-73.891,2013-11-25T00:00:00.000,,2032750046.0,2,60797,1,2,2015-03-02T00:00:00.000
10072264,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE WALLS AND CEILING IN THE ENTIRE APARTMENT LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",-73.85622,2013-12-23T00:00:00.000,,2046850161.0,2,829483,1,1,2025-06-16T00:00:00.000
10291737,"§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 1, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",-73.998081,2014-06-29T00:00:00.000,,1001630022.0,1,6853,1,1,2014-10-06T00:00:00.000
10113438,"§ 27-2005, 2006, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF EXPOSE WIRES AT CEILING IN THE 2nd ROOM FROM NORTH LOCATED AT APT 4R, 4th STORY, APARTMENT AT WEST",-73.940072,2014-01-30T00:00:00.000,,3015790021.0,3,288941,4,4R,2014-05-01T00:00:00.000
10003173,"§ 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE IN THE ENTRANCE LOCATED AT BSMT-APT LF, BSMT-APT AT NORTH , SECTION ''A-L''",-74.082129,2013-10-11T00:00:00.000,,5029220265.0,5,812536,0,LF,2024-04-11T00:00:00.000
10953402,"SECTION27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE ?27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,2015-10-16T00:00:00.000,,,1,805012,,,2016-02-12T00:00:00.000
10322115,"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF AN AIR CONDITIONER AT THE LOWER SASH FIRE ESCAPE EXIT WINDOW IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 6B, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST",-73.942065,2014-07-27T00:00:00.000,,1020530090.0,1,21273,6,6B,2024-11-08T00:00:00.000
10263729,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE ROTTED WOOD FLOOR IN THE 4th ROOM FROM NORTH LOCATED AT APT 5RW, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST",-73.919006,2014-06-03T00:00:00.000,,2022660002.0,2,62812,5,5RW,2024-11-08T00:00:00.000
10221134,"§ 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE : APARTMENT ENTRANCE DOOR IN THE KITCHEN LOCATED AT APT 3L, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",-73.940072,2014-04-28T00:00:00.000,,3015790021.0,3,288941,3,3L,2016-04-22T00:00:00.000
10082073,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ...THE CEILING IN THE BATHROOM LOCATED AT APT 8D, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION AT SOUTH",-73.889234,2014-01-02T00:00:00.000,,2030710047.0,2,44551,5,8D,2017-05-11T00:00:00.000
10113747,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE SOUTH WALL IN THE 2nd PRIVATE HALLWAY FROM EAST LOCATED AT APT 1GH, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.917891,2014-01-29T00:00:00.000,,2028770516.0,2,122162,1,1GH,2014-05-30T00:00:00.000
10171807,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 3D, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",-73.940928,2014-03-15T00:00:00.000,,1021390204.0,1,21790,3,3D,2015-09-03T00:00:00.000
10489165,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) SOUTH WALL IN THE KITCHENETTE LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION AT EAST",-73.952945,2014-12-28T00:00:00.000,2015-02-14T00:00:00.000,1019880123.0,1,40939,1,1F,2024-11-12T00:00:00.000
10032652,"§ 27-2045 ADM CODE POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX ON WALL. AT PUBLIC HALL, 1st STORY",-73.797069,2013-11-12T00:00:00.000,,4052960040.0,4,812281,1,,2024-11-22T00:00:00.000
10147161,"§ 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK OVER CEILING IN THE 1st ROOM FROM NORTH LOCATED AT APT 6, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",-73.909725,2014-02-23T00:00:00.000,,4013230006.0,4,443649,3,6,2015-10-21T00:00:00.000
10346392,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE NORTH WALL ELECTRICAL OUTLET IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 3, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",-73.891,2014-08-15T00:00:00.000,,2032750046.0,2,60797,1,3,2015-04-26T00:00:00.000
10282080,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",-73.909725,2014-06-19T00:00:00.000,,4013230006.0,4,443649,3,6,2015-10-21T00:00:00.000
10053038,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL TILES AT NORTHWEST1 ROOM LOCATED AT APT C27F, 27th STORY",-73.955991,2013-12-05T00:00:00.000,,1020019005.0,1,929106,27,C27F,2014-04-23T00:00:00.000
10220675,"§ 27-2005, 2007 ADM CODE REMOVE THE ILLEGAL FASTENING DOUBLE CYLINDER KEY OPERATED LOCK AT ENTRANCE DOOR TO BUILDING AT PUBLIC HALL, 1st STORY",-73.940072,2014-04-28T00:00:00.000,,3015790021.0,3,288941,1,,2014-07-23T00:00:00.000
10092598,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 3B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.889927,2014-01-10T00:00:00.000,,2030540012.0,2,92622,2,3B,2018-09-12T00:00:00.000
10263286,"§ 27-2026 ADM CODE REPLACE THE BROKEN OR DEFECTIVE WASTE LINE AT SINK IN THE KITCHEN LOCATED AT APT D20E, 20th STORY, 2nd APARTMENT FROM NORTH AT EAST",-73.955485,2014-06-03T00:00:00.000,,1020019005.0,1,929108,20,D20E,2015-01-13T00:00:00.000
10476061,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL PEELING PAINT SURFACES IN THE BATHROOM , THE PRIVATE HALLWAY LOCATED AT APT 23, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",-73.952457,2014-12-13T00:00:00.000,,1018220024.0,1,28108,2,23,2015-10-15T00:00:00.000
10010282,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE PRIVATE HALLWAY LOCATED AT APT 2A, 2nd STORY, 2nd APARTMENT FROM SOUTH AT WEST",-73.891485,2013-10-21T00:00:00.000,,2029760092.0,2,110036,2,2A,2015-12-17T00:00:00.000
10296985,"§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF BEDBUGS LOCATED AT APT 6, 3rd STORY",-73.894768,2014-07-05T00:00:00.000,,3038210051.0,3,369279,3,6,2015-06-23T00:00:00.000
10337761,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). INOPERATIVE LOCATED AT APT 4A, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.879424,2014-08-08T00:00:00.000,,2031340033.0,2,66370,5,4A,2015-12-22T00:00:00.000
10081311,"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF HOT WATER EXCEEDING MAXIMUM TEMPERATURE LIMIT IN THE ENTIRE APARTMENT LOCATED AT APT 5, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",,2014-01-04T00:00:00.000,,,3,375411,3,5,2014-01-25T00:00:00.000
