latitude,longitude,prevailing_wage_status,bin,other_income_units,longitude_internal,_6_br_units,street_name,_2_br_units
40.696221,-73.926014,Non Prevailing Wage,3073786.0,,-73.926415,,STOCKHOLM STREET,2.0
,,Non Prevailing Wage,,,,,----,
40.642801,-73.992934,Non Prevailing Wage,3000000.0,,-73.992919,,41 STREET,5.0
40.877527,-73.847712,Non Prevailing Wage,2116999.0,,-73.847437,,CORSA AVENUE,1.0
40.87634,-73.851317,Non Prevailing Wage,2117094.0,,-73.851015,,WILSON AVENUE,8.0
40.846996,-73.905573,Non Prevailing Wage,2000000.0,,-73.905851,,TOPPING AVENUE,
40.880723,-73.86443,Non Prevailing Wage,2057426.0,1.0,-73.865149,,WHITE PLAINS ROAD,7.0
40.748132,-73.939588,Non Prevailing Wage,4000000.0,,-73.939591,,JACKSON AVENUE,7.0
40.75981,-73.989907,Non Prevailing Wage,1085019.0,,-73.990463,,WEST 45 STREET,10.0
40.835496,-73.887745,Non Prevailing Wage,2010670.0,1.0,-73.887427,,HOE AVENUE,17.0
40.877309,-73.848624,Non Prevailing Wage,2093618.0,,-73.848323,,FENTON AVENUE,
,,Non Prevailing Wage,,,,,----,
40.698136,-73.956839,Non Prevailing Wage,3000000.0,,-73.956558,,BEDFORD AVENUE,7.0
,,Non Prevailing Wage,,,,,----,
40.635981,-73.952012,Non Prevailing Wage,3000000.0,,-73.951878,,FARRAGUT ROAD,
40.800333,-73.955588,Non Prevailing Wage,1055070.0,,-73.956105,,WEST 111 STREET,3.0
40.698598,-73.94074,Non Prevailing Wage,3042827.0,,-73.940646,,PARK AVENUE,5.0
40.668213,-73.893887,Non Prevailing Wage,3084339.0,,-73.893585,,NEW JERSEY AVENUE,1.0
40.702916,-73.931128,Non Prevailing Wage,3387637.0,,-73.930645,,NOLL STREET,4.0
,,Non Prevailing Wage,,,,,----,
40.606588,-73.755868,Non Prevailing Wage,4458767.0,1.0,-73.755865,,DIX AVENUE,10.0
40.843188,-73.888346,Non Prevailing Wage,2000000.0,,-73.887793,,ELSMERE PLACE,1.0
40.613822,-73.944399,Non Prevailing Wage,3345794.0,,-73.944745,,NOSTRAND AVENUE,5.0
40.869258,-73.88947,Non Prevailing Wage,2124370.0,,-73.889525,,EAST 198 STREET,3.0
,,Non Prevailing Wage,,,,,----,
,,Non Prevailing Wage,,,,,----,
40.64878,-73.952738,Non Prevailing Wage,3000000.0,,-73.952572,,SNYDER AVENUE,10.0
40.817793,-73.913324,Non Prevailing Wage,2127324.0,1.0,-73.913747,,BROOK AVENUE,77.0
40.675562,-73.98439,Non Prevailing Wage,3332112.0,,-73.984664,,4 AVENUE,7.0
,,Non Prevailing Wage,,,,,----,
40.803284,-73.954759,Non Prevailing Wage,1055227.0,,-73.954661,,WEST 115 STREET,5.0
40.800366,-73.955668,Non Prevailing Wage,1055071.0,1.0,-73.95626,,WEST 111 STREET,3.0
,,Non Prevailing Wage,,,,,----,
,,Non Prevailing Wage,,,,,----,
40.707874,-73.798779,Non Prevailing Wage,4210033.0,1.0,-73.798247,,163 STREET,
40.825478,-73.887805,Non Prevailing Wage,2006279.0,,-73.88808,,LONGFELLOW AVENUE,37.0
40.717891,-73.979824,Non Prevailing Wage,1086089.0,1.0,-73.980845,,COLUMBIA STREET,187.0
40.692038,-73.981948,Non Prevailing Wage,3058263.0,,-73.98201,,WILLOUGHBY STREET,15.0
40.776048,-73.932284,Non Prevailing Wage,4000000.0,,-73.931577,,26 AVENUE,16.0
,,Non Prevailing Wage,,,,,----,
40.639053,-74.171244,Non Prevailing Wage,5164287.0,,-74.170235,,HOLLAND AVENUE,
40.876756,-73.850325,Non Prevailing Wage,2117048.0,,-73.850074,,FISH AVENUE,8.0
,,Non Prevailing Wage,,,,,----,
40.600443,-73.954771,Non Prevailing Wage,3198213.0,,-73.95449,,EAST 17 STREET,2.0
40.646885,-74.010227,Non Prevailing Wage,3012257.0,,-74.009964,,48 STREET,3.0
40.75217,-73.93534,Non Prevailing Wage,4000000.0,,-73.935145,,40 AVENUE,17.0
40.577072,-74.09713,Non Prevailing Wage,5000000.0,,-74.097166,,HAMDEN AVENUE,
40.851681,-73.901243,Non Prevailing Wage,2013667.0,,-73.901724,,RYER AVENUE,75.0
40.806499,-73.940077,Non Prevailing Wage,1000000.0,,-73.939654,,MADISON AVENUE,4.0
40.666935,-73.892624,Non Prevailing Wage,3000000.0,,-73.892888,,VERMONT STREET,1.0
,,Non Prevailing Wage,,,,,----,
40.670554,-73.863105,Prevailing Wage,3343252.0,1.0,,,ELDERT LANE,97.0
40.865492,-73.863883,Non Prevailing Wage,2000000.0,,-73.863822,,ALLERTON AVENUE,5.0
40.816058,-73.928392,Non Prevailing Wage,2001008.0,,-73.927969,,GRAND CONCOURSE,6.0
40.678703,-73.882074,Non Prevailing Wage,3336148.0,,-73.882297,,ATLANTIC AVENUE,11.0
40.723683,-73.838532,Prevailing Wage,4052715.0,1.0,-73.838215,,113 STREET,21.0
40.876244,-73.851241,Non Prevailing Wage,2117093.0,,-73.851015,,WILSON AVENUE,8.0
,,Non Prevailing Wage,,,,,----,1.0
40.700576,-73.938318,Non Prevailing Wage,3071712.0,,-73.938456,,BEAVER STREET,
40.67453,-74.007769,Non Prevailing Wage,3329546.0,1.0,-74.008825,,COLUMBIA STREET,110.0
40.685414,-73.975096,Non Prevailing Wage,3057474.0,,-73.97493,,HANSON PLACE,10.0
40.808014,-73.950078,Non Prevailing Wage,1058625.0,,-73.950052,,WEST 123 STREET,1.0
40.667924,-73.93288,Non Prevailing Wage,3037567.0,,-73.933028,,UNION STREET,9.0
40.801904,-73.965123,Non Prevailing Wage,1056680.0,1.0,-73.965177,,WEST 108 STREET,3.0
40.886123,-73.897619,Non Prevailing Wage,2000000.0,1.0,-73.898289,,VAN CORTLANDT PARK SOUTH,71.0
,,Non Prevailing Wage,,,,,----,
40.899026,-73.853827,Non Prevailing Wage,2000000.0,,-73.85401,,WHITE PLAINS ROAD,10.0
,,Non Prevailing Wage,,,,,----,
40.753604,-73.932159,Non Prevailing Wage,4004595.0,,-73.931877,,31 STREET,
,,Non Prevailing Wage,,,,,----,
40.591332,-73.786172,Non Prevailing Wage,4459306.0,,-73.787495,,BEACH 56 PLACE,93.0
40.690562,-73.990408,Non Prevailing Wage,3000000.0,,-73.990415,,SCHERMERHORN STREET,
40.684803,-73.970704,Non Prevailing Wage,3321980.0,,-73.970445,,FULTON STREET,
40.850197,-73.902793,Non Prevailing Wage,2000000.0,,-73.902522,,ANTHONY AVENUE,1.0
40.660042,-73.894971,Non Prevailing Wage,3000000.0,,-73.895245,,ALABAMA AVENUE,1.0
40.674353,-73.917823,Non Prevailing Wage,3000000.0,,-73.917725,,BERGEN STREET,1.0
40.639687,-74.171256,Non Prevailing Wage,5164282.0,,-74.170235,,HOLLAND AVENUE,
40.668943,-73.906943,Non Prevailing Wage,,,,,BELMONT AVENUE,1.0
40.846153,-73.912145,Non Prevailing Wage,2008164.0,,-73.912272,,CLIFFORD PLACE,1.0
40.687848,-74.001331,Non Prevailing Wage,3003440.0,1.0,-74.0011,,COLUMBIA STREET,
40.639687,-74.171256,Non Prevailing Wage,5164277.0,,-74.170235,,HOLLAND AVENUE,
40.677116,-73.887853,Non Prevailing Wage,3000000.0,1.0,-73.888077,,ATLANTIC AVENUE,34.0
40.690523,-73.952337,Non Prevailing Wage,,,,,KOSCIUSZKO STREET,65.0
40.590225,-73.78871,Non Prevailing Wage,4459311.0,,-73.787495,,BEACH 59 STREET,
,,Non Prevailing Wage,,,,,----,
40.871394,-73.863939,Non Prevailing Wage,2056370.0,,-73.863704,,BURKE AVENUE,11.0
40.683478,-73.970918,Non Prevailing Wage,3321981.0,,-73.970445,,CARLTON AVENUE,42.0
40.665683,-73.914575,Non Prevailing Wage,3427318.0,,-73.914297,,HERZL STREET,
40.851991,-73.88356,Non Prevailing Wage,2000000.0,,-73.883343,,PROSPECT AVENUE,3.0
,,Non Prevailing Wage,,,,,----,
40.639476,-74.171252,Non Prevailing Wage,5164284.0,,-74.170235,,HOLLAND AVENUE,
40.842345,-73.897347,Non Prevailing Wage,2009668.0,,-73.897585,,FULTON AVENUE,5.0
,,Non Prevailing Wage,,,,,----,
40.638183,-74.171224,Non Prevailing Wage,5164311.0,,-74.170235,,HOLLAND AVENUE,
40.6532,-73.960555,Non Prevailing Wage,3116150.0,,-73.960811,,EAST 21 STREET,
,,Non Prevailing Wage,,,,,----,
40.877799,-73.849903,Non Prevailing Wage,2117044.0,,-73.84926,,SEYMOUR AVENUE,4.0
40.877946,-73.848999,Non Prevailing Wage,2117034.0,,-73.84926,,FENTON AVENUE,4.0
40.870136,-73.915516,Non Prevailing Wage,1090922.0,,-73.915849,,BROADWAY,3.0
40.661603,-73.917424,Non Prevailing Wage,3000000.0,,-73.917128,,GRAFTON STREET,
40.639791,-74.17126,Non Prevailing Wage,5164276.0,,-74.170235,,HOLLAND AVENUE,
40.687668,-73.906866,Non Prevailing Wage,3000000.0,,-73.907158,,CENTRAL AVENUE,
40.674019,-73.952882,Non Prevailing Wage,3000000.0,,-73.952615,,ROGERS AVENUE,2.0
40.826113,-73.888783,Non Prevailing Wage,2006275.0,1.0,-73.888487,,BRYANT AVENUE,39.0
40.660186,-73.93775,Non Prevailing Wage,3000000.0,,-73.937721,,RUTLAND ROAD,2.0
40.869014,-73.884188,Non Prevailing Wage,2000000.0,,-73.883946,,MARION AVENUE,1.0
40.74324,-73.919477,Non Prevailing Wage,4000000.0,,-73.919391,,QUEENS BOULEVARD,4.0
40.638842,-74.17124,Non Prevailing Wage,5112688.0,,-74.170235,,HOLLAND AVENUE,48.0
40.819082,-73.894915,Non Prevailing Wage,2005628.0,,-73.894636,,TIFFANY STREET,15.0
,,Non Prevailing Wage,,,,,----,
40.877436,-73.84973,Non Prevailing Wage,2117066.0,,-73.850074,,SEYMOUR AVENUE,4.0
,,Non Prevailing Wage,,,,,----,
40.665607,-73.938452,Non Prevailing Wage,3000000.0,,-73.938113,,CROWN STREET,18.0
40.877554,-73.851581,Non Prevailing Wage,2117087.0,,-73.851015,,HICKS STREET,8.0
40.64282,-73.973991,Non Prevailing Wage,3125502.0,,-73.973447,,OCEAN PARKWAY,2.0
40.730107,-73.951295,Non Prevailing Wage,3000000.0,,-73.951745,,MCGUINNESS BOULEVARD,11.0
40.869004,-73.893574,Non Prevailing Wage,2000000.0,,-73.893256,,CRESTON AVENUE,6.0
40.638691,-74.171236,Non Prevailing Wage,5164296.0,,-74.170235,,HOLLAND AVENUE,1.0
40.638452,-74.171231,Non Prevailing Wage,5164302.0,,-74.170235,,HOLLAND AVENUE,
40.828316,-73.937929,Non Prevailing Wage,1000000.0,,-73.938294,,FREDERICK DOUGLASS BOULEVARD,
40.708799,-73.964962,Non Prevailing Wage,3379696.0,,-73.964948,,SOUTH 9 STREET,8.0
40.57106,-74.094674,Non Prevailing Wage,5055087.0,,-74.094537,,OLYMPIA BOULEVARD,2.0
40.877256,-73.848595,Non Prevailing Wage,2117015.0,,-73.848323,,FENTON AVENUE,5.0
40.715966,-73.93944,Non Prevailing Wage,,1.0,,,MASPETH AVENUE,112.0
40.877622,-73.848797,Non Prevailing Wage,2117018.0,,-73.848323,,FENTON AVENUE,8.0
,,Non Prevailing Wage,,,,,----,
,,Non Prevailing Wage,,,,,----,
,,Non Prevailing Wage,,,,,----,
40.843037,-73.896952,Non Prevailing Wage,2009661.0,,-73.897049,,FULTON AVENUE,5.0
40.629581,-73.947355,Non Prevailing Wage,,,,,NOSTRAND AVENUE,10.0
40.832248,-73.901489,Non Prevailing Wage,2129296.0,,-73.901103,,FRANKLIN AVENUE,7.0
40.707332,-73.952379,Non Prevailing Wage,3063512.0,,-73.95218,,SOUTH 5 STREET,
,,Non Prevailing Wage,,,,,----,
,,Non Prevailing Wage,,,,,----,
40.83373,-73.926053,Non Prevailing Wage,2003055.0,,-73.925717,,ANDERSON AVENUE,8.0
40.580511,-73.976154,Non Prevailing Wage,3000000.0,,-73.97557,,SHELL ROAD,29.0
40.717218,-73.980174,Non Prevailing Wage,1082665.0,,-73.980845,,COLUMBIA STREET,145.0
40.692972,-73.972796,Non Prevailing Wage,,,,,CARLTON AVENUE,
40.877979,-73.846894,Non Prevailing Wage,2117010.0,,-73.847437,,EASTCHESTER ROAD,25.0
,,Non Prevailing Wage,,,,,----,
40.838032,-73.909005,Non Prevailing Wage,2007239.0,,-73.909225,,TELLER AVENUE,
40.574967,-74.096573,Non Prevailing Wage,5105873.0,,-74.096706,,MORELAND STREET,
40.877493,-73.848725,Non Prevailing Wage,2117017.0,,-73.848323,,FENTON AVENUE,9.0
40.672617,-73.905636,Non Prevailing Wage,3083613.0,1.0,-73.905352,,SACKMAN STREET,23.0
,,Non Prevailing Wage,,,,,----,1.0
40.860459,-73.904842,Non Prevailing Wage,2000000.0,,-73.905073,,GRAND AVENUE,1.0
40.668184,-73.892428,Non Prevailing Wage,,,,,BLAKE AVENUE,2.0
40.877653,-73.847802,Non Prevailing Wage,2093622.0,,-73.848323,,CORSA AVENUE,
40.75083,-73.939928,Non Prevailing Wage,4000000.0,,-73.939643,,QUEENS PLAZA NORTH,16.0
40.8688,-73.905712,Non Prevailing Wage,2015148.0,,-73.905802,,SEDGWICK AVENUE,10.0
40.602282,-73.752369,Non Prevailing Wage,4298300.0,1.0,-73.752233,,CORNAGA AVENUE,12.0
40.675899,-73.881257,Non Prevailing Wage,3000000.0,,-73.881513,,SHEPHERD AVENUE,32.0
,,Non Prevailing Wage,,,,,----,1.0
,,Non Prevailing Wage,,,,,----,
40.849397,-73.889069,Non Prevailing Wage,2092284.0,,-73.888335,,EAST 181 STREET,56.0
40.691903,-73.97827,Non Prevailing Wage,3058411.0,,-73.977866,,WILLOUGHBY STREET,45.0
40.639954,-73.955082,Non Prevailing Wage,3394972.0,1.0,-73.954697,,FLATBUSH AVENUE,
40.70922,-73.957871,Non Prevailing Wage,3323539.0,,-73.957925,,SOUTH 5 STREET,6.0
40.877568,-73.847756,Non Prevailing Wage,2117028.0,,-73.848323,,CORSA AVENUE,4.0
,,Non Prevailing Wage,,,,,----,1.0
40.684973,-73.979823,Non Prevailing Wage,3340500.0,,-73.980245,,ATLANTIC AVENUE,24.0
40.802216,-73.956161,Non Prevailing Wage,1055126.0,1.0,-73.956407,,WEST 113 STREET,4.0
