date,avg_cpa_amount,avg_cpa_currency,avg_cpt_amount,avg_cpt_currency,conversion_rate,conversions,impressions,lat_off_installs,lat_on_installs,local_spend_amount,local_spend_currency,new_downloads,redownloads,taps,tap_installs,tap_new_downloads,tap_redownloads,id-tap_through_rate
2021-12-10,0.0,USD,0.57,USD,0.0,0,39,0,0,0.57,USD,0,0,1,0,0,0,976093304-0.0255999993532896
2021-12-20,0.0,USD,0.13,USD,0.0,0,12,0,0,0.13,USD,0,0,1,0,0,0,976093304-0.0833000019192695
2021-12-09,0.0,USD,0.0,USD,0.0,0,23,0,0,0.0,USD,0,0,0,0,0,0,976093305-0.0
2021-12-14,0.0,USD,0.0,USD,0.0,0,20,0,0,0.0,USD,0,0,0,0,0,0,976093305-0.0
2021-12-18,0.0,USD,0.0,USD,0.0,0,50,0,0,0.0,USD,0,0,0,0,0,0,976093305-0.0
2021-12-17,0.0,USD,0.0,USD,0.0,0,6,0,0,0.0,USD,0,0,0,0,0,0,976093305-0.0
2021-12-20,0.0,USD,0.0,USD,0.0,0,3,0,0,0.0,USD,0,0,0,0,0,0,976093305-0.0
2021-12-11,0.0,USD,0.0,USD,0.0,0,19,0,0,0.0,USD,0,0,0,0,0,0,976093305-0.0
2021-12-16,0.0,USD,0.48,USD,0.0,0,27,0,0,0.48,USD,0,0,1,0,0,0,976093305-0.0370000004768371
2021-12-19,0.0,USD,0.49,USD,0.0,0,38,0,0,0.49,USD,0,0,1,0,0,0,976093305-0.026300000026822
2021-12-15,0.0,USD,1.47,USD,0.0,0,39,0,0,1.47,USD,0,0,1,0,0,0,976093305-0.0255999993532896
2021-12-10,0.0,USD,1.47,USD,0.0,0,49,0,0,1.47,USD,0,0,1,0,0,0,976093305-0.0204000007361173
2021-12-13,0.0,USD,0.9,USD,0.0,0,41,0,0,0.9,USD,0,0,1,0,0,0,976093305-0.0243999995291233
2021-12-12,0.0,USD,0.91,USD,0.0,0,19,0,0,0.91,USD,0,0,1,0,0,0,976093305-0.0526000000536441
2021-12-11,0.0,USD,0.0,USD,0.0,0,1,0,0,0.0,USD,0,0,0,0,0,0,976093306-0.0
2021-12-14,0.0,USD,0.0,USD,0.0,0,3,0,0,0.0,USD,0,0,0,0,0,0,976093306-0.0
2021-12-12,0.0,USD,0.0,USD,0.0,0,2,0,0,0.0,USD,0,0,0,0,0,0,976093306-0.0
2021-12-16,0.0,USD,0.0,USD,0.0,0,1,0,0,0.0,USD,0,0,0,0,0,0,976093306-0.0
2021-12-19,0.0,USD,0.0,USD,0.0,0,5,0,0,0.0,USD,0,0,0,0,0,0,976093306-0.0
2021-12-13,0.0,USD,0.0,USD,0.0,0,28,0,0,0.0,USD,0,0,0,0,0,0,976093306-0.0
2021-12-10,0.0,USD,0.0,USD,0.0,0,3,0,0,0.0,USD,0,0,0,0,0,0,976093307-0.0
2021-12-11,0.0,USD,0.0,USD,0.0,0,2,0,0,0.0,USD,0,0,0,0,0,0,976093307-0.0
2021-12-15,0.0,USD,0.0,USD,0.0,0,2,0,0,0.0,USD,0,0,0,0,0,0,976093307-0.0
2021-12-16,0.0,USD,0.0,USD,0.0,0,3,0,0,0.0,USD,0,0,0,0,0,0,976093307-0.0
2021-12-12,0.0,USD,0.0,USD,0.0,0,6,0,0,0.0,USD,0,0,0,0,0,0,976093307-0.0
2021-12-18,0.0,USD,0.0,USD,0.0,0,1,0,0,0.0,USD,0,0,0,0,0,0,976093307-0.0
2021-12-09,0.0,USD,0.0,USD,0.0,0,3,0,0,0.0,USD,0,0,0,0,0,0,976093307-0.0
2021-12-20,0.0,USD,0.0,USD,0.0,0,1,0,0,0.0,USD,0,0,0,0,0,0,976093307-0.0
2021-12-13,0.0,USD,0.0,USD,0.0,0,21,0,0,0.0,USD,0,0,0,0,0,0,976093307-0.0
2021-12-19,0.0,USD,0.0,USD,0.0,0,7,0,0,0.0,USD,0,0,0,0,0,0,976093307-0.0
2021-12-14,0.0,USD,0.0,USD,0.0,0,8,0,0,0.0,USD,0,0,0,0,0,0,976093307-0.0
2021-12-20,0.0,USD,0.0,USD,0.0,0,6,0,0,0.0,USD,0,0,0,0,0,0,976093308-0.0
2021-12-19,0.0,USD,0.0,USD,0.0,0,25,0,0,0.0,USD,0,0,0,0,0,0,976093308-0.0
2021-12-16,0.0,USD,0.0,USD,0.0,0,18,0,0,0.0,USD,0,0,0,0,0,0,976093308-0.0
2021-12-13,0.0,USD,0.0,USD,0.0,0,49,0,0,0.0,USD,0,0,0,0,0,0,976093308-0.0
2021-12-18,0.0,USD,0.0,USD,0.0,0,29,0,0,0.0,USD,0,0,0,0,0,0,976093308-0.0
2021-12-09,0.0,USD,0.6175,USD,0.0,0,119,0,0,2.47,USD,0,0,4,0,0,0,976093308-0.0335999988019466
2021-12-15,0.0,USD,0.82,USD,0.0,0,56,0,0,0.82,USD,0,0,1,0,0,0,976093308-0.0178999993950128
2021-12-17,0.0,USD,1.49,USD,0.0,0,7,0,0,1.49,USD,0,0,1,0,0,0,976093308-0.1429000049829483
2021-12-13,0.0,USD,0.0,USD,0.0,0,35,0,0,0.0,USD,0,0,0,0,0,0,976093309-0.0
2021-12-14,0.0,USD,0.0,USD,0.0,0,1,0,0,0.0,USD,0,0,0,0,0,0,976093309-0.0
2021-12-15,0.0,USD,0.0,USD,0.0,0,34,0,0,0.0,USD,0,0,0,0,0,0,976093309-0.0
2021-12-16,0.0,USD,0.0,USD,0.0,0,49,0,0,0.0,USD,0,0,0,0,0,0,976093309-0.0
2021-12-09,0.0,USD,0.0,USD,0.0,0,10,0,0,0.0,USD,0,0,0,0,0,0,976093309-0.0
2021-12-11,0.0,USD,0.0,USD,0.0,0,15,0,0,0.0,USD,0,0,0,0,0,0,976093309-0.0
2021-12-19,0.0,USD,0.0,USD,0.0,0,11,0,0,0.0,USD,0,0,0,0,0,0,976093309-0.0
2021-12-12,0.0,USD,0.0,USD,0.0,0,25,0,0,0.0,USD,0,0,0,0,0,0,976093309-0.0
2021-12-17,0.0,USD,0.0,USD,0.0,0,7,0,0,0.0,USD,0,0,0,0,0,0,976093309-0.0
2021-12-18,0.0,USD,0.13,USD,0.0,0,28,0,0,0.13,USD,0,0,1,0,0,0,976093309-0.0357000008225441
2021-12-10,0.0,USD,0.77,USD,0.0,0,23,0,0,0.77,USD,0,0,1,0,0,0,976093309-0.0434999987483024
2021-12-15,0.0,USD,0.0,USD,0.0,0,45,0,0,0.0,USD,0,0,0,0,0,0,976093310-0.0
2021-12-18,0.0,USD,0.0,USD,0.0,0,38,0,0,0.0,USD,0,0,0,0,0,0,976093310-0.0
2021-12-12,0.0,USD,0.0,USD,0.0,0,30,0,0,0.0,USD,0,0,0,0,0,0,976093310-0.0
2021-12-17,0.0,USD,0.0,USD,0.0,0,5,0,0,0.0,USD,0,0,0,0,0,0,976093310-0.0
2021-12-13,0.0,USD,0.0,USD,0.0,0,74,0,0,0.0,USD,0,0,0,0,0,0,976093310-0.0
2021-12-20,0.0,USD,0.0,USD,0.0,0,9,0,0,0.0,USD,0,0,0,0,0,0,976093310-0.0
2021-12-19,0.0,USD,0.0,USD,0.0,0,57,0,0,0.0,USD,0,0,0,0,0,0,976093310-0.0
2021-12-16,0.0,USD,0.97,USD,0.0,0,49,0,0,0.97,USD,0,0,1,0,0,0,976093310-0.0204000007361173
2021-12-11,0.0,USD,1.14,USD,0.0,0,28,0,0,1.14,USD,0,0,1,0,0,0,976093310-0.0357000008225441
2021-12-09,0.0,USD,0.39,USD,0.0,0,134,0,0,0.78,USD,0,0,2,0,0,0,976093310-0.0148999998345971
2021-12-11,0.0,USD,0.0,USD,0.0,0,1,0,0,0.0,USD,0,0,0,0,0,0,976093311-0.0
2021-12-19,0.0,USD,0.0,USD,0.0,0,2,0,0,0.0,USD,0,0,0,0,0,0,976093311-0.0
2021-12-16,0.0,USD,0.0,USD,0.0,0,4,0,0,0.0,USD,0,0,0,0,0,0,976093311-0.0
2021-12-15,0.0,USD,0.0,USD,0.0,0,1,0,0,0.0,USD,0,0,0,0,0,0,976093311-0.0
2021-12-10,0.0,USD,0.0,USD,0.0,0,7,0,0,0.0,USD,0,0,0,0,0,0,976093311-0.0
2021-12-09,0.0,USD,0.0,USD,0.0,0,14,0,0,0.0,USD,0,0,0,0,0,0,976093311-0.0
2021-12-18,0.0,USD,0.0,USD,0.0,0,1,0,0,0.0,USD,0,0,0,0,0,0,976093311-0.0
2021-12-13,0.0,USD,1.0,USD,0.0,0,11,0,0,1.0,USD,0,0,1,0,0,0,976093311-0.0908999964594841
2021-12-12,0.0,USD,1.39,USD,0.0,0,5,0,0,1.39,USD,0,0,1,0,0,0,976093311-0.2000000029802322
2021-12-12,0.0,USD,0.0,USD,0.0,0,6,0,0,0.0,USD,0,0,0,0,0,0,976093312-0.0
2021-12-13,0.0,USD,0.0,USD,0.0,0,38,0,0,0.0,USD,0,0,0,0,0,0,976093312-0.0
2021-12-15,0.0,USD,0.33,USD,0.0,0,57,0,0,0.66,USD,0,0,2,0,0,0,976093312-0.0351000018417835
2021-12-14,0.0,USD,0.05,USD,0.0,0,29,0,0,0.05,USD,0,0,1,0,0,0,976093312-0.0344999991357326
2021-12-11,0.0,USD,0.56,USD,0.0,0,13,0,0,0.56,USD,0,0,1,0,0,0,976093312-0.0768999978899955
2021-12-09,0.0,USD,1.06,USD,0.0,0,199,0,0,4.24,USD,0,0,4,0,0,0,976093312-0.0200999993830919
2021-12-20,0.0,USD,0.13,USD,0.0,0,10,0,0,0.13,USD,0,0,1,0,0,0,976093312-0.1000000014901161
2021-12-17,0.0,USD,0.13,USD,0.0,0,8,0,0,0.13,USD,0,0,1,0,0,0,976093312-0.125
2021-12-16,0.0,USD,1.43,USD,0.0,0,31,0,0,1.43,USD,0,0,1,0,0,0,976093312-0.0322999991476535
2021-12-15,0.0,USD,0.0,USD,0.0,0,1,0,0,0.0,USD,0,0,0,0,0,0,976093314-0.0
2021-12-19,0.0,USD,0.0,USD,0.0,0,1,0,0,0.0,USD,0,0,0,0,0,0,983951492-0.0
