objectid,globalid,location,zipcode,srpriority,geometry,bin,srsource,congressional,complainttype
13091453,FFDB45A4-3A5B-49E9-9C2B-EF6A4A531171,"{'type': 'Point', 'coordinates': [-73.94011601329836, 40.68638125087952]}",,ASAP,POINT(-73.94011601329836 40.68638125087952),,Correspondence,,
23567273,183C3651-94F1-4655-A7BE-EC73A09724AA,"{'type': 'Point', 'coordinates': [-73.95581794676247, 40.809904662812535]}",,Routine,POINT(-73.95581794676247 40.809904662812535),,AMPS,,
23147146,0CA6B02A-2EFE-4B13-8374-04ED40454B20,"{'type': 'Point', 'coordinates': [-73.91166572421244, 40.63592843708025]}",,ASAP,POINT(-73.91166572421244 40.63592843708025),,Correspondence,,
23625165,A1307CE8-7C01-4071-ADF8-2AC5AD4A714F,"{'type': 'Point', 'coordinates': [-73.9734487842307, 40.745321182710434]}",,Routine,POINT(-73.9734487842307 40.745321182710434),1000000.0,AMPS,,
25693933,EE39CF4A-DA5D-4A88-90DF-4E49F98F80E0,"{'type': 'Point', 'coordinates': [-73.90224915373558, 40.73805792023643]}",,Routine,POINT(-73.90224915373558 40.73805792023643),,Park Inspection Program,,
15580787,04863977-C47E-4B87-9F0C-1DF2A77C65B7,"{'type': 'Point', 'coordinates': [-73.86192690693422, 40.69612706719543]}",,Routine,POINT(-73.86192690693422 40.69612706719543),,Park Inspection Program,,
21926772,BB012428-2541-4B72-B404-34BA9DD8A2A5,"{'type': 'Point', 'coordinates': [-74.00280164250819, 40.64817629311467]}",,Routine,POINT(-74.00280164250819 40.64817629311467),,AMPS,,
11684776,696EC807-D7C3-4FD2-B08D-EF975A9AED31,"{'type': 'Point', 'coordinates': [-73.94804893654339, 40.757727027850656]}",,Routine,POINT(-73.94804893654339 40.757727027850656),4000000.0,Park Inspection Program,,
16110004,2B140DEC-0736-4B17-916F-15414EBCAE7C,"{'type': 'Point', 'coordinates': [-73.93589264892613, 40.59242777862651]}",,Routine,POINT(-73.93589264892613 40.59242777862651),,AMPS,,
20796703,37A3B26C-FE96-4B27-A700-D9284B795498,"{'type': 'Point', 'coordinates': [-73.99095563439714, 40.71812711239295]}",,Routine,POINT(-73.99095563439714 40.71812711239295),1000000.0,AMPS,,
9189168,9DFA1971-18AD-45E7-8FD6-10604134EA4B,"{'type': 'Point', 'coordinates': [-73.81080491544829, 40.86354830326471]}",,Routine,POINT(-73.81080491544829 40.86354830326471),,DPR,,
25173802,6C207F5F-B01F-49FC-82C2-38C5EEF88F9A,"{'type': 'Point', 'coordinates': [-73.90665347284792, 40.83093878896163]}",,Routine,POINT(-73.90665347284792 40.83093878896163),,AMPS,,
9739169,CD71FF3F-2ABA-478F-87F8-3B5A72FF9ADB,"{'type': 'Point', 'coordinates': [-73.97396126436672, 40.78174266115172]}",,ASAP,POINT(-73.97396126436672 40.78174266115172),1031764.0,Correspondence,,
612000,B9B94150-A1CF-4934-BA5C-72B5EEA082F3,"{'type': 'Point', 'coordinates': [-73.9121380120843, 40.691169196990046]}",11221.0,Routine,POINT(-73.9121380120843 40.691169196990046),,Correspondence,7.0,
20279582,FE02258A-A795-4F2A-B89E-43B06F05F639,"{'type': 'Point', 'coordinates': [-73.98667359081246, 40.72097834347288]}",,Routine,POINT(-73.98667359081246 40.72097834347288),1000000.0,AMPS,,
3839559,1502DCAC-D1DF-4566-979E-79B17ACB778F,"{'type': 'Point', 'coordinates': [-73.91029926817663, 40.70756788665383]}",11385.0,Routine,POINT(-73.91029926817663 40.70756788665383),,Correspondence,7.0,
23359963,FE8A3C89-A8AF-4883-9A34-389AB90D8A11,"{'type': 'Point', 'coordinates': [-73.9871730252826, 40.66115974571712]}",,Routine,POINT(-73.9871730252826 40.66115974571712),,AMPS,,
18494031,EEA7EBFC-4D41-477E-A779-61275CFF82B0,"{'type': 'Point', 'coordinates': [-73.92355970264478, 40.83401099353132]}",,Routine,POINT(-73.92355970264478 40.83401099353132),,AMPS,,
23494309,798C411B-AB55-40BA-9EAC-337DC73A9FD2,"{'type': 'Point', 'coordinates': [-73.8246482667267, 40.67756968127968]}",11420.0,Routine,POINT(-73.8246482667267 40.67756968127968),,3-1-1 Call Center,5.0,Wood Pile Remaining
700590,073AC00B-7C48-4D0A-A230-FBC7219EEC65,"{'type': 'Point', 'coordinates': [-73.9427376104447, 40.578267672943824]}",11235.0,Routine,POINT(-73.9427376104447 40.578267672943824),3246529.0,Correspondence,8.0,
17353545,5CDB1540-C8B9-4A32-96B7-075CE1906C89,"{'type': 'Point', 'coordinates': [-73.9701175077955, 40.6609495435762]}",,Routine,POINT(-73.9701175077955 40.6609495435762),,AMPS,,
20877076,7D9EC21E-3D74-4AE4-BA2E-6F6E2B204D9E,"{'type': 'Point', 'coordinates': [-73.99529787973614, 40.680893603678705]}",,Routine,POINT(-73.99529787973614 40.680893603678705),,AMPS,,
4609958,F8C82EB6-BF63-4751-949B-D6392E0C32D8,"{'type': 'Point', 'coordinates': [-74.11801943436073, 40.56054360994942]}",10306.0,Routine,POINT(-74.11801943436073 40.56054360994942),5132480.0,Correspondence,11.0,
23829647,9AAA1F6E-108A-473A-AA90-1C92C8B8BA69,"{'type': 'Point', 'coordinates': [-73.78174985034411, 40.7091874670691]}",,Routine,POINT(-73.78174985034411 40.7091874670691),,AMPS,,
19180269,20E55363-FC31-4CC2-A8C4-0E45FE5C5AE2,"{'type': 'Point', 'coordinates': [-73.96532580505523, 40.65116118694812]}",,Routine,POINT(-73.96532580505523 40.65116118694812),,AMPS,,
25986530,334F5E2B-97BB-4E55-8760-D6D0159DA41D,"{'type': 'Point', 'coordinates': [-73.77063938594868, 40.77069562220483]}",,Routine,POINT(-73.77063938594868 40.77069562220483),,AMPS,,
21784932,85F76C9A-1737-4E8F-A78E-6ED17C35C9CB,"{'type': 'Point', 'coordinates': [-73.82681704866994, 40.769986251093734]}",,Routine,POINT(-73.82681704866994 40.769986251093734),,AMPS,,
24307605,7005A92B-25B7-41DC-A751-5B953FA08A55,"{'type': 'Point', 'coordinates': [-73.90939128645255, 40.88175642461793]}",,Routine,POINT(-73.90939128645255 40.88175642461793),,AMPS,,
19256829,8C0C4C3D-2725-43D8-855D-45B1F430E035,"{'type': 'Point', 'coordinates': [-73.90680700763008, 40.66129998629948]}",,Routine,POINT(-73.90680700763008 40.66129998629948),,AMPS,,
26021579,49C34AFA-1E3F-4669-A6CC-04B06E233B74,"{'type': 'Point', 'coordinates': [-73.91455583755662, 40.85942777259904]}",,Routine,POINT(-73.91455583755662 40.85942777259904),,AMPS,,
25436395,9FD6BBA3-A45D-4DAE-9B0C-416FAF284899,"{'type': 'Point', 'coordinates': [-73.76886386483477, 40.730521907894136]}",,Routine,POINT(-73.76886386483477 40.730521907894136),,AMPS,,
24033162,EA9F8097-412A-4E3D-957C-2AF2D9766D28,"{'type': 'Point', 'coordinates': [-73.81860040769796, 40.848670773877096]}",,Routine,POINT(-73.81860040769796 40.848670773877096),,AMPS,,
642348,E2483E75-2FCE-4132-B215-E4295A5FF8D8,"{'type': 'Point', 'coordinates': [-73.81024605397046, 40.71025082300305]}",11435.0,Routine,POINT(-73.81024605397046 40.71025082300305),,3-1-1 Call Center,6.0,New Tree Request
23971743,2326AF21-22D3-4079-B9D7-17872B060D46,"{'type': 'Point', 'coordinates': [-73.90349373249546, 40.726525494139764]}",,Routine,POINT(-73.90349373249546 40.726525494139764),,AMPS,,
21960732,E35BB07A-375D-42AA-B55D-5BAE35366E85,"{'type': 'Point', 'coordinates': [-73.91764915473465, 40.68921834727075]}",11221.0,Routine,POINT(-73.91764915473465 40.68921834727075),,3-1-1 Call Center,8.0,Overgrown Tree/Branches
22861635,CCC5934C-92BE-407E-86CB-209C71CF93D1,"{'type': 'Point', 'coordinates': [-73.94801930031232, 40.72043178711143]}",,Routine,POINT(-73.94801930031232 40.72043178711143),,AMPS,,
23820710,33397DD5-EA6A-4D02-A8D3-0A2D77F14C53,"{'type': 'Point', 'coordinates': [-73.970631931732, 40.749600990742394]}",,Routine,POINT(-73.970631931732 40.749600990742394),1000000.0,AMPS,,
24250887,9B467934-6E81-42AB-AFDC-8BAD1871D03B,"{'type': 'Point', 'coordinates': [-74.12205903998013, 40.62739278012484]}",,Routine,POINT(-74.12205903998013 40.62739278012484),,AMPS,,
23416783,8F2FED31-042B-4829-81CA-061B959243B9,"{'type': 'Point', 'coordinates': [-73.9519490121073, 40.72078603571029]}",,Routine,POINT(-73.9519490121073 40.72078603571029),,AMPS,,
18834261,6D48C036-72CA-4CAE-B166-2FA1720B443A,"{'type': 'Point', 'coordinates': [-73.88643877663199, 40.68501572160269]}",,Routine,POINT(-73.88643877663199 40.68501572160269),,AMPS,,
9422775,B4D3C100-C6E4-484D-A47E-D46A3DBDA19C,"{'type': 'Point', 'coordinates': [-73.91037927480176, 40.81194866583439]}",,Routine,POINT(-73.91037927480176 40.81194866583439),,Park Inspection Program,,
19287804,2EE27D48-99B1-4D32-84CE-D41D44D84454,"{'type': 'Point', 'coordinates': [-73.96748253857953, 40.669595828426836]}",,ASAP,POINT(-73.96748253857953 40.669595828426836),,Correspondence,,
24054906,1DAEBE2C-256E-4C4A-9476-74BBEAFED351,"{'type': 'Point', 'coordinates': [-73.7474347318842, 40.74188375461263]}",,Routine,POINT(-73.7474347318842 40.74188375461263),,Park Inspection Program,,
16390148,24C679BF-B5E0-488B-9278-FA522BC38502,"{'type': 'Point', 'coordinates': [-74.11422393475358, 40.61467927156651]}",,Routine,POINT(-74.11422393475358 40.61467927156651),,AMPS,,
18397069,507F00FB-D243-48CE-8970-33050B7E482D,"{'type': 'Point', 'coordinates': [-73.95175622763902, 40.72109342587348]}",,Routine,POINT(-73.95175622763902 40.72109342587348),,AMPS,,
12212411,A1F00D16-1AB8-4E33-96F2-3BEBAAFE3CC2,"{'type': 'Point', 'coordinates': [-73.90450900978271, 40.83801718585947]}",10457.0,Routine,POINT(-73.90450900978271 40.83801718585947),,3-1-1 Call Center,15.0,Damaged Tree
19395046,352DC84E-08CF-440A-B999-3C7FF06745F9,"{'type': 'Point', 'coordinates': [-73.87439878851384, 40.89869006597265]}",10470.0,Routine,POINT(-73.87439878851384 40.89869006597265),2018867.0,3-1-1 Call Center,16.0,New Tree Request
18395046,A2414E73-5742-4150-A7E5-E098D4DB0007,"{'type': 'Point', 'coordinates': [-73.9528037163938, 40.71846165044343]}",11211.0,Routine,POINT(-73.9528037163938 40.71846165044343),,Department of Parks and Recreation - Public Web Site,12.0,Damaged Tree
661811,5B03018E-4DA4-491A-865E-913A37A16305,"{'type': 'Point', 'coordinates': [-73.93525370477194, 40.61587041690769]}",11234.0,Routine,POINT(-73.93525370477194 40.61587041690769),,Correspondence,8.0,
16725970,5BC3C2E3-189D-44F5-8333-18E3FEB71F14,"{'type': 'Point', 'coordinates': [-73.9630472657009, 40.66059391505272]}",,Routine,POINT(-73.9630472657009 40.66059391505272),,AMPS,,
3949958,2DA4FA6D-3D29-41E6-8FA3-F6420EE5A54C,"{'type': 'Point', 'coordinates': [-73.90479438152632, 40.70220766302102]}",11385.0,Routine,POINT(-73.90479438152632 40.70220766302102),4082779.0,Correspondence,7.0,
11101169,2964756A-EDB2-48AF-BFAB-FAA4FD0F0207,"{'type': 'Point', 'coordinates': [-74.09822831738896, 40.57661518615216]}",,Routine,POINT(-74.09822831738896 40.57661518615216),,Park Inspection Program,,
19368611,94B958FA-923B-4638-BB73-8746DB04A7DE,"{'type': 'Point', 'coordinates': [-73.9698266020868, 40.671806760091854]}",,Routine,POINT(-73.9698266020868 40.671806760091854),,AMPS,,
26355459,FB19BB81-FE3D-40A6-8167-50371068A8CA,"{'type': 'Point', 'coordinates': [-73.87534569298245, 40.73517706570399]}",11373.0,Routine,POINT(-73.87534569298245 40.73517706570399),,3-1-1 Call Center,6.0,New Tree Request
15843784,7D95A76C-099C-4C14-B0F5-2037BD80E98D,"{'type': 'Point', 'coordinates': [-73.92018473005352, 40.880883588207986]}",,Routine,POINT(-73.92018473005352 40.880883588207986),,AMPS,,
8354360,35F52DE2-7387-46DF-AC68-25C503BDF6F5,"{'type': 'Point', 'coordinates': [-73.8974082897814, 40.71002895594329]}",11385.0,Routine,POINT(-73.8974082897814 40.71002895594329),4087573.0,Correspondence,6.0,
5630367,D8956BD5-133A-472D-9B87-F1107FD88BB8,"{'type': 'Point', 'coordinates': [-73.87656573089066, 40.70232283448347]}",11385.0,Routine,POINT(-73.87656573089066 40.70232283448347),4090059.0,Correspondence,6.0,
20383801,C58536A7-3228-4558-BC8A-E58D960EA5AF,"{'type': 'Point', 'coordinates': [-73.9488748957455, 40.690263176383155]}",,Routine,POINT(-73.9488748957455 40.690263176383155),,AMPS,,
16218954,51C0FCBF-569D-4945-AECF-31794718B181,"{'type': 'Point', 'coordinates': [-73.90493263685028, 40.86275007738978]}",10468.0,Routine,POINT(-73.90493263685028 40.86275007738978),,3-1-1 Call Center,15.0,Damaged Tree
3859961,2E6D4DA8-C9D5-4E0E-8D53-F90EF8BFFF4E,"{'type': 'Point', 'coordinates': [-73.91421249293435, 40.70671849132327]}",11385.0,Routine,POINT(-73.91421249293435 40.70671849132327),4081785.0,Correspondence,7.0,
22138013,8E6AE135-2A9E-4507-BDDB-890D5504ED0C,"{'type': 'Point', 'coordinates': [-73.77145418845934, 40.7713094980574]}",,Routine,POINT(-73.77145418845934 40.7713094980574),,AMPS,,
26404605,9B4EA190-FA8B-4C11-88B9-43F5114D76BF,"{'type': 'Point', 'coordinates': [-74.1665568377404, 40.60577773150883]}",10314.0,Routine,POINT(-74.1665568377404 40.60577773150883),5036304.0,Correspondence,11.0,
21657221,43AB058D-512C-4505-85A3-7B25AF411711,"{'type': 'Point', 'coordinates': [-73.88421669766704, 40.76724723834882]}",,Routine,POINT(-73.88421669766704 40.76724723834882),,AMPS,,
19171889,0E8BBD78-8ABF-41CA-B434-46776EEF35AC,"{'type': 'Point', 'coordinates': [-73.8878669310482, 40.65779302564966]}",,Routine,POINT(-73.8878669310482 40.65779302564966),,AMPS,,
24618854,79309203-795F-4DB5-AF3C-2D787E4C0AE5,"{'type': 'Point', 'coordinates': [-73.92665330126711, 40.8407536096247]}",,Routine,POINT(-73.92665330126711 40.8407536096247),,AMPS,,
3862757,148A8763-BB74-43C3-A1FD-D986B9B5EE72,"{'type': 'Point', 'coordinates': [-73.90898881404884, 40.70161576119421]}",11385.0,Routine,POINT(-73.90898881404884 40.70161576119421),4082382.0,Correspondence,7.0,
24927641,F85E46D0-F264-4C8D-A06F-F790DBFB2FFF,"{'type': 'Point', 'coordinates': [-73.92096078126627, 40.77901426557322]}",,ASAP,POINT(-73.92096078126627 40.77901426557322),,Park Inspection Program,,
25662267,1CAD270C-B6C2-4F6C-AF71-E90358B93450,"{'type': 'Point', 'coordinates': [-73.8692799935612, 40.84803497577389]}",,Routine,POINT(-73.8692799935612 40.84803497577389),,AMPS,,
21444806,4E8C08B8-0CF1-4562-BB75-757BDD898075,"{'type': 'Point', 'coordinates': [-74.09983931051029, 40.62790253697045]}",,Routine,POINT(-74.09983931051029 40.62790253697045),,AMPS,,
5474367,40F16B35-7575-4DE7-8FF9-D55ED5A20F14,"{'type': 'Point', 'coordinates': [-73.97619881851097, 40.774632479501406]}",,Routine,POINT(-73.97619881851097 40.774632479501406),,Park Inspection Program,,
19071542,E51CDE9B-4547-4F5D-A956-19CB981E0D91,"{'type': 'Point', 'coordinates': [-73.8441485817101, 40.748722245553154]}",,Routine,POINT(-73.8441485817101 40.748722245553154),,AMPS,,
3983559,70A221A8-A75F-4540-BF9D-DE94A4A671A0,"{'type': 'Point', 'coordinates': [-73.92349113427825, 40.69634340425702]}",11221.0,Routine,POINT(-73.92349113427825 40.69634340425702),3074715.0,Correspondence,7.0,
14841994,C051664A-EE70-48FE-86B0-F046DF6C8FC2,"{'type': 'Point', 'coordinates': [-73.7900779815881, 40.875575739706115]}",,Routine,POINT(-73.7900779815881 40.875575739706115),,DPR,,
8125569,46657A19-E052-4CDA-A1E8-354A50742746,"{'type': 'Point', 'coordinates': [-74.2170904035967, 40.547930653617186]}",10309.0,Routine,POINT(-74.2170904035967 40.547930653617186),5086126.0,DPR,11.0,
16846210,94A3E0EB-1BBF-42A4-88C3-7A48AA10B241,"{'type': 'Point', 'coordinates': [-73.88522854184336, 40.68427779666905]}",,Routine,POINT(-73.88522854184336 40.68427779666905),,AMPS,,
19147947,3CDC2CB6-4F01-42E0-9F4C-FCABF50B31DC,"{'type': 'Point', 'coordinates': [-74.11217833585171, 40.62021142830241]}",,Routine,POINT(-74.11217833585171 40.62021142830241),,DPR,,
22959458,445BA237-7325-4679-9FC6-FE83FC047738,"{'type': 'Point', 'coordinates': [-73.77486719019142, 40.726346047268066]}",,Routine,POINT(-73.77486719019142 40.726346047268066),,AMPS,,
26331182,0BA206A1-0B62-4DB2-BE6F-11AE7A2594DB,"{'type': 'Point', 'coordinates': [-73.85663703663636, 40.74659543311092]}",11368.0,Routine,POINT(-73.85663703663636 40.74659543311092),,3-1-1 Call Center,14.0,Overgrown Tree/Branches
24020952,4A7C57F7-1F5F-4BB8-8F19-0616C2ACE1BA,"{'type': 'Point', 'coordinates': [-73.74897118214939, 40.74057074460291]}",,Routine,POINT(-73.74897118214939 40.74057074460291),,Park Inspection Program,,
25841471,532EA295-EF71-4D01-AB64-607F12A363E3,"{'type': 'Point', 'coordinates': [-73.92308475324556, 40.70037685067505]}",11237.0,Routine,POINT(-73.92308475324556 40.70037685067505),,3-1-1 Call Center,7.0,Illegal Tree Damage
19960667,36B4E3BB-F274-4D6F-9D43-3485F5F68E54,"{'type': 'Point', 'coordinates': [-74.03732114203606, 40.625829848559086]}",,Routine,POINT(-74.03732114203606 40.625829848559086),,AMPS,,
8389961,FCA4C4FE-5FB2-41A5-9110-E597FAC66023,"{'type': 'Point', 'coordinates': [-73.8937389487197, 40.70876276378038]}",11385.0,Routine,POINT(-73.8937389487197 40.70876276378038),4087804.0,Correspondence,6.0,
26391449,78CBAF25-347E-4100-AE26-7A2F4F247A94,"{'type': 'Point', 'coordinates': [-73.90123596339022, 40.848690543136314]}",,Routine,POINT(-73.90123596339022 40.848690543136314),,AMPS,,
20101516,62D17766-2382-4DD7-A4CE-068768E4647D,"{'type': 'Point', 'coordinates': [-73.81383661751873, 40.7363062625354]}",,Routine,POINT(-73.81383661751873 40.7363062625354),,AMPS,,
21273068,B60266DC-6502-4C98-AE24-11042B4B993E,"{'type': 'Point', 'coordinates': [-74.17392987091715, 40.626953689648026]}",,Routine,POINT(-74.17392987091715 40.626953689648026),,AMPS,,
10029964,3F9C45CC-0F22-463C-9660-5F7129A6C34D,"{'type': 'Point', 'coordinates': [-74.17752852932966, 40.54122603721144]}",,Routine,POINT(-74.17752852932966 40.54122603721144),,AMPS,,
25655744,C94732BC-026B-4136-9720-D81ACF9015B8,"{'type': 'Point', 'coordinates': [-73.89594589949147, 40.839292939005944]}",,Routine,POINT(-73.89594589949147 40.839292939005944),,AMPS,,
15585988,642A9673-EB3D-478F-AF90-F1AD97CBE44C,"{'type': 'Point', 'coordinates': [-73.91511139714775, 40.883357928335265]}",,Routine,POINT(-73.91511139714775 40.883357928335265),,AMPS,,
24589564,4DDBA8D6-4D10-437D-9E6F-0C2289B07A35,"{'type': 'Point', 'coordinates': [-73.78846633430558, 40.711558058365206]}",,Routine,POINT(-73.78846633430558 40.711558058365206),,AMPS,,
12131570,024972A9-EA75-4392-84B9-30F94E302627,"{'type': 'Point', 'coordinates': [-73.9520319378114, 40.720867100728185]}",,ASAP,POINT(-73.9520319378114 40.720867100728185),,Correspondence,,
24144823,3BDB2ED9-006C-4380-B606-06CCA583276D,"{'type': 'Point', 'coordinates': [-74.00205319584603, 40.646251138744525]}",,Routine,POINT(-74.00205319584603 40.646251138744525),,AMPS,,
14663580,46B10C90-682F-42EE-8FF3-37CA65B7C441,"{'type': 'Point', 'coordinates': [-74.07611811092731, 40.639619173388816]}",10301.0,Routine,POINT(-74.07611811092731 40.639619173388816),5000042.0,DPR,11.0,
4028355,48F3490B-09C4-4D77-AC16-70405EB6ECAA,"{'type': 'Point', 'coordinates': [-73.92028703664928, 40.711073018006346]}",11385.0,Routine,POINT(-73.92028703664928 40.711073018006346),,Correspondence,7.0,
4074355,D13628AE-A278-4DE3-8CC5-6C9041008885,"{'type': 'Point', 'coordinates': [-73.90033787858879, 40.6983755573445]}",11385.0,Routine,POINT(-73.90033787858879 40.6983755573445),,Correspondence,7.0,
19527478,2F60261E-67FF-4C06-92E8-0C050FF12281,"{'type': 'Point', 'coordinates': [-74.18508456791521, 40.51987393279168]}",,Routine,POINT(-74.18508456791521 40.51987393279168),,AMPS,,
5397159,097149D2-3040-48EF-BC00-2B762620583B,"{'type': 'Point', 'coordinates': [-73.83450556830623, 40.852997953456125]}",,Routine,POINT(-73.83450556830623 40.852997953456125),,Park Inspection Program,,
5445960,B97C3077-E7B1-4828-9CCA-D6220B24B972,"{'type': 'Point', 'coordinates': [-73.96590517024015, 40.676752787783194]}",,Routine,POINT(-73.96590517024015 40.676752787783194),,Park Inspection Program,,
22933728,BDAADD5B-B121-498D-AB35-6CA3DEC73DD8,"{'type': 'Point', 'coordinates': [-74.01746052144635, 40.63445237297495]}",,ASAP,POINT(-74.01746052144635 40.63445237297495),,Correspondence,,
18000852,401B481E-ABF0-49DF-AEF8-022511A20A90,"{'type': 'Point', 'coordinates': [-73.97293462398228, 40.6683319089509]}",,Routine,POINT(-73.97293462398228 40.6683319089509),,AMPS,,
24144825,C0747A6E-BD54-477B-8C53-623BF34CCE38,"{'type': 'Point', 'coordinates': [-73.80154061395828, 40.71618989304803]}",,Routine,POINT(-73.80154061395828 40.71618989304803),,AMPS,,
