latitude,longitude,state,primary_architect_last,primary_architect_first,secondary_artist_middle,secondary_artist_last,date_created,date_dedicated_approximation,secondary_architect_middle,primary_artist_middle,inscription,date_dedicated
40.590078,-74.066657,NY,,,,,1976,N,,,"IN MEMORY OF / LIEUTENANT VINCENT R. CAPODANNO / CHAPLAINS CORPS / UNITED STATES NAVAL RESERVE / WHO GALLANTLY GAVE HIS LIFE IN THE CAUSE / OF FREEDOM ALTHOUGH HIS ONLY WEAPON / WAS FAITH. --- / LIEUTENANT CAPODANNO, A CATHOLIC CHAPLAIN, WAS BORN / ON STATEN ISLAND ON FEBRUARY 13, 1929. HE WAS / POSTHUMOUSLY PRESENTED THIS NATION'S HIGHEST / AWARD FOR HEROISM -- THE CONGRESSIONAL MEDAL OF / HONOR -- FOR HIS ACTIONS ON A BATTLEFIELD IN THE / REPUBLIC OF VIETNAM WHERE, ON SEPTEMBER 4, 1967, / HE WAS MORTALLY WOUNDED WHILE GIVING MEDICAL AID / AND ADMINISTERING LAST RITES TO HIS WOUNDED AND / DYING COMRADES OF THE 3RD BATTALION, 5TH REGIMENT, / 1ST UNITED STATES MARINE DIVISION. FATHER CAPODANNO / DIED IN THE MANNER WHICH HE HAD LIVED -- / UNSELFISHLY SERVING GOD, HIS COUNTRY AND HIS / FELLOW MAN. / --- / ERECTED BY / MADONNA COUNCIL NO. 5915, KNIGHTS OF COLUMBUS. / THROUGH THE CONTRIBUTIONS OF THE PEOPLE OF / STATEN ISLAND, NEW YORK, AND DEDICATED JULY 3, 1976. / ON THE EVE OF THE BICENTENNIAL CELEBRATION OF / THE FOUNDING OF THE NATION WHICH HE SO / HONORABLY SERVED. /",1976
40.771708,-73.970792,NY,,,,,1961,N,,,"TO OUR VALIANT BROTHERS WHO DIED / IN THE SERVICE OF OUR COUNTRY / IN WORLD WAR I / KNIGHTS OF PYTHIAS - STATE OF NEW YORK/ SIDNEY A. SCHWARTZ 60TH INFANTRY, MACHINE CO. TRIANGLE LODGE #153 / MORRIS DICKSTEIN 4TH INFANTRY, CO. C. COSMOPOLITAN, LODGE #202 / LOUIS I. HIRSCHFIELD 30TH INFANTRY, CO. D. COSMOPOLITAN LODGE #202 / DAVID RIESMAN COMMISSARY DEPT. WASHINGTON D.C. NONPAREIL LODGE #214 / JEROME HEINE 111TH INFANTRY, CO. 11 PINTA LODGE #331 / DAVID M. KLEIN 307TH INFANTRY, CO. K. COLUMBUS LODGE #332 / JESSE STEINTHAL 308TH INFANTRY, CO. K. SIOUX LODGE #337 / ALEXANDER GOLDBERG 308TH INFANTRY, CLAREMORE LODGE #451 / EMANUEL BRODE 30TH INFANTRY HEADQUARTERS CO. FANCOURT LODGE #452 /",1961
40.584709,-73.943766,NY,Koenen,Michael,,,1994,N,,,,1994
40.891311,-73.894809,NY,Donnell,Harry,,,1902,N,,Clark,"Front side: MAJOR GENERAL / PORTER / ADJUTANT GENERAL / STATE OF NEW YORK/1886-1894 Left side: ERECTED BY / THE NATIONAL GUARD OF NEW YORK / IN APPRECIATION OF HIS FIDELITY / AS A PATRIOT, / HIS QUALITIES AS A SOLDIER, / AND HIS SERVICES ON BEHALF OF / THE NATIONAL GUARD Back side: JOSIAH PORTER / 1ST. LIEUT. 1ST. BATTERY / MASS. VOLS. 1861. / CAPTAIN, JULY 1861 TO / SEPTEMBER 1862. / CAPTAIN 22ND. REGIMENT N.G. N.Y. / JUNE 1865, / MAJOR, MAY 1867. / LIEUT. COLONEL, JANUARY 1869. / MAJOR GENERAL AND / ADJUTANT GENERAL, 1886. Right side: HE LABORED / TO INCREASE THE EFFICIENCY, / PERFECT THE DISCIPLINE AND / ELEVATE THE STANDARD OF / THE NATIONAL GUARD.",1902
"40.729889,",-73.991027,NY,,,,,1967,N,,,"ALAMO 
1966-1967 
BY TONY ROSENTHAL 
AN ANONYMOUS GIFT 
TO THE CITY OF NEW YORK 
NOVEMBER 1976 
JOHN V. LINDSAY MAYOR 
AUGUST HECKSCHER, ADMINISTRATOR 
PARKS, RECREATION AND CULTURAL AFFAIRS 
DORIS FREEDMAN, DIRECTOR 
DEPARTMENT OF CULTURAL AFFAIRS",1967
40.672954,-73.970006,NY,White,Stanford,,,1900,N,,William,F[']ICK MACMONNIES / SCULP 1900 / LEBLANC-BARBEDIENNE / PARIS,1900
40.757156,-73.960156,NY,Butter,Ann,,,1972,N,,,,1972
40.757493,-73.861392,NY,,,,,1996,N,,,"Base: ""When I was about four or five still wearing dresses, I lived with mother in a place called Brick Row - a lot of cement, rented rooms sort of like a motel. And right in the middle of that on Perdido Street was the Funky Butt Hall old, beat up. Big cracks in the wall. On Saturday nights, Mama couldn't find us because we wanted to hear that music. Before the dance the band would play out front about a half-hour. And us little kids would all do little dances.""",1996
40.767581,-73.922501,NY,Lykos,Stamatios,,,1998,N,,,"ATHENA /---/ A GIFT FROM THE PEOPLE OF / ATHENS, CAPITAL OF GREECE /---/ TO THE PEOPLE OF / THE CITY OF NEW YORK /---/ DIMITRIS L. AVRAMOPOULOS / MAYOR OF ATHENS /---/ RUDOLPH W. GIULIANI / MAYOR OF NEW YORK / MARCH 1998",1998
40.638834,-74.084205,NY,,,,,1962,N,,,"DEDICATED TO / THE MEMORY OF / CARMINE LIOTTI / BORN DEC. 13, 1924 / KILLED IN ACTION APRIL 15, 1945 / LLOYD IKEFUGI / BORN SEPT. 16, 1923 / KILLED IN ACTION APRIL 25, 1945 / CARMINE GRANITO / WILLIAM SMITH / POST NO. 1296",1962
40.704411,-74.014604,NY,,,,,1926,N,,,"Base (west): ON THE / 22ND OF APRIL 1625 / AMSTERDAM CHAMBER OF / THE WEST INDIES COMPANY / DECREED THE ESTABLISHMENT / AND THE CREATION OF THE / ADJOINING FARMS / THE PURCHASE OF THE / ISLAND OF MANHATTAN / WAS ACCOMPLISHED IN / 1626. THUS WAS LAID THE / FOUNDATION OF THE / CITY OF NEW YORK. / 

Base (east): IN TESTIMONY OF ANCIENT AND / UNBROKEN FRIENDSHIP THIS FLAGPOLE / IS PRESENTED TO THE CITY OF NEW YORK / BY THE DUTCH PEOPLE / 1926",1926
40.839942,-73.898056,NY,Embury II,Aymar,,,1936,N,,George Richard,,1936
40.714211,-73.989996,NY,,,,,1953,N,,,"(INSCRIPTION ON MEMORIAL)
IN MEMORY OF THOSE WHO MADE THE SUPREME SACRIFICE IN DEFENSE OF THEIR COUNTRY 

(ON PLAQUE)
ERECTED BY/ THE MORRIS DICKSTEIN POST NO. 462/ 
VETERANS OF FOREIGN WARS/ OF THE UNITED STATES/ MAY 30, 1953/
DEDICATED TO OUR SERVICE MEN AND WOMEN ORIGINATING FROM
THE LOWER EAST SIDE/ WHO SERVED OUR COUNTRY DURING/ WORLD WAR I..WORLD WAR II..KOREAN 
ACTION/ OUR NATION AND ALL FREE PEOPLES/ ARE PERPETUALLY IN THEIR DEBT/ GROUND DEDICATED BY HONORABLE HUGO E. ROGERS/ BOROUGH PRESIDENT, MANHATTAN 1946-1950.",1953
40.796059,-73.967868,NY,,,,,2014,N,,,,2014
40.714254,-73.951907,NY,,,,,1954,N,,,"Stele:
THAT WE BE FREE /

Tablet:
1941 1945 / THIS TABLET IS DEDICATED TO THE MEN OF THIS/ COMMUNITY WHO MADE THE SUPREME SACRIFICE IN WORLD WAR II / SSGT. ADAMS, V.J. --- PFC. D'AMATO, L.C. --- SGT. GWIAZDOWSKI, M. --- PVT. PROTO, L. / PFC. ARETINO, D.C. --- SGT. DEODATI, K. --- PFC. KAZAKEVICJ, V.L. --- PVT. RUBINETTI, J. / PVT. BIANCO, A.J. --- CPL. DESIO, J.S. --- LT. KORBELAK, S. --- PFC. RUBINETTI, J. / SFC BIELINSKI, J. --- PVT. DOMANICO, T.J. --- PFC. LA ROCCA, P.F. --- TCPL. RUSSO, J.A. / SSGT. BILASZ, S. --- PVT. FALCO, R. --- SGT. LA TORRE, G.M. --- PFC. SACCONE, A. / PFC. BOSCO, F.C. --- CPL. FALTER, F.F. --- SGT. LAWOR, G. --- PVT. SANTA MARIA, C. / PVT. BUONAGURO, J.A. --- PFC. FARANDA, F.F. --- PVT. LEONARD, E.A. --- PVT. SCHETTINO, V. / PFC. BUSRUS, A. --- 1ST LT. FEDERICO, D.J. --- PFC. LIGUORI, D.A. --- PVT. SCHMIEDER, A.J. / PVT. CALIENDO, P. --- PFC. FERONE, J.P. --- SFC. LOMBARDI, V.J. --- PFC. SCUDIERE, V. / PFC. CANDELA, S. --- CPL. FILL, J. --- PFC. LOMUTO, F.S. --- PFC. SEVERINO, C. / PFC. CARBONE, R. --- PVT. FORGIONE, V. --- PVT. MADDALONI, L. --- CPL. SIJEWIC, A. / CMOM. CHESTARO, T.W. --- PFC. FORLANO, L.A. --- PVT. MASCIA, V.J. --- SSGT. TAFURI, G. / TSGT. CHIAFARI, F.J. --- PVT. FRANZESE, S. --- PVT. MAZZA, N. --- CPL. THOMAS, A.J. / SSGT. CHIPICHETTA, J.A. --- COX. FURINO, L.A. --- CPL. MONTEFORTE, F.J. --- PFC. TITANO, S.C. / PFC. CIA, J. --- PVT. GAGAS, C.J. --- PFC. MURAWSKI, M. --- PVT. UVINO, A. P. / PFC. CIANTRO, JR., P. --- PL.SGT, GATTO, J.D. --- CPL. PACIA, M.A. --- PFC. VELOTTA, F.P. / CPL. CIFALDI, J. --- LT.FR. GIORGIO, E.J. --- PFC. PALLADINO, F.D. --- SSGT. VINTIS, C.V. / SGT. CIMINO, V.J. --- PVT. GRASSANO, N. --- PVT. PECORA, F.D. --- PFC. VITACCO, S. / PFC. CORTWRIGHT, W.H. --- PVT. GUIDICE, A.M. --- PFC. PIZZONIA, A. --- SFC. YODICE, G. I. / PVT. GUIDICE, J.V. --- PFC. POPPOPA, J. / ERECTED BY THE TWENTY-SEVEN MEMORIAL POST NO. 1751, AMERICAN LEGION",1954
40.769976,-73.971013,NY,,,,,1925,N,,George Richard,"Integral plinth, front: BALTO Integral plinth, right: F.G.R. ROTH Integral plinth, rear: Founder's mark Plaque:  DEDICATED TO THE INDOMITABLE SPIRIT OF / THE SLED DOGS / THAT RELAYED ANTI TOXIN SIX HUNDRED MILES OVER ROUGH ICE / ACROSS TREACHEROUS WATERS THROUGH ARCTIC BLIZZARDS FROM / NENNANA TO THE RELIEF OF STRICKEN NOME IN THE / WINTER OF 1925 /---/ ENDURANCE FIDELITY INTELLIGENCE Bas-relief on plaque: F.G.R. ROTH",1925
40.757779,-73.939153,NY,,,,,2007,N,,,,2007
40.798660,-73.956290,NY,,,,,1905,N,,,"THIS BLOCKHOUSE / WAS PART OF A LINE OF FORTIFICATIONS / EXTENDING FROM THE HUDSON TO THE / HARLEM RIVER, BUILT FOR THE DEFENCE / OF NEW YORK BY ITS PATRIOTIC CITIZENS / DURING THE WAR OF 1812-1815. / THIS TABLET IS ERECTED BY / THE WOMEN'S AUXILIARY TO THE AMERICAN SCENIC / AND HISTORIC PRESERVATION SOCIETY / A.D. 1905.",1905
40.710416,-73.834873,NY,,,,,1967,N,,J.,,1987
40.848046,-73.929768,NY,,,,,1921,N,,,"Stele (front): DEDICATED TO THE / RICHARD J. MC NALLY POST 263 / AMERICAN LEGION / IN HONOR OF THE MEN / WHO GAVE THEIR LIVES / FOR THEIR COUNTRY / IN THE WORLD WAR / AND WHO AT THE TIME / OF THEIR ENLISTMENT / RESIDED IN THE TERRITORY / COVERED BY THIS POST / [HONOR ROLL OF 62 NAMES] / Stele (rear): DEDICATED MAY 30, 1921.",1921
40.900093,-73.911086,NY,,,,,1963,N,,,"LANDMARKS OF NEW YORK / WAVE HILL / THIS STRUCTURE, BUILT FOR WILLIAM LEWIS MORRIS / PRIOR TO 1620, HAS BEEN THE RESIDENCE OF / THOMAS H. APPLETON, THEODORE ROOSEVELT / MARK TWAIN, GEORGE W. PERKINGS, BASHFORD DEAN, / ARTURO TOSCANINI AND OTHERS. VISITORS / TO WAVE HILL HAVE INCLUDED THACKERAY, / TYNDALL, HERBERT SPENCER, THOMAS HUXLET AND / QUEEN MOTHER ELIZABETH. FROM 1950 TO 1956 IT / WAS LEASED TO THE BRITISH GOVERNMENT AS A / RESIDENCE FOR ITS AMBASSADOR TO THE UNITED NATIONS. / IN 1960 IT WAS PRESENTED TO THE DEPARTMENT OF / PARKS BY MR. AND MRS. EDWARD WOOLSEY FREEMAN. / PLAQUUE ERECTED 1963 BY / THE NEW YORK COMMUNITY TRUST",1963
"40.617039,",-74.104491,NY,,,,,1995,N,,,"""A BIRD NAMED GOLDILOCKS"" / ANN MARIE MCDONNELL / 1995 / RECIPIENT OF THE 1994 / PUBLIC ART WORKS AWARD / SPONSORED BY / THE COUNCIL ON THE ARTS AND HUMANITIES / FOR STATEN ISLAND AND / THE NEW YORK CITY DEPARTMENT OF PARKS",1995
40.667833,-73.970458,NY,,,,,1919,N,,,IN REMEMBERANCE OF / THEODORE ROOSEVELT / THE BOY SCOUTS OF AMERICA / OF THE PROSPECT HEIGHTS DISTRICT / PLANTED THESE TREES / 1919,1919; 1991
40.749639,-73.969583,NY,,,,,1948,N,,,"THEY SHALL BEAT THEIR SWORDS INTO / PLOWSHARES, AND THEIR SPEARS INTO / PRUNING HOOKS; NATION SHALL NOT LIFT / UP SWORD AGAINST NATION. NEITHER / SHALL THEY LEARN WAR ANY MORE / ISAIAH

LETTERS ISAIAH ADDED 9/8/75 BY A. OTTAVINO GRANITE CORP.",1948; 1975
40.625985,-74.177735,NY,,,,,,,,,"Plaque 1: EDWARD A. BLOOM / CORP. CO. I. 165TH INF. / DIED IN FRANCE / AGE 21 / 

Plaque 2: HARRY A. GILL / PVT. CO. I. 165TH INF. / DIED IN FRANCE/ AGE 26 /",
40.806196,-73.967528,NY,,,,,1926,N,,Ordway,"SAMUEL J. TILDEN / 1814-1886 / PATRIOT-STATESMAN / LAWYER-PHILANTHROPIST / GOVERNOR OF NEW YORK / DEMOCRATIC NOMINEE / FOR THE / PRESIDENCY / 1876 / ""I TRUST THE PEOPLE""",1926
40.768194,-73.971222,NY,,,,,1937,N,,George Richard,,1937
40.796443,-73.919244,NY,,,,,1926,N,,,Pedestal: THE DISCUS THROWER Plaque: PRESENTED BY / MR. AND MRS. ERY KEHAYA / MCMXXVI,1926
40.614861,-74.028590,NY,,,,,1964,N,,,GIOVANNI DA VERRAZANO / 1480 / FLORENTINE EXPLORER / 1528,1964
40.774800,-73.984708,NY,,,,,1973,N,,,,1973
40.722112,-74.006093,NY,,,,,2009,N,,,,2009
40.832469,-73.939610,NY,,,,,1913,N,,,THE / JOHN T. BRUSH / STAIRWAY / PRESENTED BY THE / NEW YORK / GIANTS,1913
40.847373,-73.931290,NY,,,,,1953,N,,,THE GUS STANLEY MEMORIAL / THESE TWO TREES PLANTED AND DEDICATED / BY THEIR FRIENDS AND NEIGHBORS / TO THE MEMORY OF / THE FOLLOWING MEN OF 180 STREET WHO GAVE THEIR LIVES IN WORLD WAR II / WOODWARD W. CRAWFORD MILTON G. STATHIS / COSTAS LEKANIDES ANDREW G. SUMAKIS / OLIVER LEON CHARLES WEINSTEIN / STEPHEN OLANCIN EDWARD S. SCHMELZER JR. / VITO A. SCARINGI JOHN WILLIAMS/,1953
40.702577,-74.005491,NY,,,,,2000,N,,,,2001
40.698476,-73.996462,NY,,,,,1925,N,,,HIS TABLET MARKS THE SITE OF FORT STIRLING. / ON THIS BLUFF IN THE SPRING OF 1776 IT FORMED / ONE OF A CHAIN OF REDOUBTS BUILT IN BROOKLYN / OPPOSITE NEW YORK. THIS WORK FELL INTO THE HANDS OF / THE BRITISH DURING THE BATTLE OF LONG ISLAND AND / WAS THEREAFTER GARRISONED BY THE HESSIAN TROOPS / UNTIL VICTORY BY THE AMERICAN ARMY LED TO THE / EVACUATION OF NEW YORK NOVEMBER 25TH 1783. / ERECTED BY FORT GREENE CHAPTER / DAUGHTERS OF THE AMERICAN REVOLUTION 1924 /,1925
40.518769,-74.187677,NY,Moody,Anthony,,,2001,N,,,"BATTLE OF THE BULGE/
BELGIUM AND LUXEMBOURG /
DECEMBER 16, 1944 JANUARY 25, 1945/
WWII THIS IS UNDOUBTEDLY THE GREATEST AMERICAN BATTLE OF THE WAR AND WILL, I BELIEVE, BE REMEMBERED AS AN EVER FAMOUS AMERICAN VICTORY/
SIR WINSTON CHURCHILL HOUSE OF COMMONS 1945",2001
40.826361,-73.924393,NY,,,,,1932,N,,,,1934
40.765935,-73.973253,NY,,,,,1879,N,,B.,Pedestal: MOORE,1879
40.596738,-73.974642,NY,,,,,1937,N,,,IN GRATEFUL / REMEMBRANCE OF THOSE FROM THIS COMMUNITY / WHO MADE THE SUPREME SACRIFICE / IN WORLD WAR II / ERECTED BY THE / CHARLES AND FRANK TRAPANI TWINS / POST #4658 V.F.W.,1937
40.622096,-74.098389,NY,,,,,2002,N,,,"“THE FORGOTTEN BURIAL GROUND” / 1849-1858 / HERE LIE THE UNMARKED GRAVES OF IRISH IMMIGRANTS / WHO FLED THE GREAT FAMINE IN SEARCH OF FREEDOM / THOSE WHO ARE BURIED HERE DIED FROM DISEASE, ALONE / AND ISOLATED, IN THE TOMPKINSVILLE QUARANTINE  BEFORE / EVER TASTING FREEDOM. THE 7,000 DEAD, MOST OF WHOM / HAD NO SURVIVORS WHO COULD AFFORD MARKERS / WERE BURIED ANONYMOUSLY / THEY WILL NOT BE FORGOTTEN / 2002",2002
40.779486,-73.973358,NY,,,,,1869,N,,,South side of bust:  GUST.BLAESER Fec. / Berlin 1869 North side of bust: GEORG HOWALDT & SOHN geg. / Braunschweig 1869 Bottom front of bust: ALEXANDER VON HUMBOLDT,1869
40.784082,-73.959172,NY,,,,,1994,N,,Ygnacio,,1994
"40.736222,",-73.990111,NY,,,,,1869,N,,Kirke,,1870
40.747888,-73.845882,NY,,,,,1964,N,,,"BEDI-MAKKY ART FOUNDRY, N.Y.",1964
40.81398,-73.962777,NY,,,,,1897,N,,,"THIS TREE IS PLANTED / AT THE SIDE OF THE TOMB OF / GENERAL U.S. GRANT, / EX-PRESIDENT OF THE / UNITED STATES OF AMERICA, / FOR THE PURPOSE / OF COMMEMORATING HIS / GREATNESS BY / LI HUNG-CHANG, / GUARDIAN OF THE PRINCE, / GRAND SECRETARY OF STATE / EARL OF THE FIRST ORDER, / YANG YU / ENVOY EXTRAORDINARY / AND MINISTER / PLENIPOTENTIARY OF CHINA, / VICE PRESIDENT / OF THE BOARD OF CENSORS' / KWANG HSU 23RD YEAR, / 4TH MOON, MAY 1897",1897
40.711221,-73.798811,NY,Embury,Aymar,,,1941,N,,,Side 1: CUBA / [Medallion] U.S.A. --- CUBA --- PHILIPPINE ISLANDS --- PUERTO RICO --- SPANISH WAR VETERANS 1898 - 1902 --- ARMY UNITED NAVY / Side 2: PUERTO RICO / DEDICATED TO / THE HEROES OF / THE / SPANISH / AMERICAN / WAR / Side 3: CHINA / ERECTED A.D. 1941 / BY THE / CAPT. GEORGE H. TILLY / CAMP NO. 66. N.Y. / UNITED SPANISH WAR / VETERANS OF JAMAICA / Side 4: PHILIPPINES / DEDICATED TO / THE HEROES OF / THE / SPANISH / AMERICAN / WAR /,1941
