latitude,longitude,state,primary_architect_last,primary_architect_first,secondary_artist_middle,secondary_artist_last,date_created,date_dedicated_approximation,secondary_architect_middle,primary_artist_middle,inscription,date_dedicated
"40.702949,",-74.016988,NY,,,,,1973,N,,Chester,"Obverse of medal at top of plaque: THE GIFT / OF THE / PEOPLE OF THE / UNITED STATES / TO THE OFFICERS / AND MEN OF THE / ASIATIC SQUADRON / UNDER THE COMMAND / OF COMMODORE GEORGE DEWEY / --- / D.C. FRENCH 1898 Reverse of medal at top of plaque: IN MEMORY OF THE VICTORY OF MANILA BAY / MAY 1 1898 / U.S.S. OLYMPIA Main text on plaque: THIS MONUMENT ERECTED ON / ADMIRAL GEORGE DEWEY / PROMENADE / TO COMMEMORATE THE / 75TH ANNIVERSARY OF / THE BATTLE OF MANILA BAY / MAY 1, 1898 / UNITED SPANISH WAR VETERANS / NAVAL ACADEMY ASSOCIATION OF NEW YORK / SONS OF THE REVOLUTION IN THE STATE OF NEW YORK / SONS OF THE AMERICAN REVOLUTION, NEW YORK CHAPTER / NAVAL ORDER OF THE UNITED STATES / NAVY LEAGUE OF THE UNITED STATES - NEW YORK COUNCIL / NEW YORK STATE SOCIETY OF THE CINCINNATI / UNITED STATES NAVAL INSTITUTE / THE MILITARY CHAPLAINS ASSOCIATION OF THE / UNITED STATES OF AMERICA / RESERVE OFFICERS ASSOCIATION OF THE UNITED STATES / NAVAL RESERVE ASSOCIATION / ROBERT L. HAGUE POST, AMERICAN LEGION / CATHOLIC WAR VETERANS, DEPARTMENT OF NEW YORK / THE SEAMEN'S BANK FOR SAVINGS / PHILIPPINE AMERICAN CHAMBER OF COMMERCE / NEW YORK CITY NATIONAL SHRINES ASSOCIATES / NAVAL HISTORICAL FOUNDATION / BATTERY CASTLE CLINTON MONUMENT ASSOCIATES / SPONSORS / MAY 1, 1973",1973
40.889281,-73.908337,NY,Baum,Dwight,,,1931,N,,,,1931
40.839609,-73.897994,NY,Embury II,Aymar,,,1936,N,,George Richard,,1936
40.839942,-73.898056,NY,Embury II,Aymar,,,1936,N,,George Richard,,1936
40.801183,-73.938828,NY,,,,,1985,N,,Luis,,1985
40.767284,-73.971601,NY,Embury II,Aymar,,,1935,N,,,Signed: J. WALTER,1935
40.642303,-74.076161,NY,,,,,1920,N,,,ERECTED BY THE CITIZENS OF THE BOROUGH OF RICHMOND / 1920 / IN PROUD MEMORY OF STATEN ISLAND MEN WHO DIED IN THE / SERVICE OF OUR COUNTRY IN THE WAR WITH GERMANY 1914-1919 /,1920
40.590085,-74.066233,NY,,,,,1951,N,,,IN MEMORY OF / THE MEN AND WOMEN / OF OUR COMMUNITY WHO SERVED / AND MADE THE SUPREME SACRIFICE / IN THE SERVICE OF OUR COUNTRY / DEDICATED BY / CESPINO-RUSSO POST 1544 / AMERICAN LEGION /,1951
40.665847,-73.964553,NY,Embury II,Aymar,,,1935,N,,Hunt,,1935
40.899309,-73.873529,NY,,,,,1906,N,,,"AUGUST 31, 1778/ UPON THIS FIELD, / CHIEF NIMHAM / AND SEVENTEEN STOCKBRIDGE INDIANS / AS ALLIES OF THE PATRIOTS, / GAVE THEIR LIVES FOR LIBERTY. / ERECTED BY THE BRONX CHAPTER, DAUGHTERS OF THE AMERICAN REVOLUTION/ MOUNT VERNON, NEW YORK. / JUNE 14, 1906 /",1906
40.742762,-73.960188,NY,,,,,2014,N,,,,2015
40.820217,-73.960070,NY,,,,,2008,N,,,,2009
40.826704,-73.923330,NY,,,,,1932,N,,Holburn,,1934
40.703735,-74.014513,NY,,,,,1914,N,,,THIS ANCIENT CANNON / WAS EXHUMED IN 1892 ON THE SITE OF / NO.55 BROADWAY ON THE CORNER OF EXCHANGE ALLEY / OR THE HIGHWAY LEADING TO THE / FORTIFICATION CALLED OYSTER PASTY 1695-1783 / PRESENTED TO THE CITY OF NEW YORK BY / WILLIAM HENRY MAIRS / PLACED HERE BY THE CHILDREN OF / THE CITY HISTORY CLUB / 1914,1914
40.707417,-73.964583,NY,,,,,1991,N,,,"HON. HAROLD W. COHN / 1913-1974 / STATE ASSEMBLYMAN 1958-1969 / CIVIL AND ACTING / SUPREME COURT JUDGE 1969-1974 / A GREAT HUMANITARIAN / RESPONSIBLE FOR THE / BETTERMENT OF THE / QUALITY OF LIFE / FOR THE CITIZENS OF / WILLIAMSBURG / GREENPOINT / FORT GREENE / OCTOVBER 28, 1992 /",1991
40.899139,-73.873083,NY,,,,,1925,N,,,"THIS MONUMENT IS ERECTED / IN HONOR OF / THE MEN OF WOODLAWN HEIGHTS / WHO SERVED OUR COUNTRY / IN THE WORLD WAR / 1917-1919 / THOSE WHO MADE THE SUPREME SACRIFICE / HOWARD F. BUSE / ALVAH E. KENNEDY / ALBERT LANZER / F.X. LYNCH / GEORGE MARTIN / JARVIS P. ROGERS / HERMAN H. SCHERR / WALTER E. WILHELM / DEDICATED JULY 4, 1925 / CONCEIVED AND ERECTED BY THE WOODLAWN HEIGHTS / TAXPAYERS AND COMMUNITY ASSOCIATION WITH THE / ASSISTANCE OF THE PEOPLE OF WOODLAWN. /",1925
40.784813,-73.958264,NY,,,,,1920,N,,William,W.T. STEAD / 1849 --- 1912 / THIS TRIBUTE TO THE MEMORY OF A / JOURNALIST OF WORLDWIDE RENOWN IS / ERECTED BY AMERICAN FRIENDS AND / ADMIRERS. HE MET DEATH ABOARD THE / TITANIC APRIL 15 1912 AND IS NUMBERED / AMONGST THOSE WHO DYING NOBLY / ENABLED OTHERS TO LIVE. / FINIS CORONAT OPUS. / FORTITUDE ---- SYMPATHY /,1920
40.730192,-73.810721,NY,,,,,1992,N,,,,1992
40.768067,-73.981900,NY,,,,,1892,N,,,"Top: TO CHRISTOPHER COLUMBUS / THE ITALIANS RESIDENT IN AMERICA, / SCOFFED AT BEFORE, / DURING THE VOYAGE, MENACED, / AFTER IT, CHAINED, / AS GENEROUS AS OPPRESSED, / TO THE WORLD HE GAVE A WORLD. Bottom: JOY AND GLORY / NEVER UTTERED A MORE THRILLING CALL / THAT THAT WHICH RESOUNDED / FROM THE CONQUERED OCEAN / IN SIGHT OF THE FIRST AMERICAN ISLAND /LAND! LAND! /
ON THE XII OF OCTOBER MDCCCXCII / THE FOURTH CENTENARY / OF THE DISCOVERY OF AMERICA / IN IMPERISHABLE REMEMBRANCE",1892
40.773116,-73.993945,NY,,,,,1990,N,,,,1990
40.714444,-74.002889,NY,,,,,2000,N,,,"TRIUMPH OF THE HUMAN SPIRIT / LORENZO PACE (1943- / THIS SCULPTURE WAS COMMISSIONED / BY THE CITY OF NEW YORK / THROUGH THE PERCENT FOR ART PROGRAM / 2000 / RUDOLPH W. GIULIANI, MAYOR / SCHUYLER G. CHAPIN, COMMISSIONER OF CULTURAL AFFAIRS / HENRY J. STERN, COMMISSIONER OF PARKS & RECREATION /",2000
40.881873,-73.917968,NY,,,,Bitter,1938,N,,,"COLUMN ERECTED BY PRIVATE / SUBSCRIPTION *** MCMIX / STATUE AND
PANELS ERECTED / BY HENRY HUDSON PARKWAY AUTHORITY *** MCMXXXVIII/
BABB, COOK AND WELCH, ARCHITECTS / KARL BITTER, KARL GRUPPE,
SCULPTORS /",1938
40.881969,-73.918097,NY,,,,,1940,N,,,HENRY / HUDSON / MEMORIAL / PARK,1940
40.667918,-73.964937,NY,,,,,1924,N,,Whitney,,1936; 1998 (recast)
40.685017,-73.918824,NY,,,,Mikhailov,1921,N,,S.J.,"Shield: E PLURIBUS UNUM 
[106 Names]",1921
40.89114,-73.894559,NY,,,,,1983,N,,,"IN MEMORY OF / FLORENCE GALLAGHER / ""CASS"" / HELPMATE TO VAN CORTLANDT / 1912-1983 / KINGSBRIDGE HISTORICAL SOCIETY / OCTOBER 1983",1983
40.668250,-73.973556,NY,,,,,1994,N,,,"DEDICATED TO THE MEMORY / OF / P.O. JOSE A. PEREZ / WHO ON APRIL 27, 1994 / DIED IN THE LINE OF DUTY / WHILE PROTECTING THE / RESIDENTS OF BROOKLYN.",1994
40.743583,-73.855306,NY,,,,,1976,N,,,THIS TREE PLANTED / IN MEMORY OF / JOSEPH LISA SR. / DEMOCRATIC DISTRICT LEADER / FROM 1950-1976,1976
"40.817006,",-73.934458,NY,,,,,2006,N,,,North side: 93RD ST / DIVISION / (US) / [Insignia] / 369TH / INFANTRY / REGIMENT / (15TH REG-NYG) / (COLORED) / IN MEMORY / 1918 / MEUSE-ARGONNE / OFFENSIVE / RIPONT / MONT-CUVELET / SECHAULT / 26 SEP - 1OCT South side: 161 ST / DIVISION / (FR) / [Insignia] / 369TH / INFANTRY / REGIMENT / (15TH REG-NYG) / (COLORED) / IN MEMORY / 1918 / MEUSE-ARGONNE / OFFENSIVE / RIPONT / MONT-CUVELET / SECHAULT / 26 SEP - 1OCT,2006
40.782302,-73.974828,NY,,,,Lindberg,2003,N,,,"Stele (north, top): PHYSICS, CHEMISTRY, / MEDICINE, LITERATURE, / PEACE, ECONOMICS /
Stele (north, bottom): ALFRED NOBEL / 1833-1896 / [BRONZE MEDALLION] / FOUNDER OF / THE NOBEL PRIZE / SWEDISH INVENTOR / INDUSTRIALIST / PHILANTHROPIST / AND HUMANIST / 
Stele (west): AMERICAN RECIPIENTS OF / THE NOBEL PRIZE / [NAMES OF AMERICAN NOBEL LAUREATES FROM 1906-1979] / 
Stele (south, top): AMERICAN RECIPIENTS OF / THE NOBEL PRIZE / [NAMES OF AMERICAN NOBEL LAUREATES FROM 1980-PRESENT]. / 
Stele (south, bottom): A GIFT TO THE PEOPLE OF THE CITY OF NEW YORK FROM THE MERCK COMPANY FOUNDATION / CREATED BY SIVERT LINDBLOM 2002 /",2003
40.673874,-73.970087,NY,Swarthout,Edgerton,,,1931,N,,F.,"Pedestal: ""EDGERTON SWARTHOUT ARCHITECT / EUGENE SAVAGE SCULPTOR / H. CRAIG SEVERANCE ARCHITECT ""  
ON PEDESTAL, EAST SIDE: ""TO BROOKLYN / THE GIFT / OF MR AND MRS FRANK BAILEY / MCMXXXI""",1932
40.877556,-73.879444,NY,,,,,1890,N,,,BRONX / RIVER / SOLDIER,1970
40.695715,-73.984367,NY,,,,,2017,N,,,,2017
40.852881,-73.879794,NY,,,,,1954,N,,,,1954
40.763468,-73.829864,NY,,,,,1909,N,,,PRESENTED TO THE / A. S. P. C. A. / BY / EDITH G. BOWDOIN / 1909,1909
40.703913,-74.014488,NY,,,,,1818,N,,,"TO PERPETUATE / THE SITE OF THE S.W. BASTION OF / FORT GEORGE / IN 40°42'8"" N. LATITUDE / AS OBSERVED BY / CAPT. JOHN MONTRESOR AND DAVID RITTENHOUSE / IN OCTOBER 1769 / THE CORPORATION OF THE CITY OF NEW YORK / HAVE ERECTED / THIS MONUMENT / A.D. MDCCCXVIII",1818
40.701459,-73.841651,NY,,,,,,,,,THIS TREE IS DEDICATED TO / THE MEMORY OF / CORP. ROBERT GRAY / CO. L. 106TH INFANTRY / WHO DIED IN THE WORLD WAR / 1914-1918 /,
40.749059,-73.969898,NY,,,,,1990,N,,,"BAYARD RUSTIN / MARCH 17, 1912 - AUGUST 24, 1987 / HUMAN RIGHTS LEADER / ""THE PRINCIPAL FACTORS WHICH INFLUENCED MY LIFE ARE: / NON-VIOLENT TACTICS: CONSTITUTIONAL MEANS; / DEMOCRATIC PROCEDURES; RESPECT FOR HUMAN PERSONALITY; / A BELIEF THAT ALL PEOPLE ARE ONE",1990
40.857234,-73.874359,NY,,,,,2005,N,,,,2005
"40.814761,",-73.963162,NY,,,,,1797,N,,,West side of pedestal: ERECTED TO THE MEMORY / OF AN AMIABLE CHILD / ST. CLAIRE POLLOCK / DIED 15 JULY 1797 / IN THE FIFTH YEAR OF HIS AGE  East side of pedestal: MAN THAT IS BORN OF WOMAN / IS OF FEW DAYS AND FULL / OF TROUBLE. HE COMETH / LIKE A FLOWER AND IS / CUT DOWN; HE FLEETH ALSO / AS A SHADOW AND / CONTINUETH NOT.' / [space] JOB - XIV: 1-2,1967
40.767130,-73.971379,NY,Embury II,Aymar,,,1935,N,,George Richard,,1935
40.679756,-73.932877,NY,,,,,1872,N,,,ROBERT FULTON / 1765-1815,1872; 1955
40.514145,-74.196691,NY,,,,,2000,N,,,NYC SEWERS 2000 / MADE IN INDIA,2000
40.77191,-73.97071,NY,,,,,1931,N,,,"IN MEMORIAM / SERGEANT JOYCE KILMER / POET OF THE TREES / KILLED IN ACTION - BOIS COLAS / JULY 30, 1918",1931
40.665830,-73.964513,NY,Embury II,Aymar,,,1935,N,,Hunt,,1935
40.737428,-74.001428,NY,,,,,2016,N,,,Paving: [PASSAGES FROM WALT WHITMAN’S POEM “SONG OF MYSELF”],2016
40.541282,-74.177710,NY,,,,,1953,N,,,"IN MEMORY OF / THE RESIDENTS OF ANNADALE / WHO GAVE THEIR LIVES / IN WORLD WAR II / WALTER BERNERT --- JAMES JOHNSON / RICHARD G. BLANKE --- PAUL R. LAGNO / JOHN DALLAND, SR. --- ALF L. LARSEN / IGNATIUS J. EDELKRAUT --- HARRY MALONE / WILLIAM J. HUGHES --- ROBERT E. OST / PETER STORHAUG /---/ KOREAN WAR / THEODORE GEORGE /",1953
40.716369,-73.830731,NY,,,,,1983,N,,,"DEDICATED TO THE MEMORY OF / ILSE METZGER / FOR HER DEVOTION AND / LABOR FOR THIS COMMUNITY / FAMILY AND FRIENDS / OCT. 2, 1983",1983
40.630269,-74.087585,NY,,,,,1920,N,,,THIS TABLET IS ERECTED / BY / THE CITY OF NEW YORK / IN HONOR OF / DR. LOUIS A. DREYFUS / AND HIS WIFE / BERTA E. DREYFUS / WHO DEEDED THIS LAND AS A PARK TO / THE CITY OF NEW YORK / TO PERPETUATE THE MEMORY OF THE / HEROES OF STATEN ISLAND / WHO MADE THE SUPREME SACRIFICE / IN THE WORLD WAR. /---/ A.D. 1920. /,1921
40.769815,-73.972393,NY,Mould,Jacob,,,1870,N,,Quincy Adams,(On rear of base) ERECTED BY/CITIZENS OF NEW YORK / APRIL 23 1864 / THE THREE HUNDREDTH ANNIVERSARY / OF THE BIRTH OF / SHAKESPEARE,1872
40.811780,-73.926364,NY,,,,,1950,N,,,"IN MEMORY / OF / PVT. DAVID W. GENTLE / 107TH INF. U.S. ARMY / BORN OCT. 28, 1895 / KILLED IN ACTION / OCT. 14, 1918 / ERECTED BY / DAVID W. GENTLE POSTNO. 618 / AMERICAN LEGION / 1950 /",1950
40.787861,-73.845823,NY,,,,,1884,N,,,"POPPENHUSEN / TO THE MEMORY OF/ THE BENEFACTOR OF / COLLEGE POINT / ERECTED NOV. 1, 1884 /",1884
40.703645,-73.940908,NY,,,,,2017,N,,,,2017
40.780639,40.780639,NY,,,Middleton,Dwyer,1996,N,,,"Medallion 1: WHERE AFTER ALL, / DO UNIVERSAL HUMAN RIGHTS BEGIN? / IN SMALL PLACES, CLOSE TO HOME / SUCH ARE THE PLACES / WHERE EVERY MAN, WOMAN AND CHILD / SEEKS EQUAL JUSTICE, / EQUAL OPPORTUNITY, / EQUAL DIGNITY. / --- / ELEANOR ROOSEVELT / 1958 Medallion 2: SHE WOULD RATHER LIGHT A CANDLE / THAN CURSE THE DARKNESS / AND HER GLOW / HAS WARMED THE WORLD / --- / ADLAI E. STEVENSON / 1962 Plaque 1: ANNA ELEANOR ROOSEVELT / 1884-1962 / --- / BORN IN NEW YORK CITY ON OCTOBER 11, 1884, SHE WAS ORPHANED AT AGE / TEN AND EDUCATED IN ENGLAND. SHE MARRIED FRANKLIN DELANO ROOSEVELT / IN 1905 AND BORE SIX CHILDREN BETWEEN 1906 AND 1916. SHE BECAME A / LEADER IN NEW YORK STATE'S DEMOCRATIC PARTY IN THE 1920'S AND SERVED / ACTIVELY FOR FOUR YEARS AS WIFE OF GOVERNOR ROOSEVELT. FROM 1933 / TO 1945 SHE GREATLY EXPANDED THE ROLE OF FIRST LADY OF THE / UNITED STATES. SHE FOUGHT FOR THE ADVANCEMENT OF LABOR, MINORITIES, / THE POOR, WOMEN AND YOUNG PEOPLE. SHE WAS APPOINTED UNITED STATES / DELEGATE TO THE UNITED NATIONSBY PRESIDENT TRUMAN IN 1946. AS CHAIR / OF THE UNITED NATIONS COMMISSION ON HUMAN RIGHTS, SHE LED THE / SUCCESSFUL EFFORT THAT SECURED PASSAGE OF THE UNIVERSAL DECLARATION / OF HUMAN RIGHTS IN 1948. SHE CONTINUED HER WORK AS TEACHER, WRITER, / ADVOCATE, AND HUMANITARIAN UNTIL HER DEATH ON NOVEMBER 7, 1962. / SHE IS REMEMBERED AS THE ""FIRST LADY OF THE WORLD."" Plaque 2: THE ELEANOR ROOSEVELT MONUMENT FUND EXPRESSES ITS GRATITUDE / TO THESE INDIVIDUALS AND ORGANIZATIONS FOR THE GENEROSITY AND TALENT / THAT HELPED RESTORE THE SOUTH LAWN OF RIVERSIDE PARK / AND CREATED THIS MONUMENT TO ELEANOR ROOSEVELT. / --- / [28 NAMES] / --- / PENELOPE JENCKS, SCULPTOR / BRUCE KELLY/DAVID VARNELL, LANDSCAPE ARCHITECTS / --- / RUDOLPH W. GIULIANI, MAYOR OF THE CITY OF NEW YORK / RUTH W. MESSENGER, PRESIDENT OF THE BOROUGH OF MANHATTAN / RONNIE M. ELDRIDGE, MEMBER OF THE CITY COUNCIL / --- / HENRY J. STERN, COMMISSIONER OF PARKS AND RECREATION / MCMXCVI",1996
40.717999,-73.736044,NY,Stevenson,Harvey,,,1949,N,,,North side: 1941 --- 1945 / ERECTED BY THE CITIZENS OF QUEENS VILLAGE-BELLEROSE / IN HONOR AND MEMORY / TO THOSE WHO SERVED / IN WORLD WAR II / South side: THESE MEN DIED TO KEEP YOU LIVING WITHOUT FEAR / [162 names] / KOREA / 1950 - 1955 / [3 names] / VIETNAM / 1961 - 1975 / [19 names],1949
40.713806,-73.830448,NY,Embury II,Aymar,,,1939,N,D.,,RICHARD S. NEWCOMBE / DISTRICT ATTORNEY 1924-1929 / SURROGATE 1930 / QUEENS COUNTY / A DISTINGUISHED CITIZEN AND PUBLIC OFFICIAL WHO / GAVE HIMSELF UNSELFISHLY TO THE ADVANCEMENT OF / GOOD GOVERNMENT AND TO THE WELFARE OF YOUTH / DEDICATED BY HIS FORMER ASSOCIATES / OCTOBER 1939,1939
40.787125,-73.981616,NY,,,,,1911,N,,Kirke,CYRUS CLARK / A MEMORIAL / OF HIS MANY YEARS DEVOTION / TO THE INTERESTS OF THE WEST SIDE / FROM / THE WEST END ASSOCIATION / HIS FRIENDS AND NEIGHBORS,1911
40.731310,-73.997175,NY,White,,,,1918,N,,Stirling,,1918
40.636639,-74.021306,NY,,,,,1939,N,,,"Main plaque: LEIV EIRIKSSON / DISCOVERED AMERICA YEAR 1000 / 

Lower plaque: THIS IS A REPLICA OF A RUNE STONE FOUND / IN TUNE, NORWAY --- RUNE STONES / WERE ERECTED IN HONOR OF VIKING HEROES / DEDICATED JULY 6TH, 1939 BY / H.R.H. CROWN PRINCE OLAV OF NORWAY /",1939
40.749515,-73.969610,NY,Waehler,Haines,,,1980,N,,,"Paver: ""...PEACE, TO HAVE MEANING FOR / MANY WHO HAVE KNOWN ONLY SUFFERING / IN BOTH PEACE AND WAR / MUST BE TRANSLATED INTO BREAD OR RICE, / SHELTER, HEALTH, AND EDUCATION, / AS WELL AS FREEDOM AND HUMAN DIGNITY."" / NOBEL PEACE PRIZE LECTURE, 1950 / 
RALPH JOHNSON BUNCHE / UNDER SECRETARY-GENERAL FOR / SPECIAL POLITICAL AFFAIRS / THE UNITED NATIONS / 1904 - 1971 / DANIEL LARUE JOHNSON, ARTIST /",1980
40.665741,-73.965312,NY,Embury II,Aymar,,,1935,N,,George Richard,Signed: F.G.R. ROTH,1935
40.666181,-73.966539,NY,,,,Petrovics,1922,N,,Wellington,"Main plaque:
SITE OF THE DONGAN OAK / AT THE BATTLE OF LONG ISLAND, / ON THE HILL TO THE NORTH OF THIS / SPOT, THE AMERICANS HAD A REDOUBT / WITH TWO GUNS, TO GUARD THE OLD / VALLEY GROVE ROAD, CALLED BY THE / EARLY SETTLERS THE ""PORTE"", MEANING / GATE-WAY THROUGH THE HILLS, AND WHICH / RAN IN FRONT OF THIS MONUMENT. BY / THAT ROAD STOOD A WHITE-OAK, MENTIONED / IN THE PATENT OF GOVERNOR DONGAN, / NOVEMBER 12, 1685, AS A MARKER BETWEEN / FLATBUST AND BROOKLYN. THIS TREE WAS / CUT DOWN AND THROWN ACROSS THE / ROAD, WITH THE DENSE WOODS ON THE / SOUTH AND SWAMPS ON THE NORTH, IT / MADE AN IMPORTANT OBSTRUCTION. / AMERICANS, COMMANDED BY GENERAL / SULLIVAN, VALIANTLY DEFENDED THIS POSITION / AGAINST THE HESSIAN GENERAL DE HEISTER, / UNTIL ATTACKED FROM THE REAR BY BRITISH / TROOPS, UNDER GENERAL CLINTON, THEN / THEY RETIRED IN GOOD ORDER, BRINGING / OFF THEIR ARTILLERY. / 

Plaque in ground:
THIS MONUMENT / DEDICATED ON / NOVEMBER 25, 1922 / WAS RESTORED BY / THE PROSPECT PARK ALLIANCE. /---/ ALEXANDER ETTL, / THE ORIGINAL CASTER / RECREATED F.W. RUCKSTULL'S / EAGLE AND PLAQUE. /---/ REDEDICATED / JUNE 6, 1991. /",1922
40.701109,-73.995407,NY,,,,,1959,N,,A.,"EDWARD ROBINSON SQUIBB / 1819-1900 / SQUIBB PARK / THIS PARK IS NAMED IN HONOR OF / EDWARD ROBINSON SQUIBB, MD / ONE OF THE FOUNDERS OF MODERN / AMERICAN MEDICAL CHEMISTRY AND / PIONEER IN THE BUILDING OF A / PHARMACEUTICAL INDUSTRY IN THE / UNITED STATES. HIS FIRST SMALL / LABORATORY, OPENED IN 1858, WAS / LOCATED JUST A SHORT DISTANCE / FROM THIS SITE. /",1959
40.74879,-73.861698,NY,,,,,,,,,DEDICATED / TO THE MEMORY OF THOSE / WHO MADE THE / SUPREME SACRIFICE / IN THE WORLD WAR 1917-1918 / BY / FLANDERS FIELD POST NO. 150 / VETERANS OF FOREIGN WARS /,
40.742050,-73.988741,NY,Hastings,Thomas,,,1924,N,,Wayland,East face: TO OUR HEROES / 'TIS THE / STAR SPANGLED BANNER / OH LONG MAY IT WAVE/ O'ER THE LAND / OF THE FREE / AND THE HOME OF / THE BRAVE / YPRES-LYS / AISNE LYS / SOMME DEFENSIVE / SOMME OFFENSIVE West face: OISE-AISNE / ST. MIHIEL / CAMBRAI / AISNE-MARNE/ VITTORIO-VENETO/ MEUSE-ARGONNE / SOMME OFFENSIVE / CHAMPAGNE-MARNE / MONTDIDIER-NOYON/ THIS STAR WAS LIGHTED / NOVEMBER XI MCMXXIII North face: IN MEMORY OF THOSE / WHO HAVE MADE / THE SUPREME SACRIFICE / FOR THE TRIUMPH OF / THE FREE PEOPLES / OF THE WORLD South face: ERECTED / TO COMMEMORATE / THE FIRST HOMECOMING / OF THE VICTORIOUS / ARMY AND NAVY / OF THESE UNITED STATES / OFFICIALLY RECEIVED BY / THE CITY OF NEW YORK / ON THIS SITE / ANNO DOMINI MCMXVIII,1924
40.826590,-73.924260,NY,,,,,1932,N,,,,1934
40.783260,-73.984623,NY,,,,,1906,N,,,BEQUEATHED TO THE CITY OF NEW YORK BY / ROBERT RAY HAMILTON,1906
40.713421,-73.998160,NY,,,,,1999,N,,,LIN ZE XU / 1785-1850 / PIONEER IN THE WAR / AGAINST DRUGS /,1999
40.575024,-73.969702,NY,,,,,1925,N,,Earle,"DOOR MEDALLION: OWL & CRESCENT, ""LA NUIT PORTE CONSEIL""",1925
40.767737,-73.971629,NY,,,,,1941,N,,,,1941
40.742441,-73.893201,NY,,,,,1987,N,,,,1987
40.752384,-73.764547,NY,,,,,1942,N,,,"Plaque 1 (bronze): IN MEMORY OF THE MEN OF / BAYSIDE HILLS / WHO MADE THE SUPREME SACRIFICE / 1941-1945 / ALFRED B. FISCHETTI GERALD MCCARTHY / LEO MANZI LAMBERT CHARLES SCHROEDER/ERECTED BY / BAYSIDE HILLS CIVIC ASSOCIATION INC. / MAY, 1949 /; Plaque 2 (iron): DEDICATED TO OUR BOYS / IN THE U.S. SERVICE / 1942 / BAYSIDE HILLS / CIVIC ASSOCIATION; Plaque 3: THE BAYSIDE HILLS CIVIC ASSOCIATION / RE-DEDICATES THIS MALL TO THE MEMORY OF / OUR BRAVE RESIDENTS WHO SACRIFICED / THEIR LIVES IN DEFENSE OF THE / PRINCIPLES AND  IDEALS OF FREEDOM / ""GOD BLESS AMERICA"" / MAY 25, 2002",1942
