property_id,community_board,fuel_oil_5_6_use_kbtu,green_power_onsite_kwh,hospital_general_medical_12,multifamily_housing_number_2,performing_arts_gross_floor,electricity_use_generated_1,property_gfa_calculated_1,energy_star_score,estimated_data_flag,district_hot_water_use_kbtu,national_median_source_eui,library_gross_floor_area,water_use_intensity_all_water,data_center_it_energy,other_number_of_computers,data_center_it_equipment,occupancy,district_steam_use_kbtu,office_percent_that_can_be_1,census_tract,percent_of_electricity_that,year_built,food_sales_gross_floor_area,hospital_general_medical,site_eui_kbtu_ft,hospital_general_medical_8,hospital_general_medical_14,hospital_general_medical_5,electricity_use_grid_purchase_1,municipally_supplied_potable_2,difference_from_national_3,source_energy_use_kbtu,alert_gross_floor_area_is,percent_of_total_electricity,outdoor_water_use_all_water,egrid_output_emissions_rate,medical_office_weekly,multifamily_housing_total_1,fuel_oil_1_use_kbtu,financial_office_weekly,hospital_general_medical_1,national_median_source_energy,multifamily_housing_government,estimated_values_energy,data_quality_checker_date,hotel_worker_density_number,medical_office_gross_floor,senior_care_community_gross,hospital_general_medical_7,self_storage_facility_gross,pre_school_daycare_gross,convenience_store_with_gas_2,municipally_supplied_potable_1,diesel_2_use_kbtu,kerosene_use_kbtu,hotel_gross_floor_area_ft,parent_property_name,college_university_gross,estimated_data_flag_fuel,electricity_use_grid_purchase,source_eui_kbtu_ft,national_median_site_eui,multifamily_housing_total
8604,105.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,577534,89,No,Not Available,276.5,Not Available,Not Available,Not Available,Not Available,Not Available,95,11999922.1,Not Available,125.0,0,1989,Not Available,Not Available,62.2,Not Available,Not Available,Not Available,23575937.3,Not Available,Not Available,88857680.5,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,90,Not Available,159686880.8,Not Available,Yes,2017-05-24,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,23575937,153.9,111.9,Not Available
3268613,302.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,60000,100,No,Not Available,94.7,Not Available,595.68,Not Available,Not Available,Not Available,100,Not Available,Not Available,35.0,0,1920,Not Available,Not Available,3.7,Not Available,Not Available,Not Available,216578.3,Not Available,Not Available,684069.7,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,5679341.2,Not Available,No,2017-07-31,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,35740.7,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,216578.4,11.4,30.5,Not Available
3128112,104.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,647764,99,Not Available,Not Available,152.2,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,97.0,Not Available,1947,Not Available,Not Available,76.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,51741641.5,Ok,Not Available,Not Available,92.8,Not Available,1.08527,Not Available,Not Available,Not Available,98615899.3,Not Available,No,2017-04-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,ELLIOTT/CHELSEA ADDITION CAMPUS,Not Available,No,Not Available,79.9,145,703
4818321,501.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,72810,53,No,Not Available,115.6,Not Available,34.06,Not Available,Not Available,Not Available,100,Not Available,Not Available,47.0,0,1981,Not Available,Not Available,68.6,Not Available,Not Available,Not Available,1445694.1,Not Available,Not Available,8256217.5,Ok,Not Available,Not Available,92.8,Not Available,0.9202,Not Available,Not Available,Not Available,8415500,Not Available,Yes,2017-06-23,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2479.8,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,1445694.2,113.4,69.9,67
6098923,107.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,185295,3,No,Not Available,124.9,Not Available,1676.96,Not Available,Not Available,Not Available,100,Not Available,Not Available,193.0,0,1989,Not Available,Not Available,67.5,Not Available,Not Available,Not Available,11111700,Not Available,Not Available,36349090,Ok,Not Available,Not Available,88.7,Not Available,1.38158,Not Available,Not Available,Not Available,23140704.2,Not Available,No,2017-10-31,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,310732.5,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,11111701.1,196.2,42.9,256
2953157,,Not Available,Not Available,Not Available,0,Not Available,Not Available,144684,1,No,Not Available,119.9,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,,0,1963,Not Available,Not Available,148.1,Not Available,Not Available,Not Available,3304018.7,Not Available,Not Available,28840535.3,Ok,Not Available,Not Available,92.8,Not Available,0.91233,Not Available,Not Available,Not Available,17343777.1,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,3304018.6,199.3,89.1,132
2831160,306.0,Not Available,Not Available,Not Available,0,Not Available,Not Available,2728410,99,No,Not Available,145.1,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,85.0,0,1955,Not Available,Not Available,25.8,Not Available,Not Available,Not Available,64978332.7,Not Available,Not Available,209855607.6,Ok,Not Available,Not Available,92.8,Not Available,1.05446,Not Available,Not Available,Not Available,395849167.1,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,RED HOOK EAST/RED HOOK WEST CAMPUS,Not Available,Not Available,64978349.1,76.9,48.8,2877
4412401,302.0,Not Available,Not Available,Not Available,10,Not Available,Not Available,502113,55,No,Not Available,138.8,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,11.0,0,2014,Not Available,Not Available,63,Not Available,Not Available,Not Available,16056336.3,Not Available,Not Available,66788594.6,Ok,Not Available,Not Available,92.8,Not Available,0.86476,Not Available,Not Available,Not Available,69706254.2,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,16056334.7,133,65.8,378
5950629,308.0,Not Available,Not Available,Not Available,9,Not Available,Not Available,112299,100,No,Not Available,142.7,Not Available,Not Available,Not Available,Not Available,Not Available,75,Not Available,Not Available,305.0,0,2014,Not Available,Not Available,22.9,Not Available,Not Available,Not Available,1722348.6,Not Available,Not Available,6304244.6,Ok,Not Available,Not Available,88.7,Not Available,1.309,Not Available,Not Available,Not Available,16022236.3,100% Yes,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1722348.6,56.1,58.3,147
2646885,104.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,134600,82,No,Not Available,250,Not Available,9.67,Not Available,Not Available,Not Available,100,Not Available,100,111.0,0,1927,Not Available,Not Available,73.6,Not Available,Not Available,Not Available,5614507.4,Not Available,Not Available,21969682.5,Ok,Not Available,Not Available,92.8,50,Not Available,Not Available,Not Available,Not Available,33648193,Not Available,No,2017-07-12,Not Available,5000,Not Available,Not Available,Not Available,Not Available,Not Available,1300.9,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,5614508.6,163.2,112.8,Not Available
5793996,407.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,140000,1,No,Not Available,119.3,Not Available,Not Available,Not Available,Not Available,Not Available,40,Not Available,Not Available,1163.0,0,1960,Not Available,Not Available,400.5,Not Available,Not Available,Not Available,2846147.1,Not Available,Not Available,64818010.4,Ok,Not Available,Not Available,92.8,Not Available,1.2,Not Available,Not Available,Not Available,16696762.7,Not Available,No,2017-03-21,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,2846147.1,463,103.2,168
2692962,103.0,Not Available,Not Available,Not Available,10,Not Available,Not Available,81303,87,No,Not Available,135.4,Not Available,68.54,Not Available,Not Available,Not Available,100,Not Available,Not Available,12.0,0,1992,Not Available,Not Available,76.1,Not Available,Not Available,Not Available,815725.6,Not Available,Not Available,8204148.9,Ok,Not Available,Not Available,92.8,Not Available,1.22997,Not Available,Not Available,Not Available,11007038.1,100% Yes,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5572.2,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,815725.7,100.9,102.1,100
6083531,105.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,142851,12,No,Not Available,218.5,Not Available,83.69,Not Available,Not Available,Not Available,100,Not Available,Not Available,74.0,0,1903,Not Available,Not Available,144.6,Not Available,Not Available,Not Available,11754142.1,Not Available,Not Available,46250465.1,Ok,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,Not Available,31207499.8,Not Available,No,Not Available,0.2442,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11955,Not Available,Not Available,122851,Not Applicable: Standalone Property,Not Available,Not Available,11754141.7,323.8,97.5,Not Available
4406598,204.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,72000,78,No,Not Available,119.3,Not Available,82.51,Not Available,Not Available,Not Available,100,Not Available,Not Available,173.0,0,1920,Not Available,Not Available,69.5,Not Available,Not Available,Not Available,835552.1,Not Available,Not Available,7004163.1,Ok,Not Available,Not Available,88.7,Not Available,1.2,Not Available,Not Available,Not Available,8586906.5,Not Available,No,2017-04-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5940.9,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,835551.9,97.3,85.3,86.4
5499315,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1625483,76,No,Not Available,416.2,Not Available,23.25,Uninterruptible Power Supply (UPS) supports only IT Equipment (preferred),Not Available,0,100,41550404.3,100,,0,1989,Not Available,Not Available,117.7,Not Available,Not Available,Not Available,147566236.3,Not Available,Not Available,515672581.9,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,96,Not Available,676586067.7,Not Available,No,2017-05-30,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,37796.1,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,147566239.8,317.2,154.4,Not Available
2816559,,Not Available,Not Available,Not Available,30,Not Available,Not Available,60000,Not Available,Not Available,Not Available,127.9,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,,Not Available,1950,Not Available,Not Available,129.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8182670.8,Ok,Not Available,Not Available,92.8,Not Available,1.6,Not Available,Not Available,Not Available,7675811.3,Not Available,No,2017-08-09,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,136.4,121.8,96
3538121,308.0,Not Available,Not Available,Not Available,40,Not Available,Not Available,166718,98,No,Not Available,178.3,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,313.0,0,1905,Not Available,Not Available,73.1,Not Available,Not Available,Not Available,1984532.8,Not Available,Not Available,16941660.2,Ok,Not Available,Not Available,92.8,Not Available,0.88173,Not Available,Not Available,Not Available,29733391.7,No,Yes,2017-06-22,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1984532.8,101.6,128.3,147
2743949,110.0,Not Available,Not Available,Not Available,7,Not Available,Not Available,87975,58,No,Not Available,136.6,Not Available,55.32,Not Available,Not Available,Not Available,100,Not Available,Not Available,190.0,0,1998,Not Available,Not Available,79.1,Not Available,Not Available,Not Available,1953471.7,Not Available,Not Available,11384931,Ok,Not Available,Not Available,88.7,Not Available,1.25036,Not Available,Not Available,Not Available,12019592.6,No,No,2017-09-25,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4866.8,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1953471.8,129.4,83.5,110
4394699,105.0,8134769.9,Not Available,Not Available,Not Available,Not Available,Not Available,307418,76,No,Not Available,245.9,Not Available,23.1,Not Available,Not Available,Not Available,80,Not Available,100,56.0,0,1927,Not Available,Not Available,78.3,Not Available,Not Available,Not Available,14291172.2,Not Available,Not Available,54808198.4,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,75586335,Not Available,No,2017-03-22,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7101.3,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,14291172.2,178.3,107.9,Not Available
6213192,104.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,96069,Not Available,Yes,Not Available,123.1,Not Available,Not Available,Not Available,10,Not Available,100,Not Available,Not Available,91.0,0,1911,Not Available,Not Available,32.4,Not Available,Not Available,Not Available,3113426.1,Not Available,Not Available,9776157.7,Ok,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,Not Available,11828114.9,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,3113426,101.8,39.2,Not Available
6212627,301.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,63940,74,No,Not Available,131.5,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,449.0,0,1944,Not Available,Not Available,50.3,Not Available,Not Available,Not Available,1062251.8,Not Available,Not Available,5598714.6,Ok,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,Not Available,8410255.7,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1062252,87.6,75.6,Not Available
6100815,105.0,Not Available,Not Available,Not Available,30,Not Available,Not Available,214287,Not Available,No,Not Available,127.9,Not Available,Not Available,Not Available,Not Available,Not Available,100,8683759,Not Available,104.0,0,1935,Not Available,Not Available,60.3,Not Available,Not Available,Not Available,4229760.9,Not Available,Not Available,23728368.5,Ok,Not Available,Not Available,88.7,Not Available,0.99456,Not Available,Not Available,Not Available,27413776.3,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,4229761,110.7,69.6,208
6212630,302.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,320010,20,No,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,21.0,0,1914,Not Available,Not Available,58,Not Available,Not Available,Not Available,14671675.1,Not Available,Not Available,50138148.2,Ok,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,Not Available,32013151.4,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,14671676.2,156.7,37,Not Available
2663878,310.0,Not Available,Not Available,Not Available,12,Not Available,Not Available,80679,96,No,Not Available,120.2,Not Available,42.28,Not Available,Not Available,Not Available,100,Not Available,Not Available,130.0,0,1926,Not Available,Not Available,66.8,Not Available,Not Available,Not Available,170975.7,Not Available,Not Available,6015233.2,Ok,Not Available,Not Available,92.8,Not Available,1.16511,Not Available,Not Available,Not Available,9695797.7,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3411.1,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,170975.7,74.6,107.7,94
5932263,407.0,Not Available,Not Available,Not Available,24,Not Available,Not Available,59413,2,No,Not Available,129.9,Not Available,156.54,Not Available,Not Available,Not Available,100,Not Available,Not Available,857.0,0,1959,Not Available,Not Available,163.1,Not Available,Not Available,Not Available,1398502.4,Not Available,Not Available,12791152.1,Ok,Not Available,Not Available,92.8,Not Available,1.34651,Not Available,Not Available,Not Available,7716827.6,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9300.5,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,1398502.3,215.3,98.4,80
4052485,102.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,63206,Not Available,No,Not Available,262.6,Not Available,16.27,Not Available,Not Available,Not Available,90,Not Available,Not Available,61.0,0,1920,Not Available,Not Available,82.2,Not Available,Not Available,Not Available,2904430.9,Not Available,Not Available,11434011.3,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,16597263.4,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1028.1,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,63206,No,2904430.9,180.9,119.3,Not Available
5947748,204.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,67130,62,No,Not Available,142.2,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,22101.0,0,2012,Not Available,Not Available,85.7,Not Available,Not Available,Not Available,1328329.1,Not Available,Not Available,8814716.7,Ok,Not Available,Not Available,92.8,Not Available,1.08744,Not Available,Not Available,Not Available,9547216.9,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1328329,131.3,92.8,73
4988698,203.0,Not Available,Not Available,Not Available,40,Not Available,Not Available,344470,Not Available,No,Not Available,127.9,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,133.0,Not Available,1960,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,92.8,Not Available,1.86373,Not Available,Not Available,Not Available,44068112,No,No,2017-04-28,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MCKINLEY,Not Available,Not Available,Not Available,Not Available,59.6,642
5985334,315.0,Not Available,Not Available,Not Available,0,Not Available,Not Available,50619,100,No,Not Available,128.2,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,398.0,0,2006,Not Available,Not Available,9.1,Not Available,Not Available,Not Available,462656.3,Not Available,Not Available,1452740.4,Ok,Not Available,Not Available,88.7,Not Available,0.82973,Not Available,Not Available,Not Available,6489683,No,No,2017-10-23,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,462656.2,28.7,40.8,42
4047228,105.0,Not Available,Not Available,Not Available,4,Not Available,Not Available,187973,15,No,Not Available,110.9,Not Available,43.62,Not Available,Not Available,Not Available,90,Not Available,Not Available,76.0,0,1900,Not Available,Not Available,107,Not Available,Not Available,Not Available,3009772.6,Not Available,Not Available,26733805.9,Ok,Not Available,Not Available,92.8,Not Available,0.81927,Not Available,Not Available,Not Available,20851913.1,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8199.4,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,3009772.6,142.2,83.5,154
3772798,102.0,Not Available,Not Available,Not Available,0,Not Available,Not Available,40000,Not Available,No,Not Available,127.9,Not Available,24.71,Not Available,Not Available,Not Available,100,Not Available,Not Available,49.0,0,1860,Not Available,Not Available,65.1,Not Available,Not Available,Not Available,100005.7,Not Available,Not Available,2941786.7,Ok,Not Available,Not Available,92.8,Not Available,0.25,Not Available,Not Available,Not Available,5117207.5,No,No,2017-08-01,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,100005.7,73.5,113.2,10
5965645,112.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,60090,83,No,Not Available,119.9,Not Available,1.07,Not Available,Not Available,Not Available,95,Not Available,Not Available,265.0,0,1920,Not Available,Not Available,75,Not Available,Not Available,Not Available,493884.6,Not Available,Not Available,5608571.8,Ok,Not Available,Not Available,88.7,Not Available,0.82065,Not Available,Not Available,Not Available,7204038.9,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,64.5,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,493884.5,93.3,96.4,48
3108944,102.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,140000,53,No,Not Available,269,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,100,71.0,0,1912,Not Available,Not Available,111.4,Not Available,Not Available,Not Available,9599539.2,Not Available,Not Available,36294591.7,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,37656749.3,Not Available,No,2017-07-09,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,9599540.8,259.2,115.6,Not Available
4041227,209.0,Not Available,Not Available,Not Available,40,Not Available,Not Available,1115400,96,No,Not Available,114.5,Not Available,Not Available,Not Available,Not Available,Not Available,95,Not Available,Not Available,28.0,0,1962,Not Available,Not Available,26.1,Not Available,Not Available,Not Available,23942004,Not Available,Not Available,80571649.6,Ok,Not Available,Not Available,92.8,Not Available,0.80689,Not Available,Not Available,Not Available,127749475.2,No,No,2017-04-23,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,E&&M Lafayette Morrison,Not Available,Not Available,23942003.4,72.2,41.3,900
2674172,106.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,105231,30,No,Not Available,234.6,Not Available,93.9,Not Available,Not Available,Not Available,100,10158743.4,Not Available,82.0,0,1995,Not Available,Not Available,159.3,Not Available,Not Available,Not Available,4935191.9,Not Available,Not Available,29472633.6,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,24683394.9,Not Available,No,2017-04-16,0.76023,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9881.6,Not Available,Not Available,105231,Not Applicable: Standalone Property,Not Available,Not Available,4935190.6,280.1,133.4,Not Available
2831226,203.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,115400,1,No,Not Available,130.7,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,131.0,0,1988,Not Available,Not Available,135.2,Not Available,Not Available,Not Available,4992356.5,Not Available,Not Available,26813535,Ok,Not Available,Not Available,92.8,Not Available,1.03986,Not Available,Not Available,Not Available,15087574.9,Not Available,No,2017-06-02,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,4992354.9,232.4,76.1,120
4978564,302.0,Not Available,Not Available,Not Available,26,Not Available,Not Available,272000,94,No,Not Available,126.3,Not Available,48.67,Not Available,Not Available,Not Available,100,Not Available,Not Available,193.0,0,1958,Not Available,Not Available,71.3,Not Available,Not Available,Not Available,1039436.1,Not Available,Not Available,22535897.3,Ok,Not Available,Not Available,88.7,Not Available,1.05515,Not Available,Not Available,Not Available,34340318.8,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1039436.2,82.9,108.6,287
3319615,413.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,178870,61,No,Not Available,189.6,Not Available,1.88,Not Available,Not Available,Not Available,100,Not Available,100,664.0,0,2002,Not Available,Not Available,64.3,Not Available,Not Available,Not Available,8346843.8,Not Available,Not Available,29529295.2,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,33910262.1,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,335.7,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,8346844,165.1,73.9,Not Available
6138999,406.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,102552,Not Available,No,Not Available,148.1,Not Available,11.03,Not Available,Not Available,Not Available,100,Not Available,100,711.0,0,1986,Not Available,Not Available,58.9,Not Available,Not Available,Not Available,2214261.8,Not Available,Not Available,10971447,Ok,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,Not Available,15182853.3,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1130.8,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,2214261.6,107,81.5,Not Available
5949781,112.0,Not Available,Not Available,Not Available,0,Not Available,Not Available,68670,16,No,Not Available,124.5,Not Available,167.74,Not Available,Not Available,Not Available,100,Not Available,Not Available,293.0,0,1928,Not Available,Not Available,119.8,Not Available,Not Available,Not Available,1148760,Not Available,Not Available,10877180.4,Ok,Not Available,Not Available,92.8,Not Available,1.13587,Not Available,Not Available,Not Available,8551242.5,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11518.9,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,1148759.8,158.4,94.2,78
2794704,408.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,95412,2,No,Not Available,239.8,Not Available,161.08,Not Available,Not Available,Not Available,100,Not Available,Not Available,452.0,0,1950,Not Available,Not Available,280.5,Not Available,Not Available,Not Available,4784685.1,Not Available,Not Available,38104669.9,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,22880674.1,Not Available,No,2017-08-01,Not Available,Not Available,95412,Not Available,Not Available,Not Available,Not Available,15368.8,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,4784684.2,399.4,168.5,Not Available
6118341,208.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,169660,49,No,Not Available,140,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,351.0,0,1968,Not Available,Not Available,63.2,Not Available,Not Available,Not Available,6072172.6,Not Available,Not Available,23857720.7,Ok,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,Not Available,23745607.2,Not Available,No,2017-11-10,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,6072173,140.6,62.9,Not Available
5965602,402.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,102250,6,No,Not Available,79,Not Available,3.26,Not Available,Not Available,Not Available,100,Not Available,Not Available,219.0,0,1952,Not Available,Not Available,114.4,Not Available,Not Available,Not Available,2817691.7,Not Available,Not Available,18169756.9,Ok,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,Not Available,8082259.3,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,2817691.8,177.7,50.9,Not Available
