objectid,latitude,longitude,address,dsny_district,:@computed_region_efsh_h5xi,bbl,partnerstatus
119172,40.733935,-74.005895,"245 West 10th Street, New York, NY 10014, USA",MN02,12077.0,1006200001.0,Partner
118010,40.763972,-73.933338,"33-34 21st Street, Long Island City, NY, USA",QW01,16863.0,4005280053.0,
118585,40.732531,-73.997357,"14 West 8th Street, New York, NY, USA",MN02,12074.0,1005510027.0,
118570,40.695649,-73.917657,"195 Linden Street, Brooklyn, NY 11221, USA",BKN04,18181.0,3033240019.0,
118413,40.718866,-73.955916,"167 North 9th Street, Brooklyn, NY, USA",BKN01,17613.0,3023050034.0,
118091,40.69164,-73.866648,"74-39 Jamaica Avenue, Woodhaven, NY, USA",QW09,24017.0,4088350001.0,
117941,40.591141,-74.164246,"2275 Richmond Avenue, Staten Island, NY, USA",SI02,10700.0,5023800040.0,
118225,40.714443,-73.959471,"672 Driggs Avenue, Brooklyn, NY, USA",BKN01,17613.0,3023660028.0,
118883,40.720773,-73.959981,"64 North 9th Street, Brooklyn, NY 11249, USA",BKN01,17613.0,3023090015.0,
117895,40.713559,-73.778133,"183-14 Hillside Avenue, Jamaica, NY, USA",QE12,24332.0,4099300031.0,
118289,40.693131,-73.843549,"102-16 89th Ave, Jamaica, NY 11418, USA",QW09,24014.0,4092930003.0,
118056,40.851499,-73.894866,"495 East 180th Street, Bronx, NY, USA",BX06,10935.0,2030470021.0,
117991,40.770271,-73.833544,"30-05 Whitestone Expy, Flushing, NY, USA",QE07,13832.0,4043700015.0,
118649,40.66659,-73.744995,"231-02 Mentone Ave, Jamaica, NY 11413, USA",QE13,15313.0,4131960082.0,
118370,40.715165,-73.990268,"13 Essex Street, New York, NY, USA",MN03,11723.0,1002970022.0,
118189,40.727017,-73.986286,"84 East 7th Street, New York, NY, USA",MN03,11724.0,1004480026.0,
118343,40.747997,-73.882849,"3763 83rd St, Jackson Heights, NY 11372, EE. UU.",QW03,14783.0,,
118334,40.731011,-73.999857,"391/2 Washington Square South, New York, NY, USA",MN02,12075.0,,
119007,40.742603,-73.918128,"46-25 Greenpoint Avenue, NY, New York 11104, USA",QW02,16861.0,4001520001.0,
118535,40.807913,-73.944923,"306 Lenox Ave, New York, NY 10027, USA",MN10,12424.0,1017230001.0,
117697,40.668167,-73.980065,,BKS06,17617.0,,
118068,40.662271,-73.943192,"589 East New York Avenue, Brooklyn, NY, USA",BKN09,13509.0,3013320038.0,
117835,40.564933,-74.131671,"13 Clarke Avenue, Staten Island, NY, USA",SI03,10693.0,5200149999.0,
117803,40.813754,-73.930703,"115 East 138th Street, Bronx, NY, USA",BX01,10929.0,2023440052.0,
119083,40.655951,-74.007158,"254 36th Street, Brooklyn, NY, USA",BKS07,13515.0,3006950020.0,
118401,40.731536,-73.771477,"19600 Union Turnpike, Fresh Meadows, NY, USA",QE08,14508.0,4072900001.0,Partner
118390,40.75308,-73.987024,"1400 Broadway, New York, NY, USA",MN05,12080.0,1008140019.0,
118513,40.714531,-73.961997,"154 Grand Street, Brooklyn, NY, USA",BKN01,17613.0,3023920020.0,
117855,40.663327,-73.921561,"146 East 98th Street, Brooklyn, NY, USA",BKN17,17614.0,3046160038.0,
117929,40.679024,-73.748291,"220-17 Merrick Blvd, Queens, NY, USA",QE13,15313.0,4129590010.0,
118678,40.82757,-73.904912,"1101 Boston Road, Bronx, NY 10456, USA",BX03,10934.0,2026130040.0,
118500,40.754137,-73.992785,"306, W. 37th Street, New York, NY, 10018, USA",MN04,12080.0,1007600032.0,Partner
117919,40.707474,-73.751624,"205-33 Hollis Ave, Hollis, NY 11423, USA",QE12,24338.0,4109120030.0,
118054,40.906531,-73.849257,"4825 White Plains Rd, Bronx, NY, USA",BX12,11608.0,2051090001.0,
118024,40.651382,-73.942576,"3705 Church Avenue, Brooklyn, NY, USA",BKN17,16866.0,3048740039.0,
118468,40.810879,-73.946407,"151 West 128th Street, New York, NY, USA",MN10,12424.0,1019130001.0,
119109,40.632338,-74.086788,"400 Victory Boulevard, Staten Island, NY, USA",SI01,10691.0,5005790001.0,
118187,40.675738,-73.905348,"2402 Atlantic Avenue, Brooklyn, NY, USA",BKN16,13516.0,3014370008.0,
118575,40.724604,-73.996576,"126 Crosby Street, New York, NY, USA",MN02,12075.0,1005110012.0,
118087,40.665883,-73.884202,"719 New Lots Avenue, Brooklyn, NY, USA",BKN05,17214.0,3040920004.0,
118435,40.873205,-73.855966,"3301 Laconia Avenue, The Bronx, NY, USA",BX12,11607.0,2046390001.0,
118061,40.660493,-73.930701,"529 Utica Avenue, Brooklyn, NY, USA",BKN17,16866.0,3046040009.0,
118078,40.617216,-73.909436,"6620 Avenue U, Brooklyn, NY, USA",BKS18,13825.0,3086310001.0,
118098,40.738039,-73.886289,"77-00 Queens Blvd, Queens, NY 11373, USA",QW04,14784.0,4024520001.0,
119079,40.733265,-73.954976,"1001 Manhattan Avenue, Brooklyn, NY 11222, USA",BKN01,18182.0,3025220045.0,
118880,40.748674,-73.993632,"220 W 30th St, New York, NY 10001, USA",MN05,11722.0,1007790055.0,
118884,40.711519,-73.856302,"9601 Metropolitan Avenue, Flushing, NY 11375, USA",QW06,14786.0,4031920004.0,
118702,40.672766,-73.950098,"717 Nostrand Avenue, Brooklyn, NY, USA",BKN08,17618.0,3012410079.0,
118466,40.754394,-73.821624,"14032 Cherry Ave, NY, New York 11355, USA",QE07,14190.0,4051927504.0,
118777,40.727892,-73.99028,"208 East 6th Street, New York, NY, USA",MN03,11724.0,1004610012.0,
119175,40.604971,-73.980902,"1729 West 8th Street, Brooklyn, NY 11223, USA",BKS11,18183.0,3066490079.0,
118464,40.709872,-73.800052,"162-10 Highland Ave, Jamaica, NY 11432, USA",QE08,24340.0,4097720046.0,
118538,40.815619,-73.925557,"226 E 144th St, Bronx, NY 10451, USA",BX01,10929.0,2023400221.0,
118403,40.680821,-73.871222,"333A Crescent Street, Brooklyn, NY 11208, USA",BKN05,17215.0,3041680009.0,
117917,40.897127,-73.844097,"2025 Pitman Avenue, Bronx, NY, USA",BX12,11275.0,2050580007.0,
118121,40.714,-73.760899,"90-77 198th St, Queens, NY 11423, USA",QE12,24332.0,4104810048.0,
118302,40.734757,-73.980447,"333, First Avenue, New York, NY, 10003, USA",MN06,11724.0,1009250036.0,
118315,40.719664,-73.96002,"135 Wythe Avenue, Brooklyn, NY, USA",BKN01,17613.0,3023180001.0,
119159,40.714022,-73.987782,"207-209 East Broadway, New York, NY, USA",MN03,11723.0,1002850021.0,
118586,40.613114,-74.126634,"1885 Victory Boulevard, Staten Island, NY, USA",SI01,10700.0,5003730024.0,
117972,40.595326,-73.759048,"25-15 Seagirt Blvd, Far Rockaway, NY, USA",QE14,20529.0,4158010026.0,
118344,40.747997,-73.882849,"3763 83rd St, Jackson Heights, NY, USA",QW03,14783.0,4014717501.0,
118442,40.812195,-73.919793,"411 East 143rd Street, Bronx, NY 10454, USA",BX01,10932.0,2022880095.0,
117873,40.613689,-74.117229,"1609 Victory Blvd, Staten Island, NY, USA",SI01,10700.0,5003450025.0,
118073,40.61133,-74.088918,"629 Richmond Rd, Staten Island, NY, USA",SI01,10691.0,5006260008.0,
118788,40.613223,-74.122138,"1755B Victory Boulevard, Staten Island, NY 10314, USA",SI01,10700.0,5003500010.0,
118809,40.730677,-73.858378,"63-63 98th St, Rego Park, NY 11374, USA",QW06,14785.0,4021000001.0,
118463,40.786093,-73.849373,"118-01 14th Ave, Flushing, NY 11356, USA",QE07,14191.0,4040390072.0,
118090,40.654813,-73.93031,"741 Utica Avenue, Brooklyn, NY, USA",BKN17,16866.0,3046560046.0,
118976,40.838312,-73.843869,"2500 Westchester Avenue, Bronx, NY, USA",BX10,11270.0,2038480018.0,
118519,40.818288,-73.88431,"834 Whittier St, Bronx, NY 10474, USA",BX02,12343.0,2027620257.0,Partner
118819,40.644486,-73.923077,"5620 Clarendon Road, Brooklyn, NY 11203, USA",BKN17,16866.0,3047770007.0,
118967,40.708202,-74.003801,"49 Fulton Street, New York, NY 10038, USA",MN01,13096.0,1000950027.0,
117755,0.0,0.0,Business has no physical store,,,,
118485,40.705786,-73.933137,"56 Bogart Street, Brooklyn, NY, USA",BKN01,17213.0,3030930001.0,
117723,40.755322,-73.993287,,MN04,12080.0,,
118975,40.752604,-73.935852,"39-38 29th St, Long Island City, NY 11101, USA",QW01,16858.0,4003980039.0,
118083,40.640321,-73.969366,"710 Coney Island Avenue, Brooklyn, NY, USA",BKS12,17620.0,3053780020.0,
119179,40.718334,-73.955283,"504 Driggs Ave, Brooklyn, NY 11211, USA",BKN01,17613.0,3023050018.0,
118721,40.577605,-74.001043,"3335 Neptune Avenue, NY, New York 11224, USA",BKS13,18184.0,3069790100.0,
119176,40.538235,-74.240103,"22 Brienna Court, Staten Island, NY 10309, USA",SI03,10696.0,5074000064.0,
118075,40.712906,-73.897429,"63-51 Metropolitan Ave, Flushing, NY 11379, USA",QW05,15309.0,4027710038.0,
118164,40.749979,-73.986751,"64 West 35th Street, New York, NY 10001, USA",MN05,11722.0,1008360007.0,
117761,40.672213,-73.938921,Business has no physical store,BKN08,17615.0,,
119197,40.509434,-74.243106,"23 Summit St, Staten Island, NY, USA",SI03,10694.0,5078960048.0,
118634,40.713637,-73.947968,"81 Devoe Street, Brooklyn, NY, USA",BKN01,17613.0,3027620021.0,
118281,40.699299,-73.924432,"1377 Dekalb Avenue, Brooklyn, NY, USA",BKN04,18181.0,3032340042.0,
118944,40.674127,-73.921831,"439 Ralph Avenue, Brooklyn, NY 11233, USA",BKN16,13516.0,3014510006.0,
118733,40.760832,-73.803621,"41-17 162nd Street, Flushing, NY 11358, USA",QE07,14193.0,4053360042.0,
117907,40.80663,-73.920234,"199 Brook Avenue, Bronx, NY, USA",BX01,10932.0,2022640014.0,
118815,40.672184,-73.98352,"337 5th Avenue, Brooklyn, NY, USA",BKS06,17617.0,3009820001.0,Partner
118551,40.868872,-73.916693,"5030 Broadway, New York, NY, USA",MN12,13092.0,1022310001.0,
118486,40.874969,-73.88578,"3130 Grand Concourse, The Bronx, NY, USA",BX07,10936.0,2033117501.0,
118732,40.734216,-73.981194,"347 East 18th Street, New York, NY 10003, USA",MN06,11724.0,1009240028.0,
118642,40.729538,-73.985513,"221 East 10th Street, New York, NY, USA",MN03,11724.0,1004520047.0,
117973,40.597529,-73.986349,"2529 86th Street, Brooklyn, NY, USA",BKS11,17616.0,,
119194,40.572934,-74.129868,Business has no physical store,SI03,10693.0,,
118358,40.761132,-73.803107,"4110 163rd Street, Flushing, NY, USA",QE07,14193.0,4053360018.0,
117944,40.614655,-73.927792,"2285 Flatbush Avenue, Brooklyn, NY, USA",BKS18,13825.0,3084880001.0,
119084,40.684858,-73.944489,"368 Tompkins Avenue, Brooklyn, NY, USA",BKN03,17618.0,3018240046.0,
118772,40.87073,-73.829337,"2049 Asch Loop, The Bronx, NY 10475, USA",BX10,12344.0,2051410100.0,
118300,40.803821,-73.961836,"1047 Amsterdam Avenue, New York, NY, USA",MN09,12422.0,1018650001.0,
118280,40.70017,-73.913065,"367 Linden Street, Brooklyn, NY 11237, USA",BKN04,13828.0,3033280037.0,
118243,40.679428,-73.922518,"280 Ralph Avenue, Brooklyn, NY, USA",BKN03,13516.0,3016880001.0,
117995,40.594249,-73.935457,"3056 Avenue X, Brooklyn, NY, USA",BKS15,13826.0,3074270001.0,
118058,40.634925,-73.92829,"5001 Kings Hwy, Brooklyn, NY, USA",BKS18,13825.0,3077340034.0,
118157,40.643585,-73.990797,"1071 39th Street, Brooklyn, NY 11219, USA",BKS12,17621.0,3052880055.0,
118534,40.815423,-73.939335,"540 Lenox Ave, New York, NY 10037, USA",MN10,13095.0,1017350001.0,
117926,40.676517,-73.909321,"2111 Atlantic Avenue, Brooklyn, NY, USA",BKN16,13516.0,3015690035.0,
118499,40.872807,-73.826165,"21b Bellamy Loop, NY, New York 10475, USA",BX10,12344.0,,
118674,40.746473,-73.987097,"7 West 30th Street, New York, NY 10001, USA",MN05,11722.0,1008320034.0,Partner
119162,40.692826,-73.991774,"191 , Joralemon St., New York, NY, 11201, USA",BKN02,16865.0,3002550008.0,
118549,40.761673,-73.910837,"4508 30th Ave, Long Island City, NY 11103, USA",QW01,16860.0,4007140183.0,
118094,40.892494,-73.85546,"758 E 233rd St, Bronx, NY 10466, USA",BX12,11275.0,2048460070.0,
119059,40.595602,-73.941257,"3612 Nostrand Ave, Brooklyn, NY 11229, USA",BKS15,13512.0,3074050907.0,
119053,40.874778,-73.859231,"940 East Gun Hill Road, The Bronx, NY, USA",BX12,11607.0,2046350037.0,
118161,40.774553,-73.94845,"1577 York Avenue, New York, NY 10028, USA",MN08,12425.0,1015630028.0,
117909,40.55407,-74.192779,"200 Arden Avenue, Staten Island, NY, USA",SI03,10699.0,,
117699,40.674934,-73.87131,,BKN05,17215.0,,
118270,40.674751,-73.987844,"232 3rd Street, Brooklyn, NY, USA",BKS06,17617.0,3009800008.0,
118911,40.795853,-73.936602,"333 E 115th St, New York, NY 10029, USA",MN11,12426.0,1016870017.0,
118244,40.685128,-73.932181,"277 Stuyvesant Avenue, Brooklyn, NY 11221, USA",BKN03,18181.0,3016560005.0,
118765,40.736946,-73.881164,"82-10 Queens Blvd, Flushing, NY 11373, USA",QW04,14784.0,4024750012.0,
118848,40.73883,-74.000977,"218 West 14th Street, New York, NY, USA",MN02,12074.0,1006187503.0,
119082,40.723566,-73.998623,"543 Broadway, New York, NY, USA",MN02,12075.0,1004987502.0,
117728,40.768697,-73.991818,,MN04,12081.0,,
118383,40.751835,-73.989109,"152 W 36th St. suite 102, New York, NY 10018, USA",MN05,12080.0,,
118396,40.704058,-73.930999,"1033 Flushing Avenue, Brooklyn, NY, USA",BKN01,13828.0,3030120031.0,
119151,40.726365,-74.002186,"125 Sullivan St, New York, NY 10012, USA",MN02,12075.0,1005030015.0,
119143,40.716136,-73.963204,"91 North 1st Street, Brooklyn, NY, USA",BKN01,17613.0,3023640001.0,
118420,40.730741,-73.985834,"186 2nd Avenue, New York, NY 10003, USA",MN03,11724.0,1004530007.0,
118440,40.676853,-74.013848,"388 Van Brunt St, NY, New York 11231, USA",BKS06,13514.0,3005860021.0,
117966,40.838232,-73.845444,"2463 Westchester Avenue, Bronx, NY, USA",BX10,11270.0,2039740053.0,
118852,40.772979,-73.990075,"300 W 61st St, NY, New York 10023, USA",MN07,10091.0,1011717510.0,
118395,40.713209,-73.943899,"310 Graham Avenue, Brooklyn, NY, USA",BKN01,17613.0,3027710001.0,
118459,40.669287,-73.986024,"439 5th Avenue, Brooklyn, NY 11215, USA",BKS06,17617.0,3010050001.0,
118673,40.8045,-73.93708,"145 E 125th St, New York, NY 10035, USA",MN11,13093.0,1017747503.0,
118352,40.806942,-73.965846,"616 W 114th St, New York, NY 10025, USA",MN09,12422.0,1018950067.0,
118867,40.729116,-73.983823,"178 1st Avenue, New York, NY, USA",MN03,11729.0,1004380008.0,
117844,40.607027,-73.754911,"13-61 Beach Channel Dr, Queens, NY 11691, USA",QE14,20529.0,4156590018.0,
118381,40.678957,-73.982429,"182 4th Avenue, Brooklyn, NY, USA",BKS06,17619.0,3004200042.0,
118689,40.719653,-73.952545,"McCarren Park Greenmarket, North 12th Street, Brooklyn, NY, USA",BKN01,17613.0,3026960001.0,
118824,40.633567,-74.148677,"150 Granite Ave, Staten Island, NY 10303, USA",SI01,10371.0,5011610150.0,Partner
119063,40.605268,-74.083664,"493, Mosel Avenue, New York, NY, 10304, USA",SI02,10691.0,5029210016.0,
117986,40.67754,-73.884954,"2958 Atlantic Avenue, Brooklyn, NY, USA",BKN05,17215.0,3039690016.0,
118622,40.713567,-73.944035,"320 Graham Avenue, Brooklyn, NY, USA",BKN01,17613.0,3027710006.0,
118806,40.869353,-73.888989,"2845 Briggs Avenue, Bronx, NY 10458, USA",BX07,10936.0,2033020072.0,
118956,40.850784,-73.856932,"1918 Paulding Ave, The Bronx, NY 10461, USA",BX11,11270.0,2042690042.0,
118995,40.854261,-73.867473,"2130 White Plains Rd, The Bronx, NY 10462, USA",BX11,11271.0,2042870031.0,
117856,40.656078,-73.74487,"147-36 Brookville Blvd, Rosedale, NY, USA",QE13,24018.0,4137290033.0,
118046,40.856992,-73.891366,"4643 3rd Avenue, Bronx, NY, USA",BX06,10936.0,2030400042.0,
118797,40.691435,-73.927118,"999 Greene Ave, Brooklyn, NY 11221, USA",BKN03,18181.0,3016180045.0,
118496,40.674171,-73.922411,"438 Ralph Avenue, Brooklyn, NY 11233, USA",BKN08,13516.0,3013570051.0,
