tcsubcode,tccode,no_years,abtyrcert,tenantrndt,commpct,remain_tax,eligiblepct,partpct
CRP5,CERP,0,0,2022-06-10T00:00:00.000,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
CRP5,CERP,5,0,2022-06-10T00:00:00.000,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
CRP5,CERP,0,0,2022-06-10T00:00:00.000,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
,CONDO,0,0,,0.0,0.0,0.0,0.0
