bin,the_geom,lm_orig,style_oth,hist_dist,mat_prim,shape_leng,lot,mat_other,mat_four,date_high,alt_arch_2,arch_build,circa,altered,notes,lm_new
3002948,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99505649262058, 40.69028803298479], [-73.9950742717972, 40.69025080022789], [-73.9951090929421, 40.69017787815377], [-73.9951232312825, 40.69014826897896], [-73.99514433050473, 40.690104082588164], [-73.99515463044582, 40.69008251302919], [-73.99522855720247, 40.690102965872754], [-73.99521897667945, 40.690123030710645], [-73.99519858979943, 40.690165724994245], [-73.99518343746773, 40.69019745664551], [-73.99514784493161, 40.690271995130594], [-73.99513042075806, 40.69030848679138], [-73.99505649262058, 40.69028803298479]]]]}",0,0,Cobble Hill Historic District,Brick,202.967340049,20,0,0,1852,0,Not determined,0,0,0,0
3115199,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9548526592112, 40.65925884696174], [-73.95487950767598, 40.65925720054579], [-73.95488135423817, 40.659254433982355], [-73.95488384271478, 40.6592519333231], [-73.95488689737441, 40.65924977508215], [-73.9548904259373, 40.65924802586154], [-73.95489432076097, 40.65924673874954], [-73.95489846238742, 40.65924595152085], [-73.95490272545536, 40.65924569024155], [-73.95490697870284, 40.65924596206391], [-73.95491109324384, 40.65924675883307], [-73.95491494375032, 40.6592480561859], [-73.95491841318288, 40.65924981355318], [-73.95492139515251, 40.65925197866349], [-73.95492379865182, 40.65925448574329], [-73.95493730512031, 40.65938224463503], [-73.9548661667262, 40.65938660676269], [-73.9548526592112, 40.65925884696174]]]]}",0,0,Prospect Lefferts Gardens Historic District,Limestone,135.775708389,69,0,0,1908,0,Axel S. Hedman,0,0,0,0
3024545,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97193710019135, 40.67440641751034], [-73.97194235260432, 40.67439854558871], [-73.97196937564782, 40.67435804070717], [-73.97206329183847, 40.674394362409124], [-73.97214386162175, 40.67442552175322], [-73.97211158625905, 40.67447389860493], [-73.97204084478601, 40.67444653999945], [-73.97193816923486, 40.674406831107525], [-73.97193710019135, 40.67440641751034]]]]}",0,0,Park Slope Historic District,Euclid Stone,148.109911614,6,0,0,1888,0,"Charles Werner (architect), William Gubbins (builder)",0,0,0,0
3115369,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9561877534137, 40.65893269990026], [-73.95617408157943, 40.658806556613555], [-73.95620577825026, 40.65880456413572], [-73.95619956761983, 40.65874725738893], [-73.95624231740656, 40.65874457030843], [-73.95626220122996, 40.65892802033123], [-73.95626041845854, 40.65893098505486], [-73.95625795830293, 40.658933672161716], [-73.9562548988631, 40.65893599703291], [-73.95625133951798, 40.65893788316225], [-73.95624739382676, 40.65893926935769], [-73.95624318952653, 40.658940112443126], [-73.95623886380442, 40.658940384554626], [-73.95623455265277, 40.658940076738645], [-73.95623039796347, 40.65893919895501], [-73.9562265321567, 40.65893778007063], [-73.95622308054662, 40.658935865159044], [-73.95622015424688, 40.65893351549776], [-73.95621784780566, 40.65893080856715], [-73.9561877534137, 40.65893269990026]]]]}",0,0,Prospect Lefferts Gardens Historic District,Limestone,178.758638112,11,0,0,1910,0,Benjamin Driesler,0,0,0,0
3032366,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94615584552328, 40.67122571393988], [-73.9461701349708, 40.67107479333261], [-73.94618560523504, 40.671075642552], [-73.94618983514867, 40.67103096455422], [-73.94622513372619, 40.67103290185825], [-73.94622090383606, 40.67107757985736], [-73.94624199642809, 40.671078736972], [-73.94622770832424, 40.671229658489175], [-73.94620005431958, 40.67122814079925], [-73.94618699466874, 40.67123718937433], [-73.94617144039854, 40.67123633561335], [-73.94615584552328, 40.67122571393988]]]]}",0,0,Crown Heights North II Historic District,Brick,185.60016504,17,0,0,1910,0,Arthur R. Koch,1,0,0,0
3035251,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9567563435962, 40.66146274258897], [-73.95674000176261, 40.661333901356684], [-73.95682263742226, 40.661327823300645], [-73.95684618566486, 40.66151349611602], [-73.95676355096035, 40.66151957328876], [-73.9567563435962, 40.66146274258897]]]]}",0,0,Prospect Lefferts Gardens Historic District,Brick,181.987018903,1,0,Limestone,1905,0,Albert Ullrich,0,0,0,0
3003308,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9979156316594, 40.68787282286476], [-73.99783986357188, 40.687848149199425], [-73.99782178987236, 40.6878422631027], [-73.99777505474019, 40.68782704353092], [-73.99779731330938, 40.68777884667698], [-73.99779960238965, 40.687779592345876], [-73.997819198575, 40.6877859737574], [-73.9979419714538, 40.687825955214834], [-73.99793561720652, 40.68783726104765], [-73.99797111634803, 40.68784882157035], [-73.9979539228531, 40.687879416211025], [-73.9979184225154, 40.68786785568299], [-73.9979156316594, 40.68787282286476]]]]}",0,0,Cobble Hill Historic District,Not determined,144.64116224,26,0,0,1873,0,Not determined,0,0,0,0
3025942,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97747764617458, 40.6656359251894], [-73.97748403366602, 40.66562823783481], [-73.97756807891173, 40.665527083090275], [-73.97758325390221, 40.66552416297364], [-73.97759790637589, 40.665531222270886], [-73.9776009760351, 40.66554293227727], [-73.9776307728825, 40.66555728689606], [-73.97756045623247, 40.66564191629547], [-73.97754034020701, 40.665666128143535], [-73.97751762481703, 40.665655185139435], [-73.97751358686466, 40.665656757551616], [-73.9775092510807, 40.665657778789495], [-73.97750474874564, 40.665658216460415], [-73.97750021349847, 40.66565805888371], [-73.97749578252014, 40.665657310588806], [-73.97749158825529, 40.66565599321391], [-73.97748775604705, 40.66565414730693], [-73.97748440177256, 40.665651826921426], [-73.97748162474727, 40.66564910231722], [-73.97747950772575, 40.66564605635794], [-73.9774781145383, 40.66564277820724], [-73.97747748772574, 40.66563936693019], [-73.97747764617458, 40.6656359251894]]]]}",0,0,Park Slope Historic District,Not determined,140.935878571,24,0,0,1902,0,Benjamin Driesler,0,0,0,0
3032758,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9468811199155, 40.67051476091673], [-73.94689315531811, 40.67038663211615], [-73.9469496157559, 40.670389706410354], [-73.94696399429867, 40.6703904901847], [-73.94696116142312, 40.670420648945466], [-73.94695196021495, 40.670518618092714], [-73.94694509287739, 40.67052682672716], [-73.94691292026069, 40.6705250738908], [-73.94690258133211, 40.67051592978734], [-73.9468811199155, 40.67051476091673]]]]}",0,0,Crown Heights North II Historic District,Limestone,136.159362129,111,0,0,1907,0,Axel S. Hedman,1,0,0,0
3029114,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96661013535964, 40.67577158843642], [-73.96661650389532, 40.6757542283577], [-73.96660767271865, 40.67574103505312], [-73.96661309017522, 40.67572627088293], [-73.96662801497763, 40.67572073254383], [-73.96679200273812, 40.67575560650414], [-73.96678639463127, 40.675770890224776], [-73.966835387585, 40.67578130980671], [-73.96684008083193, 40.67579093135978], [-73.96683643290287, 40.67580087379349], [-73.96682621303903, 40.67580441617435], [-73.96677786698572, 40.675794134554074], [-73.96677340062891, 40.67580630912586], [-73.96661013535964, 40.67577158843642]]]]}",0,0,Prospect Heights Historic District,Limestone,165.436304853,50,0,0,1906,0,Benjamin Driesler (attributed),1,0,0,0
3117511,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96654512691472, 40.64639726480448], [-73.96653899955201, 40.64636125761249], [-73.96652041459708, 40.646363092862316], [-73.96650563141301, 40.64627622009281], [-73.96653806488952, 40.6462730182873], [-73.96653031671057, 40.646227480441084], [-73.96654854574822, 40.646225681106834], [-73.96654449660583, 40.64620188464217], [-73.96664445831657, 40.64619201608538], [-73.96664989258443, 40.64622395273017], [-73.96669828855019, 40.64621917509827], [-73.96671957428295, 40.64634426320501], [-73.96672064816873, 40.64634822399371], [-73.96672098664767, 40.646352261113655], [-73.96672058503067, 40.64635629351686], [-73.96671945044892, 40.64636024556185], [-73.96671760540502, 40.64636403800946], [-73.96671508422081, 40.646367597927835], [-73.96671193658668, 40.64637085509069], [-73.96670822519279, 40.64637374828113], [-73.96670402100452, 40.646376218985786], [-73.96669940680432, 40.646378219501145], [-73.9666944712813, 40.64637971203127], [-73.96668931139612, 40.64638066598637], [-73.96668402646804, 40.6463810642854], [-73.96667872054122, 40.64638089795339], [-73.96667349647106, 40.646380170622216], [-73.96666845710695, 40.64637889763042], [-73.96666369938373, 40.64637710151909], [-73.96665931550031, 40.64637481833575], [-73.96665539173928, 40.64637209313139], [-73.96665200492231, 40.64636897815825], [-73.96665497315067, 40.646386420250614], [-73.96654512691472, 40.64639726480448]]]]}",0,0,Prospect Park South Historic District,Wood Frame,255.810370488,6,0,0,1903,0,Carroll H. Pratt,0,1,"New York State Supreme Court Justice William D. Dickey lived in No. 1314, c. 1909.",0
3019269,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97598896030772, 40.677833394351566], [-73.97602357390723, 40.67778228205649], [-73.97616644239015, 40.67783836337103], [-73.97616931033544, 40.677839488707846], [-73.97615912794552, 40.67785452429192], [-73.9761346956355, 40.67789060014565], [-73.97598896030772, 40.677833394351566]]]]}",0,0,Park Slope Historic District,Brownstone,132.861570929,9,0,Brick,1870,0,Daniel M. Wells (builder),0,0,0,0
3052960,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95180967420183, 40.68134251881744], [-73.95179707103058, 40.68127967114572], [-73.95179639213208, 40.681276291230944], [-73.95185637178848, 40.68126931934599], [-73.95186223553101, 40.681298561499716], [-73.95186439480781, 40.68130932444986], [-73.951890072776, 40.68143736401225], [-73.95187795067892, 40.68145029032883], [-73.95183235125536, 40.681455590587504], [-73.95180967420183, 40.68134251881744]]]]}",0,0,Bedford Historic District,Brownstone,163.422929986,29,0,0,1880,0,Thomas B. Jackson,1,0,0,0
3053421,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93798497843693, 40.68204550282627], [-73.93805730377625, 40.68203726155407], [-73.93808293090362, 40.682167604084924], [-73.9380941085824, 40.68222445956838], [-73.93810580078564, 40.68228392591808], [-73.93803347400201, 40.682292167219885], [-73.9380262463288, 40.68225540163145], [-73.93798497843693, 40.68204550282627]]]]}",0,0,Bedford Stuyvesant / Expanded Stuyvesant Heights Historic District,Brownstone,222.302909081,42,0,0,1872,0,Not determined,1,1,0,0
3019855,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97635230483606, 40.67550155426576], [-73.9764246194209, 40.67539317142944], [-73.97649215879551, 40.67541929297622], [-73.9764198442921, 40.675527675854646], [-73.97635230483606, 40.67550155426576]]]]}",0,0,Park Slope Historic District,Brownstone,130.605265251,23,0,0,1878,0,"Albert Wilkinson (architect, builder)",0,0,0,0
3030370,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94849646084822, 40.67665976913136], [-73.94850745657065, 40.67653211886599], [-73.94852627656924, 40.676533058419544], [-73.94852883423275, 40.67650335878208], [-73.94853660374815, 40.67650374587682], [-73.94853744277411, 40.6764940035817], [-73.94857211876808, 40.67649573546767], [-73.94857143131809, 40.67650372002587], [-73.9485770139196, 40.676503998979136], [-73.94857190341806, 40.676563328918604], [-73.94856330911149, 40.67666310662677], [-73.94849646084822, 40.67665976913136]]]]}",0,0,Crown Heights North Historic District,Brick,159.17858686,25,0,0,1889,0,William H. Burhans,1,0,0,0
3052747,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94509161397777, 40.682849723797624], [-73.94508652117305, 40.68282431065747], [-73.94512413191507, 40.682819942195565], [-73.94512922473284, 40.68284535623454], [-73.94516801969208, 40.68284085054432], [-73.94519433212959, 40.68297215624855], [-73.94511792508528, 40.68298102951863], [-73.94509161397777, 40.682849723797624]]]]}",0,0,Bedford Historic District,Brownstone,158.389123638,22,0,0,1890,0,Isaac D. Reynolds,1,0,0,0
3025187,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97625759743937, 40.670958828639534], [-73.97635217713847, 40.67084476182769], [-73.97637534311065, 40.670816822694654], [-73.97641884367063, 40.670837732581], [-73.97639474179412, 40.670866800777056], [-73.97641292153371, 40.67087553950476], [-73.97631927781278, 40.670988478212976], [-73.97630145619995, 40.67099032600291], [-73.97628066193631, 40.67098033049971], [-73.97627681660309, 40.670968067389204], [-73.97625759743937, 40.670958828639534]]]]}",0,0,Park Slope Historic District,Brownstone,165.313670754,26,0,0,1892,0,John Magilligan,0,0,0,0
3325256,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97170018687446, 40.679582632443434], [-73.97179764815887, 40.6796022605722], [-73.97178060138582, 40.67965131821989], [-73.97168314003474, 40.67963169007665], [-73.97170018687446, 40.679582632443434]]]]}",0,0,Prospect Heights Historic District,Wood,92.900465852,58,0,0,1854,0,Not determined,1,1,0,0
3046180,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93047122568883, 40.68416935193431], [-73.9305339904863, 40.68416199662038], [-73.93055930743387, 40.684287195075626], [-73.93049654370418, 40.68429455040396], [-73.93047122568883, 40.68416935193431]]]]}",0,0,Bedford Stuyvesant / Expanded Stuyvesant Heights Historic District,Brownstone,127.526458718,63,0,0,1887,0,Amzi Hill,1,0,0,0
3325264,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97004294862437, 40.67818396690546], [-73.97005382551656, 40.678153272094775], [-73.97008948564272, 40.67805263265434], [-73.97011039492462, 40.67805692723907], [-73.97013004395575, 40.67804922843931], [-73.97014269194902, 40.67805182610463], [-73.97015819450735, 40.67806674444933], [-73.97014227482175, 40.678111673296485], [-73.97011165761471, 40.67819807872803], [-73.97008621255304, 40.678192852732884], [-73.97006267635675, 40.67825927307003], [-73.97001941238794, 40.67825038813429], [-73.97004294862437, 40.67818396690546]]]]}",0,0,Prospect Heights Historic District,Brownstone,191.686671308,70,0,0,1889,0,Jeremiah J. Gilligan,1,0,0,0
3027902,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96789855868677, 40.679810539984366], [-73.96777350898844, 40.67978412355794], [-73.96776066800867, 40.67978141031283], [-73.96774482997323, 40.67977806496558], [-73.9677683195625, 40.67971361992917], [-73.96780248408363, 40.67972083721192], [-73.9679297110943, 40.6797477134763], [-73.96790622283179, 40.67981215854572], [-73.96789855868677, 40.679810539984366]]]]}",0,0,Prospect Heights Historic District,Brick,141.644483076,6,0,0,1879,0,John H. Doherty,1,0,0,0
3030802,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94123320532323, 40.675056826258036], [-73.9412497187027, 40.674872125537824], [-73.94125306699216, 40.67483468292882], [-73.94132792113022, 40.674838562722854], [-73.94132683649647, 40.67485070021285], [-73.94131942446793, 40.67493359425099], [-73.9412970273294, 40.674932433768404], [-73.94128566252839, 40.675059545580105], [-73.94123320532323, 40.675056826258036]]]]}",0,0,Crown Heights North III Historic District,Limestone,203.863958687,2,0,Metal Cornice,1908,0,Frank S. Lowe,1,0,0,0
3007580,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99337540077694, 40.67930794666603], [-73.99345304033925, 40.679214862232215], [-73.99347802840295, 40.67918659110024], [-73.99353508747629, 40.679214174375865], [-73.99353254521219, 40.67921751243993], [-73.99351262468915, 40.67924366676012], [-73.99349754397309, 40.679261747337996], [-73.99343498399362, 40.67933675033322], [-73.99337540077694, 40.67930794666603]]]]}",0,0,Carroll Gardens Historic District,Brownstone,143.504966901,32,0,0,1873,0,Edward P. Crane (mason),0,0,0,0
3026063,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97860239121461, 40.66527343098659], [-73.97861423831463, 40.66525928518335], [-73.97869076875627, 40.66516790511929], [-73.97874348913744, 40.665193506636406], [-73.97874985645039, 40.66519659838361], [-73.97866147896391, 40.665302125196476], [-73.97860239121461, 40.66527343098659]]]]}",0,0,Park Slope Historic District,Brownstone,130.081917961,12,0,0,1895,0,George W. Oelkus,0,0,0,0
3121332,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95988142296669, 40.634321369133566], [-73.96003192983389, 40.634304140585094], [-73.96005218900399, 40.63440685724036], [-73.95986818373356, 40.63442792024574], [-73.95985082266816, 40.63433989564007], [-73.95988432080156, 40.634336061214434], [-73.95988142296669, 40.634321369133566]]]]}",0,0,Fiske Terrace-Midwood Park Historic District,Wood Frame,178.974325179,27,0,Concrete Block,1910,0,Benjamin Driesler,1,0,0,0
3002145,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99737989991412, 40.69413512148851], [-73.99738579583952, 40.694123011526955], [-73.99740611742085, 40.69408126691667], [-73.9974286385543, 40.69403500718065], [-73.99745046984899, 40.693990163030804], [-73.9974545669152, 40.693991318479426], [-73.9974599878679, 40.69399284766984], [-73.99747924329854, 40.69395329306944], [-73.99749549101178, 40.69391991951992], [-73.99750665116036, 40.69392306705449], [-73.99753657758939, 40.69393150820526], [-73.99754652705707, 40.69394455504698], [-73.99753339827802, 40.69397152242251], [-73.99752807624482, 40.693982453632906], [-73.99750870369773, 40.694022246874695], [-73.9974907687191, 40.694059087362945], [-73.99747314490311, 40.69409528939152], [-73.9974555683965, 40.694131393262474], [-73.99744483672005, 40.694153436676466], [-73.9974022250057, 40.69414141837979], [-73.99737989991412, 40.69413512148851]]]]}",0,0,Brooklyn Heights Historic District,Brownstone,205.480748384,25,0,0,1879,0,Not determined,0,0,0,0
3026185,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97977724821477, 40.664567924442494], [-73.9798116313943, 40.664526846238786], [-73.9799924309945, 40.664614596192436], [-73.979977390162, 40.664632566074296], [-73.97995804788087, 40.66465567444983], [-73.97992784066896, 40.66464101418527], [-73.97977724821477, 40.664567924442494]]]]}",0,0,Park Slope Historic District Extension,Brick,154.456644648,2,0,0,1893,0,Walter M. Coots,1,0,0,0
3032777,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94348362308672, 40.67033364139303], [-73.94348808926921, 40.670285778482196], [-73.94349528504249, 40.67020865645842], [-73.94349790959689, 40.670180535545974], [-73.94352009817356, 40.670181736022336], [-73.94353361746585, 40.67017197476601], [-73.94354849499805, 40.670172779924016], [-73.94356237851913, 40.67018402336928], [-73.94355795536602, 40.67023142253909], [-73.9435480921562, 40.67033712922427], [-73.94354491203002, 40.670339770676996], [-73.94354120951814, 40.67034198232734], [-73.94353708283333, 40.670343705689966], [-73.94353264200483, 40.67034489489245], [-73.94352800769506, 40.670345516675], [-73.94352330055193, 40.670345555788046], [-73.94351864949022, 40.670345010493854], [-73.9435141763147, 40.67034389526036], [-73.94351000163424, 40.67034224076453], [-73.94350623540183, 40.6703400911855], [-73.94350298046383, 40.670337502405864], [-73.94350032309775, 40.670334544708176], [-73.94348362308672, 40.67033364139303]]]]}",0,0,Crown Heights North III Historic District,Stone,153.253715064,22,0,0,1909,0,Charles Infanger,1,0,0,0
3001811,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99544887512097, 40.69680829333488], [-73.99543177761453, 40.696803317326236], [-73.99527518487685, 40.69675774057129], [-73.99530662227363, 40.69669517064959], [-73.9954540065424, 40.69673806707362], [-73.99548317911649, 40.696746558253714], [-73.99545174186117, 40.69680912732276], [-73.99544887512097, 40.69680829333488]]]]}",0,0,Brooklyn Heights Historic District,Brick,153.643369115,63,0,0,1839,0,Not determined,0,0,A fourth story has been added to No. 162.,0
3030318,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95091572772768, 40.67681126485657], [-73.9509171754204, 40.67679527683328], [-73.95091845496573, 40.67678115190338], [-73.95092723530266, 40.676684194514124], [-73.95094652016611, 40.67668520681178], [-73.95095055912091, 40.676640609635285], [-73.95096267153073, 40.67663347911856], [-73.95099332977021, 40.67663508789338], [-73.95099817100036, 40.67664310994063], [-73.95098247676518, 40.67681640463507], [-73.95093117336867, 40.67681371093946], [-73.95093132005158, 40.67681208287121], [-73.95091572772768, 40.67681126485657]]]]}",0,0,Crown Heights North Historic District,Brick,166.521293575,29,0,Clay Tile,1889,0,George P. Chappell,1,0,0,0
3115109,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9581186564392, 40.65917603636244], [-73.9581042302181, 40.65905146443712], [-73.95812795079715, 40.65904987195571], [-73.9581332547557, 40.65904721015796], [-73.95813899940894, 40.65904514376193], [-73.95814506766416, 40.65904371504915], [-73.9581513400731, 40.65904295099161], [-73.9581576912821, 40.65904286685251], [-73.95816399594614, 40.659043465287816], [-73.95817012518093, 40.65904473454386], [-73.95817596075463, 40.6590466475623], [-73.9581903859261, 40.659171219478274], [-73.95815307907336, 40.659173724657094], [-73.95815701202343, 40.65920769177586], [-73.95812258937208, 40.659210003482364], [-73.9581186564392, 40.65917603636244]]]]}",0,0,Prospect Lefferts Gardens Historic District,Dark Brick,156.65417284,74,0,Galvanized Iron Cornice,1898,0,Robert Dixon,0,0,0,0
3059208,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97700335318515, 40.68644701837482], [-73.9771658772058, 40.68642736551066], [-73.9771743027352, 40.68646774261256], [-73.97701177861845, 40.68648739548843], [-73.97700335318515, 40.68644701837482]]]]}",0,0,Brooklyn Academy of Music Historic District,Brownstone,121.068213789,22,0,0,1856,0,Nathaniel Bonnell,1,0,0,0
3058960,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97345017019033, 40.68951305841108], [-73.97345739194746, 40.68939580333579], [-73.97350908128676, 40.68939764779077], [-73.973535043667, 40.68939857498953], [-73.97352782086335, 40.689515829168876], [-73.97346304138202, 40.68951351794015], [-73.97345017019033, 40.68951305841108]]]]}",0,0,Fort Greene Historic District,Brownstone,128.648934184,37,0,0,1868,0,William Brush (builder),1,0,0,0
3028536,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96796863838651, 40.677763948424385], [-73.96802189319925, 40.677619621544736], [-73.96808955066507, 40.6776340917881], [-73.9680298424037, 40.67779590580072], [-73.96796218596941, 40.67778143552284], [-73.96796863838651, 40.677763948424385]]]]}",0,0,Prospect Heights Historic District,Iron-Spot Brick,161.456486934,88,0,0,1895,0,Delaney & Collins (carpenters),1,0,0,0
