latitude,longitude,location,borocode,bctcb2010,:@computed_region_92fq_4b7q,location_lat_long,zip,borough,location_t
40.7330342416,-73.8098798843,158-21 JEWEL AVENUE,4,122701.0,24.0,"{'latitude': '40.7330342416', 'longitude': '-73.8098798843'}",11365,4,Library
40.7497190002,-73.9878229999,34th STREET - 6 Avenue and Broadway,1,101.0,51.0,"{'latitude': '40.7497190002', 'longitude': '-73.9878229999'}",10001,1,Subway Station
40.6453170004,-74.1022850003,North area off Richmond Terr,5,97.0,13.0,"{'latitude': '40.6453170004', 'longitude': '-74.1022850003'}",10310,5,Outdoor TWC Aerial
40.6848100477,-73.915132416,8 THOMAS S BOYLAND STREET,3,373.0,17.0,"{'latitude': '40.6848100477', 'longitude': '-73.915132416'}",11233,3,Library
40.5733379999,-74.0844060005,Along Boardwalk and Beach,5,11201.0,14.0,"{'latitude': '40.5733379999', 'longitude': '-74.0844060005'}",10305,5,Outdoor
40.811544,-73.9141379999,ROOF OF RESTROOM BLDG LEFT,2,37.0,35.0,"{'latitude': '40.811544', 'longitude': '-73.9141379999'}",10454,2,Outdoor
40.8225187913,-73.9106901254,871 BROOK AVENUE,2,141.0,43.0,"{'latitude': '40.8225187913', 'longitude': '-73.9106901254'}",10451,2,Outdoor Kiosk
40.7413733801,-74.0015011405,127 8 AVENUE,1,83.0,10.0,"{'latitude': '40.7413733801', 'longitude': '-74.0015011405'}",10011,1,Outdoor Kiosk
40.5721002603,-74.1126735896,291 NEW DORP LANE,5,122.0,14.0,"{'latitude': '40.5721002603', 'longitude': '-74.1126735896'}",10306,5,Outdoor Kiosk
40.7922967001,-73.94398813,1945 3 AVENUE,1,170.0,35.0,"{'latitude': '40.7922967001', 'longitude': '-73.94398813'}",10029,1,Outdoor Kiosk
40.8626436497,-73.9032440399,48 WEST FORDHAM ROAD,2,253.0,29.0,"{'latitude': '40.8626436497', 'longitude': '-73.9032440399'}",10468,2,Outdoor Kiosk
40.7442780003,-73.930399,34-02 QUEENS BOULEVARD,4,179.0,33.0,"{'latitude': '40.7442780003', 'longitude': '-73.930399'}",11101,4,Outdoor Kiosk
40.7618160001,-73.9866059998,815 8 AVENUE,1,127.0,10.0,"{'latitude': '40.7618160001', 'longitude': '-73.9866059998'}",10019,1,Outdoor Kiosk
40.8241309998,-73.9424640006,Library,1,231.0,36.0,"{'latitude': '40.8241309998', 'longitude': '-73.9424640006'}",10039,1,Indoor
40.7408087817,-73.9216691603,43-06 GREENPOINT AVENUE,4,18502.0,33.0,"{'latitude': '40.7408087817', 'longitude': '-73.9216691603'}",11104,4,Library
40.78944465,-73.9738667995,590 AMSTERDAM AVENUE,1,175.0,19.0,"{'latitude': '40.78944465', 'longitude': '-73.9738667995'}",10024,1,Outdoor Kiosk
40.8322830002,-73.9423269996,1941 AMSTERDAM AVENUE,1,239.0,23.0,"{'latitude': '40.8322830002', 'longitude': '-73.9423269996'}",10032,1,Outdoor Kiosk
40.5798387882,-74.1000124032,2066 HYLAN BOULEVARD,5,112.0,14.0,"{'latitude': '40.5798387882', 'longitude': '-74.1000124032'}",10306,5,Outdoor Kiosk
40.7501699996,-73.8071899999,Park Perimeter,4,1207.0,3.0,"{'latitude': '40.7501699996', 'longitude': '-73.8071899999'}",11358,4,Outdoor TWC Aerial
40.6896330001,-73.9831650003,490 Fulton St.,3,37.0,38.0,"{'latitude': '40.6896330001', 'longitude': '-73.9831650003'}",11201,3,Outdoor
40.6693989998,-73.9421610003,Kingston Av (3),3,337.0,48.0,"{'latitude': '40.6693989998', 'longitude': '-73.9421610003'}",11213,3,Subway Station
40.8073775198,-73.91700042,256 ST ANNS AVENUE,2,27.0,35.0,"{'latitude': '40.8073775198', 'longitude': '-73.91700042'}",10454,2,Outdoor Kiosk
40.6884600004,-74.0225500005,Ball Field Backstop,1,5.0,32.0,"{'latitude': '40.6884600004', 'longitude': '-74.0225500005'}",10004,1,Outdoor
40.7493411197,-73.9751864195,605 3Rd Ave,1,88.0,51.0,"{'latitude': '40.7493411197', 'longitude': '-73.9751864195'}",10016,1,Outdoor Kiosk
40.7057680002,-73.9430299995,119 GRAHAM AVENUE,3,505.0,30.0,"{'latitude': '40.7057680002', 'longitude': '-73.9430299995'}",11206,3,Outdoor Kiosk
40.6751409996,-73.9562809996,685 Franklin Ave,3,221.0,48.0,"{'latitude': '40.6751409996', 'longitude': '-73.9562809996'}",11216,3,Outdoor Kiosk
40.8037732698,-73.9362396996,186 EAST 125 STREET,1,196.0,35.0,"{'latitude': '40.8037732698', 'longitude': '-73.9362396996'}",10035,1,Outdoor Kiosk
40.8402480002,-73.9181940004,1391 JEROME AVENUE,2,219.0,42.0,"{'latitude': '40.8402480002', 'longitude': '-73.9181940004'}",10452,2,Outdoor Kiosk
40.7479662301,-73.9734053,728 2 AVENUE,1,88.0,51.0,"{'latitude': '40.7479662301', 'longitude': '-73.9734053'}",10016,1,Outdoor Kiosk
40.7730060002,-73.958069,1349 3 AVENUE,1,134.0,51.0,"{'latitude': '40.7730060002', 'longitude': '-73.958069'}",10075,1,Outdoor Kiosk
40.6799210004,-73.9408590005,Kingston-Throop Avs (C),3,269.0,49.0,"{'latitude': '40.6799210004', 'longitude': '-73.9408590005'}",11216,3,Subway Station
40.7341620004,-73.8736580003,89-30 QUEENS BOULEVARD,4,475.0,5.0,"{'latitude': '40.7341620004', 'longitude': '-73.8736580003'}",11373,4,Outdoor Kiosk
40.7373350001,-73.9967859996,Between 14th and 16th Streets on 6th Avenue,1,63.0,10.0,"{'latitude': '40.7373350001', 'longitude': '-73.9967859996'}",10011,1,Subway Station
40.7557765502,-73.9236268395,37-08 35 AVENUE,4,57.0,33.0,"{'latitude': '40.7557765502', 'longitude': '-73.9236268395'}",11101,4,Outdoor Kiosk
40.7439893758,-74.003412724,9th and 19th SW,1,89.0,10.0,"{'latitude': '40.7439893758', 'longitude': '-74.003412724'}",10011,1,Outdoor
40.8360130001,-73.9398919995,163 St-Amsterdam Av (C),1,24301.0,23.0,"{'latitude': '40.8360130001', 'longitude': '-73.9398919995'}",10032,1,Subway Station
40.8110419997,-73.9414040002,Pole 67n - 131NS2ELe,1,208.0,36.0,"{'latitude': '40.8110419997', 'longitude': '-73.9414040002'}",10037,1,Outdoor
40.6450979999,-73.9489589995,"Beverly Rd (2,5)",3,826.0,26.0,"{'latitude': '40.6450979999', 'longitude': '-73.9489589995'}",11226,3,Subway Station
40.8483300003,-73.9099000005,69 EAST 176 STREET,2,233.0,29.0,"{'latitude': '40.8483300003', 'longitude': '-73.9099000005'}",10453,2,Outdoor Kiosk
40.808719,-73.9076570006,East 143 St-St Mary's St (6),2,31.0,35.0,"{'latitude': '40.808719', 'longitude': '-73.9076570006'}",10454,2,Subway Station
40.6727480001,-73.9626939995,795 WASHINGTON AVE,3,215.0,48.0,"{'latitude': '40.6727480001', 'longitude': '-73.9626939995'}",11238,3,Outdoor Kiosk
40.694137,-73.9798132001,80 Monument Walk,3,2901.0,48.0,"{'latitude': '40.694137', 'longitude': '-73.9798132001'}",11205,3,Outdoor
40.680687107,-73.887239509,203 ARLINGTON AVENUE,3,117201.0,37.0,"{'latitude': '40.680687107', 'longitude': '-73.887239509'}",11207,3,Library
40.6836250004,-73.9770060002,620 ATLANTIC AVENUE,3,129.0,48.0,"{'latitude': '40.6836250004', 'longitude': '-73.9770060002'}",11217,3,Outdoor Kiosk
40.6297420001,-74.0255099998,77 St (R),3,136.0,44.0,"{'latitude': '40.6297420001', 'longitude': '-74.0255099998'}",11209,3,Subway Station
40.816104,-73.8964350002,Longwood Av (6),2,85.0,35.0,"{'latitude': '40.816104', 'longitude': '-73.8964350002'}",10455,2,Subway Station
40.8146900002,-73.8985019994,SPAN BTWH 725 & 737 SOUTHERN BL,2,85.0,35.0,"{'latitude': '40.8146900002', 'longitude': '-73.8985019994'}",10455,2,Outdoor
40.75529,-73.9874950005,Times Square - 42nd Street,1,113.0,10.0,"{'latitude': '40.75529', 'longitude': '-73.9874950005'}",10018,1,Subway Station
40.8464340002,-73.9129580004,2 CLIFFORD PLACE,2,22701.0,29.0,"{'latitude': '40.8464340002', 'longitude': '-73.9129580004'}",10453,2,Outdoor Kiosk
40.5813039997,-74.1120102804,2110 RICHMOND ROAD,5,114.0,14.0,"{'latitude': '40.5813039997', 'longitude': '-74.1120102804'}",10306,5,Outdoor Kiosk
40.8765409997,-73.8784499998,1ST FL RECEPTION,2,423.0,40.0,"{'latitude': '40.8765409997', 'longitude': '-73.8784499998'}",10467,2,Indoor
40.7946725903,-73.9700510404,748 AMSTERDAM AVE,1,183.0,23.0,"{'latitude': '40.7946725903', 'longitude': '-73.9700510404'}",10025,1,Outdoor Kiosk
40.7349230004,-73.8754599998,88-02 QUEENS BOULEVARD,4,475.0,5.0,"{'latitude': '40.7349230004', 'longitude': '-73.8754599998'}",11373,4,Outdoor Kiosk
40.580467,-73.8262720005,Beach 108 -SW Caracus Bar and Beach,4,938.0,41.0,"{'latitude': '40.580467', 'longitude': '-73.8262720005'}",11694,4,Outdoor
40.8056149998,-73.9505569995,1995 ADAM CLAYTON POWELL JR BOULEVARD,1,220.0,36.0,"{'latitude': '40.8056149998', 'longitude': '-73.9505569995'}",10026,1,Outdoor Kiosk
40.773657,-73.981404,147 COLUMBUS AVENUE,1,153.0,19.0,"{'latitude': '40.773657', 'longitude': '-73.981404'}",10023,1,Outdoor Kiosk
40.7415361403,-73.9813326198,378 3 AVENUE,1,68.0,50.0,"{'latitude': '40.7415361403', 'longitude': '-73.9813326198'}",10016,1,Outdoor Kiosk
40.8223190004,-73.9536760001,3407 BROADWAY,1,225.0,23.0,"{'latitude': '40.8223190004', 'longitude': '-73.9536760001'}",10031,1,Outdoor Kiosk
40.8139300002,-73.9449549995,pole 76 - 7ASEC133,1,226.0,36.0,"{'latitude': '40.8139300002', 'longitude': '-73.9449549995'}",10027,1,Outdoor
40.6060290001,-73.9284660004,C/O AVE U/ E 35TH ST,3,658.0,8.0,"{'latitude': '40.6060290001', 'longitude': '-73.9284660004'}",11234,3,Outdoor
40.6927230002,-73.9830250002,254 Flatbush Ave. Extension (pole),3,15.0,38.0,"{'latitude': '40.6927230002', 'longitude': '-73.9830250002'}",11201,3,Outdoor
40.8134339997,-73.939112,Pole 88 - 135NECLenTer,1,212.0,36.0,"{'latitude': '40.8134339997', 'longitude': '-73.939112'}",10037,1,Outdoor
40.687191,-73.7695589996,Bunker Rm 3 (AKA Rm B5),4,426.0,6.0,"{'latitude': '40.687191', 'longitude': '-73.7695589996'}",11434,4,Indoor
40.7367556104,-73.9818615695,371 2 AVENUE,1,64.0,50.0,"{'latitude': '40.7367556104', 'longitude': '-73.9818615695'}",10010,1,Outdoor Kiosk
40.693069,-73.9900889997,Boro Hall Park 1 (Pole),3,11.0,38.0,"{'latitude': '40.693069', 'longitude': '-73.9900889997'}",11201,3,Outdoor
40.8090218697,-73.9486888994,200 DR MARTIN LUTHER KING BLVD,1,222.0,36.0,"{'latitude': '40.8090218697', 'longitude': '-73.9486888994'}",10027,1,Outdoor Kiosk
40.7343925094,-73.9991515911,425 6 AVENUE,1,71.0,10.0,"{'latitude': '40.7343925094', 'longitude': '-73.9991515911'}",10011,1,Outdoor Kiosk
40.7070998998,-74.0049973006,"135 John Street, New York, NY 10038, USA",1,1502.0,32.0,"{'latitude': '40.7070998998', 'longitude': '-74.0049973006'}",10038,1,Outdoor
40.6769941203,-73.89835842,2598 FULTON STREET,3,198.0,37.0,"{'latitude': '40.6769941203', 'longitude': '-73.89835842'}",11207,3,Outdoor Kiosk
40.7565208602,-73.9252146106,35-12 35 AVENUE,4,57.0,33.0,"{'latitude': '40.7565208602', 'longitude': '-73.9252146106'}",11106,4,Outdoor Kiosk
40.7365398796,-73.9971555402,504 6 AVENUE,1,63.0,10.0,"{'latitude': '40.7365398796', 'longitude': '-73.9971555402'}",10011,1,Outdoor Kiosk
40.6795059998,-73.9554309998,560 FRANKLIN AVENUE,3,227.0,49.0,"{'latitude': '40.6795059998', 'longitude': '-73.9554309998'}",11238,3,Outdoor Kiosk
40.7205980001,-73.8773369995,Comfort Station,4,663.0,34.0,"{'latitude': '40.7205980001', 'longitude': '-73.8773369995'}",11379,4,Outdoor
40.7948956597,-73.9718562601,2565 BROADWAY,1,183.0,19.0,"{'latitude': '40.7948956597', 'longitude': '-73.9718562601'}",10025,1,Outdoor Kiosk
40.8145386902,-73.9552802595,1381 Amsterdam Ave,1,213.0,23.0,"{'latitude': '40.8145386902', 'longitude': '-73.9552802595'}",10027,1,Outdoor Kiosk
40.749982341,-73.981236067,241 MADISON AVENUE,1,82.0,51.0,"{'latitude': '40.749982341', 'longitude': '-73.981236067'}",10016,1,Outdoor Kiosk
40.6651593697,-73.8860705368,665 NEW LOTS AVENUE,3,1124.0,25.0,"{'latitude': '40.6651593697', 'longitude': '-73.8860705368'}",11207,3,Library
40.6917379998,-73.9881309998,356 Fulton St.,3,37.0,38.0,"{'latitude': '40.6917379998', 'longitude': '-73.9881309998'}",11201,3,Outdoor
40.7997210004,-73.9449320005,pole 03: MavES1S116,1,184.0,35.0,"{'latitude': '40.7997210004', 'longitude': '-73.9449320005'}",10029,1,Outdoor
40.7639310004,-73.9224780003,32-01 31 AVENUE,4,63.0,4.0,"{'latitude': '40.7639310004', 'longitude': '-73.9224780003'}",11102,4,Outdoor Kiosk
40.7447420003,-73.9853669995,15 EAST 29 STREET,1,74.0,51.0,"{'latitude': '40.7447420003', 'longitude': '-73.9853669995'}",10016,1,Outdoor Kiosk
40.7600949999,-73.9212160003,36-01 BROADWAY,4,61.0,4.0,"{'latitude': '40.7600949999', 'longitude': '-73.9212160003'}",11106,4,Outdoor Kiosk
40.71921,-73.885335,Juniper Blvd South West,4,663.0,34.0,"{'latitude': '40.71921', 'longitude': '-73.885335'}",11379,4,Outdoor TWC Aerial
40.741900312,-74.0018570427,17th near 8th,1,83.0,10.0,"{'latitude': '40.741900312', 'longitude': '-74.0018570427'}",10011,1,Outdoor
40.7303940002,-73.998476,NW Area off Washington Sq N,1,65.0,32.0,"{'latitude': '40.7303940002', 'longitude': '-73.998476'}",10012,1,Outdoor
40.7847119996,-73.9795639995,2245 BROADWAY,1,167.0,19.0,"{'latitude': '40.7847119996', 'longitude': '-73.9795639995'}",10024,1,Outdoor Kiosk
40.5719318484,-74.1119581475,309 NEW DORP LANE,5,122.0,14.0,"{'latitude': '40.5719318484', 'longitude': '-74.1119581475'}",10306,5,Library
40.7858176901,-73.9490312697,175 E 96 ST,1,158.0,1.0,"{'latitude': '40.7858176901', 'longitude': '-73.9490312697'}",10029,1,Outdoor Kiosk
40.8159360002,-73.9429710003,2321ACP,1,228.0,36.0,"{'latitude': '40.8159360002', 'longitude': '-73.9429710003'}",10030,1,Outdoor
40.8049591501,-73.9659025004,2868 BROADWAY,1,199.0,23.0,"{'latitude': '40.8049591501', 'longitude': '-73.9659025004'}",10025,1,Outdoor Kiosk
40.6943000001,-73.9988000002,Near Montague St and Brooklyn Queens Expressway,3,301.0,38.0,"{'latitude': '40.6943000001', 'longitude': '-73.9988000002'}",11201,3,Outdoor
40.6901699999,-74.0144399999,Nolan Building 20A Back,1,5.0,32.0,"{'latitude': '40.6901699999', 'longitude': '-74.0144399999'}",10004,1,Outdoor
40.7420808202,-73.9932612895,688 6 AVENUE,1,58.0,10.0,"{'latitude': '40.7420808202', 'longitude': '-73.9932612895'}",10010,1,Outdoor Kiosk
40.7066070001,-73.9229129996,Jefferson St (L),3,447.0,30.0,"{'latitude': '40.7066070001', 'longitude': '-73.9229129996'}",11237,3,Subway Station
40.73391885,-73.9868814305,140 3 AVENUE,1,50.0,50.0,"{'latitude': '40.73391885', 'longitude': '-73.9868814305'}",10003,1,Outdoor Kiosk
