objectid,doitt_id,bbl,activated,bin,provider
12273,3156,1012990040.0,2017-06-07T00:00:00.000,1036180.0,LinkNYC - Citybridge
10925,759,0.0,9999-09-09T00:00:00.000,0.0,Harlem
10573,4798,1008880040.0,2019-01-17T00:00:00.000,1018483.0,LinkNYC - Citybridge
12837,3341,1014080030.0,2016-03-29T00:00:00.000,1043046.0,LinkNYC - Citybridge
12660,3237,1007630030.0,2016-04-11T00:00:00.000,1013686.0,LinkNYC - Citybridge
10027,445,3068970035.0,9999-09-09T00:00:00.000,3186777.0,BPL
9791,4908,4014330000.0,2018-06-28T00:00:00.000,4035201.0,LinkNYC - Citybridge
11726,1285,0.0,9999-09-09T00:00:00.000,0.0,ALTICEUSA
11497,201,5038330003.0,9999-09-09T00:00:00.000,0.0,SPECTRUM
12882,3736,2031910040.0,2016-11-08T00:00:00.000,2014144.0,LinkNYC - Citybridge
12612,3612,1020970030.0,2018-04-25T00:00:00.000,1062449.0,LinkNYC - Citybridge
12032,4119,1008950080.0,2017-10-06T00:00:00.000,1019491.0,LinkNYC - Citybridge
10967,801,0.0,9999-09-09T00:00:00.000,0.0,Harlem
11804,4424,1008487510.0,2018-02-07T00:00:00.000,1087725.0,LinkNYC - Citybridge
11364,1564,0.0,9999-09-09T00:00:00.000,0.0,Transit Wireless
12690,3267,1010377500.0,2016-07-20T00:00:00.000,1089687.0,LinkNYC - Citybridge
10120,546,1000490001.0,9999-09-09T00:00:00.000,1001028.0,Manhattan Down Alliance
12501,3586,5032080020.0,2017-02-28T00:00:00.000,5047160.0,LinkNYC - Citybridge
11721,1280,0.0,9999-09-09T00:00:00.000,0.0,ALTICEUSA
10382,238,0.0,9999-09-09T00:00:00.000,0.0,ALTICEUSA
9916,326,3005770029.0,9999-09-09T00:00:00.000,3008650.0,BPL
12639,3639,3001670000.0,2017-01-20T00:00:00.000,3000522.0,LinkNYC - Citybridge
10652,3410,1011400050.0,2016-12-14T00:00:00.000,1028948.0,LinkNYC - Citybridge
12628,3628,3017040000.0,2016-11-08T00:00:00.000,3048037.0,LinkNYC - Citybridge
11913,4073,3012060050.0,2017-03-07T00:00:00.000,3030004.0,LinkNYC - Citybridge
12865,3369,1015350000.0,2016-03-28T00:00:00.000,1048874.0,LinkNYC - Citybridge
10474,852,0.0,9999-09-09T00:00:00.000,0.0,ALTICEUSA
11359,1559,0.0,9999-09-09T00:00:00.000,0.0,Transit Wireless
9798,938,1021390404.0,9999-09-09T00:00:00.000,0.0,SPECTRUM
11113,4556,2032000020.0,2017-06-13T00:00:00.000,2014360.0,LinkNYC - Citybridge
10709,3815,1004667500.0,2016-10-27T00:00:00.000,1006807.0,LinkNYC - Citybridge
11524,1048,3020030034.0,9999-09-09T00:00:00.000,3057479.0,Downtown Brooklyn
11053,4250,4006960040.0,2017-07-10T00:00:00.000,4011927.0,LinkNYC - Citybridge
12348,3458,3001510040.0,2017-04-20T00:00:00.000,3000399.0,LinkNYC - Citybridge
10425,285,3002697501.0,9999-09-09T00:00:00.000,3002642.0,Downtown Brooklyn
11164,4607,2023800050.0,2018-04-19T00:00:00.000,2000000.0,LinkNYC - Citybridge
11130,4573,5039830130.0,2017-02-28T00:00:00.000,5107591.0,LinkNYC - Citybridge
12238,3121,1008800050.0,2016-02-01T00:00:00.000,1018080.0,LinkNYC - Citybridge
12712,3289,1013137500.0,2017-06-27T00:00:00.000,1086160.0,LinkNYC - Citybridge
10746,1296,0.0,9999-09-09T00:00:00.000,0.0,ALTICEUSA
11829,4449,1020270030.0,9999-09-09T00:00:00.000,1086083.0,LinkNYC - Citybridge
9852,992,0.0,9999-09-09T00:00:00.000,0.0,Downtown Brooklyn
10108,534,1000020023.0,9999-09-09T00:00:00.000,1075697.0,Manhattan Down Alliance
11018,53,3019450036.0,9999-09-09T00:00:00.000,3055495.0,BPL
12589,3602,1020920040.0,2017-09-18T00:00:00.000,1062381.0,LinkNYC - Citybridge
10341,4934,1000010010.0,9999-09-09T00:00:00.000,1086432.0,Fiberless
11968,4516,4001690020.0,2017-03-20T00:00:00.000,4540182.0,LinkNYC - Citybridge
12696,3273,1008830020.0,2017-10-06T00:00:00.000,1018166.0,LinkNYC - Citybridge
11982,4530,4000420030.0,2017-03-22T00:00:00.000,4000243.0,LinkNYC - Citybridge
12933,3787,1010240000.0,2016-11-21T00:00:00.000,1024825.0,LinkNYC - Citybridge
10395,251,1007390001.0,9999-09-09T00:00:00.000,0.0,Chelsea
12866,3370,1015197500.0,2016-03-23T00:00:00.000,1048263.0,LinkNYC - Citybridge
10900,3858,1021690050.0,2018-02-20T00:00:00.000,1084422.0,LinkNYC - Citybridge
12128,3083,1005770040.0,2017-08-30T00:00:00.000,1009717.0,LinkNYC - Citybridge
10915,748,0.0,9999-09-09T00:00:00.000,0.0,Harlem
12292,3475,4093280010.0,2017-06-26T00:00:00.000,4195916.0,LinkNYC - Citybridge
10201,641,3020500001.0,9999-09-09T00:00:00.000,3257034.0,NYCHA
12744,3671,1004240010.0,2016-08-19T00:00:00.000,1005660.0,LinkNYC - Citybridge
10658,3416,1011637500.0,2016-05-24T00:00:00.000,1081034.0,LinkNYC - Citybridge
11075,4272,1019310030.0,2016-12-16T00:00:00.000,1058660.0,LinkNYC - Citybridge
10641,3399,1011147500.0,2016-09-30T00:00:00.000,1087510.0,LinkNYC - Citybridge
10506,76,0.0,9999-09-09T00:00:00.000,0.0,Chelsea
10072,496,2028240034.0,9999-09-09T00:00:00.000,2007870.0,NYPL
10316,4721,4014810050.0,2018-02-08T00:00:00.000,4036514.0,LinkNYC - Citybridge
10518,89,0.0,9999-09-09T00:00:00.000,0.0,Chelsea
12217,3100,1008960050.0,2016-01-19T00:00:00.000,1019522.0,LinkNYC - Citybridge
12839,3343,1014280050.0,2016-11-07T00:00:00.000,1044011.0,LinkNYC - Citybridge
10349,4942,1000010010.0,9999-09-09T00:00:00.000,1086371.0,Fiberless
12357,1686,0.0,9999-09-09T00:00:00.000,0.0,Transit Wireless
10557,1361,1008520001.0,9999-09-09T00:00:00.000,0.0,SPECTRUM
11601,1155,5000760001.0,9999-09-09T00:00:00.000,0.0,SPECTRUM
9803,943,4008980001.0,9999-09-09T00:00:00.000,0.0,AT&T
11323,379,2032110005.0,9999-09-09T00:00:00.000,2014579.0,NYPL
11025,4222,1009180030.0,2018-03-23T00:00:00.000,1020339.0,LinkNYC - Citybridge
12236,3119,1009000060.0,2016-03-16T00:00:00.000,1084938.0,LinkNYC - Citybridge
11078,4275,2023317500.0,2017-03-30T00:00:00.000,2000933.0,LinkNYC - Citybridge
10661,3419,1011657510.0,2017-10-16T00:00:00.000,1030545.0,LinkNYC - Citybridge
12487,3572,1020890030.0,2016-07-06T00:00:00.000,1062347.0,LinkNYC - Citybridge
11607,1161,0.0,9999-09-09T00:00:00.000,0.0,SPECTRUM
9634,4833,1014950060.0,9999-09-09T00:00:00.000,1046790.0,LinkNYC - Citybridge
10917,750,0.0,9999-09-09T00:00:00.000,0.0,Harlem
11482,4377,1008960010.0,2016-10-19T00:00:00.000,1019504.0,LinkNYC - Citybridge
12624,3624,3019790050.0,2017-01-25T00:00:00.000,3056672.0,LinkNYC - Citybridge
12800,3727,5036437500.0,2017-02-28T00:00:00.000,5152363.0,LinkNYC - Citybridge
12614,3614,1020830060.0,2016-07-20T00:00:00.000,1062208.0,LinkNYC - Citybridge
11690,1247,3086970008.0,9999-09-09T00:00:00.000,3245159.0,ALTICEUSA
10447,824,0.0,9999-09-09T00:00:00.000,0.0,SPECTRUM
12858,3362,1015317500.0,2016-04-15T00:00:00.000,1087920.0,LinkNYC - Citybridge
11744,3980,1008020040.0,2018-02-15T00:00:00.000,1015042.0,LinkNYC - Citybridge
11874,4038,2028290030.0,2018-01-12T00:00:00.000,2007940.0,LinkNYC - Citybridge
12676,3253,1010257500.0,2016-04-01T00:00:00.000,1024832.0,LinkNYC - Citybridge
10480,858,2033430400.0,9999-09-09T00:00:00.000,2018251.0,ALTICEUSA
10721,3827,1004510030.0,2017-10-06T00:00:00.000,1006417.0,LinkNYC - Citybridge
12137,4152,1013907500.0,2018-04-06T00:00:00.000,1041721.0,LinkNYC - Citybridge
11551,1075,1017190001.0,9999-09-09T00:00:00.000,1083967.0,SPECTRUM
12883,3737,2031770030.0,2016-11-11T00:00:00.000,2094669.0,LinkNYC - Citybridge
9683,880,2043350001.0,9999-09-09T00:00:00.000,0.0,ALTICEUSA
10465,842,3032030001.0,9999-09-09T00:00:00.000,0.0,ALTICEUSA
12607,1718,3015460001.0,9999-09-09T00:00:00.000,0.0,Transit Wireless
12727,3304,1012930020.0,2017-06-07T00:00:00.000,1036060.0,LinkNYC - Citybridge
12762,3689,1018690030.0,2017-06-29T00:00:00.000,1056377.0,LinkNYC - Citybridge
11749,3985,1012260030.0,2018-05-31T00:00:00.000,1082743.0,LinkNYC - Citybridge
11881,4045,1016227500.0,2017-01-25T00:00:00.000,1089838.0,LinkNYC - Citybridge
10889,3847,1013740010.0,2017-05-08T00:00:00.000,1040753.0,LinkNYC - Citybridge
12264,3147,1009200010.0,2016-07-01T00:00:00.000,1082153.0,LinkNYC - Citybridge
10870,1336,1012570001.0,9999-09-09T00:00:00.000,0.0,SPECTRUM
10690,3448,1012317500.0,2017-08-18T00:00:00.000,1076250.0,LinkNYC - Citybridge
11316,1270,2029420001.0,9999-09-09T00:00:00.000,0.0,ALTICEUSA
12636,3636,3011850040.0,2017-02-08T00:00:00.000,3029674.0,LinkNYC - Citybridge
11582,1136,4124060180.0,9999-09-09T00:00:00.000,4268835.0,SPECTRUM
10297,4702,3010357500.0,2017-08-22T00:00:00.000,3392322.0,LinkNYC - Citybridge
12538,3189,1010290040.0,2017-07-12T00:00:00.000,1024904.0,LinkNYC - Citybridge
12599,3605,1020780060.0,2016-08-22T00:00:00.000,1061968.0,LinkNYC - Citybridge
11676,1233,2027880001.0,9999-09-09T00:00:00.000,0.0,ALTICEUSA
11338,1538,0.0,9999-09-09T00:00:00.000,1089283.0,Transit Wireless
11809,4429,1019390060.0,2016-10-25T00:00:00.000,1058819.0,LinkNYC - Citybridge
11005,40,1007220057.0,9999-09-09T00:00:00.000,1012811.0,SPECTRUM
11600,1154,5000760200.0,9999-09-09T00:00:00.000,0.0,SPECTRUM
12322,3505,4007480010.0,2017-10-18T00:00:00.000,4014093.0,LinkNYC - Citybridge
11125,4568,3018670010.0,2017-05-31T00:00:00.000,3329718.0,LinkNYC - Citybridge
12016,4103,1008570020.0,2016-12-09T00:00:00.000,1016889.0,LinkNYC - Citybridge
9667,4866,1008860090.0,2019-02-04T00:00:00.000,1018348.0,LinkNYC - Citybridge
11367,1567,0.0,9999-09-09T00:00:00.000,0.0,Transit Wireless
9862,1004,3020600001.0,9999-09-09T00:00:00.000,3058246.0,Downtown Brooklyn
12350,1679,0.0,9999-09-09T00:00:00.000,0.0,Transit Wireless
12532,3183,1013317500.0,2016-09-28T00:00:00.000,1076271.0,LinkNYC - Citybridge
10094,520,2031540083.0,9999-09-09T00:00:00.000,2116006.0,NYPL
9644,4843,1001510030.0,9999-09-09T00:00:00.000,1001656.0,LinkNYC - Citybridge
12028,4115,2022710010.0,2018-05-31T00:00:00.000,2090996.0,LinkNYC - Citybridge
11215,4340,1008620020.0,2018-02-09T00:00:00.000,1017015.0,LinkNYC - Citybridge
12597,479,2030730020.0,9999-09-09T00:00:00.000,2012129.0,NYPL
11391,3919,1010760040.0,2017-12-04T00:00:00.000,1026998.0,LinkNYC - Citybridge
12746,3673,1010200050.0,2016-11-10T00:00:00.000,1076195.0,LinkNYC - Citybridge
11031,4228,4014830060.0,2018-02-21T00:00:00.000,4036632.0,LinkNYC - Citybridge
12208,3091,1007150010.0,2018-03-13T00:00:00.000,1078418.0,LinkNYC - Citybridge
12510,3161,1013020030.0,2016-02-22T00:00:00.000,1036217.0,LinkNYC - Citybridge
9663,4862,1009310000.0,2019-01-16T00:00:00.000,1078833.0,LinkNYC - Citybridge
10826,1650,0.0,9999-09-09T00:00:00.000,0.0,Transit Wireless
11931,4479,3051250070.0,2017-09-15T00:00:00.000,3117661.0,LinkNYC - Citybridge
11150,4593,4014860010.0,2017-09-05T00:00:00.000,4036729.0,LinkNYC - Citybridge
10048,469,2036880042.0,9999-09-09T00:00:00.000,2022944.0,NYPL
9747,659,3020410001.0,9999-09-09T00:00:00.000,3335253.0,NYCHA
10197,636,3001280001.0,9999-09-09T00:00:00.000,3335892.0,City Tech
10177,4633,4003830010.0,2018-02-12T00:00:00.000,4004609.0,LinkNYC - Citybridge
10128,554,0.0,9999-09-09T00:00:00.000,0.0,Harlem
10556,1360,1008520001.0,9999-09-09T00:00:00.000,0.0,SPECTRUM
11335,1639,0.0,9999-09-09T00:00:00.000,0.0,Transit Wireless
12370,1699,0.0,9999-09-09T00:00:00.000,0.0,Transit Wireless
9608,4753,4004700100.0,2018-05-01T00:00:00.000,4433386.0,Spot On Networks
11658,1214,3064900024.0,9999-09-09T00:00:00.000,0.0,ALTICEUSA
