objectid,address,:@computed_region_sbqj_enih,sidw_raise,sidw_crack,nta,horz_blck,trunk_dmg,cen_year,vert_other,inf_wires,spc_common,inf_other,inf_guard,zip_city
592822,347 MANHATTAN AVENUE,18.0,No,No,MN11,No,Trunk Wound,2005,No,No,LONDON PLANETREE,No,No,New York
593297,514-518 WEST   57 STREET,10.0,No,No,MN15,Yes,Cavity,2005,No,No,GINKGO,No,No,New York
592526,2299 BROADWAY,12.0,No,No,MN12,No, ,2005,No,No,"HAWTHORN, OTHER",No,No,New York
592790,5 HUDSON STREET,1.0,No,No,MN24,Yes,,2006,No,No,"PEAR, CALLERY",No,No,New York
592414,800 RIVERSIDE DRIVE,21.0,No,No,MN36,Yes,,2005,No,No,"PEAR, CALLERY",No,No,New York
593027,165 WEST   86 STREET,15.0,No,Yes,MN12,No,Trunk Wound,2005,No,No,"LINDEN, LITTLE LEAF",No,No,New York
592605,1930 1 AVENUE,14.0,No,No,MN33,Yes,Trunk Wound,2005,No,No,GINKGO,No,No,New York
592995,300 CENTRAL PARK WEST,15.0,No,No,MN12,No,,2005,No,No,BLACK LOCUST,No,No,New York
593301,530 WEST   57 STREET,10.0,No,No,MN15,Yes,Cavity,2005,No,No,GINKGO,No,No,New York
592610,1930 1 AVENUE,14.0,No,Yes,MN33,No,Cavity,2005,No,No,"LINDEN, SILVER",No,No,New York
592471,633 WEST  155 STREET,19.0,No,Yes,MN04,No, ,2005,No,No,"LINDEN, LITTLE LEAF",No,Yes,New York
592680,420 EAST  111 STREET,14.0,No,No,MN33,Yes,Trunk Wound,2005,No,Yes,"LINDEN, AMERICAN",No,No,New York
593150,320 CENTRAL PARK WEST,15.0,No,No,MN12,No,,2005,No,No,HONEYLOCUST,No,No,New York
593195,131 CHRISTOPHER STREET,3.0,No,Yes,MN23,Yes,,2006,No,No,"ASH, GREEN",No,No,New York
592979,55 WEST   90 STREET,15.0,No,Yes,MN12,No,,2005,No,No,BLACK LOCUST,No,No,New York
593196,135 CHRISTOPHER STREET,3.0,No,No,MN23,Yes,,2006,No,No,"OAK, WILLOW",No,Yes,New York
592628,1918 1 AVENUE,14.0,No,No,MN33,Yes,,2005,No,No,LONDON PLANETREE,No,No,New York
593001,300 CENTRAL PARK WEST,15.0,Yes,No,MN12,No,,2005,No,No,BLACK LOCUST,No,No,New York
592826,441 MANHATTAN AVENUE,18.0,No,No,MN11,Yes,,2005,No,No,HONEYLOCUST,No,No,New York
592563,219 EAST    2 STREET,5.0,No,No,MN28,No,,2005,No,No,"LINDEN, LITTLE LEAF",No,No,New York
593157,320 CENTRAL PARK WEST,15.0,No,No,MN12,No,,2005,No,No,HONEYLOCUST,No,No,New York
592548,150 1 AVENUE,5.0,No,No,MN22,No,,2006,No,No,"LINDEN, SILVER",Yes,No,New York
592809,282 MANHATTAN AVENUE,18.0,Yes,No,MN11,No,,2005,No,No,LONDON PLANETREE,No,No,New York
593270,409 EAST  115 STREET,16.0,No,No,MN34,No,,2005,No,No,"PLUM, PURPLELEAF",No,No,New York
593235,335 PLEASANT AVENUE,16.0,No,No,MN34,No,Cavity,2005,No,No,GINKGO,No,No,New York
592936,2130 1 AVENUE,14.0,No,No,MN33,Yes,,2005,No,No,HONEYLOCUST,No,No,New York
593253,428 EAST  116 STREET,16.0,No,Yes,MN34,Yes,Trunk Wound,2005,No,No,"PEAR, CALLERY",No,No,New York
592841,500 MANHATTAN AVENUE,18.0,No,No,MN11,No,Trunk Wound,2005,No,No,"MAPLE, RED",No,No,New York
593232,307 PLEASANT AVENUE,16.0,No,No,MN34,Yes,Trunk Wound,2005,No,No,"OAK, NORTHERN RED",No,No,New York
592860,501 EAST  118 STREET,16.0,No,No,MN34,Yes,,2005,No,No,"PEAR, CALLERY",No,No,New York
592909,400 EAST   96 STREET,11.0,No,No,MN32,No,,2005,No,No,"PEAR, CALLERY",No,No,New York
592820,370 WEST  120 STREET,18.0,No,Yes,MN11,Yes,Trunk Wound,2005,No,No,"ASH, GREEN",No,No,New York
641549,1140 EAST   95 STREET,11.0,No,No, ,No,Cavity,2005,No,No,UNKNOWN,No,No,New York
592816,350 MANHATTAN AVENUE,18.0,No,No,MN11,Yes,,2005,No,No,HONEYLOCUST,No,No,New York
592768,121 READE STREET,1.0,No,No,MN24,Yes,,2006,No,No,"PEAR, CALLERY",No,No,New York
593110,2130 1 AVENUE,14.0,No,No,MN33,Yes,Trunk Wound,2005,No,No,HONEYLOCUST,No,No,New York
593022,115 WEST   86 STREET,15.0,No,No,MN12,No,,2005,No,No,HONEYLOCUST,No,No,New York
592650,1999 1 AVENUE,14.0,No,No,MN33,No,,2005,No,No,"PEAR, CALLERY",No,No,New York
592684,2040 1 AVENUE,14.0,No,No,MN33,Yes,Cavity,2005,No,No,"OAK, PIN",No,No,New York
593277,281 PLEASANT AVENUE,16.0,No,No,MN34,Yes,Trunk Wound,2005,No,No,HONEYLOCUST,No,No,New York
592614,1930 1 AVENUE,14.0,No,Yes,MN33,Yes,,2005,No,No,HONEYLOCUST,No,No,New York
593025,145 WEST   86 STREET,15.0,No,No,MN12,No,,2005,No,No,"LINDEN, LITTLE LEAF",Yes,No,New York
592986,51 WEST   90 STREET,15.0,No,No,MN12,No,,2005,No,No,BLACK LOCUST,No,No,New York
592474,87 7 AVENUE SOUTH,3.0,No,Yes,MN23,No,,2006,No,No,JAPANESE PAGODA TREE,No,No,New York
592983,65 WEST   90 STREET,15.0,No,No,MN12,Yes,,2005,No,No,HONEYLOCUST,No,No,New York
592710,310 WEST END AVENUE,12.0,No,No,MN12,No,,2005,No,No,HONEYLOCUST,No,No,New York
593209,28 WEST   91 STREET,15.0,No,No,MN12,Yes,Cavity,2005,No,No,GINKGO,No,No,New York
592603,1930 1 AVENUE,14.0,No,Yes,MN33,Yes,Trunk Wound,2005,Yes,No,HONEYLOCUST,No,No,New York
592902,440 EAST  102 STREET,14.0,Yes,Yes,MN33,Yes,Trunk Wound,2005,No,No,"OAK, PIN",No,Yes,New York
592874,609 COLUMBUS AVENUE,15.0,No,No,MN12,Yes,,2005,No,No,"ZELKOVA, JAPANESE",No,No,New York
592762,200 CHAMBERS STREET,1.0,No,No,MN24,Yes,,2006,No,No,"ELM, AMERICAN",No,No,New York
593171,63 WEST   92 STREET,15.0,No,No,MN12,No,,2005,No,No,UNKNOWN,No,No,New York
592426,800 RIVERSIDE DRIVE,21.0,No,No,MN36,Yes,,2005,No,No,"DOGWOOD, FLOWERING",No,No,New York
593248,421-435 EAST  116 STREET,16.0,No,No,MN34,Yes,Trunk Wound,2005,No,No,"ELM, AMERICAN",No,No,New York
592806,2073 FRED DOUGLASS BOULEVARD,18.0,No,No,MN11,Yes,,2005,No,No,HONEYLOCUST,No,No,New York
592974,280 PLEASANT AVENUE,16.0,No,No,MN34,No,Trunk Wound,2005,No,No,HONEYLOCUST,No,No,New York
592575,249 EAST    2 STREET,5.0,Yes,No,MN28,No,Trunk Wound,2005,Yes,No,UNKNOWN,Yes,Yes,New York
593258,281 PLEASANT AVENUE,16.0,No,No,MN34,Yes,Trunk Wound,2005,No,No,KENTUCKY COFFEETREE,No,No,New York
593249,456 EAST  116 STREET,16.0,Yes,Yes,MN34,Yes,Trunk Wound,2005,No,No,GINKGO,No,No,New York
593240,421-435 EAST  116 STREET,16.0,No,No,MN34,Yes,Trunk Wound,2005,No,No,"ELM, AMERICAN",No,No,New York
592837,497 MANHATTAN AVENUE,18.0,No,No,MN11,No,Trunk Wound,2005,No,No,"ASH, GREEN",No,No,New York
592813,300 MANHATTAN AVENUE,18.0,No,Yes,MN11,Yes,Trunk Wound,2005,No,No,"LINDEN, LITTLE LEAF",No,No,New York
592907,400 EAST   96 STREET,11.0,No,No,MN32,No,,2005,No,No,DAWN REDWOOD,No,No,New York
592802,280 MANHATTAN AVENUE,18.0,No,No,MN11,Yes,,2005,No,No,"LINDEN, LITTLE LEAF",No,No,New York
592630,1930 1 AVENUE,14.0,Yes,Yes,MN33,Yes,,2005,No,No,TREE OF HEAVEN,No,No,New York
592485,490 HUDSON STREET,3.0,No,Yes,MN23,Yes,Trunk Wound,2006,No,No,GINKGO,No,No,New York
592831,501 MANHATTAN AVENUE,18.0,No,No,MN11,No,,2005,No,No,HONEYLOCUST,No,No,New York
592716,292 GREENWICH STREET,1.0,No,No,MN24,No,,2006,No,No,"OAK, PIN",No,No,New York
592576,215 EAST    4 STREET,5.0,No,No,MN22,No,Trunk Wound,2006,No,No,"LINDEN, LITTLE LEAF",No,No,New York
593214,24 WEST   91 STREET,15.0,No,No,MN12,No,,2005,No,No,UNKNOWN,No,No,New York
593108,2130 1 AVENUE,14.0,No,No,MN33,No,Cavity,2005,No,No,"PEAR, CALLERY",No,No,New York
592498,2298 BROADWAY,12.0,No,Yes,MN12,Yes,,2005,No,No,"OAK, NORTHERN RED",No,No,New York
592704,310 WEST END AVENUE,12.0,No,No,MN12,No,,2005,No,No,HONEYLOCUST,No,No,New York
592625,1918 1 AVENUE,14.0,Yes,Yes,MN33,Yes,Cavity,2005,Yes,No,HONEYLOCUST,Yes,No,New York
592429,800 RIVERSIDE DRIVE,21.0,No,No,MN36,Yes,,2005,No,No,"DOGWOOD, FLOWERING",No,No,New York
593218,36 WEST   91 STREET,15.0,No,No,MN12,No,,2005,No,No,UNKNOWN,No,No,New York
592438,11 EDWARD M MORGAN PLACE,21.0,No,No,MN36,No,,2005,No,No,"OAK, PIN",No,No,New York
592921,2100 1 AVENUE,14.0,No,Yes,MN33,Yes,Trunk Wound,2005,No,No,"OAK, PIN",No,No,New York
592596,1940 1 AVENUE,14.0,No,Yes,MN33,Yes,Trunk Wound,2005,No,No,JAPANESE PAGODA TREE,No,No,New York
592517,2289-91 BROADWAY,12.0,No,No,MN12,No,,2005,No,No,"OAK, NORTHERN RED",No,No,New York
593061,175 AMSTERDAM AVENUE,12.0,No,No,MN14,No,,2006,No,No,"OAK, NORTHERN RED",Yes,No,New York
593139,401 EAST  106 STREET,14.0,No,No,MN33,Yes,,2005,Yes,No,LONDON PLANETREE,No,No,New York
593282,600 west 59th street,10.0,No,Yes,MN14,Yes,Trunk Wound,2005,No,No,GINKGO,No,No,New York
593264,402 EAST  116 STREET,16.0,No,No,MN34,Yes,Cavity,2005,No,No,GINKGO,No,No,New York
593320,175 WEST   90 STREET,15.0,No,No,MN12,No,Trunk Wound,2005,No,No,HONEYLOCUST,No,No,New York
593073,314 F D R DRIVE,4.0,No,No,MN28,Yes,,2005,No,No,"OAK, NORTHERN RED",No,No,New York
592786,164 CHAMBERS STREET,1.0,No,No,MN24,Yes,,2006,No,No,HONEYLOCUST,No,No,New York
592441,102-104 BEDFORD STREET,3.0,No,No,MN23,No,,2006,No,No,"ASH, GREEN",No,No,New York
593229,329 PLEASANT AVENUE,16.0,No,No,MN34,No,Trunk Wound,2005,No,No,LONDON PLANETREE,No,No,New York
593134,401 EAST  106 STREET,14.0,No,No,MN33,Yes,,2005,Yes,No,LONDON PLANETREE,No,No,New York
592444,2 GROVE STREET,3.0,No,No,MN23,Yes,,2006,No,No,"ZELKOVA, JAPANESE",No,No,New York
593100,2130 1 AVENUE,14.0,No,No,MN33,No,,2005,No,No,"PEAR, CALLERY",No,No,New York
592715,292 GREENWICH STREET,1.0,No,No,MN24,No,,2006,No,No,"OAK, SAWTOOTH",No,No,New York
593111,2130 1 AVENUE,14.0,No,No,MN33,No,,2005,No,No,LONDON PLANETREE,No,No,New York
592977,280 PLEASANT AVENUE,16.0,No,No,MN34,No,,2005,No,No,HONEYLOCUST,No,No,New York
593047,535 WEST   48 STREET,10.0,No,No,MN15,Yes,,2005,No,No,HONEYLOCUST,No,No,New York
592652,535 WEST   48 STREET,10.0,No,No,MN15,Yes,,2005,No,No,HONEYLOCUST,No,No,New York
593050,123 WEST   86 STREET,15.0,No,No,MN12,No,,2005,No,No,"LINDEN, LITTLE LEAF",No,No,New York
593327,175 WEST   90 STREET,15.0,No,No,MN12,No,Torn Bark,2005,No,No,HONEYLOCUST,No,No,New York
593256,416 EAST  116 STREET,16.0,No,No,MN34,Yes,Trunk Wound,2005,No,No,"LINDEN, LITTLE LEAF",No,No,New York
593086,279 PLEASANT AVENUE,14.0,No,No,MN34,Yes, ,2005,No,No,Unknown Dead,Yes,No,New York
593083,280 PLEASANT AVENUE,16.0,No,No,MN34,No,Trunk Wound,2005,No,No,HONEYLOCUST,No,No,New York
592666,516 WEST   58 STREET,10.0,No,No,MN15,No,,2005,No,No,"LINDEN, LITTLE LEAF",Yes,No,New York
592645,401 EAST   96 STREET,14.0,No,No,MN33,Yes,,2005,No,No,LONDON PLANETREE,No,No,New York
593123,154 CHRISTOPHER STREET,3.0,No,No,MN23,Yes,Torn Bark,2006,No,No,"PEAR, CALLERY",No,No,New York
593080,280 PLEASANT AVENUE,16.0,No,No,MN34,No,Trunk Wound,2005,No,No,"ELM, AMERICAN",No,No,New York
593093,411 EAST  114 STREET,14.0,No,Yes,MN34,Yes,Trunk Wound,2005,No,No,"ELM, AMERICAN",No,No,New York
592736,125 BARCLAY STREET,1.0,No,No,MN24,No,,2006,No,No,"OAK, PIN",No,No,New York
592913,421 EAST  106 STREET,14.0,No,No,MN33,No,Torn Bark,2005,No,No,GINKGO,No,No,New York
593247,424 EAST  116 STREET,16.0,No,No,MN34,Yes,Trunk Wound,2005,No,No,"PEAR, CALLERY",No,No,New York
592955,506 EAST  118 STREET,16.0,No,No,MN34,Yes,Cavity,2005,No,No,HONEYLOCUST,Yes,No,New York
593122,149-155 CHRISTOPHER STREET,3.0,No,No,MN23,Yes,Torn Bark,2006,No,No,"PEAR, CALLERY",No,No,New York
592683,2040 1 AVENUE,14.0,No,No,MN33,Yes,Trunk Wound,2005,No,No,"OAK, PIN",No,No,New York
592620,1930 1 AVENUE,14.0,No,No,MN33,Yes,Cavity,2005,No,No,HONEYLOCUST,No,No,New York
592801,2079 FRED DOUGLASS BOULEVARD,18.0,No,No,MN11,Yes,,2005,No,No,HONEYLOCUST,No,No,New York
640867,101 WEST   64 STREET,12.0,No,No, ,Yes,,2005,No,No,"PEAR, CALLERY",No,No,New York
592448,104-106 BEDFORD STREET,3.0,No,No,MN23,No, ,2006,No,No,"ASH, GREEN",No,No,New York
592948,420 EAST  111 STREET,14.0,No,No,MN33,No,,2005,No,No,LONDON PLANETREE,No,No,New York
593005,179 RIVINGTON STREET,4.0,No,No,MN28,No,Trunk Wound,2005,No,No,LONDON PLANETREE,No,No,New York
592882,2075 1 AVENUE,14.0,No,No,MN33,Yes,,2005,No,No,"MAPLE, RED",No,No,New York
592528,2299 BROADWAY,12.0,No,No,MN12,No,,2005,No,No,"HAWTHORN, OTHER",No,No,New York
593202,158 CHRISTOPHER STREET,3.0,No,No,MN23,Yes,,2006,No,No,BALDCYPRESS,No,No,New York
592781,311 GREENWICH STREET,1.0,No,No,MN24,Yes,,2006,No,No,"PEAR, CALLERY",No,No,New York
593199,159 CHRISTOPHER STREET,3.0,No,No,MN23,Yes,,2006,No,No,HONEYLOCUST,No,No,New York
592793,166 CHAMBERS STREET,1.0,No,No,MN24,Yes,,2006,No,No,HONEYLOCUST,No,No,New York
593016,135 SUFFOLK STREET,4.0,No,No,MN27,Yes,Trunk Wound,2005,No,No,"LINDEN, SILVER",No,No,New York
593015,131 SUFFOLK STREET,4.0,No,Yes,MN27,Yes, ,2005,No,No,Unknown Dead,No,No,New York
592987,43 WEST   90 STREET,15.0,No,No,MN12,No,,2005,No,No,BLACK LOCUST,No,No,New York
593026,151 WEST   86 STREET,15.0,No,No,MN12,No,,2005,No,No,"LINDEN, LITTLE LEAF",No,No,New York
592593,1955 1 AVENUE,14.0,No,No,MN33,Yes,,2005,No,No,"OAK, NORTHERN RED",No,No,New York
593120,149-155 CHRISTOPHER STREET,3.0,No,No,MN23,Yes,Torn Bark,2006,No,No,BALDCYPRESS,No,No,New York
592843,320 WEST END AVENUE,12.0,No,Yes,MN12,No,,2005,No,No,HONEYLOCUST,No,No,New York
592920,2100 1 AVENUE,14.0,No,Yes,MN33,No,Torn Bark,2005,No,No,GINKGO,No,No,New York
593337,175 WEST   90 STREET,15.0,No,No,MN12,Yes,Cavity,2005,No,No,"MAPLE, RED",No,No,New York
592939,420 EAST  111 STREET,14.0,No,No,MN33,No,,2005,No,No,LONDON PLANETREE,No,No,New York
593298,524-528 WEST   57 STREET,10.0,No,No,MN15,Yes,Torn Bark,2005,No,No,"LINDEN, AMERICAN",No,No,New York
592887,2065 1 AVENUE,14.0,No,No,MN33,No,,2005,No,No,"MAPLE, RED",No,No,New York
593029,401 EAST   96 STREET,14.0,No,Yes,MN33,Yes,Trunk Wound,2005,No,No,LONDON PLANETREE,No,No,New York
592514,2289-91 BROADWAY,12.0,No,No,MN12,No,,2005,No,No,"OAK, NORTHERN RED",No,No,New York
592569,217 EAST    2 STREET,5.0,No,No,MN28,No,Torn Bark,2005,No,No,"PEAR, CALLERY",No,No,New York
592535,467-469 AMSTERDAM AVENUE,12.0,No,No,MN12,No,Trunk Wound,2005,No,No,HONEYLOCUST,No,No,New York
592431,800 RIVERSIDE DRIVE,21.0,No,No,MN36,Yes,,2005,No,No,"MAPLE, SYCAMORE",No,No,New York
592969,502 EAST  117 STREET,16.0,Yes,Yes,MN34,No,Trunk Wound,2005,No,No,HONEYLOCUST,No,No,New York
