dbn,q157_how_many_adults_at_this,q78_in_planning_my_last,q173_adults_at_this_school_1,q103_in_planning_my_last,q58_overall_my_professional,q27_i_feel_respected_by_other,q64_the_principal_school_1,q64_the_principal_school,q22_i_would_recommend_this,q128_in_planning_my_last_1,q36_the_principal_school_1,q118_in_planning_my_last,q84_in_planning_my_last,q107_in_planning_my_last_1,q99_in_planning_my_last,q95_in_planning_my_last,q85_in_planning_my_last,q119_in_planning_my_last,q29_i_would_recommend_this,q155_how_many_adults_at_this,q140_discipline_is_applied_1,q108_in_planning_my_last_1,q18_central_doe_employees_1,q144_how_many_students_in_1,q62_the_principal_school_1,q51_at_this_school_curriculum_1,q12_i_am_able_to_apply_my_1,q151_how_many_adults_at_this_1,q91_in_planning_my_last_1,q112_in_planning_my_last,q26_teachers_respect_other_1,q72_how_much_influence_do,q50_at_this_school_teachers_1,q172_adults_at_this_school_1,q19_the_chancellor_is_an_1,q28_teachers_at_this_school_1,q68_the_principal_assistant,q59_overall_my_professional_1,q53_at_this_school_teachers,q5_i_am_able_to_receive_1,q139_how_many_students_in_1,q59_overall_my_professional,q95_in_planning_my_last_1,q87_in_planning_my_last,q54_at_this_school_school,q141_behavioral_supports,q146_how_many_students_in_1,q115_in_planning_my_last_1,q147_how_many_students_in,q96_in_planning_my_last,q92_in_planning_my_last,q66_the_principal_assistant,q113_in_planning_my_last,q32_the_principal_school,q174_adults_at_this_school_1,q111_in_planning_my_last_1,q137_how_many_students_in,q75_the_performance_of_the,q2_how_many_teachers_at_this,q116_in_planning_my_last_1,q156_how_many_adults_at_this_1,q89_in_planning_my_last_1,q153_how_many_adults_at_this,q148_how_many_students_in,q76_the_performance_of_the,q68_the_principal_assistant_1,q120_in_planning_my_last,q167_my_students_are_safe,q137_how_many_students_in_1,q63_the_principal_school,q24_it_s_ok_in_this_school,q122_in_planning_my_last_1,q161_it_s_a_priority_at_this,q5_i_am_able_to_receive,q67_the_principal_assistant,q133_in_planning_my_last_1,q44_this_school_has_well,q82_in_planning_my_last,q30_i_feel_respected_by_the,q94_in_planning_my_last_1,q141_behavioral_supports_1,q19_the_chancellor_is_an,q37_the_principal_school,q41_at_this_school_students,q20_i_trust_the_chancellor_1,q151_how_many_adults_at_this,q133_in_planning_my_last,q174_adults_at_this_school,q144_how_many_students_in,q157_how_many_adults_at_this_1,q113_in_planning_my_last_1,q90_in_planning_my_last_1,q31_the_principal_school,q166_my_students_are_safe_1,q39_in_this_school_the_staff_1,q155_how_many_adults_at_this_1,q37_the_principal_school_1,q35_the_principal_school_1,q55_at_this_school_the,q58_overall_my_professional_1,q163_at_this_program_teachers_1,q168_my_students_are_safe_1,q66_the_principal_assistant_1,q13_i_am_able_to_develop_1,q15_i_am_able_to_distinguish_1,q41_at_this_school_students_1,q16_i_feel_respected_by_the,q176_adults_at_this_school,q156_how_many_adults_at_this,q124_in_planning_my_last_1,q93_in_planning_my_last,q149_how_many_students_in_1,q104_in_planning_my_last,q119_in_planning_my_last_1,q53_at_this_school_teachers_1,q102_in_planning_my_last_1,q145_how_many_students_in,q152_how_many_adults_at_this_1,q160_it_s_a_priority_at_this_1,q71_the_principal_assistant_1,q6_i_am_able_to_use_my_1,q138_how_many_students_in,q49_at_this_school_teachers_1,q83_in_planning_my_last_1,q20_i_trust_the_chancellor,q9_i_am_able_to_affirm_racial,q73_how_much_influence_do,q3_how_many_teachers_at_this_1,q73_how_much_influence_do_1,q35_the_principal_school,q127_in_planning_my_last,q97_in_planning_my_last_1
05M092,0.79,,0.0,,0.8,0.94,0.0,1.0,1.0,0.27,0.06,,,,,,,,0.93,0.92,0.09,,,0.18,0.07,0.15,0.0,0.0,,,0.06,1.0,0.08,0.0,,0.06,1.0,0.07,1.0,0.0,0.07,0.93,,,1.0,,0.36,,0.79,,,1.0,,0.94,0.0,,0.86,0.62,0.88,,0.0,,1.0,0.64,0.62,0.0,,1.0,0.14,0.93,0.88,,,1.0,0.93,0.27,1.0,,0.94,,,,0.94,1.0,,1.0,0.73,0.0,0.82,0.21,,,0.94,0.12,0.0,0.08,0.06,0.0,1.0,0.2,,0.0,0.0,0.0,0.06,0.0,,0.0,1.0,0.18,,0.18,,,0.0,,0.93,0.0,,0.13,0.0,0.71,0.0,,,1.0,0.93,0.13,0.07,1.0,0.73,
18K244,0.84,,0.0,,0.66,0.9,0.05,0.95,0.79,0.0,0.44,1.0,,,,,,1.0,0.59,0.86,0.22,,,0.25,0.13,0.21,0.02,0.09,,,0.1,0.5,0.11,0.0,,0.1,0.92,0.3,1.0,0.02,0.26,0.7,,,1.0,,0.31,0.0,0.76,,,1.0,,0.64,0.0,,0.87,0.84,0.8,0.0,0.12,,0.91,0.63,0.78,0.08,1.0,1.0,0.13,0.55,0.78,0.0,,0.98,0.76,0.0,1.0,,0.7,,,,0.72,0.95,,0.91,1.0,0.0,0.75,0.16,,,0.59,0.05,0.05,0.14,0.28,0.28,0.92,0.34,,0.04,0.0,0.02,0.0,0.05,,0.0,0.88,0.09,,0.22,,0.0,0.0,,0.97,0.12,,0.31,0.02,0.58,0.08,,,1.0,0.66,0.21,0.34,0.72,0.97,
10X244,0.95,0.0,0.0,1.0,0.96,0.94,0.04,0.96,0.94,0.06,0.09,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.94,0.91,0.22,0.0,,0.24,0.04,0.05,0.04,0.05,0.0,1.0,0.06,0.91,0.02,0.0,,0.06,0.93,0.07,1.0,0.07,0.22,0.93,0.0,1.0,1.0,0.0,0.26,0.0,0.85,1.0,1.0,0.96,1.0,0.94,0.0,0.0,0.78,0.94,0.81,0.11,0.09,0.0,0.91,0.78,0.86,0.07,1.0,0.0,0.22,0.96,0.87,0.0,0.0,0.93,0.91,0.06,0.96,1.0,0.93,0.0,0.0,,0.96,1.0,,0.95,0.94,0.0,0.76,0.05,0.0,0.0,0.96,0.0,0.04,0.09,0.04,0.07,0.98,0.04,0.0,0.0,0.04,0.07,0.04,0.0,,0.0,0.91,0.06,1.0,0.22,1.0,0.0,0.0,0.0,0.89,0.07,0.0,0.09,0.02,0.7,0.06,0.0,,0.98,0.91,0.15,0.09,0.93,0.94,0.0
05M148,0.67,0.0,0.12,,0.5,0.77,0.31,0.69,0.46,0.0,0.31,,,,,,,,0.46,0.69,0.36,,,0.46,0.33,0.46,0.08,0.15,,,0.31,0.77,0.25,0.14,,0.38,0.5,0.38,0.85,0.15,0.38,0.62,,,0.62,0.0,0.77,,0.31,,,0.46,,0.69,0.12,,0.62,0.25,0.54,,0.31,,0.69,0.23,0.44,0.5,,0.0,0.38,0.69,0.46,,0.0,0.85,0.69,0.29,0.62,,0.77,,0.0,,0.62,0.69,,0.85,0.71,0.88,0.54,0.33,,,0.58,0.0,0.23,0.31,0.38,0.23,0.69,0.5,0.0,0.0,0.54,0.15,0.08,0.31,,0.75,0.69,0.33,,0.85,,,0.15,,0.54,0.31,0.0,0.42,0.0,0.38,0.23,,,1.0,0.92,0.54,0.08,0.77,0.83,
10X351,0.72,0.0,0.0,1.0,0.72,1.0,0.28,0.72,0.44,0.0,0.33,,,0.0,,1.0,,,0.61,0.72,0.39,0.0,,0.47,0.22,0.44,0.26,0.06,,1.0,0.06,0.94,0.31,0.0,,0.0,0.56,0.33,0.72,0.21,0.44,0.67,0.0,,0.89,0.0,0.33,,0.78,1.0,1.0,0.67,1.0,0.67,0.0,0.0,1.0,0.57,0.58,,0.28,,0.83,0.5,0.5,0.44,,0.0,0.0,0.78,0.78,,0.0,0.79,0.67,0.17,0.72,,0.61,0.2,0.0,,0.78,1.0,,0.94,0.83,1.0,0.53,0.28,0.0,,0.44,0.0,0.17,0.28,0.22,0.17,0.67,0.28,0.0,0.0,0.33,0.16,0.05,0.0,,1.0,0.72,0.14,1.0,0.56,1.0,,0.28,,0.89,0.28,0.0,0.44,0.05,0.67,0.22,,,0.95,0.94,0.33,0.06,0.83,1.0,0.0
13K020,0.88,,0.0,,0.86,0.96,0.04,0.96,0.96,0.0,0.07,,,,,,,,0.96,0.96,0.04,,,0.31,0.04,0.04,0.04,0.04,,,0.0,0.89,0.12,0.0,,0.04,0.96,0.18,1.0,0.03,0.04,0.82,,,1.0,,0.19,,0.85,,,0.96,,0.96,0.0,,1.0,0.7,0.9,,0.04,,0.96,0.86,0.77,0.04,,1.0,0.0,1.0,0.96,,,0.97,0.96,0.04,1.0,,0.93,,,,0.96,1.0,,0.96,0.96,0.0,0.69,0.12,,,0.96,0.0,0.04,0.04,0.04,0.04,1.0,0.14,,0.0,0.04,0.07,0.04,0.0,,0.0,0.96,0.04,,0.23,,,0.0,,0.96,0.04,,0.07,0.0,0.86,0.04,,,1.0,0.93,0.17,0.07,0.96,0.96,
11X106,0.83,1.0,0.0,1.0,0.81,0.91,0.03,0.97,0.99,0.07,0.03,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.96,0.76,0.11,0.0,,0.31,0.03,0.07,0.0,0.13,0.0,1.0,0.14,0.72,0.1,0.0,,0.06,0.95,0.2,0.98,0.06,0.21,0.8,0.0,1.0,1.0,1.0,0.41,0.0,0.73,1.0,1.0,0.92,1.0,0.95,0.0,0.0,0.79,0.8,0.73,0.0,0.13,0.0,0.83,0.6,0.78,0.05,1.0,1.0,0.21,0.95,0.85,0.0,1.0,0.94,0.89,0.07,0.95,1.0,0.95,0.0,0.0,,0.98,1.0,,0.87,0.93,0.0,0.69,0.17,0.0,0.0,0.92,0.0,0.02,0.24,0.02,0.03,0.97,0.19,0.0,0.0,0.08,0.02,0.0,0.0,,0.0,0.87,0.02,1.0,0.29,1.0,0.0,0.02,0.0,0.9,0.15,0.0,0.11,0.0,0.63,0.13,0.0,,1.0,0.77,0.25,0.23,0.97,0.96,0.0
17K382,0.83,0.0,0.0,,0.89,0.94,0.11,0.89,0.89,,0.11,1.0,,,1.0,1.0,,1.0,0.89,0.71,0.06,,,0.25,0.18,0.18,0.12,0.22,,,0.17,0.83,0.11,0.1,,0.0,0.94,0.11,1.0,0.06,0.39,0.89,0.0,,0.89,0.0,0.25,0.0,0.61,1.0,0.83,0.94,,1.0,0.0,,0.83,0.87,0.65,0.0,0.18,,0.89,0.56,0.79,0.06,0.83,0.0,0.17,0.94,0.83,0.0,0.0,0.94,0.89,,0.89,,0.94,0.0,0.0,,0.89,0.94,,0.78,,1.0,0.75,0.17,,,0.94,0.0,0.11,0.29,0.11,0.06,0.94,0.11,0.0,0.0,0.06,0.12,0.17,0.06,,1.0,0.82,,1.0,0.62,,0.0,0.0,0.0,0.78,0.17,0.0,0.06,0.0,0.67,0.06,,,0.94,0.89,0.35,0.11,0.94,,0.0
09X236,0.83,1.0,0.0,,0.6,1.0,0.08,0.92,0.96,0.14,0.24,,0.0,,,,0.0,,1.0,0.76,0.05,,,0.15,0.36,0.16,0.12,0.04,0.0,,0.04,0.8,0.2,0.0,,0.0,0.76,0.32,0.96,0.12,0.24,0.68,,0.0,0.96,0.5,0.3,,0.76,,,0.96,,0.64,0.0,,0.92,0.91,0.77,,0.17,0.0,0.88,0.68,0.92,0.24,,1.0,0.08,0.72,0.92,,,0.88,0.76,0.23,0.92,0.0,0.8,,0.5,,0.84,1.0,,0.96,0.77,0.0,0.85,0.17,,0.0,0.76,0.39,0.04,0.24,0.16,0.12,0.84,0.4,,0.0,0.04,0.0,0.0,0.0,,0.0,0.83,0.07,,0.25,,,0.04,,0.96,0.04,,0.32,0.0,0.64,0.12,0.0,,0.92,0.83,0.15,0.17,0.88,0.93,
12X006,0.93,,0.0,,0.93,0.97,0.0,1.0,1.0,0.0,0.0,,,,0.0,0.0,,,0.97,0.93,0.04,,,0.15,0.0,0.12,0.03,0.03,0.0,,0.06,0.9,0.12,0.0,,0.03,1.0,0.0,1.0,0.03,0.07,1.0,0.0,,1.0,,0.16,,0.9,0.0,0.0,1.0,,1.0,0.0,,0.97,0.96,0.87,,0.04,,1.0,0.86,0.96,0.0,,1.0,0.03,1.0,0.87,,,0.97,0.97,0.0,1.0,,1.0,0.0,,,1.0,0.97,,0.97,1.0,0.0,0.85,0.07,,,1.0,0.05,0.0,0.07,0.0,0.0,0.97,0.07,,0.0,0.0,0.03,0.03,0.03,,0.0,0.96,0.0,0.0,0.15,,,0.0,0.0,1.0,0.03,,0.03,0.03,0.83,0.03,,,0.97,0.93,0.16,0.07,1.0,1.0,0.0
09X058,0.96,,0.0,,0.78,0.9,0.07,0.93,0.9,0.05,0.13,,,,,,,,0.83,0.79,0.08,,,0.25,0.15,0.22,0.06,0.04,,,0.07,0.57,0.15,0.0,,0.07,0.96,0.15,1.0,0.2,0.25,0.85,,,0.97,,0.16,,0.79,,,0.96,,0.93,0.0,,0.89,0.75,0.78,,0.11,,0.89,0.82,0.72,0.04,,0.9,0.11,0.85,0.87,,0.0,0.8,0.85,0.14,1.0,,0.87,,,,0.87,0.97,,0.96,0.86,0.0,0.75,0.04,,,0.83,0.33,0.0,0.21,0.13,0.1,0.93,0.22,0.0,0.0,0.04,0.0,0.12,0.03,,0.0,0.89,0.1,,0.29,,,0.0,,0.89,0.04,0.0,0.11,0.03,0.61,0.07,,,1.0,0.71,0.25,0.29,0.9,0.95,
07X298,0.76,0.0,0.0,1.0,0.85,1.0,0.0,1.0,0.85,0.17,0.0,0.78,,0.0,,,,0.89,0.81,0.72,0.19,0.0,,0.42,0.04,0.04,0.04,0.28,,0.89,0.04,0.81,0.08,0.0,,0.0,0.88,0.08,0.89,0.0,0.42,0.92,,,0.96,0.0,0.58,0.0,0.5,,,1.0,1.0,0.93,0.0,0.11,0.69,1.0,0.58,0.11,0.28,,0.75,0.38,0.88,0.12,0.89,0.0,0.31,0.92,0.93,0.0,0.0,1.0,0.92,0.0,0.96,,0.96,,0.0,,0.93,0.96,,0.72,1.0,0.0,0.58,0.24,0.0,,0.93,0.0,0.0,0.28,0.07,0.07,0.96,0.15,0.0,0.0,0.0,0.04,0.0,0.04,,0.0,0.72,0.0,,0.5,1.0,0.11,0.11,,0.73,0.28,0.0,0.12,0.0,0.46,0.08,,,1.0,0.84,0.41,0.16,0.93,1.0,
13K553,0.88,0.0,0.0,,1.0,1.0,0.0,1.0,1.0,,0.0,,,,,,,,1.0,0.88,0.0,,,0.0,0.09,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,,0.0,1.0,0.1,1.0,0.09,0.38,0.9,,,1.0,0.0,0.57,,0.57,0.0,,1.0,,1.0,0.0,,0.88,0.6,0.91,,0.12,,1.0,0.5,,0.0,,0.0,0.12,1.0,0.91,,0.0,0.91,1.0,,1.0,,1.0,,0.0,,1.0,1.0,,1.0,,1.0,1.0,0.12,,,1.0,0.0,0.0,0.12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.88,,,0.57,,,0.0,,0.86,0.0,0.0,0.1,0.0,0.5,0.0,,,1.0,1.0,0.27,0.0,1.0,,
07X224,0.87,0.0,0.0,0.89,0.79,0.88,0.17,0.83,0.58,0.0,0.12,1.0,,0.0,,,,0.83,0.75,0.74,0.33,0.0,,0.29,0.08,0.27,0.08,0.12,,1.0,0.21,0.92,0.24,0.0,,0.29,0.83,0.25,1.0,0.17,0.36,0.75,,,0.96,0.0,0.5,0.0,0.62,,,0.79,1.0,0.88,0.0,0.11,0.7,0.38,0.64,0.0,0.3,,0.61,0.54,0.44,0.17,1.0,0.0,0.3,0.96,0.83,0.0,0.0,0.83,0.83,0.0,0.88,,0.88,,0.0,,0.96,0.96,,0.88,1.0,0.0,0.71,0.13,0.0,,0.75,0.0,0.0,0.26,0.04,0.04,1.0,0.21,0.0,0.0,0.21,0.0,0.04,0.04,,0.0,0.7,0.0,,0.42,0.89,0.17,0.0,,0.75,0.33,0.0,0.25,0.0,0.57,0.17,,,1.0,0.92,0.4,0.08,0.96,1.0,
12X134,0.82,1.0,0.0,,0.89,0.93,0.07,0.93,0.87,0.14,0.17,,,,,,,,0.9,0.89,0.13,,,0.27,0.07,0.07,0.0,0.07,,,0.03,0.79,0.03,0.0,,0.03,0.93,0.04,1.0,0.0,0.11,0.96,,,1.0,1.0,0.45,,0.71,,,0.97,,0.86,0.0,,0.79,0.76,0.76,,0.14,,0.85,0.61,0.75,0.07,,0.94,0.21,0.86,0.9,,1.0,1.0,0.87,0.0,0.97,,0.87,,0.0,,0.9,0.97,,0.93,1.0,0.0,0.73,0.18,,,0.9,0.12,0.0,0.11,0.1,0.1,0.96,0.11,0.0,0.11,0.03,0.03,0.0,0.03,,0.0,0.86,0.05,,0.32,,,0.0,,0.93,0.11,0.0,0.03,0.0,0.64,0.07,,,0.97,0.86,0.32,0.14,0.9,0.95,
09X022,0.68,0.0,0.0,1.0,0.74,0.88,0.09,0.91,0.79,0.11,0.18,0.71,1.0,0.0,0.88,0.88,0.86,0.86,0.82,0.77,0.24,0.1,,0.38,0.31,0.23,0.1,0.03,0.0,1.0,0.12,0.79,0.23,0.0,,0.18,0.76,0.23,0.88,0.16,0.3,0.77,0.12,0.86,0.82,0.0,0.42,0.14,0.67,1.0,0.88,0.76,1.0,0.73,0.0,0.0,0.61,0.6,0.67,0.43,0.2,0.0,0.71,0.48,0.56,0.24,0.86,0.0,0.39,0.94,0.82,0.14,0.0,0.84,0.7,0.11,0.82,1.0,0.88,0.12,0.0,,0.82,1.0,,0.97,0.89,0.0,0.62,0.32,0.0,0.29,0.79,0.0,0.0,0.23,0.18,0.24,0.88,0.26,0.0,0.0,0.24,0.18,0.06,0.0,,0.0,0.8,0.11,0.75,0.3,1.0,0.14,0.12,0.0,0.88,0.13,0.0,0.21,0.06,0.48,0.16,0.0,,0.94,0.85,0.31,0.15,0.76,0.89,0.12
11X087,0.73,,0.0,,0.64,0.88,0.22,0.78,0.96,0.12,0.24,,,,,,,,0.85,0.7,0.17,,,0.35,0.22,0.2,0.12,0.17,,,0.15,0.46,0.21,0.0,,0.12,0.87,0.36,0.88,0.2,0.28,0.64,,,0.92,,0.48,,0.6,,,0.91,,0.81,0.0,,0.8,0.7,0.59,,0.26,,0.73,0.36,0.74,0.13,,1.0,0.2,0.77,0.65,,,0.8,0.83,0.12,0.92,,0.92,,,,0.96,0.96,,0.83,0.88,0.0,0.65,0.27,,,0.92,0.0,0.08,0.3,0.04,0.08,0.88,0.36,,0.0,0.09,0.12,0.12,0.04,,0.0,0.74,0.06,,0.61,,,0.12,,0.76,0.27,,0.22,0.04,0.56,0.12,,,0.96,0.75,0.44,0.25,0.92,0.88,
10X284,0.94,0.0,0.0,1.0,0.94,0.89,0.06,0.94,0.94,0.0,0.06,,,0.0,,,,,1.0,0.82,0.06,0.0,,0.06,0.0,0.06,0.21,0.06,,1.0,0.06,0.94,0.11,0.0,,0.11,0.94,0.06,0.89,0.11,0.12,0.94,,,0.89,0.0,0.35,,0.88,,,0.94,1.0,0.94,0.07,0.0,0.94,0.45,0.89,,0.18,,0.88,0.71,0.36,0.06,,0.0,0.06,1.0,0.94,,0.0,0.89,0.94,0.0,0.89,,1.0,,0.0,,1.0,1.0,,0.94,1.0,0.93,0.94,0.06,0.0,,1.0,0.0,0.0,0.18,0.0,0.06,0.94,0.06,0.0,0.0,0.06,0.16,0.21,0.0,,1.0,0.82,0.0,,0.41,1.0,,0.11,,0.94,0.06,0.0,0.06,0.16,0.82,0.17,,,0.95,0.94,0.16,0.06,0.94,,
16K308,0.89,,0.0,,0.95,0.95,0.0,1.0,0.89,0.0,0.06,,,,,,,,1.0,0.72,0.0,,,0.27,0.0,0.05,0.05,0.11,,,0.11,0.89,0.05,0.0,,0.05,0.95,0.05,1.0,0.05,0.33,0.95,,,1.0,,0.47,,0.67,,,1.0,,1.0,0.0,,0.72,0.92,0.95,,0.17,,0.78,0.5,0.93,0.05,,1.0,0.28,1.0,0.84,,,0.95,0.95,0.0,1.0,,0.95,,,,1.0,1.0,,0.89,1.0,0.0,0.73,0.11,,,1.0,0.4,0.0,0.28,0.0,0.0,1.0,0.05,,0.0,0.0,0.05,0.05,0.0,,0.0,0.83,0.0,,0.67,,,0.0,,1.0,0.11,,0.0,0.0,0.78,0.05,,,1.0,0.89,0.15,0.11,1.0,1.0,
14K586,0.89,0.0,0.0,1.0,0.88,0.97,0.17,0.83,0.89,0.11,0.06,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.92,0.8,0.11,0.17,,0.29,0.11,0.2,0.1,0.12,0.0,0.83,0.0,0.94,0.09,0.0,,0.03,0.83,0.12,0.94,0.08,0.36,0.88,0.0,1.0,1.0,0.0,0.4,0.18,0.64,0.75,0.88,0.89,1.0,0.97,0.0,0.0,0.75,0.5,0.8,0.0,0.15,0.0,0.86,0.56,0.44,0.17,1.0,0.0,0.25,0.89,0.97,0.09,0.0,0.92,0.85,0.0,0.8,1.0,0.94,0.12,0.0,,0.94,1.0,,0.88,1.0,1.0,0.71,0.11,0.0,0.0,0.83,0.0,0.0,0.2,0.06,0.08,0.97,0.12,0.0,0.0,0.11,0.08,0.05,0.0,,1.0,0.85,0.0,1.0,0.31,1.0,0.0,0.06,0.0,0.86,0.12,0.0,0.23,0.0,0.53,0.06,0.0,,1.0,0.92,0.28,0.08,0.92,1.0,0.0
KCNK,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,,0.0,0.0
12X480,1.0,0.0,0.0,,0.92,0.92,0.08,0.92,0.69,,0.15,0.0,,,,,,0.0,0.77,1.0,0.09,,,0.09,0.08,0.0,0.0,0.1,,,0.15,0.92,0.0,0.0,,0.0,0.92,0.0,1.0,0.08,0.5,1.0,,,1.0,0.0,0.45,0.0,0.67,,,0.92,,0.92,0.0,,0.67,0.42,0.85,0.0,0.0,,0.8,0.55,0.4,0.08,0.0,0.0,0.33,1.0,0.69,0.0,0.0,0.92,0.92,,1.0,,0.85,,0.0,,0.85,1.0,,0.9,,1.0,0.91,0.0,,,0.85,0.0,0.08,0.0,0.15,0.08,0.92,0.08,0.0,0.0,0.08,0.15,0.0,0.0,,1.0,1.0,,,0.45,,0.0,0.0,,0.83,0.1,0.0,0.08,0.0,0.5,0.08,,,1.0,1.0,0.15,0.0,0.92,,
11X566,0.97,0.0,0.0,1.0,0.91,0.88,0.03,0.97,1.0,0.0,0.0,0.88,1.0,0.0,1.0,1.0,1.0,0.88,1.0,0.91,0.03,0.0,,0.15,0.03,0.16,0.0,0.0,0.0,1.0,0.03,1.0,0.1,0.0,,0.15,0.94,0.09,0.97,0.03,0.26,0.91,0.0,1.0,1.0,0.0,0.44,0.0,0.7,1.0,1.0,0.91,1.0,1.0,0.0,0.0,0.85,0.85,0.85,0.12,0.06,0.0,1.0,0.5,0.96,0.06,0.88,0.0,0.15,0.97,0.97,0.12,0.0,0.97,0.97,0.0,1.0,1.0,0.97,0.0,0.0,,1.0,1.0,,1.0,1.0,0.0,0.85,0.03,0.0,0.0,1.0,0.0,0.0,0.09,0.0,0.0,1.0,0.09,0.0,0.0,0.09,0.0,0.0,0.0,,0.0,0.94,0.0,1.0,0.53,1.0,0.12,0.03,0.0,0.79,0.09,0.0,0.06,0.0,0.71,0.06,0.0,,0.97,1.0,0.09,0.0,1.0,1.0,0.0
19K618,0.7,0.0,0.04,1.0,0.85,0.96,0.15,0.85,0.89,0.0,0.15,1.0,1.0,0.2,,,0.88,1.0,0.93,0.63,0.2,0.0,,0.25,0.22,0.17,0.0,0.19,0.0,0.8,0.11,0.96,0.16,0.04,,0.04,0.93,0.08,0.89,0.0,0.3,0.92,,1.0,0.96,0.0,0.33,0.0,0.7,,,0.93,1.0,0.89,0.04,0.2,0.81,0.93,0.62,0.0,0.3,0.0,0.78,0.59,0.94,0.07,1.0,0.0,0.19,0.89,0.93,0.0,0.0,1.0,0.89,0.0,0.93,1.0,0.89,,0.0,,0.96,0.96,,0.81,1.0,0.96,0.75,0.3,0.0,0.0,0.88,0.0,0.04,0.37,0.04,0.07,0.93,0.15,0.0,0.0,0.07,0.0,0.0,0.04,,0.9,0.7,0.0,,0.36,1.0,0.0,0.11,,0.85,0.22,0.0,0.19,0.0,0.59,0.19,0.0,,1.0,0.96,0.38,0.04,0.93,1.0,
18K635,1.0,0.0,0.0,1.0,1.0,0.93,0.0,1.0,1.0,,0.0,,,0.0,,,,,1.0,0.92,0.0,0.0,,0.33,0.07,0.0,0.06,0.0,,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.33,1.0,,,1.0,0.0,0.2,,0.87,,,1.0,1.0,1.0,0.0,0.0,0.93,0.67,0.94,,0.0,,1.0,0.8,0.64,0.0,,0.0,0.07,1.0,1.0,,0.0,1.0,1.0,,1.0,,1.0,,0.0,,1.0,1.0,,1.0,,1.0,0.67,0.0,0.0,,1.0,0.0,0.0,0.08,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,,,0.4,1.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.6,0.0,,,1.0,1.0,0.12,0.0,1.0,,
KBYG,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,,0.0,0.0
08X075,0.9,0.86,0.0,,0.88,0.97,0.03,0.97,0.94,0.05,0.06,,0.0,,0.0,0.0,0.0,,0.94,0.84,0.08,,,0.17,0.06,0.1,0.03,0.03,0.0,,0.03,0.88,0.06,0.0,,0.03,1.0,0.12,0.97,0.08,0.23,0.88,0.0,0.0,0.94,1.0,0.33,,0.9,0.0,0.0,1.0,,0.94,0.0,,0.94,0.84,0.81,,0.06,0.0,0.87,0.65,0.8,0.0,,1.0,0.06,0.97,0.94,,1.0,0.92,1.0,0.09,0.97,0.0,0.97,0.0,0.0,,0.97,1.0,,0.97,0.91,0.0,0.83,0.1,,0.0,0.97,0.19,0.03,0.16,0.03,0.03,0.97,0.12,0.0,0.06,0.0,0.03,0.06,0.0,,0.0,0.94,0.05,0.0,0.17,,,0.03,0.0,0.94,0.06,0.0,0.12,0.03,0.77,0.09,0.0,,0.97,0.91,0.19,0.09,0.97,0.91,0.0
