property_id_1,_2nd_largest_property_use,multifamily_housing_number_5,pre_school_daycare_gross,museum_gross_floor_area_ft,municipally_supplied_potable,city,data_center_it_source_energy,_2nd_largest_property_use_1,restaurant_weekly_operating,weather_normalized_site_2,electricity_use_grid_purchase_2,energy_star_certification_1,fuel_oil_5_6_use_kbtu,site_energy_use_kbtu,energy_star_score,property_gfa_calculated_2,hospital_general_medical_12,property_gfa_calculated,multifamily_housing_number_6,estimated_data_flag_natural,leed_us_project_id,metered_areas_energy,national_median_site_energy,retail_store_percent_that,mailing_center_post_office,net_emissions_metric_tons,fitness_center_health_club,hospital_general_medical_3,multifamily_housing_government,bank_branch_number_of,district_steam_use_kbtu,site_eui_kbtu_ft,national_median_total_ghg,hospital_general_medical_1,metered_areas_water,enclosed_mall_gross_floor,laboratory_gross_floor_area,water_score_multifamily_only,other_number_of_computers,green_power_onsite_kwh,census_tract,bank_branch_gross_floor_area,nyc_borough_block_and_lot,retail_store_open_or_closed,hotel_gym_fitness_center,community_board
2809382,Retail Store,0.0,,,,Bronx,,3150.0,,52628.2,,,,4869260.4,,,,78565.0,65.0,No,,Whole Building,9572224.5,0.0,,258.6,,,,,,62.0,508.4,,Whole Building,,,,,,38301.0,,2-03159-0007,0.0,,205.0
6222490,,0.0,,,,Bronx,,,,1594.9,412061.8,,,3533364.8,19.0,,,26515.0,6.0,No,,Whole Building,2850086.9,,,264.9,,,,,,133.3,213.6,,,,,,,,239.0,,02-3183-37,,,205.0
2817672,,0.0,,,,Bronx,,,,49345.5,882671.4,,,5504587.8,57.0,,,71550.0,12.0,No,,Whole Building,5778596.0,,,312.1,,,No,,,76.9,327.6,,,,,,,38580.0,26702.0,,2-03249-0046,,,208.0
6220301,,0.0,,,,Bronx,,,,0.0,835625.1,,,5033855.2,33.0,,,48175.0,8.0,No,,Whole Building,4529227.0,,,385.6,,,,,,104.5,347.0,,,,,,,,251.0,,02-3195-16,,,205.0
5889721,,,,,,Bronx,,,,4977.2,7939150.8,,,8385406.6,,,,114473.0,,No,,Whole Building,8979003.4,,,727.6,,,,,,73.3,779.1,,,,,,,,283.0,,2032660013,,,208.0
2936194,,,,,,astoria,,,,20381.9,1457463.4,,,3369131.2,,,,53550.0,,No,,Whole Building,2332261.2,,,230.8,,,,,,62.9,159.7,,Whole Building,,,,,,57.0,,4006450010,,,401.0
2795963,,0.0,,,,Bronx,,,,61071.5,1608558.1,,,7332761.0,54.0,,,83268.0,76.0,No,,Whole Building,7563632.5,,,446.7,,,100% Yes,,,88.1,460.7,,Whole Building,,,,,,22101.0,,2028410025,,,204.0
4491161,,0.0,,,,Queens,,,,64983.5,,,,5933519.2,16.0,,,45248.0,0.0,No,,Whole Building,4685115.6,,,315.2,,,No,,,131.1,248.8,,Whole Building,,,,,,99704.0,,4-05865-0030,,,407.0
6223540,,0.0,,,,Manhattan,,,,39284.4,115914.3,,,3960875.7,85.0,,,41170.0,12.0,No,,Whole Building,5187905.9,,,220.3,,,,,,96.2,288.6,,Whole Building,,,,,,261.0,,1-02133-0016,,,112.0
4868574,,,,,,New York,,,,28788.6,8041811.0,,,10518910.5,91.0,,,140000.0,,No,,Whole Building,19904700.9,,,844.6,,,,,,75.1,1598.1,,Whole Building,,,,,,45.0,,1-00233-0026,,,102.0
3616164,Other,0.8338,,,,New York,,0.0,,2114232.7,10586279.3,,,303996058.0,74.0,,,3151841.0,0.0,Yes,,Whole Building,359620672.4,,,18252.4,,,,,,96.5,21592.2,,Whole Building,,,,,,93.0,,1-00752-0001; 1-00749-0001; 1-00749-0024; 1-00747-0001; 1-00751-0001; 1-00748-0001,,,104.0
2741316,,0.0,,,,New York,,,,8680.9,3176135.6,,,13910644.5,89.0,,,232864.0,241.0,No,,Whole Building,19296604.5,,,982.9,,,No,,9873027.3,59.7,1363.5,,,,,,,,21001.0,,2039447501,,,209.0
6223383,Parking,0.0,,,,Astoria,,2700.0,,10062.3,428165.7,,,1331928.2,88.0,2700.0,,27549.0,25.0,Yes,,Whole Building,1788060.0,,,86.0,,,No,,,53.6,115.4,,,,,58.0,,,69.0,,4-00573-0046,,,401.0
6231308,,0.0,,,,New York,,,,33431.9,554269.5,,,3594717.7,96.0,,,62459.0,54.0,No,,Whole Building,5813178.0,,,210.6,,,No,,,57.6,340.6,,,,,,,,230.0,,1-02009-0023,,,110.0
2792241,,,,,,New York,,,,139091.5,4605159.3,,,18602659.2,42.0,,,153761.0,,No,,Whole Building,17329350.2,,,1151.8,,,,,,121.0,1072.9,,Whole Building,,,,,,,,1-0130-50033,,800.0,
2643949,,,,,,New York,,,,61094.7,21070133.8,,,75219012.7,54.0,,,504688.0,,No,,Whole Building,77610579.4,,,5758.4,,,,,,149.0,5941.5,,,,,,,,277.0,,1021600001,,,112.0
6276745,,,,,,Manhattan,,,,,,,,,,,,26600.0,,,,,1791102.1,,,0.0,,,,,,,130.7,,,,,,,,58.0,,1-00825-0056,,,105.0
4964779,,0.0,,,,Flushing,,,,5261.5,3305039.9,,,3826973.3,72.0,,,95000.0,96.0,No,,Whole Building,4472592.9,,,320.7,,,No,,,40.3,374.9,,,,,,,,857.0,,4-05180-0022,,,407.0
3772862,Parking,,,,,Flushing,,0.0,,,,,,,,58000.0,,123968.0,,,,,,,,0.0,,,,,,,,,Whole Building,,,,,,907.0,,4-04382-001,,,407.0
2817346,,0.0,,,,New York,,,,2679.9,3090095.2,,,14767738.5,26.0,,,177350.0,0.0,No,,Whole Building,12629877.5,,,1045.8,,,No,,11412586.6,83.3,894.4,,Whole Building,,,,,,68.0,,1008830044,,,106.0
3116081,Office,,,,,Long Island City,,1710.0,,,,,,,,,,100000.0,,No,,Whole Building,2847280.0,,,,,,,,,,200.6,,Whole Building,,,,,,171.0,,4-00183-0250,,,402.0
5985966,,,,,,New York,,,,19216.7,3327051.4,,,5140521.8,65.0,,,55411.0,,No,,Whole Building,5951850.3,,,391.3,,,,,,92.8,453.1,,,,,,,,95.0,,1008040022,,410.0,105.0
5853361,,0.0,,,,Bronx,,,,219157.4,1203025.8,,,22357992.1,1.0,,,99008.0,42.0,No,,Whole Building,12537597.6,,,1230.3,,,100% Yes,,,225.8,689.9,,,,,,,,361.0,,2-03131-0020,,,206.0
2680912,Parking,0.0,,,,Queens,,5600.0,,51915.9,980800.2,,,5701880.4,,5600.0,,76544.0,73.0,No,,Whole Building,6439039.6,,,337.7,,,No,,,80.4,381.4,,Whole Building,,,,,,73.0,,4-00578-0013,,,401.0
2674308,Supermarket/Grocery Store,,,,,New York,,50000.0,,,30109224.7,,,95851899.5,85.0,,,1073000.0,,,,Whole Building,150354170.9,,,7034.7,,,,,65742674.3,89.3,11034.7,,Whole Building,,,,,,1502.0,,1000670001,,,101.0
4624722,,,,,,Brooklyn,,,,0.0,3674693.0,,,3674692.8,,,,360000.0,,Yes,,Whole Building,,,,309.6,,,,,,10.2,,,Whole Building,,,,,53552.9,563.0,,3024720350,,,301.0
2817670,,0.0,,,,Bronx,,,,68334.2,1530233.2,,,8076639.8,75.0,,,105846.0,24.0,No,,Whole Building,9666134.7,,,466.3,,,No,,,76.3,558.0,,,,,,,56620.0,40304.0,,2-03314-0041,,,207.0
6251724,,0.0,,,,Brooklyn,,,,29979.2,456441.7,,,3195357.7,45.0,,,36150.0,0.0,No,,Whole Building,3109659.7,,,185.9,,,No,,,88.4,181.0,,Whole Building,,,19.0,,,331.0,,3-01326-0035,,,309.0
2801676,,0.0,,,,Brooklyn,,,,,1146665.4,,,1146665.3,100.0,,,62524.0,73.0,,,Whole Building,2639382.0,,,101.7,,,,,,18.3,234.0,,,,,,,,329.0,,3013160001,,,309.0
4413921,,0.08518,,,,Manhattan,,,,20518.5,2226570.9,,,4093667.6,2.0,,,58700.0,15.0,No,,Whole Building,2523881.1,,,296.6,,,No,,,69.7,182.8,,,,,,,,99.0,,1-00690-7501,,,104.0
2975830,,0.0,,,,Bronx,,,,61688.4,730418.8,,,6485961.3,33.0,,,55300.0,58.0,No,,Whole Building,5820480.1,,,370.5,,,No,,,117.3,332.5,,Whole Building,,,,,,336.0,,2-04543-0021,,,212.0
2715968,,0.0,,,,New York,,,,58783.6,1908736.9,,,7401720.3,61.0,,,93170.0,84.0,No,,Whole Building,7959610.1,,,461.0,,,100% Yes,,,79.4,495.7,,Whole Building,,,,,,184.0,,1-01621-0014,,,111.0
4406449,Fast Food Restaurant,,,,,New York,,6750.0,,409.1,39731750.5,2017-09-21T00:00:00.000,,61637097.7,81.0,,,818729.0,,No,,Whole Building,93114765.3,,,5147.4,,,,0.0,,75.3,7776.1,,Whole Building,,,,,,113.0,2579.0,1-00814-0019,,,105.0
2643973,,0.0,,,,Bronx,,,,3627.7,732861.8,,,6775757.6,15.0,,,57000.0,0.0,Yes,,Whole Building,5281097.5,,,511.9,,,,,,118.9,399.0,,Whole Building,,,,,,23301.0,,2028280030,,,205.0
2638790,,0.0,,,,Sunnyside,,,,,593831.0,,,4332650.4,,,,61950.0,0.0,No,,Whole Building,5930075.3,,,251.2,,,,,,69.9,343.9,,Whole Building,,,,,,,,4-00161-0033,,,
3568901,,,,,3407.5,New York,,,,18447.0,16704469.6,,,60255852.0,30.0,,,442000.0,,No,,Whole Building,50523026.1,,,4348.2,,,,,41706682.4,136.3,3645.9,,Whole Building,,,,,,11201.0,,1-01274-0011,,,105.0
1560916,Data Center,,,,4800.0,New York,2851684.0,1071.0,,,10215698.6,2015-12-10T00:00:00.000,,13647365.6,95.0,,,269470.0,,,,Whole Building,27882277.1,,,1133.6,,,,,3431667.1,50.6,2316.0,,Whole Building,,,,,,11203.0,,1013137502,,,105.0
6278696,,0.0,,,,Brooklyn,,,,,,,,,,,,89000.0,0.0,,,,5306032.7,,,0.0,,,,,,,356.3,,,,,,,,788.0,,3-05229-0017,,,314.0
2637424,Other,,,,7379.4,New York,,10800.0,77.0,9330.0,3991906.9,,,8746565.3,49.0,,,79050.0,,No,,Whole Building,8704761.4,,,691.2,,,,,,110.6,687.9,,,,,,7.0,,113.0,,1-00993-0001,,,105.0
4928744,,0.88525,,,,New York,,,,61674.4,1923846.0,,,7573851.7,3.0,,,61000.0,0.0,No,,Whole Building,4815540.2,,,470.7,,,No,,,124.2,299.3,,,,,,,,72.0,,1-00886-7502,,,106.0
2643965,,0.0,,,,Bronx,,,,51154.8,972045.0,,,6087525.7,15.0,,,57000.0,0.0,Yes,,Whole Building,4742172.7,,,357.9,,,,,,106.8,278.8,,Whole Building,,,,,,241.0,,2028540056,,,205.0
6213321,,0.43023,,,,NEW YORK,,,,48124.0,2249248.7,,,6672006.3,35.0,,,86000.0,29.0,No,,Whole Building,6078766.1,,,434.3,,,No,,,77.6,395.7,,,,,,,,132.0,,1014860001,,,108.0
5067717,,,,,,New York City,,,,55787.5,8857958.0,,,14263652.9,3.0,,,112900.0,,No,,Whole Building,7528894.3,,,1072.5,,,,,,126.3,566.1,,,,,,,,45.0,,1002090019,,,102.0
6128959,Parking,0.0,,,,Rego Park,,5000.0,,,,,,,,10000.0,,160000.0,0.0,,,Whole Building,8942751.7,,,0.0,,,No,,,,600.4,,,,,,,,71304.0,,7000060005,,,406.0
2638326,,0.0,,,,New York,,,,,528804.7,,,2959057.3,93.0,,,56555.0,0.0,No,,Whole Building,4366385.5,,,176.0,,,,,,52.3,259.7,,,,,,,,,,1018900064,,,
2639769,Retail Store,,,,,New York,,19482.0,,203791.2,30230685.1,2017-09-27T00:00:00.000,,47824072.9,84.0,,,714237.0,,No,,Whole Building,76140057.0,90.0,,3614.7,,,,,,67.0,5754.9,,Whole Building,,,,,,137.0,,1-01029-7501,0.51329,,105.0
2801597,,0.0,,,,Bronx,,,,48898.6,1239544.1,,,5849485.9,39.0,,,63000.0,66.0,No,,Whole Building,5472176.8,,,354.8,,,,,,92.8,331.9,,Whole Building,,,,,,21501.0,,2028780126,,,205.0
6256858,,0.0,,,,Brooklyn,,,,30047.3,,,,2970226.0,95.0,,,42000.0,18.0,No,,Whole Building,4586509.2,,,162.9,,,100% Yes,,,70.7,251.5,,,,,,,,762.0,,,,,314.0
4266080,Retail Store,,,,,New York,,7641.0,,8324.8,14115918.3,,,24611490.4,30.0,,,190357.0,,No,,Whole Building,20421738.9,100.0,,1937.3,,,,,9663092.1,129.3,1607.5,,Whole Building,,,,0.0,,82.0,,1012760001,1.30873,2500.0,105.0
4047228,,0.0,,,,New York,,,,,,,,,,,,187973.0,0.0,,,Whole Building,11206639.1,,,,,,No,,,,752.4,,Whole Building,,,,,,76.0,,1-00832-0001,,,105.0
1025339,Financial Office,,,,,New York,8602806.7,94639.0,,9940.5,35146329.6,2017-09-18T00:00:00.000,,48476784.9,87.0,10876.0,,685962.0,,No,,Whole Building,78994414.9,,,3988.0,,,,,12336408.2,71.8,6498.5,,Whole Building,,,,,,92.0,,1012980023,,,106.0
2671721,Restaurant,,,,,New York,,21291.0,46.6,13636.7,5494302.7,,,6857970.4,83.0,,,129835.0,,No,,Whole Building,10610295.2,,,559.6,,,,,,52.8,865.7,,Whole Building,,,,12.0,,79.0,,1006450029,,,102.0
4038133,,,,,,New York,,,,,9558281.3,2017-08-31T00:00:00.000,,15656669.9,90.0,,,255544.0,,,,Whole Building,28358215.1,,,1252.4,,,,,6098388.5,61.3,2268.3,,Whole Building,,,,,,80.0,,1012950017,,,105.0
2689677,,,,,16423.7,New York,,,,9653.9,1989927.9,,,2955322.0,97.0,,,90633.0,,No,,Whole Building,6247875.2,,,227.7,,,,,,32.6,481.4,,,,,,,,76.0,,1-00832-0049,,,105.0
4409966,,,,,,Manhattan,,,,,5183960.8,,,9860563.8,,,,83267.0,,,,Whole Building,9843143.6,,,770.1,,,,,4676604.5,118.4,768.8,,,,,,,,82.0,,1-01275-0064,,,105.0
2805305,,0.0,,,,Long Island City,,,,17747.7,1977047.2,,,3604673.9,58.0,,,74097.0,47.0,No,,Whole Building,3799212.0,,,261.7,,,No,,,48.6,275.9,,Whole Building,,,,,,7.0,,4-00031-7501,,,402.0
6191713,,0.0,,,1914.4,Flushing,,,,,623031.2,,,3174540.9,5.0,,,24723.0,0.0,,,Whole Building,2151301.5,,,244.6,,,No,,,128.4,165.7,,Whole Building,,,,,,1159.0,,,,,407.0
2386047,,,,,,Flushing,,,,189491.5,22521929.6,,,41212529.3,15.0,,0.46571,171780.0,,No,,Whole Building,33505507.8,,,2989.5,,No,,,,239.9,2430.5,2.61963,Whole Building,,,,,,799.0,,4-06401-0019,,,407.0
2638790,,0.0,,,,Sunnyside,,,,,593831.0,,,4332650.4,,,,61950.0,0.0,No,,Whole Building,5930075.3,,,251.2,,,,,,69.9,343.9,,Whole Building,,,,,,,,4-00161-0033,,,
6133820,,,,,,New York,,,,,,,,,,,,133885.0,,No,,,7979379.8,,,,,,,,,,497.4,,,,,,,,89.0,,1-00718-0001,,,104.0
4405975,,0.0,,,,Jamaica,,,,55787.4,1975520.0,,156341.1,7472085.3,45.0,,,70700.0,0.0,No,,Whole Building,7258198.9,,,470.6,,,,,,105.7,457.1,,,,,,,,,,4121370020,,,
2817381,Medical Office,0.0,,,,New York,,1740.0,,326878.6,8967107.9,,,39064108.6,,,,291240.0,0.0,No,,Whole Building,24355767.3,,,2393.6,,,,,,134.1,1492.4,,Whole Building,,,,1.0,,147.0,,1011520013,,,107.0
2703067,,0.0,,,,Jackson Heights,,,,,,,,2553897.0,100.0,,,50900.0,50.0,,,Whole Building,6683253.9,,,189.5,,,No,,,50.2,496.0,,,,,,,,281.0,,4014320034,,,403.0
6242524,,,,,,Brooklyn,,,,16014.2,711530.3,,,2915039.0,,,,27610.0,,No,,Whole Building,1258065.0,,,194.7,,,,,,105.6,84.0,,,,,,,,570.0,,7364 11,,,315.0
2674083,Medical Office,0.38317,,,,New York,,14000.0,,28820.9,1543012.2,,,4176033.3,,,,60977.0,0.0,No,,Whole Building,4280887.4,,,276.7,,,No,,,68.5,283.6,,Whole Building,,,,,,15002.0,,1-01499-7501,,,108.0
2740228,Retail Store,0.0,,,,New York,,4333.0,,19294.8,5522465.3,,,22254048.5,,,,354452.0,348.0,No,,Whole Building,27143810.2,60.0,,1575.2,,,No,,14818338.7,62.8,1921.3,,,,,,,,21001.0,,2039447501,0.0,,209.0
3984806,,,,,,Long Island City,,,,29773.7,1632712.6,,,4221912.3,,,,135000.0,,No,,Whole Building,8944609.5,,,282.3,,,,,,31.3,598.0,,Whole Building,,,,10.0,,19.0,,4-00427-0027,,,402.0
3531213,Office,0.0,,,,Queens,,3600.0,,61466.3,1328187.2,,,7306373.1,,,,96772.0,92.0,No,,Whole Building,8668410.4,,,442.0,,,No,,,75.5,524.4,,Whole Building,,,,,,263.0,,4-01307-0023,,,402.0
5858542,,,,,,new york,,,,,,,,23444681.5,,,,230392.0,,,,Whole Building,59899637.8,,,1739.8,,,,,,101.8,4445.1,,,,,,,,269.0,,1-02156-0083;1-02156-0048,,,112.0
4929345,Other,,,,,New York,,258651.0,,,,,,,,,,1184201.0,,,,,93338525.5,,,0.0,,,,,,,6266.9,,,,,,,,116.0,,1-01462-0005,,,108.0
4043096,,0.98743,,,,Brooklyn,,,,36673.2,1491445.3,,,4846614.0,68.0,,,77980.0,0.0,No,,Whole Building,5459903.6,,,310.4,,,No,,,62.2,349.7,,Whole Building,,,,,,271.0,,3-01699-0027,,,303.0
3524760,,0.0,,,,Jamaica,,,,80459.3,188600.3,,,7642894.1,52.0,,,71620.0,66.0,No,,Whole Building,7756726.5,,,412.7,,,100% Yes,,,106.7,418.8,,,,,,,,466.0,,4-09845-0001,,,408.0
2801676,,0.0,,,,Brooklyn,,,,,1146665.4,,,1146665.3,100.0,,,62524.0,73.0,,,Whole Building,2639382.0,,,101.7,,,,,,18.3,234.0,,,,,,,,329.0,,3013160001,,,309.0
4917416,Other,,,,5028.4,New York,,30493.0,105.5,48737.3,2891601.8,,,7061242.1,,,,162693.0,,No,,Whole Building,12638243.3,,,477.8,,,,,,43.4,855.2,,Whole Building,,,,8.0,,5501.0,,1-00532-0015,,,102.0
3788344,,0.0,,,,Brooklyn,,,,33095.8,665439.3,,,3712495.6,88.0,,,55250.0,47.0,No,,Whole Building,5035192.2,,,220.8,,,No,,,67.2,299.5,,,,,,,,238.0,,3-05664-0035,,,312.0
4391198,,,,,,Maspeth,,,,,3636451.6,,,3636452.3,76.0,,,84000.0,,,,Whole Building,5728500.6,,,322.4,,,,,,43.3,507.9,,Whole Building,,,,,,219.0,,4026020170,,,405.0
3524527,,0.0,,,,Brooklyn,,,,52145.4,166805.9,,,5000522.7,82.0,,,57036.0,60.0,No,,Whole Building,6366843.9,,,271.5,,,100% Yes,,,87.7,345.7,,,,,,,,,,3-05927-0024,,,
6222855,,0.0,,,,Bronx,,,,,1071760.7,,,1071760.8,88.0,,,36300.0,32.0,,,Whole Building,1469996.9,,,95.0,,,,,,29.5,130.3,,,,,,,,22701.0,,2-02826-0072,,,205.0
2805195,,0.0,,,,Brooklyn,,,,101041.1,1883784.6,,,11319045.3,79.0,,,164340.0,129.0,No,,Whole Building,13978575.2,,,668.2,,,No,,,68.9,825.2,,Whole Building,,,,,,532.0,,3-06709-0001,,,314.0
2727372,,,,,,New York,,,,14837.3,2981122.1,,,4464855.3,78.0,,,78010.0,,No,,Whole Building,6355641.1,,,343.1,,,,,,57.2,488.4,,Whole Building,,,,,,137.0,,1-01026-0032,,,105.0
2819133,Retail Store,0.45568,,,,New York,,46000.0,,,,,,,,,,263259.0,0.0,No,,Whole Building,15695065.8,100.0,,,,,No,,,,1053.8,,Whole Building,,,,,,11203.0,,1-01312-7502,0.0,,105.0
4705601,,0.0,,,,Flushing,,,,120606.5,1186749.6,,,12249258.7,62.0,,,109000.0,156.0,No,,Whole Building,13285684.8,,,692.8,,,No,,,112.4,751.4,,,,,,,,863.0,,4-05051-0020,,,407.0
3248828,,0.0,,,91.4,Bronx,,,,68286.8,147402.4,,,6516382.8,98.0,,,97387.0,77.0,No,,Whole Building,11258340.3,,,351.4,,,No,,,66.9,607.0,,Whole Building,,,,,,248.0,,2043290012,,,211.0
2533749,Supermarket/Grocery Store,,,,,New York,,9500.0,122.0,2238.7,38258005.4,2017-08-14T00:00:00.000,,38481878.6,88.0,,,654067.0,,No,,Whole Building,65761879.1,,,3403.8,,,,,,58.8,5816.8,,Whole Building,,,,,,103.0,,1-00757-0031,,,104.0
2811091,,,,,,New York,,,,151.7,5509455.3,,,8835029.7,88.0,,,152135.0,,No,,Whole Building,15253462.9,,,735.0,,,,,,58.1,1268.9,,,,,,,,74.0,,1-00861-0072,,,105.0
6214786,,0.0,,,,Flushing,,,,,375331.3,,,375331.4,100.0,,,28432.0,0.0,,,Whole Building,1073158.8,,,33.3,,,No,,,13.2,95.1,,,,,,,,857.0,,4-05182-0062,,,407.0
2960812,,0.0,,,,Brooklyn,,,,,,,,202800.0,100.0,,,50000.0,72.0,No,,Whole Building,6816747.8,,,10.8,,,No,,,4.1,362.1,,,,,,,,552.0,,3-06801-0056,,,315.0
4407828,,0.47,,,,New York,,,,7839.8,14218537.6,,,22216599.6,9.0,,,340423.0,0.0,No,,Whole Building,16182533.4,,,1781.3,,,No,,7219365.4,65.3,1297.5,,,,,,,,108.0,,1-01332-0029,,,106.0
3529675,Distribution Center,,,,,Long Island City,,13125.0,,93.2,1184628.0,,,3634067.3,,,,78750.0,,No,,Whole Building,5688553.9,,,286.6,,,,,,46.1,448.6,,Whole Building,,,,35.0,,1.0,,4000690001,,,402.0
3541182,,0.96554,,,,New York,,,,473478.7,8286451.4,,,51800210.9,77.0,,,676308.0,0.0,No,,Whole Building,62637621.9,,,3045.9,,,No,,,76.6,3683.1,,,,,,,,159.0,,1-01184-0031,,,107.0
3349022,,,,,,Bronx,,,,3977.9,1250986.6,,,1621154.2,,,,96250.0,,No,,Whole Building,4450390.4,,,130.6,,,,,,16.8,358.4,,Whole Building,,,,,,,,2057097501,,,
4277211,Parking,,,,,Bayside,,8000.0,,53558.6,6934879.8,,,11912957.0,3.0,8000.0,,69620.0,,No,,Whole Building,5720201.0,,,879.3,,,,,,193.3,422.2,,,,,,,,1467.0,,4-06284-0001,,,411.0
3878102,Refrigerated Warehouse,,,,,Bronx,,190000.0,,43309.5,,,,3725146.9,,,,380000.0,,No,,Whole Building,44558091.7,,,197.9,,,,,,9.8,2366.7,,Whole Building,,,,,,93.0,,2/2604/270,,,202.0
2652078,Retail Store,,,,,New York,,63395.0,,,16364634.4,,,19648727.0,87.0,,,310000.0,,,,Whole Building,33592578.3,98.77,,1668.9,,,,,3284092.5,63.4,2853.3,,,,,,,,102.0,,1012910001,0.0631,,105.0
1557451,,,,,14044.5,New York,,,,,48838583.2,2018-02-19T00:00:00.000,,90337761.4,81.0,,,1072213.0,,,,Whole Building,135193598.5,,,7085.5,,,,,41499161.3,84.3,10603.7,,Whole Building,,,,,,9.0,,1000240001,,,101.0
2921320,,,,,,BROOKLYN,,,,233.0,1191376.6,,,1212436.7,83.0,,,88000.0,,No,,Whole Building,2267278.6,,,1.1,,,,,,13.8,2.1,,Whole Building,,,,,,932.0,,3047860022,,,317.0
1582233,Hotel,,,,,New York,,200000.0,,13810.8,35110094.2,,,63017161.1,58.0,,,587000.0,,No,,Whole Building,68712200.1,,,4947.5,,,,,26526001.2,107.4,5394.6,,Whole Building,,,,,,90.0,,1-01337-7502,,,106.0
5039283,,0.0,,,,Bronx,,,,182.6,163853.8,,,6263597.6,55.0,,,60000.0,0.0,No,,Whole Building,6480576.1,,,473.4,,,,,,104.4,489.8,,Whole Building,,,,,,265.0,,2-03200-0016,,,207.0
2747097,,0.0,,,,Bronx,,,,62832.4,1915496.8,,,7690147.2,24.0,,,69246.0,76.0,No,,Whole Building,6501148.0,,,476.5,,,100% Yes,,,111.1,402.9,,,,,,,,361.0,,2-03130-0020,,,206.0
2800511,Other,,,,,New York,,12217.0,,24.9,5609768.1,2014-11-21T00:00:00.000,,9775558.4,83.0,,,132174.0,,No,,Whole Building,15287807.1,,,810.9,,,,,,74.0,1268.2,,Whole Building,,,,1.0,,109.0,,1007850011,,,105.0
2740247,Retail Store,0.0,,,,New York,,3100.0,,9471.1,3224155.4,,,12635459.1,,,,199181.0,197.0,No,,Whole Building,15114012.3,60.0,,898.3,,,No,,8473946.2,63.4,1074.5,,,,,,,,21001.0,,2039447501,0.0,,209.0
2951298,,,,,,BROOKLYN,,,,,,,,,,,,88000.0,,,,Whole Building,2505606.4,,,0.0,,,,,,,176.5,,,,,,,,53.0,,3005910001,,,306.0
3537823,,,,,,NY,,,,,,,,,,,,200000.0,,No,,Whole Building,13466933.3,,,,,,,,,,983.0,,Whole Building,,,,,,168.0,,1-01608-0069,,,111.0
6229517,Medical Office,,,,,New York,,44419.0,,2478.2,4775503.4,,,8088302.4,,,,135765.0,,No,,Whole Building,8859240.7,100.0,,667.3,,,,,,59.6,730.9,,,,,,,,196.0,,1017740001,0.11246,,111.0
2715860,,0.0,,,,New York,,,,102957.7,2533789.8,,,12154571.9,91.0,,,202618.0,145.0,No,,Whole Building,17408917.2,,,735.7,,,100% Yes,,,60.0,1053.7,,Whole Building,,,,,,3601.0,,1-00427-0002,,,103.0
6271119,,,,,2563.2,Brooklyn,,,,,1376687.7,,,3689795.1,92.0,,,48050.0,,No,,Whole Building,7157099.3,,,244.9,,,,,,76.8,475.1,,Whole Building,,,,,,9.0,,3002500036,,,302.0
6264462,,0.0,,,,Brooklyn,,,,73069.0,113408.8,,,6944247.3,93.0,,,105300.0,33.0,No,,Whole Building,10325799.0,,,372.9,,,100% Yes,,,65.9,554.4,,,,,,,,538.0,,,,,314.0
2663886,,,,,,NEW YORK,,,,,1357157.1,,,6085397.2,48.0,,,66230.0,,,,Whole Building,5968308.3,,,434.3,,,,,4728240.0,91.9,425.9,,Whole Building,,,,,,95.0,,1-00776-0047,,,105.0
2801597,,0.0,,,,Bronx,,,,48898.6,1239544.1,,,5849485.9,39.0,,,63000.0,66.0,No,,Whole Building,5472176.8,,,354.8,,,,,,92.8,331.9,,Whole Building,,,,,,21501.0,,2028780126,,,205.0
2043394,,,,,,New York,,,,,16865509.2,2015-11-23T00:00:00.000,,27783985.0,91.0,,,498531.0,,,,Whole Building,52961068.7,,,2220.3,,,,,10918475.6,55.7,4232.2,,,,,,,,102.0,,1-01291-0051,,,105.0
2936194,,,,,,astoria,,,,20381.9,1457463.4,,,3369131.2,,,,53550.0,,No,,Whole Building,2332261.2,,,230.8,,,,,,62.9,159.7,,Whole Building,,,,,,57.0,,4006450010,,,401.0
2936772,,0.0,,,,Brooklyn,,,,,,,,991999.9,100.0,,,35000.0,40.0,No,,Whole Building,4587306.2,,,52.7,,,No,,,28.3,243.7,,,,,,,,500.0,,3-05328-0023,,,312.0
4233307,Financial Office,,,,,New York,,0.0,0.0,9151.7,25837827.2,,,53298687.0,83.0,,,598058.0,,No,,Whole Building,82600358.8,,,4102.2,,,,,26560526.9,89.1,6357.4,,Whole Building,,,,,,94.0,,1-01284-0007,,,105.0
2712342,Parking,,,,,New York,,37959.0,,,61474686.4,,,158448316.5,80.0,37959.0,,1428515.0,,,,Whole Building,231828002.9,,,0.0,,,,,35462291.0,113.9,,,Whole Building,,,,,,9.0,,1-00005-7501,,,101.0
2054784,Data Center,,,,,New York,4830498.3,4368.0,40.0,,13463209.5,,,18813471.8,85.0,,,208203.0,,,,Whole Building,29110326.6,,,1548.9,,,,,5350263.7,90.4,2396.6,,,,,,,,88.0,,1013360031,,,106.0
2653206,Restaurant,,,,3326.7,NEW YORK,,20000.0,50.0,4274.2,3975246.1,,,6836245.0,98.0,,,145000.0,,No,,Whole Building,18389954.2,,,555.7,,,,,,47.1,1495.0,,Whole Building,,,,,,50.0,,1-00874-0004,,,105.0
