hh_id,trip_purpose_school,exercise_park,telework_before,increased_vehicle_transport,changed_num_children,work_covid_protocols_common,exercise_home,modes_used_june_other_vehicle,modes_used_june_bus,age_13_17,num_people,race_american_indian_cms,exercise_plaza,increased_vehicle_other,work_return,attitude_order,work_return_barriers_vaccine,bike_purpose_errands_cms,exercise_sidewalk,medical_mode,work_covid_protocols_dont,increased_vehicle_new_driver,attitude_mask_outdoor,ethnicity_cms,modes_used_june_scooter,changed_none,attitude_telework,move_nyc,errand_mode,age_65_over,reduced_vehicle_other,shopping_food_restaurant,bike_num_days_cms,increased_vehicle_covid_modes,delivery_service,bike_purpose_other,age_cms,bike_purpose_work_related,delivery_work,bike_purpose_medical,employment_change_pay_cut,modes_used_rail,delivery_major_retailer,industry_before,employment_change_left_job,modes_used_bus,increased_vehicle_unreliable,bike_purpose_transit_cms,work_covid_protocols_none,work_covid_protocols_hours,modes_used_june_bike,disability_dressing_cms,attitude_transit_subway,modes_used_household_vehicle,food_mode,race_white_cms,medical_postponed,bike_freq,residence_type,shopping_food_restaurant_1,race_other_cms,medical_telehealth,student_location,vehicle_change,vehicle_no_change,industry,race_asian_cms,changed_home,employment_change_laid_off,employment,trip_purpose_shopping,age_5_under,car_use,bike_purpose_recreation,work_mode,attitude_bike,telework_future,attitude_nyc_activities,attitude_bus,increased_vehicle_job,exercise_trail,bike_type_owned,bike_purpose_other_cms
19523845,0,0,7,995,0,995,0,0,0,0,1,0,0,995,6,2,1,1,1,995,995,995,3,1,0,1,2,998,9,0,995,3,995,995,0,0,7,0,0,0,0,0,2,1,0,0,995,1,995,995,1,0,4,0,9,0,0,1,995,0,0,1,995,3,3,1,1,0,0,1,1,0,995,0,995,1,7,3,3,995,0,1,0
19214788,0,1,2,995,0,995,1,0,1,1,3,0,0,995,6,1,0,995,1,2,995,995,1,3,0,1,1,1,2,0,995,1,995,995,1,0,7,0,0,0,995,0,2,7,995,0,995,995,995,995,0,0,2,5,2,1,0,5,1,2,0,1,995,3,3,7,0,0,995,1,2,0,1,1,995,5,6,5,2,995,0,0,995
19179633,0,1,995,995,0,995,0,0,0,0,2,0,0,995,995,1,995,995,0,6,995,995,1,1,0,1,995,1,9,2,995,0,995,995,1,995,9,995,0,995,995,0,2,995,995,0,995,995,995,995,0,0,995,0,9,1,0,5,1,0,0,1,995,3,3,995,0,0,995,6,0,0,995,995,995,2,995,5,3,995,0,995,995
19621012,0,995,995,995,0,995,995,0,0,0,2,0,995,995,995,5,995,995,995,2,995,995,2,1,0,1,995,2,1,1,995,0,995,995,0,995,7,995,0,995,995,0,0,995,995,0,995,995,995,995,0,0,5,0,1,0,1,5,1,1,1,0,995,3,3,995,0,0,995,5,0,0,2,995,995,5,995,1,3,995,995,995,995
19595774,0,995,8,995,0,0,995,0,0,1,6,0,995,995,995,1,995,995,995,995,0,995,1,1,0,1,4,1,9,2,995,0,0,995,0,995,8,995,0,995,0,0,0,17,0,0,995,995,0,0,0,0,3,0,2,0,0,5,995,0,0,0,995,3,3,17,1,0,0,1,0,0,2,995,8,3,995,5,5,995,995,995,995
19161099,0,1,8,995,0,0,0,0,0,0,4,0,0,995,995,2,995,995,1,995,0,995,2,1,0,1,4,1,9,0,995,0,995,995,0,995,7,995,0,995,995,0,2,8,995,0,995,995,0,0,0,0,995,0,9,1,0,5,1,3,0,0,995,3,3,8,0,0,995,1,4,1,2,995,5,4,995,4,5,995,0,995,995
19259481,0,0,8,995,0,995,0,0,0,0,1,0,0,995,6,1,0,995,1,6,995,995,1,997,0,1,1,1,9,0,995,0,995,995,7,995,7,995,0,995,995,0,0,17,995,5,995,995,995,995,0,0,995,0,9,1,0,5,1,0,0,0,995,3,3,17,0,0,995,1,7,0,995,995,995,2,4,5,2,995,0,995,995
19470781,0,0,4,995,0,0,1,0,0,0,5,0,0,995,995,2,995,1,1,995,0,995,1,1,0,1,2,1,2,0,995,0,995,995,0,995,7,995,0,995,0,0,1,8,0,0,995,0,0,1,0,0,995,0,2,0,0,4,1,0,0,1,995,3,3,8,1,0,0,2,2,0,995,995,5,4,4,3,3,995,0,995,0
19434032,0,1,2,0,0,995,0,1,0,0,2,0,0,0,6,1,0,995,1,995,995,0,2,997,0,0,3,998,2,0,995,0,1,1,0,995,5,995,0,995,1,0,1,17,0,0,1,995,995,995,0,0,4,1,2,1,0,4,2,1,0,0,995,2,995,17,0,0,0,2,1,0,2,995,995,1,5,4,4,0,0,995,995
19372073,0,1,8,995,0,995,0,0,1,0,1,0,0,995,995,1,995,1,1,995,995,995,3,2,0,1,995,1,5,1,995,1,2,995,1,995,5,995,1,995,995,0,0,997,995,1,995,1,995,995,0,0,995,0,9,1,1,2,1,0,0,0,995,3,3,995,0,0,995,5,0,0,995,995,995,1,995,5,4,995,0,995,0
19294657,0,1,8,995,0,995,0,0,0,0,2,0,0,995,6,1,1,0,1,995,995,995,1,1,0,1,1,1,2,0,995,2,0,995,0,0,5,0,0,0,995,0,1,4,995,0,995,0,995,995,0,0,5,0,2,0,0,4,1,0,0,0,995,3,3,4,1,0,995,1,0,0,1,1,995,3,5,3,2,995,0,1,0
19818985,0,1,8,995,0,0,0,0,1,0,1,0,1,995,995,2,995,995,1,995,0,995,2,1,0,1,3,1,9,0,995,0,995,995,0,995,7,995,0,995,995,0,1,997,995,7,995,995,1,0,0,0,995,0,9,0,0,5,1,5,0,0,995,3,2,997,0,0,995,1,2,0,995,995,4,5,995,5,2,995,0,995,995
19427168,0,0,8,995,0,995,0,0,0,0,2,0,0,995,6,1,1,995,1,995,995,995,1,1,0,1,5,1,9,0,995,0,995,995,1,995,5,995,0,995,995,0,0,7,995,0,995,995,995,995,0,0,2,0,9,1,0,5,1,0,0,1,995,3,2,7,0,0,995,1,2,0,995,995,995,5,5,4,5,995,0,995,995
19395044,0,1,4,995,0,995,0,1,0,0,2,0,1,995,6,4,0,995,1,1,995,995,4,1,0,1,1,1,4,0,995,0,0,995,0,995,8,995,0,995,995,0,0,17,995,0,995,995,995,995,0,0,1,0,9,1,0,5,1,2,0,1,995,3,3,17,0,0,995,1,1,0,1,995,995,3,6,4,3,995,0,995,995
19410786,0,0,7,995,0,0,1,0,0,1,5,0,0,995,995,1,995,0,1,995,0,995,5,1,0,1,1,1,2,0,995,1,0,995,0,995,6,995,0,995,995,0,3,1,995,0,995,0,0,0,0,0,5,3,1,1,0,4,1,1,0,0,995,3,3,2,0,0,995,1,2,1,1,995,1,2,5,5,2,995,0,995,0
19027415,0,0,995,995,0,995,0,0,0,0,1,0,0,995,995,1,995,995,0,995,995,995,1,1,0,1,995,998,2,0,995,1,0,995,0,995,8,995,0,995,995,0,1,995,995,0,995,995,995,995,0,0,5,7,2,1,0,5,1,0,0,0,995,3,3,995,0,0,995,6,1,0,2,995,995,5,995,2,5,995,0,995,995
19022864,0,1,995,995,0,995,1,0,0,0,3,0,1,995,995,5,995,0,1,5,995,995,1,3,0,0,995,1,9,0,995,1,995,995,1,995,5,995,0,995,995,0,6,995,995,1,995,0,995,995,0,0,1,0,9,0,0,4,1,1,1,1,995,3,3,995,0,0,995,6,3,2,995,995,995,5,995,3,5,995,0,995,0
19939697,0,995,5,995,0,995,995,0,0,0,2,0,995,995,6,1,1,995,995,2,995,995,2,2,0,1,1,1,2,0,995,0,995,995,1,995,6,995,0,995,995,0,2,1,995,0,995,995,995,995,0,0,5,2,2,1,0,5,1,2,0,0,995,3,3,1,0,0,995,1,2,0,1,995,995,5,6,4,2,995,995,995,995
19489828,0,0,8,995,0,1,1,0,1,0,1,0,0,995,995,2,995,995,0,995,0,995,1,1,0,0,5,1,9,0,995,0,0,995,0,995,7,995,0,995,0,0,7,17,0,7,995,995,0,0,0,0,2,0,9,0,0,5,995,0,0,0,995,3,3,15,0,0,1,1,2,0,995,995,4,5,995,5,1,995,0,995,995
19715989,0,0,2,995,0,995,0,0,0,1,3,0,0,995,995,1,995,995,1,995,995,995,1,999,0,1,995,1,4,0,995,1,0,995,0,995,6,995,0,995,0,0,1,997,0,2,995,995,995,995,0,0,5,0,4,1,0,5,1,2,0,0,995,3,3,995,0,0,0,7,4,0,995,995,995,3,995,5,1,995,0,995,995
19989940,0,1,995,995,0,995,0,0,0,0,4,0,0,995,995,5,995,0,1,995,995,995,5,1,0,1,995,1,9,0,995,0,995,995,0,0,7,0,0,0,995,0,1,995,995,0,995,0,995,995,1,0,1,0,9,1,0,1,1,0,0,0,995,3,3,995,0,0,995,5,2,0,995,0,995,2,995,5,4,995,0,0,0
19530183,0,0,8,995,0,995,0,0,1,0,2,999,0,995,995,1,995,995,1,9,995,995,1,1,0,1,995,1,9,2,0,0,0,995,1,995,8,995,0,995,0,0,1,8,0,2,995,995,995,995,0,0,5,0,9,999,1,5,1,0,999,1,995,1,995,995,999,0,0,5,2,0,995,995,995,5,995,5,1,995,0,995,995
19731287,0,0,995,995,0,995,0,0,0,0,4,0,0,995,995,1,995,1,1,9,995,995,1,1,0,0,995,2,2,0,995,0,0,995,0,0,4,0,0,0,995,0,0,995,995,0,995,0,995,995,0,0,2,2,2,0,0,4,6,1,0,0,995,3,3,995,1,1,995,6,1,0,1,1,995,2,995,2,5,995,0,1,0
19114577,0,995,1,995,0,995,995,0,0,0,1,0,995,995,5,2,0,995,995,4,995,995,2,1,0,0,1,998,9,0,995,0,995,995,0,995,6,995,2,995,0,0,2,10,0,0,995,995,995,995,0,0,4,0,1,1,0,5,1,0,0,1,995,3,3,8,0,0,0,1,2,0,995,995,995,5,6,3,1,995,995,995,995
19806546,0,995,995,995,0,995,995,0,0,0,1,0,995,995,995,1,995,995,995,5,995,995,1,1,0,0,995,1,9,0,995,0,995,995,0,995,7,995,0,995,995,0,2,995,995,0,995,995,995,995,0,0,2,0,9,1,0,5,1,0,0,1,995,3,3,995,0,0,995,6,0,0,995,995,995,1,995,5,1,995,995,995,995
19328348,0,0,8,995,0,0,0,0,0,0,3,999,0,995,995,4,995,995,1,2,0,995,4,999,0,1,3,998,2,0,995,1,995,995,0,995,6,995,0,995,995,0,0,8,995,0,995,995,0,1,0,0,5,7,2,999,0,5,7,0,999,0,995,3,3,8,999,0,995,1,4,1,2,995,1,2,995,1,5,995,0,995,995
19720245,0,0,7,995,0,995,1,0,0,0,2,999,0,995,6,1,1,995,1,995,995,995,1,999,0,1,3,1,2,2,995,0,0,995,1,995,8,995,0,995,995,0,2,4,995,0,995,995,995,995,0,0,5,4,2,999,0,5,1,0,999,0,995,3,3,2,999,0,995,3,2,0,2,995,995,5,7,2,5,995,0,995,995
19571434,0,0,995,995,0,995,0,0,0,1,4,999,0,995,995,1,995,995,1,2,995,995,1,3,0,1,995,998,2,0,995,1,995,995,0,995,4,995,0,995,995,0,2,995,995,0,995,995,995,995,0,0,3,4,2,999,0,5,1,1,999,0,995,3,3,995,999,0,995,5,0,0,1,995,995,3,995,3,5,995,0,995,995
19662859,0,1,8,995,0,1,1,0,0,0,2,0,0,995,995,2,995,0,1,995,0,995,2,997,0,0,3,1,2,0,995,1,0,995,0,995,5,995,0,995,995,0,2,8,995,0,995,0,0,0,0,0,2,7,2,0,0,4,1,1,1,0,2,3,3,8,0,0,995,1,1,0,1,995,1,2,995,5,5,995,0,995,0
19328344,0,995,8,0,0,0,995,1,1,0,2,0,995,1,995,3,995,1,995,995,0,0,2,1,0,1,4,1,9,0,995,0,0,0,1,995,6,995,0,995,995,0,1,8,995,3,0,1,0,0,0,0,1,0,1,1,0,3,1,1,0,0,995,2,995,8,0,0,995,1,1,0,1,995,4,2,995,5,3,0,995,995,0
19564563,0,1,8,995,0,995,0,0,1,0,2,0,1,995,995,1,995,995,1,5,995,995,1,1,0,1,995,1,9,2,995,0,995,995,0,995,9,995,0,995,995,0,2,10,995,4,995,995,995,995,0,0,995,0,9,1,0,5,1,0,0,0,995,3,3,995,0,0,995,5,6,0,995,995,995,5,995,5,3,995,0,995,995
19936204,0,0,8,995,0,0,0,0,0,0,1,0,0,995,995,1,995,995,1,9,0,995,1,1,0,1,1,998,9,1,995,1,995,995,1,995,8,995,0,995,0,0,1,15,0,0,995,995,0,1,0,0,4,6,2,0,0,5,1,0,0,0,995,3,997,15,0,0,0,2,1,0,1,995,1,5,995,5,1,995,0,995,995
19563153,0,0,8,995,0,0,1,0,0,0,5,999,0,995,995,2,995,995,1,995,0,995,3,999,0,1,4,1,2,0,995,2,995,995,0,0,6,0,0,0,995,0,2,13,995,0,995,995,0,1,0,0,5,7,2,999,0,4,1,1,999,0,995,3,3,997,999,0,995,1,3,1,2,1,1,5,995,5,5,995,0,1,995
19596513,0,0,995,995,0,995,0,0,0,0,4,0,0,995,995,1,995,995,1,9,995,995,1,3,0,1,995,1,9,0,995,0,995,995,0,995,8,995,0,995,995,0,1,995,995,2,995,995,995,995,0,0,1,2,9,0,1,5,995,0,1,1,995,3,997,995,0,0,995,6,2,1,1,995,995,5,995,5,2,995,0,995,995
19803144,0,0,4,995,0,995,0,0,0,0,3,0,0,995,4,2,1,995,1,6,995,995,1,1,0,1,1,1,9,0,995,0,0,995,3,995,6,995,0,995,995,0,2,7,995,1,995,995,995,995,0,0,2,0,9,1,1,4,1,6,0,1,995,3,3,7,0,0,995,3,1,1,995,995,995,4,6,5,3,995,0,995,995
19755534,0,1,995,995,0,995,1,0,0,0,3,0,0,995,995,1,995,995,1,6,995,995,1,1,0,1,995,1,9,0,995,0,0,995,0,995,6,995,0,995,995,0,1,995,995,0,995,995,995,995,0,0,2,0,9,1,0,5,1,2,0,0,995,3,3,995,0,0,995,5,3,0,995,995,995,5,995,4,4,995,0,995,995
19452695,0,0,4,995,0,995,1,1,0,0,1,0,0,995,6,2,0,995,1,2,995,995,1,1,0,1,2,1,3,0,995,0,995,995,0,995,7,995,0,995,995,0,3,15,995,0,995,995,995,995,0,0,3,0,3,0,1,5,1,2,0,1,995,3,3,15,0,0,995,1,0,0,1,995,995,4,4,4,4,995,0,995,995
19571748,0,0,8,995,0,0,0,0,0,1,6,0,0,995,995,1,995,995,1,2,0,995,1,1,0,1,2,1,2,0,995,0,0,995,0,995,6,995,0,995,0,0,1,997,0,0,995,995,0,0,0,0,4,7,2,0,1,5,995,0,1,0,995,3,3,997,0,0,0,2,2,0,2,995,8,5,995,5,2,995,0,995,995
19980046,0,1,2,995,1,995,0,0,0,2,6,0,0,995,995,2,995,995,0,2,995,995,1,997,0,0,995,1,2,0,995,1,995,995,0,995,5,995,0,995,995,0,1,997,995,0,995,995,995,995,0,0,3,4,2,0,0,5,1,1,1,0,995,3,3,995,0,0,995,6,1,0,1,995,995,4,995,4,5,995,0,995,995
19799768,0,0,5,995,0,995,1,0,1,0,1,0,0,995,6,1,0,995,1,5,995,995,1,1,0,1,1,1,997,0,995,0,995,995,2,995,7,995,0,995,995,0,0,16,995,1,995,995,995,995,0,0,5,0,1,0,0,5,1,0,0,0,995,3,3,16,0,0,995,1,0,0,995,995,995,3,6,5,1,995,0,995,995
19870467,0,995,8,995,0,0,995,0,0,0,2,0,995,995,995,1,995,995,995,4,0,995,1,4,0,0,2,1,1,0,995,0,995,995,0,995,5,995,0,995,995,0,3,11,995,0,995,995,0,0,0,0,995,0,9,1,0,5,1,3,0,1,995,3,3,11,0,0,995,1,0,0,995,995,5,5,4,4,5,995,995,995,995
19869881,0,995,8,995,0,995,995,0,0,0,1,0,995,995,6,2,1,995,995,995,995,995,1,1,0,1,2,1,2,0,995,2,995,995,0,995,6,995,0,995,995,0,3,15,995,0,995,995,995,995,0,0,2,3,2,0,1,5,1,0,0,0,995,3,3,15,0,0,995,1,1,0,1,995,995,5,4,5,5,995,995,995,995
19534393,0,0,995,995,0,995,0,0,0,0,1,0,0,995,995,2,995,995,1,995,995,995,2,1,0,1,995,1,2,0,995,3,995,995,1,995,9,995,0,995,995,0,2,995,995,0,995,995,995,995,0,0,2,5,2,1,0,5,1,0,0,1,995,3,1,995,0,0,995,6,2,0,2,995,995,3,995,5,3,995,0,995,995
19001694,0,0,1,995,0,0,0,0,0,0,1,0,0,995,995,3,995,995,1,995,0,995,1,1,0,0,3,1,2,1,995,1,0,995,0,995,5,995,0,995,0,0,1,8,0,0,995,995,0,0,0,0,1,5,2,1,0,5,1,0,0,1,995,3,3,11,0,0,0,1,1,0,1,995,1,5,995,5,2,995,0,995,995
19967754,0,1,6,995,0,995,0,0,0,0,4,0,0,995,5,1,0,995,1,995,995,995,1,1,0,1,1,1,2,2,995,3,995,995,0,995,7,995,0,995,0,0,4,17,0,0,995,995,995,995,0,0,5,7,2,0,0,4,995,5,0,0,995,3,3,17,0,0,0,1,3,0,1,995,995,2,7,5,3,995,0,995,995
19421287,0,0,995,995,0,995,0,0,0,0,1,0,0,995,995,1,995,995,1,995,995,995,2,1,0,1,995,1,9,1,995,0,995,995,0,995,9,995,0,995,995,0,2,995,995,0,995,995,995,995,0,0,3,0,9,1,0,5,1,0,0,0,995,3,3,995,0,0,995,6,2,0,995,995,995,5,995,4,4,995,0,995,995
198077831,0,995,8,0,0,0,995,0,0,0,2,0,995,1,995,1,995,1,995,995,0,0,1,1,0,0,2,1,10,0,995,0,0,0,0,1,5,0,0,0,995,0,1,997,995,0,0,0,0,0,1,0,5,2,2,0,0,1,1,0,0,0,995,2,995,997,1,0,995,1,2,0,1,0,9,1,5,5,3,0,995,1,1
19300222,0,0,8,995,0,1,0,1,0,0,1,0,0,995,995,1,995,0,1,4,0,995,1,1,0,1,1,998,9,0,995,0,995,995,0,995,6,995,0,995,995,0,2,14,995,0,995,0,0,1,0,0,5,0,9,1,0,5,1,2,0,1,995,3,2,997,0,0,995,1,1,0,2,995,2,2,6,5,4,995,0,995,0
19605518,0,1,995,995,0,995,0,0,1,0,2,0,0,995,995,2,995,995,1,9,995,995,1,1,0,1,995,1,4,1,995,0,995,995,0,995,8,995,0,995,995,0,1,995,995,1,995,995,995,995,0,0,3,0,5,1,0,5,1,0,0,0,995,3,3,995,0,0,995,6,0,0,995,995,995,5,995,5,2,995,1,995,995
19640830,0,995,995,995,0,995,995,0,1,1,7,999,995,995,995,3,995,995,995,1,995,995,2,999,0,1,995,998,1,0,0,0,995,995,0,995,7,995,0,995,0,0,1,995,0,1,995,995,995,995,0,0,995,0,9,999,0,6,1,0,999,0,995,1,995,995,999,0,0,6,1,1,995,995,995,4,995,2,1,995,995,995,995
19816862,0,1,8,995,0,0,0,0,0,1,4,999,0,995,995,2,995,995,0,4,0,995,1,997,0,1,1,1,6,0,0,0,0,995,0,995,5,995,0,995,995,0,2,8,995,0,995,995,0,0,0,0,995,1,4,999,0,5,1,0,999,0,995,1,995,8,999,0,995,1,1,0,995,995,5,4,995,5,5,995,0,995,995
19298116,0,995,8,995,0,995,995,0,0,0,1,0,995,995,995,1,995,995,995,6,995,995,1,1,0,1,995,998,9,1,995,0,995,995,0,995,9,995,0,995,995,0,0,997,995,0,995,995,995,995,0,0,995,0,9,1,0,5,1,0,0,0,995,3,3,995,0,0,995,6,4,0,995,995,995,3,995,3,3,995,995,995,995
19135080,0,1,6,995,0,995,0,0,1,0,2,0,0,995,995,1,995,-9998,1,2,995,995,1,997,0,1,995,1,9,0,995,3,995,995,0,995,5,995,0,995,995,0,1,4,995,1,995,-9998,995,995,0,0,3,4,9,0,0,5,1,0,1,0,995,3,3,995,0,0,995,5,2,0,1,995,995,2,995,4,1,995,0,995,-9998
19844152,0,0,995,995,0,995,0,0,0,0,1,0,0,995,995,1,995,-9998,1,995,995,995,1,1,0,1,995,1,9,1,995,0,995,995,0,995,10,995,0,995,995,0,0,995,995,0,995,-9998,995,995,0,0,4,0,9,1,0,5,1,0,0,1,995,3,3,995,0,0,995,6,0,0,995,995,995,5,995,5,3,995,0,995,-9998
19554434,0,0,7,995,0,995,0,0,0,0,2,0,0,995,6,1,1,995,1,995,995,995,1,1,0,1,1,998,9,0,995,0,0,995,0,995,5,995,0,995,995,0,1,1,995,0,995,995,995,995,0,0,5,0,9,1,0,5,1,1,0,0,995,3,2,1,1,0,995,1,2,0,995,995,995,4,4,2,1,995,0,995,995
19367846,0,0,995,995,0,995,0,0,0,0,1,999,0,995,995,3,995,995,1,6,995,995,1,1,0,1,995,998,2,0,995,0,995,995,0,995,8,995,0,995,995,0,0,995,995,0,995,995,995,995,0,0,3,1,2,999,0,5,995,0,999,0,995,3,3,995,999,0,995,6,1,0,2,995,995,4,995,3,4,995,0,995,995
19338002,0,995,7,995,0,0,995,0,0,0,1,0,995,995,995,1,995,995,995,995,0,995,1,1,0,1,4,1,1,0,995,0,995,995,0,995,4,995,0,995,995,0,2,997,995,1,995,995,0,1,0,0,4,0,9,0,0,5,1,2,0,0,995,3,3,997,0,0,995,1,1,0,995,995,8,5,995,5,2,995,995,995,995
19206139,0,0,995,995,0,995,0,0,0,0,2,0,1,995,995,1,995,995,0,2,995,995,1,3,0,1,995,998,2,0,995,1,0,995,0,995,7,995,0,995,995,0,2,995,995,0,995,995,995,995,0,999,5,3,2,0,0,5,1,0,1,0,995,3,3,995,0,0,995,6,1,0,2,995,995,5,995,3,5,995,0,995,995
19973039,0,0,8,0,0,0,0,0,1,1,5,0,1,0,995,1,995,995,1,995,0,1,1,997,0,0,2,1,2,0,995,3,0,0,0,995,7,995,0,995,995,0,0,17,995,3,0,995,0,0,0,0,995,4,9,0,0,5,1,2,1,0,995,2,995,17,0,0,995,1,3,0,1,995,5,5,7,5,3,0,0,995,995
19385826,0,0,995,995,0,995,1,0,1,0,2,0,0,995,995,1,995,-9998,0,9,995,995,1,1,0,1,995,1,2,2,995,0,995,995,0,995,10,995,0,995,995,0,2,995,995,1,995,-9998,995,995,0,0,995,7,2,1,1,5,1,0,0,0,995,3,3,995,0,0,995,6,2,0,2,995,995,5,995,5,1,995,1,995,-9998
19987066,0,0,2,995,0,995,0,0,0,0,3,999,0,995,2,1,1,995,1,2,995,995,1,999,0,1,1,1,9,0,995,1,0,995,0,995,5,995,0,995,995,0,3,7,995,2,995,995,995,995,0,0,1,0,9,999,1,5,1,0,999,0,995,3,3,7,999,0,995,1,1,0,995,995,995,4,0,5,3,995,0,995,995
19399840,0,0,8,995,0,995,0,0,1,0,1,0,0,995,6,5,0,995,1,6,995,995,3,1,0,1,3,1,9,1,995,0,995,995,0,995,10,995,0,995,995,0,4,8,995,3,995,995,995,995,0,0,995,0,9,1,0,5,1,0,0,1,995,3,3,7,0,0,995,2,4,0,995,995,995,5,3,5,1,995,0,995,995
19082597,0,0,995,995,0,995,0,0,0,0,2,0,1,995,995,4,995,995,1,995,995,995,1,1,0,1,995,1,9,2,995,0,0,995,0,995,9,995,0,995,995,0,0,995,995,0,995,995,995,995,0,0,3,3,9,0,0,6,995,0,0,0,995,3,997,995,1,0,995,6,2,0,2,995,995,5,995,5,5,995,1,995,995
19967913,0,0,8,995,0,995,0,0,0,0,1,0,0,995,995,1,995,995,1,995,995,995,1,1,0,1,995,1,2,0,995,2,995,995,0,995,5,995,0,995,0,0,0,16,0,0,995,995,995,995,0,0,995,1,9,0,0,5,1,0,0,0,995,3,2,995,0,0,1,5,4,0,2,995,995,2,995,5,5,995,0,995,995
19503192,0,1,8,995,0,0,0,0,0,0,4,0,0,995,995,1,995,0,1,995,0,995,1,997,0,1,1,1,2,0,995,0,0,995,0,0,5,0,0,0,995,0,2,1,995,0,995,0,0,1,0,0,5,7,1,1,0,2,1,0,0,0,995,3,3,1,0,0,995,1,1,1,1,1,1,1,2,5,5,995,0,1,0
19348228,0,995,995,995,0,995,995,0,0,0,1,0,995,995,995,1,995,-9998,995,1,995,995,5,1,0,1,995,1,1,1,995,0,995,995,0,995,9,995,0,995,0,0,7,995,0,0,995,-9998,995,995,0,0,5,0,1,1,0,5,1,0,0,1,995,3,3,995,0,0,0,6,0,0,995,995,995,5,995,5,5,995,995,995,-9998
19355763,0,1,7,995,0,0,0,0,0,0,5,0,0,995,995,1,995,0,1,9,0,995,2,1,0,1,5,2,9,0,995,2,995,995,0,0,6,0,0,0,995,0,1,997,995,2,995,1,0,1,0,0,2,0,9,1,0,1,1,1,0,1,995,3,2,997,0,0,995,1,3,0,995,1,8,1,2,2,4,995,1,1,0
19569431,0,0,995,995,0,995,1,0,0,0,2,0,0,995,995,1,995,0,0,2,995,995,1,1,0,0,995,1,2,2,995,0,0,995,0,995,8,995,0,995,995,0,2,995,995,0,995,0,995,995,0,0,5,3,2,1,1,5,1,0,0,1,995,3,3,995,0,0,995,6,2,0,2,995,995,5,995,3,3,995,0,995,0
19038459,0,995,995,995,0,995,995,0,1,0,1,0,995,995,995,3,995,995,995,995,995,995,3,1,0,1,995,1,5,0,995,0,995,995,0,995,7,995,0,995,995,0,0,995,995,2,995,995,995,995,0,0,995,0,6,0,0,5,1,0,0,0,995,3,3,995,1,0,995,6,2,0,995,995,995,4,995,4,4,995,995,995,995
19196817,0,0,8,995,0,1,0,0,0,0,3,0,0,995,995,1,995,995,1,2,0,995,1,1,0,1,1,1,9,0,995,1,995,995,0,995,5,995,0,995,995,0,2,15,995,0,995,995,0,1,0,0,4,1,9,0,0,5,1,0,0,0,995,3,3,15,1,0,995,1,2,1,1,995,1,3,995,3,2,995,1,995,995
19385016,7,0,995,995,0,995,1,1,0,0,1,0,0,995,995,2,995,995,1,995,995,995,1,999,0,1,995,1,3,1,995,7,995,995,7,995,9,995,7,995,995,7,7,995,995,7,995,995,995,995,0,1,3,7,2,0,0,6,1,7,1,1,995,3,3,995,0,0,995,6,2,0,1,995,995,5,995,5,2,995,0,995,995
19237128,0,995,995,995,0,0,995,0,0,0,2,0,995,995,995,1,995,995,995,2,0,995,2,1,0,1,1,1,2,1,995,3,0,995,0,995,5,995,0,995,0,0,0,995,0,0,995,995,0,0,0,0,995,5,2,0,0,5,1,0,0,0,995,3,3,8,0,0,0,1,2,0,2,995,1,5,6,5,5,995,995,995,995
199599840,0,0,4,995,0,995,0,0,1,0,1,0,0,995,995,2,995,0,1,997,995,995,1,1,0,0,995,1,9,1,995,2,0,995,0,995,8,995,0,995,995,0,3,10,995,3,995,0,995,995,0,0,1,0,9,0,0,5,1,0,0,0,995,3,3,995,0,0,995,5,1,0,995,995,995,4,995,5,1,995,0,995,0
19264062,0,995,1,995,0,995,995,0,0,0,1,0,995,995,5,2,1,995,995,995,995,995,3,1,0,1,3,1,1,0,995,0,995,995,0,995,5,995,0,995,995,0,0,1,995,0,995,995,995,995,0,0,5,0,1,0,1,5,1,0,0,0,995,3,3,15,1,0,995,1,0,0,995,995,995,5,6,2,4,995,995,995,995
19429695,0,0,995,995,0,995,0,0,1,0,5,999,0,995,995,4,995,995,1,6,995,995,1,2,0,1,995,998,6,0,995,1,995,995,0,0,4,0,0,0,995,0,1,995,995,4,995,995,995,995,1,0,995,0,9,999,0,2,1,1,999,0,995,3,3,995,999,0,995,6,2,0,995,1,995,2,995,5,3,995,0,1,995
19299248,0,0,995,995,0,995,0,0,0,0,1,999,0,995,995,1,995,0,0,995,995,995,1,3,0,1,995,1,9,0,995,0,0,995,0,995,6,995,0,995,995,0,4,995,995,0,995,0,995,995,0,0,5,0,9,999,0,5,1,0,999,1,995,3,3,995,999,0,995,6,1,0,995,995,995,3,995,5,1,995,0,995,0
19104727,0,0,8,995,0,0,0,0,0,0,4,0,0,995,995,1,995,0,1,2,0,995,1,1,0,1,1,2,2,1,995,0,0,995,0,995,7,995,0,995,995,0,3,15,995,0,995,0,0,1,0,0,5,2,2,1,1,4,1,0,0,0,995,3,1,15,0,0,995,1,2,0,1,995,1,2,995,4,1,995,0,995,0
19085280,0,0,8,995,0,995,0,0,1,0,1,999,0,995,2,5,0,995,1,5,995,995,5,1,0,1,5,1,9,0,995,0,995,995,1,995,8,995,0,995,995,0,2,7,995,3,995,995,995,995,0,0,1,0,9,999,0,5,1,1,999,0,995,3,3,7,999,0,995,1,3,0,995,995,995,5,0,3,1,995,0,995,995
