property_id,property_name,automobile_dealership_gross,source_eui_kbtu_ft,energy_star_certification_5,multifamily_housing_number_4,ice_curling_rink_gross_floor,aquarium_gross_floor_area,medical_office_gross_floor,energy_star_certification_4,retail_store_gross_floor,investment_in_energy_projects,parent_property_name,other_gross_floor_area_ft,office_weekly_operating_hours,race_track_gross_floor_area,office_computer_density_number,nyc_building_identification,percent_better_than_national,costar_property_id,municipally_supplied_potable_1,total_ghg_emissions_metric,fuel_oil_5_6_use_kbtu,weather_normalized_site_1,office_gross_floor_area_ft,site_eui_kbtu_ft,estimated_savings_from_energy_1,supermarket_grocery_gross,multifamily_housing_number_3,investment_in_energy_projects_1,multifamily_housing_total,casino_gross_floor_area_ft,hospital_general_medical_15,percent_of_total_electricity,national_median_source_eui,college_university_number,metered_areas_energy,fast_food_restaurant_gross,data_center_cooling_equipment,hospital_general_medical_11,energy_star_certification_1,retail_store_number_of_walk,data_center_pdu_output_site,transportation_terminal,energy_star_certification,natural_gas_use_kbtu,municipally_supplied_potable,medical_office_weekly,borough
2497918,"Plaza 52, LLC",Not Available,269.3,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,47.29,Not Available,2.76494,1036463,8.6,Not Available,16.9,2426,Not Available,Not Available,291507,99,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,248.1,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,556233.4,Not Available,Not Available,MANHATTAN
2636855,230 West 38th Street,Not Available,61.3,No,Not Available,Not Available,Not Available,Not Available,Not Available,6250,0,Not Applicable: Standalone Property,Not Available,55,Not Available,1.06094,1014462,-72.1,Not Available,8.26,456.5,Not Available,Not Available,150809,37.7,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,219.6,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
1426392,845 Third Avenue,Not Available,258.1,No,Not Available,Not Available,Not Available,Not Available,Not Available,18726,0,Not Applicable: Standalone Property,190,65,Not Available,3.24457,1038464,-6.2,Not Available,11.42,3560.1,Not Available,5765108.4,314371,122.1,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,275.3,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
1730167,250 West 57th,Not Available,153.8,No,Not Available,Not Available,Not Available,Not Available,Not Available,15716,0,Not Applicable: Standalone Property,Not Available,49.35,Not Available,2.5603,1024899,-40.7,Not Available,Not Available,3158.1,15454988.9,7188014.3,585870,66.4,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,259.3,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
2638869,595 West End Ave,Not Available,157.1,No,20,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,2000,Not Available,Not Available,Not Available,1087679,Not Available,Not Available,40.83,441.2,Not Available,388801.1,Not Available,104.8,0,Not Available,Not Available,0,41,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,108770,Not Available,Not Available,MANHATTAN
1536164,ATCO - 555 Fifth Avenue,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,35937,0,Not Applicable: Standalone Property,Not Available,65,Not Available,3.38106,1035401,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,205557,Not Available,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,148.1,Not Available,Whole Building,Not Available,Not Available,Not Available,10/05/2010,2,Not Available,Not Available,2010,Not Available,Not Available,Not Available,MANHATTAN
2552613,AMBASSADOR APTS INC,Not Available,10.1,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13.1,Not Available,47064.4,Not Available,3.2,0,Not Available,Not Available,0,78,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,QUEENS
2383250,200 East 84th Street,Not Available,120.6,No,36,Not Available,Not Available,Not Available,Not Available,5000,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1048721,Not Available,Not Available,Not Available,663.4,Not Available,681066.4,Not Available,81.3,0,Not Available,Not Available,0,110,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,8661479.6,Not Available,Not Available,MANHATTAN
2630976,23 ARLO RD OM,Not Available,140.2,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,5117034,Not Available,Not Available,Not Available,265.4,Not Available,59679.6,Not Available,123.3,0,Not Available,Not Available,0,33,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4689324,Not Available,Not Available,STATEN IS
1719778,Court Square Place,Not Available,231.7,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,67.69,Not Available,3.74898,4005157,56.4,Not Available,15.17,1839.2,Not Available,5250295.6,272874,91.2,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,148.1,Not Available,Whole Building,Not Available,Not Available,Not Available,02/03/2014,Not Available,Not Available,Not Available,"2013, 2012, 2010",7209425,1817.8,Not Available,QUEENS
2630962,2612 W 2 ST PLPM,Not Available,92.2,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,3196056,Not Available,Not Available,Not Available,830.2,Not Available,294250.6,Not Available,77.5,0,Not Available,Not Available,0,240,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14099846.5,Not Available,Not Available,BROOKLYN
2386537,1160 Third Avenue - Frost Owners Corp,Not Available,175,No,4,Not Available,Not Available,Not Available,Not Available,12400,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1076299,Not Available,Not Available,36.85,1252.2,0,345849.9,Not Available,151,0,Not Available,Not Available,0,164,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,21769141.7,Not Available,Not Available,MANHATTAN
2273786,82 Wall Street,Not Available,106.4,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,50,Not Available,6.66418,1000877,-63,Not Available,Not Available,255.3,Not Available,Not Available,56271,53,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,287.5,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
2546297,"RSD 920, LLC",Not Available,108,No,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1063343,Not Available,Not Available,Not Available,374.5,Not Available,314987.2,Not Available,77.2,0,Not Available,Not Available,0,71,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5397600.3,Not Available,Not Available,MANHATTAN
2598358,Flushing,Not Available,623.3,No,Not Available,Not Available,Not Available,Not Available,Not Available,166738,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,4113546,168.3,Not Available,Not Available,3516.8,Not Available,6539751.6,Not Available,325.7,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,232.4,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,31861300.5,Not Available,Not Available,QUEENS
2598352,327 Central Park West Condominium,Not Available,151.7,No,120,Not Available,Not Available,5000,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1031638,Not Available,Not Available,54.61,791.3,Not Available,686860.3,Not Available,101.6,0,Not Available,Not Available,0,85,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,208740,Not Available,64.75,MANHATTAN
2612655,Hudson Alley,Not Available,163.9,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,45.83,Not Available,3.38164,Not Available,-26.4,Not Available,10.84,219.7,Not Available,791492.9,51750,52.2,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,222.7,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
2383987,785 Fifth Avenue,Not Available,118.9,No,40,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1040765,Not Available,Not Available,Not Available,793.9,Not Available,1605252.9,Not Available,51.2,0,Not Available,Not Available,0,53,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,72106.7,Not Available,Not Available,MANHATTAN
2595885,3130 Grand Concourse,Not Available,138,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,2017347,Not Available,Not Available,Not Available,1095.9,6604554.6,834166.4,Not Available,96.6,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,594180.7,Not Available,Not Available,BRONX
2595286,1007-7501,Not Available,113.9,No,11,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,4021895;4449243;4449248;4449247;4449246;4449245;4449244,Not Available,Not Available,Not Available,411.8,Not Available,409412.3,Not Available,77.6,0,Not Available,Not Available,0,75,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5607866.9,Not Available,Not Available,QUEENS
2563039,"DIAMOND: 2115 Washington Realty, L.L.C.",Not Available,165.7,No,14,Not Available,Not Available,Not Available,Not Available,1120,0,Not Applicable: Standalone Property,2230,Not Available,Not Available,Not Available,2011294,Not Available,Not Available,163.65,781.5,Not Available,431138.1,Not Available,126.7,0,Not Available,Not Available,0,79,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,1964100,Not Available,Not Available,BRONX
2383832,257 West 86th Street,Not Available,112.3,No,24,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1033196,Not Available,Not Available,Not Available,379.2,Not Available,356025.8,Not Available,73.5,0,Not Available,Not Available,0,36,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,225761.8,Not Available,Not Available,MANHATTAN
2603248,220 Riverside Boulevard,Not Available,137,No,880,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1086065,Not Available,Not Available,26.7,3831.2,Not Available,6350461,Not Available,76.3,0,Not Available,Not Available,0,440,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,39003296.8,Not Available,Not Available,MANHATTAN
2638808,350 E 77 St.,Not Available,134.5,No,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,800,Not Available,Not Available,Not Available,1045178,Not Available,Not Available,Not Available,501.9,Not Available,311133.1,Not Available,99.7,0,Not Available,Not Available,0,80,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,200953.3,Not Available,Not Available,MANHATTAN
2388674,44 West 62nd Street,Not Available,167,No,30,Not Available,Not Available,Not Available,Not Available,895,0,Not Applicable: Standalone Property,2969,65,Not Available,2.1978,1027365,Not Available,Not Available,Not Available,1729.8,Not Available,1717552.9,1365,94.3,0,Not Available,Not Available,0,143,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,379844.8,Not Available,Not Available,MANHATTAN
1200524,730 Third Ave,Not Available,235.7,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,10429,65.38,Not Available,3.67936,1036195,-31,Not Available,Not Available,4918.7,Not Available,11696334.5,587059,93.7,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,341.5,Not Available,Whole Building,Not Available,Not Available,Not Available,11/29/2012,Not Available,Not Available,Not Available,"2012, 2011",Not Available,Not Available,Not Available,MANHATTAN
2604537,250 West 24th Street,Not Available,174.4,No,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1084993,Not Available,Not Available,Not Available,710.4,Not Available,465547.1,Not Available,127.2,0,Not Available,Not Available,0,72,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,213920.7,Not Available,Not Available,MANHATTAN
1839071,315 Hudson St,Not Available,142.4,No,Not Available,Not Available,Not Available,Not Available,Not Available,47059,0,Not Applicable: Standalone Property,Not Available,66.17,Not Available,2.17635,1010362,-41.7,Not Available,Not Available,1579.7,Not Available,5696982.3,380913,45.4,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,244.7,Not Available,Whole Building,Not Available,Not Available,Not Available,12/06/2012,0,Not Available,Not Available,"2012, 2011",4686.8,Not Available,Not Available,MANHATTAN
2592027,Westleigh Company LLC,Not Available,126.3,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,428,Not Available,329543.6,Not Available,92.4,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6328145.2,Not Available,Not Available,QUEENS
2563484,KOFLER ASSOCIATES,Not Available,129.1,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,78,Not Available,1.10637,1018069,-40,Not Available,Not Available,299.7,369000,594448,63270,60.3,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,215.1,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,851.3,Not Available,Not Available,MANHATTAN
2638939,130 Jane St.,Not Available,131.9,No,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1012075,Not Available,Not Available,26.67,243.5,Not Available,357858.7,Not Available,77.4,0,Not Available,Not Available,0,58,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2702923.3,Not Available,Not Available,MANHATTAN
2271554,Higgins Hall,Not Available,142,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,3055532,12.2,Not Available,2.14,631.6,Not Available,Not Available,Not Available,70,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,126.5,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5071901.3,Not Available,Not Available,BROOKLYN
2440099,209 E 23,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,60,Not Available,6.82594,1019770,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5860,Not Available,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,262.6,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
2535600,175 lawrence,Not Available,138.2,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,83.29,Not Available,0.59048,Not Available,-37.1,Not Available,Not Available,475.6,Not Available,977696.9,105000,68.4,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,219.9,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3847975.6,Not Available,Not Available,BROOKLYN
1217055,cushwake450,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,72,Not Available,4.55572,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2424423,Not Available,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,148.1,Not Available,Whole Building,Not Available,Not Available,Not Available,10/24/2013,Not Available,Not Available,Not Available,"2013, 2012",Not Available,Not Available,Not Available,MANHATTAN
2615612,Patchogue Homes Condo I,Not Available,117.5,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,4446805;4446894,Not Available,Not Available,5.3,915.2,Not Available,865161.9,Not Available,81.5,0,Not Available,Not Available,0,151,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12733714.4,Not Available,Not Available,QUEENS
2609630,1840 Concourse Associates,Not Available,164.4,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,2007542,Not Available,Not Available,46.44,529.5,5527500,329866.8,Not Available,121.7,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,404696.9,Not Available,Not Available,BRONX
1758568,10167 55 E 59th Street,Not Available,207.7,No,Not Available,Not Available,Not Available,Not Available,Not Available,5018,0,Not Applicable: Standalone Property,Not Available,62.94,Not Available,3.0081,1040766,-23.9,Not Available,18.83,1809.6,Not Available,5237616.3,285562,76.1,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,273,Not Available,Whole Building,5200,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,1562467.3,Not Available,Not Available,MANHATTAN
1261446,One Liberty Plaza,Not Available,308.6,No,Not Available,Not Available,Not Available,Not Available,Not Available,19134,0,Not Applicable: Standalone Property,Not Available,69.22,Not Available,6.37907,1001068,-29,Not Available,17.96,24293.2,Not Available,56661905.3,2273059,123.9,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,434.3,Not Available,Whole Building,Not Available,"N+1, N+1, N+1, N+1, N+1, N",Not Available,04/13/2014,0,Not Available,Not Available,2014,1537367.8,Not Available,Not Available,MANHATTAN
2591543,TRUSTEES OF THE MASONIC HALL,Not Available,187.6,No,Not Available,Not Available,Not Available,Not Available,Not Available,9307,0,Not Applicable: Standalone Property,Not Available,55,Not Available,1.48595,1015575,-23.8,Not Available,Not Available,2188.9,Not Available,5094820.3,360038,85.9,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,246.3,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,14627435.7,4704,Not Available,MANHATTAN
2638025,225 FOURTH COMPANY,Not Available,200.3,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,60,Not Available,4.34783,1017861,-32,Not Available,Not Available,3940.5,11204060.4,9762121.6,575000,83.7,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,294.6,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6458241.3,23183,Not Available,MANHATTAN
2008836,The Visionaire,Not Available,Not Available,No,251,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1087842,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,6420,Not Available,0,251,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,42358887.3,Not Available,Not Available,MANHATTAN
2630978,50 ARLO RD ENT,Not Available,125.3,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,5117074,Not Available,Not Available,Not Available,133.7,Not Available,21539.3,Not Available,112.6,0,Not Available,Not Available,0,27,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2406064,Not Available,Not Available,STATEN IS
1357969,The Ford Foundation,Not Available,182.1,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,60,Not Available,0.87321,1357969,23,Not Available,4.67,1881.4,Not Available,3840982.4,286300,78.2,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,148.1,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,439700,Not Available,Not Available,MANHATTAN
2587548,MMS428 - East 110th street,Not Available,83.5,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,30000,Not Available,Not Available,Not Available,1081440,75.8,Not Available,1.21,521.2,Not Available,1557368.3,Not Available,31.3,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,47.6,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1557251.4,Not Available,Not Available,MANHATTAN
1712194,CW Diesel 220 West 19th Street,Not Available,136.5,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,65,Not Available,2.16141,Not Available,-41.3,Not Available,17.47,463.7,Not Available,1111816.8,92532,60.9,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,232.6,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2884536.8,Not Available,Not Available,MANHATTAN
2612591,1461 SHORE PKWY PLPM,Not Available,110.6,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,3336455,Not Available,Not Available,Not Available,378.4,Not Available,374869.2,Not Available,75,0,Not Available,Not Available,0,263,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5129920.8,Not Available,Not Available,BROOKLYN
1460459,909 Third,Not Available,220.4,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,57.61,Not Available,3.16203,1038570,-27.1,Not Available,18.47,6585.9,Not Available,12244436.9,790632,98.2,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,302.2,Not Available,Whole Building,Not Available,N+1,Not Available,01/20/2012,Not Available,Not Available,Not Available,"2012, 2008",Not Available,Not Available,Not Available,MANHATTAN
2561172,2955 W29th (Oceangate 28),Not Available,217.5,No,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,3322028,Not Available,Not Available,Not Available,977.8,Not Available,2529832.1,Not Available,92,0,Not Available,Not Available,0,170,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5134030.7,Not Available,Not Available,BROOKLYN
2638784,316 W 84 St.,Not Available,124.8,No,6,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1033824,Not Available,Not Available,Not Available,362.9,Not Available,212943,Not Available,93.7,0,Not Available,Not Available,0,42,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,123951.6,Not Available,Not Available,MANHATTAN
2383888,225 East 46th Street - The Executive House,Not Available,64.1,No,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1071719,Not Available,Not Available,47.92,146.5,0,492470.1,Not Available,21.9,0,Not Available,Not Available,0,128,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,191000,Not Available,Not Available,MANHATTAN
2615609,Northridge Coop Sec III,Not Available,131.6,No,1,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,4535000;4535001;4535002;4535003;4431366;4431369,Not Available,Not Available,Not Available,2115.3,Not Available,2132396.2,Not Available,89.4,0,Not Available,Not Available,0,396,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,28502234.4,Not Available,Not Available,QUEENS
2607207,2850 W24 (Oceangate 24),Not Available,240.3,No,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,3321629,Not Available,Not Available,Not Available,1080.6,Not Available,2702262.4,Not Available,105.5,0,Not Available,Not Available,0,172,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6395068.3,Not Available,Not Available,BROOKLYN
2636863,915 Broadway,Not Available,157.7,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,7500,41,Not Available,2.85057,1016226,-36.5,Not Available,18.84,1305.2,Not Available,3042537.4,226972,67.9,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,248.7,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,849993.5,Not Available,Not Available,MANHATTAN
2595908,Osse Incorporated,Not Available,150.5,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1018530,Not Available,Not Available,45.48,445.4,Not Available,464242,Not Available,100.8,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5941054.6,Not Available,Not Available,MANHATTAN
