site_id,phone_status_date,:@computed_region_sbqj_enih,tablet_status_date,state,nta,:@computed_region_yeji_bk3q
bk-09-155198,2025-12-24 22:00:00.528,44,2025-12-24 22:00:00.528,NY,Prospect Lefferts Gardens-Wingate,2
bk-08-145993,2025-12-24 22:00:00.528,49,2025-12-24 22:00:00.528,NY,Crown Heights North,2
mn-05-122860,2025-12-24 22:00:00.528,10,2025-12-24 22:00:00.528,NY,Midtown-Midtown South,4
mn-04-107752,2025-12-24 22:00:00.528,6,2025-12-24 22:00:00.528,NY,Clinton,4
bk-09-155704,2025-12-24 22:00:00.528,44,2025-12-24 22:00:00.528,NY,Crown Heights South,2
bx-05-159996,2025-12-24 22:00:00.528,29,2025-12-24 22:00:00.528,NY,Mount Hope,5
mn-05-121964,2025-12-24 22:00:00.528,10,2025-12-24 22:00:00.528,NY,Midtown-Midtown South,4
bk-01-108952,2025-12-24 22:00:00.528,56,2025-12-24 22:00:00.528,NY,East Williamsburg,2
mn-04-140360,2025-12-24 22:00:00.528,6,2025-12-24 22:00:00.528,NY,Hudson Yards-Chelsea-Flatiron-Union Square,4
mn-05-122095,2025-12-24 22:00:00.528,8,2025-12-24 22:00:00.528,NY,Midtown-Midtown South,4
qu-13-gf44808,,63,,NY,Glen Oaks-Floral Park-New Hyde Park,3
bk-07-125916,2025-12-24 22:00:00.528,45,2025-12-24 22:00:00.528,NY,Park Slope-Gowanus,2
mn-02-123612,2025-12-24 22:00:00.528,3,2025-12-24 22:00:00.528,NY,West Village,4
mn-06-123801,2025-12-24 22:00:00.528,7,2025-12-24 22:00:00.528,NY,Gramercy,4
bk-04-157581,2025-12-24 22:00:00.528,53,2025-12-24 22:00:00.528,NY,Bushwick South,2
mn-03-123295,2025-12-24 22:00:00.528,5,2025-12-24 22:00:00.528,NY,East Village,4
bx-02-145582,2025-12-24 22:00:00.528,24,2025-12-24 22:00:00.528,NY,Hunts Point,5
bx-05-123186,2025-12-24 22:00:00.528,29,2025-12-24 22:00:00.528,NY,Mount Hope,5
mn-05-121626,2025-12-24 22:00:00.528,7,2025-12-24 22:00:00.528,NY,Hudson Yards-Chelsea-Flatiron-Union Square,4
mn-05-122057,2025-12-24 22:00:00.528,8,2025-12-24 22:00:00.528,NY,Midtown-Midtown South,4
bk-16-158880,,46,,NY,Brownsville,2
bk-16-157776,2025-12-24 22:00:00.528,46,2025-12-24 22:00:00.528,NY,Brownsville,2
bk-07-160076,2025-12-24 22:00:00.528,45,2025-12-24 22:00:00.528,NY,Sunset Park West,2
bx-02-159084,2025-12-24 22:00:00.528,24,2025-12-24 22:00:00.528,NY,Longwood,5
bx-05-146094,2025-12-24 22:00:00.528,29,2025-12-24 22:00:00.528,NY,Mount Hope,5
mn-05-122166,2025-12-24 22:00:00.528,8,2025-12-24 22:00:00.528,NY,Midtown-Midtown South,4
mn-04-108485,2025-12-24 22:00:00.528,8,2025-12-24 22:00:00.528,NY,Clinton,4
bk-02-126807,2025-12-24 22:00:00.528,55,2025-12-24 22:00:00.528,NY,Fort Greene,2
bk-08-145903,,50,,NY,Prospect Heights,2
bx-01-145854,2025-12-24 22:00:00.528,23,2025-12-24 22:00:00.528,NY,Mott Haven-Port Morris,5
bk-01-145857,2025-12-24 22:00:00.528,56,2025-12-24 22:00:00.528,NY,East Williamsburg,2
bk-16-108732,2025-12-24 22:00:00.528,46,2025-12-24 22:00:00.528,NY,Ocean Hill,2
bx-05-119590,2025-12-24 22:00:00.528,29,2025-12-24 22:00:00.528,NY,Mount Hope,5
bk-02-145753,2025-12-24 22:00:00.528,55,2025-12-24 22:00:00.528,NY,Fort Greene,2
bx-05-119638,2025-12-24 22:00:00.528,29,2025-12-24 22:00:00.528,NY,Bedford Park-Fordham North,5
mn-04-123501,2025-12-24 22:00:00.528,6,2025-12-24 22:00:00.528,NY,Hudson Yards-Chelsea-Flatiron-Union Square,4
bx-06-118922,2025-12-24 22:00:00.528,31,2025-12-24 22:00:00.528,NY,Claremont-Bathgate,5
mn-05-108471,2025-12-24 22:00:00.528,8,2025-12-24 22:00:00.528,NY,Midtown-Midtown South,4
bk-09-150264,2025-12-24 22:00:00.528,44,2025-12-24 22:00:00.528,NY,Prospect Lefferts Gardens-Wingate,2
bk-17-126527,2025-12-24 22:00:00.528,40,2025-12-24 22:00:00.528,NY,Erasmus,2
bx-07-119787,2025-12-24 22:00:00.528,34,2025-12-24 22:00:00.528,NY,Kingsbridge Heights,5
mn-04-136743,2025-12-24 22:00:00.528,6,2025-12-24 22:00:00.528,NY,Hudson Yards-Chelsea-Flatiron-Union Square,4
mn-04-135037,2025-12-24 22:00:00.528,6,2025-12-24 22:00:00.528,NY,Hudson Yards-Chelsea-Flatiron-Union Square,4
bx-07-144266,2025-12-24 22:00:00.528,34,2025-12-24 22:00:00.528,NY,Norwood,5
bx-01-145688,,23,,NY,West Concourse,5
bk-14-126362,2025-12-24 22:00:00.528,43,2025-12-24 22:00:00.528,NY,Flatbush,2
bk-09-127021,2025-12-24 22:00:00.528,44,2025-12-24 22:00:00.528,NY,Prospect Lefferts Gardens-Wingate,2
bk-05-145936,2025-12-24 22:00:00.528,47,2025-12-24 22:00:00.528,NY,East New York,2
mn-04-123500,2025-12-24 22:00:00.528,6,2025-12-24 22:00:00.528,NY,Hudson Yards-Chelsea-Flatiron-Union Square,4
mn-01-123044,2025-12-24 22:00:00.528,1,2025-12-24 22:00:00.528,NY,SoHo-TriBeCa-Civic Center-Little Italy,4
bk-14-145836,2025-12-24 22:00:00.528,43,2025-12-24 22:00:00.528,NY,Erasmus,2
mn-05-121484,2025-12-24 22:00:00.528,8,2025-12-24 22:00:00.528,NY,Murray Hill-Kips Bay,4
mn-03-123792,2025-12-24 22:00:00.528,5,2025-12-24 22:00:00.528,NY,East Village,4
mn-04-122265,2025-12-24 22:00:00.528,7,2025-12-24 22:00:00.528,NY,Hudson Yards-Chelsea-Flatiron-Union Square,4
mn-04-137195,2025-12-24 22:00:00.528,10,2025-12-24 22:00:00.528,NY,Clinton,4
mn-05-107818,2025-12-24 22:00:00.528,8,2025-12-24 22:00:00.528,NY,Midtown-Midtown South,4
bx-07-119712,2025-12-24 22:00:00.528,34,2025-12-24 22:00:00.528,NY,Norwood,5
mn-03-121470,2025-12-24 22:00:00.528,5,2025-12-24 22:00:00.528,NY,East Village,4
bx-02-156328,2025-12-24 22:00:00.528,24,2025-12-24 22:00:00.528,NY,Hunts Point,5
bk-03-145815,2025-12-24 22:00:00.528,51,2025-12-24 22:00:00.528,NY,Bedford,2
bk-02-145752,2025-12-24 22:00:00.528,55,2025-12-24 22:00:00.528,NY,Fort Greene,2
mn-04-122299,2025-12-24 22:00:00.528,6,2025-12-24 22:00:00.528,NY,Hudson Yards-Chelsea-Flatiron-Union Square,4
mn-04-122580,2025-12-24 22:00:00.528,10,2025-12-24 22:00:00.528,NY,Clinton,4
mn-04-134489,2025-12-24 22:00:00.528,7,2025-12-24 22:00:00.528,NY,Hudson Yards-Chelsea-Flatiron-Union Square,4
mn-03-138878,2025-12-24 22:00:00.528,5,2025-12-24 22:00:00.528,NY,East Village,4
bk-08-145832,2025-12-24 22:00:00.528,49,2025-12-24 22:00:00.528,NY,Crown Heights North,2
bk-05-145938,2025-12-24 22:00:00.528,47,2025-12-24 22:00:00.528,NY,Cypress Hills-City Line,2
mn-11-gf0929,,14,,NY,East Harlem South,4
mn-04-135877,2025-12-24 22:00:00.528,10,2025-12-24 22:00:00.528,NY,Clinton,4
mn-04-108148,2025-12-24 22:00:00.528,10,2025-12-24 22:00:00.528,NY,Clinton,4
bx-07-119685,2025-12-24 22:00:00.528,34,2025-12-24 22:00:00.528,NY,Norwood,5
mn-04-140359,2025-12-24 22:00:00.528,6,2025-12-24 22:00:00.528,NY,Hudson Yards-Chelsea-Flatiron-Union Square,4
mn-05-121631,2025-12-24 22:00:00.528,7,2025-12-24 22:00:00.528,NY,Hudson Yards-Chelsea-Flatiron-Union Square,4
bx-04-119159,2025-12-24 22:00:00.528,27,2025-12-24 22:00:00.528,NY,West Concourse,5
bx-05-119131,2025-12-24 22:00:00.528,29,2025-12-24 22:00:00.528,NY,University Heights-Morris Heights,5
bk-01-146091,2025-12-24 22:00:00.528,56,2025-12-24 22:00:00.528,NY,North Side-South Side,2
bk-16-160032,2025-12-24 22:00:00.528,46,2025-12-24 22:00:00.528,NY,Brownsville,2
bx-11-160072,2025-12-24 22:00:00.528,32,2025-12-24 22:00:00.528,NY,Bronxdale,5
bk-03-145816,2025-12-24 22:00:00.528,52,2025-12-24 22:00:00.528,NY,Crown Heights North,2
bk-02-134976,2025-12-24 22:00:00.528,54,2025-12-24 22:00:00.528,NY,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2
bk-16-153189,2025-12-24 22:00:00.528,46,2025-12-24 22:00:00.528,NY,Brownsville,2
bk-02-132668,2025-12-24 22:00:00.528,55,2025-12-24 22:00:00.528,NY,Clinton Hill,2
bx-07-119754,2025-12-24 22:00:00.528,34,2025-12-24 22:00:00.528,NY,Bedford Park-Fordham North,5
bx-01-146024,2025-12-24 22:00:00.528,23,2025-12-24 22:00:00.528,NY,Mott Haven-Port Morris,5
bx-06-119388,2025-12-24 22:00:00.528,31,2025-12-24 22:00:00.528,NY,Mount Hope,5
bk-05-145945,2025-12-24 22:00:00.528,47,2025-12-24 22:00:00.528,NY,Ocean Hill,2
mn-04-122426,2025-12-24 22:00:00.528,7,2025-12-24 22:00:00.528,NY,Hudson Yards-Chelsea-Flatiron-Union Square,4
bx-02-106058,2025-12-24 22:00:00.528,24,2025-12-24 22:00:00.528,NY,Hunts Point,5
mn-03-139623,2025-12-24 22:00:00.528,5,2025-12-24 22:00:00.528,NY,East Village,4
bk-16-157161,2025-12-24 22:00:00.528,46,2025-12-24 22:00:00.528,NY,Ocean Hill,2
mn-05-122175,2025-12-24 22:00:00.528,8,2025-12-24 22:00:00.528,NY,Midtown-Midtown South,4
mn-03-137382,2025-12-24 22:00:00.528,5,2025-12-24 22:00:00.528,NY,East Village,4
bk-01-145999,2025-12-24 22:00:00.528,57,2025-12-24 22:00:00.528,NY,Greenpoint,2
bk-01-145996,2025-12-24 22:00:00.528,56,2025-12-24 22:00:00.528,NY,North Side-South Side,2
bx-01-146065,2025-12-24 22:00:00.528,23,2025-12-24 22:00:00.528,NY,Melrose South-Mott Haven North,5
mn-02-128511,2025-12-24 22:00:00.528,3,2025-12-24 22:00:00.528,NY,West Village,4
bx-05-159986,2025-12-24 22:00:00.528,29,2025-12-24 22:00:00.528,NY,University Heights-Morris Heights,5
qu-13-gf44801,,63,,NY,Glen Oaks-Floral Park-New Hyde Park,3
mn-03-123797,2025-12-24 22:00:00.528,5,2025-12-24 22:00:00.528,NY,East Village,4
bk-16-gf34595,,46,,NY,Brownsville,2
bk-14-160033,2025-12-24 22:00:00.528,43,2025-12-24 22:00:00.528,NY,,2
mn-02-100727,2025-12-24 22:00:00.528,2,2025-12-24 22:00:00.528,NY,SoHo-TriBeCa-Civic Center-Little Italy,4
bk-05-160014,2025-12-24 22:00:00.528,47,2025-12-24 22:00:00.528,NY,East New York (Pennsylvania Ave),2
mn-03-133491,2025-12-24 22:00:00.528,5,2025-12-24 22:00:00.528,NY,East Village,4
mn-04-108085,2025-12-24 22:00:00.528,7,2025-12-24 22:00:00.528,NY,Hudson Yards-Chelsea-Flatiron-Union Square,4
mn-04-138534,2025-12-24 22:00:00.528,10,2025-12-24 22:00:00.528,NY,Clinton,4
bx-01-123216,2025-12-24 22:00:00.528,23,2025-12-24 22:00:00.528,NY,Melrose South-Mott Haven North,5
mn-03-131017,2025-12-24 22:00:00.528,5,2025-12-24 22:00:00.528,NY,East Village,4
bk-01-146047,2025-12-24 22:00:00.528,56,2025-12-24 22:00:00.528,NY,North Side-South Side,2
bk-09-153434,2025-12-24 22:00:00.528,44,2025-12-24 22:00:00.528,NY,Crown Heights South,2
bx-05-123185,2025-12-24 22:00:00.528,29,2025-12-24 22:00:00.528,NY,University Heights-Morris Heights,5
mn-05-122514,2025-12-24 22:00:00.528,10,2025-12-24 22:00:00.528,NY,Midtown-Midtown South,4
mn-03-133516,2025-12-24 22:00:00.528,5,2025-12-24 22:00:00.528,NY,East Village,4
bk-09-160092,,44,,NY,Prospect Lefferts Gardens-Wingate,2
bk-14-145949,2025-12-24 22:00:00.528,43,2025-12-24 22:00:00.528,NY,Erasmus,2
mn-01-123041,2025-12-24 22:00:00.528,1,2025-12-24 22:00:00.528,NY,SoHo-TriBeCa-Civic Center-Little Italy,4
bk-08-125707,2025-12-24 22:00:00.528,49,2025-12-24 22:00:00.528,NY,Prospect Heights,2
bk-06-125910,2025-12-24 22:00:00.528,50,2025-12-24 22:00:00.528,NY,Park Slope-Gowanus,2
mn-02-123547,2025-12-24 22:00:00.528,3,2025-12-24 22:00:00.528,NY,West Village,4
bk-09-127020,2025-12-24 22:00:00.528,44,2025-12-24 22:00:00.528,NY,Crown Heights South,2
bx-07-117868,2025-12-24 22:00:00.528,34,2025-12-24 22:00:00.528,NY,Kingsbridge Heights,5
bx-01-146056,2025-12-24 22:00:00.528,23,2025-12-24 22:00:00.528,NY,Mott Haven-Port Morris,5
mn-05-121630,2025-12-24 22:00:00.528,7,2025-12-24 22:00:00.528,NY,Hudson Yards-Chelsea-Flatiron-Union Square,4
bk-01-146016,2025-12-24 22:00:00.528,57,2025-12-24 22:00:00.528,NY,North Side-South Side,2
mn-02-123117,2025-12-24 22:00:00.528,3,2025-12-24 22:00:00.528,NY,West Village,4
mn-01-136177,2025-12-24 22:00:00.528,1,2025-12-24 22:00:00.528,NY,Battery Park City-Lower Manhattan,4
mn-02-122330,2025-12-24 22:00:00.528,2,2025-12-24 22:00:00.528,NY,SoHo-TriBeCa-Civic Center-Little Italy,4
mn-02-123559,2025-12-24 22:00:00.528,1,2025-12-24 22:00:00.528,NY,SoHo-TriBeCa-Civic Center-Little Italy,4
bx-03-146064,2025-12-24 22:00:00.528,25,2025-12-24 22:00:00.528,NY,Morrisania-Melrose,5
mn-05-121640,2025-12-24 22:00:00.528,8,2025-12-24 22:00:00.528,NY,Midtown-Midtown South,4
mn-04-139205,2025-12-24 22:00:00.528,10,2025-12-24 22:00:00.528,NY,Clinton,4
bk-01-146010,2025-12-24 22:00:00.528,57,2025-12-24 22:00:00.528,NY,North Side-South Side,2
bk-07-145886,2025-12-24 22:00:00.528,45,2025-12-24 22:00:00.528,NY,Sunset Park West,2
bx-04-101603,2025-12-24 22:00:00.528,27,2025-12-24 22:00:00.528,NY,West Concourse,5
mn-05-121636,2025-12-24 22:00:00.528,7,2025-12-24 22:00:00.528,NY,Midtown-Midtown South,4
bk-12-126950,2025-12-24 22:00:00.528,39,2025-12-24 22:00:00.528,NY,Borough Park,2
bk-01-160097,2025-12-24 22:00:00.528,57,2025-12-24 22:00:00.528,NY,North Side-South Side,2
bk-08-145990,2025-12-24 22:00:00.528,49,2025-12-24 22:00:00.528,NY,Crown Heights North,2
mn-02-108535,2025-12-24 22:00:00.528,3,2025-12-24 22:00:00.528,NY,West Village,4
bk-16-156780,2025-12-24 22:00:00.528,46,2025-12-24 22:00:00.528,NY,Brownsville,2
mn-04-122466,2025-12-24 22:00:00.528,10,2025-12-24 22:00:00.528,NY,Clinton,4
bk-03-145837,2025-12-24 22:00:00.528,51,2025-12-24 22:00:00.528,NY,Crown Heights North,2
bx-05-gf22626,,29,,NY,Mount Hope,5
mn-03-139058,2025-12-24 22:00:00.528,5,2025-12-24 22:00:00.528,NY,East Village,4
bx-02-152585,2025-12-24 22:00:00.528,24,2025-12-24 22:00:00.528,NY,Longwood,5
bx-01-145916,2025-12-24 22:00:00.528,23,2025-12-24 22:00:00.528,NY,Mott Haven-Port Morris,5
bx-07-119564,2025-12-24 22:00:00.528,34,2025-12-24 22:00:00.528,NY,Kingsbridge Heights,5
mn-04-122075,2025-12-24 22:00:00.528,8,2025-12-24 22:00:00.528,NY,Clinton,4
mn-05-121570,2025-12-24 22:00:00.528,8,2025-12-24 22:00:00.528,NY,Murray Hill-Kips Bay,4
bx-01-146045,2025-12-24 22:00:00.528,23,2025-12-24 22:00:00.528,NY,Melrose South-Mott Haven North,5
mn-04-123517,2025-12-24 22:00:00.528,6,2025-12-24 22:00:00.528,NY,Hudson Yards-Chelsea-Flatiron-Union Square,4
bx-01-146055,2025-12-24 22:00:00.528,23,2025-12-24 22:00:00.528,NY,Mott Haven-Port Morris,5
bk-01-108949,2025-12-24 22:00:00.528,56,2025-12-24 22:00:00.528,NY,East Williamsburg,2
mn-05-121632,2025-12-24 22:00:00.528,8,2025-12-24 22:00:00.528,NY,Midtown-Midtown South,4
bk-04-127501,2025-12-24 22:00:00.528,53,2025-12-24 22:00:00.528,NY,Bushwick North,2
mn-04-108537,2025-12-24 22:00:00.528,6,2025-12-24 22:00:00.528,NY,Hudson Yards-Chelsea-Flatiron-Union Square,4
bx-07-131009,2025-12-24 22:00:00.528,34,2025-12-24 22:00:00.528,NY,Bedford Park-Fordham North,5
bx-03-118929,2025-12-24 22:00:00.528,25,2025-12-24 22:00:00.528,NY,Morrisania-Melrose,5
bk-16-gf34731,,46,,NY,Brownsville,2
mn-03-133166,2025-12-24 22:00:00.528,4,2025-12-24 22:00:00.528,NY,Lower East Side,4
mn-03-137407,2025-12-24 22:00:00.528,2,2025-12-24 22:00:00.528,NY,Chinatown,4
mn-04-122579,2025-12-24 22:00:00.528,10,2025-12-24 22:00:00.528,NY,Clinton,4
mn-05-122680,2025-12-24 22:00:00.528,6,2025-12-24 22:00:00.528,NY,Midtown-Midtown South,4
mn-05-122627,2025-12-24 22:00:00.528,10,2025-12-24 22:00:00.528,NY,Midtown-Midtown South,4
bx-01-123210,2025-12-24 22:00:00.528,23,2025-12-24 22:00:00.528,NY,Melrose South-Mott Haven North,5
mn-03-123149,2025-12-24 22:00:00.528,5,2025-12-24 22:00:00.528,NY,East Village,4
bk-04-155232,2025-12-24 22:00:00.528,53,2025-12-24 22:00:00.528,NY,Bushwick South,2
mn-01-108151,2025-12-24 22:00:00.528,1,2025-12-24 22:00:00.528,NY,SoHo-TriBeCa-Civic Center-Little Italy,4
bk-03-151829,2025-12-24 22:00:00.528,51,2025-12-24 22:00:00.528,NY,Clinton Hill,2
mn-05-121579,2025-12-24 22:00:00.528,8,2025-12-24 22:00:00.528,NY,Murray Hill-Kips Bay,4
mn-04-108002,2025-12-24 22:00:00.528,6,2025-12-24 22:00:00.528,NY,Hudson Yards-Chelsea-Flatiron-Union Square,4
mn-06-133339,2025-12-24 22:00:00.528,7,2025-12-24 22:00:00.528,NY,Gramercy,4
bx-02-119034,2025-12-24 22:00:00.528,24,2025-12-24 22:00:00.528,NY,Longwood,5
bx-02-119044,2025-12-24 22:00:00.528,24,2025-12-24 22:00:00.528,NY,Hunts Point,5
bk-01-126669,2025-12-24 22:00:00.528,56,2025-12-24 22:00:00.528,NY,East Williamsburg,2
mn-05-122878,2025-12-24 22:00:00.528,10,2025-12-24 22:00:00.528,NY,Midtown-Midtown South,4
bk-06-127417,2025-12-24 22:00:00.528,50,2025-12-24 22:00:00.528,NY,Park Slope-Gowanus,2
bk-16-126473,2025-12-24 22:00:00.528,46,2025-12-24 22:00:00.528,NY,Ocean Hill,2
mn-04-135163,2025-12-24 22:00:00.528,10,2025-12-24 22:00:00.528,NY,Clinton,4
bk-01-146017,2025-12-24 22:00:00.528,57,2025-12-24 22:00:00.528,NY,North Side-South Side,2
bk-08-127047,,49,,NY,Crown Heights North,2
