property_id,address_1,data_center_pue,last_modified_date_gas_meters,third_party_certification,wastewater_treatment_plant,hospital_general_medical_9,annual_maximum_demand_kw,estimated_data_flag_fuel_3,weather_normalized_site,national_median_site_eui,financial_office_weekly,energy_power_station_gross,multifamily_housing_gross,total_ghg_emissions_metric,bank_branch_gross_floor_area,urgent_care_clinic_other,electricity_use_grid_purchase_2,parking_partially_enclosed,occupancy,national_median_total_ghg,multifamily_housing_number_2,medical_office_percent_that,adult_education_gross_floor,office_number_of_workers,direct_ghg_emissions_intensity,performing_arts_gross_floor,hospital_general_medical_2,office_percent_that_can_be,fuel_oil_1_use_kbtu,natural_gas_use_kbtu,medical_office_gross_floor,hospital_general_medical_7,automobile_dealership_gross,retail_store_number_of_open,difference_from_national,generation_date,alert_water_meter_has_less,municipally_supplied_potable,list_of_all_property_use,year_ending,last_modified_date_water,college_university_gross,manufacturing_industrial,costar_property_id,senior_care_community_living,direct_ghg_emissions_metric,social_meeting_hall_gross,_2nd_largest_property_use
1426421,24 State Street,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14.0,101.7,Not Available,Not Available,Not Available,6346.5,Not Available,Not Available,41149709.5,0,100,6589.3,Not Available,Not Available,Not Available,1833,0,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-3.7,2020-05-28T14:19:14.000,Ok,Not Available,"Food Service, Office, Parking",2019-12-31T00:00:00.000,04/16/2020 11:45 AM EDT,Not Available,Not Available,Not Available,Not Available,0,Not Available,Parking
1633647,67-01 110th Street,Not Available,04/17/2020 12:53 PM EDT,Not Available,Not Available,Not Available,385.9,No,4.8,98.4,Not Available,Not Available,Not Available,1917.4,Not Available,Not Available,4572080.0,Not Available,100,2102.0,Not Available,Not Available,Not Available,Not Available,5.5,Not Available,Not Available,Not Available,Not Available,237100,Not Available,Not Available,Not Available,Not Available,-8.8,2020-08-28T16:16:21.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:29 PM EDT,Not Available,Not Available,Not Available,Not Available,1554.1,Not Available,Not Available
1633167,3787 Bedford Avenue,Not Available,04/17/2020 10:28 AM EDT,Not Available,Not Available,Not Available,416,No,4.9,110.7,Not Available,Not Available,Not Available,2296.6,Not Available,Not Available,5126188.8,Not Available,100,2549.8,Not Available,Not Available,Not Available,Not Available,6.2,Not Available,Not Available,Not Available,Not Available,136200,Not Available,Not Available,Not Available,Not Available,-9.9,2020-08-28T16:16:52.000,Ok,Not Available,"Heated Swimming Pool, K-12 School",2019-12-31T00:00:00.000,05/01/2020 05:06 PM EDT,Not Available,Not Available,Not Available,Not Available,1889.2,Not Available,Heated Swimming Pool
1329076,599 Lexington,Not Available,07/16/2020 03:51 AM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,17.3,80.2,Not Available,Not Available,Not Available,5883.5,Not Available,Not Available,62515482.9,Not Available,100,6987.0,Not Available,Not Available,Not Available,2215,0,Not Available,Not Available,100,Not Available,505400,Not Available,Not Available,Not Available,Not Available,-15.8,2020-07-27T10:17:37.000,Ok,Not Available,"Convenience Store without Gas Station, Food Service, Office, Restaurant",2019-12-31T00:00:00.000,07/16/2020 03:50 AM EDT,Not Available,Not Available,Not Available,Not Available,26.8,Not Available,Restaurant
1633764,1031 59th Street,Not Available,04/17/2020 10:27 AM EDT,Not Available,Not Available,Not Available,378,Not Available,5.2,97.8,Not Available,Not Available,Not Available,658.4,Not Available,Not Available,2302417.6,Not Available,100,758.6,Not Available,Not Available,Not Available,Not Available,3.6,Not Available,Not Available,Not Available,Not Available,8430599.7,Not Available,Not Available,Not Available,Not Available,-13.2,2020-08-28T16:16:21.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:29 PM EDT,Not Available,Not Available,Not Available,Not Available,475.4,Not Available,Not Available
1633822,430 Howard Avenue,Not Available,04/17/2020 10:27 AM EDT,Not Available,Not Available,Not Available,336,Not Available,10.7,57.2,Not Available,Not Available,Not Available,454.5,Not Available,Not Available,3630368.0,Not Available,100,380.2,Not Available,Not Available,Not Available,Not Available,1.7,Not Available,Not Available,Not Available,Not Available,2740600,Not Available,Not Available,Not Available,Not Available,19.6,2020-08-28T16:16:55.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,166,Not Available,Not Available
1633774,70 Ocean Parkway,Not Available,04/14/2020 02:37 PM EDT,Not Available,Not Available,Not Available,122.4,Not Available,6.7,90.9,Not Available,Not Available,Not Available,264.9,Not Available,Not Available,1381450.6,Not Available,100,349.1,Not Available,Not Available,Not Available,Not Available,2.6,Not Available,Not Available,Not Available,Not Available,2341800.3,Not Available,Not Available,Not Available,Not Available,-24.1,2020-08-28T16:18:29.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,155.1,Not Available,Not Available
1634357,730 East 12th Street,Not Available,04/13/2020 05:46 PM EDT,Not Available,Not Available,Not Available,134.4,Not Available,5.9,54.4,Not Available,Not Available,Not Available,140.7,Not Available,Not Available,1333955.5,Not Available,100,271.9,Not Available,Not Available,Not Available,Not Available,0.5,Not Available,Not Available,Not Available,Not Available,209200,Not Available,Not Available,Not Available,Not Available,-48.3,2020-08-28T16:17:39.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:48 PM EDT,Not Available,Not Available,Not Available,Not Available,34.7,Not Available,Not Available
1633233,100 West 77th Street,Not Available,04/13/2020 05:47 PM EDT,Not Available,Not Available,Not Available,312,Not Available,3.8,84.2,Not Available,Not Available,Not Available,699.4,Not Available,Not Available,2210976.0,Not Available,100,1074.2,Not Available,Not Available,Not Available,Not Available,3,Not Available,Not Available,Not Available,Not Available,512000,Not Available,Not Available,Not Available,Not Available,-34.9,2020-08-28T16:17:58.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,523.7,Not Available,Not Available
1633571,21-21 Ditmars Boulevard,Not Available,04/13/2020 03:27 PM EDT,Not Available,Not Available,Not Available,196,Not Available,3.6,70.5,Not Available,Not Available,Not Available,557.4,Not Available,Not Available,1614558.4,Not Available,100,550.6,Not Available,Not Available,Not Available,Not Available,3.3,Not Available,Not Available,Not Available,Not Available,6825999.9,Not Available,Not Available,Not Available,Not Available,1.2,2020-08-28T16:18:11.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,429.1,Not Available,Not Available
1634018,46 McKeever Place,Not Available,04/17/2020 10:27 AM EDT,Not Available,Not Available,Not Available,216,Not Available,3.9,79.1,Not Available,Not Available,Not Available,1001.7,Not Available,Not Available,2530339.2,Not Available,100,1128.4,Not Available,Not Available,Not Available,Not Available,4.2,Not Available,Not Available,Not Available,Not Available,600,Not Available,Not Available,Not Available,Not Available,-11.2,2020-08-28T16:17:08.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 09:14 PM EDT,Not Available,Not Available,Not Available,Not Available,800.7,Not Available,Not Available
1633541,1010 Lafayette Avenue,Not Available,04/14/2020 02:37 PM EDT,Not Available,Not Available,Not Available,200,Not Available,3.8,76.1,Not Available,Not Available,Not Available,421.9,Not Available,Not Available,1920273.6,Not Available,100,702.5,Not Available,Not Available,Not Available,Not Available,1.7,Not Available,Not Available,Not Available,Not Available,4880899.9,Not Available,Not Available,Not Available,Not Available,-39.9,2020-05-01T21:43:14.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,259.2,Not Available,Not Available
1633417,64-35 102nd Street,Not Available,04/17/2020 12:54 PM EDT,Not Available,Not Available,Not Available,139.3,Not Available,3.7,63.3,Not Available,Not Available,Not Available,448.8,Not Available,Not Available,1235969.7,Not Available,100,478.8,Not Available,Not Available,Not Available,Not Available,3.5,Not Available,Not Available,Not Available,Not Available,115600,Not Available,Not Available,Not Available,Not Available,-6.3,2020-05-01T21:43:41.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,344.1,Not Available,Not Available
1633875,885 Bolton Avenue,Not Available,04/10/2020 05:35 PM EDT,Not Available,Not Available,Not Available,328,No,3.6,70.1,Not Available,Not Available,Not Available,460.9,Not Available,Not Available,2921754.6,Not Available,100,749.3,Not Available,Not Available,Not Available,Not Available,1.5,Not Available,Not Available,Not Available,Not Available,5056100.4,Not Available,Not Available,Not Available,Not Available,-38.5,2020-05-01T21:43:59.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:28 PM EDT,Not Available,Not Available,Not Available,Not Available,268.6,Not Available,Not Available
1634637,690 East 183rd Street,Not Available,04/10/2020 05:35 PM EDT,Not Available,Not Available,Not Available,176,No,6.2,73.0,Not Available,Not Available,Not Available,459.4,Not Available,Not Available,2259017.0,Not Available,100,478.5,Not Available,Not Available,Not Available,Not Available,2.6,Not Available,Not Available,Not Available,Not Available,5270099.9,Not Available,Not Available,Not Available,Not Available,-4.0,2020-08-28T16:17:21.000,Ok,Not Available,"Heated Swimming Pool, K-12 School",2019-12-31T00:00:00.000,05/01/2020 05:54 PM EDT,Not Available,Not Available,Not Available,Not Available,279.9,Not Available,Heated Swimming Pool
1633728,700 East 179th Street,Not Available,08/18/2020 02:01 PM EDT,Not Available,Not Available,Not Available,161.3,Not Available,3.4,95.4,Not Available,Not Available,Not Available,399.3,Not Available,Not Available,1220335.9,Not Available,100,576.0,Not Available,Not Available,Not Available,Not Available,2.9,Not Available,Not Available,Not Available,Not Available,5692800,Not Available,Not Available,Not Available,Not Available,-30.7,2020-08-28T16:16:44.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:28 PM EDT,Not Available,Not Available,Not Available,Not Available,302.4,Not Available,Not Available
1634661,432 Monroe Street,Not Available,04/14/2020 02:37 PM EDT,Not Available,Not Available,Not Available,152,Not Available,4.9,89.3,Not Available,Not Available,Not Available,340.7,Not Available,Not Available,1660961.6,Not Available,100,535.4,Not Available,Not Available,Not Available,Not Available,2.1,Not Available,Not Available,Not Available,Not Available,3929400.1,Not Available,Not Available,Not Available,Not Available,-36.4,2020-08-28T16:17:10.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:54 PM EDT,Not Available,Not Available,Not Available,Not Available,208.7,Not Available,Not Available
1633892,121 East 3rd Street,Not Available,04/13/2020 05:45 PM EDT,Not Available,Not Available,Not Available,184,Not Available,4.3,77.8,Not Available,Not Available,Not Available,351.3,Not Available,Not Available,1502917.8,Not Available,100,489.4,Not Available,Not Available,Not Available,Not Available,2.3,Not Available,Not Available,Not Available,Not Available,3787400.3,Not Available,Not Available,Not Available,Not Available,-28.2,2020-08-28T16:16:53.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:28 PM EDT,Not Available,Not Available,Not Available,Not Available,231.9,Not Available,Not Available
1634275,1396 Broadway,Not Available,04/14/2020 02:37 PM EDT,Not Available,Not Available,Not Available,316,Not Available,15.0,84.4,Not Available,Not Available,Not Available,385.6,Not Available,Not Available,2504408.0,Not Available,100,261.8,Not Available,Not Available,Not Available,Not Available,3.9,Not Available,Not Available,Not Available,Not Available,3513100,Not Available,Not Available,Not Available,Not Available,47.3,2020-08-28T16:17:18.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:48 PM EDT,Not Available,Not Available,Not Available,Not Available,186.6,Not Available,Not Available
1633508,811 East 149th Street,Not Available,04/10/2020 05:35 PM EDT,Not Available,Not Available,Not Available,137.6,Not Available,4.4,66.9,Not Available,Not Available,Not Available,225.3,Not Available,Not Available,1251794.6,Not Available,100,350.0,Not Available,Not Available,Not Available,Not Available,1.5,Not Available,Not Available,Not Available,Not Available,2369500,Not Available,Not Available,Not Available,Not Available,-35.6,2020-08-28T16:17:56.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,125.9,Not Available,Not Available
1633435,88-15 182nd Street,Not Available,04/17/2020 12:54 PM EDT,Not Available,Not Available,Not Available,296,No,3.7,67.3,Not Available,Not Available,Not Available,685.0,Not Available,Not Available,3024396.8,Not Available,100,1225.6,Not Available,Not Available,Not Available,Not Available,1.9,Not Available,Not Available,Not Available,Not Available,326500,Not Available,Not Available,Not Available,Not Available,-44.1,2020-08-28T16:16:32.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,444.6,Not Available,Not Available
1633429,46-35 Oceania Street,Not Available,04/13/2020 03:27 PM EDT,Not Available,Not Available,Not Available,214.4,Not Available,3.0,74.5,Not Available,Not Available,Not Available,612.3,Not Available,Not Available,1694535.7,Not Available,100,942.5,Not Available,Not Available,Not Available,Not Available,2.8,Not Available,Not Available,Not Available,Not Available,141400,Not Available,Not Available,Not Available,Not Available,-35.0,2020-05-01T21:43:15.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,468.8,Not Available,Not Available
1633136,982 Hegeman Avenue,Not Available,04/14/2020 02:38 PM EDT,Not Available,Not Available,Not Available,315.2,Not Available,4.6,83.3,Not Available,Not Available,Not Available,722.1,Not Available,Not Available,2182588.2,Not Available,100,678.7,Not Available,Not Available,Not Available,Not Available,4,Not Available,Not Available,Not Available,Not Available,8958600.1,Not Available,Not Available,Not Available,Not Available,6.4,2020-08-28T16:16:30.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:06 PM EDT,Not Available,Not Available,Not Available,Not Available,548.7,Not Available,Not Available
1633524,1116 Sheridan Avenue,Not Available,04/10/2020 05:36 PM EDT,Not Available,Not Available,Not Available,272,Not Available,4.8,90.4,Not Available,Not Available,Not Available,599.9,Not Available,Not Available,2066307.2,Not Available,100,828.7,Not Available,Not Available,Not Available,Not Available,3.5,Not Available,Not Available,Not Available,Not Available,837200,Not Available,Not Available,Not Available,Not Available,-27.6,2020-08-28T16:18:37.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,435.7,Not Available,Not Available
1634761,80 Monroe Avenue,Not Available,04/17/2020 12:53 PM EDT,Not Available,Not Available,Not Available,202,Not Available,4.9,82.0,Not Available,Not Available,Not Available,473.6,Not Available,Not Available,1862133.1,Not Available,100,687.1,Not Available,Not Available,Not Available,Not Available,2.9,Not Available,Not Available,Not Available,Not Available,700,Not Available,Not Available,Not Available,Not Available,-31.1,2020-08-28T16:17:22.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:54 PM EDT,Not Available,Not Available,Not Available,Not Available,325.6,Not Available,Not Available
1633673,191 Vermont Avenue,Not Available,04/17/2020 12:53 PM EDT,Not Available,Not Available,Not Available,300,Not Available,9.1,78.1,Not Available,Not Available,Not Available,355.0,Not Available,Not Available,2173444.0,Not Available,100,361.1,Not Available,Not Available,Not Available,Not Available,2.6,Not Available,Not Available,Not Available,Not Available,2646500.1,Not Available,Not Available,Not Available,Not Available,-1.7,2020-08-28T16:17:06.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:29 PM EDT,Not Available,Not Available,Not Available,Not Available,182.3,Not Available,Not Available
1633498,201 Warren Street,Not Available,04/13/2020 05:46 PM EDT,Not Available,Not Available,Not Available,388,Not Available,10.8,63.8,Not Available,Not Available,Not Available,527.1,Not Available,Not Available,4198124.8,Not Available,100,489.4,Not Available,Not Available,Not Available,Not Available,1.7,Not Available,Not Available,Not Available,Not Available,3642900,Not Available,Not Available,Not Available,Not Available,7.7,2020-08-28T16:17:42.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,193.5,Not Available,Not Available
1633661,21-16 44th Road,Not Available,04/13/2020 03:27 PM EDT,Not Available,Not Available,Not Available,540.2,Not Available,9.3,70.5,Not Available,Not Available,Not Available,575.5,Not Available,Not Available,4632131.2,Not Available,100,710.2,Not Available,Not Available,Not Available,Not Available,1.4,Not Available,Not Available,Not Available,Not Available,3037400.3,Not Available,Not Available,Not Available,Not Available,-19.0,2020-08-28T16:18:20.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:29 PM EDT,Not Available,Not Available,Not Available,Not Available,207.4,Not Available,Not Available
163464100.00%,730 Bryant Avenue,Not Available,04/10/2020 05:34 PM EDT,Not Available,Not Available,Not Available,486.7,Not Available,7.3,105.6,Not Available,Not Available,Not Available,905.0,Not Available,Not Available,4288201.6,Not Available,100,1331.0,Not Available,Not Available,Not Available,Not Available,3.4,Not Available,Not Available,Not Available,Not Available,328800,Not Available,Not Available,Not Available,Not Available,-32.0,2020-08-28T16:18:30.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,564.3,Not Available,Not Available
1633334,515 4th Avenue,Not Available,04/14/2020 02:38 PM EDT,Not Available,Not Available,Not Available,110.4,Not Available,7.0,73.4,Not Available,Not Available,Not Available,197.0,Not Available,Not Available,947990.1,Not Available,100,189.7,Not Available,Not Available,Not Available,Not Available,3.1,Not Available,Not Available,Not Available,Not Available,1519900,Not Available,Not Available,Not Available,Not Available,3.9,2020-08-28T16:16:21.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,121.7,Not Available,Not Available
1633221,1560 Purdy Street,Not Available,04/10/2020 05:35 PM EDT,Not Available,Not Available,Not Available,298,No,5.1,85.0,Not Available,Not Available,Not Available,954.3,Not Available,Not Available,2655354.9,Not Available,100,998.8,Not Available,Not Available,Not Available,Not Available,4.7,Not Available,Not Available,Not Available,Not Available,483500,Not Available,Not Available,Not Available,Not Available,-4.5,2020-05-01T21:42:17.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:05 PM EDT,Not Available,Not Available,Not Available,Not Available,729.5,Not Available,Not Available
1575697,866 UN Plaza,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9.7,86.6,48,Not Available,Not Available,1862.9,Not Available,Not Available,14288630.3,0,100,2826.9,Not Available,Not Available,Not Available,669.62,0,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-34.1,2020-07-29T17:42:47.000,Ok,Not Available,"Financial Office, Office, Parking",2019-12-31T00:00:00.000,04/17/2020 11:03 AM EDT,Not Available,Not Available,Not Available,Not Available,0,Not Available,Parking
1633393,49 Flatbush Avenue Ext.,Not Available,04/14/2020 02:37 PM EDT,Not Available,Not Available,Not Available,540,Not Available,4.8,81.0,Not Available,Not Available,Not Available,618.3,Not Available,Not Available,3418824.0,Not Available,100,1096.0,Not Available,Not Available,Not Available,Not Available,1.7,Not Available,Not Available,Not Available,Not Available,4932899.8,Not Available,Not Available,Not Available,Not Available,-43.6,2020-08-28T16:17:48.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,346.7,Not Available,Not Available
1633612,8301 Shore Road,Not Available,04/17/2020 10:26 AM EDT,Not Available,Not Available,Not Available,949,No,9.1,91.5,Not Available,Not Available,Not Available,2000.3,Not Available,Not Available,10527313.1,Not Available,100,2000.4,Not Available,Not Available,Not Available,Not Available,3.2,Not Available,Not Available,Not Available,Not Available,20874897.7,Not Available,Not Available,Not Available,Not Available,0.0,2020-05-01T21:42:05.000,Ok,Not Available,"K-12 School, Swimming Pool",2019-12-31T00:00:00.000,05/01/2020 05:29 PM EDT,Not Available,Not Available,Not Available,Not Available,1108.8,Not Available,Swimming Pool
1634016,101 Walton Street,Not Available,04/14/2020 02:38 PM EDT,Not Available,Not Available,Not Available,420,No,4.0,87.8,Not Available,Not Available,Not Available,927.4,Not Available,Not Available,2456640.0,Not Available,100,1227.5,Not Available,Not Available,Not Available,Not Available,4,Not Available,Not Available,Not Available,Not Available,44700,Not Available,Not Available,Not Available,Not Available,-24.4,2020-05-01T21:41:58.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 09:14 PM EDT,Not Available,Not Available,Not Available,Not Available,719.3,Not Available,Not Available
1634133,123 Ridge Street,Not Available,04/13/2020 05:47 PM EDT,Not Available,Not Available,Not Available,126.4,Not Available,4.5,60.5,Not Available,Not Available,Not Available,333.9,Not Available,Not Available,1543315.8,Not Available,100,449.4,Not Available,Not Available,Not Available,Not Available,2.1,Not Available,Not Available,Not Available,Not Available,276000,Not Available,Not Available,Not Available,Not Available,-25.7,2020-08-28T16:17:50.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 09:14 PM EDT,Not Available,Not Available,Not Available,Not Available,211.3,Not Available,Not Available
1633340,22-45 41st Street,Not Available,04/13/2020 03:26 PM EDT,Not Available,Not Available,Not Available,110.4,Not Available,4.4,57.7,Not Available,Not Available,Not Available,190.9,Not Available,Not Available,886028.2,Not Available,100,205.7,Not Available,Not Available,Not Available,Not Available,2,Not Available,Not Available,Not Available,Not Available,2268399.9,Not Available,Not Available,Not Available,Not Available,-7.2,2020-08-28T16:18:23.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,120.5,Not Available,Not Available
1467490,595 Madison Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11.0,83.7,60,Not Available,Not Available,1820.4,Not Available,Not Available,12561984.3,Not Available,90,2123.2,Not Available,100,Not Available,250,0,Not Available,Not Available,100,Not Available,Not Available,20517,Not Available,Not Available,1,-14.3,2020-07-29T16:14:22.000,Ok,Not Available,"Financial Office, Medical Office, Museum, Office, Retail Store",2019-12-31T00:00:00.000,07/10/2020 06:39 PM EDT,Not Available,Not Available,Not Available,Not Available,0,Not Available,Museum
1547924,519 GATEWAY DR,Not Available,09/24/2020 03:53 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,15.1,99.8,Not Available,Not Available,Not Available,884.0,Not Available,Not Available,7743667.1,0,100,1026.1,Not Available,Not Available,Not Available,Not Available,1.8,Not Available,Not Available,Not Available,Not Available,5058800.1,Not Available,Not Available,Not Available,52,-13.8,2020-10-28T14:25:21.000,Ok,Not Available,"Parking, Retail Store",2019-12-31T00:00:00.000,09/24/2020 03:53 PM EDT,Not Available,Not Available,Not Available,Not Available,268.7,Not Available,Parking
1633888,317 West 52nd Street,Not Available,04/13/2020 05:46 PM EDT,Not Available,Not Available,Not Available,132.8,Not Available,5.8,88.2,Not Available,Not Available,Not Available,266.2,Not Available,Not Available,1290554.9,Not Available,100,403.1,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,13400,Not Available,Not Available,Not Available,Not Available,-34.0,2020-08-28T16:16:36.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:28 PM EDT,Not Available,Not Available,Not Available,Not Available,0.7,Not Available,Not Available
1463679,770 Broadway,Not Available,07/15/2020 06:21 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,12.3,108.7,Not Available,Not Available,Not Available,6797.5,6034,Not Available,49820829.8,Not Available,100,9639.1,Not Available,Not Available,Not Available,3627,0.5,Not Available,Not Available,100,Not Available,10049342.6,Not Available,Not Available,Not Available,0,-29.5,2020-07-30T09:04:19.000,Ok,Not Available,"Bank Branch, Data Center, Office, Retail Store",2019-12-31T00:00:00.000,07/10/2020 06:53 PM EDT,Not Available,Not Available,Not Available,Not Available,533.8,Not Available,Retail Store
1633531,2151 Washington Avenue,Not Available,04/10/2020 05:35 PM EDT,Not Available,Not Available,Not Available,304,Not Available,7.8,87.9,Not Available,Not Available,Not Available,544.7,Not Available,Not Available,2402048.0,Not Available,100,475.6,Not Available,Not Available,Not Available,Not Available,3.9,Not Available,Not Available,Not Available,Not Available,6661199.7,Not Available,Not Available,Not Available,Not Available,14.5,2020-08-28T16:16:43.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,353.8,Not Available,Not Available
163309800.00%,9115 5th Avenue,Not Available,04/17/2020 10:26 AM EDT,Not Available,Not Available,Not Available,292,Not Available,4.7,82.4,Not Available,Not Available,Not Available,537.0,Not Available,Not Available,1868411.2,Not Available,100,729.3,Not Available,Not Available,Not Available,Not Available,3.3,Not Available,Not Available,Not Available,Not Available,112900,Not Available,Not Available,Not Available,Not Available,-26.4,2020-08-28T16:17:50.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:06 PM EDT,Not Available,Not Available,Not Available,Not Available,388.5,Not Available,Not Available
1460459,909 Third Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13.0,105.8,Not Available,Not Available,Not Available,6051.0,Not Available,Not Available,49874261.7,Not Available,100,9199.4,Not Available,Not Available,Not Available,3000,0,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-34.2,2020-07-30T09:19:04.000,Ok,Not Available,"Data Center, Office",2019-12-31T00:00:00.000,07/10/2020 06:56 PM EDT,Not Available,Not Available,Not Available,Not Available,0,Not Available,Data Center
7365,1155  Avenue  of  the  Americas,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10.9,81.1,Not Available,Not Available,Not Available,2747.2,5227,Not Available,25517771.4,Not Available,55,4443.8,Not Available,Not Available,Not Available,1266,0,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-38.2,2020-05-28T04:27:22.000,Unable to Check (not enough data),Not Available,"Bank Branch, Office",2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Bank Branch
1634305,159-15 88th Street,Not Available,04/17/2020 12:54 PM EDT,Not Available,Not Available,Not Available,220.8,No,3.3,70.6,Not Available,Not Available,Not Available,297.4,Not Available,Not Available,1192289.3,Not Available,100,451.0,Not Available,Not Available,Not Available,Not Available,1.9,Not Available,Not Available,Not Available,Not Available,3698899.9,Not Available,Not Available,Not Available,Not Available,-34.0,2020-05-01T21:42:34.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:48 PM EDT,Not Available,Not Available,Not Available,Not Available,196.5,Not Available,Not Available
1069082,51 Madison Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11.7,116.8,Not Available,Not Available,Not Available,8571.3,Not Available,Not Available,60402772.5,Not Available,100,13478.6,Not Available,Not Available,Not Available,6198,0,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-36.4,2020-04-23T09:05:42.000,Possible Issue,Not Available,Office,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
1633757,510 Clermont Avenue,Not Available,04/14/2020 02:37 PM EDT,Not Available,Not Available,Not Available,123,Not Available,6.2,91.8,Not Available,Not Available,Not Available,286.6,Not Available,Not Available,1293148.0,Not Available,100,412.2,Not Available,Not Available,Not Available,Not Available,3,Not Available,Not Available,Not Available,Not Available,480299.8,Not Available,Not Available,Not Available,Not Available,-30.5,2020-08-28T16:17:15.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,183.8,Not Available,Not Available
