property_id,property_name,address_1,hospital_general_medical_1,leed_us_project_id,multifamily_housing_number_5,egrid_output_emissions_rate,personal_services_health,indoor_water_intensity_all,bar_nightclub_gross_floor,alert_meter_has_less_than,hospital_general_medical_10,hospital_general_medical_7,vocational_school_gross_floor,national_median_site_energy,hospital_general_medical_2,residence_hall_dormitory,source_eui_kbtu_ft,bank_branch_gross_floor_area,restaurant_worker_density,national_median_energy_star,enclosed_mall_gross_floor,convenience_store_without,multifamily_housing_number,green_power_onsite_kwh,county,indirect_ghg_emissions_metric,self_storage_facility_gross,data_center_cooling_equipment,estimated_values_water,convenience_store_with_gas,green_power_offsite_kwh,difference_from_national_1,manufacturing_industrial,parking_open_parking_lot,financial_office_number_of,other_gross_floor_area_ft,medical_office_percent_that_1,data_center_it_site_energy,district_steam_use_kbtu,percent_of_recs_retained,other_weekly_operating_hours,direct_ghg_emissions_metric,office_computer_density_number,weather_normalized_site_energy,senior_care_community_gross,hotel_gross_floor_area_ft,latitude,primary_property_type_self,hospital_general_medical,fuel_oil_2_use_kbtu,national_median_reference,multifamily_housing_gross,estimated_values_energy,office_weekly_operating_hours,veterinary_office_gross_floor,release_date,medical_office_percent_that,weather_normalized_source,hospital_general_medical_4,estimated_data_flag_fuel,indoor_water_use_all_water,refrigerated_warehouse_gross,national_median_site_eui,kerosene_use_kbtu
2630985,1995 Broadway,1995 Broadway,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,15679446,Not Available,Not Available,384.7,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,675,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,59.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1271.4,2,24937019,Not Available,Not Available,40.77524,Office,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,No,65,Not Available,2016-03-29T13:53:39.000,Not Available,381.9,Not Available,Not Available,Not Available,Not Available,141.5,Not Available
4833365,121 St Nicholas Ave,121 St Nicholas Ave,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,4129766.2,Not Available,Not Available,121.1,Not Available,Not Available,50,Not Available,Not Available,112,Not Available,Not Available,105.8,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,-5.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,184.3,Not Available,3842827.3,Not Available,Not Available,40.803703,Multifamily Housing,Not Available,2110226.8,Fannie Mae Industry Survey - Multifamily,50230,No,Not Available,Not Available,2016-03-25T12:01:44.000,Not Available,118.4,Not Available,No,Not Available,Not Available,74.8,Not Available
3296567,university club of New York,1 West 54th Street,Not Available,Not Available,Not Available,82.9,Not Available,0.7,Not Available,Ok,Not Available,Not Available,Not Available,16273301.4,Not Available,Not Available,206.6,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,United States,1033.6,Not Available,Not Available,Yes,Not Available,0,-10.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16306.6,Not Available,Not Available,111.6,Not Available,14567801.4,Not Available,200000,40.761252,Hotel,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Not Available,No,Not Available,Not Available,2016-03-18T09:47:09.000,Not Available,206.6,Not Available,Not Available,139.6,Not Available,81.4,Not Available
2771721,91-32/34 195th St LLC,91-32/34 195th Street,Not Available,Not Available,0,82.9,Not Available,164.11,Not Available,Ok,Not Available,Not Available,Not Available,8684664.5,Not Available,Not Available,104.6,Not Available,Not Available,50,Not Available,Not Available,121,Not Available,Not Available,59.4,Not Available,Not Available,No,Not Available,0,-25,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,308,Not Available,6638815.6,Not Available,Not Available,,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,79709,No,Not Available,Not Available,2016-03-27T14:45:31.000,Not Available,106.2,Not Available,Not Available,13081,Not Available,109,Not Available
2679529,Deepdale Gardens M7,252-58 63 Avenue,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,3748221.9,Not Available,Not Available,171.5,Not Available,Not Available,50,Not Available,Not Available,76,Not Available,Queens,61.5,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,26.5,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,212.4,Not Available,4772312.5,Not Available,Not Available,40.756506,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,38054,No,Not Available,Not Available,2016-03-23T11:38:01.000,Not Available,171.5,Not Available,Not Available,Not Available,Not Available,98.5,Not Available
4358160,HFZ 344 West 72nd Street Owner LLC,344 West 72nd Street,Not Available,Not Available,0.69673,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,18039041.5,Not Available,Not Available,135.3,Not Available,Not Available,50,Not Available,Not Available,269,Not Available,Not Available,300.1,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,2.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,790.4,Not Available,18828669.7,Not Available,Not Available,40.780406,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,199502,No,Not Available,Not Available,2016-03-22T11:53:25.000,Not Available,137,Not Available,Not Available,Not Available,Not Available,90.4,Not Available
2945699,Lindsay Park HGS Corp. 2,25 Boerum Street,Not Available,Not Available,0.99587,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,36473273.6,Not Available,Not Available,164.1,Not Available,Not Available,50,Not Available,Not Available,517,Not Available,Not Available,656.3,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,22.9,Not Available,20000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1961.2,Not Available,44382392.8,Not Available,Not Available,40.705359,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,387600,No,Not Available,Not Available,2016-03-22T15:43:37.000,Not Available,161.5,Not Available,Not Available,Not Available,Not Available,94.1,Not Available
3066957,Deco Tower Associates LLC- 330 W 42nd Street,330 W 42nd St,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,60844750.2,Not Available,Not Available,261.9,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,4791.5,Not Available,Not Available,No,Not Available,0,1.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,19022577.2,Not Available,Not Available,0,2.9374,60900131.3,Not Available,Not Available,40.757661,Office,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,No,47,Not Available,2016-04-01T15:07:27.000,Not Available,258.9,Not Available,Not Available,Not Available,Not Available,101.8,Not Available
2729772,The Helena,601 West 57th Street,Not Available,Not Available,1.11343,82.9,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,43234438.7,Not Available,Not Available,118.8,Not Available,Not Available,50,Not Available,Not Available,751.91,Not Available,Not Available,1148.3,Not Available,Not Available,No,Not Available,0,-19.7,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1175.5,Not Available,Not Available,Not Available,Not Available,40.77052,Multifamily Housing,Not Available,3188076.3,Fannie Mae Industry Survey - Multifamily,537078,No,Not Available,Not Available,2016-03-15T10:41:27.000,Not Available,Not Available,Not Available,No,Not Available,Not Available,78.7,Not Available
4442797,Fifth Hsg Bldg #1,65-24 162nd Street,Not Available,Not Available,0.6304,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,7000165.4,Not Available,Not Available,137.5,Not Available,Not Available,50,Not Available,Not Available,250,Not Available,Not Available,523.7,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,-6.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11.9,Not Available,6512025,Not Available,Not Available,40.736123,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,145938,No,Not Available,Not Available,2016-03-09T09:47:09.000,Not Available,136.9,Not Available,Not Available,Not Available,Not Available,48,Not Available
2788761,seico realty associates,5801-5805  2nd avenue,Not Available,Not Available,Not Available,82.9,Not Available,5.56,Not Available,Ok,Not Available,Not Available,Not Available,13687090.4,Not Available,Not Available,54.4,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,kings,449.7,Not Available,Not Available,No,Not Available,0,-42.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,130.7,4.2692,7925602.1,Not Available,Not Available,40.644512,Non-Refrigerated Warehouse,Not Available,Not Available,CBECS - Unrefrigerated Warehouse & Distribution Center,Not Available,No,42.48,Not Available,2016-03-22T10:46:38.000,Not Available,54.5,Not Available,Not Available,2002.8,Not Available,38,Not Available
4827004,48 West 68th Street,48 West 68th Street,Not Available,Not Available,0.13853,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,3780126.2,Not Available,Not Available,121,Not Available,Not Available,50,Not Available,Not Available,66,Not Available,Not Available,144.8,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,6.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,120.4,Not Available,3904746.5,Not Available,Not Available,40.774345,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,64970,No,Not Available,Not Available,2016-03-18T15:10:20.000,Not Available,116,Not Available,Not Available,Not Available,Not Available,58.2,Not Available
4442683,Third Hsg Bldg #10,65-77 / 65-81 Parsons Blvd.,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,10482065.7,Not Available,Not Available,65.6,Not Available,Not Available,50,Not Available,Not Available,149,Not Available,Not Available,0,Not Available,Not Available,No,Not Available,Not Available,-57,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,312.8,Not Available,Not Available,Not Available,Not Available,,Multifamily Housing,Not Available,3481726.2,Fannie Mae Industry Survey - Multifamily,70000,No,Not Available,Not Available,2016-03-09T09:47:09.000,Not Available,Not Available,Not Available,No,Not Available,Not Available,149.7,Not Available
2676224,GMG Realty Corp,295 Ocean Parkway,Not Available,Not Available,0,82.9,Not Available,66.32,Not Available,Ok,Not Available,Not Available,Not Available,10499895.3,Not Available,Not Available,90.2,Not Available,Not Available,50,Not Available,Not Available,148,Not Available,Not Available,100.8,Not Available,Not Available,No,Not Available,0,-32.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,313.4,Not Available,7259442.6,Not Available,Not Available,40.642175,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,110957,No,Not Available,Not Available,2016-03-03T15:12:08.000,Not Available,90.7,Not Available,Not Available,7358.7,Not Available,94.6,Not Available
2715972,20 Woodruff Ave - 38219,20 Woodruff Ave,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,10707925.8,Not Available,Not Available,112.7,Not Available,Not Available,50,Not Available,Not Available,125,Not Available,Not Available,72,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,-14.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,439.3,Not Available,9137068.5,Not Available,Not Available,40.652762,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,101200,No,Not Available,Not Available,2016-03-03T09:31:31.000,Not Available,112.7,Not Available,Not Available,Not Available,Not Available,105.8,Not Available
2910131,202 Tillary Street (American Self Storage),202 Tillary Street,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,11021806.4,Not Available,Not Available,23.3,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,8,Not Available,Not Available,No,Not Available,0,-78.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,119.5,Not Available,2340444,Not Available,Not Available,40.695853,Non-Refrigerated Warehouse,Not Available,Not Available,CBECS - Unrefrigerated Warehouse & Distribution Center,Not Available,No,Not Available,Not Available,2016-03-09T14:54:23.000,Not Available,23.2,Not Available,Not Available,Not Available,Not Available,96.3,Not Available
3110601,New York Blood Center,310 East 67th Street,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,11298871,Not Available,Not Available,596.3,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,3901.3,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,384.3,Not Available,Not Available,Not Available,161800,Not Available,Not Available,38530486.1,Not Available,55,0.1,Not Available,54368184.1,Not Available,Not Available,40.765386,Other,Not Available,Not Available,CBECS - Other,Not Available,No,Not Available,Not Available,2016-04-01T09:04:54.000,Not Available,591.3,Not Available,Not Available,Not Available,Not Available,69.3,Not Available
