hh_id,changed_income,modes_before_tnc,shopping_food_in_store,attitude_telework,subway_attitude_none,bike_purpose_visit_friend,employment_change_pay,modes_before_bike,bus_attitude_empty_seats,bike_type_borrowed,work_mode_cms,employment_change_reduced,disability_none_cms,mode_change_errands,errand_mode,modes_used_other_vehicle,home_cms_zone,gender_cms,subway_attitude_limit,bike_freq_cms,bike_num_days,num_people_cms,industry,modes_before_scooter,bus_attitude_stops,medical_appointment,race_other_cms,race_asian_cms,shopping_food_grocery_delivery,num_people,employment_change_furloughed,employment_change_none,exercise_sidewalk,attitude_grocery_in_store,delivery_home,employment_before,changed_none,bus_attitude_none,num_vehicles,bike_purpose_recreation_cms,bus_attitude_all,delivery_major_retailer,age_65_over_imputed,num_vehicles_cms,car_use,modes_during_rail,changed_num_adults,modes_during_other_vehicle,modes_during_ferry,modes_during_scooter,exercise_open_street,modes_during_tnc,modes_used_household_vehicle,telework_before,disability_hearing_cms
19008808,0,1,0,2,995,995,0,0,1,995,995,0,1,1,1,0,Inner Queens,1,995,5,0,3,995,0,2,0,0,1,1,995,0,1,995,3,1,1,1,4,995,995,1,1,-9999,0,995,0,0,0,0,0,995,0,0,4,0
19158280,0,1,1,995,995,995,0,1,2,995,105,0,1,1,1,0,Upper Manhattan,1,995,2,0,2,995,0,3,0,0,0,0,1,1,0,1,2,1,2,0,4,995,1,1,1,0,0,995,0,1,0,0,0,0,0,0,8,0
19673491,1,1,1,3,995,995,0,0,4,995,995,1,999,1,9,0,Inner Queens,2,995,5,0,2,995,0,1,0,0,0,0,995,0,0,1,4,1,1,0,2,995,995,3,2,-9999,1,1,0,0,0,0,0,0,0,3,8,999
19636271,1,0,1,995,995,0,0,0,1,0,105,0,1,1,9,0,Northern Bronx,1,995,5,1,2,995,0,1,0,999,999,0,995,0,0,995,4,0,2,0,1,995,995,1,0,-9999,0,995,0,0,0,0,0,995,0,1,8,0
19486090,0,0,2,2,3,1,0,1,995,0,103,0,1,2,995,0,Inner Brooklyn,2,2,1,4,1,995,0,995,0,0,0,0,995,0,1,1,1,1,1,1,995,995,1,995,0,0,0,1,0,0,1,0,0,0,0,0,7,0
19899419,0,1,0,1,3,0,0,1,995,0,106,0,1,2,995,0,Outer Brooklyn,1,5,2,6,1,7,0,995,0,0,0,1,995,0,0,1,2,2,3,1,995,995,0,995,2,0,0,995,0,0,0,0,1,0,0,0,4,0
19832744,1,0,0,1,3,995,0,0,995,995,995,0,1,2,995,0,Middle Queens,1,3,5,0,6,995,0,995,0,0,1,0,995,0,1,995,3,1,1,0,995,995,995,995,0,0,1,995,0,0,0,0,0,995,0,0,2,0
19608159,0,0,0,2,2,995,0,0,995,995,105,0,1,1,1,1,Inner Queens,2,1,5,0,2,995,0,995,0,1,0,1,995,0,1,1,4,3,1,1,995,995,995,995,2,0,0,995,0,0,0,0,0,0,0,0,7,0
19896221,0,1,0,995,995,995,0,1,1,995,995,0,1,1,9,0,Manhattan Core,1,995,1,0,3,995,0,1,0,0,0,0,995,0,1,995,1,0,1,1,2,995,1,1,2,0,0,995,0,0,0,0,0,995,0,0,4,0
19372690,1,0,0,995,5,995,0,0,995,995,100,0,1,2,995,0,Inner Brooklyn,2,2,5,0,3,995,0,995,0,0,0,2,2,0,0,1,4,3,1,0,995,995,995,995,2,0,1,995,0,1,0,0,0,0,1,1,8,0
19397320,0,1,0,1,995,995,0,0,5,995,105,0,1,1,9,0,Southern Bronx,1,995,5,0,2,995,0,5,0,0,1,0,995,0,1,0,4,5,1,1,5,995,995,5,3,0,1,1,0,0,1,0,0,0,0,1,8,0
19463059,0,1,2,1,3,995,0,1,995,995,105,0,1,1,2,0,Outside of New York City,2,2,3,0,2,1,0,995,0,0,0,0,2,0,1,0,2,1,1,1,995,995,1,995,1,0,1,1,0,0,0,0,0,0,0,2,8,0
19651410,1,0,1,3,2,995,0,0,995,995,995,1,0,1,9,0,Staten Island,1,2,5,0,3,1,0,995,0,0,0,0,995,0,0,1,2,1,2,0,995,995,995,995,0,2,1,2,0,0,0,0,0,0,0,2,8,0
19472047,0,1,1,1,995,995,0,0,1,995,105,0,1,2,995,0,Inner Brooklyn,2,995,5,0,2,995,0,2,0,0,0,1,3,0,1,1,3,5,1,0,2,995,995,1,3,0,0,995,0,0,0,0,0,0,0,0,6,0
19570262,0,0,3,995,995,995,995,0,5,995,995,995,1,1,10,0,Middle Queens,2,995,4,0,2,995,0,5,0,0,0,0,995,995,995,1,1,2,6,1,5,995,0,5,1,2,1,2,0,0,0,0,0,0,0,5,995,0
19562627,0,0,3,995,995,995,995,0,1,995,995,995,1,2,995,0,Inner Brooklyn,1,995,2,0,3,995,0,1,0,0,0,0,2,995,995,1,1,2,6,0,2,995,0,1,1,2,1,2,0,1,0,0,0,0,0,0,995,0
19289642,1,0,2,995,4,995,995,0,995,995,105,995,1,1,9,1,Inner Queens,1,2,5,0,1,995,0,995,0,0,1,0,995,995,995,1,2,0,5,0,995,995,995,995,0,0,0,2,0,0,1,0,0,0,1,0,995,0
19726436,0,1,1,995,995,995,0,0,3,995,995,0,999,1,2,0,Staten Island,1,995,5,0,4,995,0,3,1,999,999,0,995,0,1,1,1,2,2,1,2,995,995,3,0,0,1,1,0,0,0,0,0,0,0,1,8,999
19454366,0,0,3,5,995,995,0,0,1,995,995,0,1,2,995,3,Outer Queens,1,995,5,0,4,7,0,1,0,999,999,0,995,0,1,1,1,2,1,0,1,995,995,1,2,0,2,2,0,0,1,0,0,1,0,6,8,0
19267927,0,0,2,1,2,0,0,1,995,0,100,0,1,1,2,0,Outer Queens,2,4,2,3,3,7,0,995,0,0,0,0,995,0,1,1,2,4,1,1,995,995,1,995,4,0,1,2,0,0,0,0,0,0,0,6,8,0
19720245,0,0,1,1,5,995,0,0,995,995,105,0,1,2,995,0,Outer Queens,2,5,5,0,2,995,0,995,0,999,999,0,995,0,1,1,2,0,3,1,995,995,995,995,1,1,2,995,0,0,0,0,0,0,0,2,7,0
19014110,0,1,1,1,1,0,0,0,995,0,105,0,1,1,2,0,Outside of New York City,1,1,2,1,3,5,0,995,0,0,0,0,3,0,1,1,5,1,1,0,995,995,1,995,1,0,2,2,0,1,0,0,0,0,0,2,8,0
19609894,0,1,2,995,995,995,0,0,3,995,995,0,0,2,995,0,Inner Brooklyn,1,995,5,0,1,995,0,3,0,0,0,0,995,0,0,1,1,1,3,1,1,995,995,3,0,0,0,995,0,0,0,0,0,0,0,0,7,0
19292233,1,0,2,995,2,995,0,0,995,995,995,0,1,1,6,0,Middle Queens,2,1,5,0,2,995,0,995,0,0,0,0,995,0,1,0,2,3,4,0,995,995,995,995,2,1,0,995,0,0,0,0,0,0,0,0,2,0
19156346,0,0,2,4,5,995,0,0,995,995,105,0,1,2,995,0,Northern Bronx,1,2,4,0,6,997,0,995,0,0,0,0,995,0,1,0,2,1,1,1,995,995,1,995,2,0,1,1,0,0,0,0,0,0,0,6,8,0
19001583,0,0,1,4,995,995,0,0,2,995,105,0,1,2,995,0,Northern Bronx,1,995,5,0,1,995,0,1,1,0,0,0,995,0,1,995,1,2,1,0,2,995,995,1,1,0,0,995,0,0,0,0,0,995,0,0,5,0
190379458,0,1,2,995,4,0,995,1,995,0,995,995,1,1,9,0,Manhattan Core,1,4,1,1,1,995,0,995,1,0,0,0,995,995,995,1,1,1,6,1,995,995,1,995,2,1,1,1,0,0,0,0,0,0,1,1,995,0
19506368,0,0,1,1,5,995,0,0,995,995,105,0,1,1,2,0,Outer Queens,1,5,5,0,1,995,0,995,0,0,0,0,995,0,1,1,2,1,1,1,995,995,995,995,1,0,1,2,0,0,0,0,0,0,0,4,5,0
19766442,1,1,1,3,995,995,0,0,1,995,100,0,1,2,995,0,Middle Queens,1,995,5,0,3,995,0,1,0,0,1,0,995,0,0,995,2,1,3,0,2,995,995,1,2,0,1,2,0,0,0,0,0,995,0,1,3,0
19445350,1,0,1,2,995,995,0,0,1,995,101,0,1,1,2,0,Staten Island,2,995,5,0,3,10,0,1,1,0,0,0,995,0,1,995,4,3,1,0,2,2,995,1,1,0,2,1,0,0,0,0,0,995,0,7,8,0
19874516,0,0,0,1,995,995,0,0,3,995,995,0,1,2,995,0,Outer Queens,2,995,3,0,2,995,0,3,0,0,0,0,995,0,1,1,3,1,3,1,4,995,1,3,0,-9999,1,2,0,0,0,0,0,0,0,2,4,0
19806414,0,1,1,995,995,995,0,0,1,995,105,0,1,1,9,0,Northern Bronx,1,995,5,0,3,995,0,1,1,0,0,0,4,0,1,1,2,2,3,0,4,995,995,1,3,0,0,995,0,1,0,0,0,0,1,0,8,0
19910272,0,0,1,4,995,995,0,0,1,995,102,0,999,2,995,1,Outer Brooklyn,1,995,6,0,2,995,0,1,0,0,0,0,995,0,1,1,2,0,1,1,1,995,995,1,4,1,0,2,0,0,1,0,0,0,0,0,8,999
19038499,0,1,1,1,995,995,0,0,2,995,105,0,1,2,995,0,Manhattan Core,2,995,5,0,3,997,0,2,0,999,999,0,3,0,0,1,2,2,1,1,2,995,995,5,2,1,0,995,0,0,0,0,0,0,0,0,1,0
19562052,0,0,1,995,995,995,995,0,1,995,995,995,0,2,995,0,Southern Bronx,2,995,5,0,1,995,0,1,1,0,0,0,995,995,995,1,1,3,6,0,1,995,995,1,2,0,0,2,0,0,1,0,0,0,0,0,995,1
19472779,0,1,0,995,995,995,995,0,2,995,995,995,0,1,2,0,Staten Island,1,995,5,0,1,995,0,3,0,0,0,7,995,995,995,0,1,3,6,1,4,995,995,2,4,1,1,2,0,0,0,0,0,0,0,2,995,0
19395992,1,0,2,3,1,995,0,0,995,995,105,0,1,1,9,0,Outer Brooklyn,2,1,4,0,1,995,0,995,0,999,999,0,995,0,1,995,2,2,1,0,995,995,1,995,2,0,0,995,0,0,0,0,0,995,0,0,8,0
19341211,0,1,2,1,995,995,0,0,5,995,102,0,1,1,9,0,Southern Bronx,1,995,2,0,6,7,0,5,0,1,0,0,995,0,1,1,3,1,2,1,5,995,1,4,4,-9999,0,995,0,0,0,0,0,0,0,0,3,0
19036747,1,0,3,995,1,995,995,0,995,995,995,995,1,1,6,0,Inner Brooklyn,1,1,5,0,3,995,0,995,1,0,0,0,3,995,995,995,1,3,6,0,995,995,995,995,1,2,0,2,0,0,0,0,0,995,0,6,995,0
19847783,0,0,1,2,5,0,0,1,995,0,105,1,1,2,995,0,Inner Queens,2,1,2,1,1,995,0,995,0,0,1,0,995,0,0,0,2,1,1,1,995,995,1,995,0,0,0,995,0,0,0,0,0,0,0,0,8,0
19601703,0,0,2,995,995,0,995,1,4,0,995,995,1,1,2,0,Middle Queens,2,995,5,5,1,995,0,4,0,0,0,0,995,995,995,1,3,0,6,1,4,995,995,3,1,-9999,1,1,0,0,0,0,0,1,0,1,995,0
19336337,0,0,1,4,2,995,0,1,995,995,105,0,1,2,995,1,Middle Queens,1,1,5,0,1,7,0,995,0,0,0,0,995,0,0,1,1,1,1,1,995,995,995,995,2,0,1,2,0,0,1,0,0,0,0,1,8,0
19818938,0,0,3,1,995,995,0,0,1,995,100,0,1,2,995,0,Northern Bronx,2,995,5,0,1,997,0,1,0,0,0,0,995,0,0,0,1,0,1,1,2,995,995,1,0,1,1,2,0,0,0,0,0,0,0,6,8,0
19104307,1,1,1,3,995,995,0,0,2,995,102,1,1,1,2,0,Outside of New York City,1,995,5,0,2,995,0,2,0,0,0,0,4,0,0,1,2,3,2,0,3,995,995,2,3,1,0,1,0,0,0,0,0,0,0,3,8,0
193251111,0,1,2,5,3,1,0,0,995,0,105,0,1,1,1,0,Manhattan Core,1,3,2,2,2,995,0,995,1,0,1,1,3,0,1,1,2,4,1,0,995,995,1,995,3,0,0,1,0,1,0,0,0,1,0,0,2,0
19398656,0,1,1,5,3,995,0,0,995,995,102,0,1,1,2,0,Outside of New York City,2,2,5,0,1,995,0,995,0,0,1,0,2,0,1,0,1,4,1,0,995,995,995,995,1,1,0,1,0,1,0,0,0,1,0,1,8,0
19644145,0,0,2,995,995,995,995,0,1,995,995,995,1,2,995,0,Manhattan Core,1,995,5,0,1,995,0,1,0,0,0,0,995,995,995,0,1,3,6,1,3,995,995,1,0,1,0,995,0,0,0,0,0,0,0,0,995,0
19528895,0,0,1,1,5,0,0,1,995,0,995,0,1,2,995,0,Upper Manhattan,2,4,2,1,1,995,0,995,0,0,1,0,995,0,1,1,2,0,1,1,995,995,1,995,1,0,0,2,0,0,0,0,0,0,0,0,2,0
19390901,0,0,1,2,4,995,0,0,995,995,100,0,1,1,9,0,Southern Bronx,1,4,4,0,6,995,0,995,0,1,1,0,995,0,1,995,3,1,1,1,995,995,1,995,3,0,1,1,0,0,0,0,0,995,0,1,4,0
19414070,0,1,0,1,3,995,0,1,995,995,995,0,1,1,9,0,Middle Queens,1,2,5,0,2,995,0,995,0,0,1,1,995,0,1,1,2,1,1,1,995,995,995,995,1,0,1,2,0,0,0,0,0,0,0,0,7,0
19812063,1,0,1,995,995,995,0,0,2,995,100,0,1,2,995,0,Staten Island,1,995,5,0,2,995,0,2,1,0,0,0,995,0,1,995,1,0,2,0,3,995,995,2,0,0,1,2,0,0,1,0,0,995,0,5,8,0
19120659,0,0,5,1,3,995,0,0,995,995,995,0,1,2,995,0,Manhattan Core,2,3,5,0,1,995,0,995,0,0,0,0,995,0,1,1,1,1,1,1,995,995,995,995,1,0,0,995,0,0,0,0,0,1,0,0,1,0
19862222,0,0,1,995,4,995,995,0,995,995,995,995,1,1,9,0,Outer Brooklyn,1,2,5,0,1,995,0,995,0,0,0,0,995,995,995,1,1,1,6,1,995,995,995,995,0,0,0,995,0,0,0,0,0,0,0,0,995,0
197979778,1,0,1,5,995,995,0,0,2,995,995,0,1,2,995,0,Upper Manhattan,1,995,5,0,1,995,0,2,0,0,0,0,995,0,1,1,2,2,4,0,4,995,995,2,0,1,0,995,0,0,0,0,0,0,0,0,8,0
19752823,1,0,6,995,995,995,995,0,1,995,995,995,1,2,995,0,Middle Queens,2,995,4,0,1,995,0,1,0,0,0,0,995,995,995,1,1,1,6,0,1,995,1,1,0,1,0,995,0,0,0,0,0,0,0,0,995,0
19068137,1,0,3,995,995,995,0,0,1,995,995,1,0,1,9,1,Outer Queens,2,995,5,0,1,995,0,1,1,0,0,0,1,0,0,1,2,0,1,0,1,995,995,1,0,0,1,2,0,0,1,0,0,0,0,1,8,0
19116641,0,1,1,995,995,995,0,1,2,995,105,0,1,1,9,0,Inner Brooklyn,1,995,4,0,3,995,0,2,0,0,0,0,995,0,0,1,1,5,3,1,4,995,1,2,3,0,1,1,0,0,0,0,0,0,0,2,6,0
19356232,1,1,1,995,995,995,995,1,2,995,105,995,1,1,5,0,Inner Brooklyn,1,995,-9998,0,3,995,1,2,0,0,0,0,995,995,995,1,5,1,6,0,4,995,-9998,1,1,0,0,995,0,0,0,0,0,0,1,0,995,0
19489290,0,0,2,3,2,1,0,1,995,0,995,0,1,1,9,0,Manhattan Core,1,2,1,7,1,995,0,995,0,0,0,0,995,0,1,1,1,1,3,1,995,995,1,995,1,0,0,995,0,0,0,0,0,0,0,0,1,0
19298116,1,0,3,995,1,995,0,0,995,995,105,0,1,1,9,0,Middle Queens,2,1,5,0,1,995,0,995,1,0,0,0,1,0,1,0,1,0,1,0,995,995,995,995,0,1,0,995,0,1,0,0,0,0,0,0,8,0
19036057,0,0,1,1,4,995,0,0,995,995,102,0,1,1,2,0,Outer Brooklyn,1,4,3,0,3,11,0,995,1,0,0,0,995,0,1,1,2,7,1,1,995,995,1,995,4,-9999,2,1,0,0,0,0,0,0,0,5,8,0
19680221,1,0,0,1,4,995,0,0,995,995,1,1,1,1,9,0,Northern Bronx,2,2,5,0,1,995,0,995,1,0,0,1,995,0,0,0,5,1,1,0,995,995,995,995,0,0,0,995,0,0,0,0,0,0,0,0,5,0
19758384,0,1,2,995,2,995,995,0,995,995,102,995,1,1,9,0,Southern Bronx,1,1,5,0,1,995,0,995,0,0,0,0,995,995,995,0,1,0,5,1,995,995,995,995,0,0,0,995,1,0,0,0,0,0,1,0,995,0
19280398,1,1,3,3,5,995,0,0,995,995,100,0,1,2,995,0,Upper Manhattan,2,2,5,0,2,7,0,995,1,0,0,1,995,0,0,0,2,2,3,0,995,995,995,995,0,1,1,995,0,0,0,0,0,0,0,1,6,0
19410794,0,0,1,995,995,995,995,0,1,995,995,995,1,1,2,0,Outer Brooklyn,1,995,5,0,2,995,0,1,0,0,0,0,995,995,995,1,1,1,6,0,2,995,995,1,1,1,2,2,0,0,0,0,0,0,0,1,995,0
19470781,1,0,1,2,4,995,0,1,995,995,100,1,1,2,995,0,Middle Queens,2,3,3,0,7,7,0,995,1,0,1,0,995,0,0,1,2,1,1,0,995,995,1,995,2,2,1,1,0,0,0,0,0,0,0,7,4,0
19175175,0,1,4,2,995,995,0,0,3,995,995,0,1,2,995,0,Northern Bronx,1,995,5,0,1,995,0,3,1,0,0,0,995,0,1,1,1,0,3,1,1,995,995,3,0,0,1,2,0,0,0,0,0,0,1,2,8,0
19333716,0,1,2,4,1,995,0,0,995,995,105,0,1,2,995,3,Outer Queens,1,1,5,0,1,995,0,995,0,0,0,0,995,0,1,995,1,1,1,1,995,995,995,995,0,1,2,2,0,0,1,0,0,995,0,2,8,0
19737464,0,0,1,995,995,995,0,0,2,995,995,0,1,2,995,0,Middle Queens,1,995,5,0,4,995,0,2,0,1,0,0,995,0,0,1,4,0,1,1,4,995,995,1,3,0,0,995,0,0,0,0,0,0,0,0,1,0
19530183,1,1,3,3,4,995,0,0,995,995,105,0,0,1,1,0,Manhattan Core,999,3,5,0,3,995,0,995,0,999,999,0,995,0,1,1,2,2,3,0,995,995,995,995,2,0,0,995,0,0,0,0,0,0,1,0,8,1
19729321,0,0,0,2,995,995,0,0,3,995,105,0,0,1,1,0,Outer Brooklyn,1,995,5,0,5,7,0,5,0,0,1,0,8,0,1,995,2,0,2,0,5,995,995,1,0,0,0,995,0,0,0,0,0,995,0,0,2,1
19799431,1,1,0,1,5,995,0,0,995,995,1,0,999,1,1,0,Northern Bronx,1,1,5,0,4,5,0,995,0,999,999,0,995,0,1,995,2,2,1,0,995,995,995,995,2,0,0,995,0,0,0,0,0,995,0,0,8,999
19662859,0,1,1,3,4,995,0,0,995,995,100,0,1,2,995,0,Staten Island,1,2,4,0,2,7,0,995,0,1,0,1,995,0,0,1,2,3,1,0,995,995,1,995,2,0,2,1,0,0,0,0,0,0,0,7,8,0
19535147,0,0,3,3,995,995,0,0,2,995,101,1,1,1,5,0,Outer Brooklyn,1,995,5,0,5,997,0,2,0,1,0,0,5,0,0,0,2,0,1,1,3,995,995,2,0,0,3,1,0,0,1,0,0,0,0,6,8,0
19196817,1,1,1,2,4,995,0,0,995,995,105,0,1,2,995,0,Outer Brooklyn,1,2,5,0,3,997,0,995,1,0,1,0,3,0,1,1,3,3,1,0,995,995,995,995,3,0,1,2,0,0,0,0,0,0,0,0,8,0
19491241,0,0,0,1,5,995,0,0,995,995,105,0,1,1,2,0,Outside of New York City,2,4,5,0,2,995,0,995,0,0,0,2,3,0,1,1,1,4,1,1,995,995,995,995,2,2,0,1,0,0,0,0,0,0,0,1,7,0
19484548,1,1,0,995,5,995,0,1,995,995,995,0,1,1,997,0,Outer Queens,1,5,5,0,4,995,1,995,0,0,0,1,995,0,0,995,1,2,2,0,995,995,995,995,2,0,0,995,0,0,0,0,0,995,0,0,8,0
19115003,1,0,3,995,1,995,0,0,995,995,105,0,1,1,9,0,Outer Brooklyn,1,1,5,0,2,995,0,995,1,0,0,0,995,0,0,1,1,3,2,0,995,995,995,995,4,0,0,995,0,0,0,0,0,0,0,0,4,0
19629219,1,1,1,995,5,995,0,0,995,995,105,0,1,1,1,2,Inner Brooklyn,1,3,5,0,1,995,0,995,0,0,0,0,995,0,0,1,2,1,1,0,995,995,995,995,0,0,0,1,0,0,1,0,0,0,0,0,5,0
19884109,1,1,3,1,995,0,0,1,2,0,105,1,1,1,9,0,Northern Bronx,1,995,4,3,3,995,0,2,0,0,0,1,995,0,0,1,3,1,1,0,4,995,1,2,1,0,1,2,0,0,0,0,0,0,0,3,8,0
19758350,0,0,5,3,5,995,0,0,995,995,995,1,1,2,995,0,Inner Queens,1,5,5,0,3,5,0,995,1,0,0,0,995,0,0,1,3,1,1,1,995,995,995,995,0,1,1,2,0,0,0,0,0,0,0,5,8,0
19843355,0,1,5,995,995,995,995,1,1,995,995,995,1,1,997,1,Outer Brooklyn,1,995,1,0,3,995,0,1,1,0,0,0,995,995,995,1,1,2,6,0,4,995,0,1,5,-9999,0,995,0,0,0,0,0,0,0,0,995,0
19061244,0,1,1,3,3,995,0,0,995,995,105,0,1,1,9,0,Inner Brooklyn,1,2,2,0,2,995,0,995,0,0,0,0,995,0,1,1,2,3,1,1,995,995,1,995,2,0,0,995,0,0,0,0,0,0,0,0,8,0
19051879,0,0,1,2,995,995,0,0,3,995,100,0,1,2,995,0,Northern Bronx,1,995,5,0,3,997,0,3,0,0,0,0,995,0,1,1,2,4,1,1,4,995,995,2,3,0,2,995,0,0,0,0,0,0,0,1,8,0
19133081,0,0,6,995,995,995,0,0,2,995,105,0,0,1,9,0,Outer Brooklyn,1,995,1,0,1,995,0,2,0,0,0,2,995,0,0,0,1,2,1,1,2,995,1,2,2,0,0,995,0,0,0,0,0,0,0,0,2,0
19931475,0,1,1,3,1,995,0,0,995,995,105,0,1,2,995,0,Inner Queens,1,1,5,0,1,7,0,995,0,0,0,0,995,0,1,995,1,1,1,1,995,995,995,995,1,0,0,995,0,0,0,0,0,995,0,0,7,0
19573895,0,0,2,995,995,995,995,1,3,995,995,995,1,2,995,0,Northern Bronx,2,995,2,0,1,995,0,3,0,0,0,0,995,995,995,995,2,0,6,1,3,995,1,3,0,1,1,2,0,0,0,0,0,995,0,2,995,0
19402844,1,0,0,2,5,995,0,0,995,995,105,0,1,1,1,0,Outside of New York City,2,2,5,0,4,995,0,995,0,0,0,1,6,0,1,1,4,2,1,0,995,995,995,995,2,2,0,1,0,0,0,0,0,0,0,0,8,0
19600528,0,1,2,3,995,995,0,0,5,995,104,0,1,1,1,1,Staten Island,2,995,5,0,4,995,0,5,0,0,0,5,3,0,0,1,4,4,1,1,5,995,995,5,5,2,2,2,0,0,0,0,0,0,0,2,2,0
19643491,0,1,1,3,995,995,0,0,2,995,105,1,1,1,2,0,Outer Queens,1,995,5,0,2,995,0,2,1,0,0,0,995,0,0,1,2,5,1,1,4,995,995,2,4,1,2,2,0,0,0,0,0,0,0,2,7,0
19471475,1,0,2,3,995,995,0,0,4,995,995,1,1,2,995,0,Inner Brooklyn,2,995,5,0,3,1,0,4,0,0,1,0,995,0,0,995,2,1,2,0,5,995,995,4,1,1,0,995,0,0,0,0,0,995,0,0,8,0
19543634,0,1,3,2,995,995,0,0,3,995,1,1,1,2,995,0,Outer Brooklyn,1,995,5,0,1,7,0,3,0,0,0,0,995,0,0,1,3,4,1,1,3,995,995,3,3,0,0,995,0,0,0,0,0,0,0,0,7,0
19582423,0,0,0,1,995,0,0,0,2,0,100,0,1,1,1,0,Staten Island,1,995,2,2,2,997,0,2,0,0,0,1,995,0,1,0,4,3,2,0,5,995,1,2,5,-9999,2,1,0,0,0,0,0,0,0,3,2,0
19517321,0,1,2,995,995,995,995,0,1,995,102,995,0,1,9,0,Manhattan Core,1,995,5,0,1,995,0,1,0,0,0,1,995,995,995,1,2,1,5,1,2,995,995,1,1,0,0,995,0,0,0,0,0,0,0,0,995,0
19920192,0,1,2,995,995,995,995,0,1,995,1,995,999,1,5,1,Inner Queens,1,995,5,0,2,995,0,2,0,999,999,0,995,995,995,1,1,0,6,1,2,995,995,2,1,0,0,1,0,0,1,0,0,0,0,0,995,999
19356345,0,0,1,1,2,0,0,1,995,0,5,0,1,1,2,0,Staten Island,2,3,-9998,1,4,7,0,995,0,0,0,0,995,0,1,1,1,3,1,0,995,2,-9998,995,3,0,2,2,0,0,0,0,0,0,0,4,6,0
19227894,0,1,1,2,4,0,0,1,995,0,5,0,1,2,995,0,Manhattan Core,1,4,2,3,1,995,0,995,0,0,0,0,995,0,1,0,3,0,1,1,995,995,0,995,0,0,0,995,0,0,0,0,0,0,0,0,5,0
19658201,0,0,0,1,1,995,0,0,995,995,105,0,1,1,2,0,Southern Bronx,2,2,5,0,1,995,0,995,0,0,0,0,3,0,1,1,1,0,1,1,995,995,995,995,0,0,0,1,0,0,0,0,0,0,0,1,4,0
19619015,0,1,0,1,5,995,0,0,995,995,1,0,1,1,1,0,Outside of New York City,2,3,5,0,1,8,0,995,0,0,0,0,5,0,1,1,4,0,1,1,995,995,995,995,0,0,0,995,0,0,0,0,0,0,0,0,8,0
19377070,0,0,1,2,3,995,0,0,995,995,995,0,1,2,995,0,Northern Bronx,1,3,4,0,1,995,0,995,0,0,0,0,995,0,0,1,1,1,1,1,995,995,1,995,1,-9999,0,1,0,0,0,0,0,0,0,0,8,0
19314242,0,1,0,995,5,995,995,0,995,995,995,995,1,2,995,0,Manhattan Core,1,5,5,0,1,995,0,995,0,0,0,2,995,995,995,1,4,2,6,1,995,995,995,995,2,1,0,995,0,0,0,0,0,0,0,0,995,0
19523693,0,0,4,3,995,995,0,0,2,995,105,0,1,1,5,0,Upper Manhattan,1,995,2,0,4,7,0,2,1,999,999,1,995,0,1,1,3,7,1,1,5,995,1,1,7,-9999,0,1,0,0,0,0,0,0,0,2,8,0
19419327,1,1,1,995,995,995,0,0,5,995,100,0,1,2,995,0,Middle Queens,1,995,5,0,2,995,0,3,1,999,999,0,995,0,0,1,2,1,1,0,5,995,995,3,1,0,2,2,0,0,0,0,0,1,0,2,8,0
19237586,0,0,1,1,3,995,0,1,995,995,105,0,1,2,995,0,Southern Bronx,2,1,3,0,3,995,0,995,0,1,0,0,3,0,1,0,3,3,1,0,995,995,1,995,5,0,1,1,0,0,0,0,0,0,0,1,8,0
19891986,1,1,1,995,995,995,0,0,5,995,1,0,1,1,1,0,Inner Brooklyn,1,995,4,0,1,995,0,5,0,0,1,0,995,0,0,1,3,2,1,0,5,995,1,5,2,0,0,1,0,0,0,0,0,0,0,0,8,0
19138629,0,1,1,3,995,995,0,0,2,995,995,1,1,1,9,0,Manhattan Core,1,995,5,0,3,995,0,2,0,0,1,1,995,0,0,1,3,3,1,1,2,995,995,2,1,0,0,995,0,0,0,0,0,0,0,0,7,0
19480560,0,0,1,995,995,995,995,0,3,995,995,995,1,1,3,0,Southern Bronx,1,995,5,0,4,995,0,3,0,999,999,1,5,995,995,995,4,3,5,1,3,995,995,3,2,0,1,1,0,0,0,0,0,995,0,0,995,0
19917047,0,0,2,3,3,995,0,0,995,995,105,0,0,2,995,0,Middle Queens,2,2,2,0,2,7,0,995,0,0,0,0,995,0,1,1,2,1,1,1,995,995,1,995,1,0,0,995,0,0,0,0,0,0,0,0,8,1
19754330,0,1,4,4,995,995,0,1,4,995,100,1,1,1,2,0,Outer Queens,2,995,5,0,3,1,1,4,0,0,1,0,4,0,0,1,2,2,1,0,4,2,995,3,4,3,2,1,0,0,0,0,1,0,1,7,8,0
19163798,0,1,1,2,1,995,0,0,995,995,105,0,1,1,9,0,Upper Manhattan,2,1,4,0,2,995,0,995,1,0,0,1,995,0,0,1,3,2,1,1,995,995,1,995,2,0,0,995,0,0,0,0,0,0,0,0,5,0
19384507,0,0,7,995,995,995,995,0,1,995,995,995,0,2,995,0,Inner Brooklyn,2,995,1,0,5,995,0,1,0,0,0,0,995,995,995,1,1,4,6,1,1,995,1,1,0,-9999,0,995,0,0,0,0,0,0,0,0,995,1
19461308,0,1,1,1,4,995,0,0,995,995,100,0,1,2,995,0,Middle Queens,2,2,5,0,2,995,0,995,0,0,0,0,995,0,1,1,4,2,1,1,995,995,995,995,1,0,1,2,0,0,0,0,0,0,0,1,8,0
