job_number,bin,latitude,longitude,version,datefiled,units_co,classanet,classainit,bctcb2020
M00599489,1091691,40.863437118628944,-73.91760869371942,25Q2,2021-10-14T00:00:00.000,224.0,224.0,0.0,10299003001.0
122240887,1051619,40.79598068764079,-73.9460452304751,25Q2,2014-12-24T00:00:00.000,59.0,59.0,0.0,10174021003.0
Q00584570,4625089,40.715317,-73.859561,25Q2,2021-09-03T00:00:00.000,,120.0,0.0,40703002002.0
B01197496,3035936,40.674161884230365,-73.9272192009347,25Q2,2025-03-26T00:00:00.000,,-2.0,2.0,30307003011.0
320042841,3345967,40.63081251148847,-73.99466767798934,25Q2,2009-07-06T00:00:00.000,,-2.0,2.0,30240003000.0
B00761422,3429106,40.641505,-73.986682,25Q2,2022-06-24T00:00:00.000,4.0,4.0,0.0,30226001002.0
B01057752,3026219,40.66410162771885,-73.9779861033162,25Q2,2024-06-28T00:00:00.000,,1.0,1.0,30167003000.0
B00760649,3429413,40.618849,-74.012125,25Q2,2022-09-26T00:00:00.000,,1.0,0.0,30148001000.0
M00775838,1079215,40.71421076390656,-74.00562474107582,25Q2,2022-07-15T00:00:00.000,,0.0,25.0,10031002003.0
M01059625,1010194,40.733351,-74.003998,25Q2,2025-04-02T00:00:00.000,,2.0,0.0,10073004002.0
Q00482674,4617831,40.59815535858717,-73.79162165083534,25Q2,2021-09-20T00:00:00.000,2.0,2.0,0.0,40964001003.0
B01184958,3118868,40.644448438456536,-73.95692176178994,25Q2,2025-03-11T00:00:00.000,,0.0,1.0,30792011002.0
B01225766,3143589,40.63640810703502,-74.01159642541681,25Q2,2025-05-14T00:00:00.000,,-2.0,4.0,30118003000.0
M08026190,1062063,40.82788696455336,-73.94745955011274,25Q2,2023-03-03T00:00:00.000,,7.0,0.0,10233002001.0
421318719,4195598,40.69247773588988,-73.83456008259364,25Q2,2020-01-31T00:00:00.000,,6.0,0.0,40124002002.0
420663071,4809235,40.759514,-73.871499,25Q2,2017-11-29T00:00:00.000,,2.0,0.0,40361002000.0
Q01083229,4044409,40.753316098861866,-73.8629200284511,25Q2,2024-09-03T00:00:00.000,,3.0,0.0,40403021001.0
S01136214,5051408,40.581202724537086,-74.10561150083072,25Q2,2025-02-27T00:00:00.000,,2.0,0.0,50114021010.0
B00914765,3429097,40.712956,-73.940872,25Q2,2023-08-30T00:00:00.000,,6.0,0.0,30481003004.0
B00978964,3187761,40.58526535582335,-73.98816217218352,25Q2,2023-12-27T00:00:00.000,,2.0,0.0,30314013008.0
M01141962,1813248,,,25Q2,2024-11-13T00:00:00.000,,0.0,70.0,
220749171,2017208,40.871668,-73.886801,25Q2,2022-12-13T00:00:00.000,,-1.0,1.0,20413007003.0
B00663750,3324757,40.70205887908331,-73.95829605049721,25Q2,2024-01-30T00:00:00.000,,2.0,0.0,30533002000.0
M00552235,1026450,40.76089845685496,-73.99191716893934,25Q2,2021-11-18T00:00:00.000,,44.0,0.0,10121024000.0
110045004,1088466,40.75831386830782,-73.98966905849218,25Q2,2007-12-05T00:00:00.000,9.0,9.0,0.0,10121011000.0
B01065740,3044142,40.69068519073555,-73.92965343966425,25Q2,2024-06-21T00:00:00.000,,2.0,0.0,30387003000.0
B00808867,3025301,40.67027523464861,-73.97672182054502,25Q2,2023-01-17T00:00:00.000,2.0,1.0,1.0,30155002001.0
B01140258,3171650,40.61902625881911,-73.9711013939279,25Q2,2024-11-19T00:00:00.000,,0.0,1.0,30448002003.0
210077584,2117695,40.82026382228448,-73.90998719672082,25Q2,2008-11-12T00:00:00.000,90.0,90.0,0.0,20075002003.0
B08036378,3429512,40.67316101,-73.88306221,25Q2,2022-11-11T00:00:00.000,,3.0,0.0,31166003003.0
110315267,1080794,40.74689382200618,-73.9823741955421,25Q2,2008-08-07T00:00:00.000,,300.0,0.0,10074001000.0
Q00509063,4253526,40.67478998905324,-73.81929878732453,25Q2,2021-04-29T00:00:00.000,,0.0,1.0,40840002004.0
M01134757,1054466,40.804211597015936,-73.93776269821896,25Q2,2024-11-19T00:00:00.000,,73.0,0.0,10196003002.0
121188552,1082110,40.74839684687854,-73.97706662290427,25Q2,2018-06-22T00:00:00.000,,20.0,0.0,10080003000.0
B00789557,3171728,40.61708113871868,-73.96978949266504,25Q2,2022-11-08T00:00:00.000,,-2.0,7.0,30448002004.0
B08051313,3020382,40.67394786265013,-73.97770492809586,25Q2,2023-01-10T00:00:00.000,0.0,-14.0,14.0,30157002001.0
B00991959,3.324866E+6,40.71667129891158,-73.95702805682456,25Q2,2024-02-16T00:00:00.000,,1.0,0.0,30553001001.0
M00572326,1083988,40.816092517571214,-73.93628638717908,25Q2,2021-08-09T00:00:00.000,,5.0,257.0,10214001003.0
S00779005,5863605,40.606811986384926,-74.10346532761349,25Q2,2022-08-22T00:00:00.000,,1.0,0.0,50177012012.0
B00992234,3253978,40.60022107985154,-73.96708886246276,25Q2,2024-02-06T00:00:00.000,,0.0,1.0,30414021005.0
B00703308,3098401,40.66858469804215,-73.87706153393971,25Q2,2022-11-29T00:00:00.000,,2.0,2.0,31118002004.0
B01058395,3247647,40.585173655117536,-73.93739239685456,25Q2,2024-05-29T00:00:00.000,,-1.0,1.0,30622002006.0
B01028713,3429787,40.635968787657255,-73.90915511994938,25Q2,2024-04-12T00:00:00.000,,2.0,0.0,30956002004.0
B00768789,3073912,40.7033965749146,-73.91983416261752,25Q2,2022-07-14T00:00:00.000,,1.0,6.0,30445002003.0
Q00567066,4291141,40.65389812036892,-73.72507710704265,25Q2,2023-01-17T00:00:00.000,,0.0,2.0,40656003008.0
M01193406,1004387,40.721579256387145,-73.97903569104311,25Q2,2025-03-20T00:00:00.000,,2.0,28.0,10026011002.0
Q00947889,4624865,40.686526,-73.803827,25Q2,2023-10-13T00:00:00.000,2.0,2.0,0.0,40194002005.0
B00760889,3063053,40.709739990675125,-73.95117150426056,25Q2,2022-08-17T00:00:00.000,,0.0,8.0,30513003010.0
B00957197,3008385,40.67924652828037,-74.00892159129042,25Q2,2023-12-20T00:00:00.000,,1.0,0.0,30059001005.0
B00756710,3068455,40.716356,-73.944371,25Q2,2022-06-14T00:00:00.000,8.0,8.0,0.0,30497002001.0
B01241741,3392599,40.66012807809266,-73.99500346718067,25Q2,2025-06-20T00:00:00.000,,0.0,21.0,30145002001.0
B00666575,3117282,40.64993,-73.950989,25Q2,2022-01-24T00:00:00.000,,14.0,0.0,30824004001.0
Q00510375,4029133,40.752730379872894,-73.88794715421686,25Q2,2021-07-14T00:00:00.000,,0.0,60.0,40285002001.0
201088447,2116990,40.81480139488441,-73.84834332478768,25Q2,2006-11-09T00:00:00.000,2.0,2.0,0.0,20084002004.0
210179956,2130359,40.86821727,-73.85117932,25Q2,2019-07-24T00:00:00.000,,3.0,0.0,20348003001.0
B01188468,3056865,40.683161100559545,-73.96058946413571,25Q2,2025-03-07T00:00:00.000,,-1.0,2.0,30231003000.0
B00653633,3074773,40.69838593565602,-73.92063768573658,25Q2,2021-12-31T00:00:00.000,,30.0,0.0,30431002004.0
220148720,2124473,40.83825531056178,-73.92748518287897,25Q2,2011-11-03T00:00:00.000,2.0,2.0,0.0,20199004001.0
B00854753,3177499,40.6065332143352,-73.96523435812198,25Q2,2023-05-08T00:00:00.000,,9.0,0.0,30418001004.0
B00884512,3016635,40.65718818673835,-73.98014853089515,25Q2,2023-08-03T00:00:00.000,,1.0,4.0,30169004001.0
B00972688,3097599,40.66439995,-73.88011366,25Q2,2023-12-20T00:00:00.000,,3.0,0.0,31116001009.0
B00811874,3170983,40.62589523437169,-73.96706188503514,25Q2,2023-01-23T00:00:00.000,,1.0,0.0,30456002004.0
121115177,1.018002E+6,40.738186377234285,-73.98416139038302,25Q2,2012-06-15T00:00:00.000,,0.0,5.0,10068003000.0
B01231139,3111932,40.64303411271822,-73.93744708015656,25Q2,2025-06-16T00:00:00.000,,0.0,2.0,30834001000.0
123198351,1020421,40.73229275294902,-73.98222268589781,25Q2,2018-01-17T00:00:00.000,,0.0,8.0,10048005001.0
B00977336,3078996,40.68657424824657,-73.91249460607398,25Q2,2023-12-21T00:00:00.000,,0.0,2.0,30401003003.0
210182489,2004751,40.83082354520827,-73.90037244022469,25Q2,2021-02-22T00:00:00.000,,26.0,0.0,20151003003.0
420191777,4537934,40.742412,-73.874748,25Q2,2010-05-24T00:00:00.000,,47.0,0.0,40471001001.0
Q00967445,4277179,40.680474,-73.729577,25Q2,2023-12-29T00:00:00.000,,-1.0,1.0,40616012001.0
Q00553586,4223664,40.716429,-73.773394,25Q2,2022-04-27T00:00:00.000,,1.0,0.0,40478012008.0
B01106463,3110734,40.64354227221224,-73.94767512585204,25Q2,2024-11-07T00:00:00.000,,1.0,1.0,30826002004.0
B00665487,3057875,40.6801953644864,-73.95642666464677,25Q2,2022-03-07T00:00:00.000,,-1.0,3.0,30227002002.0
B01142698,3429963,40.67472,-74.009413,25Q2,2024-12-02T00:00:00.000,,210.0,0.0,30053023001.0
B08029338,302208300.00%,40.67041751015073,-73.98753670249168,25Q2,2022-11-04T00:00:00.000,1.0,-1.0,2.0,30137003001.0
B01160316,3101436,40.65472700021532,-73.9289998673607,25Q2,2025-01-28T00:00:00.000,,1.0,1.0,30868002001.0
M00798238,1020046,40.74333149865987,-73.9778428614396,25Q2,2022-09-28T00:00:00.000,4.0,0.0,4.0,10070023000.0
B00830188,3004153,40.68430460978868,-73.99784308904773,25Q2,2023-03-02T00:00:00.000,,-1.0,4.0,30067004000.0
B00954591,3002485,40.69246407049499,-73.99512442408367,25Q2,2023-11-16T00:00:00.000,,-7.0,17.0,30007003001.0
B01052125,3035239,40.66151305728083,-73.96028189176477,25Q2,2024-06-04T00:00:00.000,,0.0,1.0,30798011000.0
Q00753233,4275048,40.6911429387912,-73.73539540723843,25Q2,2022-06-14T00:00:00.000,,0.0,1.0,40606002003.0
Q00590294,4166572,40.732418,-73.726887,25Q2,2021-10-01T00:00:00.000,,2.0,0.0,41571021004.0
B01091435,3337894,40.6760355414962,-73.91049724046798,25Q2,2024-12-11T00:00:00.000,,0.0,2.0,30365012000.0
220326751,2019019,40.89710944275792,-73.87037463593597,25Q2,2013-07-25T00:00:00.000,,1.0,2.0,20449022002.0
Q00505434,4106387,40.78316218742739,-73.81369875744495,25Q2,2021-04-19T00:00:00.000,2.0,1.0,1.0,41033001001.0
B00683111,3411558,40.627348,-73.974649,25Q2,2022-02-23T00:00:00.000,,1.0,0.0,30462012002.0
B01161918,3127388,40.63103655273958,-73.97851267458171,25Q2,2025-01-09T00:00:00.000,,0.0,2.0,30478002004.0
B00775631,3114945,40.66047401314558,-73.95370415679118,25Q2,2022-09-09T00:00:00.000,,0.0,1.0,30800002002.0
Q00478390,4156719,40.75655538620473,-73.7759448896723,25Q2,2021-03-22T00:00:00.000,2.0,1.0,1.0,41447001006.0
X01230287,2072662,40.833984,-73.827347,25Q2,2025-06-11T00:00:00.000,,-2.0,2.0,20184003007.0
B00852223,3069208,40.71261,-73.946849,25Q2,2023-03-31T00:00:00.000,7.0,7.0,0.0,30503001002.0
M00754884,1013367,40.74572831861912,-74.00018207413216,25Q2,2022-06-10T00:00:00.000,,-2.0,3.0,10093002001.0
Q00533054,4098000,40.785678,-73.849789,25Q2,2021-06-21T00:00:00.000,,2.0,0.0,40929003004.0
B00802039,3033252,40.66864483996495,-73.94837125278029,25Q2,2023-01-30T00:00:00.000,,-1.0,2.0,30319001002.0
B00661849,3148744,40.63070598303148,-74.02697030762144,25Q2,2022-01-19T00:00:00.000,2.0,0.0,2.0,30066002000.0
Q00497480,4128758,40.78114943091782,-73.80103295651685,25Q2,2021-04-03T00:00:00.000,,1.0,0.0,41017004001.0
M00888813,1061231,40.82235315179781,-73.9482171741424,25Q2,2023-08-02T00:00:00.000,,-5.0,7.0,10227001003.0
Q00505427,4306535,40.575014315909726,-73.86094849296909,25Q2,2021-04-30T00:00:00.000,1.0,0.0,1.0,40922002000.0
B01009399,3039177,40.6728910538081,-73.9206942327386,25Q2,2024-02-26T00:00:00.000,8.0,6.0,2.0,30363002000.0
M00659484,1058081,40.81205174145686,-73.94442695916813,25Q2,2022-01-31T00:00:00.000,1.0,1.0,0.0,10226002001.0
Q00570734,4089745,40.7031406327794,-73.88078326688863,25Q2,2021-08-17T00:00:00.000,,0.0,2.0,40625002001.0
B01231197,3430181,40.586598,-73.920285,25Q2,2025-05-29T00:00:00.000,,1.0,0.0,30628003019.0
M00992041,1008503,40.72705359939338,-73.99442441864133,25Q2,2024-03-14T00:00:00.000,,0.0,3.0,10055022001.0
B00720918,3425104,40.682265193019575,-73.92448519213315,25Q2,2022-08-03T00:00:00.000,,2.0,2.0,30381001001.0
110338714,1005860,40.72787025770174,-73.98480990196418,25Q2,2008-09-12T00:00:00.000,,0.0,5.0,10032001000.0
B01229519,3081213,40.66500034495991,-73.92004213434689,25Q2,2025-05-28T00:00:00.000,,6.0,2.0,30900004001.0
B01089688,3.048776E+6,40.69408191053618,-73.94917847164434,25Q2,2024-08-19T00:00:00.000,,2.0,0.0,30253001001.0
B01030853,3026449,40.66301634993183,-73.98012156353299,25Q2,2024-04-04T00:00:00.000,1.0,-1.0,2.0,30167004000.0
121185699,1005242,40.72952957357023,-73.97883676646,25Q2,2014-05-14T00:00:00.000,,0.0,16.0,10034001000.0
B00982560,3171156,40.623444454732905,-73.96811005721507,25Q2,2023-12-27T00:00:00.000,,1.0,0.0,30458002004.0
M00581729,1044374,40.76210509624322,-73.96070070157884,25Q2,2022-01-19T00:00:00.000,,0.0,75.0,10110005000.0
B01209165,3063374,40.70864100141394,-73.95256805888877,25Q2,2025-04-11T00:00:00.000,,8.0,0.0,30527002000.0
Q00484546,4271671,40.69080337649964,-73.75740829432901,25Q2,2021-03-16T00:00:00.000,,0.0,2.0,40376002008.0
220039385,2124699,40.82669303127673,-73.89701328702526,25Q2,2009-12-01T00:00:00.000,48.0,48.0,0.0,20131001000.0
B01176833,3182707,40.60973253149569,-73.94922573473393,25Q2,2025-02-07T00:00:00.000,,1.0,0.0,30548001003.0
B01121382,3062717,40.711792048901565,-73.95366513638379,25Q2,2025-01-20T00:00:00.000,,1.0,0.0,30513003002.0
220722234,2041226,40.8392116511359,-73.8539517445454,25Q2,2019-12-17T00:00:00.000,,4.0,0.0,20210022000.0
B01092682,3247559,40.586546,-73.937959,25Q2,2024-08-08T00:00:00.000,,-1.0,1.0,30598002006.0
220597272,2005024,40.823978,-73.900403,25Q2,2017-05-16T00:00:00.000,,-1.0,1.0,20129012000.0
B00665648,3068825,40.71350530890775,-73.94883812718777,25Q2,2022-01-26T00:00:00.000,,2.0,0.0,30503003000.0
M01108092,1023750,40.76637797575212,-73.97899862649237,25Q2,2024-09-17T00:00:00.000,,0.0,188.0,10137001000.0
B01077912,3341846,40.69907910267958,-73.94444397911472,25Q2,2024-07-17T00:00:00.000,,7.0,0.0,30257003003.0
B01086400,3430009,40.677529,-73.960559,25Q2,2024-12-16T00:00:00.000,,22.0,0.0,30305002002.0
201037617,2120254,40.84726616216965,-73.89313915790956,25Q2,2006-02-27T00:00:00.000,3.0,3.0,0.0,20375043002.0
220408020,2831488,40.837312,-73.870326,25Q2,2014-09-30T00:00:00.000,,2.0,0.0,20218005006.0
Q01116478,4625291,40.594694,-73.77704,25Q2,2024-09-30T00:00:00.000,,2.0,0.0,40972041003.0
M00761563,1058162,40.812450453571,-73.94253118326792,25Q2,2022-07-05T00:00:00.000,,0.0,27.0,10226001003.0
121080187,1032246,40.78750661269181,-73.97181436980416,25Q2,2012-05-17T00:00:00.000,,0.0,1.0,10173002000.0
M01162123,1039996,40.758261779738056,-73.9635089337639,25Q2,2025-03-03T00:00:00.000,,1.0,1.0,10108023000.0
B01205496,3324458,40.64342503348048,-74.01533559970358,25Q2,2025-05-21T00:00:00.000,,2.0,2.0,30076002001.0
B01043160,3051996,40.68439039408338,-73.94529113525388,25Q2,2024-05-09T00:00:00.000,,-1.0,3.0,30267002001.0
X00658261,2029106,40.83954275696473,-73.86350955280909,25Q2,2022-06-16T00:00:00.000,,-1.0,1.0,20216021001.0
200910318,2114918,40.8281965849447,-73.85818955530384,25Q2,2004-09-22T00:00:00.000,2.0,2.0,0.0,20040011002.0
Q00563311,4101392,40.79521852642539,-73.82311831021401,25Q2,2021-08-05T00:00:00.000,,0.0,1.0,40973001007.0
S01212154,5.177065E+6,40.612253,-74.145498,25Q2,2025-06-20T00:00:00.000,,2.0,0.0,50189011006.0
240299226,2130553,40.82015866671122,-73.88723546837767,25Q2,2020-12-29T00:00:00.000,6.0,6.0,0.0,20115021013.0
B01219785,3428597,40.604194,-73.953018,25Q2,2025-05-05T00:00:00.000,,2.0,0.0,30560002000.0
X01112528,2076392,40.83198543361839,-73.8260811960603,25Q2,2025-01-22T00:00:00.000,,0.0,1.0,20164001010.0
104429968,1060104,40.81947054074923,-73.93929514852367,25Q2,2006-05-10T00:00:00.000,10.0,10.0,0.0,10232002001.0
B00644736,3070812,40.70961350356566,-73.94748166866155,25Q2,2022-02-18T00:00:00.000,,7.0,0.0,30511003000.0
B00923576,3397647,40.62265837571701,-73.99961335543512,25Q2,2023-08-28T00:00:00.000,,0.0,6.0,30190001002.0
M01132268,1032596,40.79298357995045,-73.96944434018599,25Q2,2025-04-21T00:00:00.000,,0.0,7.0,10181001000.0
B08011626,3129704,40.627326851846576,-73.98350952264555,25Q2,2022-11-10T00:00:00.000,,1.0,0.0,30472001000.0
B01103184,3101613,40.65440460494271,-73.9246670485543,25Q2,2024-08-28T00:00:00.000,,8.0,2.0,30864001005.0
M07996984,1041500,40.77228389320631,-73.96394179569835,25Q2,2022-09-14T00:00:00.000,,-12.0,13.0,10130002000.0
B00839734,3080436,40.68148413553743,-73.90679209784463,25Q2,2023-06-20T00:00:00.000,,1.0,2.0,30405002001.0
B00695565,3429761,40.72804393633275,-73.95040746561575,25Q2,2022-03-14T00:00:00.000,29.0,29.0,0.0,30573003002.0
B00780061,3069031,40.7129791252635,-73.94672570944707,25Q2,2022-08-08T00:00:00.000,,4.0,0.0,30503001001.0
B01009772,3007840,40.67836141538252,-73.9935157118789,25Q2,2024-02-25T00:00:00.000,1.0,-2.0,3.0,30077002000.0
Q00516017,4623508,40.732746,-73.883956,25Q2,2021-05-13T00:00:00.000,,9.0,0.0,40499002000.0
B00893155,3071707,40.69976189100281,-73.93901241913855,25Q2,2023-07-07T00:00:00.000,,3.0,0.0,30389001005.0
B00854287,3117757,40.64765713160951,-73.9554882696476,25Q2,2023-04-05T00:00:00.000,,3.0,3.0,30794002003.0
S01224821,5176828,40.571742631088114,-74.14234112349693,25Q2,2025-06-10T00:00:00.000,,1.0,0.0,50138001003.0
M00966530,1086071,40.71380605497767,-73.99048885244126,25Q2,2024-02-14T00:00:00.000,,0.0,83.0,10006001001.0
M00810392,108478800.00%,40.72368680388384,-73.98488158011072,25Q2,2023-01-12T00:00:00.000,28.0,0.0,28.0,10032005000.0
B01168592,3029727,40.66634981698198,-73.96097649767559,25Q2,2025-03-24T00:00:00.000,,-2.0,2.0,30213003002.0
B00798191,3430162,40.626988,-73.986829,25Q2,2022-08-30T00:00:00.000,,1.0,0.0,30470002000.0
Q00499386,4435410,40.658696177353775,-73.7584824905008,25Q2,2021-04-24T00:00:00.000,2.0,0.0,2.0,40694002009.0
B01189931,3006142,40.685113897009366,-73.98999668869895,25Q2,2025-03-10T00:00:00.000,,4.0,0.0,30069011001.0
S01194916,5176909,40.56499091532013,-74.10452002185392,25Q2,2025-03-31T00:00:00.000,,1.0,0.0,50128041006.0
321594976,3071239,40.70741149457388,-73.94071574212789,25Q2,2019-08-15T00:00:00.000,,8.0,0.0,30493022002.0
210121376,2117344,40.81893145897455,-73.91227877828442,25Q2,2009-02-25T00:00:00.000,222.0,222.0,0.0,20071002005.0
B08023527,3022984,40.66640644760121,-73.98500409132336,25Q2,2022-10-22T00:00:00.000,,0.0,3.0,30151003000.0
M01149834,1045863,40.76811680202421,-73.9553260483152,25Q2,2024-12-10T00:00:00.000,,-16.0,16.0,10124002001.0
Q00579669,4098350,40.78471315490948,-73.8455503758252,25Q2,2021-11-08T00:00:00.000,,1.0,12.0,40929003007.0
M01019087,101565800.00%,40.7445032282996,-73.98936239283535,25Q2,2024-04-03T00:00:00.000,,-1.0,2.0,10058001002.0
B01198058,3032029,40.67201033860472,-73.94456600754201,25Q2,2025-06-10T00:00:00.000,,4.0,0.0,30339003000.0
