latitude,longitude,cenblock20,permityear,bbl,floorsprop,centract20,addressst,dcpedited,:@computed_region_sbqj_enih,occ_init,zoningdst2,zoningdst1,geomsource,landmark,the_geom,job_desc
40.684569,-73.906207,360470403001003.0,2022.0,3034570049,,36047040300.0,GRANITE STREET,,53.0,Residential: 1-2 Family Houses (J-3),,R6,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.906207, 40.684568999999854]}",
40.74297981527735,-73.86068834098056,360810413001004.0,2015.0,4019300039,3.0,36081041300.0,102 STREET,,68.0,Empty Site,,R5,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.86068834098056, 40.742979815277195]}",
40.684256152041314,-73.93207498544089,360470295002000.0,,3016610007,4.0,36047029500.0,STUYVESANT AVENUE,,52.0,,,,BIN DOB buildingfootprints,Yes,"{'type': 'Point', 'coordinates': [-73.93207498544089, 40.68425615204116]}",CONVERT EXISTING 4 STORY 2 FAMILY DWELLING UNIT WITH NEW LAYOUT AS PER PLAN. PROPOSED ONE D.U. ON BASEMENT AND TRIPLEX FOR ONE D.U. ON 1ST TO 3RD FLOOR. OBTAIN A NEW CO.
40.62111856135406,-74.00076252851659,360470190002002.0,,3061570056,4.0,36047019000.0,70 STREET,,37.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-74.00076252851659, 40.62111856135391]}",PROPOSED HORIZONTAL AND VERTICAL EXTENSION FOR A EXISTING 2-STORY BUILDING TO A NEW 4-STORY W/ CELLAR & STAIR BULKHEAD. OBTAIN A NEW C OF O.
40.68564781241217,-73.95743125786748,360470229003001.0,2024.0,3019730054,4.0,36047022900.0,GATES AVENUE,,51.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.95743125786748, 40.68564781241201]}",PROPOSED CELLAR (4) FOUR STORY AND PENTHOUSE (4) FAMILY DWELLING AS PER PLANS FILED HEREWITH
40.578337,-73.95097,360470620001004.0,2025.0,3087340045,4.0,36047062000.0,BEAUMONT STREET,,36.0,Empty Site,,,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.95097, 40.57833699999984]}",NEW THREE (3) STORY AND ATTIC ONE FAMILY BUILDING.
40.875772,-73.876843,360050423002003.0,,2033430683,4.0,36005042300.0,EAST 207 STREET,,34.0,Empty Site,,,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.876843, 40.87577199999985]}",New 4 Story Residential Building
40.82884687,-73.85293173,360050078001005.0,,2038080081,3.0,36005007800.0,BLACKROCK AVENUE,latitude/longitude,26.0,Empty Site,,,Lat/Lon DCP,,"{'type': 'Point', 'coordinates': [-73.85293173, 40.82884686999985]}",Proposed three-story and cellar three-family residential building
40.72742829103896,-73.9827502411454,360610034003002.0,,1004370134,6.0,36061003400.0,AVENUE A,,5.0,Residential: Not Specified (RES),R8B,R7A,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.9827502411454, 40.72742829103882]}",
40.61540703548992,-73.97186549122087,360470444003000.0,,3065660067,3.0,36047044400.0,EAST 3 STREET,,39.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.97186549122087, 40.61540703548976]}",Add Additional floor area within the existing attic envelope and create new master bedroom and storage room.
40.68404838863597,-73.95149699163191,360470245001001.0,,3018220072,3.0,36047024500.0,PUTNAM AVENUE,,51.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.95149699163191, 40.68404838863584]}",
40.898439,-73.870301,360050449022000.0,,2033770013,2.0,36005044902.0,EAST 237 STREET,,30.0,Empty Site,,R4A,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.870301, 40.89843899999987]}",
,,,,1000010001,1.0,,TEST STREET,,,,,,,,,test
40.62279108015759,-73.96798281150252,360470458002004.0,,3065280035,2.0,36047045800.0,EAST 8 STREET,,39.0,Empty Site,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.96798281150252, 40.62279108015745]}",NEW 2 STORY SINGLE FAMILY DWELLING
40.66190959110762,-73.89017031643613,360471128001002.0,2024.0,3043010022,3.0,36047112800.0,WYONA STREET,,47.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.89017031643613, 40.66190959110746]}",Existing 2 story and basement 3-Family to be converted into a 9-unit building
40.67873634336637,-73.91286589415184,360470371005000.0,,3015380061,4.0,36047037100.0,SOMERS STREET,,46.0,Empty Site,,R6,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.91286589415184, 40.67873634336624]}",
40.74196305218886,-73.85696223862129,360810439001004.0,,4019430012,4.0,36081043900.0,52 AVENUE,,68.0,Empty Site,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.85696223862129, 40.741963052188694]}",PROPOSE A NEW THREE STORY WITH THREE FAMILY HOUSE. OBTAIN NEW C OF O.
40.66239429210043,-73.9866838990559,360470149023002.0,2023.0,3010550040,3.0,36047014902.0,JACKSON PLACE,,45.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.9866838990559, 40.66239429210026]}",change from 2 family to 1 family dwelling
40.86718840628967,-73.92489100844797,360610295003001.0,2017.0,1022380005,7.0,36061029500.0,COOPER STREET,,22.0,Empty Site,,R7A,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.92489100844797, 40.86718840628956]}",
40.688521,-73.933469,360470293001001.0,,3016300045,4.0,36047029300.0,STUYVESANT AVENUE,,52.0,Empty Site,,R6A,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.933469, 40.68852099999988]}",
40.678213118178725,-73.97051491658492,360470163003000.0,2025.0,3011510076,4.0,36047016300.0,PROSPECT PLACE,,50.0,,,,BIN DOB buildingfootprints,Yes,"{'type': 'Point', 'coordinates': [-73.97051491658492, 40.67821311817858]}",Interior renovation and conversion from 2-family to 3-family residence.
40.86278095701679,-73.929390436295,360610287002001.0,2022.0,1021750001,20.0,36061028700.0,BROADWAY,,22.0,Empty Site,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.929390436295, 40.86278095701663]}",DEV HUB CONSULTATION ACCEPTED ON 9/28/2021. APPLICATION FILED TO ERECT 20 STORY NEW BUILDING.
40.62566309827505,-73.9234254816042,360470678002002.0,,3078340037,2.0,36047067800.0,EAST 54 STREET,otherb_prop/otherb_init/hotel_prop/hotel_init,38.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.9234254816042, 40.625663098274906]}",CONVERT GARAGE INTO ACCESSORY USE WITH 3 PCS BATHROOM AT BASEMENT
40.6193553530462,-74.03880824843272,360470052022001.0,,3061000017,0.0,36047005202.0,OLIVER STREET,,41.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-74.03880824843272, 40.619355353046046]}",Demolition of garage (carport) built without a permit per OATH violation #34407237Y. No
40.597347,-73.972097,360470400001004.0,,3071040263,7.0,36047040000.0,AVENUE U,,36.0,Empty Site,,R6A,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.972097, 40.597346999999864]}",
40.722690606115634,-74.00054286120572,360610049001009.0,,1004850032,6.0,36061004900.0,MERCER STREET,,1.0,,,,BIN DOB buildingfootprints,Yes,"{'type': 'Point', 'coordinates': [-74.00054286120572, 40.722690606115485]}",Alt. 1 filed for minor work throughout as per plan provided and obtain new C of O.
40.72983708313143,-73.71317344810738,360811617003003.0,,4086450040,2.0,36081161700.0,253 STREET,,63.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.71317344810738, 40.72983708313127]}",Cellar and first floor rear extension. Interior remodeling to remain a one family dwelling. Installing in the cellar three fixture bathroom laundry area and minor partitions. No change in use occupancy or egress.
40.68297978611119,-73.94361630914925,360470267004000.0,2022.0,3018400007,4.0,36047026700.0,TOMPKINS AVENUE,,51.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.94361630914925, 40.68297978611105]}",CONVERT AN EXISTING THREE-FAMILY TWO-STORY TO EIGHT-FAMILY FOUR-STORY BUILDING WITH A CELLAR AS SHOWN ON PLANS. PROPOSED VERTICAL EXTENSION.
40.6979284845001,-73.79037104744602,360810254022000.0,,4101670048,2.0,36081025402.0,164 PLACE,,61.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.79037104744602, 40.697928484499954]}",proposed two family house.
40.82402040296261,-73.95317166749894,360610225001006.0,,1020880038,6.0,36061022500.0,WEST 141 STREET,,19.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.95317166749894, 40.824020402962475]}",INTERIOR RENOVATION AND CONVERTING 1 UNIT INTO 2 UNITS ON SIXTH FLOOR AS PER PLANS - NO CHANGE IN BULK
40.655199232767785,-73.92104256183859,360470886003004.0,,3046660047,2.0,36047088600.0,WILLMOHR STREET,,40.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.92104256183859, 40.65519923276763]}",
40.66354629085114,-73.77112551661935,360810306004008.0,,4133040025,2.0,36081030600.0,145 DRIVE,,63.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.77112551661935, 40.663546290850995]}",CONVERSION OF AN EXIST. 1 1/2 STORY 1 FAMILY FRAME BUILDING W/ CELLAR TO A 2 STORY TWO FAMILY DWELLING WITH HORIZONTAL & VERTICAL EXTENSION.
40.69210892872838,-73.91744633934579,360470417002001.0,2023.0,3033500051,4.0,36047041700.0,WOODBINE STREET,,53.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.91744633934579, 40.69210892872823]}",CONVERT EXISTING TWO (2) DWELLING UNITS (3 STORY BRICK BUILDING) TO SIX (6) DWELLING UNITS. (4 STORY BUILDING); PROPOSED ONE (1) STORY VERTICAL & HORIZONTAL ENLARGEMENT W/ BULKHEAD; OBTAIN A NEW CERTIFICATE OF OCCUPANCY.
40.5930949117464,-73.95264901455046,360470586002000.0,,3074020031,2.0,36047058600.0,EAST 18 STREET,,36.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.95264901455046, 40.59309491174624]}",CONVERT EXISTING ONE FAMILY TO TWO FAMILY DWELLING. OBTAIN NEW CERTIFICATE OF OCCUPANCY.
40.6613246845394,-73.99142361855694,360470143003002.0,2025.0,3008850058,5.0,36047014300.0,20 STREET,,45.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.99142361855694, 40.66132468453925]}",Please assign job to dev hub dev hub consultation accepted on  9/26 proposing conversion of an existing 4 story commercial building into 5 story mixed use building
40.660554092336426,-73.95324331030054,360470800003000.0,2025.0,3050330010,3.0,36047080000.0,ROGERS AVENUE,,44.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.95324331030054, 40.66055409233627]}",CONVERSION OF 2ND FLOOR FROM RESIDENTIAL TO COMMUNITY FACILITY INTERIOR RENOVATION OF 3RD FLOOR RESIDENTIAL SPACE AND COMBINING (2) BUILDINGS ON SAME LOT INTO (1) BUILDING INSTALLATION OF ELEVATOR AND NEW STAIRCASE. INSTALLATION OF SPLIT SYSTEM AC UNITS
40.704210441153656,-73.92734080086633,360470427003000.0,2025.0,3031660008,4.0,36047042700.0,KNICKERBOCKER AVENUE,,53.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.92734080086633, 40.7042104411535]}",PROPOSED HORIZONTAL ENLARGEMENT AND ONE-STORY VERTICAL ADDITION TO EXISTING THREE-STORY MIXED USE BUILDING
40.5882,-73.9865,360470314016000.0,,3069160098,4.0,36047031401.0,28 AVENUE,,35.0,Empty Site,,,Lat/Lon DOB,,"{'type': 'Point', 'coordinates': [-73.9865, 40.588199999999844]}",NEW 4 STORY RESIDENTIAL BUILDING IN COMBINATION WITH EXISTING 3 STORY 5 DU TOTAL 7 DU.
40.764478,-73.766079,360811113002005.0,2021.0,4063040016,2.0,36081111300.0,217 STREET,,69.0,Empty Site,,,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.766079, 40.76447799999985]}",PROPOSE NEW TWO STORY WITH TWO FAMILY HOUSE. OBTAIN NEW C OF O.
40.817591,-73.910608,360050075001001.0,,2026170070,4.0,36005007500.0,EAGLE AVENUE,,23.0,Empty Site,,R6,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.910608, 40.817590999999865]}",FILING HEREWITH A NEW 4-STORY RESIDENTIAL BUILDING AS PER PLANS.
40.68002646389208,-73.99822107766992,360470065003000.0,2025.0,3003610043,4.0,36047006500.0,2 PLACE,,48.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.99822107766992, 40.68002646389194]}",convert exsting three family house to two family  obtain new c/ o
40.86219833915292,-73.91851955091362,360610299003003.0,,1022010021,14.0,36061029900.0,9 AVENUE,,22.0,Empty Site,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.91851955091362, 40.86219833915276]}",New Fourteen (14) Story Mixed Use Dwelling.
40.665475,-73.881013,360471120002004.0,,3043130029,3.0,36047112000.0,ELTON STREET,,47.0,Empty Site,,,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.881013, 40.66547499999984]}",ERECT NEW 3 CLASS A APARATMENTS.
40.697017,-73.983447,360470015011003.0,,3001210035,4.0,36047001501.0,GOLD STREET,,54.0,Empty Site,,,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.983447, 40.69701699999985]}",PROPOSED 4-STORY AND MEZZANINE RESIDENTIAL BUILDING
40.714797978980194,-73.95056909336219,360470501003017.0,2023.0,3027517509,4.0,36047050100.0,CONSELYEA STREET,,57.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.95056909336219, 40.71479797898003]}",ENLARGEMENT FOR AN EXISTING RESIDENTIAL BUILDING PARTITION WORK AS PER PLAN
40.66764307821257,-73.9913618351803,360470117002001.0,,3010330042,0.0,36047011700.0,4 AVENUE,,50.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.9913618351803, 40.66764307821242]}",Full demolition to a four story building
40.635205630352985,-73.94088796886032,360470780001003.0,,3050120019,2.0,36047078000.0,EAST 37 STREET,,40.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.94088796886032, 40.635205630352814]}",RENOVATE EXISTING 1-FAMILY DWELLING AND TO RESOLVE ECB VIOLATION# 35484588L.
40.677237,-74.005884,360470059002030.0,,3005340045,4.0,36047005900.0,WEST 9 STREET,,48.0,Empty Site,,,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-74.005884, 40.67723699999984]}",PROPOSED NEW 4 STORY BUILDING.
40.63233584079253,-73.94541703407167,360470786021000.0,2018.0,3075600013,4.0,36047078602.0,EAST 32 STREET,,40.0,Empty Site,,R6,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.94541703407167, 40.63233584079236]}",
40.57548339999392,-73.95393671670074,360470610021004.0,,3087230264,2.0,36047061002.0,CORBIN PLACE,,36.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.95393671670074, 40.57548339999376]}",
40.65991722909604,-73.92380238275433,360470884003002.0,,3046290055,3.0,36047088400.0,EAST 93 STREET,,40.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.92380238275433, 40.65991722909589]}",PROPOSED INTERIOR AND EXTERIOR RENOVATION CONVERTING EXISTING 2 STORY AND BASEMENT INTO A 8 UNIT RESIDENTIAL BUILDING.
40.61796042298057,-73.90256126244326,360470706011002.0,,3084420011,2.0,36047070601.0,EAST 73 STREET,,38.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.90256126244326, 40.617960422980424]}",SECOND FLOOR ENLARGEMENT OF EXISTING SINGLE FAMILY DWELLING OBTAIN NEW C OF O.
40.687391,-73.917457,360470397001000.0,2022.0,3033800059,5.0,36047039700.0,JEFFERSON AVENUE,,53.0,Empty Site,,R6,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.917457, 40.68739099999985]}",
40.798982,-73.935973,360610194002000.0,,1017960002,11.0,36061019400.0,2 AVENUE,,16.0,Empty Site,,,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.93597300000002, 40.798981999999846]}",PROPOSED A NEW 11-STORY PLUS CELLAR MULTI-FAMILY RESIDENTIAL BUILDING. OBTAIN A NEW C OF O.
40.7025602114344,-73.94209072429737,360470491002002.0,,3031140002,1.0,36047049100.0,GRAHAM AVENUE,,56.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.94209072429737, 40.70256021143423]}",EXISTING 3 STORY & CELLAR MIXED-USE BUILDING TO BE CONVERTED TO 1 STORY & CELLAR COMMERCIAL BUILDING AFTER THE REMOVAL OF THE EXISTING 2ND AND 3RD RESIDENTIAL FLOORS. EXISTING BUILDING BULK TO REMAIN.
40.775863,-73.953619,360610138004001.0,,1015280028,,36061013800.0,EAST 83 STREET,,11.0,Residential: 1-2 Family Houses (R-3),,C1-9,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.953619, 40.77586299999985]}",DEMOLITION OF ENTIRE STRUCTURE
40.67762181326648,-73.9995634609685,360470065006000.0,2024.0,3003740049,4.0,36047006500.0,LUQUER STREET,,48.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.9995634609685, 40.67762181326633]}",REAR ENLARGEMENT TO AN EXISTING RESIDENTIAL BUILDING
40.695041,-73.954158,360471237003006.0,2024.0,3017360043,0.0,36047123700.0,MYRTLE AVENUE,,51.0,,,,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.954158, 40.695040999999854]}",Emergency demo to a two story building
40.610179799026575,-73.96559018262154,360470442002001.0,2023.0,3066140044,2.0,36047044200.0,EAST 8 STREET,,39.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.96559018262154, 40.61017979902642]}",CONVERSION FROM TWO TO ONE FAMILY RESIDENCE AND OBTAIN A NEW CO.  THE SCOPE OF WORK COMPRISES THE REMOVAL OF ONE ENTRANCE DOOR AT FIRST FLOOR AND ONE KITCHEN ATSECOND FLOOR (GERNERAL CONSTRUCTION ONLY).ALL OTHER CONDITIONS ARE EXISTING TO REMAIN.
40.62049,-73.904871,360470700001001.0,2023.0,3084330052,2.0,36047070000.0,EAST 74 STREET,,38.0,Empty Site,,,Lat/Lon geosupport,,"{'type': 'Point', 'coordinates': [-73.90487100000001, 40.62048999999983]}",PROPOSED (2) TWO STORY (2) TWO FAMILY DWELLING AS PER PLANS FILED HEREWITH
40.59395683438959,-73.97018999070752,360470388004000.0,,3071520027,3.0,36047038800.0,EAST 1 STREET,,36.0,,,,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.97018999070752, 40.59395683438945]}",New exterior wall at basement and conversion of garage to be a part of dwelling
40.5455,-74.1847,360850170093013.0,2025.0,5062660059,3.0,36085017009.0,RENSSELAER AVENUE,,77.0,Empty Site,,,Lat/Lon DOB,,"{'type': 'Point', 'coordinates': [-74.1847, 40.54549999999987]}",TWO FAMILY RESIDENCE
40.86398947544499,-73.86868837577786,360050332021000.0,,2044280054,2.0,36005033202.0,OLINVILLE AVENUE,,32.0,Residential: Not Specified (RES),,R6,BIN DOB buildingfootprints,,"{'type': 'Point', 'coordinates': [-73.86868837577786, 40.863989475444846]}",
