latitude,longitude,dobrundate,house,permit_type,owner_s_business_type,filing_status,census_tract,bldg_type,job_doc,permittee_s_phone,borough,job_start_date,self_cert,zip_code
40.644879,-74.000897,2016-01-03T00:00:00,772,PL,INDIVIDUAL,INITIAL,94.0,2,1,7183457270,BROOKLYN,2013-04-24T00:00:00,Y,11220
40.56006,-74.149815,2016-01-03T00:00:00,75,NB,CORPORATION,RENEWAL,14605.0,1,1,6462010010,STATEN ISLAND,2012-05-03T00:00:00,Y,10308
40.666447,-73.757289,2016-01-03T00:00:00,219-03,NB,INDIVIDUAL,RENEWAL,328.0,2,1,7185585540,QUEENS,2013-01-14T00:00:00,,11413
40.626851,-73.976429,2016-01-03T00:00:00,1080,EW,PARTNERSHIP,INITIAL,464.0,2,2,2018431364,BROOKLYN,2013-04-24T00:00:00,,11230
40.787762,-73.973129,2016-01-03T00:00:00,150,AL,PARTNERSHIP,RENEWAL,173.0,2,1,2126444466,MANHATTAN,1998-06-19T00:00:00,Y,10024
40.731386,-74.004066,2016-01-03T00:00:00,51,EQ,PARTNERSHIP,INITIAL,67.0,2,1,7187293657,MANHATTAN,2013-04-23T00:00:00,Y,10014
40.741792,-73.875369,2016-01-03T00:00:00,47-19,NB,INDIVIDUAL,RENEWAL,471.0,2,1,7186669873,QUEENS,2011-11-18T00:00:00,,11373
40.792355,-73.966312,2016-01-03T00:00:00,41,PL,CONDO/CO-OP,RENEWAL,181.0,2,2,7184332400,MANHATTAN,2013-02-19T00:00:00,,10025
40.814693,-73.908563,2016-01-03T00:00:00,603,AL,PARTNERSHIP,RENEWAL,73.0,2,1,6314464012,BRONX,2013-02-26T00:00:00,Y,10455
40.742916,-73.824025,2016-01-03T00:00:00,142-37,EQ,INDIVIDUAL,INITIAL,837.0,1,1,7183538592,QUEENS,2013-04-24T00:00:00,,11355
40.647603,-73.894551,2016-01-03T00:00:00,10504,EQ,INDIVIDUAL,RENEWAL,984.0,2,1,7185585540,BROOKLYN,2013-02-07T00:00:00,,11236
40.635692,-74.008301,2016-01-03T00:00:00,821,AL,CORPORATION,INITIAL,104.0,2,1,2123806559,BROOKLYN,2013-04-24T00:00:00,,11220
40.733421,-73.985379,2016-01-03T00:00:00,230,PL,CORPORATION,RENEWAL,48.0,2,1,7189327300,MANHATTAN,2012-12-10T00:00:00,,10003
40.680715,-73.939714,2016-01-03T00:00:00,92,EW,CORPORATION,INITIAL,273.0,2,1,7183840909,BROOKLYN,2013-04-24T00:00:00,,11216
40.587631,-74.197557,2016-01-03T00:00:00,4368A,NB,CORPORATION,RENEWAL,29102.0,2,1,7183517447,STATEN ISLAND,2012-02-10T00:00:00,Y,10314
40.751684,-73.978428,2016-01-03T00:00:00,120,EW,CORPORATION,INITIAL,82.0,2,1,2123551500,MANHATTAN,2013-04-24T00:00:00,Y,10017
40.722106,-73.997309,2016-01-03T00:00:00,226,EQ,PARTNERSHIP,INITIAL,45.0,2,1,7186797989,MANHATTAN,2013-04-24T00:00:00,Y,10012
40.760901,-73.958109,2016-01-03T00:00:00,1163,EW,CORPORATION,INITIAL,10602.0,2,1,2126616979,MANHATTAN,2013-04-23T00:00:00,,10065
40.674188,-73.728254,2016-01-03T00:00:00,244-35,EW,INDIVIDUAL,INITIAL,61602.0,2,1,9178812941,QUEENS,2013-04-24T00:00:00,Y,11422
40.726901,-73.994631,2016-01-03T00:00:00,2,EW,CORPORATION,INITIAL,5502.0,2,2,9173375013,MANHATTAN,2013-04-24T00:00:00,,10012
40.754464,-73.872404,2016-01-03T00:00:00,34-20,EW,CORPORATION,RENEWAL,273.0,2,1,7189617700,QUEENS,2011-01-21T00:00:00,,11372
40.703809,-73.990652,2016-01-03T00:00:00,1,PL,CORPORATION,INITIAL,21.0,2,1,7183679800,BROOKLYN,2013-04-24T00:00:00,Y,11201
40.608664,-74.004985,2016-01-03T00:00:00,1698,EW,PARTNERSHIP,INITIAL,180.0,2,1,7183327332,BROOKLYN,2013-04-23T00:00:00,,11214
40.613587,-74.115988,2016-01-03T00:00:00,1570,NB,INDIVIDUAL,INITIAL,16901.0,2,1,7189841579,STATEN ISLAND,2013-04-24T00:00:00,Y,10314
40.750571,-73.985661,2016-01-03T00:00:00,48,SG,PARTNERSHIP,INITIAL,84.0,2,1,7182314700,MANHATTAN,2013-04-24T00:00:00,Y,10018
40.755651,-73.983516,2016-01-03T00:00:00,1120,EW,PARTNERSHIP,INITIAL,96.0,2,1,7186397800,MANHATTAN,2013-04-24T00:00:00,Y,10036
40.718143,-73.767086,2016-01-03T00:00:00,196-28,NB,INDIVIDUAL,RENEWAL,478.0,1,1,7187281859,QUEENS,2006-09-06T00:00:00,Y,11423
40.780033,-73.98499,2016-01-03T00:00:00,305,EW,CORPORATION,RENEWAL,159.0,2,1,7188011399,MANHATTAN,2012-11-09T00:00:00,,10023
40.751831,-73.994651,2016-01-03T00:00:00,315,EW,PARTNERSHIP,RENEWAL,103.0,2,1,2129321010,MANHATTAN,2008-05-20T00:00:00,,10001
40.627939,-73.968694,2016-01-03T00:00:00,866,PL,INDIVIDUAL,RENEWAL,458.0,1,1,7184395700,BROOKLYN,2011-07-06T00:00:00,,11230
40.833226,-73.942871,2016-01-03T00:00:00,523,EW,PARTNERSHIP,INITIAL,241.0,2,1,7183235430,MANHATTAN,2013-04-23T00:00:00,Y,10032
40.691641,-73.962692,2016-01-03T00:00:00,185,PL,PARTNERSHIP,INITIAL,193.0,1,2,2129258101,BROOKLYN,2013-04-24T00:00:00,,11205
40.724145,-74.008522,2016-01-03T00:00:00,503,FO,PARTNERSHIP,INITIAL,37.0,2,1,7187476994,MANHATTAN,2013-04-24T00:00:00,,10013
40.669886,-73.899206,2016-01-03T00:00:00,247,EQ,PARTNERSHIP,INITIAL,1134.0,2,1,7323961269,BROOKLYN,2013-04-23T00:00:00,Y,11207
40.723515,-73.982365,2016-01-03T00:00:00,62,AL,PARTNERSHIP,RENEWAL,32.0,2,1,9142657357,MANHATTAN,2012-03-20T00:00:00,,10009
40.757674,-73.985121,2016-01-03T00:00:00,1530,EW,PARTNERSHIP,INITIAL,119.0,2,1,2126869331,MANHATTAN,2013-04-23T00:00:00,Y,10036
40.694462,-73.930791,2016-01-03T00:00:00,1086,PL,PARTNERSHIP,INITIAL,289.0,2,1,7183762666,BROOKLYN,2013-04-24T00:00:00,,11221
40.761783,-73.970638,2016-01-03T00:00:00,460,EW,CORPORATION,INITIAL,11202.0,2,1,6312543667,MANHATTAN,2013-04-23T00:00:00,Y,10022
40.650424,-73.957825,2016-01-03T00:00:00,2244,EQ,INDIVIDUAL,RENEWAL,794.0,2,1,7185585540,BROOKLYN,2011-09-01T00:00:00,,11226
40.767239,-73.979968,2016-01-03T00:00:00,230,EW,CORPORATION,RENEWAL,137.0,2,1,7187861203,MANHATTAN,2012-11-27T00:00:00,,10019
40.719756,-74.006501,2016-01-03T00:00:00,11,PL,PARTNERSHIP,INITIAL,33.0,2,1,3474927244,MANHATTAN,2013-04-24T00:00:00,,10013
40.603323,-73.753852,2016-01-03T00:00:00,1044,EW,PARTNERSHIP,INITIAL,100802.0,2,1,7186260205,QUEENS,2013-04-23T00:00:00,,11691
40.607261,-73.990489,2016-01-03T00:00:00,2134,PL,INDIVIDUAL,INITIAL,270.0,1,1,7185275115,BROOKLYN,2013-04-24T00:00:00,Y,11214
