lionkey,tolatitude,dateadded,ccunum,secondstudycode,numsrproposed,trafficdirection,requestdate,geoboroughname,cb
2434000020,40.813172,2024-06-18T11:39:45.000,,,,T,2024-06-18T00:00:00.000,Bronx,209.0
4708403120,40.656596,2023-12-15T16:12:14.000,,,,T,2023-12-15T00:00:00.000,Queens,413.0
4534400080,40.765227,2024-09-10T17:14:31.000,,,,W,2024-09-09T00:00:00.000,Queens,401.0
5457200045,40.59811,2024-11-25T09:45:44.000,,,,T,2024-11-21T00:00:00.000,Staten Island,502.0
4254609590,40.736399,2024-01-08T12:17:48.000,,,,W,2024-01-07T00:00:00.000,Queens,406.0
3804800185,40.587619,2024-09-25T12:24:23.000,,,,T,2024-09-23T00:00:00.000,Brooklyn,315.0
4692601040,40.771529,2023-08-21T13:57:22.000,,,,T,2023-08-20T00:00:00.000,Queens,411.0
5474000020,40.551907,2024-05-20T09:35:29.000,,,,W,2024-05-16T00:00:00.000,Staten Island,503.0
4574804020,40.752549,2024-07-30T16:55:15.000,,,,T,2024-07-29T00:00:00.000,Queens,411.0
4508600030,40.698567,2024-09-23T12:05:49.000,,,,T,2024-09-18T00:00:00.000,Queens,412.0
4060400050,40.712997,2024-05-22T15:19:28.000,,,,T,2024-05-17T00:00:00.000,Queens,406.0
4562401080,40.729715,2024-05-20T13:44:34.000,,,,T,2024-05-19T00:00:00.000,Queens,404.0
4572802170,40.736528,2024-11-12T14:04:41.000,,,,A,2024-11-09T00:00:00.000,Queens,408.0
4688400130,40.768282,2023-10-18T12:32:34.000,,,1.0,T,2023-10-18T00:00:00.000,Queens,411.0
3492400010,40.653777,2024-09-12T12:07:21.000,,,,W,2024-09-09T00:00:00.000,Brooklyn,314.0
4572602050,40.734341,2024-05-22T12:32:09.000,,,,A,2024-05-17T00:00:00.000,Queens,402.0
4597600010,40.694211,2024-05-02T16:48:21.000,,,,T,2024-04-29T00:00:00.000,Queens,409.0
5427600060,40.500208,2024-06-06T12:54:12.000,,,,T,2024-06-03T00:00:00.000,Staten Island,503.0
5056000230,40.629191,2023-11-09T09:39:26.000,,,,T,2023-11-09T00:00:00.000,Staten Island,501.0
4589400030,40.768639,2016-12-30T09:36:05.000,,,,W,2016-12-30T00:00:00.000,Queens,401.0
3708507000,40.6311034440044,2015-07-20T11:41:21.000,,,,W,2015-04-10T00:00:00.000,Brooklyn,318.0
3748001030,40.663448,2023-06-12T16:46:48.000,,,,W,2023-06-12T00:00:00.000,Brooklyn,309.0
4648002087,40.668062,2023-08-23T10:40:12.000,,,,T,2023-08-22T00:00:00.000,Queens,413.0
4238400020,40.688676,2023-02-23T15:00:04.000,,,,T,2020-10-15T00:00:00.000,Queens,412.0
4692000040,40.773446,2024-06-06T12:39:19.000,,,,T,2024-06-02T00:00:00.000,Queens,411.0
2474401030,40.872934,2012-07-31T09:14:54.000,,,1.0,T,2012-07-31T00:00:00.000,Bronx,212.0
3650800050,40.734224,2020-10-28T14:13:48.000,,,,T,2020-01-24T00:00:00.000,Brooklyn,301.0
4644204050,40.669506,2024-09-13T15:17:11.000,,,,T,2024-09-11T00:00:00.000,Queens,413.0
4593005080,40.732573,2023-08-31T14:29:11.000,,,1.0,T,2023-08-31T00:00:00.000,Queens,411.0
4705405015,40.723752,2024-11-01T10:38:47.000,,,,T,2024-10-31T00:00:00.000,Queens,413.0
4187000020,40.708537,2020-10-06T14:49:01.000,,,,T,2020-01-03T00:00:00.000,Queens,405.0
3758000034,40.664304,2024-06-18T12:01:26.000,,,,A,2024-06-10T00:00:00.000,Brooklyn,309.0
4939600460,40.725424,2024-11-04T16:47:22.000,,,,W,2024-11-04T00:00:00.000,Queens,405.0
3650800040,40.73351,2020-10-28T14:13:48.000,,,,T,2020-01-24T00:00:00.000,Brooklyn,301.0
4593005030,40.731358,2023-08-31T14:29:11.000,,,,T,2023-08-31T00:00:00.000,Queens,411.0
3316400025,40.637008,2024-09-17T11:53:56.000,,,,T,2024-09-13T00:00:00.000,Brooklyn,318.0
5585401490,40.572739,2021-12-22T12:23:17.000,,,,T,2021-12-01T00:00:00.000,Staten Island,503.0
4615604085,40.689714,2024-09-25T10:26:56.000,,,,W,2024-09-25T00:00:00.000,Queens,409.0
4534200150,40.765771,2024-09-17T18:29:10.000,,,,T,2024-09-14T00:00:00.000,Queens,401.0
4616002050,40.702312,2024-05-08T10:22:00.000,,,,W,2024-04-22T00:00:00.000,Queens,412.0
3280803020,40.597987,2023-11-27T13:17:53.000,,,,W,2023-11-27T00:00:00.000,Brooklyn,315.0
3536800010,40.700817,2024-11-15T18:18:38.000,,,,A,2024-11-15T00:00:00.000,Brooklyn,301.0
4594407030,40.682806,2022-09-01T09:04:24.000,,,,W,2022-08-26T00:00:00.000,Queens,409.0
3483600250,40.689864,2024-05-03T12:14:42.000,,,,W,2024-04-30T00:00:00.000,Brooklyn,303.0
4545604060,40.7609477970334,2013-02-11T14:18:40.000,,,,T,2013-02-07T00:00:00.000,Queens,411.0
3587601010,40.719769,2023-12-15T11:31:04.000,,,,T,2023-12-15T00:00:00.000,Brooklyn,301.0
4254609650,40.73362,2024-01-08T12:17:48.000,,,,W,2024-01-07T00:00:00.000,Queens,406.0
3687202050,40.699908,2024-11-27T12:08:17.000,,,,A,2019-02-12T00:00:00.000,Brooklyn,302.0
4254609680,40.731141,2024-01-08T12:17:48.000,,,,W,2024-01-07T00:00:00.000,Queens,406.0
3281602020,40.60285,2024-11-08T16:05:53.000,,,,W,2024-11-07T00:00:00.000,Brooklyn,315.0
5207400140,40.628664,2024-05-22T12:30:18.000,,,,A,2024-05-22T00:00:00.000,Staten Island,501.0
5678200030,40.544146,2024-06-21T10:43:50.000,,,,T,2024-06-14T00:00:00.000,Staten Island,503.0
4659207040,40.666842,2021-06-09T15:22:17.000,,,,T,2021-03-30T00:00:00.000,Queens,412.0
4620203030,40.702974,2024-11-06T10:18:00.000,,,,T,2024-11-04T00:00:00.000,Queens,412.0
3343200070,40.649781,2024-09-24T12:52:28.000,,,,W,2024-09-21T00:00:00.000,Brooklyn,317.0
2840801030,40.824084,2021-05-05T09:41:46.000,,,,T,2021-01-19T00:00:00.000,Bronx,209.0
4578604120,40.718735,2024-05-14T11:09:19.000,,,,T,2024-05-06T00:00:00.000,Queens,406.0
4699800040,40.751411,2024-01-26T15:33:46.000,,,,T,2024-01-26T00:00:00.000,Queens,411.0
3610402171,40.67599,2024-09-24T14:20:12.000,,,,A,2024-09-21T00:00:00.000,Brooklyn,316.0
2636005035,40.85277,2020-12-04T15:53:28.000,,,,T,2020-04-08T00:00:00.000,Bronx,205.0
5031200020,40.55821,2024-03-19T12:38:31.000,,,,T,2024-03-19T00:00:00.000,Staten Island,503.0
4554600010,40.74318,2016-05-09T12:34:13.000,DOT-296983-Q6V8,,,W,2016-05-09T00:00:00.000,Queens,402.0
4593005060,40.732086,2023-08-31T14:29:11.000,,,1.0,T,2023-08-31T00:00:00.000,Queens,411.0
4554608055,40.750591,2024-11-18T15:58:27.000,,,,T,2024-11-17T00:00:00.000,Queens,411.0
4597000790,40.675583,2024-07-09T12:37:42.000,,,,T,2024-07-07T00:00:00.000,Queens,410.0
5249400030,40.580054,2023-12-06T09:37:54.000,,,,T,2023-12-05T00:00:00.000,Staten Island,502.0
5769600004,40.614755,2022-03-16T09:36:04.000,,,,T,2021-11-24T00:00:00.000,Staten Island,501.0
2542000040,40.880463,2024-12-26T15:08:00.000,,,,T,2024-12-26T00:00:00.000,Bronx,212.0
4659207030,40.668337,2021-06-09T15:22:17.000,,,,T,2021-03-30T00:00:00.000,Queens,412.0
3280004080,40.607106,2024-09-12T14:35:26.000,,,,A,2024-09-09T00:00:00.000,Brooklyn,315.0
3688400030,40.688745,2011-08-02T14:45:01.000,,,,A,2011-07-13T00:00:00.000,Brooklyn,304.0
3508800010,40.643025,2024-11-12T10:14:30.000,,,,W,2024-11-01T00:00:00.000,Brooklyn,312.0
3892400520,40.614458,2024-05-30T15:43:37.000,,,,T,2024-05-24T00:00:00.000,Brooklyn,311.0
3708400060,40.602112,2024-05-28T09:30:16.000,,,,A,2024-05-20T00:00:00.000,Brooklyn,311.0
3496402110,40.670341,2024-05-31T12:22:19.000,,,,W,2024-05-24T00:00:00.000,Brooklyn,308.0
3496402140,40.669892,2024-05-20T10:18:44.000,,,,W,2024-05-17T00:00:00.000,Brooklyn,308.0
4633403130,40.676511,2024-09-27T14:21:11.000,,,,A,2024-09-27T00:00:00.000,Queens,410.0
4689404050,40.713498,2024-09-23T16:56:32.000,,,,T,2024-09-20T00:00:00.000,Queens,412.0
4276603040,40.7433372249247,2010-07-08T13:00:45.000,10-5207,,,T,2010-07-08T00:00:00.000,Queens,408.0
4701803020,40.693622,2023-07-10T13:39:56.000,,,,T,2023-07-03T00:00:00.000,Queens,413.0
4590406070,40.707555,2024-09-10T14:53:15.000,,,,W,2024-09-09T00:00:00.000,Queens,405.0
4578604090,40.716807,2024-05-14T11:09:19.000,,,1.0,T,2024-05-06T00:00:00.000,Queens,406.0
5307000065,40.6062316194271,2006-08-28T12:36:00.000,,,,T,2006-08-28T00:00:00.000,Staten Island,
5457200080,40.597231,2024-11-25T09:45:44.000,,,,T,2024-11-21T00:00:00.000,Staten Island,502.0
2747202090,40.871391,2024-09-27T12:23:19.000,,,,T,2024-09-26T00:00:00.000,Bronx,212.0
5026800035,40.566497,2023-12-06T11:21:37.000,,,,T,2023-12-05T00:00:00.000,Staten Island,502.0
5091200010,40.601428,2024-05-20T15:51:13.000,,,,T,2024-05-19T00:00:00.000,Staten Island,502.0
1077502020,40.851334,2024-02-26T10:06:52.000,,,,A,2024-02-23T00:00:00.000,Manhattan,112.0
4168602040,40.738261,2023-08-07T10:03:56.000,,,1.0,T,2023-08-02T00:00:00.000,Queens,413.0
4168602000,40.740699,2023-08-07T10:03:56.000,,,,T,2023-08-02T00:00:00.000,Queens,413.0
4134400070,40.726323,2024-06-04T12:10:47.000,,,,W,2024-05-28T00:00:00.000,Queens,406.0
4644603020,40.728284,2024-10-21T12:50:03.000,,,,T,2024-10-18T00:00:00.000,Queens,408.0
3292000160,40.617002,2024-09-12T15:59:04.000,,,,W,2024-09-10T00:00:00.000,Brooklyn,314.0
3649000010,40.659863,2024-09-20T17:05:55.000,,,,T,2024-09-18T00:00:00.000,Brooklyn,355.0
1584000010,40.842917,2024-05-31T09:13:58.000,,,,A,2024-05-29T00:00:00.000,Manhattan,112.0
4554608080,40.751079,2024-11-18T15:58:27.000,,,,T,2024-11-17T00:00:00.000,Queens,411.0
5675200040,40.601509,2024-06-14T11:16:18.000,,,,T,2024-06-14T00:00:00.000,Staten Island,502.0
4524801020,40.780853,2024-05-29T12:02:14.000,,,,T,2024-05-29T00:00:00.000,Queens,407.0
4693209140,40.70504,2021-03-18T15:26:31.000,,,,T,2020-10-19T00:00:00.000,Queens,413.0
3882007030,40.669314,2024-05-28T14:17:38.000,,,,W,2024-05-22T00:00:00.000,Brooklyn,306.0
4699800020,40.753275,2024-01-26T15:33:46.000,,,,T,2024-01-26T00:00:00.000,Queens,411.0
3784401140,40.675732,2024-06-06T11:59:03.000,,,,T,2024-05-31T00:00:00.000,Brooklyn,306.0
4456200010,40.695637,2021-02-18T11:34:32.000,,,,T,2020-08-19T00:00:00.000,Queens,412.0
2366800010,40.839573,2024-05-06T16:37:13.000,,,,T,2024-05-05T00:00:00.000,Bronx,210.0
4641802010,40.668573,2024-05-30T10:53:56.000,,,,T,2024-05-23T00:00:00.000,Queens,412.0
5663600010,40.611053,2021-10-12T11:24:34.000,,,,T,2021-09-22T00:00:00.000,Staten Island,501.0
4536601180,40.77029,2024-06-10T12:16:06.000,,,,T,2024-05-31T00:00:00.000,Queens,407.0
4532401010,40.771134,2024-09-20T12:29:12.000,,,,A,2024-09-17T00:00:00.000,Queens,401.0
2283001050,40.892763,2024-11-06T10:06:08.000,,,,A,2024-11-04T00:00:00.000,Bronx,212.0
5512600205,40.604348,2021-10-27T11:56:12.000,,,,T,2021-10-05T00:00:00.000,Staten Island,502.0
3620400040,40.693448,2024-09-27T12:11:03.000,,,,W,2024-09-26T00:00:00.000,Brooklyn,304.0
4693209100,40.706966,2021-03-18T15:26:31.000,,,,T,2020-10-19T00:00:00.000,Queens,413.0
4056000035,40.715539,2024-11-01T11:06:01.000,,,,T,2024-10-31T00:00:00.000,Queens,405.0
4690604020,40.710529,2024-08-12T10:02:46.000,,,1.0,T,2024-08-09T00:00:00.000,Queens,413.0
4652402040,40.66591,2024-01-08T10:36:12.000,,,,T,2024-01-08T00:00:00.000,Queens,413.0
5661201020,40.628726,2021-06-02T09:17:31.000,,,,W,2021-03-12T00:00:00.000,Staten Island,501.0
5056000240,40.628104,2024-03-18T14:34:05.000,,,,T,2024-03-17T00:00:00.000,Staten Island,501.0
3311201110,40.608482,2019-11-22T09:51:52.000,,,,T,2019-08-12T00:00:00.000,Brooklyn,318.0
5585401480,40.572781,2021-12-22T12:23:17.000,,,,T,2021-12-01T00:00:00.000,Staten Island,503.0
4159801100,40.758821,2024-06-06T12:30:43.000,,,,T,2024-06-01T00:00:00.000,Queens,407.0
4328400030,40.696064,2024-02-01T10:38:47.000,,,,T,2023-09-02T00:00:00.000,Queens,412.0
4578604150,40.720756,2024-05-14T11:09:19.000,,,,T,2024-05-06T00:00:00.000,Queens,406.0
4483000050,40.778613,2024-06-06T12:15:08.000,,,,T,2024-05-31T00:00:00.000,Queens,411.0
2483600080,40.818795454911694,2011-12-21T10:17:34.000,,,,T,2011-12-21T00:00:00.000,Bronx,201.0
4693209070,40.709471,2024-11-04T11:55:12.000,,,,T,2024-11-03T00:00:00.000,Queens,413.0
2724800010,40.823191,2024-06-17T09:04:16.000,,,,T,2024-04-10T00:00:00.000,Bronx,209.0
4578604095,40.717451,2024-05-14T11:09:19.000,,,,T,2024-05-06T00:00:00.000,Queens,406.0
3426403020,40.691194,2024-09-30T11:36:05.000,,,,A,2024-09-30T00:00:00.000,Brooklyn,302.0
3292000080,40.636153,2024-09-17T17:39:08.000,,,,W,2024-09-14T00:00:00.000,Brooklyn,314.0
4148200035,40.720756,2024-09-18T11:00:05.000,,,,T,2024-09-17T00:00:00.000,Queens,406.0
5738400110,40.617638,2024-02-27T08:44:23.000,,,,W,2024-02-07T00:00:00.000,Staten Island,501.0
4541408090,40.764706,2023-12-20T10:39:56.000,,,,T,2023-12-20T00:00:00.000,Queens,411.0
4541001050,40.737809,2024-09-25T14:48:39.000,,,,A,2024-09-24T00:00:00.000,Queens,402.0
4574200060,40.7403637463866,2015-03-26T11:21:59.000,DOT-226415-S3B0,,,T,2015-03-26T00:00:00.000,Queens,402.0
5738400100,40.617521,2024-02-27T08:44:23.000,,,,W,2024-02-07T00:00:00.000,Staten Island,501.0
5130800005,40.612769,2023-09-25T15:35:19.000,,,,T,2023-09-25T00:00:00.000,Staten Island,501.0
5364000130,40.610015,2022-10-03T15:33:22.000,,,,T,2022-09-30T00:00:00.000,Staten Island,501.0
4226801000,40.706729,2024-06-12T10:52:01.000,,,,W,2024-06-12T00:00:00.000,Queens,405.0
4695400010,40.715727,2021-04-27T12:16:16.000,,,,T,2020-12-22T00:00:00.000,Queens,413.0
4578604020,40.712304,2024-05-14T11:09:19.000,,,,T,2024-05-06T00:00:00.000,Queens,406.0
3321204010,40.639077,2012-11-07T15:18:12.000,,,,W,2012-11-07T00:00:00.000,Brooklyn,318.0
2096401025,40.88211978727,2017-09-28T11:41:06.000,,,,T,2017-09-28T00:00:00.000,Bronx,212.0
4562401040,40.7285315092971,2016-03-25T10:52:55.000,,,,T,2016-03-25T00:00:00.000,Queens,405.0
4708403150,40.654499,2023-12-15T16:12:14.000,,,,T,2023-12-15T00:00:00.000,Queens,413.0
5196200030,40.628191,2023-12-01T10:07:41.000,,,,T,2023-11-29T00:00:00.000,Staten Island,501.0
2282500190,40.892478,2020-11-30T12:27:28.000,,,,T,2020-02-27T00:00:00.000,Bronx,212.0
2076001010,40.854426,2024-09-20T10:50:55.000,,,,A,2024-09-16T00:00:00.000,Bronx,211.0
2477200040,40.816052,2024-05-29T08:37:23.000,,,,T,2024-05-25T00:00:00.000,Bronx,210.0
3226402130,40.644464,2024-09-18T11:24:21.000,,,,W,2024-09-15T00:00:00.000,Brooklyn,317.0
4541408100,40.764973,2023-12-20T10:39:56.000,,,,T,2023-12-20T00:00:00.000,Queens,411.0
4599405050,40.689574,2024-09-09T14:32:51.000,,,,W,2024-09-06T00:00:00.000,Queens,409.0
4626601120,40.691432,2024-05-21T16:25:48.000,,,,A,2024-05-16T00:00:00.000,Queens,409.0
3213603025,40.638962,2024-06-12T12:31:44.000,,,,T,2024-06-03T00:00:00.000,Brooklyn,310.0
3316800012,40.637504,2024-05-20T15:24:41.000,,,,W,2024-05-19T00:00:00.000,Brooklyn,318.0
3380000050,40.671561,2024-06-13T12:54:45.000,,,,A,2024-06-05T00:00:00.000,Brooklyn,306.0
2808002010,40.887354,2024-05-22T12:51:48.000,,,,T,2024-05-18T00:00:00.000,Bronx,208.0
4625805110,40.699142,2024-06-11T10:58:55.000,,,,T,2024-06-11T00:00:00.000,Queens,412.0
4695400020,40.714942,2021-04-27T12:16:16.000,,,,T,2020-12-22T00:00:00.000,Queens,413.0
5207400150,40.628786,2024-05-22T12:30:18.000,,,,T,2024-05-22T00:00:00.000,Staten Island,501.0
4617803075,40.691034,2025-01-31T11:23:44.000,,,,W,2025-01-30T00:00:00.000,Queens,409.0
5704400240,40.561459,2024-09-09T16:13:46.000,,,,T,2024-09-08T00:00:00.000,Staten Island,503.0
4611201180,40.713502,2023-06-02T13:29:47.000,,,1.0,T,2023-06-02T00:00:00.000,Queens,413.0
4152200030,40.660009,2024-01-03T11:10:40.000,,,,T,2024-01-03T00:00:00.000,Queens,413.0
3280001050,40.640762,2024-09-25T16:59:39.000,,,,A,2024-09-24T00:00:00.000,Brooklyn,312.0
5126600170,40.633999,2024-05-07T14:32:02.000,,,,T,2024-05-02T00:00:00.000,Staten Island,501.0
4578604080,40.716165,2024-05-14T11:09:19.000,,,,T,2024-05-06T00:00:00.000,Queens,406.0
4451000030,40.708782,2018-01-23T12:08:40.000,DOT-364421-J0Z9,,,A,2018-01-23T00:00:00.000,Queens,405.0
3708608280,40.585944901892496,2013-08-26T17:03:18.000,,SR-20150127-9683,,W,2013-08-26T00:00:00.000,Brooklyn,
5055401120,40.528697,2010-12-23T14:21:33.000,,,,T,2005-07-08T00:00:00.000,Staten Island,503.0
4593005020,40.731116,2023-08-31T14:29:11.000,,,,T,2023-08-31T00:00:00.000,Queens,411.0
4582205020,40.721279,2006-09-06T08:27:48.000,,,,W,2006-07-19T00:00:00.000,Queens,405.0
4527400105,40.775906,2024-06-06T10:24:44.000,,,,W,2024-05-30T00:00:00.000,Queens,401.0
4591204040,40.722717,2024-06-13T17:00:58.000,,,,A,2024-06-06T00:00:00.000,Queens,405.0
4389403821,40.721623,2022-07-20T08:56:25.000,,,,W,2022-02-03T00:00:00.000,Queens,406.0
1183500060,40.76912,2024-06-13T15:25:58.000,,,,W,2024-06-05T00:00:00.000,Manhattan,108.0
4620803080,40.704302,2005-11-14T15:15:44.000,04-939,,,T,2004-11-08T00:00:00.000,Queens,412.0
4672007030,40.679553,2024-02-08T11:18:53.000,,,,T,2024-02-07T00:00:00.000,Queens,412.0
4177400110,40.769872,2015-05-29T16:21:43.000,DOT-260057-D8D4,,,T,2015-05-29T00:00:00.000,Queens,401.0
5598800060,40.551802,2024-09-03T15:43:52.000,,,,A,2021-11-03T00:00:00.000,Staten Island,503.0
5457200017,40.598487,2024-11-25T09:45:44.000,,,,T,2024-11-21T00:00:00.000,Staten Island,502.0
3307203060,40.621779,2024-09-25T15:41:14.000,,,,W,2024-09-24T00:00:00.000,Brooklyn,318.0
