menu_item_id,item_name,regional,cholesterol_100g,total_fat_100g,sodium,sodium_100g,saturated_fat,item_description,serving_size_household,kids_meal
170001,Fruit Blend,0,,,,,,"Fruit Blend w/ Pineapple, Honeydew, Cantaloupe & Grapes, Snacks, Fresh Snacks, Late Night, Better For You, Meals",,0
10113,Chicken Fajita Rollup,0,,,3340.0,,27.0,"Chicken Fajita Rollup w/ Cheddar Cheese, Lettuce, Pico & Mexi Ranch Dipping Sauce w/out Sides, Sandwiches, Tacos & More",,0
150084,Cedar Salmon w/ Maple Mustard Glaze,0,,,1730.0,,9.0,"Cedar Salmon w/ Maple Mustard Glaze, Garlic Steamed Spinach, From The Grill, Pasta, Seafood & More; Choice of Adding: 2 Sides",,0
120619,Moms Makin Cookies Ice Cream Quart,0,39.0,13.0,100.0,132.0,6.0,"Moms Makin Cookies Ice Cream Quart, Pre Packed Ice Cream",1/2 Cup,0
170095,Breakfast Empanada Bites,0,,,,,,"Breakfast Empanada Bites, Hot Snacks, Meals, Late Night, Snacks",,0
170146,"Brisk Raspberry Iced Tea, 30 oz",0,0.0,0.0,40.0,5.0,0.0,"Brisk Raspberry Iced Tea, 30 oz, Beverages",,0
120374,Ginger Ale,0,0.0,0.0,20.0,4.0,0.0,"Ginger Ale, Fountain Drinks, Beverages",,0
120273,Double Crunch Bone In Wings,0,,,1460.0,,9.0,"Double Crunch Bone In Wings w/out Sauce or Dressing, Appetizers; Choice of Adding: Classic or Hot Buffalo Sauce, Honey BBQ Sauce, Sweet Asian Chile Sauce; Choice of Adding: Bleu Cheese or Ranch Dressing",,0
170015,Glazed Donut,0,,,,,,"Glazed Donut, Bakery, Start My Day, Snacks",,0
10195,Fiesta Lime Chicken,0,,,3730.0,,14.0,"Fiesta Lime Chicken w/ Mexi Ranch Sauce, Cheddar Cheese, Tortilla Strips, Spanish Rice & Pico de Gallo, Chicken, 2 for $20 Menu",,0
170065,Sugar M&M Cookie,0,,,,,,"Sugar M&M Cookie, Bakery, Start My Day, Snacks",,0
10401,"Vanilla Shake, Large",0,14.0,4.0,480.0,90.0,15.0,"Vanilla Shake, also called Vanilla Handcrafted Shake, Large, Drinks & Desserts, Desserts, Shakes, Arbys US Menu Items w/out Gluten",,0
120381,IBC Diet Root Beer,0,0.0,0.0,0.0,0.0,0.0,"IBC Diet Root Beer, Fountain Drinks, Beverages",,0
10609,"Made w/ Snickers 31� Below, Medium",0,17.0,8.0,480.0,106.0,19.0,"Made w/ Snickers 31� Below, Medium, 31� Below Mix Ins, Specialties, Ice Cream",,0
10559,"Daiquiri Ice, 2.5 oz",0,0.0,0.0,0.0,0.0,0.0,"Daiquiri Ice, 2.5 oz, Flavors, Ice Cream, Classic Flavors",1 Scoop,0
140118,Oreo 31� Below Pie,0,,,220.0,,11.0,"Oreo 31� Below Pie, 1/9 Pie, 31� Below Pies",1/9 Pie,0
35428,"Lemonade Mixer, Mango, 32 fl oz",0,0.0,0.0,25.0,3.0,0.0,"Lemonade Mixer, Mango, 32 fl oz, Lemonade & Frozen Lemonade, Drinks, Lemonade Mixers",,0
130841,"Honey BBQ Sauce, for Double Glazed Baby Back Ribs, Half Rack",0,,,340.0,,0.0,"Honey BBQ Sauce, for Double Glazed Baby Back Ribs, Half Rack, From The Grill",,0
170071,Cheesy Tortellini,1,,,,,,"Cheesy Tortellini w/ 4 Cheese Tortellini, Alfredo Sauce & Parmesan Cheese, Limited Time, Locally Made Meals, Meals",,0
587,Roast Turkey & Swiss Sandwich,0,20.0,9.0,1930.0,592.0,7.0,"Roast Turkey & Swiss Sandwich on Honey Wheat Bread w/ Roast Turkey, Swiss Cheese, Tomatoes, Red Onion, Lettuce, Spicy Brown Honey Mustard & Mayonnaise, Turkey, Market Fresh",,0
170158,"Fruit Punch, 30 oz",0,0.0,0.0,40.0,5.0,0.0,"Fruit Punch, 30 oz, Beverages",,0
140115,One Scoop Sundae,0,35.0,16.0,110.0,87.0,12.0,"One Scoop Sundae w/ Vanilla Ice Cream, Caramel, Whipped Cream, Nuts & Cherry, Classic Sundaes, Specialties, Ice Cream; Choice of Adding: Hot Fudge or Strawberry Topping",1 Serving,0
90337,Jumbo Jalapeno Cheese Pretzel Dog w/ Butter,0,30.0,13.0,1360.0,579.0,14.0,"Jumbo Jalapeno Cheese Pretzel Dog w/ Butter, Pretzel Dogs",,0
140028,Strawberry Shake,0,,,420.0,,23.0,"Strawberry Shake w/ Whipped Cream, Shakes, Desserts, Beverages",,0
10587,"Heath 31� Below, Large",0,18.0,9.0,810.0,119.0,36.0,"Heath 31� Below w/ Vanilla Soft Serve & Heath Bar Candy Pieces, Large, 31� Below Mix Ins, Specialties, Ice Cream",,0
120355,Blackberry Quencher Lemonade,0,,,0.0,,0.0,"Blackberry Quencher Lemonade, Quencher Lemonades, Beverages",,0
170043,Exclusive Blend Coffee,0,,,,,,"Exclusive Blend Coffee, Coffee, Thirsty, Start My Day",,0
35362,Cinnamon Sugar Stix w/ Butter,0,17.0,8.0,400.0,272.0,7.0,"Cinnamon Sugar Stix w/ Butter, Pretzel Stix, Soft Pretzels",6 Stix,0
10598,"Love Potion #31 Ice Cream, 2.5 oz Scoop",0,35.0,13.0,45.0,63.0,6.0,"Love Potion #31 Ice Cream w/ Chocolate Ice Cream, Raspberry Ice Cream, Raspberry Swirl, Chocolate Chips & Raspberry Filled Chocolate Hearts, 2.5 oz Scoop, Flavors, Ice Cream, Seasonal Flavors, Limited Time Products",1 Scoop,0
170481,"No Sugar Added Peanut Buttery Bar Blast Ice Cream, 4 oz Scoop",0,18.0,12.0,150.0,133.0,7.0,"No Sugar Added Peanut Buttery Bar Blast Ice Cream, 4 oz Scoop, Flavors, Ice Cream, Seasonal Flavors, Limited Time Products",1 Scoop,0
170470,"Green Tea Ice Cream, 2.5 oz Scoop",0,49.0,13.0,55.0,77.0,5.0,"Green Tea Ice Cream, 2.5 oz Scoop, Flavors, Ice Cream, Regional Flavors, Limited Time Products",1 Scoop,0
60000,Vanilla Yogurt w/ Strawberries,0,,,55.0,,1.0,"Vanilla Yogurt w/ Strawberries, Kids Sides",,1
10128,Spinach & Artichoke Dip,0,,,3990.0,,14.0,"Spinach & Artichoke Dip w/ Asiago & Parmesan Cheeses, Spicy Chipotle Lime Salsa & Tortilla Chips, Appetizers, 2 for $20 Menu, for Build Your Sampler",,0
170012,Nachos,0,,,,,,"Nachos, Hot Snacks, Late Night, Meals, Snacks, Beef",,0
90094,Fireball Whiskey Lemonade,0,,,1.0,,0.0,"Fireball Whiskey Lemonade w/ Vodka & Strawberry, Alcoholic Beverages",,0
10692,"Butterfinger 31� Below, Small",0,16.0,7.0,360.0,106.0,15.0,"Butterfinger 31� Below w/ Vanilla Soft Serve & Butterfinger Pieces, Small, 31� Below Mix Ins, Specialties, Ice Cream",,0
90103,Triple Bacon Burger,0,,,2050.0,,29.0,"Triple Bacon Burger w/ Cheddar & BBQ Bacon Ranch w/out Sides, Burgers",,0
170212,"Mint Chocolate Shake, Snack",0,7.0,2.0,210.0,62.0,5.0,"Mint Chocolate Shake, Snack, 12 oz, Limited Time Offers",,0
170155,"Diet Pepsi, 30 oz",0,0.0,0.0,60.0,7.0,0.0,"Diet Pepsi, 30 oz, Beverages",,0
150047,Cheeseburger Egg Rolls,0,,,2350.0,,20.0,"Cheeseburger Egg Rolls, Appetizers",,0
10292,"Orange Tangerine Juice, Kids",0,,,15.0,,0.0,"Orange Tangerine Juice, Kids",,1
170073,Creamy Chicken Alfredo,1,,,,,,"Creamy Chicken Alfredo w/ Alfredo Sauce, Grilled Chicken, Parmesan Cheese & Penne Pasta, Limited Time, Locally Made Meals, Meals",,0
10215,Hand Battered Fish & Chips,0,,,3490.0,,16.0,"Hand Battered Fish & Chips w/ White Fish Fillets, Fries, Cole Slaw & Tarter Sauce, Pasta, Seafood & More",,0
90301,"Gold Peak, Raspberry Tea, 16 oz",0,0.0,0.0,10.0,2.0,0.0,"Gold Peak, Raspberry Tea, 16 oz, Iced Tea",,0
150035,Ice Cream,0,,,,,,"Ice Cream, 7-Select Snacks, Late Night, Snacks; Choice of: Sea Salt Butter Caramel Pecan, Chocolate Covered Strawberry, Banana Cream, Double Cookie Dough, Fudge Marshmallow, Sea Salt Caramel Truffle, Oh Thank Heaven For Chocolate, Toasted Smores & Vanilla Bean",,0
170138,"Diet Coke, 16 oz",0,0.0,0.0,10.0,2.0,0.0,"Diet Coke, 16 oz, Beverages",,0
60017,"Four Cheese Mac & Cheese w/ Honey Pepper Chicken Tenders, Lunch",0,,,1340.0,,12.0,"Four Cheese Mac & Cheese w/ Honey Pepper Chicken Tenders, Lunch, Lunch Combos",,0
26777,"Diet Pepsi, Small",0,0.0,0.0,5.0,1.0,0.0,"Diet Pepsi, Small, Drinks & Desserts, Beverages",,0
10681,"Made w/ M&Ms Soft Serve Parfait, Regular",0,16.0,9.0,380.0,102.0,23.0,"Made w/ M&Ms Soft Serve Parfait, Regular, Parfaits, Specialties, Ice Cream, Soft Serve Parfaits",1 Serving,0
120287,Sriracha Shrimp,0,,,1770.0,,8.0,"Sriracha Shrimp w/ Spicy Sriracha Chile Lime Sauce & Cilantro, Appetizers",,0
29001,Brew Pub Pretzels & Beer Cheese Dip,0,,,3330.0,,9.0,"Brew Pub Pretzels & Beer Cheese Dip w/ Honey Dijon Mustard, Appetizers",,0
150260,"French Vanilla Ice Cream, 4 oz Scoop",0,111.0,16.0,65.0,58.0,11.0,"French Vanilla Ice Cream, 4 oz Scoop, Flavors, Ice Cream, Seasonal Flavors",1 Scoop,0
170042,Hersheys Gold Cappuccino,0,,,,,,"Hersheys Gold Cappuccino, Coffee, Thirsty, Start My Day",,0
170023,"Purified Water, 1 L",1,,,,,,"Purified Water, 1 L, 2 for $2, At Participating Locations, 7-Select Beverages, Late Night, Deals, Start My Day, Thirsty",,0
10404,"Coffee, 12 oz",0,0.0,0.0,5.0,1.0,0.0,"Coffee, Breakfast, 12 oz",,0
170216,"Coffee, 16 oz",0,0.0,0.0,10.0,2.0,0.0,"Coffee, Breakfast, 16 oz",,0
10630,"Nutty Coconut Ice Cream, 4 oz Scoop",0,40.0,17.0,100.0,88.0,9.0,"Nutty Coconut Ice Cream w/ Coconut Ice Cream, Almonds, Pecans & Walnuts, 4 oz Scoop, Flavors, Ice Cream, Classic Flavors",1 Scoop,0
65116,8 Mini Pretzel Dogs w/ Butter,0,37.0,16.0,1060.0,602.0,12.0,"8 Mini Pretzel Dogs w/ Butter, Pretzel Dogs",8 Count,0
150009,Potato Chips,0,,,,,,"Potato Chips, 7-Select Snacks, Snacks, Late Night; Choice of: Original, BBQ, Sour Cream & Onion, Fiery Hot, Hot Italian, Prime Rib & Wasabi Soy",,0
170125,Pair of Jacks,0,,,10.0,,0.0,"Pair of Jacks, Alcoholic Beverages, Beverages",,0
150073,Sirloin Stir Fry,0,,,2310.0,,6.0,"Sirloin Stir Fry w/ White Rice, Veggies, Dumpling Sauce & Wonton Strips, Pasta, Seafood & More, 2 For $20 Menu",,0
10340,Sausage Gravy Biscuit,1,8.0,11.0,1770.0,678.0,13.0,"Sausage Gravy Biscuit, Breakfast, May Not Be Available At All Arbys",,0
90298,"Gold Peak, Peach Tea, 21 oz",0,0.0,0.0,15.0,3.0,0.0,"Gold Peak, Peach Tea, 21 oz, Iced Tea",,0
120372,Brisk Raspberry Iced Tea,0,0.0,0.0,25.0,6.0,0.0,"Brisk Raspberry Iced Tea, Fountain Drinks, Beverages",,0
170087,Caesar Side Salad,0,,,,,,"Caesar Side Salad w/ Caesar Dressing, Parmesan Cheese, Parmesan Crisps & Romaine Lettuce, Salads, Meals, Better For You",,0
150048,Salsa Verde Beef Nachos,0,,,6020.0,,50.0,"Salsa Verde Beef Nachos, Appetizers",,0
3104,Marinara Sauce,0,0.0,0.0,170.0,607.0,0.0,"Marinara Sauce, for Mozzarella Sticks, Snacks, Friends of Meat",,0
112745,Mediterranean Pasta Salad,0,,,,,,"Mediterranean Pasta Salad, Salads, Food",,0
10090,1 Mini Cheeseburger,0,,,850.0,,8.0,"1 Mini Cheeseburger, Kids; Choice of Adding: Side & Drink",,1
35473,Melted Cheese Dip,0,36.0,22.0,850.0,1545.0,3.0,"Melted Cheese Dip, Dips, Pretzel Dips",,0
170192,"Crispy Chicken Tender Salad Grilled, Lunch",0,,,1360.0,,10.0,"Crispy Chicken Tender Salad Grilled, Lunch, Lunch Combos",,0
170194,Crispy Chicken Tender Salad Grilled,0,,,2660.0,,18.0,"Crispy Chicken Tender Salad Grilled w/ Dijon Honey Mustard Dressing, Salads",,0
120365,Raspberry Lemonade,0,,,0.0,,0.0,"Raspberry Lemonade, Flavored Lemonades, Beverages",,0
10533,"Chocolate Chip Cookie Dough Ice Cream, 2.5 oz Scoop",0,49.0,14.0,75.0,106.0,6.0,"Chocolate Chip Cookie Dough Ice Cream w/ Vanilla Ice Cream, Cookie Dough & Chocolate Chips, 2.5 oz Scoop, Flavors, Ice Cream, Classic Flavors",1 Scoop,0
150018,French Pastries,0,,,,,,"French Pastries, 7-Select Snacks, Late Night, Snacks; Choice of: Madeleines or Petite Palmiers",,0
10258,Triple Chocolate Meltdown,0,,,510.0,,26.0,"Triple Chocolate Meltdown w/ Fudge Filled Center, Vanilla Ice Cream & Hot Fudge, Desserts",,0
113709,Roast Beef n Cheese Slider,0,33.0,12.0,670.0,736.0,4.5,"Roast Beef n Cheese Slider on a Mini Bun w/ Roast Beef & Swiss Cheese, Sliders, Roast Beef, Sliders, Kids Menu, Kids, Kids & Adults Menu",,1
120416,Bourbon & Berries,0,,,5.0,,0.0,"Bourbon & Berries w/ Makers Mark, Blackberry, Cranberry Juice & Lemon, Alcoholic Beverages",,0
150130,Buffalo Chicken Slider,0,19.0,12.0,860.0,811.0,2.0,"Buffalo Chicken Slider on a Mini Bun w/ Chicken Tender, Parmesan Peppercorn Ranch Sauce & Spicy Buffalo Sauce, Sliders, Chicken, Sliders",,0
29056,Captain Morgan Bahama Mama,0,,,10.0,,0.0,"Captain Morgan Bahama Mama w/ Coconut, Creme De Banana Liqueur, Pineapple & Orange Juice, Alcoholic Beverages",,0
10601,"Made w/ Snickers Ice Cream, 4 oz Scoop",0,40.0,12.0,150.0,133.0,8.0,"Made w/ Snickers Ice Cream, 4 oz Scoop, Flavors, Ice Cream, Classic Flavors",1 Scoop,0
80350,"Coffee, 12 oz",0,0.0,0.0,5.0,1.0,0.0,"Coffee, 12 oz, Other Beverages",,0
90333,"Raspberry Unsweetened Iced Tea, 16 fl oz",0,0.0,0.0,5.0,1.0,0.0,"Raspberry Unsweetened Iced Tea, 16 fl oz, Iced Tea",,0
170202,"Texas Style BBQ Sauce, for Riblets Initial Order",0,,,710.0,,1.5,"Texas Style BBQ Sauce, for Riblets Initial Order, Riblets Sauce, Initial, All You Can Eat Riblets & Chicken Tenders",,0
170213,"Mint Chocolate Shake w/ Andes Candy Pieces, Small",0,12.0,5.0,350.0,77.0,15.0,"Mint Chocolate Shake w/ Andes Candy Pieces, Small, 16 oz, Limited Time Offers, Drinks & Desserts",,0
120605,Original Cappuccino Blast,0,12.0,3.0,90.0,20.0,9.0,"Original Cappuccino Blast, Small, Cappuccino Blast, Beverages, Specialties, Ice Cream",,0
10056,Oriental Grilled Chicken Salad,0,,,2300.0,,13.0,"Oriental Grilled Chicken Salad w/ Asian Greens, Rice Noodles, Almonds & Oriental Vinaigrette, Lunch Combos Signature, 2 For $20 Menu, Salads",,0
170133,"Caffeine Free Coca Cola, 16 oz",0,0.0,0.0,0.0,0.0,0.0,"Caffeine Free Coca Cola, 16 oz, Beverages",,0
10296,Crispy Chicken Farmhouse Salad,0,,,,,,"Crispy Chicken Farmhouse Salad w/ Pepper Bacon, Cheddar Cheese, Tomatoes, Mixed Lettuce Greens & Iceberg Lettuce w/out Dressing, Salads, Pepper Bacon, Market Fresh, Chicken, also called Chopped Farmhouse Salad w/ Crispy Chicken; Choice of Adding: Dressing",,0
90303,"Gold Peak, Raspberry Tea, 32 oz",0,0.0,0.0,20.0,2.0,0.0,"Gold Peak, Raspberry Tea, 32 oz, Iced Tea",,0
29080,Grand Turkey Club,0,28.0,10.0,1610.0,691.0,7.0,"Grand Turkey Club on a Harvest Wheat Bun w/ Roast Turkey, Pepper Bacon, Swiss, Tomato, Leaf Lettuce & Mayonnaise, Turkey, Pepper Bacon",,0
170171,"Pibb Extra, 30 oz",0,0.0,0.0,20.0,2.0,0.0,"Pibb Extra, 30 oz, Beverages",,0
170056,Go!Yum Cookie Topped Cakes,0,,,,,,"Go!Yum Cookie Topped Cakes, 7-Select Snacks, Snacks, Late Night; Choice of: Carrot or Chocolate",,0
60018,Four Cheese Mac & Cheese w/ Honey Pepper Chicken Tenders,0,,,3490.0,,28.0,"Four Cheese Mac & Cheese w/ Honey Pepper Chicken Tenders & Bacon, Pasta, Seafood & More",,0
140032,Chili & Cheese,0,,,700.0,,7.0,"Chili & Cheese, for Fries, Add On, Burgers, Sandwiches, Tacos & More",,0
113702,Buttermilk Crispy Chicken Sandwich,0,,,,,,"Buttermilk Crispy Chicken Sandwich on a Star Cut Bun w/ Buttermilk Chicken Fillet, Tomatoes, Lettuce & Mayonnaise, Chicken",,0
26775,"Brewed Iced Tea, Small Cup",0,0.0,0.0,0.0,0.0,0.0,"Brewed Iced Tea, Small Cup, Drinks & Desserts, Beverages",,0
170486,Polar Pizza,0,,,,,,"Polar Pizza, Cakes; Choice of: Flavor",,0
140070,"Extra Thick Shake, Chocolate, Large",0,14.0,4.0,410.0,60.0,16.0,"Extra Thick Shake, Chocolate, Large, Shakes",,0
90294,"Frozen Lemonade, 12 oz",0,0.0,0.0,20.0,6.0,0.0,"Frozen Lemonade, 12 oz, Lemonade & Frozen Lemonade",,0
170051,Minute Maid Mango Punch,0,,,,,,"Minute Maid Mango Punch, Thirsty",,0
10294,"Milk, Kids",0,,,130.0,,1.5,"Milk, Kids",,1
150109,"Mist Twst, Large",0,,,,,,"Mist Twst, Large, Drinks & Desserts, Beverages",,0
170086,Pizza & Coca-Cola,0,,,,,,"Pizza & Coca-Cola, $1 Off, Hot Snacks, Snacks, Late Night, Deals, Meals",,0
120277,"Italian Dressing, Fat Free",0,,,370.0,,0.0,"Italian Dressing, Fat Free, for House Salad, Salad Dressings, Add Ons, Kids Sides, Lunch Combos, Kids & Adults Menu",,1
120389,Tropicana Lemonade,0,0.0,0.0,105.0,23.0,0.0,"Tropicana Lemonade, Beverages",,0
26782,"Dr Pepper, Small",0,0.0,0.0,45.0,10.0,0.0,"Dr Pepper, Small, Drinks & Desserts, Beverages",,0
112748,Chicken Bacon Ranch Melt,0,,,,,,"Chicken Bacon Ranch Melt, Sandwiches, Meals",,0
140034,"Fuze, Unsweetened Tea, 32 fl oz",0,0.0,0.0,20.0,2.0,0.0,"Fuze Unsweetened Tea, 32 fl oz, Iced Tea",,0
170111,French Toast Breakfast Sandwich,0,,,,,,"French Toast Breakfast Sandwich, Start My Day",,0
120361,Raspberry Iced Tea,0,,,30.0,,0.0,"Raspberry Iced Tea, Flavored Iced Teas, Beverages",,0
27296,5 Jalapeno Bites,0,23.0,15.0,660.0,600.0,6.0,"5 Jalapeno Bites w/out Bronco Berry Sauce, Sides, Friends of Meat; Choice of Adding: Bronco Berry Sauce",,0
170123,Blue Hawaiian Long Island Iced Tea,0,,,5.0,,0.0,"Blue Hawaiian Long Island Iced Tea, Alcoholic Beverages",,0
170177,"Strawberry Fanta, 16 oz",0,0.0,0.0,10.0,2.0,0.0,"Strawberry Fanta, 16 oz, Beverages",,0
29059,"Margaritas, Perfect Margarita",0,,,610.0,,0.0,"Margaritas, Perfect Margarita w/ 1800 Reposado Tequila, Cointreau & Grand Marnier, Margaritas, Alcoholic Beverages",,0
120608,"Peanut Butter n Chocolate Milkshake, Medium",0,23.0,10.0,610.0,90.0,32.0,"Peanut Butter n Chocolate Milkshake w/ Peanut Butter n Chocolate Ice Cream & Milk, Medium, Milkshakes, Beverages, Specialties, Ice Cream, Shakes",,0
170169,"Orange Twister, 30 oz",0,0.0,0.0,40.0,5.0,0.0,"Orange Twister, 30 oz, Beverages",,0
90099,"Margaritas, Blue Agave Rita",0,,,310.0,,0.0,"Margaritas, Blue Agave Rita w/ Sauza Blue, Lime Juice & Salted Rim, Alcoholic Beverages",,0
170167,"Mug Root Beer, 30 oz",0,0.0,0.0,25.0,3.0,0.0,"Mug Root Beer, 30 oz, Beverages",,0
35464,Jumbo Pretzel Dog w/ Butter,0,31.0,14.0,1150.0,542.0,13.0,"Jumbo Pretzel Dog w/ Butter, Pretzel Dogs",,0
90304,"Fuze, Sweet Tea, 16 oz",0,0.0,0.0,15.0,3.0,0.0,"Fuze, Sweet Tea, 16 oz, Iced Tea",,0
10633,"Old Fashioned Butter Pecan Ice Cream, 4 oz Scoop",0,44.0,16.0,110.0,97.0,9.0,"Old Fashioned Butter Pecan Ice Cream, 4 oz Scoop, Flavors, Ice Cream, Classic Flavors",1 Scoop,0
170103,Egg Salad Sandwich,0,,,,,,"Egg Salad Sandwich w/ Hard Boiled Eggs, Reduced Fat Mayonnaise & Dijon Mustard, Sandwiches, Meals",,0
150025,Soda,0,,,,,,"Soda, 7-Select Beverages, Late Night, Start My Day, Thirsty, Deals; Choice of: Blueberry Lemonade, Green Apple, Orange & Cream, Sour Patch Kids Watermelon",,0
170090,Kale & Quinoa Salad,0,,,,,,"Kale & Quinoa Salad w/ Kale, Quinoa, Red Apples, Green Apples, Feta Cheese, Dried Cranberries, Blueberries & Sweet Onion Dijon Dressing, Salads, Meals, Better For You",,0
90328,"Peach Unsweetened Iced Tea, 20 fl oz",0,0.0,0.0,5.0,1.0,0.0,"Peach Unsweetened Iced Tea, 20 fl oz, Iced Tea",,0
10538,"Chocolate Chip Ice Cream, 4 oz Scoop",0,49.0,14.0,90.0,80.0,10.0,"Chocolate Chip Ice Cream, 4 oz Scoop, Flavors, Ice Cream, Classic Flavors",1 Scoop,0
170230,1/2 Pound French Dip & Swiss Sandwich,0,34.0,8.0,3400.0,771.0,16.0,"1/2 Pound French Dip & Swiss Sandwich on a Sub Roll w/ Roast Beef, Swiss Cheese & Au Jus, Roast Beef, Arbys Roast Beef Sandwiches",,0
10573,"Gold Medal Ribbon Ice Cream, 4 oz Scoop",0,40.0,12.0,150.0,133.0,8.0,"Gold Medal Ribbon Ice Cream w/ Vanilla Ice Cream, Chocolate Ice Cream & Caramel, 4 oz Scoop, Flavors, Ice Cream, Classic Flavors",1 Scoop,0
10412,Shamrock Farms Lowfat Chocolate Milk,1,5.0,1.0,170.0,78.0,1.5,"Shamrock Farms Lowfat Chocolate Milk, Select Locations, Kids Menu, Beverages, Arbys US Menu Items w/out Gluten, Kids & Adults Menu",,1
10414,Brisk No Calorie Green Tea Peach,1,,,,,,"Brisk No Calorie Green Tea Peach, Select Locations, Drinks & Desserts",,0
120358,Kiwi Iced Tea,0,,,30.0,,0.0,"Kiwi Iced Tea, Flavored Iced Teas, Beverages",,0
150099,"Southwestern Chicken Salad, Lunch",0,,,1310.0,,8.0,"Southwestern Chicken Salad, Lunch, Lunch Combos",,0
60007,"Strawberry Shake, Kids",0,,,310.0,,18.0,"Strawberry Shake, Kids",,1
150229,"Cappuccino Blast Caramel w/ Soft Serve, Small",0,8.0,2.0,240.0,53.0,6.0,"Cappuccino Blast Caramel w/ Soft Serve, Small, Cappuccino Blast",,0
35441,"Old Fashioned Lemonade, 16 fl oz",0,0.0,0.0,10.0,2.0,0.0,"Old Fashioned Lemonade, 16 fl oz, Lemonade & Frozen Lemonade, Drinks, Lemonade",,0
170217,3 Buffalo Chicken Tenders,0,26.0,12.0,1800.0,1034.0,3.0,"3 Buffalo Chicken Tenders, Sides, Limited Time Offers; Choice of Adding: Ranch Sauce",3 Pieces,0
10091,2 Mini Cheeseburgers,0,,,1640.0,,14.0,"2 Mini Cheeseburgers, Kids; Choice of Adding: Side & Drink",,1
10082,Clubhouse Grille,0,,,2310.0,,17.0,"Clubhouse Grille on Tuscan Bread w/ Ham, Turkey Breast, Cheddar & Jack Cheeses, Bacon, Lettuce, Tomato, Mayo & Honey BBQ Sauce, Sandwiches; Choice of Adding: Side",,0
10234,Baked Potato Loaded,0,,,1360.0,,15.0,"Baked Potato Loaded, Sides, From The Grill",,0
10343,"Sausage, Egg & Cheese Sourdough",1,88.0,19.0,1530.0,729.0,13.0,"Sausage, Egg & Cheese Sourdough, Breakfast, May Not Be Available At All Arbys",,0
113701,Corned Beef n Cheese Slider,0,,,,,,"Corned Beef n Cheese Slider on a Mini Bun w/ Corned Beef & Swiss Cheese, Sliders, Corned Beef",,0
170007,Wavy Potato Chips,0,,,,,,"Wavy Potato Chips, 7-Select Snacks, Snacks, Late Night; Choice of: Buffalo Chicken Dip or Cheddar Sour & Cream",,0
90914,"Coke Float, Large",0,17.0,4.0,230.0,25.0,25.0,"Coke Float w/ Vanilla Ice Cream, Large, Floats Freezers & Ice Cream Sodas, Beverages, Specialties, Ice Cream, Floats Freezes & Ice Cream Sodas",,0
