q0_dbn,q17_c12_r1,q16_c9_r2,q15_c4_r3,q13_c6_r1,q17_c12_r3,q37_4,q27_r4_c1,q15_c5_r1,q13_c5_r4,q27_r3_c4,q14_c5_r2,q20_1,q8_r2_c2,q29_1,q35_3,q24_r3_c4,q32_4,q38_r3_c1,q25_r3_c3,q11_r2_c3,q42_r1_c2,q17_c4_r4,q11_r1_c3,q25_r1_c3,q14_c2_r3,q19_c1_r4,q15_c10_r4,q21_r3_c3,q25_r6_c4,q27_r6_c4,q14_c10_r2,q24_r4_c3,q13_c3_r1,q13_c6_r2,q13_c9_r1,q9_4,q24_r1_c2,q29_5,q26_r4_c2,q16_c12_r4,q21_r4_c3,q27_r3_c3,q27_r2_c3,q17_c5_r1,q14_c8_r1,q27_r4_c2,q28_5,q26_r4_c1,q24_r5_c4,q25_r5_c2,q21_r6_c2,q38_r6_c1,q13_c11_r3,q17_c6_r1,q13_c4_r2,q11_r3_c4,q10_r5_c1,q26_r5_c1,q13_c3_r3,q11_r3_c3,q8_r4_c2,q27_r3_c1,q9_16,q26_r4_c3,q23_4,q43_7,q13_c7_r1,q14_c9_r2,q16_c9_r4,q16_c3_r1,q26_r5_c2,q17_c2_r4,q38_r1_c1,q14_c9_r3,q43_9,q34_r5_c1,q15_c8_r4,q25_r1_c1,q14_c1_r3,q24_r4_c2,q16_c6_r2,q11_r3_c1,q43_2,q28_3,q22_r2_c2,q26_r5_c3,q15_c4_r2,q14_c1_r4,q14_c4_r3,q4_2,q15_c4_r1,q25_r6_c3,q15_c10_r3,q13_c1_r4,q14_c6_r1,q43_8,q14_c13_r1,q27_r5_c1,q14_c8_r2,q34_r4_c2,q14_c4_r4,q16_c9_r1,q16_c13_r2,q24_r4_c1,q17_c8_r2,q24_r5_c3,q9_3,q42_r1_c7,q24_r6_c2,q16_c9_r3,q10_r4_c2,q9_18,q8_r5_c2,q14_c4_r2,q16_c5_r1,q17_c11_r3,q21_r6_c4,q17_c7_r3,q17_c7_r1,q16_c11_r1,q9_20,q10_r3_c2,q21_r4_c1,q31_1,q14_c10_r3,q41_4,q16_c7_r3,q17_c7_r4,q38_r2_c2,q14_c10_r4,q16_c11_r2,q15_c7_r2,q15_c11_r3,q16_c4_r1,q26_r3_c4,q16_c13_r1,q16_c12_r2,q14_c11_r4,q27_r1_c3,q17_c10_r3,q9_19,q13_c6_r3,q12_c1_r2,q21_r1_c3,q9_12,q22_r4_c1,q39_1,q26_r1_c1,q41_3,q25_r2_c3,q14_c12_r1,q16_c12_r1,q24_r3_c2,q21_r5_c4,q28_2,q9_11,q14_c11_r2,q15_c5_r2,q31_3,q13_c8_r1,q1_1,q19_c1_r3,q9_14,q13_c2_r1,q14_c12_r2,q16_c3_r3,q3_2,q15_c8_r2,q16_c2_r1,q15_c11_r4,q34_r5_c2,q15_c1_r4,q26_r5_c4,q33_1,q38_r3_c2,q16_c10_r2,q14_c10_r1,q15_c1_r3,q21_r2_c1,q14_c11_r1,q16_c2_r2,q17_c11_r1,q22_r1_c2,q38_r2_c1,q17_c4_r1,q20_2,q10_r2_c1,q17_c4_r3,q15_c8_r3,q17_c5_r3,q6_2,q33_4,q26_r2_c2,q21_r1_c4,q29_3,q17_c6_r2,q14_c2_r2,q16_c10_r3,q16_c8_r3,q22_r5_c1,q14_c11_r3,q13_c2_r3,q17_c1_r4,q14_c2_r4,q13_c8_r4,q15_c12_r4,q5_2,q9_5,q14_c9_r1,q32_3,q13_c6_r4,q16_c10_r1,q13_c8_r3,q9_22,q27_r3_c2,q21_r3_c2,q15_c7_r4,q15_c6_r4
09X132,,,,,,0,0,,,0,,0,0.0,,1,0,,3.0,0,0,,,0,0,0.0,,,0,0,0,,0,0.0,,,0,0,,0,,0,0,0,,,0,0.0,0,0,0,0,0.0,,,0.0,0,0,0,0.0,0,0.0,0,0,0,,1,,,,0.0,0,0.0,0.0,,0,0,,0,0.0,0,,0,0,0.0,0,0,,0.0,0.0,1,,0,,80.0,,1,,0,,1,0.0,,,0,,0,0,80.0,0,,0,0,0.0,0.0,0.0,,0,,,,0,0,0,0.0,,0,,,10.0,,,,,0.0,0,,,,0,,0,,0.0,0,0,0,1,0,0,0,,,0,0,0.0,0,,,0.0,,Dionisia,,0,0.0,,0.0,1,,0.0,,1,0.0,0,0,10.0,,,0.0,0,,0.0,,0,0.0,,0,0,,,,0.0,0,0,0,,,0.0,,,0,,0.0,0.0,0.0,,,0,0,,,,,,0,0,0,,
13K616,,,,,,0,0,,,0,,0,1.0,,1,0,,0.0,0,0,,,0,0,,,,0,0,0,,0,,,,0,0,19-23 hrs,0,,0,0,0,,,0,1.0,0,0,0,0,4.0,,,,0,0,0,,0,1.0,0,1,0,,1,,,,,0,,1.0,,1,0,,0,,0,,0,1,0.0,0,0,,,,1,,0,,,,0,,0,,1,,,,0,,0,0,3.0,0,,0,1,2.0,,,,0,,,,0,0,0,0.0,,0,,,0.0,,,,,,0,,,,0,,0,,,0,1,0,1,0,0,0,,,0,0,0.0,1,,,0.0,,Janan,,0,,,,1,,,,1,,0,0,0.0,,,,0,,,,0,0.0,,0,0,,,,0.0,1,0,0,,,,,,0,,,,,,,0,1,,,,,,1,0,0,,
02M546,,,,,,0,0,,,0,,0,,,0,0,,0.0,0,0,Little Kids rock,,0,0,,,,0,0,0,,0,,,,0,0,,0,,0,0,0,,,0,0.0,0,0,0,0,1.0,,,,0,0,0,,0,,0,1,0,,1,,,,,0,,0.0,,0,0,,0,,0,,0,1,1.0,0,0,,,,0,,0,,,,0,,0,,1,,,,0,,0,0,1.0,0,,0,1,0.0,,,,0,,,,1,0,0,0.0,,0,,,1.0,,,,,,0,,,,0,,0,,,0,0,0,0,0,0,0,,,0,0,0.0,1,,,0.0,,Seung,,1,,,,1,,,,1,,0,1,0.0,,,,0,,,,0,2.0,,0,0,,,,0.0,1,0,0,1-6 hrs,,,,,0,,,,,,,1,0,,,,,,1,0,0,,
19K660,,,,,,0,0,,,0,,0,0.0,,1,0,24-30 hrs,1.0,0,0,,,0,0,,,,0,0,0,,0,,,,1,0,1-6 hrs,0,,0,0,0,,,0,1.0,0,0,0,0,0.0,,,,0,0,0,,0,0.0,0,1,0,,1,,,,,0,,1.0,,1,0,,0,,0,,0,1,1.0,0,0,,,,1,,0,,,,1,,0,,1,,,,0,,0,0,8.0,0,,0,1,0.0,,,,0,,,,0,0,0,3.0,,0,,,0.0,,,,,,0,,,,0,,0,,,0,1,0,1,0,0,0,,,0,0,0.0,1,,,0.0,,Karen,,1,,,,1,,,,1,,0,0,0.0,,,,0,,,,0,0.0,,0,0,,,,1.0,0,0,0,7-12 hrs,,,,,0,,,,,,,0,1,,,,,,1,0,0,,
19K510,,,,,,0,0,,,0,,0,,,0,0,,0.0,0,0,,,0,0,,,,0,0,0,,0,,,,0,0,19-23 hrs,0,,0,0,0,,,0,1.0,0,0,0,0,0.0,,,,0,0,0,,0,,0,0,0,,1,,,,,0,,1.0,,1,0,,0,,0,,0,1,0.0,0,0,,,,0,,0,,,,0,,0,,1,,,,0,,0,0,16.0,0,,0,0,,,,,0,,,,0,0,0,0.0,,1,,,0.0,,,,,,0,,,,0,,0,,,0,0,0,0,0,0,0,,,0,0,0.0,0,,,0.0,,Tina,,0,,,,0,,,,1,,0,0,0.0,,,,0,,,,0,0.0,,0,0,,,,0.0,0,0,0,,,,,,0,,,,,,,1,1,,,,,,0,0,0,,
08X349,,,,,,0,0,,,0,,0,,,1,0,,4.0,0,0,,,0,0,,,,0,0,0,,0,,,,0,0,1-6 hrs,0,,0,0,0,,,0,1.0,0,0,0,0,,,,,0,0,0,,0,,0,0,0,,1,,,,,0,,0.0,,0,0,,0,,0,,0,1,0.0,0,0,,,,1,,0,,,,1,,0,,1,,,,0,,0,0,,0,,0,0,,,,,0,,,,0,0,0,0.0,,1,,,0.0,,,,,,0,,,,0,,0,,,0,0,0,0,0,0,0,,,0,0,0.0,1,,,0.0,,Gregory,,0,,,,1,,,,1,,0,0,0.0,,,,0,,,,0,0.0,,0,0,,,,0.0,0,0,0,,,,,,0,,,,,,,0,0,,,,,,1,0,0,,
14K685,,,,,,0,0,,,0,,0,1.0,,0,0,,3.0,0,0,El Puente,,0,0,,,,0,0,0,,0,,,,1,0,7-12 hrs,0,,0,0,0,,,0,1.0,0,0,0,0,,,,,0,0,0,,0,0.0,0,1,0,,1,,,,,0,,3.0,,1,0,,0,,0,,0,0,,0,0,,,,0,,0,,,,1,,0,,1,,,,0,,0,0,80.0,0,,0,1,1.0,,,,0,,,,0,0,0,,,1,,,0.0,,,,,,0,,,,0,,0,,,0,0,0,0,0,0,0,,,0,0,,1,,,,,Joe,,0,,,,0,,,,1,,0,0,2.0,,,,0,,,,0,3.0,,0,0,,,,0.0,1,0,0,,,,,,0,,,,,,,1,1,,,,,,1,0,0,,
06M192,,,,,,0,0,,,0,,0,0.0,,1,0,,1.0,0,0,CAW,,0,0,0.0,,,0,0,0,,0,0.0,,,0,0,,0,,0,0,0,,,0,0.0,0,0,0,0,0.0,,,,0,0,0,0.0,0,1.0,0,0,0,,1,,,,0.0,0,0.0,2.0,,0,0,,0,0.0,0,,0,1,1.0,0,0,,0.0,,1,,0,,0.0,,1,,0,,1,,,,0,,0,0,20.0,0,,0,1,0.0,,,,0,,,,1,0,0,0.0,,0,,,0.0,,,,,,0,,,,0,,0,,0.0,0,0,0,1,0,0,0,,,0,0,0.0,0,,,0.0,,Justin,,0,0.0,,0.0,1,,0.0,,1,0.0,0,0,0.0,,,0.0,0,,0.0,,0,2.0,,0,0,,,,0.0,0,0,0,31+ hrs,,0.0,,,0,,0.0,0.0,20.0,,,0,0,,,,,,1,0,0,,
10X434,,,,,,0,0,,,0,,0,1.0,,0,0,,2.0,0,0,,,0,0,,,,0,0,0,,0,,,,0,0,1-6 hrs,0,,0,0,0,,,0,1.0,0,0,0,0,,,,,0,0,0,,0,1.0,0,0,0,,1,,,,,0,,2.0,,1,0,,0,,0,,0,0,1.0,0,0,,,,1,,0,,,,1,,0,,0,,,,0,,0,0,10.0,0,,0,0,1.0,,,,0,,,,0,0,0,,,0,,,4.0,,,,,,0,,,,0,,0,,,0,0,0,1,0,0,0,,,0,0,,1,,,1.0,,Marc,,1,,,,1,,,,0,,0,0,0.0,,,,0,,,,0,4.0,,0,0,,,,0.0,1,0,0,13-18 hrs,,,,,0,,,,,,,0,1,,1-6 hrs,,,,0,0,0,,
02M393,,,,,,0,0,,,0,,0,0.0,,0,0,1-6 hrs,0.0,0,0,,,0,0,,,,0,0,0,,0,,,,0,0,0 hrs,0,,0,0,0,,,0,1.0,0,0,0,0,0.0,,,,0,0,0,,0,0.0,0,0,0,,0,,,,,0,,0.0,,1,0,,0,,0,,0,1,0.0,0,0,,,,0,,0,,,,0,,0,,1,,,,0,,0,0,,0,,0,0,0.0,,,,0,,,,0,0,0,0.0,,0,,,0.0,,,,,,0,,,,0,,0,,,0,0,0,0,0,0,0,,,0,0,0.0,0,,,0.0,,Jillian,,0,,,,0,,,,1,,0,0,0.0,,,,0,,,,0,0.0,,0,0,,,,0.0,0,0,0,,,,,,0,,,,,,,1,1,,,,,,0,0,0,,
10X080,,,,,,0,0,,,0,,0,,,0,0,,3.0,0,0,Scarsdale Strings,,0,0,,160.0,,0,0,0,,0,,,,0,0,,0,,0,0,0,,,0,0.0,0,0,0,0,,,,,0,0,0,,0,,0,0,0,25.0,1,,,,,0,,3.0,,0,0,,0,,0,,0,0,0.0,1,0,,,,0,,0,,,,1,,0,,1,,,,0,,0,0,60.0,0,,0,0,,,,,0,,,,0,0,0,0.0,,0,,,,,,,,,0,,,,0,,0,,,0,0,1,1,0,0,0,,,0,0,0.0,0,,,0.0,,Kenyatta,0.0,0,,,,1,,,,1,,0,0,,,,,0,,,,0,3.0,,1,0,,,,0.0,0,0,0,,,,,,1,,,,,,,0,0,,,,,,0,0,0,,
03M256,,,,,,0,0,,,0,,0,3.0,,1,0,,3.0,0,0,,,0,0,,35.0,,0,0,0,,0,,,,0,0,7-12 hrs,0,,0,0,0,,,0,1.0,0,0,0,0,,,,,0,0,0,,0,1.0,0,0,0,,1,,,,,0,,0.0,,0,0,,0,,0,,0,0,1.0,1,0,,,,0,,0,,,,1,,0,,1,,,,0,,0,0,20.0,0,,0,1,2.0,,,,0,,,,0,0,0,0.0,,1,,,2.0,,,,,,0,,,,0,,0,,,0,0,0,0,0,0,0,,,0,0,0.0,1,,,0.0,,Marde,40.0,1,,,,0,,,,1,,0,0,1.0,,,,0,,,,1,3.0,,1,0,,,,1.0,0,0,0,7-12 hrs,,,,,1,,,,,,,1,1,,,,,,1,0,0,,
03M087,,,50.0,50.0,,"Grant team, art show committee, drama production volunteers, musical performance volunteers, dance performance volunteers",0,50.0,50.0,0,50.0,0,,7-12 hrs,0,0,7-12 hrs,20.0,0,0,,0.0,1,0,0.0,,,0,0,0,,0,50.0,50.0,,0,0,19-23 hrs,0,,0,0,0,,,0,1.0,0,0,0,1,10.0,,,50.0,0,0,0,0.0,0,,0,1,0,,1,,,,50.0,0,0.0,1.0,,1,0,,0,0.0,0,,1,1,1.0,0,0,50.0,50.0,0.0,0,50.0,0,,50.0,,1,,0,,0,50.0,,,0,,0,0,12.0,0,,0,1,0.0,50.0,50.0,,0,,,,1,0,1,5.0,,0,,,5.0,,,,,50.0,0,,,,0,,0,0.0,120.0,0,1,0,0,0,1,0,,,0,0,0.0,1,,50.0,5.0,,Lucy,,1,50.0,,50.0,0,,50.0,,0,50.0,0,1,0.0,,,50.0,0,,50.0,,0,30.0,50.0,0,0,50.0,,,1.0,1,0,1,7-12 hrs,,50.0,,,0,,0.0,0.0,50.0,,,0,1,,7-12 hrs,50.0,,,1,0,0,,50.0
08X130,,,0.0,,,0,0,0.0,,0,0.0,0,1.0,,1,0,,2.0,0,0,,8.0,0,0,0.0,,,0,0,0,,0,0.0,,,0,0,24-30 hrs,0,,0,0,0,0.0,,0,1.0,0,0,0,1,0.0,,,0.0,0,0,0,0.0,1,0.0,0,0,0,,1,,,,0.0,0,8.0,12.0,,1,0,,0,0.0,0,,0,1,,0,0,0.0,8.0,0.0,1,0.0,0,,8.0,,1,,0,,1,8.0,,,0,,0,0,4.0,0,,0,1,1.0,0.0,,,0,,,,0,0,0,0.0,,0,,,1.0,,,,,0.0,0,,,,0,,0,,0.0,0,1,0,0,0,0,0,,,0,0,,1,,0.0,0.0,,Sheila,,0,0.0,,0.0,1,,0.0,,1,8.0,0,0,2.0,,,0.0,0,,0.0,,0,9.0,0.0,0,0,0.0,,0.0,0.0,0,0,0,,,0.0,,,0,,0.0,8.0,8.0,,,0,0,,,,,,1,0,0,,
07X221,,,,,,0,0,,,0,,0,4.0,,1,0,1-6 hrs,0.0,0,0,,,0,0,,0.0,,0,0,0,,0,,,,0,0,1-6 hrs,0,,0,0,0,,,0,2.0,0,0,0,0,0.0,,,,0,0,0,,0,4.0,0,0,0,,1,,,,,0,,1.0,,0,0,,0,,0,,0,0,1.0,1,0,,,,0,,0,,,,1,,0,,1,,,,0,,0,0,6.0,0,,0,0,0.0,,,,0,,,,0,0,0,0.0,,0,,,0.0,,,,,,0,,,,0,,0,,,0,0,0,1,0,0,0,,,0,0,0.0,1,,,0.0,,Binta,25.0,0,,,,0,,,,1,,0,0,0.0,,,,0,,,,1,0.0,,1,0,,,,0.0,1,0,0,1-6 hrs,,,,,0,,,,,,,0,0,,,,,,0,0,0,,
17K091,,,,,,0,0,,,0,,0,0.0,,1,0,,1.0,0,0,Pupperty in Practice,,0,0,0.0,,,0,0,0,,0,0.0,,,0,0,,0,,0,0,0,,,0,0.0,0,0,0,0,0.0,,,,0,0,0,0.0,0,0.0,0,1,0,,1,,,,0.0,0,16.0,1.0,,0,0,,0,0.0,0,,0,1,0.0,0,0,,20.0,0.0,0,,0,,20.0,,1,,0,,1,20.0,,,0,,0,0,17.0,0,,0,1,0.0,0.0,,,0,,,,0,0,0,0.0,,0,,,0.0,,,,,,0,,,,0,,1,,40.0,0,0,0,1,0,0,0,,,0,0,0.0,1,,,0.0,,Jonnie,,0,0.0,,0.0,0,,0.0,,1,0.0,0,0,0.0,,,0.0,0,,0.0,,0,2.0,,0,0,,,,0.0,1,0,0,,,0.0,,,0,,0.0,16.0,20.0,,,0,0,,,,,,1,0,0,,
11X108,,,0.0,,,0,0,,27.0,0,0.0,0,0.0,,0,0,,4.0,0,0,Inside Broadway,,0,0,0.0,,,0,0,0,,0,0.0,,,0,0,19-23 hrs,0,,0,0,0,,,0,1.0,0,0,0,0,0.0,,,0.0,1,0,0,0.0,0,0.0,0,0,0,,1,,,,0.0,0,30.0,2.0,,0,0,,0,0.0,0,,0,1,0.0,0,0,0.0,30.0,0.0,1,0.0,0,,27.0,,1,,0,,1,30.0,,,0,,0,0,32.0,0,,0,0,0.0,0.0,0.0,,1,,,,0,0,0,0.0,,0,,,0.0,,,,,0.0,0,,,,0,,0,,0.0,0,0,0,1,0,0,0,,,0,1,0.0,1,,,0.0,,Susan,,0,0.0,,0.0,1,,0.0,,1,30.0,0,1,0.0,,,0.0,0,,0.0,,0,2.0,,0,0,,,,0.0,0,0,1,,,0.0,,,0,,0.0,30.0,30.0,,,0,0,,,,,,0,0,0,,
07X277,,,,,,0,0,,,0,,0,1.0,,1,0,1-6 hrs,1.0,0,1,,,1,0,0.0,,,0,0,0,,0,0.0,,,0,0,,0,,0,0,0,,,0,0.0,0,0,0,0,0.0,,,,1,0,0,0.0,0,0.0,0,0,0,,1,,,,0.0,0,20.0,2.0,,0,1,,0,0.0,0,,0,1,1.0,0,0,,20.0,,0,,0,,20.0,,1,,0,,1,,,,0,,0,0,30.0,0,,0,1,0.0,,,,0,,,,0,0,0,1.0,,0,,,0.0,,,,,,0,,,,0,,0,,120.0,0,0,0,1,0,0,0,,,0,0,0.0,0,,,,,,,0,0.0,,0.0,0,,0.0,,0,20.0,0,0,1.0,,,0.0,0,,0.0,,0,3.0,,0,0,,,,0.0,1,0,0,19-23 hrs,,0.0,,,0,,0.0,20.0,20.0,,,0,0,,,,,,0,0,0,,
03M245,,,,,,0,0,,,0,,0,,,1,0,1-6 hrs,1.0,0,0,Ballroom Basix,,0,0,,10.0,,0,0,0,,0,,,,0,0,7-12 hrs,0,,0,0,0,,,0,3.0,0,0,0,0,,,,,0,0,0,,0,,0,0,0,,1,,,,,0,,1.0,,0,0,,0,,0,,0,1,0.0,1,0,,,,1,,0,,,,1,,0,,1,,,,0,,0,0,10.0,0,,0,1,,,,,0,,,,0,0,0,10.0,,0,,,1.0,,,,,,0,,,,0,,0,,,0,0,0,1,0,0,0,,,0,0,0.0,1,,,10.0,,Jessica,10.0,0,,,,1,,,,1,,0,0,0.0,,,,0,,,,1,2.0,,1,0,,,,0.0,1,0,0,,,,,,1,,,,,,,0,1,,1-6 hrs,,,,0,0,0,,
17K532,,,,,,We have Parent Arts Nights in which the parents learn Art/Music/Dance skills.,0,,,0,,0,0.0,13-18 hrs,0,0,,3.0,0,0,,,0,0,0.0,,,0,0,0,,0,0.0,,,0,0,13-18 hrs,0,,0,0,0,,,0,1.0,0,0,0,1,0.0,,,,0,0,0,0.0,0,0.0,0,0,0,,0,,,,0.0,0,0.0,3.0,,0,0,,0,0.0,0,,0,1,2.0,0,0,,0.0,,0,,0,,0.0,,1,,0,,1,,,,0,,0,0,,0,,0,0,0.0,,,,1,,,,0,0,0,,,0,,,3.0,,,,,,0,,,,0,,0,,0.0,0,0,0,0,0,0,0,,,0,1,0.0,0,,,25.0,,Kevyn,,0,0.0,,0.0,0,,0.0,,1,0.0,0,0,2.0,,,0.0,0,,0.0,,0,3.0,,0,0,,,,2.0,0,0,0,13-18 hrs,,0.0,,,0,,0.0,0.0,0.0,,,1,1,,1-6 hrs,,,,0,0,0,,
15K443,,,,,,0,0,,,0,,0,,1-6 hrs,1,0,,4.0,0,0,,,0,0,,0.0,,0,0,0,,0,,,,1,0,1-6 hrs,0,,0,0,0,,,0,2.0,0,0,0,0,1.0,,,,0,0,0,,0,,0,1,0,30.0,1,,,,,0,,2.0,,1,0,,0,,0,,0,1,2.0,0,0,,,,1,,0,,,,1,,0,,1,,,,0,,0,0,5.0,0,,0,1,,,,,0,,,,0,0,0,0.0,,1,,,1.0,,,,,,0,,,,0,,0,,,0,1,1,0,0,0,0,,,0,0,,1,,,0.0,,Laurie,0.0,1,,,,1,,,,1,,0,0,2.0,,,,0,,,,0,4.0,,1,0,,,,2.0,0,0,0,1-6 hrs,,,,,1,,,,,,,0,1,,,,,,0,0,0,,
02M296,,,,,,0,0,,,0,,0,0.0,,0,0,,0.0,0,0,,,0,0,,,,0,0,0,,0,,,,0,0,19-23 hrs,0,,0,0,0,,,0,2.0,0,0,0,0,0.0,,,,0,0,0,,0,0.0,0,0,0,,1,,,,,0,,1.0,,1,0,,0,,0,,0,1,0.0,0,0,,,,1,,0,,,,1,,0,,0,,,,0,,0,0,3.0,0,,0,0,0.0,,,,0,,,,0,0,0,0.0,,1,,,0.0,,,,,,0,,,,0,,0,,,0,1,0,0,0,0,0,,,0,0,0.0,1,,,0.0,,Bridget,,0,,,,1,,,,1,,0,0,0.0,,,,0,,,,0,0.0,,0,0,,,,0.0,0,0,0,,,,,,0,,,,,,,0,1,,,,,,1,0,0,,
02M500,,,,,,0,0,,,0,,0,1.0,,1,0,,2.0,0,0,,,0,0,,,,0,0,0,,0,,,,1,0,31+ hrs,0,,0,0,0,,,0,1.0,0,0,0,0,0.0,,,,0,0,0,,0,0.0,0,1,0,,0,,,,,0,,1.0,,0,0,,0,,0,,0,0,1.0,0,0,,,,1,,0,,,,0,,0,,1,,,,0,,0,0,40.0,0,,0,1,0.0,,,,0,,,,1,0,0,0.0,,1,,,0.0,,,,,,0,,,,0,,0,,,0,0,0,0,0,0,0,,,0,0,0.0,1,,,1.0,,Alicia,,1,,,,1,,,,1,,0,1,0.0,,,,0,,,,0,2.0,,0,0,,,,1.0,0,0,0,31+ hrs,,,,,0,,,,,,,0,1,,31+ hrs,,,,0,0,0,,
21K281,,,,,,0,0,,,0,,1,0.0,19-23 hrs,1,0,7-12 hrs,5.0,0,0,,,0,0,,125.0,,0,0,0,,0,,,,0,0,19-23 hrs,0,,0,0,0,,,0,1.0,0,0,0,0,0.0,,,,0,0,0,,0,0.0,0,1,0,,1,,,,,0,,2.0,,1,0,,0,,0,,0,1,2.0,1,0,,,,1,,0,,,,1,,0,,1,,,,0,,0,0,30.0,0,,0,1,0.0,,,,0,,,,0,0,0,0.0,,0,,,5.0,,,,,,0,,,,0,,0,,,0,0,0,1,0,0,0,,,0,0,0.0,1,,,0.0,,Kevin,0.0,1,,,,1,,,,1,,0,1,5.0,,,,0,,,,0,5.0,,0,0,,,,2.0,0,0,0,19-23 hrs,,,,,1,,,,,,,0,1,,,,,,1,0,0,,
14K147,,,,,,0,0,,,0,,0,0.0,,1,0,,3.0,0,0,,,0,0,0.0,,,0,0,0,,0,14.0,,,0,0,7-12 hrs,0,,0,0,0,,,0,1.0,0,0,0,1,0.0,,,,1,0,0,0.0,0,1.0,0,0,0,,1,,,,8.0,0,0.0,2.0,,0,1,,0,0.0,0,,0,1,1.0,0,0,,0.0,,1,,0,,0.0,,1,,0,,1,,,,0,,0,0,8.0,0,,0,1,1.0,,,,1,,,,0,0,0,,,1,,,0.0,,,,,,0,,,,0,,0,,0.0,0,0,0,0,0,0,0,,,0,1,,1,,,,,Nadine,,0,9.0,,12.0,0,,8.0,,0,31.0,0,0,3.0,,,0.0,0,,0.0,,0,5.0,,0,0,,,,0.0,1,0,1,0 hrs,,0.0,,,0,,0.0,0.0,0.0,,,1,0,,,,,,0,0,1,,
10X310,,,0.0,4.0,,0,0,0.0,0.0,0,0.0,0,0.0,,1,0,,7.0,0,0,New York City children's theater,8.0,0,0,0.0,,,0,0,0,,0,4.0,4.0,,0,0,,0,,1,0,0,,,0,0.0,0,0,0,1,0.0,,,4.0,0,0,0,4.0,0,0.0,0,1,0,,1,,,,0.0,0,8.0,3.0,,1,0,,0,0.0,0,,1,1,1.0,0,0,6.0,4.0,0.0,1,0.0,0,,0.0,0.0,1,,0,,1,4.0,,,0,,0,1,6.0,0,,0,1,0.0,0.0,,,1,,,,0,0,1,0.0,,1,,,3.0,,,,,0.0,0,,,,0,,0,4.0,4.0,0,0,0,0,0,0,0,,,0,1,0.0,1,,6.0,0.0,,Jill,,0,4.0,,0.0,1,,0.0,,1,8.0,0,0,0.0,,,0.0,0,,6.0,,0,5.0,0.0,0,0,0.0,,,0.0,1,0,0,,,0.0,,,0,,4.0,8.0,4.0,,,0,1,,,0.0,,,1,0,0,,
04M112,,,,0.0,,0,0,,40.0,0,0.0,0,23.0,1-6 hrs,0,0,,3.0,0,0,,,0,0,0.0,,,0,0,0,,0,0.0,0.0,,0,0,,0,,0,0,0,,,0,0.0,0,0,0,0,0.0,,,0.0,0,0,0,0.0,0,23.0,0,0,0,,1,0.0,,,,0,,3.0,,0,0,,0,0.0,0,,0,0,1.0,0,0,,40.0,0.0,1,,0,,40.0,0.0,1,,0,,0,40.0,,,0,,0,0,40.0,0,,0,0,,0.0,,,0,,,,0,0,0,,,0,,,3.0,,,,,,0,,,,0,,0,0.0,0.0,0,0,0,1,0,0,0,,,0,0,0.0,1,,,0.0,,Hannah,,0,0.0,,,1,,,,0,,0,0,2.0,,,,0,,,,0,2.0,,0,0,,,,0.0,0,0,0,1-6 hrs,,0.0,,,0,,0.0,,40.0,,,1,0,,,40.0,,,1,0,0,,
22K207,,,0.0,,,0,0,0.0,0.0,0,0.0,0,1.0,,1,0,31+ hrs,1.0,0,1,Millennium,0.0,1,0,0.0,0.0,,0,0,0,,0,0.0,,,0,0,31+ hrs,0,,0,0,0,0.0,,0,1.0,0,0,0,1,0.0,,0.0,0.0,0,0,0,0.0,1,1.0,0,1,0,,1,,,,0.0,0,0.0,1.0,,1,0,,0,0.0,0,0.0,0,1,1.0,1,0,0.0,0.0,0.0,0,0.0,0,,0.0,,1,,0,,1,0.0,,,0,,0,0,500.0,0,,0,1,1.0,0.0,0.0,,0,,,,0,0,1,0.0,,1,,,3.0,,,,,0.0,0,,,,0,,0,,0.0,0,1,0,0,0,0,0,,,0,0,0.0,1,,0.0,0.0,,Michele,0.0,1,0.0,,0.0,0,,0.0,,1,0.0,0,1,0.0,,,0.0,1,,0.0,,1,2.0,0.0,1,0,0.0,,0.0,0.0,1,0,0,31+ hrs,0.0,0.0,,,1,,0.0,0.0,0.0,,,1,1,,,,,,1,0,1,,
10X331,,,,,,0,0,,,0,,0,1.0,24-30 hrs,1,0,,6.0,0,0,,,0,0,,0.0,,0,0,0,,0,,,,0,0,24-30 hrs,0,,0,0,0,,,0,1.0,0,0,0,0,,,,,0,0,0,,0,0.0,0,1,0,,1,,,,,0,,4.0,,1,0,,0,,0,,0,1,0.0,1,0,,,,1,,0,,,,1,,0,,1,,,,0,,0,0,100.0,0,,0,1,1.0,,,,0,,,,0,0,0,0.0,,0,,,2.0,,,,,,0,,,,0,,0,,,0,1,0,1,0,0,0,,,0,0,0.0,1,,,0.0,,Serapha,160.0,1,,,,1,,,,1,,0,0,3.0,,,,0,,,,0,0.0,,1,0,,,,0.0,0,0,0,,,,,,1,,,,,,,0,1,,,,,,1,0,0,,
